English,Hindi,Gujarati,Marathi,Punjabi,Bengali,Konkani,Kannada,Malayalam,Tamil,Telugu,Urdu,Assamese,Odiya,Nepali
Countersink,शंकुखनन,શંકુખનન,शंकुखनन,ਸ਼ਂਕੁਖਨਨ,শংকুখনন,शंकुखनन,ಶಂಕುಖನನ,ശംകുഖനന,சங்குகநந,శంకుఖనన,شنککھنن,শংকুখনন,ଶଂକୁଖନନ,शंकुखनन
Couple,युग्म,યુગ્મ,युग्म,"ਜੋੜਾ,ਪਤੀ-ਪਤਨੀ",যুগ্ম,युग्म,ಯುಗ್ಮ,യുഗ്മ,யுக்ம,యుగ్మ,جفت,যুগ্ম,ଯୁଗ୍ମ,युग्म
Couple,2. बलयुग्म,૨. બલયુગ્મ,२. बलयुग्म,"ਜੋੜਾ,ਪਤੀ-ਪਤਨੀ",২. বলযুগ্ম,२. बलयुग्म,ಯುಗ್ಮ,൨. ബലയുഗ്മ,௨. பலயுக்ம,౨. బలయుగ్మ,جفت,২. বলযুগ্ম,୨. ବଲଯୁଗ୍ମ,२. बलयुग्म
Coupler,युग्मक/कपलर,યુગ્મક/કપલર,युग्मक/कपलर,ਯੁਗ੍ਮਕ/ਕਪਲਰ,যুগ্মক/কপলর,युग्मक/कपलर,ಯುಗ್ಮಕ/ಕಪಲರ,യുഗ്മക/കപലര,யுக்மக/கபலர,యుగ్మక/కపలర,یگمک/کپلر,যুগ্মক/কপলর,ଯୁଗ୍ମକ/କପଲର,युग्मक/कपलर
Coupling,युग्मक,યુગ્મક,युग्मक,ਯੁਗ੍ਮਕ,যুগ্মক,युग्मक,ಯುಗ್ಮನ,യുഗ്മക,யுக்மக,యుగ్మక,جفتگی۔ کپلنگ,যুগ্মক,ଯୁଗ୍ମନ,युग्मक
Coupling,2. युग्मन,૨. યુગ્મન,२. युग्मन,੨. ਯੁਗ੍ਮਨ,২. যুগ্মন,२. युग्मन,ಯುಗ್ಮನ,൨. യുഗ്മന,௨. யுக்மந,౨. యుగ్మన,جفتگی۔ کپلنگ,২. যুগ্মন,ଯୁଗ୍ମନ,२. युग्मन
Coupling co-efficient,युग्मन गुणांक,યુગ્મન ગુણાંક,युग्मन गुणांक,ਯੁਗ੍ਮਨ ਗੁਣਾਂਕ,যুগ্মন গুণাংক,युग्मन गुणांक,ಸಂಯೋಜನಾ ಗುಣಾಂಕ,യുഗ്മന ഗുണാംക,யுக்மந குணாங்க,యుగ్మన గుణాంక,یگمن گنانک,যুগ্মন গুণাংক,ଯୁଗ୍ମନ ଗୁଣାଂକ,युग्मन गुणांक
Coupling factor,युग्मक गुणक,યુગ્મક ગુણક,युग्मक गुणक,ਯੁਗ੍ਮਕ ਗੁਣਕ,যুগ্মক গুণক,युग्मक गुणक,ಯುಗ್ಮಕ ಗುಣಕ,യുഗ്മക ഗുണക,யுக்மக குணக,యుగ్మక గుణక,یگمک گنک,যুগ্মক গুণক,ଯୁଗ୍ମକ ଗୁଣକ,युग्मक गुणक
Coupling network,युग्मन जाल,યુગ્મન જાલ,युग्मन जाल,ਯੁਗ੍ਮਨ ਜਾਲ,যুগ্মন জাল,युग्मन जाल,ಯುಗ್ಮನ ಜಾಲ,യുഗ്മന ജാല,யுக்மந ஜால,యుగ్మన జాల,یگمن جال,যুগ্মন জাল,ଯୁଗ୍ମନ ଜାଲ,युग्मन जाल
Coupling parameter,युग्मन प्राचल,યુગ્મન પ્રાચલ,युग्मन प्राचल,ਯੁਗ੍ਮਨ ਪ੍ਰਾਚਲ,যুগ্মন প্রাচল,युग्मन प्राचल,ಯುಗ್ಮನ ಪ್ರಾಚಲ,യുഗ്മന പ്രാചല,யுக்மந ப்ராசல,యుగ్మన ప్రాచల,یگمن پراچل,যুগ্মন প্রাচল,ଯୁଗ୍ମନ ପ୍ରାଚଲ,युग्मन प्राचल
Coupling rod,युग्मक दंड,યુગ્મક દંડ,युग्मक दंड,ਯੁਗ੍ਮਕ ਦਂਡ,যুগ্মক দংড,युग्मक दंड,ಯುಗ್ಮಕ ದಂಡ,യുഗ്മക ദംഡ,யுக்மக தங்ட,యుగ్మక దండ,یگمک دنڈ,যুগ্মক দংড,ଯୁଗ୍ମକ ଦଂଡ,युग्मक दंड
Cowl,"कवल, टोपी","કવલ, ટોપી","कवल, टोपी","ਕਵਲ, ਟੋਪੀ","কবল, টোপী","कवल, टोपी","ಕವಲ, ಟೋಪೀ","കവല, ടോപീ","கவல, டோபீ","కవల, టోపీ",کول، ٹوپی,"কল, টপী","କବଲ, ଟୋପୀ","कवल, टोपी"
Crab,"क्रैब, विंच","ક્રૈબ, વિંચ","क्रैब, विंच",ਕੇਕੜਾ,"ক্রৈব, বিংচ","क्रैब, विंच","ಕ್ರೈಬ, ವಿಂಚ",ഞണ്ട്,"க்ரைப, விங்ச","క్రైబ, వించ",کریب، ونچ,"ক্রৈব, িংচ",କଙ୍କଡା,"क्रैब, विंच"
Crabbing,विमान विचलन,વિમાન વિચલન,विमान विचलन,ਵਿਮਾਨ ਵਿਚਲਨ,বিমান বিচলন,विमान विचलन,ವಿಮಾನ ವಿಚಲನ,വിമാന വിചലന,விமாந விசலந,విమాన విచలన,ومان وچلن,িমান িচলন,ବିମାନ ବିଚଲନ,विमान विचलन
Crack,"दरार, तरेड़","દરાર, તરેડ઼","दरार, तरेड़",ਅਵਾਜ ਨਾਲ ਤਰੇੜ ਪੈਣੀ,"দরার, তরেড়","दरार, तरेड़","ದರಾರ, ತರೇಡ಼","ദരാര, തരേഡ","தரார, தரேட","దరార, తరేడ",درار، تریڑ,"দরার, তরড়","ଦରାର, ତରେଡ଼","दरार, तरेड़"
Cracking,चटकना,ચટકના,चटकना,ਚਟਕਨਾ,চটকনা,चटकना,ಬಿರುಕು ಬಿಟ್ಟಿರುವಿಕೆ,ചടകനാ,சடகநா,చటకనా,چٹکنا,চটকনা,ଚଟକନା,चटकना
Cracking,2. तरेड़न,૨. તરેડ઼ન,२. तरेड़न,੨. ਤਰੇਡ਼ਨ,২. তরেড়ন,२. तरेड़न,ಬಿರುಕು ಬಿಟ್ಟಿರುವಿಕೆ,൨. തരേഡന,௨. தரேடந,౨. తరేడన,۲۔ تریڑن,২. তরড়ন,୨. ତରେଡ଼ନ,२. तरेड़न
Cracking,3. भंजन,૩. ભંજન,३. भंजन,੩. ਭਂਜਨ,৩. ভংজন,३. भंजन,ಬಿರುಕು ಬಿಟ್ಟಿರುವಿಕೆ,൩. ഭംജന,௩. பங்ஜந,౩. భంజన,۳۔ بھنجن,৩. ভংজন,୩. ଭଂଜନ,३. भंजन
Crane,क्रेन,ક્રેન,क्रेन,"ਸਾਰਸ,ਭਾਰ ਚੁੱਕਣ ਦਾ ਜੰਤਰ",ক্রেন,क्रेन,ಕ್ರೇನ,കൊച്ച,க்ரேந,క్రేన,کرین,ক্রন,କ୍ରେନ,क्रेन
Crane hook,क्रेन-हुक,ક્રેન-હુક,क्रेन-हुक,ਕ੍ਰੇਨ-ਹੁਕ,ক্রেন-হুক,क्रेन-हुक,ಕ್ರೇನ-ಹುಕ,ക്രേന-ഹുക,க்ரேந-ஹுக,క్రేన-హుక,کرین-ہک,ক্রন-হুক,କ୍ରେନ-ହୁକ,क्रेन-हुक
Crank,क्रैंक/कूर्पर,ક્રૈંક/કૂર્પર,क्रैंक/कूर्पर,ਕ੍ਰੈਂਕ/ਕੂਰ੍ਪਰ,ক্রৈংক/কূর্পর,क्रैंक/कूर्पर,ವಕ್ರ,ക്രൈംക/കൂര്പര,க்ரைங்க/கூர்பர,క్రైంక/కూర్పర,کرینک/کورپر,ক্রৈংক/কূর্পর,କ୍ରୈଂକ/କୂର୍ପର,क्रैंक/कूर्पर
Crank axle,क्रैंक धुरी,ક્રૈંક ધુરી,क्रैंक धुरी,ਕ੍ਰੈਂਕ ਧੁਰੀ,ক্রৈংক ধুরী,क्रैंक धुरी,ಕ್ರೈಂಕ ಧುರೀ,ക്രൈംക ധുരീ,க்ரைங்க துரீ,క్రైంక ధురీ,کرینک دھری,ক্রৈংক ধুরী,କ୍ରୈଂକ ଧୁରୀ,क्रैंक धुरी
Crank case,"क्रैंक केस, क्रैंक कोष्ठ","ક્રૈંક કેસ, ક્રૈંક કોષ્ઠ","क्रैंक केस, क्रैंक कोष्ठ","ਕ੍ਰੈਂਕ ਕੇਸ, ਕ੍ਰੈਂਕ ਕੋ਷੍ਠ","ক্রৈংক কেস, ক্রৈংক কোষ্ঠ","क्रैंक केस, क्रैंक कोष्ठ","ಕ್ರೈಂಕ ಕೇಸ, ಕ್ರೈಂಕ ಕೋಷ್ಠ","ക്രൈംക കേസ, ക്രൈംക കോഷ്ഠ","க்ரைங்க கேஸ, க்ரைங்க கோஷ்ட","క్రైంక కేస, క్రైంక కోష్ఠ",کرینک کیس، کرینک کوشٹھ,"ক্রৈংক কস, ক্রৈংক কষ্ঠ","କ୍ରୈଂକ କେସ, କ୍ରୈଂକ କୋଷ୍ଠ","क्रैंक केस, क्रैंक कोष्ठ"
Crank effort diagram,क्रैंक-आयास-आरेख,ક્રૈંક-આયાસ-આરેખ,क्रैंक-आयास-आरेख,ਕ੍ਰੈਂਕ-ਆਯਾਸ-ਆਰੇਖ,ক্রৈংক-আযাস-আরেখ,क्रैंक-आयास-आरेख,ಕ್ರೈಂಕ-ಆಯಾಸ-ಆರೇಖ,ക്രൈംക-ആയാസ-ആരേഖ,க்ரைங்க-ஆயாஸ-ஆரேக,క్రైంక-ఆయాస-ఆరేఖ,کرینک-آیاس-آریکھ,ক্রৈংক-আযাস-আরখ,କ୍ରୈଂକ-ଆଯାସ-ଆରେଖ,क्रैंक-आयास-आरेख
Crank pin,क्रैंक पिन,ક્રૈંક પિન,क्रैंक पिन,ਕ੍ਰੈਂਕ ਪਿਨ,ক্রৈংক পিন,क्रैंक पिन,ಕ್ರೈಂಕ ಪಿನ,ക്രൈംക പിന,க்ரைங்க பிந,క్రైంక పిన,کرینک پن,ক্রৈংক পিন,କ୍ରୈଂକ ପିନ,क्रैंक पिन
Crank pin bearing,क्रैंक पिन बेयरिंग,ક્રૈંક પિન બેયરિંગ,क्रैंक पिन बेयरिंग,ਕ੍ਰੈਂਕ ਪਿਨ ਬੇਯਰਿਂਗ,ক্রৈংক পিন বেযরিংগ,क्रैंक पिन बेयरिंग,ಕ್ರೈಂಕ ಪಿನ ಬೇಯರಿಂಗ,ക്രൈംക പിന ബേയരിംഗ,க்ரைங்க பிந பேயரிங்க,క్రైంక పిన బేయరింగ,کرینک پن بییرنگ,ক্রৈংক পিন বযরিংগ,କ୍ରୈଂକ ପିନ ବେଯରିଂଗ,क्रैंक पिन बेयरिंग
Crank shaft,क्रैंक शैफ्ट,ક્રૈંક શૈફ્ટ,क्रैंक शैफ्ट,ਕ੍ਰੈਂਕ ਸ਼ੈਫ੍ਟ,ক্রৈংক শৈফ্ট,क्रैंक शैफ्ट,ವಕ್ರದಂಡ,ക്രൈംക ശൈഫ്ട,க்ரைங்க சைப்ட,క్రైంక శైఫ్ట,کرینک شیپھٹ,ক্রৈংক শৈফ্ট,କ୍ରୈଂକ ଶୈଫ୍ଟ,क्रैंक शैफ्ट
Crank throw,क्रैंक-क्षेप,ક્રૈંક-ક્ષેપ,क्रैंक-क्षेप,ਕ੍ਰੈਂਕ-ਕ੍਷ੇਪ,ক্রৈংক-ক্ষেপ,क्रैंक-क्षेप,ಕ್ರೈಂಕ-ಕ್ಷೇಪ,ക്രൈംക-ക്ഷേപ,க்ரைங்க-க்ஷேப,క్రైంక-క్షేప,کرینک-شیپ,ক্রৈংক-ক্ষপ,କ୍ରୈଂକ-କ୍ଷେପ,क्रैंक-क्षेप
Crank web,क्रैंक पेटा,ક્રૈંક પેટા,क्रैंक पेटा,ਕ੍ਰੈਂਕ ਪੇਟਾ,ক্রৈংক পেটা,क्रैंक पेटा,ಕ್ರೈಂಕ ಪೇಟಾ,ക്രൈംക പേടാ,க்ரைங்க பேடா,క్రైంక పేటా,کرینک پیٹا,ক্রৈংক পটা,କ୍ରୈଂକ ପେଟା,क्रैंक पेटा
Crash,ध्वंस,ધ્વંસ,ध्वंस,"ਧਮਾਕਾ,ਟੱਕਰ",ধ্বংস,ध्वंस,"ಕ್ರ್ಯಾಶ್, ಸ್ಥಗಿತಗೊಳ್ಳುವಿಕೆ, ಸ್ಥಂಭನೆ",ധ്വംസ,த்வங்ஸ,ధ్వంస,دھونس,ধ্ংস,"ସହସା ମୂଲ୍ୟପତନ, ତୁରନ୍ତ ମୂଲ୍ୟପତନ",ध्वंस
Crash test,ध्वंस परीक्षण,ધ્વંસ પરીક્ષણ,ध्वंस परीक्षण,ਧ੍ਵਂਸ ਪਰੀਕ੍਷ਣ,ধ্বংস পরীক্ষণ,ध्वंस परीक्षण,ಧ್ವಂಸ ಪರೀಕ್ಷಣ,ധ്വംസ പരീക്ഷണ,த்வங்ஸ பரீக்ஷண,ధ్వంస పరీక్షణ,دھونس پریکشن,ধ্ংস পরীক্ষণ,ଧ୍ବଂସ ପରୀକ୍ଷଣ,ध्वंस परीक्षण
Creeping action,विसर्पण क्रिया,વિસર્પણ ક્રિયા,विसर्पण क्रिया,ਵਿਸਰ੍ਪਣ ਕ੍ਰਿਯਾ,বিসর্পণ ক্রিযা,विसर्पण क्रिया,ವಿಸರ್ಪಣ ಕ್ರಿಯಾ,വിസര്പണ ക്രിയാ,விஸர்பண க்ரியா,విసర్పణ క్రియా,وسرپن کریا,িসর্পণ ক্রিযা,ବିସର୍ପଣ କ୍ରିଯା,विसर्पण क्रिया
Creosote oil,क्रियोसोट तेल,ક્રિયોસોટ તેલ,क्रियोसोट तेल,ਕ੍ਰਿਯੋਸੋਟ ਤੇਲ,ক্রিযোসোট তেল,क्रियोसोट तेल,ಕ್ರಿಯೋಸೋಟ ತೇಲ,ക്രിയോസോട തേല,க்ரியோஸோட தேல,క్రియోసోట తేల,کریوسوٹ تیل,ক্রিযসট তল,କ୍ରିଯୋସୋଟ ତେଲ,क्रियोसोट तेल
