Hindi,Bengali
बाह्य चर,বহিরাগত পরিবর্তনশীল
"प्रसार, प्रसरण",সম্প্রসারণ
प्रत्याशा फलन,প্রত্যাশা ফাংশন
प्रत्याशित बारंबारता,প্রত্যাশিত ফ্রিকোয়েন্সি
प्रत्याशित मान,প্রত্যাশিত মান
प्रयोग,পরীক্ষা
"प्रायोगिक भूल, प्रायोगिक त्रुटि",পরীক্ষামূলক ত্রুটি
"व्याख्या, स्पष्टीकरण",ব্যাখ্যা
स्पष्ट समीकरण,সুস্পষ্ট সমীকরণ
स्पष्ट रूप,স্পষ্ট ফর্ম
स्पष्ट फलन,সুস্পষ্ট ফাংশন
स्पष्ट हल,সুস্পষ্ট সমাধান
घातांक,সূচক
चरघातांकी वक्र,সূচকীয় বক্ররেখা
चरघातांकी प्रायिकता फलन,সূচকীয় ঘনত্ব ফাংশন
चरघातांकी बंटन,সূচকীয় বিতরণ
चरघातांकी समीकरण,সূচকীয় সমীকরণ
चरघातांकी फलन,ব্যাখ্যামূলক কাজ
"एक्सपोनेन्टी वृद्‌धि, चरघातांकी वृद्‌धि",সূচক বৃদ্ধির
चरघातांकी नियम,সূচকীয় আইন
चरघातांकी प्रतिचित्र,সূচকীয় মানচিত্র
"एक्सपोनेन्टी श्रेणी, चरघातांकी श्रेणी",সূচকীয় সিরিজ
" निष्पीडन , व्यंजक , मुखाकृति, भावकृति",অভিব্যক্তি
विस्तरित अंतराल,বর্ধিত ব্যবধান
वर्धित वास्तविक रेखा,বর্ধিত বাস্তব লাইন
विस्तरित वास्तविक संख्या निकाय,বর্ধিত বাস্তব সংখ্যা সিস্টেম
प्रतिचित्रण विस्तार,একটি ম্যাপিংয়ের এক্সটেনশন
बहिष्कोण,বাহ্যিক কোণ
बाह्य क्षेत्र,বাহ্যিক এলাকা
बाह्य बिंदु,বাহ্যিক বিন্দু
बाह्य,বহিরাগত
उपनति मान का बहिर्वेशन,প্রবণতা মান এক্সট্রাপোলেশন
बहिर्वेशन तकनीक,এক্সট্রাপোলেশন কৌশল
चरम मान,চরম মান
" अत्यंत , अंत , चरम, पराकाष्ठा",চরম
चरम बिंदु,চরম বিন্দু
अवमुख समुच्चय का चरम बिंदु,উত্তল সেটের চরম বিন্দু
फलन का चरम मान,একটি ফাংশন এর extremum
चरम गुणधर्म,চরম সম্পত্তি
" फलक, पार्श्व , अंताग्र",মুখ
अंकित मूल्य,পরিচিতি
" घटक, उपादान, कारक , खंड,",ফ্যাক্টর
उपादान विश्लेषण,ফ্যাক্টর বিশ্লেষণ
खंडित,ফ্যাক্টরড
क्रमगुणित,ফ্যাক্টরিয়াল
बहु-उपादानी अभिकल्पना,ফ্যাক্টরিয়াল ডিজাইন
गुणनखंडन,ফ্যাক্টরাইজেশন
गुणनखंड करना,ফ্যাক্টরিজ
