Punjabi,Odiya
ਫਰਮਵੇਅਰ,ଫର୍ମୱେୟାର |
ਪਹਿਲਾਂ ਆਓ ਪਹਿਲਾਂ ਸੇਵਾ ਕਰੋ,ପ୍ରଥମେ ସେବା କର |
ਪਹਿਲੀ ਪੀੜ੍ਹੀ ਦਾ ਕੰਪਿਊਟਰ,ପ୍ରଥମ ପି generation ଼ିର କମ୍ପ୍ୟୁଟର |
ਫਸਟ ਇਨ ਫਸਟ ਆਊਟ (FIFO),ପ୍ରଥମରେ ପ୍ରଥମ (FIFO)
ਪਹਿਲਾ ਆਰਡਰ ਤਰਕ,ପ୍ରଥମ କ୍ରମ ତର୍କ |
ਪਹਿਲੀ ਆਰਡਰ ਥਿਊਰੀ,ପ୍ରଥମ କ୍ରମ ସିଦ୍ଧାନ୍ତ |
ਸਥਿਰ ਭਾਗ,ସ୍ଥିର ବିଭାଜନ
ਝੰਡਾ,ପତାକା
ਲਚਕਦਾਰ ਡਿਸਕ,ନମନୀୟ ଡିସ୍କ |
ਫਲਾਪੀ ਡਿਸਕ,ଫ୍ଲପି ଡିସ୍କ |
ਫਲਾਪੀ ਡਿਸਕ ਡਰਾਈਵ (Fdd),ଫ୍ଲପି ଡିସ୍କ ଡ୍ରାଇଭ (Fdd)
ਵਹਾਅ ਚਾਰਟ,ଫ୍ଲୋ ଚାର୍ଟ
ਕੰਟਰੋਲ ਦਾ ਵਹਾਅ,ନିୟନ୍ତ୍ରଣ ପ୍ରବାହ |
ਫਲੱਸ਼,ଫ୍ଲାଶ୍
ਫੋਲਡਰ,ଫୋଲ୍ଡର
ਫੌਂਟ,ଫଣ୍ଟ
ਫੌਂਟ ਪਰਿਵਾਰ,ଫଣ୍ଟ ପରିବାର
ਵਿਦੇਸ਼ੀ ਕੁੰਜੀ,ବିଦେଶୀ ଚାବି |
ਫਾਰਮ,ଫର୍ମ
ਰਸਮੀ ਭਾਸ਼ਾ,ଆନୁଷ୍ଠାନିକ ଭାଷା |
ਰਸਮੀ ਸਿਸਟਮ,ଆନୁଷ୍ଠାନିକ ବ୍ୟବସ୍ଥା |
ਫਾਰਮੈਟ,ଫର୍ମାଟ୍
ਫਾਰਮੈਟਿੰਗ,ଫର୍ମାଟିଂ
fortran,fortran
fortran ਪ੍ਰੋਗਰਾਮਿੰਗ,fortran ପ୍ରୋଗ୍ରାମିଂ |
ਅੱਗੇ ਸਲੈਸ਼,ଅଗ୍ରଗାମୀ ସ୍ଲାସ୍ |
ਚੌਥੀ ਪੀੜ੍ਹੀ ਦਾ ਕੰਪਿਊਟਰ,ଚତୁର୍ଥ ପି generation ଼ିର କମ୍ପ୍ୟୁଟର |
ਟੁਕੜਾ,ଖଣ୍ଡ
ਫਰੇਮ,ଫ୍ରେମ୍
ਮੁਫ਼ਤ ਨੈੱਟ,ମାଗଣା ଜାଲ
ਮੁਫਤ ਸਾਫਟਵੇਅਰ ਫਾਊਂਡੇਸ਼ਨ,ମାଗଣା ସଫ୍ଟୱେର୍ ଫାଉଣ୍ଡେସନ୍ |
ਮੁਫ਼ਤ ਸਟੋਰੇਜ਼,ମାଗଣା ସଂରକ୍ଷଣ
ਮੁਫ਼ਤਵੇਅਰ,ମାଗଣା |
ਅਗਰਾਂਤ,ସାମନା ପ। ଖ
ਸਾਹਮਣੇ ਪੈਨਲ,ଆଗ ପ୍ୟାନେଲ୍ |
ਫੰਕਸ਼ਨ,କାର୍ଯ୍ୟ
ਫੰਕਸ਼ਨ ਕੁੰਜੀ,ଫଙ୍କସନ୍ କୀ
ਫੰਕਸ਼ਨ ਦਾ ਹਵਾਲਾ,ଫଙ୍କସନ୍ ରେଫରେନ୍ସ
ਕਾਰਜਾਤਮਕ ਨਿਰਭਰਤਾ,କାର୍ଯ୍ୟକ୍ଷମ ନିର୍ଭରଶୀଳତା |
ਕਾਰਜਾਤਮਕ ਟੈਸਟਿੰਗ,କାର୍ଯ୍ୟକ୍ଷମ ପରୀକ୍ଷଣ |
ਫਜ਼ੀ ਤਰਕ,ଅସ୍ପଷ୍ଟ ତର୍କ
ਫਜ਼ੀ ਸੈੱਟ,ଅସ୍ପଷ୍ଟ ସେଟ୍ |
ਲਾਭ,ଲାଭ
ਖੇਡ ਦਾ ਰੁੱਖ,ଖେଳ ବୃକ୍ଷ
ਪਾੜਾ ਅੱਖਰ,ଫାଙ୍କ ବର୍ଣ୍ଣ
ਕੂੜਾ,ଅଳିଆ
ਕੂੜਾ ਇਕੱਠਾ ਕਰਨਾ,ଅଳିଆ ସଂଗ୍ରହ
ਕੂੜਾ ਇਕੱਠਾ ਕਰਨਾ,ଅଳିଆ ସଂଗ୍ରହ
ਕੂੜਾ ਬਾਹਰ ਕੂੜਾ (GIGO),ଅଳିଆ ଆବର୍ଜନା (GIGO)
ਕਪਾਟ,ଫାଟକ
ਗੇਟਵੇ,ଗେଟୱେ
ਆਮ ਪ੍ਰੋਗਰਾਮ,ସାଧାରଣ ପ୍ରୋଗ୍ରାମ୍
ਆਮ ਪ੍ਰੋਗਰਾਮ,ସାଧାରଣ ପ୍ରୋଗ୍ରାମ୍
ਆਮ ਮਕਸਦ ਕੰਪਿਊਟਰ,ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ କମ୍ପ୍ୟୁଟର |
ਆਮ ਮਕਸਦ ਕੰਪਿਊਟਰ,ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ କମ୍ପ୍ୟୁଟର |
ਆਮ ਰਜਿਸਟਰ,ସାଧାରଣ ରେଜିଷ୍ଟର |
ਸਧਾਰਣਕਰਨ,ସାଧାରଣକରଣ
ਸਧਾਰਣਕਰਨ,ସାଧାରଣକରଣ
ਆਮ-ਉਦੇਸ਼ ਭਾਸ਼ਾ,ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ ଭାଷା |
ਆਮ-ਉਦੇਸ਼ ਓਪਰੇਟਿੰਗ ਸਿਸਟਮ,ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ ଅପରେଟିଂ ସିସେମ୍ |
ਆਮ ਮਕਸਦ ਰਜਿਸਟਰ,ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ ରେଜିଷ୍ଟର |
ਪੈਦਾ ਕੀਤੀ ਗਲਤੀ,ସୃଷ୍ଟି ହୋଇଥିବା ତ୍ରୁଟି |
ਬਣਾਉਣ ਫੰਕਸ਼ਨ,କାର୍ଯ୍ୟ ସୃଷ୍ଟି
ਆਮ ਵਰਗ,ଜେନେରିକ୍ କ୍ଲାସ୍ |
ਆਮ ਫੰਕਸ਼ਨ,ଜେନେରିକ୍ ଫଙ୍କସନ୍
ਆਮ ਨਾਮ,ସାଧାରଣ ନାମ
gigo,ଜିଗୋ
ਗਲੋਬਲ,ବିଶ୍ global ସ୍ତରୀୟ
ਗਲੋਬਲ ਕੋਡ,ଗ୍ଲୋବାଲ୍ କୋଡ୍
ਗਲੋਬਲ ਲਾਕ,ଗ୍ଲୋବାଲ୍ ଲକ୍ |
ਗਲੋਬਲ ਨੈੱਟਵਰਕ,ଗ୍ଲୋବାଲ୍ ନେଟୱାର୍କ |
ਗਲੋਬਲ ਨੈੱਟਵਰਕ,ଗ୍ଲୋବାଲ୍ ନେଟୱାର୍କ |
ਗਲੋਬਲ ਉਪਭੋਗਤਾ,ବିଶ୍ global ବ୍ୟବହାରକାରୀ |
ਗਲੋਬਲ ਵੇਰੀਏਬਲ,ଗ୍ଲୋବାଲ୍ ଭେରିଏବଲ୍ |
ਵਿਸ਼ਵੀਕਰਨ,ଜଗତୀକରଣ
ਗੋਫਰ,ଗୋଫର୍
ਗੋਫਰ ਗਾਹਕ,ଗୋଫର୍ କ୍ଲାଏଣ୍ଟ |
ਗੋਫਰ ਸਰਵਰ,ଗୋଫର୍ ସର୍ଭର |
ਗੋਫਰ ਸਾਈਟ,ଗୋଫର୍ ସାଇଟ୍ |
ਗੋਫਰ ਸਪੇਸ,ଗୋଫର୍ ସ୍ପେସ୍ |
ਸੁੰਦਰ ਗਿਰਾਵਟ,ଅନୁଗୁଳ ଅବନତି |
ਵਿਆਕਰਣ ਜਾਂਚਕਰਤਾ,ବ୍ୟାକରଣ ଯାଞ୍ଚକାରୀ |
ਵਿਆਕਰਣ ਸੁੰਦਰ ਨਿਕਾਸ,ବ୍ୟାକରଣ ଅନୁଗୁଳ ପ୍ରସ୍ଥାନ
ਸਮੁੱਚੀ ਗਿਣਤੀ,ସର୍ବ ମୋଟ
ਗ੍ਰਾਫ਼,ଗ୍ରାଫ୍
ਗ੍ਰਾਫ ਦੀ ਸਾਜ਼ਿਸ਼,ଗ୍ରାଫ୍ ପ୍ଲଟିଂ
ਗ੍ਰਾਫਿਕ ਅੱਖਰ,ଗ୍ରାଫିକ୍ ବର୍ଣ୍ଣ
ਗ੍ਰਾਫਿਕ ਕੰਟਰੋਲਰ,ଗ୍ରାଫିକ୍ ନିୟନ୍ତ୍ରକ |
ਗ੍ਰਾਫਿਕ ਡਾਟਾ ਬਣਤਰ,ଗ୍ରାଫିକ୍ ଡାଟା ଗଠନ
ਗ੍ਰਾਫਿਕ ਡਿਸਪਲੇਅ ਪ੍ਰੋਗਰਾਮ,ଗ୍ରାଫିକ୍ ପ୍ରଦର୍ଶନ ପ୍ରୋଗ୍ରାମ୍
ਗ੍ਰਾਫਿਕ ਡਿਸਪਲੇ ਰੈਜ਼ੋਲਿਊਸ਼ਨ,ଗ୍ରାଫିକ୍ ପ୍ରଦର୍ଶନ ରେଜୋଲୁସନ
ਗ੍ਰਾਫਿਕ ਭਾਸ਼ਾ,ଗ୍ରାଫିକ୍ ଭାଷା
ਗ੍ਰਾਫਿਕ ਭਾਸ਼ਾ,ଗ୍ରାଫିକ୍ ଭାଷା
ਗ੍ਰਾਫਿਕ ਪੈਨਲ,ଗ୍ରାଫିକ୍ ପ୍ୟାନେଲ୍ |
ਗ੍ਰਾਫਿਕਲ ਐਨੀਮੇਸ਼ਨ,ଆଲେଖୀକ ଆନିମେସନ୍ |
ਗ੍ਰਾਫਿਕਲ ਇੰਟਰਫੇਸ ਫਾਰਮੈਟ (GIF),ଆଲେଖୀକ ଇଣ୍ଟରଫେସ୍ ଫର୍ମାଟ୍ (GIF)
ਗ੍ਰਾਫਿਕਲ ਯੂਜ਼ਰ ਇੰਟਰਫੇਸ (GUI),ଆଲେଖୀକ ବ୍ୟବହାରକାରୀ ଅନ୍ତରାପୃଷ୍ଠ (GUI)
ਗਰਾਫਿਕਸ,ଗ୍ରାଫିକ୍ସ
ਗਰਾਫਿਕਸ ਐਪਲੀਕੇਸ਼ਨ,ଗ୍ରାଫିକ୍ସ ପ୍ରୟୋଗ |
ਗਰਾਫਿਕਸ ਕਰਸਰ,ଗ୍ରାଫିକ୍ସ କର୍ସର୍ |
ਗਰਾਫਿਕਸ ਮੋਡ,ଗ୍ରାଫିକ୍ସ ମୋଡ୍ |
ਗਰਾਫਿਕਸ ਪੈਕੇਜ,ଗ୍ରାଫିକ୍ସ ପ୍ୟାକେଜ୍ |
ਗਰਾਫਿਕਸ ਸਾਫਟਵੇਅਰ,ଗ୍ରାଫିକ୍ସ ସଫ୍ଟୱେର୍ |
ਗਰਾਫਿਕਸ ਸਾਫਟਵੇਅਰ,ଗ୍ରାଫିକ୍ସ ସଫ୍ଟୱେର୍ |
ਗਰਾਫਿਕਸ ਸਾਫਟਵੇਅਰ ਪੈਕੇਜ,ଗ୍ରାଫିକ୍ସ ସଫ୍ଟୱେର୍ ପ୍ୟାକେଜ୍ |
ਸਲੇਟੀ ਸਕੇਲ,ଧୂସର ସ୍କେଲ
ਲਾਲਚੀ ਢੰਗ,ଲୋଭୀ ପଦ୍ଧତି |
grep,grep
ਗਰਿੱਡ,ଗ୍ରୀଡ୍
ਗਰਿੱਡ ਚਾਰਟ,ଗ୍ରୀଡ୍ ଚାର୍ଟ |
ਗਰਿੱਡ ਕੰਪਿਊਟਿੰਗ,ଗ୍ରୀଡ୍ ଗଣନା
ਗਰਿੱਡ ਮੋਡਿਊਲੇਸ਼ਨ,ଗ୍ରୀଡ୍ ମଡ୍ୟୁଲେସନ୍
ਜ਼ਮੀਨੀ ਲਹਿਰ,ଭୂତଳ ତରଙ୍ଗ |
ਗਰੁੱਪ,ଗୋଷ୍ଠୀ
ਸਮੂਹ ਦਾ ਪਤਾ,ଗୋଷ୍ଠୀ ଠିକଣା
ਗਰੁੱਪ ਕੋਡ,ଗୋଷ୍ଠୀ କୋଡ୍
ਸਮੂਹ ਸੰਚਾਰ,ଗୋଷ୍ଠୀ ଯୋଗାଯୋଗ |
ਸਮੂਹ ਸੰਚਾਰ,ଗୋଷ୍ଠୀ ଯୋଗାଯୋଗ |
ਸਮੂਹ ਦੀ ਪਛਾਣ,ଗୋଷ୍ଠୀ ପରିଚୟ
ਗਰੁੱਪ ਦਾ ਨਾਮ,ଗୋଷ୍ଠୀ ନାମ
ਗਰੁੱਪਵੇਅਰ,ଗୋଷ୍ଠୀ ସଫ୍ଟୱେର୍ |
ਵਾਧਾ,ଅଭିବୃଦ୍ଧି |
ਗਾਰਡ,ରାକ୍ଷୀ
ਨਿਰਦੇਸ਼ਿਤ ਮੀਡੀਆ,ଗାଇଡ୍ ମିଡିଆ |
ਬੰਦੂਕ,ବନ୍ଧୁକ
ਹੈਕ,ହ୍ୟାକ୍
ਹੈਕਰ,ହ୍ୟାକର
ਹੈਕਰ ਦਾ ਸ਼ਬਦਕੋਸ਼,ହ୍ୟାକରର ଅଭିଧାନ |
ਅੱਧਾ ਜੋੜਨ ਵਾਲਾ,ଅଧା ଆଡର୍ |
ਅੱਧਾ ਪੁਲ,ଅଧା ସେତୁ |
ਅੱਧਾ ਡੁਪਲੈਕਸ,ଅଧା ଡୁପ୍ଲେକ୍ସ |
ਅੱਧੀ ਡੁਪਲੈਕਸ ਲਾਈਨ,ଅଧା ଡୁପ୍ଲେକ୍ସ ଲାଇନ |
ਅੱਧਾ ਡੁਪਲੈਕਸ ਮੋਡ,ଅଧା ଡୁପ୍ଲେକ୍ସ ମୋଡ୍ |
ਅੱਧੀ ਤੀਬਰਤਾ,ଅଧା ତୀବ୍ରତା |
ਅੱਧਾ ਰਾਊਟਰ,ଅଧା ରାଉଟର |
ਅੱਧਾ ਘਟਾਓ,ଅଧା ସବଟ୍ରାକ୍ଟର |
ਅੱਧਾ ਟੋਨਿੰਗ,ଅଧା ଟୋନିଂ |
ਅੱਧਾ ਸ਼ਬਦ,ଅଧା ଶବ୍ଦ |
ਮਿਲਟੋਨਿਅਸ ਚੱਕਰ,ହାମିଲଟନ୍ ଚକ୍ର |
ਹੈਮਿੰਗ ਕੋਡ,ହାମିଂ କୋଡ୍ |
ਹੱਥ,ହାତ
ਹੱਥ ਕਾਪੀ,ହାତ କପି
ਹੈਂਡਲ,ନିୟନ୍ତ୍ରଣ
ਹੈਂਡਲਿੰਗ,ନିୟନ୍ତ୍ରଣ
ਲਟਕਣਾ,ଟାଙ୍ଗନ୍ତୁ |
ਖੁਸ਼ ਜਾਲ,ଖୁସି ଜାଲ
ਹਾਰਡ ਕਾਪੀ ਜੰਤਰ,ହାର୍ଡ କପି ଉପକରଣ |
ਹਾਰਡ ਡਿਸਕ,ହାର୍ଡ ଡିସ୍କ
ਹਾਰਡ ਡਿਸਕ ਕਰੈਸ਼,ହାର୍ଡ ଡିସ୍କ କ୍ରାସ୍ |
ਸਖ਼ਤ ਗਲਤੀ,କଠିନ ତ୍ରୁଟି |
ਹਾਰਡਵੇਅਰ ਵਹਾਅ ਕੰਟਰੋਲ,ହାର୍ଡୱେର ପ୍ରବାହ ନିୟନ୍ତ୍ରଣ |
ਹਾਰਮੋਨਿਕ,ହାରମୋନିକ୍ |
ਹਾਰਮੋਨਿਕ ਮਤਲਬ,ହାରମୋନିକ୍ ଅର୍ଥ |
ਹੈਸ਼,ହ୍ୟାସ୍
ਹੈਸ਼ ਚਿੱਤਰ,ହ୍ୟାସ୍ ଚିତ୍ର
ਹੈਸ਼ ਟੇਬਲ,ହ୍ୟାସ୍ ଟେବୁଲ୍ |
ਹੈਸ਼ਿੰਗ ਤਕਨੀਕ,ହ୍ୟାସିଂ କ techni ଶଳ |
ਸਿਰਲੇਖ,ଶୀର୍ଷଲେଖ
ਢੇਰ,ରାଶି
ਢੇਰ ਲੜੀਬੱਧ,ରାଶି ସର୍ଟ |
ਮਦਦ ਕਰੋ,ସାହାଯ୍ୟ
ਮਦਦ ਸਕਰੀਨ,ହେଲପ୍ ସ୍କ୍ରିନ୍ |
ਹੈਲਪਨੈੱਟ,ହେଲ୍ପନେଟ୍ |
ਹਰਟਜ਼,hertz
ਖੋਜੀ,ହ୍ୟୁରିଷ୍ଟିକ୍ |
heuristic ਢੰਗ,ହ୍ୟୁରିଷ୍ଟିକ୍ ପଦ୍ଧତି |
ਹੈਕਸਾਡੈਸੀਮਲ ਨੰਬਰ,ଷୋଡଶମିକ ସଂଖ୍ୟା |
ਲੁਕਵੀਂ ਲਾਈਨ,ଲୁକ୍କାୟିତ ରେଖା |
ਲੜੀਵਾਰ ਡਾਟਾ ਬੇਸ,କ୍ରମିକ ତଥ୍ୟ ଆଧାର |
ਲੜੀਵਾਰ ਫਾਇਲ ਸਿਸਟਮ,କ୍ରମିକ ଫାଇଲ୍ ସିଷ୍ଟମ୍ |
ਲੜੀਵਾਰ ਟੌਪੋਗ੍ਰਾਫੀ,କ୍ରମିକ ଟପୋଗ୍ରାଫି |
ਉੱਚ ਪੱਧਰੀ ਭਾਸ਼ਾ,ଉଚ୍ଚ ସ୍ତରୀୟ ଭାଷା |
ਉੱਚ ਮੈਮੋਰੀ ਖੇਤਰ,ଉଚ୍ଚ ସ୍ମୃତି କ୍ଷେତ୍ର
ਉੱਚ ਪ੍ਰਦਰਸ਼ਨ,ଉନ୍ନତ ପ୍ରର୍ଦଶନ
ਹਿੱਟ,ହିଟ୍
ਹਿੱਟ ਰੇਟ,ହିଟ୍ ହାର
ਹਿੱਟ ਅਨੁਪਾਤ,ହିଟ୍ ଅନୁପାତ |
ਮੋਰੀ,ଗର୍ତ୍ତ
ਘਰ ਦੀ ਡਾਇਰੈਕਟਰੀ,ହୋମ୍ ଡିରେକ୍ଟୋରୀ |
ਮੁੱਖ ਪੰਨਾ,ମୂଳପୃଷ୍ଠା |
ਸਮਰੂਪ ਤਾਲਮੇਲ,ଏକମାତ୍ର ସମନ୍ୱୟ
ਹੌਪ,ହପ୍
ਹੌਪ ਗਿਣਤੀ,ହପ୍ ଗଣନା
ਸਿੰਗ,ଶିଙ୍ଗ
ਹੋਸਟ ਕੰਪਿਊਟਰ,ହୋଷ୍ଟ କମ୍ପ୍ୟୁଟର |
ਹੋਸਟ ਕੰਪਿਊਟਰ,ହୋଷ୍ଟ କମ୍ପ୍ୟୁଟର |
ਮੇਜ਼ਬਾਨ ਭਾਸ਼ਾ,ହୋଷ୍ଟ ଭାଷା
ਗਰਮ ਕੁੰਜੀ,ହଟ୍ କି |
ਹਾਈਪਰ ਟੈਕਸਟ ਮਾਰਕਅੱਪ ਭਾਸ਼ਾ (HTML),ହାଇପର ଟେକ୍ସଟ୍ ମାର୍କଅପ୍ ଭାଷା (HTML)
ਪਰਿਕਲਪਨਾ,ଅନୁମାନ
ਮੈਂ ਪੋਡ,ମୁଁ ପୋଡ୍
I/O ਬਫਰ,I / O ବଫର୍ |
I/O ਪੋਰਟ,I / O ପୋର୍ଟ
I/O ਯੂਨਿਟ,I / O ୟୁନିଟ୍ |
ਪਛਾਣਕਰਤਾ,ପରିଚାୟକ
ਪਛਾਣ,ପରିଚୟ
ਚਿੱਤਰ,ପ୍ରତିଛବି
ਚਿੱਤਰ ਸੂਚਕ,ପ୍ରତିଛବି ସେନସର
ਪ੍ਰਭਾਵ ਪ੍ਰਿੰਟਰ,ପ୍ରଭାବ ପ୍ରିଣ୍ଟର୍
ਰੁਕਾਵਟ,ପ୍ରତିବନ୍ଧକ
ਜ਼ਰੂਰੀ ਪ੍ਰੋਗਰਾਮ ਭਾਸ਼ਾ,ଅତ୍ୟାବଶ୍ୟକ ପ୍ରୋଗ୍ରାମ ଭାଷା |
ਜ਼ਰੂਰੀ ਬਿਆਨ,ଜରୁରୀ ବକ୍ତବ୍ୟ
ਅਟੱਲ ਪਤਾ,ଅନ୍ତର୍ନିହିତ ଠିକଣା
ਅਸੰਭਵ ਘਟਨਾ,ଅସମ୍ଭବ ଘଟଣା |
ਅਕਿਰਿਆਸ਼ੀਲ ਨੋਡ,ନିଷ୍କ୍ରିୟ ନୋଡ୍ |
ਅਸੰਗਤਤਾ,ଅସଙ୍ଗତି |
ਵਾਧਾ,ବୃଦ୍ଧି
ਸੂਚਕਾਂਕ,ସୂଚକାଙ୍କ
ਸੂਚਕਾਂਕ ਡਾਟਾ ਆਈਟਮ,ସୂଚକାଙ୍କ ଡାଟା ଆଇଟମ୍ |
ਇੰਡੈਕਸ ਫਾਈਲ,ଇଣ୍ଡେକ୍ସ ଫାଇଲ୍ |
ਸੂਚਕਾਂਕ ਰਜਿਸਟਰ,ଇଣ୍ଡେକ୍ସ ରେଜିଷ୍ଟର |
ਸੂਚਕਾਂਕ ਕ੍ਰਮਵਾਰ,ସୂଚକାଙ୍କ କ୍ରମିକ |
ਇੰਡੈਕਸਡ ਐਡਰੈਸਿੰਗ,ସୂଚୀବଦ୍ଧ ଠିକଣା
ਸੂਚੀਬੱਧ ਭਾਸ਼ਾ,ସୂଚୀବଦ୍ଧ ଭାଷା |
ਇੰਡੈਕਸਡ ਕ੍ਰਮ ਫਾਈਲ,ସୂଚୀବଦ୍ଧ କ୍ରମ ଫାଇଲ୍ |
ਇੰਡੈਕਸਡ ਕ੍ਰਮਵਾਰ ਸਕੈਸ ਵਿਧੀ (ISAM),ସୂଚୀବଦ୍ଧ କ୍ରମିକ ସଫଳତା ପଦ୍ଧତି (ISAM)
ਅਸਿੱਧੇ ਸੰਬੋਧਨ,ପରୋକ୍ଷ ଠିକଣା
ਸੂਚਨਾ ਵਿਗਿਆਨ,ସୂଚନା
ਜਾਣਕਾਰੀ,ସୂଚନା
ਜਾਣਕਾਰੀ ਬਿੱਟ,ସୂଚନା ବିଟ୍
ਜਾਣਕਾਰੀ ਪ੍ਰਬੰਧਨ,ସୂଚନା ପରିଚାଳନା
ਸੂਚਨਾ ਪ੍ਰਬੰਧਨ ਸਿਸਟਮ (IMS),ସୂଚନା ପରିଚାଳନା ବ୍ୟବସ୍ଥା (IMS)
ਜਾਣਕਾਰੀ ਪ੍ਰਾਪਤੀ,ସୂଚନା ପୁନରୁଦ୍ଧାର
ਜਾਣਕਾਰੀ ਸਿਸਟਮ,ସୂଚନା ପ୍ରଣାଳୀ
ਸੂਚਨਾ ਤਕਨਾਲੋਜੀ (IT),ସୂଚନା ପ୍ରଯୁକ୍ତିବିଦ୍ୟା (IT)
ਬੁਨਿਆਦੀ ਢਾਂਚਾ ਪ੍ਰਬੰਧਨ,ଭିତ୍ତିଭୂମି ପରିଚାଳନା
ਵਿਰਾਸਤ,ଉତ୍ତରାଧିକାରୀ |
ਵਿਰਾਸਤ ਵਿੱਚ ਮਿਲੀ ਗਲਤੀ,ଉତ୍ତରାଧିକାରୀ ତ୍ରୁଟି |
ਸ਼ੁਰੂਆਤੀ,ପ୍ରାରମ୍ଭିକ
ਸ਼ੁਰੂਆਤੀ ਪਤਾ,ପ୍ରାରମ୍ଭିକ ଠିକଣା
ਸ਼ੁਰੂਆਤੀ ਸਥਿਤੀ,ପ୍ରାରମ୍ଭିକ ଅବସ୍ଥା
ਸ਼ੁਰੂਆਤ,ପ୍ରାରମ୍ଭିକରଣ
ਸਿਆਹੀ ਜੈੱਟ ਪ੍ਰਿੰਟਰ,ଇଙ୍କି ଜେଟ୍ ପ୍ରିଣ୍ଟର୍ |
ਅਣਗਿਣਤ,ଅସଂଖ୍ୟ |
i-ਨੋਡ ਟੇਬਲ,i-node ଟେବୁଲ୍ |
ਅਯੋਗ ਸਮਾਂ,କାର୍ଯ୍ୟକ୍ଷମ ସମୟ |
ਇੰਪੁੱਟ ਬਫਰ ਰਜਿਸਟਰ,ଇନପୁଟ୍ ବଫର୍ ରେଜିଷ୍ଟର |
ਇਨਪੁਟ ਆਉਟਪੁੱਟ ਪ੍ਰੋਸੈਸਰ (I/O ਪ੍ਰੋਸੈਸਰ),ଇନପୁଟ୍ ଆଉଟପୁଟ୍ ସଞ୍ଚାଳକ (I / O ସଞ୍ଚାଳକ)
ਇਨਪੁਟ ਆਉਟਪੁੱਟ ਰਜਿਸਟਰ (I/O ਰਜਿਸਟਰ),ଇନପୁଟ୍ ଆଉଟପୁଟ୍ ରେଜିଷ୍ଟର (I / O ରେଜିଷ୍ଟର)
ਇਨਪੁਟ ਆਉਟਪੁੱਟ ਸਟੇਟਮੈਂਟ (I/O ਸਟੇਟਮੈਂਟ),ଇନପୁଟ୍ ଆଉଟପୁଟ୍ ଷ୍ଟେଟମେଣ୍ଟ (I / O ଷ୍ଟେଟମେଣ୍ଟ)
ਇਨਪੁਟ/ਆਊਟਪੁੱਟ (I/O),ଇନପୁଟ୍ / ଆଉଟପୁଟ୍ (I / O)
ਇਨਪੁਟ/ਆਊਟਪੁੱਟ ਬਫਰ (I/O ਬਫਰ),ଇନପୁଟ୍ / ଆଉଟପୁଟ୍ ବଫର୍ (I / O ବଫର୍)
ਇਨਪੁਟ/ਆਊਟਪੁੱਟ ਡਿਵਾਈਸ (I/O ਡਿਵਾਈਸ),ଇନପୁଟ୍ / ଆଉଟପୁଟ୍ ଉପକରଣ (I / O ଉପକରଣ)
ਪਾਓ,ସନ୍ନିବେଶ କରନ୍ତୁ |
ਸੰਮਿਲਨ ਲੜੀਬੱਧ,ସନ୍ନିବେଶ ସର୍ଟ |
ਇੰਸਟਾਲੇਸ਼ਨ ਵਾਰ,ସ୍ଥାପନ ସମୟ
ਉਦਾਹਰਨ,ଉଦାହରଣ
ਹਦਾਇਤ,ନିର୍ଦ୍ଦେଶ
ਹਦਾਇਤ ਕਾਊਂਟਰ,ନିର୍ଦ୍ଦେଶ କାଉଣ୍ଟର
ਹਦਾਇਤ ਚੱਕਰ,ନିର୍ଦ୍ଦେଶ ଚକ୍ର |
ਹਦਾਇਤ ਸੈੱਟ,ନିର୍ଦ୍ଦେଶ ସେଟ୍ |
ਪੂਰਨ ਅੰਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,ପୂର୍ଣ୍ଣ ପ୍ରୋଗ୍ରାମିଂ
ਪੂਰਨ ਅੰਕ ਵੇਰੀਏਬਲ,ଇଣ୍ଟିଜର୍ ଭେରିଏବଲ୍
ਏਕੀਕ੍ਰਿਤ ਮਾਡਮ,ଇଣ୍ଟିଗ୍ରେଟେଡ୍ ମୋଡେମ୍ |
ਏਕੀਕ੍ਰਿਤ ਸੇਵਾਵਾਂ ਡਿਜੀਟਲ ਨੈੱਟਵਰਕ (ISDN),ଏକୀକୃତ ସେବା ଡିଜିଟାଲ୍ ନେଟୱାର୍କ (ISDN)
ਇਮਾਨਦਾਰੀ,ଅଖଣ୍ଡତା
ਬੁੱਧੀਮਾਨ ਕੰਟਰੋਲਰ,ବୁଦ୍ଧିମାନ ନିୟନ୍ତ୍ରକ |
ਬੁੱਧੀਮਾਨ ਟਰਮੀਨਲ,ବୁଦ୍ଧିମାନ ଟର୍ମିନାଲ୍ |
ਅੰਤਰ ਬਲਾਕ,ଇଣ୍ଟର ବ୍ଲକ୍
ਅੰਤਰ ਬਲਾਕ ਅੰਤਰ,ଇଣ୍ଟର ବ୍ଲକ୍ ଫାଙ୍କ |
ਅੰਤਰ ਸੰਚਾਰ ਸਿਸਟਮ,ଆନ୍ତ communication ଯୋଗାଯୋଗ ବ୍ୟବସ୍ଥା |
