Assamese,Bengali
disjoint sets,বিচ্ছিন্ন সেট
disjoint union,বিচ্ছিন্ন ইউনিয়ন
বিচ্ছিন্নতা,বিচ্ছিন্নতা
বিক্ষিপ্ততা,বিচ্ছুরণ
বিক্ষিপ্ততা লেখচিত্ৰ,বিচ্ছুরণ চার্ট
বিক্ষিপ্ততা ধ্ৰুৱক,বিচ্ছুরণ ধ্রুবক
বিক্ষিপ্ততা ডায়েগ্ৰাম,বিচ্ছুরণ চিত্র
বিক্ষিপ্ততা মেট্ৰিক্স (=সচল মেট্ৰিক্স),বিচ্ছুরণ ম্যাট্রিক্স (=কোভারিয়েন্স ম্যাট্রিক্স)
স্থানচ্যুতি,উত্পাটন
প্ৰদৰ্শন,প্রদর্শন
প্ৰদৰ্শন একক (=কনছল),প্রদর্শন ইউনিট (= কনসোল)
অসদৃশ,ভিন্ন
অপচয়কাৰী শক্তি,অপব্যয়কারী শক্তি
দূৰত্বৰ ফলন,দূরত্ব ফাংশন
দূৰত্ব মডুলাছ,দূরত্ব মডুলাস
বিতৰণ-মুক্ত পদ্ধতি,বিতরণ-মুক্ত পদ্ধতি
বিতৰণ আইন,বন্টনমূলক আইন
বিচ্ছিন্নতা,বিচ্যুত
বিচ্ছিন্নতা,বিচ্যুতি
বিচ্ছিন্নতা উপপাদ্য,ভিন্নতা উপপাদ্য
divergent,divergent
বিচ্ছিন্ন শৃংখলা,ভিন্ন সিরিজ
বিভক্ত পাৰ্থক্য,বিভক্ত পার্থক্য
বিভাজনযোগ্যতা,বিভাজ্যতা
ভাগ কৰিব পৰা,বিভাজ্য
বিভাজন,বিভাগ
বিভাজন এলগৰিদম,বিভাগ অ্যালগরিদম
ডিভিজন ৰিং,বিভাগ রিং
ডোডেকাগন,ডোডেকাগন
ডোডেকাহেড্ৰন,dodecahedron
ডমেইন,ডোমেইন
এটা ফাংচনৰ ডমেইন,একটি ফাংশনের ডোমেইন
সংজ্ঞাৰ ডমেইন,সংজ্ঞার ডোমেইন
অস্তিত্বৰ ক্ষেত্ৰ,অস্তিত্বের ডোমেইন
প্ৰধান কৌশল,প্রভাবশালী কৌশল
ডপলাৰ ইফেক্ট,ডপলার এফেক্ট
ডট প্ৰডাক্ট,বিন্দু পণ্য
বিন্দুযুক্ত বক্ৰ,বিন্দুযুক্ত বক্ররেখা
ডাবল পাৰ্থক্য,ডবল পার্থক্য
ডাবল ঘাতীয় বিতৰণ,ডবল সূচকীয় বন্টন
ডাবল হেলিক্স,ডবল হেলিক্স
ডাবল ইন্টিগ্ৰেল,ডবল অবিচ্ছেদ্য
ডাবল ইন্টিগ্ৰেচন,ডবল ইন্টিগ্রেশন
ডাবল লিমিট,দ্বিগুণ সীমা
ডাবল নমুনা সংগ্ৰহৰ পৰিকল্পনা,ডবল নমুনা পরিকল্পনা
ডাবল ক্ৰম,ডবল ক্রম
ডাবল ছিৰিজ,ডবল সিরিজ
ডাবল প্ৰত্যয় সংকেত,ডবল প্রত্যয় স্বরলিপি
ডাবল যোগফল,ডবল সমষ্টি
তললৈ ত্বৰণ,নিম্নগামী ত্বরণ
তললৈ স্থানান্তৰিত হোৱা,নিম্নগামী স্থানচ্যুতি
তললৈ গতি,নিম্নগামী গতি
তললৈ যোৱা বেগ,নিম্নগামী বেগ
টানি নিয়া,টানুন
টানিব পৰা বল,ড্র্যাগ বল
দ্বৈত,দ্বৈত
দ্বৈত ভিত্তি,দ্বৈত ভিত্তি
ডুৱেল ইনাৰ প্ৰডাক্ট,দ্বৈত অভ্যন্তরীণ পণ্য
ডুৱেল ৰৈখিক প্ৰগ্ৰেমিং সমস্যা,ডুয়েল লিনিয়ার প্রোগ্রামিং সমস্যা
ডুৱেল অপাৰেচন,দ্বৈত অপারেশন
দ্বৈত সমস্যা,দ্বৈত সমস্যা
ডুৱেল ছিমপ্লেক্স এলগৰিদম,ডুয়াল সিমপ্লেক্স অ্যালগরিদম
ডুৱেল ছিমপ্লেক্স কৌশল,ডুয়াল সিমপ্লেক্স কৌশল
দ্বৈত স্থান,দ্বৈত স্থান
ডুৱেল ভেৰিয়েবল,দ্বৈত পরিবর্তনশীল
দ্বৈত ভেক্টৰ স্থান,দ্বৈত ভেক্টর স্থান
ডামি সূচী,ডামি সূচক
ডামি চাবস্ক্ৰিপ্ট,ডামি সাবস্ক্রিপ্ট
ডামি প্ৰত্যয়,ডামি প্রত্যয়
ডামি চলক,ডামি পরিবর্তনশীল
ডুপ্লিকেটৰ প্ৰক্ৰিয়া,সদৃশ প্রক্রিয়া
গতিশীল,গতিশীল
গতিশীল ব্যৱস্থা,গতিশীল সিস্টেম
গতিশীল চাহিদা কাৰ্য্য,গতিশীল চাহিদা ফাংশন
গতিশীল আৰ্হি,গতিশীল মডেল
ডাইনামিক প্ৰগ্ৰেমিং,গতিশীল প্রোগ্রামিং
ডাইনামিক প্ৰগ্ৰেমিং পদ্ধতি,গতিশীল প্রোগ্রামিং পদ্ধতি
ডাইনামিক প্ৰগ্ৰেমিং কৌশল,গতিশীল প্রোগ্রামিং কৌশল
গতিশীলতা,গতিবিদ্যা
এটা কণিকাৰ গতিশীলতা,একটি কণার গতিবিদ্যা
কঠিন বস্তুৰ গতিশীলতা,অনমনীয় শরীরের গতিশীলতা
পৃথিৱী,পৃথিবী
ভূমিকম্পৰ তীব্ৰতা,ভূমিকম্পের তীব্রতা
কেন্দ্ৰীয়তা,উদ্ভটতা
গ্ৰহণ,গ্রহন
অৰ্থনৈতিক পূৰ্বাভাস,অর্থনৈতিক পূর্বাভাস
অৰ্থনীতিবিদ,অর্থনীতিবিদ
অৰ্থনীতি,অর্থনীতি
অৰ্থনীতি,অর্থনীতি
প্ৰান্ত,প্রান্ত
উত্তল সমষ্টিৰ প্ৰান্ত,একটি উত্তল সেটের প্রান্ত
দক্ষতা কাৰক,দক্ষতা ফ্যাক্টর
eigen মৌল,eigen উপাদান
eigen ফাংচন,eigen ফাংশন
eigen মান,eigen মান
eigen মান সমীকৰণ,eigen মান সমীকরণ
eigen ভেক্টৰ,eigen ভেক্টর
ইলাষ্টিক,ইলাস্টিক
ইলাষ্টিক ধ্ৰুৱক,ইলাস্টিক ধ্রুবক
ইলাষ্টিক ভাৰসাম্য,ইলাস্টিক ভারসাম্য
ইলাষ্টিকতা,স্থিতিস্থাপকতা
ইলাষ্টিক পৃষ্ঠ,স্থিতিস্থাপকতা পৃষ্ঠ
ইলেক্ট্ৰনিক কম্পিউটাৰ,ইলেকট্রনিক কম্পিউটার
উপাদান,উপাদান
প্ৰাথমিক স্তম্ভ কাৰ্য্য,প্রাথমিক কলাম অপারেশন
প্ৰাথমিক পৰিঘটনা,প্রাথমিক ঘটনা
মৌলিক ফলন,প্রাথমিক ফাংশন
প্ৰাথমিক কাৰ্য্য,প্রাথমিক অপারেশন
প্ৰাথমিক ফলাফল,প্রাথমিক ফলাফল
মৌলিক সম্ভাৱনা নিয়ম,প্রাথমিক সম্ভাব্যতা আইন
প্ৰাথমিক শাৰীৰ কাৰ্য্য,প্রাথমিক সারি অপারেশন
নিষ্কাশন,নিষ্কাশন করা
এনিমেচন পদ্ধতি,নির্মূল পদ্ধতি
উপবৃত্তাকাৰ,উপবৃত্ত
উপবৃত্তাকাৰ,উপবৃত্তাকার
উপবৃত্তাকাৰ,উপবৃত্তাকার
উপবৃত্তাকাৰ পৃষ্ঠ,উপবৃত্তাকার পৃষ্ঠ
উপবৃত্তাকাৰ দেহ,উপবৃত্তাকার শরীর
এম্বেডিং,এমবেডিং
নিৰ্গমন,নিঃসরণ
অভিজ্ঞতাভিত্তিক তথ্য,গবেষণামূলক তথ্য
অভিজ্ঞতাভিত্তিক সূত্ৰ,গবেষণামূলক সূত্র
অভিজ্ঞতাভিত্তিক সম্ভাৱনা,অভিজ্ঞতামূলক সম্ভাবনা
অভিজ্ঞতাভিত্তিক সম্পৰ্ক,অভিজ্ঞতামূলক সম্পর্ক
খালী ছেট,ফাঁকা সেট
