Assamese,Tamil
গ্ৰাফিক্স চফ্টৱেৰ পেকেজ,வரைகலை மென்பொருள் தொகுப்பு
ধূসৰ স্কেল,சாம்பல் அளவு
লোভী পদ্ধতি,பேராசை முறை
grep,grep
গ্ৰিড,கட்டம்
গ্ৰীড চাৰ্ট,கட்ட விளக்கப்படம்
গ্ৰীড কম্পিউটিং,கட்டம் கம்ப்யூட்டிங்
গ্ৰীড মডুলেচন,கட்டம் பண்பேற்றம்
মাটিৰ তৰংগ,தரை அலை
গোট,குழு
গোটৰ ঠিকনা,குழு முகவரி
গ্ৰুপ ক&#39;ড,குழு குறியீடு
গোটৰ যোগাযোগ,குழு தொடர்பு
গোটৰ যোগাযোগ,குழு தொடர்பு
গোট চিনাক্তকৰণ,குழு அடையாளம்
গোটৰ নাম,குழு பெயர்
গ্ৰুপৱেৰ,குழுபொருள்
বৃদ্ধি,வளர்ச்சி
ৰক্ষা কৰা,காவலர்
নিৰ্দেশিত মাধ্যম,வழிகாட்டப்பட்ட ஊடகங்கள்
গুনজিপ,துப்பாக்கி சிப்
হেক কৰক,ஊடுருவு
হেকাৰ,ஹேக்கர்
hacker&#39;s অভিধান,ஹேக்கர் அகராதி
হাফ এডাৰ,அரை சேர்ப்பான்
আধা দলং,அரை பாலம்
হাফ ডুপ্লেক্স,அரை இரட்டை
হাফ ডুপ্লেক্স লাইন,அரை இரட்டை வரி
হাফ ডুপ্লেক্স মোড,அரை இரட்டை முறை
আধা তীব্ৰতা,பாதி தீவிரம்
হাফ ৰাউটাৰ,அரை திசைவி
আধা বিয়োগকাৰী,அரை கழிப்பான்
হাফ টোনিং,அரை டோனிங்
আধা শব্দ,அரை வார்த்தை
hamiltonious চক্ৰ,வலிமிகுந்த சுழற்சி
হামিং কোড,ஹாமிங் குறியீடு
হাত,கை
হাতৰ কপি,கை நகல்
চম্ভালা,கைப்பிடி
হেণ্ডলিং,கையாளுதல்
ওলমা,தொங்கும்
সুখী নেট,மகிழ்ச்சி வலை
হাৰ্ড কপি ডিভাইচ,கடின நகல் சாதனம்
হাৰ্ড ডিস্ক,வன் வட்டு
হাৰ্ড ডিষ্ক ক্ৰেচ,ஹார்ட் டிஸ்க் செயலிழப்பு
কঠিন ভুল,கடினமான பிழை
হাৰ্ডৱেৰ প্ৰবাহ নিয়ন্ত্ৰণ,வன்பொருள் ஓட்டம் கட்டுப்பாடு
হাৰমনিক,இசைவான
হাৰমনিক গড়,ஹார்மோனிக் சராசரி
hash,ஹாஷ்
হেচ ডায়াগ্ৰাম,ஹாஷ் வரைபடம்
হেচ টেবুল,ஹாஷ் அட்டவணை
হেচিং কৌশল,ஹாஷிங் நுட்பம்
হেডাৰ,தலைப்பு
ঢেৰ,குவியல்
heap sort,குவியல் வகை
সহায়,உதவி
সহায় পৰ্দা,உதவி திரை
হেল্পনেট,ஹெல்ப்நெட்
হাৰ্টজ,ஹெர்ட்ஸ்
heuristic,ஹூரிஸ்டிக்
হিউৰিষ্টিক পদ্ধতি,ஹூரிஸ்டிக் முறை
ষড়দশমিক সংখ্যা,பதின்ம எண்கள்
লুকাই থকা ৰেখা,மறைக்கப்பட்ட வரி
স্তৰভিত্তিক তথ্য ভিত্তি,படிநிலை தரவு தளம்
স্তৰভিত্তিক নথিপত্ৰপ্ৰণালী,படிநிலை கோப்பு முறைமை
স্তৰভিত্তিক ভূ-প্ৰকৃতি,படிநிலை நிலப்பரப்பு
উচ্চ পৰ্যায়ৰ ভাষা,உயர் மட்ட மொழி
উচ্চ স্মৃতিশক্তি এলেকা,அதிக நினைவக பகுதி
উচ্চ পৰিৱেশন,உயர் செயல்திறன்
মৰা,தாக்கியது
হিট হাৰ,வீதம்
হিট ৰেচিঅ&#39;,வெற்றி விகிதம்
ফুটা,துளை
হোম ডাইৰেকটৰী,முகப்பு அடைவு
হোম পেজ,முகப்பு பக்கம்
সমজাতীয় স্থানাংক,ஒரே மாதிரியான ஒருங்கிணைப்பு
জঁপিওৱা,ஹாப்
হপ গণনা,ஹாப் எண்ணிக்கை
শিঙ,கொம்பு
গৃহস্থ কম্পিউটাৰ,ஹோஸ்ட் கணினி
গৃহস্থ কম্পিউটাৰ,ஹோஸ்ட் கணினி
গৃহস্থ ভাষা,புரவலன் மொழி
হট কী,சூடான சாவி
হাইপাৰ টেক্সট মাৰ্কআপ ভাষা (HTML),ஹைப்பர் டெக்ஸ்ட் மார்க்அப் மொழி (HTML)
অনুমান,கருதுகோள்
মই পড,நான் போட்
I/O বাফাৰ,I/O தாங்கல்
I/O পৰ্টে,I/O போர்ட்
I/O একক,I/O அலகு
চিনাক্তকৰ্তা,அடையாளங்காட்டி
পৰিচয়,அடையாளம்
ছৱি,படம்
ইমেজ চেন্সৰ,பட சென்சார்
ইমপেক্ট প্ৰিন্টাৰ,தாக்க அச்சுப்பொறி
ইম্পিডেন্স,தடை
আৱশ্যকীয় প্ৰগ্ৰেম ভাষা,கட்டாய நிரல் மொழி
আৱশ্যকীয় বক্তব্য,கட்டாய அறிக்கை
অন্তৰ্নিহিত ঠিকনা,மறைமுக முகவரி
অসম্ভৱ পৰিঘটনা,சாத்தியமற்ற நிகழ்வு
নিষ্ক্ৰিয় ন&#39;ড,செயலற்ற முனை
অসামঞ্জস্যতা,முரண்பாடு
বৃদ্ধি কৰক,அதிகரிப்பு
সূচী,குறியீட்டு
সূচী তথ্য বস্তু,குறியீட்டு தரவு உருப்படி
সূচী নথিপত্ৰ,குறியீட்டு கோப்பு
সূচী পঞ্জীয়ন,குறியீட்டு பதிவு
সূচী ক্ৰমিক,குறியீட்டு வரிசை
সূচীভুক্ত ঠিকনাকৰণ,குறியிடப்பட்ட முகவரி
সূচীভুক্ত ভাষা,குறியிடப்பட்ட மொழி
সূচীভুক্ত ক্ৰম নথিপত্ৰ,அட்டவணைப்படுத்தப்பட்ட வரிசை கோப்பு
সূচীভুক্ত ক্ৰমিক sccess পদ্ধতি (ISAM),அட்டவணைப்படுத்தப்பட்ட வரிசைமுறை sccess முறை (ISAM)
পৰোক্ষ সম্বোধন,மறைமுக முகவரி
তথ্যবিজ্ঞান,தகவலியல்
তথ্য,தகவல்
তথ্য বিট,தகவல் பிட்
তথ্য ব্যৱস্থাপনা,தகவல் மேலாண்மை
তথ্য ব্যৱস্থাপনা ব্যৱস্থা (IMS),தகவல் மேலாண்மை அமைப்பு (IMS)
তথ্য উদ্ধাৰ কৰা,தகவல் மீட்பு
তথ্য ব্যৱস্থা,தகவல் அமைப்பு
তথ্য প্ৰযুক্তি (IT),தகவல் தொழில்நுட்பம் (IT)
আন্তঃগাঁথনি ব্যৱস্থাপনা,உள்கட்டமைப்பு மேலாண்மை
উত্তৰাধিকাৰ,பரம்பரை
উত্তৰাধিকাৰী সূত্ৰে পোৱা ভুল,பரம்பரை பிழை
প্ৰাৰম্ভিক,ஆரம்ப
প্ৰাৰম্ভিক ঠিকনা,ஆரம்ப முகவரி
প্ৰাৰম্ভিক অৱস্থা,ஆரம்ப நிலை
