Tamil,English
குளுட்டமைன்,Glutamine
கிளைக்கான் ஸ்ட்ராண்ட்,Glycan strand
கிளிசரால்,Glycerol
கிளைகோகாலிக்ஸ்,Glycocalyx
கிளைகோஜன்,Glycogen
கிளைகோஜெனெஸிஸ்,Glycogenesis
கிளைகோஜெனோலிசிஸ்,Glycogenolysis
கிளைகோலிபிட்,Glycolipid
கிளைகோலிசிஸ்,Glycolysis
கிளைகோபுரோட்டீன்,Glycoprotein
கிளைகோசமினோக்ளிகான்,Glycosaminoglycan
கிளைகோசுரினா,Glycosurina
கிளைஆக்ஸைலேட் சுழற்சி,Glyoxylate cycle
கிளைஆக்சிசோம்,Glyoxysome
க்னாபாலியம் (கட் களை),Gnaphalium (cud weed)
க்னாதோஸ்டோமாட்டா,Gnathostomata
க்னெடேசி,Gnetaceae
க்னெட்டல்ஸ்,Gnetales
க்னெடோப்சிடா,Gnetopsida
Gnetum,Gnetum
கோப்லெட் செல்,Goblet cell
கோயிட்டர்,Goiter
கோல்கி கருவி,Golgi apparatus
கோல்கி உடல்கள்,Golgi bodies
கோனாட்,Gonad
கோனாடோ கார்டிகாய்டு,Gonado corticoid
கோனாடோட்ரோபின் ஹார்மோனை வெளியிடுகிறது,Gonadotropin releasing hormone
கோனாடோட்ர்பிக் (கோனாடோட்ரோபிக்),Gonadotrpic (gonadotrophic)
கோனாபோபிஸிஸ்,Gonapophysis
கோனிடியா,Gonidia
கோனோபோர்,Gonopore
கோனோரோஹியா,Gonorrhoea
நல்ல நகல்,Good copy
கூட்டி,Gootee
கோர்கோனியா,Gorgonia
கீல்வாதம் பறக்க,Gout fly
ஜி-கட்டம்,G-phase
கிராஃபியன் நுண்ணறை,Graafian follicle
கிராசிலேரியா,Gracilaria
சாய்வு மையவிலக்கு,Gradient centrifugation
பல்லுயிர் சாய்வு,Gradient of biodiversity
ஒட்டுதல்,Graft
ஒட்டுதல்,Grafting
ஒட்டுதல்,Grafting
கிராம்-எதிர்மறை,Gram-negative
கிராம் கறை,Gram staining
கிராமினே,Graminae
கிராம்-நேர்மறை,Gram-positive
கிரானா (கிரானம்),Grana (granum)
கிரானல் குளோரோபிளாஸ்ட்,Granal chloroplast
பெரிய காலம் (வளர்ச்சியின்),Grand period (of growth)
சிறுமணி லுகோசைட்,Granular leucocyte
சிறுமணி,Granule
கிரானுலோசைட்,Granulocyte
கிரானுலோசா செல்,Granulosa cell
கிரானுலோசா செல் அடுக்கு,Granulosa cell layer
கிரனம்,Granum
வரைகலை பிரதிநிதித்துவம்,Graphical representation
புவியீர்ப்பு விசை,Gravitational force
ஈர்ப்பு விசுவாதம்,Gravitropism
ஈர்ப்பு,Gravity
ஈர்ப்பு ஆற்றல்,Gravity potential
கிரே ராமஸ் கம்யூனிகன்கள்,Gray ramus communicans
கிரேசர்,Grazer
மேய்ச்சல் உணவு சங்கிலி,Grazing food chain
சிறந்த டேன் நாய்,Great dane dog
பச்சை சுரப்பி,Green gland
பச்சை வீடு,Green house
பசுமை இல்ல விளைவு,Green house effect
பசுமை புரட்சி,Green revolution
பச்சை மோசடி,Green scum
சாம்பல் ஹெரான்,Grey heron
சாம்பல் விஷயம்,Grey matter
மொத்த கலோரிஃபிக் மதிப்பு,Gross calorific value
மொத்த ஆற்றல் மதிப்பு,Gross energy value
மொத்த முதன்மை உற்பத்தி,Gross primary production
வளர்ச்சி வளைவு,Growth curve
வளர்ச்சி காரணி,Growth factor
வளர்ச்சி ஹார்மோன் வெளியிடும் ஹார்மோன்,Growth hormone releasing hormone
ஹார்மோனைத் தடுக்கும் வளர்ச்சி,Growth inhibiting hormone
வளர்ச்சி மீளுருவாக்கம் மற்றும் வயதானது,Growth regeneration and ageing
வளர்ச்சி வளையம்,Growth ring
குவானைன்,Guanine
குவானோசின் ட்ரைபாஸ்பேட் (ஜி.டி.பி),Guanosine triphosphate (GTP)
குல்லட்,Gullet
ஆர்வம்,Gustatation
கஸ்டேட்டரி கோர்டெக்ஸ்,Gustatory cortex
விரைவான ஏற்பி,Gustatory receptor
குட்டேஷன்,Guttation
ஜிம்னோஸ்பெர்மே,Gymnospermae
Ginaecomastia,Gynaecomastia
கினோசியம்,Gynoecium
கைரஸ்,Gyrus
வாழ்விடம்,Habitat
வாழ்விட இழப்பு,Habitat loss
ஹீமாடோமா,Haematoma
Haeme (heme),Haeme (heme)
ஹீமோகோரியல் நஞ்சுக்கொடி,Haemochorial placenta
ஹீமோகோல்,Haemocoel
ஹீமோசைட்,Haemocyte
ஹீமோடையாலிசிஸ்,Haemodialysis
ஹீமோகுளோபின்,Haemoglobin
ஹீமோலிம்ப்,Haemolymph
ஹீமோபிலியா,Haemophilia
ஹீமோபிலஸ் டுக்ரே,Haemophilus ducrei
Haemophilus இன்ஃப்ளுயன்ஸா,Haemophilus influenzae
ஹீமோபொய்சிஸ்,Haemopoiesis
ஹீமோசோயின்,Haemozoin
ஹக்ஃபிஷ்,Hagfish
முடி செல்,Hair cell
ஹேர்பின் லூப்,Hairpin loop
ஹேரி விலங்கு,Hairy animal
ஹேரி,Hairy
அரை ஆயுள்,Half life
ஹால் குறி,Hall mark
மாயத்தோற்றம்,Hallucination
மாயத்தோற்றம்,Hallucinogen
ஆலசன்,Halogen
ஹாலோபில்,Halophil
ஹாலோபைட்,Halophyte
ஹாலோபிடிக் வாழ்விடம்,Halophytic habitat
ஹாப்லோ-டிப்ளோன்டிக்,Haplo-diplontic
ஹாப்ளோயிட்,Haploid
ஹாப்ளாய்டு-டிப்ளாய்டு கட்டம்,Haploid-diploid phase
ஹாப்ளோன்டிக்,Haplontic
ஹாப்ளோடைப்,Haplotype
ஹாப்டோனஸ்டி,Haptonasty
கடினமான அண்ணம்,Hard palate
கடினப்படுத்துதல்,Hardening
ஹார்டி வெயின்பெர்க் சமநிலை,Hardy Weinberg equilibrium
விளைவு,Harmonising effect
ஹேவர்சியன் அமைப்பு,Haversian system
குஞ்சு பொரிக்கும்,Hatching
குஞ்சு பொரிக்கும்,Hatching
ஹாஸ்டோரியா,Haustoria
ஹாஸ்டோரியம்,Haustorium
இதய துடிப்பு,Heart beat
இதய நுரையீரல் இயந்திரம்,Heart lung machine
இதய தசை,Heart muscle
இதய வடிவ கரு,Heart shaped embryo
இதய ஒலி,Heart sound
ஹார்ட் அர்ச்சின்,Heart urchin
வெப்பம் கொல்லப்பட்டது,Heat killed strain
வெப்ப அதிர்ச்சி முறை,Heat shock method
ஹார்ட்வுட்,Heartwood
வெப்ப ஆற்றல்,Heat energy
வெப்ப சிகிச்சை,Heat treatment
கடும் காயம்,Heavy injury
ஹெலியந்தஸ்,Helianthus
ஹெலிகல் ஸ்ட்ராண்ட்,Helical strand
ஹெலிகல் அலை,Helical wave
ஹெலிகேஸ்,Helicase
ஹெலிகோட்மா,Helicotrema
ஹீலியோபைட்,Heliophyte
ஹெலோபியோல் எண்டோஸ்பெர்ம்,Helobiol endosperm
ஹெமாட்டூரியா,Hematuria
ஹீம் புரத வளாகம்,Heme protein complex
ஹெமிசெல்லுலோஸ்,Hemicellulose
ஹெமிகார்டாட்டா,Hemichordata
ஹெமிடாக்டைலஸ்,Hemidactylus
ஹெமிஃபிராக்மா ஹீட்டோரோபில்லம்,Hemiphragma heterophyllum
ஹெமிசைகஸ்,Hemizygous
ஹீமோடையாலிசிஸ்,Hemodialysis
ஹீமோகுளோபின்,Hemoglobin
ஹீமோகுளோபினுனா,Hemoglobinuna
