Bengali,Odiya
অস্বচ্ছল,ଅସ୍ୱୀକାର କରାଯାଇଛି |
ডেনাটুরাইজেশন,ନାତୁବର୍ତ୍ତୀ
ডেনড্রাইট,ଡିନ୍ଦନ୍ରାଇଟ୍
ডেনড্রাইট,ଡିନ୍ଦନ୍ରାଇଟ୍
ডেনড্রাইট,ଡିନ୍ଦନ୍ରାଇଟ୍
ডেনড্রোবেটস,ଡିନ୍ଦୁର୍ବେଟ୍ସ |
ডেনড্রন,ଦେନ୍ଦନ
ডেঙ্গু,ଦ୍ୱନ୍ଦ୍ୱ
ডেনিট্রিফিকেশন,ନିଖୁଣ |
ডেনিট্রিফিকেশন প্রক্রিয়া,ନିଖତି ପ୍ରକ୍ରିୟା |
ডেন্টিরিফায়ার,Dentitrifier
ব্যাকটিরিয়া অস্বীকার,ଜୀବାଣୁ ଜୀବାଣୁ |
ঘন সমাধান,ଘନ ସମାଧାନ |
ঘনত্ব গ্রেডিয়েন্ট সেন্ট্রিফিউগেশন,ଘନତା ଗ୍ରେଡିଏଣ୍ଟ୍ ସେଣ୍ଟ୍ରିଫୁଗେସନ୍ |
স্থগিতাদেশের ঘনত্ব,ନିଲମ୍ବନର ଘନତା |
ডেন্টেট,ଦନ୍ତ
ডেন্টাইন,ଦନ୍ତ
ডিওক্সিজেনেটেড রক্ত,ଡେକିସେନେଞ୍ଜିଟି ରକ୍ତ |
ডিওক্সাইরিবোনুক্লিক অ্যাসিড (ডিএনএ),DeoXInibonouucic ଏସିଡ୍ ଏସିଡ୍ (DNA)
ডিপিজমেন্টেশন,ସ୍ଥଗିତତା
মাটির উর্বরতা হ্রাস,ମାଟି ଉର୍ବରତାର ହ୍ରାସ |
অবনতি,ଦଣ୍ଡ
ডিপোলিমারাইজেশন,ଡିସୋବାଇଲସିଟିଏସନ୍ସ |
বিষণ্ণতা,ଉଦାସୀନତା
বিষণ্ণতা,ଉଦାସୀନତା
অবরুদ্ধ জমি,ଜମି
ডেরাইভেটিভ নোভাচেইন,ଡେରିଭେଟିଭ୍ ନୋଭାକିନ୍ |
ডার্মাটোজেন,ଡେରମାଟୋଜେନ୍ |
ডার্মিস,Dermis
বংশোদ্ভূত জনসংখ্যা,ବଂଶାନୁଲେସନ୍
সাজানো কোলন,କୋଲନ୍ ଅବତରଣ କରିବା |
অবতরণ অঙ্গ,ଅବତରଣ ଅଙ୍ଗ
বক্ষ মহামারী অবতরণ,ଥୋରାସିକ୍ ଆର୍ଟା ଅବତରଣ କରୁଛନ୍ତି |
বংশোদ্ভূত,ଅବହେଳ
মরুভূমি অঞ্চল,ମରୁଭୂମି କ୍ଷେତ୍ରଗୁଡିକ
মরুভূমি বায়োম,ମରୁଭୂମି ବାୟୋମ |
মরুভূমি সম্প্রদায়,ମରୁଭୂମି ସମ୍ପ୍ରଦାୟ |
মরুভূমি উদ্ভিদ,ମରୁଭୂମି ଉଦ୍ଭିଦ
মরুভূমি গুল্ম,ମରୁଭୂମି ଶାଳ
মরুভূমি,ନିରପେକ୍ଷୀ
দেশি বিভিন্ন,Desi ବିଭିନ୍ନ ପ୍ରକାର |
Desmid,ଡେସମିଡ୍
ডেসমোটুবুল,Desmounbule
ডিটারজেন্ট,ଡିଟରଜେଣ୍ଟ |
ডিটক্সিকেশন,ଡିଟୋକ୍ସିକେସନ୍ |
ডিটক্সিফিকেশন,ଡିଟୋକ୍ସଫିକେସନ୍ |
Detritivore,ଡିଟରିପରିଭୋର
ডিট্রিটিভাস,Deatriedivous
ডেট্রিটাস ফিডার,ଡିଟ୍ରିଟସ୍ ଫିଡର୍ |
ডেট্রিটাস ইনভার্টেব্রেট খাওয়ানো,ଡିଟ୍ରିଟସ୍ ଓଭରଟେବ୍ରେଟ୍ ଖାଇବା |
ডেট্রিটাস ফুড চেইন,ଡିଟ୍ରିଟସ୍ ଖାଦ୍ୟ ଶୃଙ୍ଖଳା |
ডিউটারোস্টোমিয়া,Due ଣଦାତା
উন্নয়ন,ବିକାଶ
শয়তান মাছ,ଶୟତାନ ମାଛ |
শয়তান মাছ,ଶୟତାନ ମାଛ |
ডিভোনিয়ান পিরিয়ড,ଦେବୋନିଆ ଅବଧି |
ডি-ভাইরাস তত্ত্ব,ଡି-ଫ୍ରାଇସ୍ ସିଦ୍ଧାନ୍ତ |
ডি-জাইকার্টিকোস্টেরন,ଡି-ଏକ୍ସକର୍ଟିକୋସେଟେରନ୍ |
ডিহাইব্রিড,ଡିହାଇବଏଡ୍
ডাইনোক্লিওটাইড,ଡାଇନୁକୋଲିଟିଏଡ୍ |
ডায়াবেটিস ইনসিপিডাস,ଇନସିପିଡସ୍ ମଧୁମେହ |
ডায়াবেটিস মেলিটাস,ମଧୁମେହ
ডায়াসিটিলমোরফিন,ନିରାକରଣୀୟ
রোগ নির্ণয়,ନିରାକରଣ
ডায়াগনস্টিক এবং থেরাপিউটিক্স,ଡାଇଗ୍ନୋଷ୍ଟିକ୍ ଏବଂ ଚିକିତ୍ସା
ডায়াগনস্টিক ইমেজ,ଡାଇଗ୍ନୋଷ୍ଟିକ୍ ପ୍ରତିଛବି |
ডায়াগনস্টিক কিট,ଡାଇଗ୍ନୋଷ୍ଟିକ୍ କିଟ୍ |
ডায়াকিনিসিস,ଡାଏକିନେସିସ୍
ডায়ালাইজিং তরল,ମଧୁର ତରଳ |
ডায়ালাইসিস,Dia
ডায়ানড্রিয়া,ଡାଏଣ୍ଡ୍ରିଆ
ডায়ানড্রস,ପୃଷ୍ଠଭୂମି
ডায়াপজ,ଡାଏପୁସ୍
ডায়রিয়া,Arr ାଡ଼ା
রক্তচাপ চাপ,ଡାଏଷ୍ଟିକ୍ ଚାପ |
ডায়াটম,ଡାଇଟମ୍
ডায়াটোমাসিয়াস আর্থ,ଡାଏଟୋମାସିସ୍ ପୃଥିବୀ |
ডাই অক্সাইলগ্লিসারল (ডিজি),DioSyLGLYLERL (DG)
ডিবাসিক ফসফেট,ଡିବାସିକ୍ ଫସଫେଟ୍ |
ডাইচানথিয়াম,ଦ୍ୱାକାଖିଲା
ডিক্লোরো ডিফেনিল ট্রাইক্লোরোথেন (ডিডিটি),ଡିଲୁଲୋରୋ ଡିଫୋନ୍ନେଲ ଟ୍ରାଇଚ୍ଲୋରୋଥାନନ୍ (DDT)
দ্বৈতোটোমাস,ଡିକଟୋମାନୋସ୍ |
ডিকোনডাইলিক খুলি,DICONDYLICL ଖପୁରୀ |
ডিকোটাইলডন,ଡିକୋଟାଇଲେଡନ୍ |
Dictyosome,DictyoSoomo
ডিকটিওটা,Dictyota
ডায়েন্সফালন,କିମ୍ବସେର୍ଣ୍ଣାଲନ୍ |
ডায়েটারি,ଖାଦ୍ୟପେୟାରୀ |
ডিফারেনশিয়াল অবদান,ଭିନ୍ନ ଭିନ୍ନ ଅବଦାନ |
ডিফারেনশিয়াল হস্তক্ষেপ বিপরীতে মাইক্রোস্কোপ,ଭିନ୍ନ ଭିନ୍ନ ବାଧା ମାଇକ୍ରୋସ୍କୋପ୍ |
ডিফারেনশিয়াল প্রজনন,ଭିନ୍ନ ଭିନ୍ନ ପ୍ରଜନନ
পার্থক্যযুক্ত সেল,ଭିନ୍ନକ୍ଷମ କକ୍ଷ
পৃথকীকরণ,ଭିନ୍ନତା
বিচ্ছিন্ন তরঙ্গ,ଡିଫ୍ରାଇଜ୍ ତରଙ୍ଗ |
বিচ্ছুরিত,ବିସ୍ତାର
বিচ্ছিন্ন ক্ষমতা,ଭିନ୍ନତା ପାର୍ଥକ୍ୟ |
হজম,ହଜମ
হজম রস,ହଜମକାରୀ ରସ |
পাচনতন্ত্র,ହଜମ ପ୍ରମାଣିତ ବ୍ୟବସ୍ଥା |
পরিপাক নালীর,ହଜମକାରୀ ଟ୍ରାକ୍ଟ |
অঙ্ক,ଅଙ୍କ
ডিজিটাল বিয়োগ অ্যাঞ্জিওগ্রাফি,ଡିଜିଟାଲ୍ ବିତରଣ ଆଙ୍ଗିଓଗ୍ରାଫି |
ডিজিটালি,ଡିଜିଟାଲ୍ |
ডিজিটিফর্ম গ্রন্থি,ଡିଜିଟୀଫର୍ମ ଗ୍ରନ୍ଥି |
ডিকারিয়ন,ଡିକ୍ରିୟନ୍
ডিকারিওফেস,Dikarardohas
ডিমার,ମୋତେ ଡିମର
প্রভাবশালী প্রাণঘাতী অ্যালিল,ପ୍ରାଧାନ୍ୟ ସାଂଘାତିକ ଆଲେଲେ |
ডাইমরফিজম,ଡିମୋରଫିଜିମ୍
ডাইনিট্রোজেন,ଡାଇନ୍ର୍ରୋଜେନ୍ |
ডাইনোফ্লেজলেট,ଡାଇନୋଫ୍ଲାଗଲେଲେଟ୍ |
ডাইওসিয়াস,ଡାଇଓକାରୀ
ডায়োস্পাইরোস মেলানোক্সিলন,DIOSPYROSROSROSROSRORS MELANOLSollon |
ডিপপটিড,ବାଇପ୍ସାଇଡ୍
ডিফায়োডন্ট,ଡିପିଓଲେଡଣ୍ଟ |
ডিপ্লোব্যাসিলাস,Diplobackillus
কূটনীতিক,ଡିପ୍ଲୋବ୍ଲୋଲାଷ୍ଟିକ୍ |
ডিপ্লোকোকাস নিউমোনিয়া,ଡିପ୍ଲୋକୋକସ୍ ନିମୋନିଆ |
ডিপ্লোড স্টেজ,ଡିପ୍ଲଏଡ୍ ପର୍ଯ୍ୟାୟ |
ডিপ্লোনেমা,ଡିପ୍ଲୋନେମା
ডিপ্লোন্টিক,ଡିପ୍ଲୋମିକ୍ |
ডিপ্লোসোম,ଦୃଷ୍ଟାନ୍ତ
ডিপ্লোস্টোম,ଡିଫ୍ଲୋସମ୍
ডিপ্লোটেন স্টেজ,Diplotene ଷ୍ଟେଜ୍ |
ডিপেটেরা,Diptera
ডিপটারান,Diptereran
ডিপটারোকার্পাস হপিয়া,ଡିଟିଟେସ୍ରୋସପସ୍ ରାପା |
ডিপথেরিয়া,ଡିଫ୍ଟଟେରିଆ
দিকনির্দেশক নির্বাচন,ଦିଗଦର୍ଶନ ଚୟନ
ডিস্যাকচারাইড হায়ালুরোনিক অ্যাসিড,ଅସାଧାରଣ ହାଇଲାହ୍ରୋନିକ୍ ଏସିଡ୍ |
ডিসাকচারাইড,ଅସନ୍ତୁଷ୍ଟ
ডিস্ক,ଡିସ୍କ
ডিস্ক ফ্লোরেট,ଡିସ୍କ ଫ୍ଲୋଟ୍ |
পরাগ স্রাব,ପଲିଥିନର ଡିସଚାର୍ଜ |
বিচ্ছিন্ন প্রকরণ,ଅସନ୍ତୋଷ ପରିବର୍ତ୍ତନ |
বিচ্ছিন্ন রূপান্তর,ବିଚ୍ଛିନ୍ନ ପରିବର୍ତ୍ତନ
রোগ,ରୋଗ
ডিসমোনাইজিং প্রক্রিয়া,ବିତରଣ ପ୍ରକ୍ରିୟାକରଣ |
জীবাণুনাশক,ଡିଜେନ୍ସିଫେକ୍ଟାଣ୍ଟ |
নির্বীজন,ଅସଂଗୁପ୍ତ
হাড়ের ব্যাধি,ହାଡର ବିଶୃଙ୍ଖଳା |
প্রচার,ବିସ୍ତାର
দূরবর্তী,ଦୂରତା
দূরবর্তী সংশ্লেষিত,ଡିଷ୍ଟାଲ୍ କନଭୁଲ୍ୟୁଟେଡ୍ |
দূরবর্তী নেফ্রন,ଡିଷ୍ଟାଲ୍ ନେଫ୍ରନ୍ |
দূরবর্তী ফ্যালানক্স,ଡିଷ୍ଟାଲ୍ ଫାଲାନକ୍ସ |
দূরবর্তী রঙ্গক,ଦ୍ୱନ୍ଦ୍ୱ ରଙ୍ଗ
ডুরনাল,ଭବିଷ୍ୟବାଣୀ
ডিভেলেন্ট কেশন,ବିଭାଗଗୁଡିକ
ডিভেলেন্ট,ବିଭାଜନ
ডাইভার্জ,ଅଲଗା କର |
বিচ্যুতি,ଅଲଗାତା
বৈচিত্র্য,ବିବିଧତା
শ্রম বিভাজন,ଶ୍ରମିକ ବିଭାଜନ
বিভাগ,ବିଭାଜନ
বিভাগ,ବିଭାଜନ
ডিএনএ নির্ভরশীল আরএনএ পলিমারেজ,DNA ନିର୍ଭରଶୀଳ rna playmerase |
ডিএনএ ব্লটিং,DNA ବ୍ଲୋଟିଂ |
ডিএনএ ক্লিভেজ,DNA CLEAVAGAGE |
ডিএনএ ক্লোইনিং,DNA କ୍ଲାଏଙ୍ଗ୍ |
ডিএনএ চালিত হাইব্রিডাইজেশন,Dna ଚାଳିତ ହାଇବ୍ରିଡାଇଜେସନ୍ |
ডিএনএ আঙ্গুলের ছাপ,DNA ଫିଙ୍ଗର ପ୍ରିଣ୍ଟିଙ୍ଗ୍ |
ডিএনএ লাইব্রেরি,DNA ଲାଇବ୍ରେରୀ |
ডিএনএ গলানো,DNA ତରଳି ଯାଉଛି |
ডিএনএ মেথিলেশন,DNA ମିଥିନିଲେସନ୍ |
ডিএনএ পলিমারেজ,DNA PLAYMERESE |
ডিএনএ প্রোব,DNA ଅନୁସନ୍ଧାନ |
ডিএনএ মেরামত,DNA ମରାମତି |
ডিএনএ প্রতিলিপি,DNA ନକଲ |
ডিএনএ রেপ্লিকেশন,DNA ନକଲ |
ডিএনএ সিকোয়েন্স,DNA କ୍ରମ |
ডিএনএ স্প্লিকিং,DNA SPLILING |
ডিএনএ সুপার কয়েলিং,DNA ସୁପର ଡଲିଂ |
ডিএনএ ট্রান্সক্রিপশন,DNA ଟ୍ରାନ୍ସକ୍ରିପସନ୍ |
ডিএনএ ভেক্টর,DNA ଭେକ୍ଟର |
ডবসন ইউনিট,ଡବସନ ୟୁନିଟ୍ |
ডগফিশ,ଡଗ୍ଫିସ୍
ডোলিওলাম,ଡଲିଓଲମ୍ |
ডলফিন (স্তন্যপায়ী),ଡଲଫିନ୍ (ସ୍ତନ୍ୟପାୟୀ)
গার্হস্থ্য পশু,ଘରୋଇ ପଶୁ
গৃহপালিত প্রাণী,ଗୃହପାଳିତ ପଶୁ
গৃহপালিত উদ্ভিদ,ଘରୋଇ ଉଦ୍ଭିଦ |
গৃহপালিত,ଘରୋଇ
গৃহপালিত,ଘରୋଇ
প্রভাবশালী জিন,ପ୍ରାଧାନ୍ୟ ଜିନ୍ |
প্রভাবশালী ইউনিট ফ্যাক্টর,ପ୍ରାଧାନ୍ୟ ୟୁନିଟ୍ ଫ୍ୟାକ୍ଟର୍ |
ডোনান ভারসাম্য,ଡୋନ୍ନାନ ସନ୍ତୁଳନ |
দাতা সেল,ଦାତା ସେଲ୍ |
ডপলার এফেক্ট,ଡୋପେଲର ପ୍ରଭାବ
ডোরসাল অভ্যন্তরীণ পৃষ্ঠ,ଡୋରସାଲ୍ ଆଭ୍ୟନ୍ତରୀଣ ପୃଷ୍ଠ |
ডোরসাল নার্ভ কর্ড,ଡୋରସାଲ୍ ସ୍ନାୟୁ କର୍ଡ |
সুপ্ততা,Gormancy
পৃষ্ঠীয় পাখনা,ଡୋରସାଲ୍ ଫିନ୍ |
ডোরসাল ফাঁকা স্নায়ুতন্ত্র,ଡୋରସାଲ୍ ହୋଲ୍ ସ୍ନାୟୁ ପ୍ରଣାଳୀ |
ডোরসাল নাকের,ଡୋରସାଲ୍ ନାକ୍ଟ୍ରିଲ୍ |
ডোরসাল রুট গ্যাংলিওন,ଡୋରସାଲ୍ ମୂଳ ଗ୍ୟାଙ୍ଗଲିଅନ୍ |
ডোরসাল পৃষ্ঠ,ଡୋରସାଲ୍ ଭୂପୃଷ୍ଠ |
ডোরসাল ভিসারাল হ্যাম্প,ଡୋରସାଲ୍ ଭିସେରାଲ୍ ହମ୍ପ୍ |
ডোরসিভেন্ট্রাল পাতা,DorvSivental life |
ডাবল বন্ড,ଡବଲ୍ ବଣ୍ଡ |
ডাবল নারকেল,ଡବଲ୍ ନଡ଼ିଆ |
ডবল হেলিক্স,ଡବଲ୍ ହେଲିକ୍ସ |
ডাবল আটকে থাকা কাঠামো,ଡବଲ୍ ଷ୍ଟ୍ରାଡ୍ structure ାଞ୍ଚା |
ডাউন স্ট্রিম,ଡାଉନ୍ଷ୍ଟ୍ରିମ୍ |
ডাউন স্ট্রিম প্রসেসিং,ଡାଉନ୍ଷ୍ଟ୍ରିମ୍ ପ୍ରକ୍ରିୟାକରଣ |
ডাউন সিনড্রোম,ଡାଉନ୍ ସିଣ୍ଡ୍ରୋମ |
ড্র্যাকেনা,ଡ୍ରାକେନା
ড্রাকো,ଡ୍ରକୋ
ড্রাগন ফ্লাই,ଡ୍ରାଗନ୍ ଫ୍ଲାଏ |
ফোঁটা,ବୁନ୍ଦା
ড্রপসি,ଡ୍ରପ୍ସୀ
ড্রোসোফিলা মেলানোজেস্টার,ଡ୍ରସୋଫିଲା ମେଲାନୋଗ୍ରାଷ୍ଟର୍ |
খরা,ମରୁଡ଼ି
খরা প্রতিরোধী ঘাস,ମରୁଡ଼ି ପ୍ରତିରୋଧକ ଘାସ |
ড্রাগ,ଡ୍ରଗ୍
ড্রাগ,ଡ୍ରଗ୍
ওষুধের অপব্যবহার,ଡ୍ରଗ୍ ଅପବ୍ୟବହାର |
ড্রাম লাঠি,ଡ୍ରମ୍ ଷ୍ଟିକ୍ |
ড্রুপ,ଡ୍ରୁପ୍
