Punjabi,Telugu
ਕੰਪਿ Computer ਟਰ ਕੰਟਰੋਲ,కంప్యూటర్ నియంత్రణ
ਕੰਪਿ Computer ਟਰ ਅਪਰਾਧ,కంప్యూటర్ నేరం
ਕੰਪਿ Computer ਟਰ ਕ੍ਰਿਪਟੋਗ੍ਰਾਫੀ,కంప్యూటర్ క్రిప్టోగ్రఫీ
ਕੰਪਿ computer ਟਰ-ਨਿਰਭਰ ਭਾਸ਼ਾ,కంప్యూటర్-ఆధారిత భాష
ਕੰਪਿ Computer ਟਰ ਡੋਮੇਨ,కంప్యూటర్ డొమైన్
ਕੰਪਿ Computer ਟਰ ਡੁਪਲੈਕਸ,కంప్యూటర్ డ్యూప్లెక్స్
ਕੰਪਿ Computer ਟਰ ਸਮੀਕਰਨ,కంప్యూటర్ సమీకరణం
ਕੰਪਿ Computer ਟਰ ਮਾਹਰ,కంప్యూటర్ నిపుణుడు
ਕੰਪਿ Computer ਟਰ ਫਾਰਮੈਟਿੰਗ,కంప్యూటర్ ఫార్మాటింగ్
ਕੰਪਿਊਟਰ ਦੀ ਖੇਡ,కంప్యూటర్ ఆట
ਕੰਪਿ computer ਟਰ ਦੁਆਰਾ ਤਿਆਰ ਕੀਤਾ ਨਕਸ਼ਾ,కంప్యూటర్ సృష్టించిన మ్యాప్
ਕੰਪਿ computer ਟਰ ਜਨਰੇਸ਼ਨ,కంప్యూటర్ తరం
ਕੰਪਿ computer ਟਰ ਗ੍ਰਾਫਿਕਸ,కంప్యూటర్ గ్రాఫిక్స్
ਕੰਪਿ Computer ਟਰ ਹਾਰਡਵੇਅਰ,కంప్యూటర్ హార్డ్‌వేర్
ਕੰਪਿ computer ਟਰ ਸੁਤੰਤਰ ਭਾਸ਼ਾ,కంప్యూటర్ స్వతంత్ర భాష
ਕੰਪਿ Computer ਟਰ ਹਦਾਇਤਾਂ,కంప్యూటర్ సూచన
"ਕੰਪਿ computer ਟਰ
 ਨਿਰਦੇਸ਼ ਕੋਡ","కంప్యూటర్
 ఇన్స్ట్రక్షన్ కోడ్"
"ਕੰਪਿ computer ਟਰ
 ਹਦਾਇਤ ਸੈਟ","కంప్యూటర్
 ఇన్స్ట్రక్షన్ సెట్"
"ਕੰਪਿ computer ਟਰ
 ਇੰਟਰਫੇਸ ਯੂਨਿਟ","కంప్యూటర్
 ఇంటర్ఫేస్ యూనిట్"
ਕੰਪਿ computer ਟਰਿਸਟ,కంప్యూటర్‌టి
ਕੰਪਿ computer ਟਰਾਈਜ਼ੇਸ਼ਨ,కంప్యూటరీకరణ
ਕੰਪਿ Computer ਟਰ ਭਾਸ਼ਾ,కంప్యూటర్ భాష
"ਕੰਪਿ computer ਟਰ
 ਭਾਸ਼ਾ ਦਾ ਚਿੰਨ੍ਹ","కంప్యూటర్
 భాషా చిహ్నం"
ਕੰਪਿ Computer ਟਰ ਲਰਨਿੰਗ,కంప్యూటర్ లెర్నింగ్
ਕੰਪਿ computer ਟਰ ਪੱਤਰ,కంప్యూటర్ లెటర్
ਕੰਪਿ computer ਟਰ ਸੀਮਤ,కంప్యూటర్ లిమిటెడ్
"ਕੰਪਿ computer ਟਰ
 ਰੱਖ ਰਖਾਵ","కంప్యూటర్
 నిర్వహణ"
"ਕੰਪਿ computer ਟਰ
 ਪ੍ਰਬੰਧਿਤ
 ਹਦਾਇਤ","కంప్యూటర్
 నిర్వహించేది
 సూచన"
"ਕੰਪਿ computer ਟਰ
 ਮਾਈਕ੍ਰੋਗ੍ਰਾਫ","కంప్యూటర్
 మైక్రోగ్రాఫిక్స్"
ਕੰਪਿ Computer ਟਰ ਸੰਗੀਤ,కంప్యూటర్ సంగీతం
ਕੰਪਿ computer ਟਰ ਨੈਟਵਰਕ,కంప్యూటర్ నెట్‌వర్క్
ਕੰਪਿ Computer ਟਰ ਸੰਖਿਆਤਮਕ ਨਿਯੰਤਰਣ,కంప్యూటర్ సంఖ్యా నియంత్రణ
ਕੰਪਿ computer ਟਰ ਕਾਰਵਾਈ,కంప్యూటర్ ఆపరేషన్
ਕੰਪਿ Computer ਟਰ ਅਧਾਰਤ ਭਾਸ਼ਾ,కంప్యూటర్ ఆధారిత భాష
ਕੰਪਿ computer ਟਰ ਆਉਟਪੁੱਟ,కంప్యూటర్ అవుట్పుట్
ਕੰਪਿ Computer ਟਰ ਆਉਟਪੁੱਟ ਮਾਈਕ੍ਰੋਫਾਇਲਮ,కంప్యూటర్ అవుట్పుట్ మైక్రోఫిల్మ్
ਕੰਪਿ computer ਟਰ ਦੀ ਕਾਰਗੁਜ਼ਾਰੀ,కంప్యూటర్ పనితీరు
ਕੰਪਿ Computer ਟਰ ਪ੍ਰਿੰਟਰ,కంప్యూటర్ ప్రింటర్
ਕੰਪਿ computer ਟਰ ਪ੍ਰੋਗਰਾਮ,కంప్యూటర్ ప్రోగ్రామ్
ਕੰਪਿ Computer ਟਰ ਪ੍ਰੋਗਰਾਮ ਐਨੋਟੇਸ਼ਨ,కంప్యూటర్ ప్రోగ్రామ్ ఉల్లేఖనం
ਕੰਪਿ computer ਟਰ ਪ੍ਰੋਗਰਾਮ ਮੂਲ,కంప్యూటర్ ప్రోగ్రామ్ మూలం
ਕੰਪਿਊਟਰ ਵਿਗਿਆਨ,కంప్యూటర్ సైన్స్
ਕੰਪਿ Computer ਟਰ ਸੁਰੱਖਿਆ,కంప్యూటర్ భద్రత
ਕੰਪਿ Computer ਟਰ ਸਾਂਝਾ ਕਰਨਾ,కంప్యూటర్ షేరింగ్
ਕੰਪਿ computer ਟਰ ਸਿਮੂਲੇਸ਼ਨ,కంప్యూటర్ అనుకరణ
ਕੰਪਿ computer ਟਰ ਸਿਮੂਲੇਟਰ,కంప్యూటర్ సిమ్యులేటర్
ਕੰਪਿ Computer ਟਰ ਸਾਫਟਵੇਅਰ,కంప్యూటర్ సాఫ్ట్ వేర్
ਕੰਪਿ computer ਟਰ ਮਾਹਰ,కంప్యూటర్ స్పెషలిస్ట్
ਕੰਪਿ computer ਟਰ ਸਿਸਟਮ,కంప్యూటర్ సిస్టమ్
ਕੰਪਿ Computer ਟਰ ਸਿਸਟਮ ਆਡਿਟ,కంప్యూటర్ సిస్టమ్ ఆడిట్
ਕੰਪਿ computer ਟਰ ਤਕਨਾਲੋਜੀ,"కంప్యూటర్ సాంకేతిక పరిజ్ఞానం, కంప్యూటర్ విజ్ఞానం, ధీయంత్ర పరిజ్ఞానం, ధీయంత్ర విజ్ఞానం"
ਕੰਪਿ computer ਟਰ ਟਰਮੀਨਲ,కంప్యూటర్ టెర్మినల్
ਕੰਪਿ computer ਟਰ ਦਾ ਸਮਾਂ,కంప్యూటర్ సమయం
ਕੰਪਿ computer ਟਰ ਸ਼ਬਦ,కంప్యూటర్ పదం
ਕੰਪਿ enting ਟਿੰਗ ਸੈਂਟਰ,కంప్యూటింగ్ సెంటర్
ਕੰਪਿ uting ਟਿੰਗ ਐਲੀਮੈਂਟ,కంప్యూటింగ్ మూలకం
ਕੰਪਿ uting ਟਿੰਗ ਪਾਵਰ,కంప్యూటింగ్ శక్తి
ਕੰਪਿ uting ਟਿੰਗ ਸਿਸਟਮ,కంప్యూటింగ్ సిస్టమ్
ਸਹਿਯੋਗੀ,Concatenate
ਕੰਡਿਆਲੀ ਡਾਟਾ ਸੈਟ,సంక్షిప్త డేటా సెట్
ਕੰਬਣੀ ਕੁੰਜੀ,కన్‌కటేనేటెడ్ కీ
ਕੰਦਣਨ,సంక్షిప్తీకరణ
ਕੰਨਟੇਨਟੇਸ਼ਨ ਅੱਖਰ,సంక్షిప్త పాత్ర
ਧਿਆਨ ਕੇਂਦਰਿਤ,కేంద్రీకృత సందేశం
ਧਿਆਨ ਟਿਕਾਉਣਾ,ఏకాగ్రత
ਇਕਾਗਰਤਾ,ఏకాగ్రత
ਅੰਗ੍ਰੇਜ਼ੀ ਟਰਮੀਨਲ ਬਫਰ,ఏకాగ్రత టెర్మినల్ బఫర్
ਸੰਕਲਪ ਸਿੱਖਣ,కాన్సెప్ట్ లెర్నింగ్
ਸੰਕਲਪ ਮਾਡਲ,సంభావిత నమూనా
ਸਹਿਕਾਰੀ,సమన్వయం
ਸਹਿਕਾਰਤਾ,సమన్వయ
ਸਮਕਾਲੀ,ఏకకాలంలో
ਸਮਕਾਲੀ ਕਾਰਵਾਈ,ఏకకాలిక ఆపరేషన్
ਸਮਕਾਲੀ ਪ੍ਰੋਸੈਸਿੰਗ,ఏకకాల ప్రాసెసింగ్
ਸ਼ਰਤੀਆ ਅਸੈਂਬਲੀ,షరతులతో కూడిన అసెంబ్లీ
ਕੰਡੀਸ਼ਨਲ ਅਸੈਂਬਲੀ ਸਮੀਕਰਨ,షరతులతో కూడిన అసెంబ్లీ వ్యక్తీకరణ
ਕੰਡੀਸ਼ਨਲ ਅਸੈਂਬਲੀ ਹਦਾਇਤ,షరతులతో కూడిన అసెంబ్లీ సూచన
ਸ਼ਰਤੀਆ ਸ਼ਾਖਾ ਹਦਾਇਤ,షరతులతో కూడిన బ్రాంచ్ బోధన
ਸ਼ਰਤ ਦੇ ਬਰੇਕ ਪੁਆਇੰਟ,షరతులతో కూడిన బ్రేక్ పాయింట్
ਸ਼ਰਤ,షరతులతో
ਸ਼ਰਤ ਦੇ ਬਰੇਕ ਪੁਆਇੰਟ ਨਿਰਦੇਸ਼,షరతులతో కూడిన బ్రేక్ పాయింట్ సూచన
ਸ਼ਰਤੀਆ ਐਂਟਰੋਪੀ,షరతులతో కూడిన ఎంట్రోపీ
ਸ਼ਰਤੀਆ ਸਮੀਕਰਨ,షరతులతో కూడిన వ్యక్తీకరణ
ਸ਼ਰਤ ਪ੍ਰਭਾਵ ਕਾਰਜ,షరతులతో కూడిన చిక్కు ఆపరేషన్
ਸ਼ਰਤੀਆ ਜਾਣਕਾਰੀ ਸਮੱਗਰੀ,షరతులతో కూడిన సమాచార కంటెంట్
ਸ਼ਰਤ ਛਾਲ,షరతులతో కూడిన జంప్
ਸ਼ਰਤ ਛਾਲ,షరతులతో కూడిన జంప్ సూచన
ਕੰਡੀਸ਼ਨਲ ਆਪਰੇਟਰ,షరతులతో కూడిన ఆపరేటర్
ਸ਼ਰਤ ਦੇ ਬਿਆਨ,షరతులతో కూడిన ప్రకటన
ਸ਼ਰਤੀਆ ਰੋਕਥਾਮ ਹਦਾਇਤ,షరతులతో కూడిన స్టాప్ సూచన
ਸ਼ਰਤ ਸੰਚਾਰ ਨਿਰਦੇਸ਼,షరతులతో కూడిన బదిలీ సూచన
ਕੰਡੀਸ਼ਨਲ ਵੇਰੀਏਬਲ,షరతులతో కూడిన వేరియబుల్
ਹਾਲਤ ਸੈੱਲ,కండిషన్ సెల్
ਸ਼ਰਤ ਕੋਡ,కండిషన్ కోడ్
ਕੰਡੀਸ਼ਨਡ ਸਰਕਟ,కండిషన్డ్ సర్క్యూట్
ਕੰਡੀਸ਼ਨਿੰਗ,కండిషనింగ్
ਕੰਡੀਸ਼ਨਿੰਗ ਉਪਕਰਣ,కండిషనింగ్ పరికరాలు
ਸ਼ਰਤ ਸੂਚੀ,కండిషన్ జాబితా
ਸ਼ਰਤ ਨਾਮ,కండిషన్ పేరు
ਸ਼ਰਤ ਨਾਮ ਦੀ ਸਥਿਤੀ,కండిషన్ పేరు పరిస్థితి
ਸ਼ਰਤ ਪ੍ਰੀਫਿਕਸ,కండిషన్ ఉపసర్గ
ਕਾਨਫਰੰਸ ਕੰਟਰੋਲ (= ਸੰਵੇਦਨਸ਼ੀਲਤਾ ਕੰਟਰੋਲ),సమావేశ నియంత్రణ (= సున్నితత్వ నియంత్రణ)
ਵਿਸ਼ਵਾਸ ਦਾ ਪੱਧਰ,విశ్వసనీయ స్థాయి
ਗੁਪਤਤਾ,గోప్యత
ਕੌਨਫਿਗਰੇਸ਼ਨ,ఆకృతీకరణ
ਕੌਨਫਿਗਰੇਸ਼ਨ ਭਾਗ,కాన్ఫిగరేషన్ విభాగం
ਪੁਸ਼ਟੀਕਰਣ,నిర్ధారణ
ਉਲਝਣ ਮੈਟ੍ਰਿਕਸ,గందరగోళ మాతృక
ਭੀੜ,రద్దీ
ਜੋੜ,సంయోగం
ਜੁੜਿਆ ਹਵਾਲਾ,కనెక్ట్ చేయబడిన సూచన
ਕਨੈਕਟ ਸਟੋਰੇਜ,కనెక్ట్ చేయబడిన నిల్వ
ਕਨੈਕਟ ਫੰਕਸ਼ਨ,ఫంక్షన్‌ను కనెక్ట్ చేయండి
ਜੁੜ ਰਹੇ ਪ੍ਰਬੰਧ,అమరికను కనెక్ట్ చేస్తోంది
ਜੋੜਨ ਦੀ ਵਿਵਸਥਾ ਸੇਵਾ,అమరిక సేవను కనెక్ట్ చేస్తోంది
ਕੁਨੈਕਸ਼ਨ,కనెక్షన్
ਕੁਨੈਕਟਿਵ,కనెక్టివ్
ਕੁਨੈਕਟਰ,కనెక్టర్
ਜੁੜੋ,సమయాన్ని కనెక్ట్ చేయండి
ਲਗਾਤਾਰ,వరుసగా
ਲਗਾਤਾਰ ਕਾਰਵਾਈ,వరుస ఆపరేషన్
ਲਗਾਤਾਰ ਸੀਕੁਐਂਸ ਕੰਪਿ computer ਟਰ,వరుస సీక్వెన్స్ కంప్యూటర్
ਸਹਿਮਤੀ ਜਾਂਚ ਲੱਭਣ ਦਾ ਨਤੀਜਾ,పర్యవసానంగా స్థిరత్వ తనిఖీని కనుగొనడం
ਕੰਸੋਲ,కన్సోల్
ਕੰਸੋਲ ਸ਼ਬਦ-ਪ੍ਰੋਸੈਸਿੰਗ ਉਪਕਰਣ,కన్సోల్ వర్డ్-ప్రాసెసింగ్ పరికరాలు
ਇਕਜੁੱਟ,ఏకీకరణ
ਕੰਸੋਲਿਡਟਰ,కన్సాలిడేటర్
ਨਿਰੰਤਰ ਖੇਤਰ,స్థిరమైన ప్రాంతం
ਨਿਰੰਤਰ ਨਿਰਦੇਸ਼,స్థిరమైన సూచన
ਨਿਰੰਤਰ ਲੰਬਾਈ ਵਾਲਾ ਖੇਤਰ,స్థిరమైన పొడవు ఫీల్డ్
ਨਿਰੰਤਰ ਅਨੁਪਾਤ ਕੋਡ,స్థిరమైన నిష్పత్తి కోడ్
ਨਿਰੰਤਰ ਸਟੋਰੇਜ,స్థిరమైన నిల్వ
ਨਿਰੰਤਰ ਸ਼ਬਦ,స్థిరమైన పదం
ਪਾਬੰਦ ਸੈੱਟ,నిర్బంధ సమితి
ਪਾਬੰਦੀ,పరిమితి
ਪਾਠ,టెక్స్ట్ ఉంది
ਸਮੱਗਰੀ,విషయము
ਸਮੱਗਰੀ ਦਾ ਪਤਾ ਲਗਾਉਣਾ (= ਐਸੋਸੀਏਟਿਵ ਸਟੋਰੇਜ),కంటెంట్ చిరునామా నిల్వ (= అసోసియేటివ్ స్టోరేజ్)
ਸਮਗਰੀ ਵਿਸ਼ਲੇਸ਼ਣ,విషయ విశ్లేషణ
ਵਿਵਾਦ,వివాదాస్పద
ਵਿਵਾਦ ਪ੍ਰਣਾਲੀ,వివాద వ్యవస్థ
ਸਥਾਨ,విషయాల జాబితా
ਪ੍ਰਸੰਗ,సందర్భం
ਪ੍ਰਸੰਗ ਸੰਪਾਦਨ,సందర్భ సవరణ
ਪ੍ਰਸੰਗ ਸੰਪਾਦਕ,కాంటెక్స్ట్ ఎడిటర్
ਪ੍ਰਸੰਗ ਮੁਫਤ ਭਾਸ਼ਾ,సందర్భ ఉచిత భాష
ਪ੍ਰਸੰਗ ਮੁਫਤ structure ਾਂਚਾ,సందర్భ ఉచిత నిర్మాణం
ਪ੍ਰਸੰਗ ਸੰਵੇਦਨਸ਼ੀਲ ਭਾਸ਼ਾ,సందర్భ సున్నితమైన భాష
ਪ੍ਰਸੰਗਿਕ ਘੋਸ਼ਣਾ,సందర్భోచిత ప్రకటన
ਸੰਪੱਤੀ ਪ੍ਰਕਿਰਿਆ,ఆకస్మిక విధానం
ਨਿਰੰਤਰਤਾ ਕਾਰਡ,కొనసాగింపు కార్డు
ਨਿਰੰਤਰਤਾ ਜਾਂਚ,కొనసాగింపు తనిఖీ
ਨਿਰੰਤਰ ਰੂਪ,నిరంతర రూపం
ਨਿਰੰਤਰ ਫਾਰਮ ਕਾਰਡ,నిరంతర ఫారమ్ కార్డ్
ਨਿਰੰਤਰ ਫਾਰਮ ਕਾਗਜ਼,నిరంతర రూపాలు కాగితం
ਨਿਰੰਤਰ ਪ੍ਰਕਿਰਿਆ ਨਿਯੰਤਰਣ,నిరంతర ప్రక్రియ నియంత్రణ
ਨਿਰੰਤਰ ਸਿਮੂਲੇਸ਼ਨ,నిరంతర అనుకరణ
ਨਿਰੰਤਰ ਸਿਸਟਮ ਮਾਡਲਿੰਗ ਪ੍ਰੋਗਰਾਮ,నిరంతర సిస్టమ్ మోడలింగ్ ప్రోగ్రామ్
ਨਿਰੰਤਰ ਸਿਸਟਮ ਸਿਮੂਲੇਸ਼ਨ ਭਾਸ਼ਾ,నిరంతర వ్యవస్థ అనుకరణ భాష
ਸਮਾਲਟ ਮਾਡਲ,ఆకృతి మోడల్
ਇਸ ਦੇ ਉਲਟ,విరుద్ధంగా
ਵਿਪਰੀਤ ਤਿੱਖਾ ਕਰਨਾ,కాంట్రాస్ట్ పదునుపెట్టడం
ਨਿਯੰਤਰਣ,నియంత్రణ
ਕੰਟਰੋਲ ਖੇਤਰ,నియంత్రణ ప్రాంతం
ਕੰਟਰੋਲ ਬਿੱਟ,నియంత్రణ బిట్
ਕੰਟਰੋਲ ਬਲਾਕ,కంట్రోల్ బ్లాక్
ਕੰਟਰੋਲ ਬੱਸ,కంట్రోల్ బస్సు
ਕੰਟਰੋਲ ਕਰੋ ਬਾਈਟ,నియంత్రణ బైట్
ਕੰਟਰੋਲ ਕਾਰਡ,నియంత్రణ కార్డు
ਕੰਟਰੋਲ ਅੱਖਰ,నియంత్రణ అక్షరం
ਕੰਟਰੋਲ ਸਰਕਟ,కంట్రోల్ సర్క్యూట్
ਕੰਟਰੋਲ CLRK,నియంత్రణ గుమస్తా
ਕੰਟਰੋਲ ਕਮਾਂਡ ਭਾਸ਼ਾ,కంట్రోల్ కమాండ్ లాంగ్వేజ్
ਕੰਟਰੋਲ ਕੰਪਿ computer ਟਰ,కంట్రోల్ కంప్యూటర్
ਕੰਟਰੋਲ ਕਾਉਂਟਰ,కంట్రోల్ కౌంటర్
ਕੰਟਰੋਲ ਚੱਕਰ,నియంత్రణ చక్రం
ਡਾਟਾ ਕੰਟਰੋਲ,డేటాను నియంత్రించండి
ਕੰਟਰੋਲ ਕੋਸ਼,నియంత్రణ నిఘంటువు
ਕੰਟਰੋਲ ਇੰਜੀਨੀਅਰਿੰਗ,కంట్రోల్ ఇంజనీరింగ్
ਕੰਟਰੋਲ ਖੇਤਰ,నియంత్రణ ఫీల్డ్
ਕੰਟਰੋਲ ਫਾਰਮੈਟ ਆਈਟਮ,కంట్రోల్ ఫార్మాట్ అంశం
ਕੰਟਰੋਲ ਫੰਕਸ਼ਨ,నియంత్రణ ఫంక్షన్
ਸਿਰਲੇਖ ਨੂੰ ਕੰਟਰੋਲ,నియంత్రణ శీర్షిక
ਕੰਟਰੋਲ ਮੋਰੀ,నియంత్రణ రంధ్రం
ਨਿਯੰਤਰਣ ਨਿਰਦੇਸ਼,నియంత్రణ సూచన
ਕੰਟਰੋਲ ਨਿਰਦੇਸ਼ ਰਜਿਸਟਰ,నియంత్రణ సూచనల రిజిస్టర్
ਕੰਟਰੋਲ ਭਾਸ਼ਾ,నియంత్రణ భాష
ਨਿਯੰਤਰਿਤ ਪੈਰਾਮੀਟਰ,నియంత్రిత పరామితి
ਨਿਯੰਤਰਿਤ ਸਟੋਰੇਜ ਅਲੋਕੇਸ਼ਨ,నియంత్రిత నిల్వ కేటాయింపు
ਨਿਯੰਤਰਿਤ ਵੇਰੀਏਬਲ,నియంత్రిత వేరియబుల్
ਨਿਯੰਤਰਿਤ ਸ਼ਬਦਾਵਲੀ,నియంత్రిత పదజాలం
ਕੰਟਰੋਲਰ,నియంత్రిక
ਕੰਟਰੋਲਰ ਫੰਕਸ਼ਨ,నియంత్రిక ఫంక్షన్
ਕੰਟਰੋਲ ਲਾਈਨ,నియంత్రణ రేఖ
ਕੰਟਰੋਲ ਤਰਕ,నియంత్రణ తర్కం
ਕੰਟਰੋਲ ਲੂਪ,కంట్రోల్ లూప్
ਕੰਟਰੋਲ ਮਾਰਕ,నియంత్రణ గుర్తు
ਨਿਯੰਤਰਣ-ਮਸਾਜ ਡਿਸਪਲੇਅ,కంట్రోల్-మాసేజ్ డిస్ప్లే
ਮਾਈਕ੍ਰੋਪ੍ਰੋਮਿੰਗ ਨੂੰ ਨਿਯੰਤਰਿਤ ਕਰੋ,మైక్రోప్రోగ్రామింగ్‌ను నియంత్రించండి
ਕੰਟਰੋਲ ਮੋਡ,నియంత్రణ మోడ్
ਕੰਟਰੋਲ ਨੰਬਰ,నియంత్రణ సంఖ్య
ਕੰਟਰੋਲ ਉਦੇਸ਼,నియంత్రణ లక్ష్యం
ਕੰਟਰੋਲ ਓਪਰੇਸ਼ਨ,నియంత్రణ ఆపరేషన్
ਕੰਟਰੋਲ ਓਪਰੇਟਰ,కంట్రోల్ ఆపరేటర్
ਕੰਟਰੋਲ ਓਪਰੇਟਰ ਦਾ ਟਰਮੀਨਲ,కంట్రోల్ ఆపరేటర్ యొక్క టెర్మినల్
ਕਨ੍ਟ੍ਰੋਲ ਪੈਨਲ,నియంత్రణ ప్యానెల్
ਕੰਟਰੋਲ ਪੁਆਇੰਟ,నియంత్రణ పాయింట్
