Gujarati,Bengali
"ઘનતા, ઘનતા","ঘনত্ব, ঘনত্ব"
અવમૂલ્યન સ્તર,অবচয় স্তর
અવક્ષય ઝોન,অবক্ষয় অঞ্চল
વિધ્રુવીકરણ,ডিপোলারাইজেশন
વિધ્રુવીકરણ,depolarized
ડિપોલરાઇઝર,ডিপোলারাইজার
"ક્ષેત્રની ઊંડાઈ, ક્ષેત્રની તીવ્રતા","ক্ষেত্রের গভীরতা, ক্ষেত্রের তীব্রতা"
"વ્યુત્પન્ન પોલેરોગ્રામ, વ્યુત્પન્ન પોલેરોગ્રામ","derived polarogram, derived polarogram"
તારવેલી,উদ্ভূত
"ઉતરતા, ઉતરતા","descending, descending"
"વંશ, વંશ","descent, decent"
"વર્ણન કરો, બનાવો, દોરો","বর্ণনা, নির্মাণ, আঁকা"
છેદ,হর
"ડિઝાઇન કરવી, ડિઝાઇન કરવી (n.) ડિઝાઇન કરવી, ડિઝાઇન કરવી (n.)","ডিজাইন করা, ডিজাইন করা (n.) ডিজাইন করা, ডিজাইন করা (n.)"
વિનાશ,ধ্বংস
વિનાશક હસ્તક્ષેપ,ধ্বংসাত্মক হস্তক্ষেপ
"વિનાશક, વિનાશક","ধ্বংসাত্মক, ধ্বংসাত্মক"
"ઓળખ, શોધ","সনাক্তকরণ, সনাক্তকরণ"
કલેક્ટર,সংগ্রাহক
નિશ્ચયવાદ,নির্ণয়বাদ
નિર્ધારક,নির্ধারক
નિશ્ચય,সংকল্প
નક્કી કરવા માટે,নির্ধারণ
નિર્ધારિત,নির্ধারিত
ડ્યુટેરોન,ডিউটরন
"વ્યક્ત, વિકાસ, વિકાસ","প্রকাশ করা, বিকাশ করা, বিকাশ করা"
"વિકાસકર્તા, વિકાસકર્તા","বিকাশকারী, বিকাশকারী"
"વિકાસ, વિકાસ","উন্নয়ন, উন্নয়ন"
વિચલન,বিচ্যুতি
ઝાકળ,শিশির
ઝાકળ બિંદુ,শিশির বিন্দু
દક્ષિણ ધ્રુવીકરણ,দক্ষিণ মেরুকরণকারী
ડાયગ્નોસ્ટિક ટેસ્ટ,ডায়গনিস্টিক পরীক্ষা
કર્ણ,তির্যক
રેખાકૃતિ,চিত্র
રેખાકૃતિ,চিত্র
ડાયલ,ডায়াল
ડાયમેગ્નેટિક,ডায়ম্যাগনেটিক
"ડાયમેગ્નેટોલોજી, ડાયમેગ્નેટિક સામગ્રી","ডায়ম্যাগনেটোলজি, ডায়ম্যাগনেটিক উপাদান"
ડાયમેગ્નેટિઝમ,diamagnetism
વ્યાસ,ব্যাস
ડાયમેટ્રિકલી વિરુદ્ધ,diametrically বিপরীত
"હીરા, હીરા","হীরা, হীরা"
"ડાયાફ્રેમ, ડાયાફ્રેમ",মধ্যচ্ছদা ডায়াফ্রাম
હીટ એક્સચેન્જ,তাপ বিনিময় করা
હીટ એક્સચેન્જ,তাপ বিনিময় করা
"ડાયટોનિક સ્વરગ્રામ, ડાયટોનિક સ્વરગ્રામ","ডায়াটোনিক স্বরগ্রাম, ডায়াটোনিক স্বরাগ্রাম"
"વિભાજન, અર્ધ-કલા","বিভাজন, আধা শিল্প"
ડાઈક્રોમેટ કોષ,ডাইক্রোমেট কোষ
"દ્વિભાષા, દ્રશ્ય દ્વંદ્વ, સ્તર દ્વિભાષા","দ্বিধাবিভক্তি, ভিজ্যুয়াল ডিকোটমি, লেভেল ডিকোটমি"
ડિક્ટાફોન,ডিক্টাফোন
ડાઇલેક્ટ્રિક,অস্তরক
ડાઇલેક્ટ્રિક્સ,ডাইলেট্রিক্স
ડીઝલ ચક્ર,ডিজেল চক্র
અંતર,ফাঁক
"વિભેદક આવર્તન, વિચલન આવર્તન","ডিফারেনশিয়াল ফ্রিকোয়েন্সি, ডিভিয়েশন ফ্রিকোয়েন্সি"
"વિભેદક, વિભેદક, વિભેદક, વિભેદક, મધ્યવર્તી, વિભેદક","ডিফারেনশিয়াল, ডিফারেনশিয়াল, ডিফারেনশিয়াল, ডিফারেনশিয়াল, ইন্টারস্টিশিয়াল, ডিফারেনশিয়াল"
વિભેદક શોષણ,ডিফারেনশিয়াল শোষণ
ડિસ્ટિંક્શન એમ્પ્લીફાયર,পার্থক্য পরিবর্ধক
"પેનિટ્રેટિવ કેલરીમીટર, પેનિટ્રેટિવ કેલરીમીટર","অনুপ্রবেশকারী ক্যালোরিমিটার, অনুপ্রবেশকারী ক্যালোরিমিটার"
વિભેદક કેપેસિટર,ডিফারেনশিয়াল ক্যাপাসিটর
વિભેદક ઝોન,ডিফারেনশিয়াল জোন
વિભેદક પ્રસાર,ডিফারেনশিয়াল ডিফিউশন
વિભેદક સમીકરણ,আঙ্গক
વિભેદક લુપ્તતા ગુણાંક,ডিফারেনশিয়াল বিলুপ্তি সহগ
ઇન્ટરમીટર આયનીકરણ ચેમ્બર,ইন্টারমিটার আয়নকরণ চেম্বার
વિભેદક આઇસોટોપ પદ્ધતિ,ডিফারেনশিয়াল আইসোটোপ পদ্ধতি
વિભેદક વેગ,ডিফারেনশিয়াল বেগ
તફાવત કરવો,পার্থক্য করা
"ભિન્ન, ભિન્ન","পার্থক্য করা, পার্থক্য করা"
"ભેદભાવ, ભેદભાવ","পার্থক্য, পার্থক্য"
વિવર્તન,বিবর্তন
ડિફ્રેક્ટોમીટર,ডিফ্র্যাক্টোমিটার
"પ્રસરેલું, પ્રસરેલું","diffused, diffused"
પ્રસરેલું,বিচ্ছুরিত
પ્રસરણ,বিস্তার
પ્રસારતા,diffusivity
"અંક, વ્યાસ, આંગળી","অঙ্ক, ব্যাস, আঙুল"
ડિજિટલ રેકોર્ડિંગ,ডিজিটাল রেকর্ডিং
ડિજિટલ વોલ્ટમીટર,ডিজিটাল ভোল্টমিটার
દ્વિ-આઇસોટોપિક તત્વો,দ্বি-আইসোটোপিক উপাদান
પ્રસરણ,বিস্তার
વિસ્તરણ વિકૃતિ,সম্প্রসারণ বিকৃতি
એક્સોમીટર,এক্সোমিটার
વિસ્ફારીની,ভিসফারিনি
"વિસ્તરણ, લંબાઈ-પહોળાઈ, પરિમાણ, શક્તિ","এক্সটেনশন, দৈর্ঘ্য-প্রস্থ, মাত্রা, শক্তি"
પરિમાણીય,মাত্রিক
પરિમાણ,মাত্রিকতা
વીમા એકમ,বীমা ইউনিট
પરિમાણહીન પરિમાણ,মাত্রাহীন মাত্রা
"અવમૂલ્યન, ઘટાડો","অবচয়, হ্রাস"
તેજસ્વી,উজ্জ্বল
ડાયોડ,ডায়োড
ડાયોપ્ટર,diopter
રીફ્રેક્શન ઝોન,প্রতিসরণ জোন
રીફ્રેક્ટીંગ લેન્સ,প্রতিসরণকারী লেন্স
"નમવું, નમવું, નમવું, ચાટ","bow down, bow down, trough"
પતનનો કોણ,পতনের কোণ
દ્વિધ્રુવ,ডাইপোল
દ્વિધ્રુવી સ્તર,বাইপোলার স্তর
ડીરાક ડેલ્ટા કાર્ય,ডিরাক ডেল্টা ফাংশন
"સીધો, સીધો, સીધો, સીધો, વિરુદ્ધ","সোজা, সোজা, সোজা, সরাসরি, বিপরীত"
અનુલોમ સહસંબંધ,অনুলোম পারস্পরিক সম্পর্ক
