Bengali,Odiya
সরাসরি পড়ার যন্ত্র,ସିଧାସଳଖ ପଠନ ଉପକରଣ |
সরাসরি রেকর্ডিং,ସିଧାସଳଖ ରେକର୍ଡିଂ |
দিকনির্দেশক অ্যান্টেনা,ଦିଗଦର୍ଶନ ଆଣ୍ଟେନା |
দিকনির্দেশক কাপলার,ଦିଗଦର୍ଶନ କପଟ
দিকনির্দেশক মাইক্রোফোন,ଦିଗଦର୍ଶନ ମାଇକ୍ରୋଫୋନ୍ |
নির্দেশিকা,ନିର୍ଦ୍ଦେଶନାପତି
ডিরেক্টরি,ଡିରେକ୍ଟୋରୀ
অক্ষম করুন,ଅକ୍ଷମ କରନ୍ତୁ |
ডিস্ক অ্যান্টেনা,ଡିସ୍କ ଆଣ୍ଟେନା |
ডিস্ক ভিত্তিক স্টোরেজ,ଡିସ୍କ ଆଧାରିତ ଷ୍ଟୋରେଜ୍ |
বিচ্ছিন্ন,ପ୍ରତିରୋଧ
ডিস্ক,ଡିସ୍କ
তথ্য ধারণ করে যে চাকতি,ଡିସ୍କ ଡ୍ରାଇଭ
ডিস্ক কোটা,ଡିସ୍କ କୋଟା
ডিস্কেট,ଡିସ୍କେଟ୍
স্থানচ্যুতি,ସ୍ଥାନାନ୍ତର
বিচ্ছুরণ,ବିଚ୍ଛେଦ
উত্পাটন,ବିସ୍ଥାପନ
প্রদর্শন,ପ୍ରଦର୍ଶନ
প্রদর্শন ইউনিট (কনসোল),ପ୍ରଦର୍ଶନ ୟୁନିଟ୍ (କନସୋଲ୍)
অপচয়,ରୂପାନ୍ତର
বিচ্ছিন্নতা,ବିସୋନ୍ସ
বিশুদ্ধ পানি,ଡିଷ୍ଟିଲ୍ ପାଣି |
বিকৃতি,ବିକୃତି
বিতরণ,ବଣ୍ଟନ
বিতরণ পরিবর্ধক,ବଣ୍ଟନ ଏମ୍ପଲିଫାୟର୍ |
বিভাগ,ବିଭାଜନ
বিভাজক,ଡିଭିସିଆସର
নথি,ଡକ୍ୟୁମେଣ୍ଟ୍
Dolby ডিজিটাল,ଡଲବି ଡିଜିଟାଲ୍ |
ডোমেইন,ଡୋମେନ୍
ডোমেন নিয়ন্ত্রক,ଡୋମେନ୍ ନିୟନ୍ତ୍ରକ |
ডপলার এফেক্ট,ଡୋପେଲର ପ୍ରଭାବ
ডাবল মেরু (ডিপোল),ଡବଲ୍ ପୋଲ୍ (ଡିପୋଲ୍)
ডাবল মেরু একক থ্রো সুইচ,ଡବଲ୍ ପୋଲ୍ ସିଙ୍ଗଲ୍ ଥ୍ରୋ ସୁଇଚ୍ |
ডাবল পার্শ্বযুক্ত ডিস্ক,ଡବଲ୍ ସାଇଡ୍ ଡିସ୍କ |
ডাবল্ট,ଦ୍ୱନ୍ଦ୍ୱ
ডাউন ওয়েভ ডাউন,ତଳକୁ ଆସୁଥିବା ତରଙ୍ଗ |
ডাউন স্ট্রিম,ତଳେ ସ୍ରୋତ |
ডাউনলিংক,ଅଦୃଶ୍ୟ
ডাউনলোড,ଡାଉନଲୋଡ୍ କରନ୍ତୁ |
ডাউনলোড করা,ଡାଉନଲୋଡ୍ କରିବା
অঙ্কন,ଚିତ୍ରାଙ୍କନ
ড্রিলিং বিট,ଡ୍ରିଲିଂ ବିଟ୍
ড্রিলিং মেশিন,ଡ୍ରିଲିଂ ମେସିନ୍ |
ড্রাইভ,ଡ୍ରାଇଭ୍
ড্রাম,ଡ୍ରମ୍
শুকনো বাল্ব তাপমাত্রা,ଶୁଖିଲା ବଲ୍ବ ତାପମାତ୍ରା |
শুকনো সেল,ଶୁଖିଲା କୋଷ
শুকনো সোল্ডার,ଶୁଖିଲା ସୋଲିୟର |
দ্বৈত চ্যানেল মোড,ଡୁଆଲ୍ ଚ୍ୟାନେଲ ମୋଡ୍ |
ডাবিং,ଅଳିଆ
ডুড,ଡୁଡ୍
ডাম্প,ଡମ୍ପ୍ |
দ্বৈত,ଡୁପ୍ଲେକ୍ସ
সময়কাল,ଅବଧି
ধুলো,ଧୂଳି
ডাস্ট বাগ,ଧୂଳି ବଗ୍
ধুলা প্রমাণ,ଧୂଳି ପ୍ରମାଣ
ডাস্টার,ଡଷ୍ଟର୍
গতিশীল,ଗତିଶୀଳତା |
গতিশীল বিট বরাদ্দ,ଗତିଶୀଳ ବିଟ୍ ଆବଣ୍ଟନ |
গতিশীল ইন্টারমোডুলেশন বিকৃতি (ডিম),ଡାଇନାମିକ୍ ଇଣ୍ଟରମୋଡୁଲେସନ୍ ବିକୃତ (DIM)
গতিশীল পরিমাণ,ଡାଇନାମିକ୍ ପରିମାଣ
গতিশীল পরিসীমা,ଗତିଶୀଳ ପରିସର
গতিশীল পরিসীমা নিয়ন্ত্রণ,ଡାଇନାମିକ୍ ରେଞ୍ଜ ନିୟନ୍ତ୍ରଣ |
ডায়নামো,ଡାଇନାମୋ |
কানের ফোন,କାନ ଫୋନ୍
পৃথিবী,ପୃଥିବୀ
পৃথিবী বাল্জ,ପୃଥିବୀ ବଲଜ |
পৃথিবী প্রতিরোধ,ପୃଥିବୀ ପ୍ରତିରୋଧ
আর্থ রড,ପୃଥିବୀ ରୋଡ୍ |
আর্থ স্যাটেলাইট,ପୃଥିବୀ ଉପଗ୍ରହ |
আর্থ স্টেশন,ପୃଥିବୀ କେନ୍ଦ୍ର |
আর্থ টার্মিনাল,ପୃଥିବୀ ଟର୍ମିନାଲ୍ |
আর্থিং,ଘିଅ |
প্রতিধ্বনি,ଇକୋ
প্রতিধ্বনির কামরা,ଇକୋ ଚାମ୍ବର |
এডি কারেন্ট,ଏଡି କରେଣ୍ଟ୍ |
এডি বর্তমান ক্ষতি,ଏଡି ସାମ୍ପ୍ରତିକ କ୍ଷତି |
এজওয়াইজ মিটার,ଧାରବାହୀ ମିଟର
সম্পাদনা,ସମ୍ପାଦନା
কার্যকর অ্যান্টেনা উচ্চতা,ପ୍ରଭାବଶାଳୀ ଆଣ୍ଟେନନା ଉଚ୍ଚତା |
কার্যকর অ্যান্টেনার দৈর্ঘ্য,ପ୍ରଭାବଶାଳୀ ଆଣ୍ଟେନନା ଲମ୍ବ |
কার্যকর ভোল্টেজ,ପ୍ରଭାବଶାଳୀ ଭୋଲଟେଜ୍ |
দক্ষতা,ଦକ୍ଷତା
স্থিতিস্থাপকতা,ଇଲାସ୍ଟିସିଟି |
বৈদ্যুতিক স্রাব,ବ electric ଦ୍ୟୁତିକ ଡିସଚାର୍ଜ
বৈদ্যুতিক ক্ষেত্র,ବ electric ଳିକ କ୍ଷେତ୍ର
বৈদ্যুতিন ফ্ল্যাশ,ବ electrical ଳିକ ଫ୍ଲାସ
বৈদ্যুতিক চুলা,ବ electric ଦ୍ୟୁତିକ ହିଟର |
বৈদ্যুতিক মিটার,ଇଲେକ୍ଟ୍ରିକ୍ ମିଟର
বৈদ্যুতিক মটর,ଇଲେକ୍ଟ୍ରିକ୍ ମୋଟର
বৈদ্যুতিক শক,ବ electric ଦ୍ୟୁତିକ ଶକ୍
বৈদ্যুতিক স্পার্ক,ଇଲେକ୍ଟ୍ରିକ୍ ସ୍ପାର୍କ |
বৈদ্যুতিক সরঞ্জাম,ବ electrical ଦ୍ୟୁତିକ ଉପକରଣ |
বৈদ্যুতিক শব্দ,ବ electrical ଦ୍ୟୁତିକ ଶବ୍ଦ
বৈদ্যুতিক ঝড়,ବ electrical ଦୁତିକ storm ଡ |
বৈদ্যুতিকভাবে পরিচালিত বাদ্যযন্ত্র,ବ als ତିକ ଭାବରେ ବାଦ୍ୟଯନ୍ତ୍ରିତ ବାଦ୍ୟଯନ୍ତ୍ର |
বিদ্যুৎ,ବିଦ୍ୟୁତ୍
বিদ্যুৎ সরবরাহ,ବିଦ୍ୟୁତ୍ ଯୋଗାଣ |
ইলেক্ট্রোডাইনামিক,ଇଲେକ୍ଟ୍ରୋଡାମନ |
তড়িৎ - ধারক,ଇଲେକ୍ଟ୍ରୋଲାଇଟିକ୍ କ୍ୟାପେସିଟର |
বৈদ্যুতিন চৌম্বক,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ |
বৈদ্যুতিন চৌম্বকীয় ব্যাঘাত,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ବିଶୃଙ୍ଖଳା |
বৈদ্যুতিন চৌম্বকীয় হস্তক্ষেপ,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ଅନ୍ତ incer କଣ୍ଟାକ୍ଟ |
ইলেক্ট্রোম্যাগনেটিক বর্ণালী,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ସ୍ପେକ୍ଟ୍ରମ୍ |
ইলেক্ট্রোম্যাগনেটিক তরঙ্গ,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ତରଙ୍ଗ |
বৈদ্যুতিন চৌম্বকীয় তরঙ্গ প্রচার,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ତରଙ୍ଗ ପ୍ରସାରଣ |
ইলেক্ট্রন একাধিক ফটোোট ्यूब,ଇଲେକ୍ଟ୍ରନ୍ ଏକାଧିକ ଫଟୋ |
বৈদ্যূতিক গণকযন্ত্র,ଇଲେକ୍ଟ୍ରୋନିକ୍ କାଲକୁଲେଟର |
বৈদ্যুতিন ডেটা প্রসেসিং (ইডিপি),ଇଲେକ୍ଟ୍ରୋନିକ୍ ଡାଟା ପ୍ରକ୍ରିୟାକରଣ (EDP)
বৈদ্যুতিন মেল (ই-মেইল),ଇଲେକ୍ଟ୍ରୋନିକ୍ ମେଲ୍ (ଇ-ମେଲ୍)
বৈদ্যুতিন স্যুইচিং সিস্টেম,ବ Elect ଦ୍ୟୁତିକ ସୁଇଚ୍ ସିଷ୍ଟମ୍ |
ইলেকট্রনিক্স,ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |
ইলেক্ট্রোপ্লেটিং,ଇଲେକ୍ଟ୍ରୋପିଂ
ইলেক্ট্রোস্ট্যাটিক,ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍
উচ্চতা,ଉଚ୍ଚତା
এম্বেড,ଏମ୍ବେଡ୍
এম্বেডড অডিও,ଏମ୍ବେଡ୍ ଅଡିଓ |
এম্বেডেড সিস্টেম,ଏମ୍ବେଡ୍ ସିଷ୍ଟମ୍ |
প্রতীক,ପ୍ରତୀକ
উঠতি প্রবণতা,ଉଦତର ଟ୍ରେଣ୍ଡଗୁଡିକ
নিঃসরণ,ନିର୍ଗରଣ
ইমিটার,ତିକ୍ତ
ইমিটার অনুসরণকারী,ଏମିଟର ଅନୁସରଣକାରୀ |
ইমিটার টার্মিনাল,ଏମୋଟିକ୍ ଟର୍ମିନାଲ୍ |
ইমিটার-বেস-জংশন,ଏମିଟର-ବେସ୍-ଜଙ୍କସନ |
সক্ষম করুন,ସକ୍ଷମ କରନ୍ତୁ |
Enamelled তার,ଏନନେଲ୍ ତାର
এনসিফার,ଆବଦ୍ଧ
ঘের,ଏନକ୍ଲୋଜର
এনকোড,ଏନକୋଡ୍ |
এনকোডার,ଏନକୋଡର୍ |
এনকোডিং,ଏନକୋଡିଂ
জোড়া লাগানো,ଏନକ୍ରିପସନ୍
শেষ চিহ্ন,ଶେଷ ଚିହ୍ନ
শেষ ব্যবহারকারী,ଶେଷ ବ୍ୟବହାରକାରୀ |
শক্তি,ଶକ୍ତି
শক্তি ছত্রভঙ্গ,ଶକ୍ତି ବିସର୍ଜନ |
শক্তি বিতরণ,ଶକ୍ତି ବଣ୍ଟନ
প্রয়োগ,ଅଭିଶନ୍ତ
ইঞ্জিন,ଇଞ୍ଜିନ୍
প্রকৌশলী,ଇଞ୍ଜିନିୟର
প্রকৌশল,ଇଞ୍ଜିନିୟରିଂ
ইঞ্জিনিয়ারিং স্টোর,ଇଞ୍ଜିନିୟରିଂ ଷ୍ଟୋର
খোদাই করা,ଖୋଦନ
উন্নত,ବାରଣ କରନ୍ତୁ
এনসেম্বল,Entemble
কী প্রবেশ করান,କୀ ପ୍ରବେଶ କରନ୍ତୁ |
এন্টারপ্রাইজ আর্কিটেকচার,ଅତିରିକ୍ତ ସ୍ଥାପତ୍ୟ
এনথালপি,ସମ୍ପତ୍ତି |
এনট্রপি,ଏଣ୍ଟ୍ରପି |
এনট্রপি কোডিং,ଏଣ୍ଟ୍ରପି କୋଡିଂ |
এনট্রপি অপ্রয়োজনীয়তা,ଏଣ୍ଟ୍ରପି ଅନାବଶ୍ୟକତା |
সমান,ସମାନ
সমতা,ସମାନତା
সমতুল্য,ସମାନ
সরঞ্জাম,ଉପକରଣ
সরঞ্জাম কভার,ଯନ୍ତ୍ରପାତି ବନ୍ଦ |
সমতুল্য,ସମାନ
মুছুন,ଲିଭାନ୍ତୁ
মাথা মুছুন,ମୁଣ୍ଡ ଲିଭାନ୍ତୁ |
ক্ষয়,କ୍ଷୟ
অনিশ্চিত,ତ୍ରୁଟି
ত্রুটি,ତ୍ରୁଟି
ত্রুটি নিয়ন্ত্রণ কোডিং,ତ୍ରୁଟି ବିନା କଣ୍ଟ୍ରୋଡିଂ |
ত্রুটি সংশোধন,ତ୍ରୁଟି ସଂଶୋଧନ |
ত্রুটি সনাক্তকরণ,ତ୍ରୁଟି ଚିହ୍ନଟ |
শিল্প খাত,ତ୍ରୁଟି ନିୟନ୍ତ୍ରଣ କରିବା |
ত্রুটি সম্ভাবনা,ତ୍ରୁଟି ସମ୍ଭାବନା |
ইথারনেট,ଇଥରନେଟ୍ |
ইথারনেট তারের,ଇଥରନେଟ୍ କେବୁଲ୍ |
ইউজেনিক্স,ଇଉଜେନିକ୍ସ
খালি করা,ସ୍ଥାନାନ୍ତର କର |
বিনিময়,ବିନିମୟ
উত্তেজনাপূর্ণ,ଉତ୍ତେଜନା
এক্সিকিউট,ଏକଜେକ୍ୟୁଟ୍ କର
সঞ্চালনের সময়,ସମୟିଆନିଆ ସମୟ
নিষ্কাশন,ନିଷ୍କାସନ
প্রস্থান,ପ୍ରସ୍ଥାନ
প্রসারিত,ବିସ୍ତାରିତ
সম্প্রসারণ ভালভ,ବିସ୍ତାର ଭଲଭ୍ |
পরীক্ষা,ପରୀକ୍ଷଣ |
দক্ষ পদ্ধতি,ବିଶେଷଜ୍ଞ ସିଷ୍ଟମ୍ |
অন্বেষণ,ଅନୁସନ୍ଧାନ କର |
অনুসন্ধানকারী,ଏକ୍ସପ୍ଲୋରର |
এক্সপো (প্রদর্শনী),ଏକ୍ସପୋ (ପ୍ରଦର୍ଶନୀ)
বিদ্যুৎ সরবরাহের বর্ধন,ବିଦ୍ୟୁତ୍ ଯୋଗାଣର ବିସ୍ତାର |
বাহ্যিক নিয়ন্ত্রণ,ବାହ୍ୟ ନିୟନ୍ତ୍ରଣ
বাহ্যিক স্মৃতি,ବାହ୍ୟ ସ୍ମୃତି
বাহ্যিক সংগ্রহস্থল,ବାହ୍ୟ ସଂରକ୍ଷଣ
বাহ্যিক থ্রেড,ବାହ୍ୟ ସୂତ୍ର
নির্যাস,ବାହାର
এক্সট্রানেট,ଅତିରିକ୍ତ
বানোয়াট,କପଡା |
দিক,ଫେନ୍ସ
ফ্যাসিমাইল,କାରସିମ୍
ফ্যাক্টর,କାରକ
বিবর্ণ,ମଳିନ
বিবর্ণ,ମଳିନ
বিবর্ণ,କମେ
ফাদার,ଫ୍ୟାଜର୍
বিবর্ণ,କ୍ଷୀଣ
বিবর্ণ অঞ্চল,କ୍ଷୀଣ ଜୋନ୍ |
ফ্যান্টম (= ফ্যান্টম),ଫ୍ୟାନ୍ମ୍ (= ଫାଣ୍ଟମ୍)
ফাস্ট ফুরিয়ার ট্রান্সফর্ম (এফএফটি) অ্যালগরিদম,ଦ୍ରୁତ ଅଧିକକ ପରିବର୍ତ୍ତନ (FFT) ଆଲଗୋରିଦମ |
মারাত্মক ত্রুটি,ସାଂଘାତିକ ତ୍ରୁଟି |
দোষ,ଦୋଷ
বৈশিষ্ট্য,ବ feature ଶିଷ୍ଟ୍ୟ
ফিড,ଫିଡ୍
প্রতিক্রিয়া,ମତାମତ
প্রতিক্রিয়া পরিবর্ধক,ମତାମତ ଏମ୍ପ୍ଲିଫାୟର୍ |
প্রতিক্রিয়া সার্কিট,ଥାପର୍ସ ସର୍କିଟ |
প্রতিক্রিয়া ভোল্টেজ,ମନିକଲ୍ସ ଭୋଲଟେଜ୍ |
ফিডার,ଫିଡର୍
ফিডার কেবল,ଫିଡର୍ କେବୁଲ୍ |
ফিডার হাট,ଫିଡର୍ ହଟ୍ |
ফিডার লাইন,ଫିଡର୍ ଲାଇନ୍ |
ফিডার সিস্টেম,ଫିଡର୍ ସିଷ୍ଟମ୍ |
ফিডার তার,ଫିଡର୍ ତାର
ফাইবার,ଫାଇବର
ফাইবার অপটিক,ଫାଇବର ଅପ୍ଟିକ୍ସ |
বিশ্বস্ততা,ବିଶ୍ୱସ୍ତତା
বিশ্বস্ততা পরিসীমা এক্সটেনশন,ଫିଡେଲିଟି ରେଞ୍ଜ୍ ବିସ୍ତାର |
ক্ষেত্র,କ୍ଷେତ୍ର
ফিল্ড ড্রাইভ,କ୍ଷେତ୍ର ଡ୍ରାଇଭ୍
ফিল্ড এফেক্ট ট্রানজিস্টর,କ୍ଷେତ୍ର ପ୍ରଭାବ ଟ୍ରାନ୍ସଜିଷ୍ଟର |
ক্ষেত্রের শক্তি,କ୍ଷେତ୍ର ଶକ୍ତି
ক্ষেত্র শক্তি মিটার,କ୍ଷେତ୍ର ଶକ୍ତି ମିଟର |
ক্ষেত্র শক্তি জরিপ,କ୍ଷେତ୍ର ଶକ୍ତି ସର୍ବେକ୍ଷଣ |
চিত্র,ଚିତ୍ର
মেধার চিত্র,ଯୋଗ୍ୟତା ଚିତ୍ର
ফিলামেন্ট,ଚମକ
ফাইল,ଫାଇଲ୍ |
ফাইল সার্ভার,ଫାଇଲ୍ ସର୍ଭର |
নথি ব্যবস্থা,ଫାଇଲ୍ ସିଷ୍ଟମ୍ |
ফিলার,ଫିଲର୍
ফিল্ম রেকর্ডার,ଚଳଚ୍ଚିତ୍ର ରେକର୍ଡର୍ |
