Malayalam,Gujarati
"പ്രാഥമിക, പ്രാഥമിക, മൂലക","પ્રાથમિક, પ્રાથમિક, પ્રાથમિક"
യഥാർത്ഥ ചാർജ്,મૂળ ચાર્જ
"ഉയർച്ച, ഉയർച്ച, ഉയർച്ച, ഉയർച്ച, ഉയർച്ച","એલિવેશન, એલિવેશન, એલિવેશન, એલિવેશન, એલિવેશન"
ആൾട്ടിമീറ്റർ,અલ્ટિમીટર
"എലിവേറ്റർ, എലിവേറ്റർ","એલિવેટર, એલિવેટર"
ദീർഘവൃത്തം അല്ലാത്തത്,અંડાકાર
"നീളം, മാഗ്നിഫിക്കേഷൻ, വ്യാപനത്തിന്റെ കോൺ","વિસ્તરણ, વિસ્તૃતીકરણ, ફેલાવો કોણ"
"റിലീസ്, റിലീസ്","મુક્તિ, મુક્તિ"
"വ്യാപനം, സന്തതി","પ્રસાર, સંતાન"
എംബഡ് ചെയ്യാൻ,એમ્બેડ કરવા માટે
ഉൾച്ചേർത്തത്,એમ્બેડેડ
ഇഷ്യൂചെയ്തു,જારી
ഉദ്വമനം,ઉત્સર્જન
"ഉദ്വമനം, ഉദ്വമനം","ઉત્સર્જન, ઉત્સર્જન"
ഉദ്വമനം,ઉત્સર્જન
"എമിറ്റർ, എമിറ്റർ","ઉત્સર્જક, ઉત્સર્જક"
"പ്രീ-ബലപ്പെടുത്തൽ, ബലം","પૂર્વ-મજબૂતીકરણ, બળ"
അനുഭവപരമായ,પ્રયોગમૂલક
"ശൂന്യമായ, നിറയ്ക്കാത്ത","ખાલી, અધૂરું"
"emulsifier, emulsifier","emulsifier, emulsifier"
"എമൽഷൻ, എമൽഷൻ","પ્રવાહી મિશ્રણ, પ્રવાહી મિશ્રણ"
"അവസാനം, അവസാനം, അവസാനം, അവസാനം","અંત, અંત, અંત, અંત"
അന്തിമ പുനരവലോകനം,અંતિમ પુનરાવર્તન
ഊർജ്ജ കാര്യക്ഷമമായ,ઊર્જા કાર્યક્ષમ
"അച്ചുതണ്ട് സ്ഥാനം, എ-സ്ഥാനം","અક્ષીય સ્થિતિ, એ-પોઝિશન"
"എൻഡോതെർമിക്, എൻഡോതെർമിക്","એન્ડોથર્મિક, એન્ડોથર્મિક"
എൻഡോതെർമിക് പ്രക്രിയ,એન્ડોથર્મિક પ્રક્રિયા
ഊർജം പകരാൻ,ઉત્સાહિત કરવા માટે
അന്തർലീനമായ ഊർജ്ജം,આંતરિક ઊર્જા
ഊർജ്ജ ഊർജ്ജം,ઉર્જા શક્તિ આપનાર
"എഞ്ചിൻ എഞ്ചിനീയറിംഗ്, എഞ്ചിനീയറിംഗ്","એન્જિન એન્જિનિયરિંગ, એન્જિનિયરિંગ"
വളർച്ച,વૃદ્ધિ
സമ്പന്നമായ ഐസോടോപ്പുകൾ,સમૃદ્ધ આઇસોટોપ્સ
വർദ്ധിപ്പിച്ച റിയാക്ടർ,સંવર્ધિત રિએક્ટર
സമ്പുഷ്ടീകരണം,સંવર્ધન
അഭിവൃദ്ധി,સમૃદ્ધિ
"സെറ്റ്, കമ്മ്യൂണിറ്റി","સમૂહ, સમુદાય"
"enthalpy, കേവല ചൂട്","એન્થાલ્પી, સંપૂર્ણ ગરમી"
ശക്തി,શક્તિ
എൻട്രോപ്പി,એન્ટ્રોપી
പ്രവേശനം,પ્રવેશ
"എണ്ണുക, എണ്ണുക","ગણતરી, ગણતરી"
പേജിനേഷൻ,પૃષ્ઠ ક્રમાંકન
പ്രഭവകേന്ദ്രം,અધિકેન્દ્ર
"അതാര്യമായ, എപ്പിസ്കോപ്പ്","અપારદર્શક, એપિસ્કોપ"
epitaxy പാളി,એપિટેક્સી સ્તર
"apitaxi, overrun","apitaxi, overrun"
"തുല്യ, തുല്യ, തുല്യ, തുല്യ","સમાન, સમાન, સમાન, સમાન"
സമനില,બરાબરી
തുല്യത,સમાનતા
സമവാക്യം,સમીકરણ
"ഭൂമധ്യരേഖ, ഭൂമധ്യരേഖ, ഭൂമധ്യരേഖ, ഭൂമധ്യരേഖ","વિષુવવૃત્ત, વિષુવવૃત્ત, વિષુવવૃત્ત, વિષુવવૃત્ત"
"മധ്യരേഖാ, മധ്യരേഖാ, മധ്യരേഖാ, മധ്യരേഖാ","વિષુવવૃત્તીય, વિષુવવૃત્તીય, મધ્યવર્તી, વિષુવવૃત્તીય"
കുത്തനെയുള്ള,અંતર્મુખ
കുത്തനെയുള്ള,અંતર્મુખ
ഐസോമെട്രിക്,આઇસોમેટ્રિક
"സമദൂരം, സമാന്തരം","સમદૂર, સમાંતર"
"സന്തുലിതാവസ്ഥ, സന്തുലിതാവസ്ഥ, സന്തുലിതാവസ്ഥ","સંતુલન, સંતુલન, સંતુલન"
സമനില,ઇક્વિડિવિઝન
ഉപകരണങ്ങൾ,સાધનસામગ્રી
"തുല്യത, കഴിവ്","સમાનતા, યોગ્યતા"
തുല്യശക്തി,ઇક્વિપોટેન્શિયલ
ഐസോബാറുകൾ,આઇસોબાર્સ
തുല്യത,સમાનતા
"തത്തുല്യം, തത്തുല്യം (വി.), തത്തുല്യം (n.)","સમકક્ષ, સમકક્ષ (v.), સમકક્ષ (n.)"
തുല്യമായ ആഗിരണം,સમકક્ષ શોષણ
"തുല്യ ചാലകത, തുല്യ ചാലകത","સમકક્ષ વાહકતા, સમકક્ષ વાહકતા"
ഐസോമെട്രിക് ലെൻസ്,આઇસોમેટ્રિક લેન્સ
"ലംബമായ ചിത്രം, നേരായ ചിത്രം","ઊભી છબી, સીધી છબી"
ലംബമായ,ઊભી
എർഗ്,અર્ગ
"ഊർജ്ജസ്വലമായ, അഭിപ്രായമുള്ള","મહેનતુ, અભિપ્રાયયુક્ત"
"തെറ്റ്, തെറ്റ്, തെറ്റ്, കൃത്യതയില്ലായ്മ","ભૂલ, ભૂલ, ભૂલ, અચોક્કસતા"
ടണൽ ഡയോഡ്,ટનલ ડાયોડ
രക്ഷപ്പെടുക,દુર જા
"അത്യാവശ്യം, അത്യാവശ്യം","આવશ્યક, આવશ્યક"
ഈഥർ,ઈથર
യൂക്ലിഡിയൻ കോർഡിനേറ്റുകൾ,યુક્લિડિયન કોઓર્ડિનેટ્સ
യൂലർ ആംഗിൾ,યુલર-કોણ
യൂടെക്റ്റിക്,"eutectic, eutectic"
"ഒഴിഞ്ഞുപോയി, ഒഴിഞ്ഞുപോയി","ખાલી કરાવ્યું, ખાલી કરાવ્યું"
"ഒഴിപ്പിക്കൽ, ശൂന്യമാക്കൽ","ખાલી કરાવવું, ખાલી કરવું"
"വിലയിരുത്തൽ, വിലയിരുത്തൽ","મૂલ્યાંકન, મૂલ્યાંકન"
ആവിയായി,બાષ્પીભવન
"ബാഷ്പീകരണം, ബാഷ്പീകരണം, ബാഷ്പീകരണം","બાષ્પીભવન, બાષ્પીભવન, બાષ્પીભવન"
പോലും,સમ
"സംഭവം, എപ്പിസോഡ്","ઘટના, એપિસોડ"
"എന്നും സുരക്ഷിതം, എന്നും സുരക്ഷിതം","હંમેશા સલામત, હંમેશા સલામત"
"സത്യം, സത്യം, കൃത്യമായി","સાચું, સાચું, ચોક્કસ"
എക്സോസെന്റർ,એક્સોસેન્ટર
പ്രഭവകേന്ദ്രം,અધિકેન્દ્ર
കേന്ദ്രാഭിമുഖം,કેન્દ્રબિંદુ
ഉത്കേന്ദ്രത,તરંગીતા
അമിതമായ,અતિશય
എക്സ്ചേഞ്ച്,વિનિમય
"ആവേശം, ഊർജ്ജം","ઉત્તેજના, ઊર્જા"
ഉത്തേജിപ്പിക്കാൻ,"ઉત્તેજીત કરવા, ઉત્સાહિત કરવા"
ആവേശഭരിതനായി,ઉત્સાહિત
ഉത്തേജിപ്പിക്കുന്ന,ઉત્તેજક
exciton,ઉત્તેજના
ഒഴിവാക്കൽ നിയമം,બાકાત નિયમ
നിർവ്വഹണം,અમલ
"കുടിയൊഴിപ്പിക്കൽ, കാഥർസിസ്, എക്സ്ട്രൂഷൻ, ക്ലോസിംഗ്","ખાલી થવું, કેથાર્સિસ, બહાર કાઢવું, બંધ કરવું"
ഇഷ്യൂ,મુદ્દો
"ബാഹ്യതാപം, ചൂട് ഉത്തേജിപ്പിക്കുന്നു","એક્ઝોથર્મિક, ગરમી ઉત્તેજક"
ബാഹ്യതാപനില,એક્ઝોથર્મિક
അസാധാരണമായ ഇന്ധനം,અસામાન્ય બળતણ
വ്യാപിക്കുക,ફેલાવો
പ്രക്ഷേപണം,પ્રસારણ
പ്രക്ഷേപകൻ,પ્રસારણકર્તા
വിപുലീകരണം,વિસ્તરણ
"പരക്കുക, പരക്കുക","ફેલાવો, ફેલાવો"
പരീക്ഷണം,પ્રયોગ
"പരീക്ഷണാത്മക, പരീക്ഷണാത്മക","પ્રાયોગિક, પ્રાયોગિક"
ഉപയോഗപ്രദമായ,ઉપયોગી
"സ്ഫോടനം, സ്ഫോടനം","વિસ્ફોટ, વિસ્ફોટ"
ഘാതം,ઘાત
"എക്‌സ്‌പോണൻഷ്യൽ, എക്‌സ്‌പോണൻഷ്യൽ","ઘાતાંકીય, ઘાતાંકીય"
എക്സ്പോണൻറി പൊട്ടൻഷ്യൽ വെൽ,એક્સપોનેન્ટી પોટેન્શિયલ વેલ
"എക്സ്പോഷർ, എക്സ്പോഷർ, എക്സ്പോഷർ, എക്സ്പോഷർ, കവർ","એક્સપોઝર, એક્સપોઝર, એક્સપોઝર, એક્સપોઝર, કવર"
"ആവിഷ്കാരം, ആവിഷ്കാരം","અભિવ્યક્તિ, અભિવ્યક્તિ"
നീട്ടി,વિસ્તૃત
"വികസിക്കുന്നു, വികസിക്കുന്നു, വികസിക്കുന്നു, വികസിക്കുന്നു, വ്യാപിക്കുന്നു","વિસ્તરણ, વિસ્તરણ, વિસ્તરણ, વિસ્તરણ, ફેલાવો"
"വ്യാപ്തി, വ്യാപ്തി","હદ, હદ"
ബൈ,બાય
"വംശനാശം, വംശനാശം","લુપ્ત થવું, લુપ્ત થવું"
നോൺ-ലീനിയർ പോയിന്റ്,બિનરેખીય બિંદુ
ബാഹ്യമായ,બાહ્ય
എക്സ്ട്രാ ന്യൂക്ലിയർ,અણુ
"അസാധാരണമായ, അസാധാരണമായ","અસામાન્ય, અસાધારણ"
"ഗ്രഹങ്ങളുടെ ആകാശം, ഗ്രഹങ്ങളുടെ ആകാശം","ગ્રહોનું આકાશ, ગ્રહોનું આકાશ"
ഒഴുക്ക്,પ્રવાહ
എക്സ്ട്രാപോളേറ്റഡ്,એક્સ્ટ્રાપોલેટેડ
എക്സ്ട്രാപോളേഷൻ,એક્સ્ટ્રાપોલેશન
ഭൂരഹിതമായ,બિન-પાર્થિવ
അന്യഗ്രഹ ദ്രവ്യം,બહારની દુનિયાની બાબત
ബാഹ്യമായ,બાહ્ય
"ബാഹ്യ ചാലകത, ബാഹ്യ ചാലകത","બાહ્ય વાહકતા, બાહ્ય વાહકતા"
അഭേദ്യമായ അർദ്ധചാലകം,અભેદ્ય સેમિકન્ડક્ટર
"കണ്ണ്, കണ്ണ്","આંખ, આંખ"
