Kannada,Gujarati
ಮೊದಲ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್,પ્રથમ પેઢીના કમ્પ્યુટર
ಮೊದಲ ಇನ್‌ಪುಟ್ ಮೊದಲ ಸಂಚಿಕೆ (FIFO),ફર્સ્ટ ઇનપુટ ફર્સ્ટ ઇશ્યુ (FIFO)
ಮೊದಲ ಆದೇಶದ ವಾದ,પ્રથમ ઓર્ડર દલીલ
ಮೊದಲ ಆದೇಶದ ತತ್ವ,પ્રથમ ઓર્ડર સિદ્ધાંત
ಸ್ಥಿರ ವಿಭಾಗ,નિશ્ચિત વિભાજન
ಸಹಿ ಮಾಡಿ,હસ્તાક્ષર
ಹೊಂದಿಕೊಳ್ಳುವ ಡಿಸ್ಕ್,લવચીક ડિસ્ક
ಫ್ಲಾಪಿ ಡಿಸ್ಕ್,ફ્લોપી ડિસ્ક
ಫ್ಲಾಪಿ ಡಿಸ್ಕ್ ಡ್ರೈವ್ (FDD),ફ્લોપી ડિસ્ક ડ્રાઇવ (FDD)
ಹರಿವಿನ ಚಾರ್ಟ್,ફ્લો ચાર્ટ
ನಿಯಂತ್ರಣ ಹರಿವು,નિયંત્રણ પ્રવાહ
ಮುಂಜಾನೆ,વહેલી સવાર
ಫೋಲ್ಡರ್,ફોલ્ડર
ಫಾಂಟ್,ફોન્ટ
ಫಾಂಟ್ ಕುಟುಂಬ,ફોન્ટ કુટુંબ
ಬಾಹ್ಯ ಕೀ,બાહ્ય કી
ಫಾರ್ಮ್,ફોર્મ
ಸಾಂಕೇತಿಕ ಭಾಷೆ,સાંકેતિક ભાષા
ಸಾಂಕೇತಿಕ ವಿಧಾನ,પ્રતીકાત્મક પદ્ધતિ
"1.ಫಾರ್ಮ್ಯಾಟ್, 2.ಫಾರ್ಮ್","1.ફોર્મેટ, 2.ફોર્મ"
ಚಿತ್ರ,ચિત્ર
ಫೋರ್ಟ್ರಾನ್,ફોર્ટન
"1.ಫೋರ್ಟ್ರಾನ್ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ) ಪ್ರೋಗ್ರಾಂ, 2.ಫೋರ್ಟ್ರಾನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್","1.ફોર્ટ્રાન (કોમ્પ્યુટર ભાષા) પ્રોગ્રામ, 2.ફોર્ટ્રાન પ્રોગ્રામિંગ"
ಫಾರ್ವರ್ಡ್ ಸ್ಲ್ಯಾಷ್,ફોરવર્ડ સ્લેશ
4 ನೇ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್,4થી પેઢીના કમ્પ્યુટર
ವಿಭಾಗ,વિભાગ
ಚೌಕಟ್ಟು,ફ્રેમ
"1.ಉಚಿತ ನೆಟ್, 2.ಉಚಿತ ನೆಟ್","1.ફ્રી નેટ, 2.ફ્રી નેટ"
ಉಚಿತ ಸಾಫ್ಟ್‌ವೇರ್ ಟ್ರಸ್ಟ್,મફત સોફ્ટવેર ટ્રસ્ટ
ಉಚಿತ ಸಂಗ್ರಹಣೆ,મફત સંગ્રહ
ಫ್ರೀವೇರ್,ફ્રીવેર
ಮುಂಭಾಗ,આગળ
"1.ಮುಂಭಾಗದ ಫಲಕ, 2.ಮುಂಭಾಗದ ಫಲಕ","1.ફ્રન્ટ પેનલ, 2.ફ્રન્ટ પેનલ"
"1.ಕಾರ್ಯಗಳು, 2. ಕಾರ್ಯ","1.કાર્યો, 2. કાર્ય"
ಕಾರ್ಯ ಕೀ,કાર્ય કી
ಕಾರ್ಯ ಉಲ್ಲೇಖ,કાર્ય સંદર્ભ
ಕ್ರಿಯಾತ್ಮಕ ಅವಲಂಬನೆ,કાર્યાત્મક નિર્ભરતા
ಕಾರ್ಯ ಪರೀಕ್ಷೆ,કાર્ય પરીક્ષણ
"1. ಅಸ್ಪಷ್ಟ ತರ್ಕ, 2. ಅಸ್ಪಷ್ಟ ತರ್ಕ","1.અસ્પષ્ટ તર્ક, 2.અસ્પષ્ટ તર્ક"
"1. ಅಸ್ಪಷ್ಟ ಸೆಟ್, 2. ಅಸ್ಪಷ್ಟ ಸೆಟ್","1.ફઝી સેટ, 2.ફઝી સેટ"
ಲಾಭ,લાભ
ಕ್ರೀಡಾ ಮರ,રમતગમતનું વૃક્ષ
ಮಧ್ಯಂತರ ಪಾತ್ರ,અંતરાલ પાત્ર
ಕಸ,કચરો
ಕಸ ಸಂಗ್ರಹಣೆ,કચરો સંગ્રહ
ಕಸ ಸಂಗ್ರಹಣೆ,કચરો સંગ્રહ
ಕಸದ ಒಳಗೆ ಕಸದ ಹೊರಗೆ (Gigo),ટ્રૅશ ઇનસાઇડ ટ્રૅશ આઉટ (ગીગો)
ಬಾಗಿಲು,દરવાજો
ಡೋರ್ ಪಾತ್ (ನೆಟ್‌ವರ್ಕ್‌ನ ಸಂದರ್ಭದಲ್ಲಿ),ડોર પાથ (નેટવર્કના સંદર્ભમાં)
ಸಮಗ್ರ ಕಾರ್ಯಕ್ರಮ,વ્યાપક કાર્યક્રમ
ಸಮಗ್ರ ಕಾರ್ಯಕ್ರಮ,વ્યાપક કાર્યક્રમ
ವಿಶಾಲ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್,વ્યાપક હેતુ કમ્પ્યુટર
ಸಾಮಾನ್ಯ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್,સામાન્ય હેતુ કમ્પ્યુટર
ಸಾಮಾನ್ಯ ನೋಂದಣಿ,સામાન્ય રજીસ્ટર
ಸಾಮಾನ್ಯೀಕರಣ,સામાન્યીકરણ
ಸಾಮಾನ್ಯೀಕರಣ,સામાન્યીકરણ
ವಿಶಾಲ ವಸ್ತು ಭಾಷೆ,વ્યાપક પદાર્થ ભાષા
ವಿಶಾಲ ಉದ್ದೇಶದ ಕಾರ್ಯಾಚರಣೆ ವ್ಯವಸ್ಥೆ,વ્યાપક હેતુ ઓપરેશન સિસ્ટમ
ಸಮಗ್ರ ಉದ್ದೇಶದ ನೋಂದಣಿ,વ્યાપક હેતુ રજીસ્ટર
ದೋಷ ಸೃಷ್ಟಿಸಲಾಗಿದೆ,ભૂલ જનરેટ
ಸಂತಾನೋತ್ಪತ್ತಿ ಕಾರ್ಯ,પ્રજનન કાર્ય
ಸಾಮಾನ್ಯ ವರ್ಗ,વર્ગ સામાન્ય
ವರ್ಗ ಕಾರ್ಯ,વર્ગ કાર્ય
ಸಾಮಾನ್ಯ ವರ್ಗದ ಹೆಸರು,સામાન્ય વર્ગનું નામ
ಗಿಗೋ,ગીગો
"1. ಸಾರ್ವತ್ರಿಕ, 2. ಜಾಗತಿಕ","1. યુનિવર્સલ, 2. વૈશ્વિક"
ಸಾರ್ವತ್ರಿಕ ಕೋಡ್,સાર્વત્રિક કોડ
ಸಾರ್ವತ್ರಿಕ ಲಾಕ್,સાર્વત્રિક લોક
"1. ಯುನಿವರ್ಸಲ್ ನೆಟ್ವರ್ಕ್, 2. ಯುನಿವರ್ಸಲ್ ನೆಟ್ವರ್ಕ್","1. યુનિવર્સલ નેટવર્ક, 2. યુનિવર્સલ નેટવર્ક"
ಸಾರ್ವತ್ರಿಕ ನೆಟ್ವರ್ಕ್,સાર્વત્રિક નેટવર્ક
"1. ವಿಶ್ವ ಬಳಕೆದಾರ, 2. ಸಾರ್ವಜನಿಕ ಬಳಕೆದಾರ, 3. ಸಾರ್ವತ್ರಿಕ ಬಳಕೆದಾರ","1. વિશ્વ વપરાશકર્તા, 2. જાહેર વપરાશકર્તા, 3. સાર્વત્રિક વપરાશકર્તા"
ಜಾಗತಿಕ ಅಸ್ಥಿರ,વૈશ્વિક ચલો
"1.ಜಾಗತೀಕರಣ, 2.ಜಾಗತೀಕರಣ","1.વૈશ્વિકીકરણ, 2.વૈશ્વિકીકરણ"
ಗೋಫರ್ (ನೆಟ್‌ವರ್ಕ್‌ನಲ್ಲಿ ಪ್ರೋಟೋಕಾಲ್),ગોફર (નેટવર્કમાં પ્રોટોકોલ)
ಗೋಫರ್ ಗ್ರಾಹಕ,ગોફર રીસેપ્ટર
"1. ಗೋಫರ್ ಸರ್ವರ್, 2. ಗೋಫರ್ ಸರ್ವರ್","1. ગોફર સર્વર, 2. ગોફર સર્વર"
ಗೋಫರ್ ಸೈಟ್,ગોફર સાઇટ
ಗೋಫರ್ ಸ್ಪೇಸ್,ગોફર જગ્યા
ಆಕರ್ಷಕ ಅವನತಿ,આકર્ષક અધોગતિ
ವ್ಯಾಕರಣ ಪರಿವರ್ತಕ,વ્યાકરણ સુધારક
ವ್ಯಾಕರಣ ಹೊಟ್ಟಿ ಬಹಿರ್ಮುಖತೆ,વ્યાકરણ હોટી બહિર્મુખતા
"1.ಒಟ್ಟು ಒಟ್ಟು, 2.ದೊಡ್ಡ ಒಟ್ಟು, 3.ಒಟ್ಟು ಒಟ್ಟು","1.કુલ કુલ, 2.મહાન કુલ, 3.કુલ કુલ"
"1.ಗ್ರಾಫ್, 2.ಗ್ರಾಫ್","1.ગ્રાફ, 2.ગ્રાફ"
"1.ಗ್ರಾಫ್ ಸಂಕೇತ, 2.ಗ್ರಾಫ್ ಸಂಕೇತ","1.ગ્રાફ નોટેશન, 2.ગ્રાફ નોટેશન"
"1. ಗ್ರಾಫಿಕ್ ಪಾತ್ರಗಳು, 2. ಚಿತ್ರಾತ್ಮಕ ಪಾತ್ರಗಳು","1. ગ્રાફિક અક્ષરો, 2. ગ્રાફિકલ અક્ષરો"
"1. ಗ್ರಾಫಿಕಲ್ ಕಂಟ್ರೋಲರ್, 2. ಗ್ರಾಫಿಕಲ್ ಕಂಟ್ರೋಲರ್","1. ગ્રાફિકલ કંટ્રોલર, 2. ગ્રાફિકલ કંટ્રોલર"
"1. ಗ್ರಾಫಿಕಲ್ ಡೇಟಾ ಸ್ಟ್ರಕ್ಚರ್, 2. ಗ್ರಾಫಿಕಲ್ ಡೇಟಾ ಸ್ಟ್ರಕ್ಚರ್","1. ગ્રાફિકલ ડેટા સ્ટ્રક્ચર, 2. ગ્રાફિકલ ડેટા સ્ટ્રક્ચર"
"1. ಗ್ರಾಫಿಕ್ ಡಿಸ್ಪ್ಲೇ ಪ್ರೋಗ್ರಾಂ, 2. ಗ್ರಾಫಿಕಲ್ ಡಿಸ್ಪ್ಲೇ ಪ್ರೋಗ್ರಾಂ","1. ગ્રાફિક ડિસ્પ્લે પ્રોગ્રામ, 2. ગ્રાફિકલ ડિસ્પ્લે પ્રોગ્રામ"
"1.ಗ್ರಾಫಿಕಲ್ ಡಿಸ್ಪ್ಲೇ ರೆಸಲ್ಯೂಶನ್, 2.ಗ್ರಾಫಿಕ್ ಡಿಸ್ಪ್ಲೇ","1.ગ્રાફિકલ ડિસ્પ્લે રિઝોલ્યુશન, 2.ગ્રાફિક ડિસ્પ્લે"
"1. ಗ್ರಾಫಿಕ್ ಭಾಷೆ, 2. ಚಿತ್ರಾತ್ಮಕ ಭಾಷೆ","1. ગ્રાફિકલ ભાષા, 2. ગ્રાફિકલ ભાષા"
"1. ಗ್ರಾಫಿಕ್ ಭಾಷೆ, 2. ಚಿತ್ರಾತ್ಮಕ ಭಾಷೆ","1. ગ્રાફિક ભાષા, 2. ગ્રાફિકલ ભાષા"
"1. ಗ್ರಾಫಿಕಲ್ ಪ್ಲೇಟ್, 2. ಗ್ರಾಫಿಕಲ್ ಪ್ಲೇಟ್","1. ગ્રાફિકલ પ્લેટ, 2. ગ્રાફિકલ પ્લેટ"
"1.ಗ್ರಾಫಿಕ್ ಅನಿಮೇಷನ್, 2.ಗ್ರಾಫಿಕ್ ಅನಿಮೇಷನ್","1.ગ્રાફિક એનિમેશન, 2.ગ્રાફિક એનિમેશન"
ಗ್ರಾಫಿಕ್ ವರ್ಗಾವಣೆ ಸ್ವರೂಪ (GIF),ગ્રાફિક ટ્રાન્સફર ફોર્મેટ (GIF)
"1.ಗ್ರಾಫಿಕ್ ಯೂಸರ್ ಇಂಟರ್ಫೇಸ್ (GUI), 2.ಗ್ರಾಫಿಕ್ ಯೂಸರ್ ಇಂಟರ್ಫೇಸ್","1.ગ્રાફિક યુઝર ઈન્ટરફેસ (GUI), 2.ગ્રાફિક યુઝર ઈન્ટરફેસ"
"1.ಗ್ರಾಫಿಕ್ಸ್, 2.ಗ್ರಾಫಿಕ್ಸ್","1.ગ્રાફિક્સ, 2.ગ્રાફિક્સ"
"1.ಗ್ರಾಫಿಕ್ಸ್ ಅಪ್ಲಿಕೇಶನ್, 2.ಗ್ರಾಫಿಕಲ್ ಅಪ್ಲಿಕೇಶನ್","1.ગ્રાફિક્સ એપ્લિકેશન, 2.ગ્રાફિકલ એપ્લિકેશન"
"1.ಗ್ರಾಫಿಕ್ಸ್ ಕರ್ಸರ್, 2.ಗ್ರಾಫಿಕಲ್ ಕರ್ಸರ್","1.ગ્રાફિક્સ કર્સર, 2.ગ્રાફિકલ કર્સર"
"1.ಗ್ರಾಫಿಕ್ಸ್ ಮೋಡ್, 2.ಗ್ರಾಫಿಕ್ ಮೋಡ್","1.ગ્રાફિક્સ મોડ, 2.ગ્રાફિક મોડ"
"1.ಗ್ರಾಫಿಕ್ಸ್ ಪ್ಯಾಕೇಜ್, 2.ಗ್ರಾಫಿಕ್ಸ್ ಪ್ಯಾಕೇಜ್","1.ગ્રાફિક્સ પેકેજ, 2.ગ્રાફિકલ પેકેજ"
"1.ಗ್ರಾಫಿಕ್ಸ್ ಸಾಫ್ಟ್‌ವೇರ್, 2.ಗ್ರಾಫಿಕ್ಸ್ ಸಾಫ್ಟ್‌ವೇರ್","1.ગ્રાફિક્સ સોફ્ટવેર, 2.ગ્રાફિક્સ સોફ્ટવેર"
"1.ಗ್ರಾಫಿಕ್ಸ್ ಸಾಫ್ಟ್‌ವೇರ್, 2.ಗ್ರಾಫಿಕ್ಸ್ ಸಾಫ್ಟ್‌ವೇರ್","1.ગ્રાફિક્સ સોફ્ટવેર, 2.ગ્રાફિક્સ સોફ્ટવેર"
"1.ಗ್ರಾಫಿಕ್ಸ್ ಸಾಫ್ಟ್‌ವೇರ್ ಪ್ಯಾಕೇಜ್, 2.ಗ್ರಾಫಿಕಲ್ ಸಾಫ್ಟ್‌ವೇರ್ ಪ್ಯಾಕೇಜ್","1.ગ્રાફિક્સ સોફ્ટવેર પેકેજ, 2.ગ્રાફિકલ સોફ્ટવેર પેકેજ"
ಬೂದು ಪ್ರಮಾಣದ,ગ્રે સ્કેલ
"1. ದುರಾಸೆಯ ವಿಧಾನ, 2. ದುರಾಸೆಯ ವಿಧಾನ","1. લોભી પદ્ધતિ, 2. લોભી પદ્ધતિ"
ದ್ರಾಕ್ಷಿ,દ્રાક્ષ
ಗ್ರಿಡ್,ગ્રીડ
ಗ್ರಿಡ್ ಚಾರ್ಟ್,ગ્રીડ ચાર્ટ
ಗ್ರಿಡ್ ಲೆಕ್ಕಾಚಾರ,ગ્રીડ ગણતરી
ಗ್ರಿಡ್ ಮಾಡ್ಯುಲೇಶನ್,ગ્રીડ મોડ્યુલેશન
ನೆಲದ ಅಲೆ,જમીન તરંગ
ಗುಂಪು,જૂથ
ಗುಂಪು ವಿಳಾಸ,જૂથ સરનામું
ಗುಂಪು ಕೋಡ್,જૂથ કોડ
ಗುಂಪು ಸಂವಹನ,જૂથ સંચાર
ಗುಂಪು ಸಂವಹನ,જૂથ સંચાર
"1.ಗುಂಪು ಗುರುತು, 2.ಗುಂಪು ಗುರುತು","1.જૂથ ઓળખ, 2.જૂથ ઓળખ"
ತಂಡದ ಹೆಸರು,જૂથનું નામ
ಗ್ರೂಪ್‌ವೇರ್,ગ્રુપવેર
ಬೆಳವಣಿಗೆ,વૃદ્ધિ
"1.ಕಾವಲು, 2.ಕಾವಲು","1.ગાર્ડ, 2.ગાર્ડ"
ಮಾರ್ಗದರ್ಶಿ ಮಾಧ್ಯಮ,માર્ગદર્શિત મીડિયા
ಗನ್ಜಿಪ್,ગનઝિપ
ಡಿಕೋಡ್,ડીકોડ
ಡಿಕೋಡರ್,ડીકોડર
ಅರ್ಥವಿವರಣೆ ನಿಘಂಟು,ડિસિફરમેન્ટ શબ્દકોશ
ಅರ್ಧ ಆಡ್ಡರ್,અડધા ઉમેરનાર
ಅರ್ಧ ಸೇತುವೆ,અડધો પુલ
ಅರ್ಧ ಡ್ಯುಪ್ಲೆಕ್ಸ್,અર્ધ દ્વિગુણિત
ಅರ್ಧ ಡ್ಯುಪ್ಲೆಕ್ಸ್ ಲೈನ್,હાફ ડુપ્લેક્સ લાઇન
ಅರ್ಧ ಡ್ಯುಪ್ಲೆಕ್ಸ್ ಮೋಡ್,હાફ ડુપ્લેક્સ મોડ
ಅರ್ಧ ತೀವ್ರತೆ,અડધી તીવ્રતા
ಅರೆ ರೂಟರ್,અર્ધ રાઉટર
ಅರೆ-ವಿಭಾಗೀಯ,અર્ધ-વિભાગીય
ಅರ್ಧ ಚಿತ್ರ,અડધી છબી
ಅರ್ಧ ಪದ,અડધો શબ્દ
ಹ್ಯಾಮಿಲ್ಟೋನಿಯನ್ ಚಕ್ರ,હેમિલ્ટોનિયન ચક્ર
ಹ್ಯಾಮಿಂಗ್ ಕೋಡ್,હેમિંગ કોડ
ಕೈ,હાથ
ಮುದ್ರಿತ ಪ್ರತಿ,મુદ્રિત નકલ
ನಿರ್ವಹಣೆ,હેન્ડલિંગ
ನಿರ್ವಹಣೆ,હેન્ડલિંગ
ಅಮಾನತು,સસ્પેન્શન
ಆಹ್ಲಾದಕರ ಬಲೆ,સુખદ છટકું
ಹಾರ್ಡ್ ಕಾಪಿ ಸಾಧನ,હાર્ડ કોપી ઉપકરણ
"1.ಹಾರ್ಡ್ ಡಿಸ್ಕ್, 2.ಇನ್ಫ್ಲೆಕ್ಸಿಬಲ್ ಡಿಸ್ಕ್","1.હાર્ડ ડિસ્ક, 2.ઇનફ્લેક્સિબલ ડિસ્ક"
ಹೊಂದಿಕೊಳ್ಳುವ ಡಿಸ್ಕ್ ಕುಸಿತ,અસ્થિર ડિસ્ક પતન
ಕಠಿಣ ದೋಷ,સખત ભૂલ
ಯಂತ್ರಾಂಶ ಹರಿವಿನ ನಿಯಂತ್ರಣ,હાર્ડવેર પ્રવાહ નિયંત્રણ
"1.ಹಾರ್ಮೋನಿಕ್, 2.ಹಾರ್ಮೋನಿಕ್","1.હાર્મોનિક, 2.હાર્મોનિક"
"1.ಹಾರ್ಮೋನಿಕ್ ಮೀನ್, 2. ಹಾರ್ಮೋನಿಕ್ ಸರಾಸರಿ","1.હાર્મોનિક મીન, 2. હાર્મોનિક સરેરાશ"
ಹ್ಯಾಕಿಂಗ್,હેકિંગ
ಹ್ಯಾಕಿಂಗ್ ರೇಖಾಚಿತ್ರ,હેકિંગ ડાયાગ્રામ
ಚಿಮಿಂಗ್ ಟೇಬಲ್,ચમિંગ ટેબલ
ಹ್ಯಾಕಿಂಗ್ ತಂತ್ರಗಳು,હેકિંગ તકનીકો
"1.ಹೆಡರ್, 2.ಪ್ರವೇಶ","1.હેડર, 2.એન્ટ્રી"
"1.ಸ್ಟಾಕ್, 2.ಸ್ಟಾಕ್","1.સ્ટેક, 2.સ્ટેક"
ಸಾಮೂಹಿಕ ವಿಂಗಡಣೆ,સામૂહિક વર્ગીકરણ
ಸಹಾಯ,મદદ
ಸಹಾಯ ಪರದೆ,મદદ સ્ક્રીન
"1.ಸಹಾಯ ಜಾಲ, 2.ಸಹಾಯ ಜಾಲ","1.help નેટવર્ક, 2.help નેટવર્ક"
ಹರ್ಟ್ಜ್ (ಆವರ್ತನ/ಆವರ್ತನದ ಘಟಕ),હર્ટ્ઝ (આવર્તન/આવર્તનનું એકમ)
ಸ್ವಾಭಾವಿಕ,સ્વયંસ્ફુરિત
ಪ್ರಾಯೋಗಿಕ ವಿಧಾನ,પ્રયોગમૂલક પદ્ધતિ
ಹೆಕ್ಸಾಡೆಸಿಮಲ್ ಸಂಖ್ಯೆ,હેક્સાડેસિમલ સંખ્યા
ಪರೋಕ್ಷ ಸಾಲು,પરોક્ષ રેખા
ಕ್ರಮಾನುಗತ ಡೇಟಾ ಸಂಗ್ರಹಣೆ,અધિક્રમિક માહિતી સંગ્રહ
ಕ್ರಮಾನುಗತ ಫೈಲ್ ವ್ಯವಹಾರ,અધિક્રમિક ફાઇલ વ્યવસાય
ಕ್ರಮಾನುಗತ ರೂಪರೇಖೆ,વંશવેલો રૂપરેખા
ಉನ್ನತ ಮಟ್ಟದ ಭಾಷೆ,ઉચ્ચ સ્તરની ભાષા
ಹೆಚ್ಚಿನ ಮೆಮೊರಿ ಪ್ರದೇಶ,ઉચ્ચ મેમરી વિસ્તાર
ಹೆಚ್ಚಿನ ಕಾರ್ಯಕ್ಷಮತೆ,સારો પ્રદ્સન
"1. ಸ್ವಾಧೀನ, 2. ಹಿಟ್, 3. ಅವಕಾಶ","1. સંપાદન, 2. હિટ, 3. તક"
ಹಿಟ್ ದರ,હિટ રેટ
ಹಿಟ್ ಅನುಪಾತ,હિટ રેશિયો
"1. ರಂಧ್ರ, ಅಂತರ 2. ರಂಧ್ರ","1. છિદ્ર, અંતર 2. છિદ્ર"
ಹೋಮ್ ಡೈರೆಕ್ಟರಿ,હોમ ડિરેક્ટરી
ಮುಖಪುಟ,હોમ પેજ
ಏಕರೂಪದ ನಿರ್ದೇಶಾಂಕಗಳು,સજાતીય કોઓર્ડિનેટ્સ
ಹಾಪ್,હોપ
ಹಾಪ್ ಎಣಿಕೆ (ನೆಟ್ ವರ್ಕ್ ವಿಷಯದಲ್ಲಿ),હોપ કાઉન્ટ (નેટ વર્કના સંદર્ભમાં)
ಕೊಂಬು,હોર્ન
ಫೀಡರ್ ಕಂಪ್ಯೂಟರ್,ફીડર કમ્પ્યુટર
ಫೀಡರ್ ಕಂಪ್ಯೂಟರ್,ફીડર કમ્પ્યુટર
ಪೋಷಕ ಭಾಷೆ,ફીડર ભાષા
"1.ಸಕ್ರಿಯ ಕೀ, 2.ಹಾಟ್ ಕೀ","1.સક્રિય કી, 2.હોટ કી"
ಹೈಪರ್ ಟೆಕ್ಸ್ಟ್ ಮಾರ್ಕ್ ಮಾಡಿದ ಭಾಷೆ (HTML),હાઇપર ટેક્સ્ટ ચિહ્નિત ભાષા (HTML)
ಕಲ್ಪನೆ,પૂર્વધારણા
ನಾನು ಪಾಡ್,હું પોડ
ಇನ್ಪುಟ್/ಔಟ್ಪುಟ್ ಬಫರ್,ઇનપુટ/આઉટપુટ બફર
"1.ಇನ್‌ಪುಟ್/ಔಟ್‌ಪುಟ್ ಗೇಟ್‌ವೇ, 2.I/O ಗೇಟ್‌ವೇ","1.ઇનપુટ/આઉટપુટ ગેટવે, 2.I/O ગેટવે"
ಇನ್ಪುಟ್/ಔಟ್ಪುಟ್ ಘಟಕ,ઇનપુટ/આઉટપુટ યુનિટ
ಸ್ಪೀಕರ್,સ્પીકર
"1. ಗುರುತು, 2. ಗುರುತು, 3. ಪ್ರತ್ಯೇಕತೆ, 4. ಗುರುತು","1. ઓળખ, 2. ઓળખ, 3. વ્યક્તિત્વ, 4. ઓળખ"
ಪ್ರತಿಬಿಂಬ,પ્રતિબિંબ
ಪ್ರತಿಫಲನ ಸಂವೇದಕ,પ્રતિબિંબ સેન્સર
ಪ್ರಭಾವ ಮುದ್ರಕ,અસર પ્રિન્ટર
ಪ್ರತಿರೋಧ,અવબાધ
ಪ್ರಿಸ್ಕ್ರಿಪ್ಟಿವ್ ಪ್ರೋಗ್ರಾಂ ಭಾಷೆ,પ્રિસ્ક્રિપ્ટિવ પ્રોગ્રામ ભાષા
ಆಜ್ಞೆಯ ಹೇಳಿಕೆ,આદેશ નિવેદન
ಅಸ್ಪಷ್ಟ ವಿಳಾಸ,અસ્પષ્ટ સરનામું
ಅಸಾಧ್ಯ ಘಟನೆ,અશક્ય ઘટના
ನಿಷ್ಕ್ರಿಯ ನೋಡ್,નિષ્ક્રિય નોડ
ಅಸಾಮರಸ್ಯ,અસંગતતા
ಬೆಳವಣಿಗೆ,વૃદ્ધિ
ಪಾಯಿಂಟರ್,નિર્દેશક
ಸೂಚಕ ಡೇಟಾ ಐಟಂ,સૂચક ડેટા આઇટમ
ಸೂಚ್ಯಂಕ ಫೈಲ್,ઇન્ડેક્સ ફાઇલ
ಸೂಚ್ಯಂಕ ರಿಜಿಸ್ಟರ್,ઇન્ડેક્સ રજિસ્ટર
ಪಾಯಿಂಟರ್ ಅನುಕ್ರಮ,નિર્દેશક અનુક્રમિક
ಸೂಚ್ಯಂಕ ವಿಳಾಸ,અનુક્રમિત સરનામું
ಸೂಚ್ಯಂಕ ಭಾಷೆ,અનુક્રમિત ભાષા
