Tamil,Hindi
"1. என்க்ரிப்ஷன், 2. கோடிங், 3. என்கோடிங்","1.गोपन, 2. कोडन, 3. कूटलेखन"
தொகுதி முடிவு,खंडक अंत
கோப்பு-முடிவு,संचिका-अन्त
பயனர்,प्रयोक्ता
நுழைய,प्रवेश
நுழைவு விசை,प्रवेश कुंजी
"1. உத்யம் சர்வர், 2. உத்யம் சேவக்","1.उद्यम सरवर, 2. उद्यम सेवक"
நிறுவன அமைப்பு,उद्यम तंत्र
சக்தி,सत्ता
சக்தி தொடர்பு,सत्ता संबंधता
நுழைவு நேரம்,प्रवेश काल
உள்ளீடு மாறி,प्रविष्ट चर
எண்ணத்தக்க,गणनीय
சூழல்,परिवेश
"1. சகாப்தம், 2. சகாப்தம், 3. அறிவுறுத்தல் தருணம்","1.ईपोच, 2. युग, 3. निर्देश क्षण"
EPRAM (நிதி நிரல்படுத்தக்கூடிய படிக்க-மட்டும் நினைவகம்),ईप्राम (वित्तोरण प्रोग्राम्य पठन मात्र स्मृति)
epsilon constrictor,एपसिलॉन संवरक
சமநிலைப்படுத்தி,तुल्यकारक
உபகரணங்கள்,उपस्कर
சமநிலை வகுப்பு,तुल्यता वर्ग
சமமான உறவு,तुल्य संबंध
"1. அழிவு, 2. ஒழிப்பு","1.विलोपन, 2.मिटान"
பிழை திருத்தம் குறியீடு,त्रुटि संशोधन कूट
பிழை திருத்தம்,त्रुटि संशोधन
பிழை கண்டறிதல்,त्रुटि संसूचन
பிழை கையாளுதல்,त्रुटि प्रहस्तन
பிழை செய்தி,त्रुटि संदेश
பிழை விகிதம்,त्रुटि दर
பிழை மீட்பு,त्रुटि पुनर्डद्धार
பிழை பெயர்,त्रुटि नेमक
தப்பிக்கும் சின்னம்,पलायन संप्रतीक
ஈதர்நெட்,ईथरनेट
நிகழ்வு,घटना
நிகழ்வு சங்கிலி,घटना श्रृंखला
நிகழ்வு கட்டுப்பாடு,घटना नियंत्रण
நிகழ்வு கவுண்டர்,घटना गणक
விதிவிலக்கு கையாளுதல்,अपवाद प्रहस्तन
பரிமாற்ற வட்டு சேமிப்பு,विनिमय डिस्क भंडारण
விலக்குதல்,अपवर्जन
பிரத்தியேக மற்றும் (x அல்லது),अनन्य और (एक्स ऑर)
இயங்கக்கூடிய நிரல்,निष्पाद्य क्रमादेश
மரணதண்டனை அறிக்கை,निष्पादन कथन
தேர்ந்தெடுக்கப்பட்ட தேடல்,चयनिक खोज
இருக்கும்,विदयमान
பிரச்சினை,निर्गम
நிபுணர் அமைப்பு,विशेषज्ञ तंत्र
"1. வெளிப்பாடு, 2. வெளிப்பாடு","1. अभिव्यक्ति, 2. व्यंजक"
விரிவாக்கப்பட்ட வரைகலை அணி (x g a),विस्तारित आलेखीय आव्यूह (एक्स जी ए)
விரிவாக்கப்பட்ட தொழில்துறை தரநிலைகள் (EIS),विस्तारित औदयोगिक मानक (इ.आई.एस.)
அதிக சுமை கொண்ட இயந்திரம்,अतिदेशित मशीन
நீட்டிக்கப்பட்ட நினைவகம்,विस्तारित स्मृति
"1. விரிவாக்கப்பட்ட துல்லியம், 2. விரிவாக்கப்பட்ட துல்லியம்","1.विस्तारित परिशुद्धता, 2.विस्तारित यर्थाथता"
"1. விரிவாக்கப்பட்ட வரிசையாக்கம், 2. விரிவாக்கப்பட்ட பிரித்தல்","1.विस्तारित छंटाी, 2. विस्तारित पृथक्करण"
கூப்பிடு,वाह्य आह्वान
வெளிப்புற பிழை,वाह्य त्रुटि
வெளிப்புற செயல்பாடு,वाह्य फलन
வெளிப்புற குறுக்கீடு,वाह्य अंतरायन
"1.புற நினைவகம், 2.புற நினைவகம்","1.वाह्य स्मृति, 2. वाह्य मेमोरी"
வெளிப்புற நினைவகம்,वाह्य स्मृति
வெளிப்புற மோடம்,वाह्य मॉडेम
வெளிப்புற குறிப்பு,वाह्य संदर्भ
