Kannada,Punjabi
ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್,ਡਿਜ਼ੀਟਲ ਕੰਪਿਊਟਰ
"1.ಡಿಜಿಟಲ್ ಡೇಟಾ, 2.ಡಿಜಿಟಲ್ ಡೇಟಾ","1.ਡਿਜੀਟਲ ਡੇਟਾ, 2.ਡਿਜੀਟਲ ਡੇਟਾ"
ಡಿಜಿಟಲ್ ಸೌಲಭ್ಯ,ਡਿਜੀਟਲ ਸਹੂਲਤ
ಡಿಜಿಟಲ್ ಫಿಲ್ಟರ್,ਡਿਜ਼ੀਟਲ ਫਿਲਟਰ
ಡಿಜಿಟಲ್ ಲೈಬ್ರರಿ,ਡਿਜੀਟਲ ਲਾਇਬ੍ਰੇਰੀ
ಡಿಜಿಟಲ್ ಮಾಡ್ಯುಲೇಷನ್,ਡਿਜ਼ੀਟਲ ਮੋਡੂਲੇਸ਼ਨ
"1. ಡಿಜಿಟಲ್ ಡಿಸ್ಪ್ಲೇ, 2. ಡಿಜಿಟಲ್ ಮಾನಿಟರ್","1. ਡਿਜੀਟਲ ਡਿਸਪਲੇ, 2. ਡਿਜੀਟਲ ਮਾਨੀਟਰ"
ಡಿಜಿಟಲ್ ಚಿತ್ರ,ਡਿਜ਼ੀਟਲ ਚਿੱਤਰ
"1. ಡಿಜಿಟಲ್ ಸಿಗ್ನೇಚರ್, 2. ಡಿಜಿಟಲ್ ಸಿಗ್ನೇಚರ್","1. ਡਿਜੀਟਲ ਦਸਤਖਤ, 2. ਡਿਜੀਟਲ ਦਸਤਖਤ"
ಡಿಜಿಟಲ್ ಸ್ವಿಚ್,ਡਿਜ਼ੀਟਲ ਸਵਿੱਚ
ಡಿಜಿಟಲ್ ಅನಲಾಗ್ ಪರಿವರ್ತಕ,ਡਿਜੀਟਲ ਐਨਾਲਾਗ ਕਨਵਰਟਰ
ಡಿಜಿಟಲೀಕರಣ,ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ
ಡಿಜಿಟಲೀಕರಣ,ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ
ಡಿಜಿಟೈಸರ್,ਡਿਜੀਟਾਈਜ਼ਰ
ಡಯೋಡ್,ਡਾਇਓਡ
ಮೊದಲ ನೋಟ,ਪਹਿਲੀ ਨਜ਼ਰ
ನೇರ ವಿಳಾಸ,ਸਿੱਧਾ ਪਤਾ
ನೇರ ಪರಿವರ್ತನೆ,ਸਿੱਧਾ ਪਰਿਵਰਤਨ
ನೇರ ಜೋಡಣೆ,ਸਿੱਧੀ ਜੋੜੀ
"1. ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ, 2. ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ (DMA)","1. ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ, 2. ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA)"
ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ (DMA),ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA)
ನೇರ ವಿಧಾನ,ਸਿੱਧੀ ਵਿਧੀ
ನಿರ್ದೇಶನಗಳು,ਨਿਰਦੇਸ਼
ಡೈರೆಕ್ಟರಿ,ਡਾਇਰੈਕਟਰੀ
"1. ಡೈರೆಕ್ಟರಿ ಸರ್ವರ್, 2. ಡೈರೆಕ್ಟರಿ ಸರ್ವರ್","1. ਡਾਇਰੈਕਟਰੀ ਸਰਵਰ, 2. ਡਾਇਰੈਕਟਰੀ ਸਰਵਰ"
ಡೈರೆಕ್ಟರಿ ಸೇವೆ,ਡਾਇਰੈਕਟਰੀ ਸੇਵਾ
ಸಾಧ್ಯವಾಗುವುದಿಲ್ಲ,ਅਸਮਰੱਥ
ಸಂಕೇತವನ್ನು ನಿಷ್ಕ್ರಿಯಗೊಳಿಸುವುದು,ਅਸਮਰੱਥ ਸਿਗਨਲ
"1. ಸಂಪರ್ಕ ಕಡಿತ, 2. ಸಂಪರ್ಕ ಕಡಿತ","1. ਡਿਸਕਨੈਕਸ਼ਨ, 2. ਡਿਸਕਨੈਕਸ਼ਨ"
"1. ಡಿಸ್ಕ್ರೀಟ್, 2. ಡಿಸ್ಕ್ರೀಟ್","1. ਵੱਖਰਾ, 2. ਵੱਖਰਾ"
"1. ಡಿಸ್ಕ್, 2. ಡಿಸ್ಕ್","1. ਡਿਸਕ, 2. ਡਿਸਕ"
"1. ಡಿಸ್ಕ್ ವಿಳಾಸ, 2. ಡಿಸ್ಕ್ ವಿಳಾಸ","1. ਡਿਸਕ ਪਤਾ, 2. ਡਿਸਕ ਪਤਾ"
"1. ಡಿಸ್ಕ್ ಅರೇ, 2. ಡಿಸ್ಕ್ ಅರೇ","1. ਡਿਸਕ ਐਰੇ, 2. ਡਿਸਕ ਐਰੇ"
"1. ಡಿಸ್ಕ್ ಸಾಮರ್ಥ್ಯ, 2. ಡಿಸ್ಕ್ ಸಾಮರ್ಥ್ಯ","1. ਡਿਸਕ ਸਮਰੱਥਾ, 2. ਡਿਸਕ ਸਮਰੱਥਾ"
"1. ಡಿಸ್ಕ್ ಡ್ರೈವರ್, 2. ಡಿಸ್ಕ್ ಡ್ರೈವ್","1. ਡਿਸਕ ਡਰਾਈਵਰ, 2. ਡਿਸਕ ਡਰਾਈਵ"
ಡಿಸ್ಕ್ ಫೈಲ್,ਡਿਸਕ ਫਾਈਲ
"1. ಡಿಸ್ಕ್ ಮೆಮೊರಿ, 2. ಡಿಸ್ಕ್ ಮೆಮೊರಿ, 3. ಡಿಸ್ಕ್ ಮೆಮೊರಿ, 4. ಡಿಸ್ಕ್ ಮೆಮೊರಿ","1. ਡਿਸਕ ਮੈਮੋਰੀ, 2. ਡਿਸਕ ਮੈਮੋਰੀ, 3. ਡਿਸਕ ਮੈਮੋਰੀ, 4. ਡਿਸਕ ਮੈਮੋਰੀ"
ಡಿಸ್ಕ್ ಆಪರೇಟಿಂಗ್ ಸಿಸ್ಟಮ್ (DoS),ਡਿਸਕ ਓਪਰੇਟਿੰਗ ਸਿਸਟਮ (DoS)
ಡಿಸ್ಕ್ ಪ್ಯಾಕೇಜ್,ਡਿਸਕ ਪੈਕੇਜ
"1.ಚಕ್ರಿಕಾ ಸರ್ವರ್, 2.ಡಿಸ್ಕ್ ಸರ್ವರ್","1. ਚੱਕਰਿਕਾ ਸਰਵਰ, 2. ਡਿਸਕ ਸਰਵਰ"
"1. ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ, 2. ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ","1. ਡਿਸਕ ਸਟੋਰੇਜ, 2. ਡਿਸਕ ਸਟੋਰੇਜ"
ಡಿಸ್ಕೆಟ್,ਡਿਸਕੇਟ
ಪ್ರದರ್ಶನ ಫೈಲ್,ਡਿਸਪਲੇ ਫਾਇਲ
ಚಿತ್ರವನ್ನು ಪ್ರದರ್ಶಿಸಿ,ਡਿਸਪਲੇ ਚਿੱਤਰ
ವಿಲೇವಾರಿ,ਨਿਪਟਾਰੇ
ದೂರ,ਦੂਰੀ
ದೂರ ಕಾರ್ಯ,ਦੂਰੀ ਫੰਕਸ਼ਨ
ಅಸ್ಪಷ್ಟತೆ,ਵਿਗਾੜ
ವಿತರಿಸಲಾಯಿತು,ਡਿਲੀਵਰ ਕੀਤਾ
ವಿತರಿಸಿದ ಡೇಟಾ,ਵੰਡਿਆ ਡਾਟਾ
ವಿತರಿಸಿದ ಸರ್ವರ್,ਵੰਡਿਆ ਸਰਵਰ
"1.ಡಿಸ್ಟ್ರಿಬ್ಯೂಟೆಡ್ ಸಿಸ್ಟಮ್, 2.ಡಿಸ್ಟ್ರಿಬ್ಯೂಟೆಡ್ ಸಿಸ್ಟಮ್","1.ਡਿਸਟ੍ਰੀਬਿਊਟਡ ਸਿਸਟਮ, 2.ਡਿਸਟ੍ਰੀਬਿਊਟਡ ਸਿਸਟਮ"
ವಿತರಕ,ਵਿਤਰਕ
ದಾಖಲೆ,ਦਸਤਾਵੇਜ਼
ಡಾಕ್ಯುಮೆಂಟ್ ಮಾನ್ಯತೆ ಪಡೆದಿದೆ,ਪ੍ਰਮਾਣਿਤ ਦਸਤਾਵੇਜ਼
"1. ಡಾಕ್ಯುಮೆಂಟ್ ವಿಂಡೋ, 2. ಡಾಕ್ಯುಮೆಂಟ್ ವಿಂಡೋ","1. ਦਸਤਾਵੇਜ਼ ਵਿੰਡੋ, 2. ਦਸਤਾਵੇਜ਼ ਵਿੰਡੋ"
ದಸ್ತಾವೇಜನ್ನು,ਦਸਤਾਵੇਜ਼
"ಡೊಮೇನ್, ಡೊಮೇನ್","ਡੋਮੇਨ, ਡੋਮੇਨ"
ಕಾರ್ಯಕ್ಷೇತ್ರದ ಹೆಸರು,ਡੋਮੇਨ ਨਾਮ
"1. ಡಾಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್, 2. ಡಾಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್","1. ਡਾਟ ਮੈਟ੍ਰਿਕਸ ਪ੍ਰਿੰਟਰ, 2. ਡਾਟ ਮੈਟ੍ਰਿਕਸ ਪ੍ਰਿੰਟਰ"
"ಕೆಳಗೆ, ಕೆಳಗೆ","ਹੇਠਾਂ, ਹੇਠਾਂ"
"1.ಅವಲಿಂಕ್, 2.ಚದರ","1. ਅਵਲਿੰਕ, 2. ਵਰਗ"
ಡೌನ್ಲೋಡ್,ਡਾਊਨਲੋਡ ਕਰੋ
ಡೌನ್‌ಲೋಡ್ ಸಮಯ,ਡਾਊਨਲੋਡ ਕਰਨ ਦਾ ਸਮਾਂ
ಎಳೆತ,ਖਿੱਚ
DRAM (ಡೈನಾಮಿಕ್ RAM),DRAM (ਡਾਇਨਾਮਿਕ ਰੈਮ)
ಹರಿವು,ਰਨਆਫ
ಚಾಲಕ,ਡਰਾਈਵਰ
ಎಲೆಗಳು,ਪੱਤੇ
ಡ್ರಾಪ್ ಪಟ್ಟಿ ಬಾಕ್ಸ್,ਡ੍ਰੌਪ ਲਿਸਟ ਬਾਕਸ
ಡ್ರಮ್ ಡ್ರೈವ್,ਡਰੱਮ ਡਰਾਈਵ
"1.ಡ್ರಮ್ ಪ್ರಿಂಟರ್, 2.ಡ್ರಮ್ ಪ್ರಿಂಟರ್","1.ਡਰਮ ਪ੍ਰਿੰਟਰ, 2.ਡਰਮ ਪ੍ਰਿੰਟਰ"
"1. ಇಮ್ ಘಟಕ, 2. ಡ್ರಮ್ ಘಟಕ","1. ਇਮ ਯੂਨਿਟ, 2. ਡਰੱਮ ਯੂਨਿਟ"
"1. ದ್ವಂದ್ವತೆ, 2. ದ್ವಿ","1. ਦਵੈਤ, 2. bi"
ಉಭಯ ಸಾಂದ್ರತೆ,ਦੋਹਰੀ ਘਣਤਾ
"1. ಮೌನ ವಿಳಾಸ, 2. ನಕಲಿ ವಿಳಾಸ","1. ਚੁੱਪ ਦਾ ਪਤਾ, 2. ਜਾਅਲੀ ਪਤਾ"
ಡಂಪ್,ਡੰਪ
ಡಬಲ್ ಸರ್ಕ್ಯೂಟ್,ਡੁਪਲੈਕਸ ਸਰਕਟ
ಕಾನೂನುಬದ್ಧಗೊಳಿಸುವಿಕೆ,ਕਾਨੂੰਨੀਕਰਣ
ಪ್ರಮುಖ ಕೀ,ਕੁੰਜੀ
"1.ಡಿ ವಿ ಡಿ ಆರ್./ಡಬ್ಲ್ಯೂ, 2. ಡಿವಿಡಿ ಓದುವಿಕೆ, 3. ಬರವಣಿಗೆ","1.D V D R./W, 2. ਡੀਵੀਡੀ ਰੀਡਿੰਗ, 3. ਲਿਖਣਾ"
ಡಿವಿಡಿ ರಾಮ್,DVD ROM
ಡೈನಾಮಿಕ್ ಸೂಚನೆ,ਗਤੀਸ਼ੀਲ ਹਦਾਇਤ
"1.ಡೈನಾಮಿಕ್ ಮೆಮೊರಿ, 2.ಡೈನಾಮಿಕ್ ಮೆಮೊರಿ","1. ਡਾਇਨਾਮਿਕ ਮੈਮੋਰੀ, 2. ਡਾਇਨਾਮਿਕ ਮੈਮੋਰੀ"
"1. ಡೈನಾಮಿಕ್ಸ್, 2. ಡೈನಾಮಿಕ್ಸ್","1. ਡਾਇਨਾਮਿਕਸ, 2. ਡਾਇਨਾਮਿਕਸ"
ಇ ಬಿ ಸಿ ಡಿ ಐ ಸಿ,ਈ ਬੀ ਸੀ ਡੀ ਆਈ ਸੀ
ಇ-ವ್ಯವಹಾರ,ਈ-ਕਾਰੋਬਾਰ
ಪ್ರತಿಧ್ವನಿ,echo
"1.ಇ-ಕಾಮರ್ಸ್, 2.ಇ-ಕಾಮರ್ಸ್","1.ਈ-ਕਾਮਰਸ, 2.ਈ-ਕਾਮਰਸ"
ಸಂಪಾದನೆ,ਸੰਪਾਦਨ
ಸಂಪಾದಕ,ਸੰਪਾਦਕ
ಶೈಕ್ಷಣಿಕ ತಂತ್ರಜ್ಞಾನ,ਵਿਦਿਅਕ ਤਕਨਾਲੋਜੀ
ಇ ಇ ಪಿ ರೋಮ್,e e ਪ rom
"1. ಅರ್ಥಪೂರ್ಣ ವಿಳಾಸ, 2. ಪರಿಣಾಮಕಾರಿ ವಿಳಾಸ","1. ਅਰਥਪੂਰਨ ਪਤਾ, 2. ਪ੍ਰਭਾਵੀ ਪਤਾ"
ಅರ್ಥಪೂರ್ಣ ಕಾರ್ಯನಿರ್ವಹಣಾ ವಿಳಾಸ,ਅਰਥਪੂਰਨ ਸੰਚਾਲਨ ਪਤਾ
ಪರಿಣಾಮಕಾರಿ ಕ್ರಮ,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਕਾਰਵਾਈ
ಪರಿಣಾಮಕಾರಿ UID,ਪ੍ਰਭਾਵਸ਼ਾਲੀ UID
ಪರಿಣಾಮಕಾರಿ ಪ್ರಸರಣ ಕಾರ್ಯಾಚರಣೆ,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਪ੍ਰਸਾਰਣ ਕਾਰਵਾਈ
ಆಕ್ಟಲ್ ಬೈಟ್,octal ਬਾਈਟ
"ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕಲಿಕೆ, ಇ-ಕಲಿಕೆ","ਇਲੈਕਟ੍ਰਾਨਿਕ ਲਰਨਿੰਗ, ਈ-ਲਰਨਿੰਗ"
ಚುನಾವಣಾ ಅಲ್ಗಾರಿದಮ್,ਚੋਣ ਐਲਗੋਰਿਦਮ
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಮೇಲ್ ಸೇವೆ (ಇ-ಮೇಲ್),ਇਲੈਕਟ੍ਰਾਨਿਕ ਮੇਲ ਸੇਵਾ (ਈ-ਮੇਲ)
"1.ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಪ್ರಿಂಟಿಂಗ್, 2.ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಪ್ರಿಂಟರ್","1.ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਿੰਟਿੰਗ, 2.ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਿੰਟਰ"
ವಿದ್ಯುತ್ ಲೆಕ್ಕಪತ್ರ ಯಂತ್ರ,ਇਲੈਕਟ੍ਰੀਕਲ ਲੇਖਾ ਮਸ਼ੀਨ
ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್,ਇਲੈਕਟ੍ਰਾਨਿਕਸ
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಎಕ್ಸಾಸ್ಟ್ ಸಿಸ್ಟಮ್ (ECS),ਇਲੈਕਟ੍ਰਾਨਿਕ ਐਗਜ਼ੌਸਟ ਸਿਸਟਮ (ECS)
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ವಿನಿಮಯ (EDI),ਇਲੈਕਟ੍ਰਾਨਿਕ ਡੇਟਾ ਐਕਸਚੇਂਜ (EDI)
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಸಂಸ್ಕರಣೆ,ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕರಪತ್ರ,ਇਲੈਕਟ੍ਰਾਨਿਕ ਬਰੋਸ਼ਰ
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಫಂಡ್ ಟ್ರಾನ್ಸ್ಫರ್ ಮೆಕ್ಯಾನಿಸಂ (EFTS),ਇਲੈਕਟ੍ਰਾਨਿਕ ਫੰਡ ਟ੍ਰਾਂਸਫਰ ਮਕੈਨਿਜ਼ਮ (EFTS)
"1.ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಜರ್ನಲ್, 2.ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಜರ್ನಲ್","1.ਇਲੈਕਟ੍ਰਾਨਿਕ ਜਰਨਲ, 2.ਇਲੈਕਟ੍ਰਾਨਿਕ ਜਰਨਲ"
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಪ್ರಕಟಣೆ,ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਕਾਸ਼ਨ
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸ್ವಿಚ್,ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਵਿੱਚ
"ಅಂಶ, ಅಂಶ","ਤੱਤ, ਤੱਤ"
ಇ-ಮೇಲ್,ਈ - ਮੇਲ
"1. ಇಮೇಲ್ ವಿಳಾಸ, 2. ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಮೇಲಿಂಗ್ ವಿಳಾಸ","1. ਈ-ਮੇਲ ਪਤਾ, 2. ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਕ ਪਤਾ"
ಎಂಬೆಡೆಡ್ ಸಿಸ್ಟಮ್,ਏਮਬੈਡਡ ਸਿਸਟਮ
ಎಂಬೆಡಿಂಗ್,ਏਮਬੈਡਿੰਗ
ಹೊರಸೂಸುವ ಕಪಲ್ಡ್ ಲಾಜಿಕ್ (ECL),ਐਮੀਟਰ ਕਪਲਡ ਤਰਕ (ECL)
ಖಾಲಿ ಜಾಗ,ਖਾਲੀ ਥਾਂ
"1. ಖಾಲಿ ಸರಪಳಿ, 2. ಖಾಲಿ ಸರಪಳಿ","1. ਖਾਲੀ ਚੇਨ, 2. ਖਾਲੀ ਚੇਨ"
ಯಾಂತ್ರೀಕರಣ,ਮਸ਼ੀਨੀਕਰਨ
"1.ಕ್ಯಾಪ್ಸುಲೇಶನ್, 2.ಕ್ಯಾಪ್ಸುಲೇಶನ್","1.ਕੈਪਸੂਲੇਸ਼ਨ, 2.ਕੈਪਸੂਲੇਸ਼ਨ"
ಡಿಕೋಡರ್,ਡੀਕੋਡਰ
ಎನ್ಕೋಡಿಂಗ್,ਇੰਕੋਡਿੰਗ
"1. ಎನ್‌ಕೋಡರ್, 2. ಕೊಡಾಕ್","1. ਏਨਕੋਡਰ, 2. ਕੋਡਕ"
ಗುಪ್ತ ಡೇಟಾ,ਲੁਕਿਆ ਡਾਟਾ
ಗುಪ್ತ ಫೈಲ್ ಸಿಸ್ಟಮ್,ਲੁਕਿਆ ਹੋਇਆ ਫਾਈਲ ਸਿਸਟਮ
"1. ಎನ್‌ಕ್ರಿಪ್ಶನ್, 2. ಕೋಡಿಂಗ್, 3. ಎನ್‌ಕೋಡಿಂಗ್","1. ਏਨਕ੍ਰਿਪਸ਼ਨ, 2. ਕੋਡਿੰਗ, 3. ਏਨਕੋਡਿੰਗ"
ಬ್ಲಾಕ್ ಅಂತ್ಯ,ਬਲਾਕ ਅੰਤ
ಕಡತ-ಅಂತ್ಯ,ਫਾਈਲ-ਐਂਡ
ಬಳಕೆದಾರ,ਉਪਭੋਗਤਾ
ನಮೂದಿಸಿ,ਦਾਖਲ ਕਰੋ
ಪ್ರವೇಶ ಕೀ,ਇੰਦਰਾਜ਼ ਕੁੰਜੀ
"1. ಉದ್ಯಮ ಸರ್ವರ್, 2. ಉದ್ಯಮ ಸೇವಕ","1. ਉਦਯਮ ਸਰਵਰ, 2. ਉਦਯਮ ਸੇਵਕ"
ಉದ್ಯಮ ವ್ಯವಸ್ಥೆ,ਐਂਟਰਪ੍ਰਾਈਜ਼ ਸਿਸਟਮ
ಶಕ್ತಿ,ਤਾਕਤ
ಶಕ್ತಿ ಬಾಂಧವ್ಯ,ਸ਼ਕਤੀ ਸਬੰਧ
ಪ್ರವೇಶ ಸಮಯ,ਦਾਖਲਾ ਸਮਾਂ
ಇನ್ಪುಟ್ ವೇರಿಯಬಲ್,ਇਨਪੁਟ ਵੇਰੀਏਬਲ
ಎಣಿಸಬಹುದಾದ,ਗਿਣਨਯੋਗ
ಪರಿಸರ,ਵਾਤਾਵਰਣ
"1.ಯುಗ, 2. ಯುಗ, 3. ಸೂಚನೆಯ ಕ್ಷಣ","1.ਯੁਗ, 2. ਯੁੱਗ, 3. ਹਦਾਇਤ ਦਾ ਪਲ"
EPRAM (ಹಣಕಾಸು ಪ್ರೋಗ್ರಾಮೆಬಲ್ ಓದಲು-ಮಾತ್ರ ಮೆಮೊರಿ),EPRAM (ਵਿੱਤ ਪ੍ਰੋਗਰਾਮੇਬਲ ਰੀਡ-ਓਨਲੀ ਮੈਮੋਰੀ)
ಎಪ್ಸಿಲಾನ್ ಸಂಕೋಚಕ,epsilon constrictor
ಈಕ್ವಲೈಜರ್,ਬਰਾਬਰੀ ਕਰਨ ਵਾਲਾ
ಉಪಕರಣ,ਉਪਕਰਨ
ಸಮಾನತೆಯ ವರ್ಗ,ਸਮਾਨਤਾ ਵਰਗ
ಸಮಾನ ಸಂಬಂಧ,ਬਰਾਬਰ ਦਾ ਰਿਸ਼ਤਾ
"1. ಅಳಿವು, 2. ನಿರ್ಮೂಲನೆ","1. ਵਿਨਾਸ਼ਕਾਰੀ, 2. ਖਾਤਮਾ"
ದೋಷ ತಿದ್ದುಪಡಿ ಕೋಡ್,ਗਲਤੀ ਸੁਧਾਰ ਕੋਡ
ದೋಷ ತಿದ್ದುಪಡಿ,ਗਲਤੀ ਸੁਧਾਰ
ದೋಷ ಪತ್ತೆ,ਗਲਤੀ ਖੋਜ
ದೋಷ ನಿರ್ವಹಣೆ,ਗਲਤੀ ਹੈਂਡਲਿੰਗ
ತಪ್ಪು ಸಂದೇಶ,ਗਲਤੀ ਸੁਨੇਹਾ
ದೋಷ ದರ,ਗਲਤੀ ਦਰ
ದೋಷ ಚೇತರಿಕೆ,ਗਲਤੀ ਰਿਕਵਰੀ
ದೋಷ ಹೆಸರು,ਗਲਤੀ ਦਾ ਨਾਮ
ಪಾರು ಚಿಹ್ನೆ,ਬਚਣ ਦਾ ਪ੍ਰਤੀਕ
ಈಥರ್ನೆಟ್,ਈਥਰਨੈੱਟ
ಈವೆಂಟ್,ਘਟਨਾ
ಈವೆಂಟ್ ಸರಣಿ,ਘਟਨਾ ਲੜੀ
ಈವೆಂಟ್ ನಿಯಂತ್ರಣ,ਘਟਨਾ ਨਿਯੰਤਰਣ
ಈವೆಂಟ್ ಕೌಂಟರ್,ਘਟਨਾ ਕਾਊਂਟਰ
ವಿನಾಯಿತಿ ನಿರ್ವಹಣೆ,ਅਪਵਾਦ ਹੈਂਡਲਿੰਗ
ವಿನಿಮಯ ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ,ਐਕਸਚੇਂਜ ਡਿਸਕ ਸਟੋਰੇਜ਼
ಹೊರಗಿಡುವಿಕೆ,ਬੇਦਖਲੀ
ವಿಶೇಷ ಮತ್ತು (x ಅಥವಾ),ਵਿਸ਼ੇਸ਼ ਅਤੇ (x ਜਾਂ)
ಕಾರ್ಯಗತಗೊಳಿಸಬಹುದಾದ ಪ್ರೋಗ್ರಾಂ,ਚੱਲਣਯੋਗ ਪ੍ਰੋਗਰਾਮ
ಮರಣದಂಡನೆ ಹೇಳಿಕೆ,ਐਗਜ਼ੀਕਿਊਸ਼ਨ ਸਟੇਟਮੈਂਟ
ಆಯ್ದ ಹುಡುಕಾಟ,ਚੋਣਵੀਂ ਖੋਜ
ಅಸ್ತಿತ್ವದಲ್ಲಿರುವ,ਮੌਜੂਦਾ
ಸಮಸ್ಯೆ,ਮੁੱਦੇ
ತಜ್ಞ ವ್ಯವಸ್ಥೆ,ਮਾਹਰ ਸਿਸਟਮ
"1. ಅಭಿವ್ಯಕ್ತಿ, 2. ಅಭಿವ್ಯಕ್ತಿ","1. ਸਮੀਕਰਨ, 2. ਸਮੀਕਰਨ"
ವಿಸ್ತೃತ ಗ್ರಾಫಿಕಲ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ (x g a),ਵਿਸਤ੍ਰਿਤ ਗ੍ਰਾਫਿਕਲ ਮੈਟ੍ਰਿਕਸ (x g a)
ವಿಸ್ತೃತ ಕೈಗಾರಿಕಾ ಮಾನದಂಡಗಳು (EIS),ਵਿਸਤ੍ਰਿਤ ਉਦਯੋਗਿਕ ਮਿਆਰ (EIS)
ಓವರ್ಲೋಡ್ ಯಂತ್ರ,ਓਵਰਲੋਡ ਮਸ਼ੀਨ
ವಿಸ್ತೃತ ಸ್ಮರಣೆ,ਵਿਸਤ੍ਰਿਤ ਮੈਮੋਰੀ
"1. ವಿಸ್ತೃತ ನಿಖರತೆ, 2. ವಿಸ್ತೃತ ನಿಖರತೆ","1. ਵਿਸਤ੍ਰਿਤ ਸ਼ੁੱਧਤਾ, 2. ਵਿਸਤ੍ਰਿਤ ਸ਼ੁੱਧਤਾ"
"1.ವಿಸ್ತರಿತ ವಿಂಗಡಣೆ, 2.ವಿಸ್ತರಿತ ಪ್ರತ್ಯೇಕತೆ","1. ਵਿਸਤ੍ਰਿਤ ਛਾਂਟੀ, 2. ਵਿਸਤ੍ਰਿਤ ਵਿਭਾਜਨ"
ಕರೆ ಮಾಡಿ,ਦੂਜਿਆਂ ਦਾ ਧਿਆਨ ਖਿੱਚਣ ਲਈ ਅਵਾਜ ਦੇਣਾ
ಬಾಹ್ಯ ದೋಷ,ਬਾਹਰੀ ਗਲਤੀ
ಬಾಹ್ಯ ಕಾರ್ಯ,ਬਾਹਰੀ ਫੰਕਸ਼ਨ
ಬಾಹ್ಯ ಅಡಚಣೆ,ਬਾਹਰੀ ਰੁਕਾਵਟ
"1.ಬಾಹ್ಯ ಸ್ಮರಣೆ, 2.ಬಾಹ್ಯ ಸ್ಮರಣೆ","1. ਬਾਹਰੀ ਮੈਮੋਰੀ, 2. ਬਾਹਰੀ ਮੈਮੋਰੀ"
ಬಾಹ್ಯ ಸ್ಮರಣೆ,ਬਾਹਰੀ ਮੈਮੋਰੀ
ಬಾಹ್ಯ ಮೋಡೆಮ್,ਬਾਹਰੀ ਮਾਡਮ
ಬಾಹ್ಯ ಉಲ್ಲೇಖ,ਬਾਹਰੀ ਹਵਾਲਾ
ಬಾಹ್ಯ ಹುಡುಕಾಟ,ਬਾਹਰੀ ਖੋਜ
ಬಾಹ್ಯ ಶೇಖರಣಾ ಸಾಧನ,ਬਾਹਰੀ ਸਟੋਰੇਜ਼ ਜੰਤਰ
ಹೊರತೆಗೆಯುವಿಕೆ,ਕੱਢਣਾ
ಹೊರತೆಗೆಯುವಿಕೆ,ਐਕਸਟਰਪੋਲੇਸ਼ਨ
ಫಲಕ ಅಕ್ಷರ ಮುದ್ರಕ,ਪੈਨਲ ਅੱਖਰ ਪ੍ਰਿੰਟਰ
ವೈಫಲ್ಯ-ಸುರಕ್ಷತಾ ಕಾರ್ಯಾಚರಣೆ,ਅਸਫਲ-ਸੁਰੱਖਿਆ ਕਾਰਵਾਈ
