Bengali,Tamil
নথি ব্যবস্থা,கோப்பு முறை
ফাইল স্থানান্তর,கோப்பு பரிமாற்றம்
ফাইল ট্রান্সফার প্রোটোকল (FTP),கோப்பு பரிமாற்ற நெறிமுறை (FTP)
ছাঁকনি,வடிகட்டி
শেষ অবস্থান,கடைசி நிலை
অনুসন্ধান করুন,தேடு
সসীম রাষ্ট্র মেশিন,வரையறுக்கப்பட்ட நிலை இயந்திரம்
আগুন প্রাচীর,தீ சுவர்
ফার্মওয়্যার,நிலைபொருள்
আগে আসলে আগে পাবেন,முதலில் வருபவர்களுக்கு முன்னுரிமை
প্রথম প্রজন্মের কম্পিউটার,முதல் தலைமுறை கணினி
ফার্স্ট ইনপুট ফার্স্ট ইস্যু (FIFO),முதல் உள்ளீடு முதல் வெளியீடு (FIFO)
প্রথম আদেশের যুক্তি,முதல் வரிசை வாதம்
প্রথম আদেশ নীতি,முதல் வரிசை கொள்கை
স্থির বিভাগ,நிலையான பிரிவு
চিহ্ন,கையெழுத்து
নমনীয় ডিস্ক,நெகிழ்வான வட்டு
ফ্লপি ডিস্ক,நெகிழ் வட்டு
ফ্লপি ডিস্ক ড্রাইভ (FDD),பிளாப்பி டிஸ்க் டிரைவ் (FDD)
ফ্লো চার্ট,ஓட்ட விளக்கப்படம்
নিয়ন্ত্রণ প্রবাহ,கட்டுப்பாடு ஓட்டம்
প্রভাত,முந்தியது
ফোল্ডার,கோப்புறை
ফন্ট,எழுத்துரு
ফন্ট পরিবার,எழுத்துரு குடும்பம்
বাহ্যিক কী,வெளிப்புற விசை
ফর্ম,படிவம்
প্রতীকী ভাষা,குறியீட்டு மொழி
প্রতীকী পদ্ধতি,குறியீட்டு முறை
"1.ফর্ম্যাট, 2.ফর্ম","1.வடிவம், 2.வடிவம்"
অঙ্কন,வரைதல்
fortron,ஃபோர்ட்ரான்
"1.ফরট্রান (একটি কম্পিউটার ভাষা) প্রোগ্রাম, 2.ফরট্রান প্রোগ্রামিং","1.Fortran (ஒரு கணினி மொழி) நிரல், 2.Fortran நிரலாக்க"
ফরোয়ার্ড স্ল্যাশ,முன்னோக்கி சாய்வு
৪র্থ প্রজন্মের কম্পিউটার,4வது தலைமுறை கணினி
অধ্যায়,பிரிவு
ফ্রেম,சட்டகம்
"1.ফ্রি নেট, 2.ফ্রি নেট","1.இலவச வலை, 2.இலவச வலை"
বিনামূল্যে সফ্টওয়্যার বিশ্বাস,இலவச மென்பொருள் நம்பிக்கை
বিনামূল্যে সঞ্চয়স্থান,இலவச சேமிப்பு
বিনামূল্যের,இலவச மென்பொருள்
সামনে,முன்
"1.ফ্রন্ট প্যানেল, 2.ফ্রন্ট প্যানেল","1.முன் பலகம், 2.முன் பலகம்"
"1. ফাংশন, 2. ফাংশন","1.செயல்பாடுகள், 2. செயல்பாடு"
ফাংশন কী,செயல்பாட்டு விசை
ফাংশন রেফারেন্স,செயல்பாடு குறிப்பு
কার্যকরী নির্ভরতা,செயல்பாட்டு சார்பு
ফাংশন পরীক্ষা,செயல்பாடு சோதனை
"1.অস্পষ্ট যুক্তি, 2.অস্পষ্ট যুক্তি","1. தெளிவற்ற தர்க்கம், 2. தெளிவற்ற தர்க்கம்"
"1.ফাজি সেট, 2.ফাজি সেট","1. தெளிவற்ற தொகுப்பு, 2. தெளிவற்ற தொகுப்பு"
লাভ করা,ஆதாயம்
ক্রীড়া গাছ,விளையாட்டு மரம்
ব্যবধান চরিত্র,இடைவெளி பாத்திரம்
আবর্জনা,குப்பை
আবর্জনা সংগ্রহ,குப்பை சேகரிப்பு
আবর্জনা সংগ্রহ,குப்பை சேகரிப்பு
ট্র্যাশ ইনসাইড ট্র্যাশ আউট (গিগো),குப்பை உள்ளே குப்பை வெளியே (ஜிகோ)
দরজা,கதவு
দরজার পথ (নেটওয়ার্কের প্রসঙ্গে),கதவு பாதை (நெட்வொர்க்கின் சூழலில்)
ব্যাপক প্রোগ্রাম,விரிவான திட்டம்
ব্যাপক প্রোগ্রাম,விரிவான திட்டம்
ব্যাপক উদ্দেশ্য কম্পিউটার,பரந்த நோக்கம் கொண்ட கணினி
সাধারণ উদ্দেশ্য কম্পিউটার,பொது நோக்கம் கணினி
সাধারণ রেজিস্টার,பொது பதிவு
সাধারণীকরণ,பொதுமைப்படுத்தல்
সাধারণীকরণ,பொதுமைப்படுத்தல்
বিস্তৃত বস্তুর ভাষা,பரந்த பொருள் மொழி
ব্রড পারপাস অপারেশন সিস্টেম,பரந்த நோக்க இயக்க முறைமை
ব্যাপক উদ্দেশ্য নিবন্ধন,விரிவான நோக்கப் பதிவு
ত্রুটি উত্পন্ন,பிழை உருவாக்கப்பட்டது
প্রজনন ফাংশন,இனப்பெருக்க செயல்பாடு
শ্রেণী সাধারণ,வகுப்பு பொது
ক্লাস ফাংশন,வர்க்க செயல்பாடு
সাধারণ শ্রেণীর নাম,பொதுவான வகுப்பு பெயர்
গিগো,ஜிகோ
"1. সর্বজনীন, 2. বিশ্বব্যাপী","1. யுனிவர்சல், 2. குளோபல்"
সার্বজনীন কোড,உலகளாவிய குறியீடு
সার্বজনীন লক,உலகளாவிய பூட்டு
"1. ইউনিভার্সাল নেটওয়ার্ক, 2. ইউনিভার্সাল নেটওয়ার্ক","1. யுனிவர்சல் நெட்வொர்க், 2. யுனிவர்சல் நெட்வொர்க்"
সার্বজনীন নেটওয়ার্ক,உலகளாவிய நெட்வொர்க்
