Bengali,Assamese
মুক্ত পথ,মুক্ত পথ
বিনামূল্যে ভেক্টর বিনামূল্যে ভেক্টর,মুক্ত ভেক্টৰ মুক্ত ভেক্টৰ
"ফ্রিকোয়েন্সি, ফ্রিকোয়েন্সি","কম্পাঙ্ক, কম্পাঙ্ক"
ফ্রিকোয়েন্সি কলাম,কম্পাঙ্ক স্তম্ভ
"ফ্রিকোয়েন্সি বক্ররেখা, ফ্রিকোয়েন্সি বক্ররেখা","কম্পাঙ্ক বক্ৰ, কম্পাঙ্ক বক্ৰ"
কম্পাংক বন্টন,কম্পাঙ্ক বিতৰণ
ফ্রিকোয়েন্সি হিস্টোগ্রাম,কম্পাঙ্ক হিষ্টোগ্ৰাম
ঘটনার ফ্রিকোয়েন্সি,ইনচিডেন্স ফ্ৰিকুৱেন্সি
ফ্রিকোয়েন্সি বহুভুজ,কম্পাঙ্ক-বহুভুজ
ফ্রিকোয়েন্সি টেবিল,কম্পাঙ্ক টেবুল
frustum,frustum
পিরামিড ফ্রাস্টাম,পিৰামিড ফ্ৰষ্টাম
শেল frustum,খোলা frustum
সম্পূর্ণ বিস্তার,সম্পূৰ্ণ বিস্তাৰ
"ফাংশন, ফাংশন, বৈশিষ্ট্য (গোষ্ঠী)","কাৰ্য্যসমূহ, কাৰ্য্যসমূহ, বৈশিষ্ট্যসমূহ (গোটসমূহ)"
ফাংশন বিশ্লেষণ,কাৰ্য্য বিশ্লেষণ
"মূল, মূল","মূল, মূল"
মৌলিক উপপাদ্য,মূল উপপাদ্য
বীজগণিতের মৌলিক উপপাদ্য,বীজগণিতৰ মৌলিক উপপাদ্য
"গ্যালাক্সি, আকাশ-গঙ্গা","আকাশগঙ্গা, আকাশ-গংগা"
গ্যালো অঞ্চল,Galois অঞ্চল
গ্যালোস গ্রুপ,গেল&#39;ইছ গ্ৰুপ
জুয়াড়ির আর্থিক,জুৱাৰীৰ বিত্তীয় অৱস্থা
গেম এবং কৌশল,খেল আৰু কৌশল
সুযোগের খেলা,খেলৰ সুযোগ
পাশা খেলা,পাশা খেলা
খেলা তত্ত্ব,গেম তত্ত্ব
নিখুঁত মেমরি গেম,নিখুঁত স্মৃতিৰ খেল
খেলার মান,গেম মূল্য
গামা ফাংশন,গামা ফাংচন
গাউস-আর্গন সমতল,গাউছ-আৰ্গন সমতল
গাউস-বক্ররেখা,গাউছ-বক্ৰ
গাউসিয়ান সমাধান,গাউছিয়ান সমাধান
গাউস-বিমান,গাউছ-প্লেন
গাউস-জোর সমন্বয়,gauss-জোৰ সমন্বয়
বিস্তৃত অবস্থান,বহল অৱস্থান
সাধারণ অভিসার তত্ত্ব,সাধাৰণ অভিসৰণ উপপাদ্য
সাধারণ সমীকরণ,সাধাৰণ সমীকৰণ
ব্যাপক ফ্যাক্টর,ব্যাপক কাৰক
"সাধারণ ফর্ম, বিস্তৃত","সাধাৰণ ৰূপ, বহল"
সাধারণ সূত্র,সাধাৰণ সূত্ৰ
প্রশস্ত খেলা,বহল খেল
সাধারণ অনুমান,সাধাৰণ অনুমান
ব্যাপক অবিচ্ছেদ্য,ব্যাপক অখণ্ড
সাধারণীকরণ,সাধাৰণীকৰণ
সাধারণীকৃত সহযোগী নিয়ম,সাধাৰণীকৃত সংগত নিয়ম
সাধারণীকৃত ধারাবাহিক অনুমান,সাধাৰণীকৃত ধাৰাবাহিকতা অনুমান
সাধারণীকৃত অবরোহী ফাংশন,সাধাৰণীকৃত অৱনমিত ফলন
সাধারণীকৃত স্থানাঙ্ক,সাধাৰণীকৃত স্থানাংক
সাধারণীকৃত eigen মান সমস্যা,সাধাৰণীকৃত আইগেন মূল্যৰ সমস্যা
সাধারণ অভিসার তত্ত্ব,সাধাৰণ অভিসৰণ উপপাদ্য
সাধারণ সমীকরণ,সাধাৰণ সমীকৰণ
ব্যাপক ফ্যাক্টর,ব্যাপক কাৰক
"সাধারণ ফর্ম, বিস্তৃত","সাধাৰণ, বহল"
সাধারণ সূত্র,সাধাৰণ সূত্ৰ
প্রশস্ত খেলা,বহল খেল
সাধারণ অনুমান,সাধাৰণ অনুমান
ব্যাপক অবিচ্ছেদ্য,ব্যাপক অখণ্ড
সাধারণীকরণ,সাধাৰণীকৰণ
সাধারণীকৃত সহযোগী নিয়ম,সাধাৰণীকৃত সংগত নিয়ম
সাধারণীকৃত ধারাবাহিক অনুমান,সাধাৰণীকৃত ধাৰাবাহিকতা অনুমান
সাধারণীকৃত অবরোহী ফাংশন,সাধাৰণীকৃত অৱনমিত ফলন
সাধারণীকৃত স্থানাঙ্ক,সাধাৰণীকৃত স্থানাংক
সাধারণীকৃত eigen মান সমস্যা,সাধাৰণীকৃত আইগেন মূল্যৰ সমস্যা
"বংশ-নাম, শ্রেণী-নাম, বর্ণ-নাম","বংশৰ নাম, শ্ৰেণীৰ নাম, জাতিৰ নাম"
পৃষ্ঠা সংখ্যা,পৃষ্ঠা নম্বৰ
"বিকল্প, জিওডেসিক","বিকল্প, জিঅ&#39;ডেচিক"
জ্যামিতিক,জ্যামিতিক
জ্যামিতিক নকশা,জ্যামিতিক ডিজাইন
জ্যামিতি মানে,জ্যামিতিক গড়
জ্যামিতিক বহুবিধতা,জ্যামিতিক বহুগুণতা
জ্যামিতিক সম্ভাবনা,জ্যামিতিক সম্ভাৱনা
জ্যামিতিক অগ্রগতি,জ্যামিতিক অগ্ৰগতি
জ্যামিতিক সিরিজ,জ্যামিতিক শৃংখলা
জ্যামিতিক চিত্র,জ্যামিতিক চিত্ৰ
জ্যামিতিক পাটিগণিত সিরিজ,জ্যামিতিক গাণিতিক শৃংখলা
"জ্যামিতি, জ্যামিতি","জ্যামিতি, জ্যামিতি"
সর্বজনীন সর্বোচ্চ,সাৰ্বজনীন সৰ্বোচ্চ
সর্বজনীন সর্বনিম্ন সম্পত্তি,সাৰ্বজনীন নূন্যতম সম্পত্তি
সর্বনিম্ন সর্বনিম্ন,সাৰ্বজনীন নূন্যতম
সর্বজনীন সর্বোত্তম,সাৰ্বজনীন অনুকূল
সার্বজনীন সম্পত্তি,সাৰ্বজনীন সম্পত্তি
সর্বজনীন অ্যাক্সেস পয়েন্ট,ইউনিভাৰ্চেল এক্সেছ পইণ্ট
মসৃণতা,মসৃণতা
র্যাঙ্ক পারস্পরিক সম্পর্ক,ৰেংক সম্পৰ্ক
শ্রেণীবদ্ধ তথ্য,গোপনীয় তথ্য
"ঢাল, গ্রেডিয়েন্ট","ঢাল, গ্ৰেডিয়েন্ট"
ঢাল ঘনত্ব,ঢালৰ ঘনত্ব
লাইন ঢাল,ৰেখাৰ ঢাল
বেগ গ্রেডিয়েন্ট,বেগৰ গ্ৰেডিয়েন্ট
ঢাল ভেক্টর,ঢাল ভেক্টৰ
ঢাল বেগ,ঢালৰ বেগ
"গ্রেডিং, গ্রেডিং, গ্রেডিং, লেভেল ব্যালেন্সিং","গ্ৰেডিং, গ্ৰেডিং, গ্ৰেডিং, লেভেল বেলেন্সিং"
গ্রেডিং বিশ্লেষণ,গ্ৰেডিং বিশ্লেষণ
ছোলা,গ্ৰাম
গ্রাম হর,গ্ৰাম হৰ
গ্রাম-শ্মিডের সংঘবদ্ধকরণ প্রক্রিয়া,গ্ৰাম-শ্বমিটৰ সংগঠন প্ৰক্ৰিয়া
মহান গড়,গ্ৰেট মেইন
সর্বযোগ,সৰ্বযোগ
"গ্রাফ, গ্রাফ, গ্রাফ","গ্ৰাফ, গ্ৰাফ, গ্ৰাফ"
গ্রাফিক,গ্ৰাফিক
"গ্রাফিক, গ্রাফ",গ্রাফিক্স
গ্রাফিকাল গণনা,চিত্ৰাঙ্কিত গণনা
"গ্রাফিক ডিজাইন, গ্রাফিক ডিজাইন","গ্রাফিক ডিজাইন, গ্রাফিক ডিজাইন"
গ্রাফিকাল ইন্টিগ্রেশন,চিত্ৰাঙ্কিত সংহতি
