Assamese,Punjabi
ইলেক্ট্ৰ&#39;ডাইনেমিক ইফেক্ট,ਇਲੈਕਟ੍ਰੋਡਾਇਨਾਮਿਕ ਪ੍ਰਭਾਵ
গেলভানিক পৃথকীকৰণ,galvanic ਅਲੱਗ-ਥਲੱਗ
ইলেক্ট্ৰলাইট,ਇਲੈਕਟ੍ਰੋਲਾਈਟ
ইলেক্ট্ৰ&#39;লাইটিক,ਇਲੈਕਟ੍ਰੋਲਾਈਟਿਕ
"ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ, ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ","electrophoresis, electrophoresis"
বিদ্যুৎচুম্বক,ਇਲੈਕਟ੍ਰੋਮੈਗਨੇਟ
বিদ্যুৎচুম্বকীয় ক্ষেত্ৰ,ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਖੇਤਰ
বিদ্যুৎচুম্বকত্ব,ਇਲੈਕਟ੍ਰੋਮੈਗਨੇਟਿਜ਼ਮ
বিদ্যুৎচুম্বকত্ব,ਇਲੈਕਟ੍ਰੋਮੈਗਨੇਟਿਜ਼ਮ
"ইলেক্ট্ৰ&#39;মিটাৰ নজেল,ইলেক্ট্ৰ&#39;মিটাৰ ভালভ","ਇਲੈਕਟ੍ਰੋਮੀਟਰ ਨੋਜ਼ਲ, ਇਲੈਕਟ੍ਰੋਮੀਟਰ ਵਾਲਵ"
বিদ্যুৎচালিত বল,ਇਲੈਕਟ੍ਰੋਮੋਟਿਵ ਫੋਰਸ
ইলেক্ট্ৰন,ਇਲੈਕਟ੍ਰੋਨ
ঋণ-বিদ্যুৎ,ਕਰਜ਼ਾ-ਬਿਜਲੀ
ইলেক্ট্ৰনিক,ਇਲੈਕਟ੍ਰਾਨਿਕ
ইলেক্ট্ৰনিক eigenfunction,ਇਲੈਕਟ੍ਰਾਨਿਕ eigen ਫੰਕਸ਼ਨ
ইলেক্ট্ৰনিক শক্তি,ਇਲੈਕਟ੍ਰਾਨਿਕ ਊਰਜਾ
ইলেক্ট্ৰনিক্স,ਇਲੈਕਟ੍ਰੋਨਿਕਸ
ইলেক্ট্ৰন অপটিক্স,ਇਲੈਕਟ੍ਰੋਨ ਆਪਟਿਕਸ
ইলেক্ট্ৰ&#39;-অপ্টিক্স,ਇਲੈਕਟ੍ਰੋ-ਆਪਟਿਕਸ
বিদ্যুৎচুম্বকত্ব,ਇਲੈਕਟ੍ਰੋਮੈਗਨੇਟਿਜ਼ਮ
ইলেক্ট্ৰস্কোপ,ਇਲੈਕਟ੍ਰੋਸਕੋਪ
ইলেক্ট্ৰষ্টেটিক,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ
ইলেক্ট্ৰষ্টেটিক্স,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕਸ
ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ,ਇਲੈਕਟ੍ਰੋਫੋਰੇਸਿਸ
বৈদ্যুতিক সংযোগ,ਬਿਜਲੀ ਕੁਨੈਕਟੀਵਿਟੀ
বৈদ্যুতিক সংযোগকাৰী,ਬਿਜਲੀ ਕੁਨੈਕਟਰ
"উপাদান, সংখ্যালঘু, উপাদান","ਤੱਤ, ਘੱਟ ਗਿਣਤੀਆਂ, ਹਿੱਸੇ"
"প্ৰাথমিক, মৌলিক, মৌলিক","ਪ੍ਰਾਇਮਰੀ, ਐਲੀਮੈਂਟਰੀ, ਐਲੀਮੈਂਟਲ"
মূল চাৰ্জ,ਅਸਲੀ ਚਾਰਜ
"উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা","ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ"
উচ্চতামাপক,ਅਲਟੀਮੀਟਰ
"লিফ্ট, লিফ্ট","ਐਲੀਵੇਟਰ, ਐਲੀਵੇਟਰ"
অ-উপবৃত্তাকাৰ,ਗੈਰ-ਅੰਡਾਕਾਰ
"প্ৰসাৰণ, বৃদ্ধি, বিস্তাৰৰ কোণ","ਲੰਬਾਈ, ਵਿਸਤਾਰ, ਫੈਲਾਅ ਦਾ ਕੋਣ"
"মুক্তি, মুক্তি","ਰਿਹਾਈ, ਰਿਹਾਈ"
"প্ৰসাৰণ, বংশধৰ","ਪ੍ਰਸਾਰ, ਸੰਤਾਨ"
এম্বেড কৰা,ਏਮਬੇਡ ਕਰਨ ਲਈ
এম্বেড কৰা হৈছে,ਏਮਬੇਡ ਕੀਤਾ
প্ৰচাৰিত,ਜਾਰੀ ਕੀਤਾ
নিৰ্গমন,ਨਿਕਾਸ
"emissivity, emissivity","emissivity, emissivity"
emissivity,emissivity
"নিৰ্গমনকাৰী, নিৰ্গমনকাৰী","emitter, emitter"
"প্ৰি-ৰিইনফৰ্চমেণ্ট, বল","ਪੂਰਵ-ਮਜਬੂਤੀ, ਫੋਰਸ"
অভিজ্ঞতাভিত্তিক,ਅਨੁਭਵੀ
"খালী, অপূৰ্ণ","ਖਾਲੀ, ਅਧੂਰਾ"
"ইমালচাইফাৰ, ইমালচাইফাৰ","emulsifier, emulsifier"
"ইমালচন, ইমালচন","emulsion, emulsion"
"শেষ, শেষ, শেষ, শেষ","ਅੰਤ, ਅੰਤ, ਅੰਤ, ਅੰਤ"
চূড়ান্ত সংশোধন,ਅੰਤਿਮ ਸੰਸ਼ੋਧਨ
শক্তি দক্ষ,ਊਰਜਾ ਕੁਸ਼ਲ
"অক্ষীয় অৱস্থান, A-অৱস্থান","ਧੁਰੀ ਸਥਿਤੀ, ਏ-ਪੋਜੀਸ਼ਨ"
"এণ্ডোথাৰ্মিক, এণ্ডোথাৰ্মিক","endothermic, endothermic"
এণ্ডোথাৰ্মিক প্ৰক্ৰিয়া,ਐਂਡੋਥਰਮਿਕ ਪ੍ਰਕਿਰਿਆ
শক্তি প্ৰদান কৰা,ਊਰਜਾਵਾਨ ਕਰਨ ਲਈ
শক্তি অন্তৰ্নিহিত,ਅੰਦਰੂਨੀ ਊਰਜਾ
শক্তি শক্তি প্ৰদানকাৰী,ਊਰਜਾ ਊਰਜਾਵਾਨ
"ইঞ্জিন ইঞ্জিনিয়াৰিং, ইঞ্জিনিয়াৰিং","ਇੰਜਨ ਇੰਜਨੀਅਰਿੰਗ, ਇੰਜਨੀਅਰਿੰਗ"
বৃদ্ধি,ਵਾਧਾ
সমৃদ্ধ সমস্থানিক,ਅਮੀਰ ਆਈਸੋਟੋਪ
বৰ্ধিত ৰিয়েক্টৰ,ਵਧਿਆ ਰਿਐਕਟਰ
সমৃদ্ধি,ਸੰਸ਼ੋਧਨ
সমৃদ্ধি,ਖੁਸ਼ਹਾਲੀ
"চেট, সম্প্ৰদায়","ਸੈੱਟ, ਭਾਈਚਾਰੇ"
"এনথালপি, নিৰপেক্ষ তাপ","enthalpy, ਪੂਰਨ ਗਰਮੀ"
ক্ষমতা,ਤਾਕਤ
এণ্ট্ৰপি,ਐਂਟਰੌਪੀ
প্ৰৱেশ,ਦਾਖਲਾ
"গণনা, গণনা","ਗਿਣਤੀ, ਗਿਣਤੀ"
পৃষ্ঠাকৰণ,ਪੰਨਾ ਅੰਕ
উপকেন্দ্ৰ,ਭੂਚਾਲ ਦਾ ਕੇਂਦਰ
"অস্বচ্ছ, এপিস্কোপ","ਅਪਾਰਦਰਸ਼ੀ, ਐਪੀਸਕੋਪ"
এপিটেক্সি স্তৰ,epitaxy ਪਰਤ
"apitaxi, অভাৰৰাণ","apitaxi, overrun"
"সমান, সমান, সমান, সমান","ਬਰਾਬਰ, ਬਰਾਬਰ, ਬਰਾਬਰ, ਬਰਾਬਰ"
ইকুৱেলাইজাৰ,ਬਰਾਬਰੀ ਕਰਨ ਵਾਲਾ
সমতা,ਸਮਾਨਤਾ
সমীকৰণটো,ਸਮੀਕਰਨ
"বিষুৱৰেখা, বিষুৱৰেখা, বিষুৱৰেখা, বিষুৱৰেখা","ਭੂਮੱਧ ਰੇਖਾ, ਭੂਮੱਧ ਰੇਖਾ, ਭੂਮੱਧ ਰੇਖਾ, ਭੂਮੱਧ ਰੇਖਾ"
"বিষুৱীয়, বিষুৱীয়, মধ্যৱৰ্তী, বিষুৱীয়","ਭੂਮੱਧ, ਭੂਮੱਧ, ਵਿਚਕਾਰਲਾ, ਭੂਮੱਧ"
অৱতল,ਅਤਰ
অৱতল,ਅਤਰ
সমমিতি,isometric
"সমদূৰত্বৰ, সমান্তৰাল","ਬਰਾਬਰੀ ਵਾਲਾ, ਸਮਾਨਾਂਤਰ"
"ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য","ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ"
ইকুইডিভিজন,ਬਰਾਬਰੀ
সঁজুলি,ਉਪਕਰਨ
"সমতুল্যতা, দক্ষতা","ਬਰਾਬਰੀ, ਯੋਗਤਾ"
সমবিভৱনশীল,ਸਮਾਨਤਾ ਵਾਲਾ
আইছ&#39;বাৰ,isobars
সমতুল্যতা,ਸਮਾਨਤਾ
"সমতুল্য, সমতুল্য (v.), সমতুল্য (n.)","ਬਰਾਬਰ, ਬਰਾਬਰ (v.), ਬਰਾਬਰ (n.)"
সমতুল্য শোষণ,ਬਰਾਬਰ ਸਮਾਈ
"সমতুল্য পৰিবাহীতা, সমতুল্য পৰিবাহীতা","ਸਮਾਨ ਸੰਚਾਲਨ, ਸਮਾਨ ਸੰਚਾਲਨ"
সমমিতি লেন্স,isometric ਲੈਨਜ
"উলম্ব ছবি, উলম্ব ছবি","ਲੰਬਕਾਰੀ ਚਿੱਤਰ, ਸਿੱਧਾ ਚਿੱਤਰ"
উলম্ব,ਲੰਬਕਾਰੀ
erg,erg
"শক্তিশালী, মতামতযুক্ত","ਊਰਜਾਵਾਨ, ਵਿਚਾਰਵਾਨ"
"ভুল, ভুল, ভুল, ভুল","ਗਲਤੀ, ਗਲਤੀ, ਗਲਤੀ, ਗਲਤੀ"
সুৰংগ ডাইঅ&#39;ড,ਸੁਰੰਗ ਡਾਇਓਡ
পলায়ন,ਨੱਠ ਗਏ
"অপৰিহাৰ্য, অপৰিহাৰ্য","ਜ਼ਰੂਰੀ, ਜ਼ਰੂਰੀ"
ইথাৰ,ਈਥਰ
ইউক্লিডীয় স্থানাংক,ਯੂਕਲੀਡੀਅਨ ਕੋਆਰਡੀਨੇਟਸ
অইলাৰ-কোণ,ਯੂਲਰ-ਕੋਣ
"ইউটেকটিক, ইউটেকটিক","eutectic, eutectic"
"খালী কৰা, খালী কৰা","ਕੱਢਿਆ, ਕੱਢਿਆ"
"খালী কৰা, বাতিল কৰা","ਨਿਕਾਸੀ, ਖਾਲੀ ਕਰਨਾ"
"মূল্যায়ন, মূল্যায়ন","ਮੁਲਾਂਕਣ, ਮੁਲਾਂਕਣ"
বাষ্পীভৱন হয়,ਵਾਸ਼ਪੀਕਰਨ
"বাষ্পীভৱন, বাষ্পীভৱন, বাষ্পীভৱন","evaporation, evaporation, evaporation"
যুগ্ম,ਵੀ
"ইভেন্ট, এপিচ&#39;ড","ਘਟਨਾ, ਕਿੱਸਾ"
"চিৰ নিৰাপদ, চিৰ নিৰাপদ","ਕਦੇ ਸੁਰੱਖਿਅਤ, ਕਦੇ ਸੁਰੱਖਿਅਤ"
"সঁচা, সঁচা, ঠিক","ਸੱਚਾ, ਸੱਚਾ, ਸਹੀ"
বহিঃকেন্দ্ৰ,exocentre
উপকেন্দ্ৰ,ਭੂਚਾਲ ਦਾ ਕੇਂਦਰ
centripetal,centripetal
কেন্দ্ৰীয়তা,ਸਨਕੀਤਾ
অতিৰিক্ত,ਬਹੁਤ ਜ਼ਿਆਦਾ
বিনিময়,ਐਕਸਚੇਂਜ
"উত্তেজনা, শক্তি","ਉਤੇਜਨਾ, ਊਰਜਾ"
উদ্দীপিত কৰা,"ਉਤੇਜਿਤ ਕਰਨ ਲਈ, ਊਰਜਾਵਾਨ ਕਰਨ ਲਈ"
উত্তেজিত হোৱা,ਉਤਸਾਹਿਤ
উদ্দীপক,ਉਤੇਜਕ
উত্তেজক,exciton
বৰ্জনৰ নিয়ম,ਬੇਦਖਲੀ ਨਿਯਮ
কাৰ্যান্বিত কৰা,ਐਗਜ਼ੀਕਿਊਸ਼ਨ
"খালী কৰা, কেথাৰ্চিছ, এক্সট্ৰুচন, বন্ধ কৰা","ਨਿਕਾਸੀ, ਕੈਥਾਰਸਿਸ, ਬਾਹਰ ਕੱਢਣਾ, ਬੰਦ ਕਰਨਾ"
সমস্যা,ਮੁੱਦੇ
"বহিঃতাপীয়, তাপ উত্তেজক","exothermic, ਗਰਮੀ ਉਤੇਜਕ"
বহিঃতাপীয়,exothermic
অস্বাভাৱিক ইন্ধন,ਅਸਾਧਾਰਨ ਬਾਲਣ
বিয়পি পৰা,ਫੈਲਾਣਾ
সম্প্ৰচাৰ,ਪ੍ਰਸਾਰਣ
সম্প্ৰচাৰক,ਪ੍ਰਸਾਰਕ
বিস্তাৰ,ਵਿਸਥਾਰ
"বিয়পি পৰা, বিয়পি পৰা","ਫੈਲਾਉਣਾ, ਫੈਲਾਉਣਾ"
পৰীক্ষণ,ਪ੍ਰਯੋਗ
"পৰীক্ষামূলক, পৰীক্ষামূলক","ਪ੍ਰਯੋਗਾਤਮਕ, ਪ੍ਰਯੋਗਾਤਮਕ"
উপযোগী,ਲਾਭਦਾਇਕ
"বিস্ফোৰণ, বিস্ফোৰণ","ਧਮਾਕਾ, ਧਮਾਕਾ"
ঘাতক,ਘਾਤਕ
"ঘাতীয়, ঘাতীয়","ਘਾਤਕ, ਘਾਤਕ"
এক্সপোনেন্টি পটেনচিয়েল ৱেল,ਐਕਸਪੋਨੈਂਟੀ ਸੰਭਾਵੀ ਖੂਹ
"এক্সপোজাৰ, এক্সপোজাৰ, এক্সপোজাৰ, এক্সপোজাৰ, কভাৰ","ਐਕਸਪੋਜਰ, ਐਕਸਪੋਜਰ, ਐਕਸਪੋਜਰ, ਐਕਸਪੋਜਰ, ਕਵਰ"
"প্ৰকাশ, প্ৰকাশ","ਪ੍ਰਗਟਾਵਾ, ਪ੍ਰਗਟਾਵਾ"
বৰ্ধিত,ਵਧਾਇਆ ਗਿਆ
"সম্প্ৰসাৰণ, প্ৰসাৰণ, প্ৰসাৰণ, প্ৰসাৰণ, বিস্তাৰ","ਫੈਲਾਉਣਾ, ਫੈਲਾਉਣਾ, ਫੈਲਾਉਣਾ, ਫੈਲਾਉਣਾ, ਫੈਲਾਉਣਾ"
"পৰিসৰ, পৰিসৰ","ਹੱਦ, ਹੱਦ"
বিদায়,ਬਾਈ
"বিলুপ্তি, বিলুপ্তি","ਵਿਨਾਸ਼ਕਾਰੀ, ਵਿਨਾਸ਼ਕਾਰੀ"
অৰৈখিক বিন্দু,ਗੈਰ-ਰੇਖਿਕ ਬਿੰਦੂ
বাহ্যিক,ਬਾਹਰੀ
বহিঃপাৰমাণৱিক,ਅਸਧਾਰਨ
"অস্বাভাৱিক, অসাধাৰণ","ਅਸਧਾਰਨ, ਅਸਧਾਰਨ"
"গ্ৰহৰ আকাশ, গ্ৰহৰ আকাশ","ਗ੍ਰਹਿ ਅਸਮਾਨ, ਗ੍ਰਹਿ ਅਸਮਾਨ"
আউটফ্ল&#39;,ਵਹਾਅ
এক্সট্ৰাপলেটেড,extrapolated
বহিঃপ্ৰক্ষেপণ,ਐਕਸਟਰਪੋਲੇਸ਼ਨ
অস্থলজ,ਗੈਰ-ਧਰਤੀ
অপাৰ্থিৱ পদাৰ্থ,ਬਾਹਰੀ ਪਦਾਰਥ
বাহ্যিক,ਬਾਹਰੀ
"বহিৰ্জাতীয় পৰিবাহীতা, বহিৰ্জাতীয় পৰিবাহীতা","exogenous conductivity, exogenous conductivity"
অভেদ্য অৰ্ধপৰিবাহী,ਅਭੇਦ ਸੈਮੀਕੰਡਕਟਰ
"চকু, চকু","ਅੱਖ, ਅੱਖ"
অভিনেত্ৰী লেন্স,ਅਭਿਨੇਤਰੀ ਲੈਂਸ
চকুৰ টুকুৰা,ਆਈਪੀਸ
"মুখ, কাষ, পিছফালে, সন্মুখ, মুখ, মুখ","ਚਿਹਰਾ, ਪਾਸੇ, ਪਿੱਛੇ, ਸਾਹਮਣੇ, ਚਿਹਰਾ, ਚਿਹਰਾ"
তক্তা কেন্দ্ৰীভূত,ਤਖ਼ਤੀ ਕੇਂਦਰਿਤ
"গুণক, গুণক, গুণক, গুণক, গুণক, ব্লক","ਕਾਰਕ, ਕਾਰਕ, ਕਾਰਕ, ਕਾਰਕ, ਕਾਰਕ, ਬਲਾਕ"
গতিবেগ কাৰক,ਗਤੀ ਕਾਰਕ
সুৰক্ষা কাৰক,ਸੁਰੱਖਿਆ ਕਾਰਕ
বেগ বৃদ্ধি,ਪ੍ਰਵੇਗ
lacunae,ਕਮੀ
ক্ষীণকৰণ,ਧਿਆਨ
ফাৰেনহাইট উষ্ণতা,ਫਾਰਨਹੀਟ ਤਾਪਮਾਨ
বিফল হোৱা,ਅਸਫਲਤਾ
মোহ,ਭਰਮ
"পতনৰ সময়, পতনৰ সময়","ਪਤਨ ਦੀ ਮਿਆਦ, ਪਤਨ ਦੀ ਮਿਆਦ"
"ভাৰ্চুৱেল, মিছা, ক&#39;ড","ਵਰਚੁਅਲ, ਗਲਤ, ਕੋਡ"
ফৰাদ (ইউনিট),ਫਰਾਦ (ਇਕਾਈ)
Faraday (ইউনিট),ਫੈਰਾਡੇ (ਇਕਾਈ)
ফেৰাডেৰ প্ৰভাৱ,ਫੈਰਾਡੇ ਦਾ ਪ੍ਰਭਾਵ
দূৰ,ਦੂਰ
দূৰ অতি ৰঙা,ਦੂਰ ਇਨਫਰਾਰੈੱਡ
"দ্ৰুত, দ্ৰুত, দ্ৰুত, দ্ৰুত","ਤੇਜ਼, ਤੇਜ਼, ਤੇਜ਼, ਤੇਜ਼"
ক্লান্তি ফাট,ਥਕਾਵਟ ਦਰਾੜ
জাহাজৰ অক্ষ,ਜਹਾਜ਼ ਦੇ ਧੁਰੇ
দ্ৰুত গতিশীল ইলেক্ট্ৰন,ਤੇਜ਼ ਗਤੀਸ਼ੀਲ ਇਲੈਕਟ੍ਰੋਨ
দ্ৰুত খণ্ডিতকৰণ,ਤੇਜ਼ ਵਿਖੰਡਨ
দ্ৰুত নিউট্ৰন,ਤੇਜ਼ ਨਿਊਟ੍ਰੋਨ
দ্ৰুত নিউট্ৰন ৰিয়েক্টৰ,ਤੇਜ਼ ਨਿਊਟ੍ਰੋਨ ਰਿਐਕਟਰ
মাৰাত্মক আয়তন,ਘਾਤਕ ਵਾਲੀਅਮ
ভাগৰ,ਥਕਾਵਟ
লাক্ৰিমেল বিভাজন,lacrimal ਕਲੀਵੇਜ
পংগু পাত্ৰ,ਅਪਾਹਜ ਘੜਾ
"দোষ, দোষ","ਨੁਕਸ, ਨੁਕਸ"
ভুল কৰা,ਗਲਤ
"-কেন্দ্ৰ, চৰিত্ৰ-কেন্দ্ৰ","-ਕੇਂਦਰ, ਅੱਖਰ-ਕੇਂਦਰ"
দুৰ্বল দোলন,ਕਮਜ਼ੋਰ oscillation
"ৰিচাৰ্জ, পুনৰ বিনিয়োগ","ਰੀਚਾਰਜ, ਮੁੜ ਨਿਵੇਸ਼"
"ফিডাৰ, ফিডাৰ, যোগানকাৰী, ফিডাৰ","ਫੀਡਰ, ਫੀਡਰ, ਸਪਲਾਇਰ, ਫੀਡਰ"
ফেমটো,ਫੇਮਟੋ
ফাৰ্মৰ উপপাদ্য,ਫਰਮ ਦਾ ਪ੍ਰਮੇਯ
ফাৰ্মি,ਫਰਮੀ
ফাৰ্মি-ডাইৰাক-পৰিসংখ্যা,ਫਰਮੀ-ਡੀਰਾਕ-ਅੰਕੜੇ
ফাৰ্মিয়ন,ਫਰਮੀਓਨ
ফেৰ&#39;ইলেক্ট্ৰিক,ferroelectric
"সৰু ফেৰ’মেগনেটিজম, ফেৰ’মেগনেটিজম","ਛੋਟਾ ferromagnetism, ferromagnetism"
farro,farro
ফেৰ&#39;ইলেক্ট্ৰিক,ferroelectric
"ferroelectricity,ফেৰ&#39;ইলেক্ট্ৰিচিটি","ferroelectricity, ferroelectricity"
"ফেৰ&#39;ইলেক্ট্ৰিক মেটেৰিয়েল,ফেৰ&#39;ইলেক্ট্ৰিক মেটেৰিয়েল","ferroelectric ਸਮੱਗਰੀ, ferroelectric ਸਮੱਗਰੀ"
ferromagnetic,ferromagnetic
ফেৰ&#39;মেগনেটিজম,ferromagnetism
ফাইবাৰ অপটিক্স,ਫਾਈਬਰ ਆਪਟਿਕਸ
ফিক প্ৰসাৰণ নিয়ম,ਫਿੱਕ ਫੈਲਾਅ ਨਿਯਮ
ধাৰণা কৰা হৈছে,ਮੰਨਿਆ
"ক্ষেত্ৰ, পথাৰ, পথাৰ","ਖੇਤਰ, ਖੇਤਰ, ਖੇਤਰ"
দক্ষতা সূচকাংক,ਕੁਸ਼ਲਤਾ ਸੂਚਕਾਂਕ
"সূত্ৰ, ফিলামেণ্ট, ফিলামেণ্ট, শেলাই ফিলামেণ্ট","ਸੂਤਰ, ਫਿਲਾਮੈਂਟ, ਫਿਲਾਮੈਂਟ, ਐਲਗੀ ਫਿਲਾਮੈਂਟ"
"বালি, সংৰক্ষণ","ਰੇਤ, ਸਟੋਰੇਜ਼"
পৰিপূৰক বেণ্ড,ਪੂਰਕ ਬੈਂਡ
ফিলাৰ,ਭਰਨ ਵਾਲਾ
সহগ,ਗੁਣਾਂਕ
"ফিল্ম, স্তৰ","ਫਿਲਮ, ਪਰਤ"
"ফিল্টাৰ, ফিল্টাৰ, ফিল্টাৰ (n.), ফিল্টাৰ, ফিল্টাৰ (ver.)","ਫਿਲਟਰ, ਫਿਲਟਰ, ਫਿਲਟਰ (ਐਨ.), ਫਿਲਟਰ, ਫਿਲਟਰ (ਵਰ.)"
ফিল্টাৰ কৰা বিকিৰণ,ਫਿਲਟਰ ਰੇਡੀਏਸ਼ਨ
"পৰিশোধন, ফিল্টাৰিং, পৰিশোধন","ਫਿਲਟਰੇਸ਼ਨ, ਫਿਲਟਰਿੰਗ, ਫਿਲਟਰੇਸ਼ਨ"
"চূড়ান্ত, চূড়ান্ত","ਫਾਈਨਲ, ਫਾਈਨਲ"
"মিহি, মিহি, মিহি, মিহি, মিহি","ਜੁਰਮਾਨਾ, ਜੁਰਮਾਨਾ, ਜੁਰਮਾਨਾ, ਜੁਰਮਾਨਾ, ਜੁਰਮਾਨਾ"
"সসীম, অশূন্য, সমাপ্ত","ਸੀਮਿਤ, ਗੈਰ-ਜ਼ੀਰੋ, ਸਮਾਪਤੀ"
শেষ গ্ৰেড,ਅੰਤ ਗ੍ਰੇਡ
অগ্নি সতৰ্কবাণী,ਅੱਗ ਦੀ ਚੇਤਾਵਨੀ
অগ্নিনিৰ্বাপক বাহিনীৰ যন্ত্ৰ,ਅੱਗ ਬੁਝਾਉਣ ਵਾਲਾ ਯੰਤਰ
"জুই, জ্বলা, জ্বলা","ਅੱਗ, ਸਾੜ, ਸਾੜ"
প্ৰথম শ্ৰেণী,ਪਹਿਲੀ ਜਮਾਤ
মূল নিয়ম,ਬੁਨਿਆਦੀ ਨਿਯਮ
"fissile, বিভাজিত","ਵਿਖੰਡਨ, ਵਿਖੰਡਨ"
fissile,ਫਿਸਿਲ
খণ্ডিতকৰণ,ਫ੍ਰੈਗਮੈਂਟੇਸ਼ਨ
fissile,ਫਿਸਿਲ
বিভাজন বোমা,ਵਿਖੰਡਨ ਬੰਬ
ধ্ৰুৱকসমূহৰ সমন্বয়,ਸਥਿਰਾਂਕ ਦਾ ਸਮਾਯੋਜਨ
"স্থান নিৰ্ধাৰণ, কম্পাউণ্ডিং, স্থিতিশীলতা","ਸਥਿਤੀ, ਮਿਸ਼ਰਨ, ਸਥਿਰਤਾ"
"ফিক্সেচন, ষ্টেবিলাইজেচন, ষ্টেবিলাইজেচন","ਸਥਿਰਤਾ, ਸਥਿਰਤਾ, ਸਥਿਰਤਾ"
"যৌগিক, সংযুক্ত, স্থিৰ, স্থিৰ, স্থিৰ, অস্বাভাৱিক, বান্ধি ৰখা","ਮਿਸ਼ਰਿਤ, ਮਿਸ਼ਰਿਤ, ਸਥਿਰ, ਸਥਿਰ, ਸਥਿਰ, ਗੈਰ-ਅਸਥਿਰ, ਬੰਨ੍ਹਿਆ ਹੋਇਆ"
"স্থিতিশীলতা, অৱস্থান নিৰ্ধাৰণ","ਸਥਿਰਤਾ, ਸਥਿਤੀ ਨਿਰਧਾਰਨ"
শিখা,ਲਾਟ
জ্বলনশীলতা,ਜਲਣਸ਼ੀਲਤਾ
"ফ্লেচ, ফ্লেচ","ਫਲੈਸ਼, ਫਲੈਸ਼, ਤਾਲ, ਚੰਗਿਆੜੀ, ਫਲੈਸ਼"
ৰাতিপুৱাত,ਸਵੇਰੇ ਵਿੱਚ
স্ফুলিংগ,ਚੰਗਿਆੜੀ
