Hindi,Tamil
सूक्ष्म पर्यावरण,நுண்ணிய சூழல்
सूक्ष्म वनस्पतिजात,மைக்ரோஃப்ளோரா
लघुयुग्मकजनन,மைக்ரோகாமெட்டோஜெனெஸிஸ்
लघु सिंचाई,நுண்ணிய நீரிழிவு
सूक्ष्म मौसमविज्ञान,மைக்ரோமீட்டரியாலஜி
सूक्ष्म पोषक (तत्व),நுண்ணூட்டச்சத்து
लघु क्यारी,மைக்ரோ பிளாட்
सूक्ष्मरंध्र,மைக்ரோபோர்
बीजांड द्वार,மைக்ரோபைல்
सूक्ष्मदर्शिकी,நுண்ணோக்கி
सूक्ष्म बीजाणुधानी,மைக்ரோஸ்போரங்கியம்
सूक्ष्मबीजाणु संवर्धन,மைக்ரோஸ்போர் கலாச்சாரம்
सूक्ष्मबीजाणु मातृ कोशिका,மைக்ரோஸ்போர் தாய் செல்
"लघुबीजाणु, माइक्रोस्पोर",மைக்ரோஸ்போர்
"सूक्ष्मकर्तक, माइक्रोटोम",மைக்ரோடோம்
सूक्ष्म स्थलाकृति,மைக்ரோடோபோகிராபி
मध्य-ऋतु सुधार,நடுப்பகுதி திருத்தம்
"प्रवास, प्रवसन",இடம்பெயர்வு
दाने की दुग्धावस्था,பால் தானிய நிலை
"मिलीपीड, गोजर",மில்லோபீட்
"मिलेट (ज्वार, बाजरा, आदि)",தினை
"पेषण प्राप्ति, पेरना प्राप्ति",அரைக்கும் மீட்பு
"पेषण, दलना, कूटना, पीसना, पेरना",அரைத்தல்
खनिज पोषण,கனிம ஊட்டச்சத்து
खनिज मृदा,கனிம மண்
"खनिजीकरण, खनिजीभवन",கனிமமயமாக்கல்
खनिज,தாதுக்கள்
न्यूनतम तापमापी,குறைந்தபட்ச வெப்பமானி
न्यूनतम कर्षण,குறைந்தபட்ச உழவு
गौण फसलें,சிறிய பயிர்கள்
समसूत्रणी सूचकांक,மியோடிக் இன்டெக்ஸ்
अपार्थक उत्परिवर्तन,மாயை பிறழ்வு
कुहासा सिंचाई,மூடுபனி நீர்ப்பாசனம்
कुहासा,மூடுபனி
"माइटोकॉन्ड्रिया, सूत्रकणिका",மைட்டோகாண்ட்ரியா
समसूत्रण,மைட்டோசிஸ்
मित्शेर्लिक का नियम,மிட்செர்லிச்சின் சட்டம்
मिश्रित सस्यन,கலப்பு பயிர்
"मिश्रित खेती, मिश्रित कृषि",கலப்பு விவசாயம்
मिश्रित उर्वरक,கலப்பு உரம்
मिश्रित चराई,கலப்பு மேய்ச்சல்
मिश्रित तृणमय भूमि,கலப்பு ஸ்வார்ட்
"प्रतिरूप, निदर्श",மாதிரி
प्रतिरूपण,மாடலிங்
संशोधित वातावरणीय पैकेजिंग,மாற்றியமைக்கப்பட்ட வளிமண்டல பேக்கேஜிங்
नमी उपलब्धता सूचकांक,ஈரப்பதம் கிடைக்கும் அட்டவணை
नमी ह्रास सूचकांक,ஈரப்பதம் பற்றாக்குறை அட்டவணை
