Hindi,Assamese
"संपीडित्र, संपीजनी","কম্প্ৰেছাৰ, কম্প্ৰেছাৰ"
मध्यमार्गी जाल,মিড ৱে নেটৱৰ্ক
बीच का वेग,মধ্যৱৰ্তী বেগ
संपीडय तरल,সংকোচনশীল তৰল পদাৰ্থ
कॉम्पटन पट्ट,কম্পটন বৰ্ড
कॉम्पटन प्रभाव,কম্পটন ইফেক্ট
"कॉम्पटन इलेक्ट्रॉन, प्रतिक्षिप्त इलेक्ट्रॉन","কম্পটন ইলেক্ট্ৰন, বিপৰীত ইলেক্ট্ৰন"
कॉम्पटन समीकरण,কম্পটন সমীকৰণ
कॉम्पटन रेखा,কম্পটন লাইন
कॉम्पटन मीटर,কম্পটন মিটাৰ
कॉम्पटन प्रतिक्षेप,কম্পটন প্ৰতিফলন
कॉम्पटन प्रकीर्णन,কম্পটন বিক্ষিপ্ততা
कॉम्पटन अंतरण,কম্পটন স্থানান্তৰ
कॉम्पटन तरंग-दैर्घ्य,কম্পটন তৰংগদৈৰ্ঘ্য
कॉम्पटन प्रकीर्ण,কম্পটন বিক্ষিপ্ততা
कॉम्पटन प्रकीर्णित फोटॉन,কম্পটন বিক্ষিপ্ত ফ&#39;টন
अभिकलन,গণনা
अभिकलनी,গণনামূলক
अभिकलनी क्षमता,গণনামূলক ক্ষমতা
अभिकलनी दक्षता,গণনামূলক দক্ষতা
अभिकलनी सूत्र,গণনামূলক সূত্ৰ
अभिकलन क्रियाविधि,কম্পিউটিং পদ্ধতি
अभिकलनी योजना,গণনামূলক পৰিকল্পনা
अभिकलनी प्रविधि,গণনামূলক পদ্ধতি
अभिकलनीयतः,গণনাযোগ্যভাৱে
अभिकलित धारा,গণনা কৰা কাৰেণ্ট
अभिकलित दूरी,গণনা কৰা দূৰত্ব
अभिकलित समीकरण,গণনা কৰা সমীকৰণ
अभिकलित मान,গণনা কৰা মান
"कम्पयूटर, अभिकलित्र (मशीन), अभिकलक (व्यक्ति)","কম্পিউটাৰ, কম্পিউটাৰ (মেচিন), কম্পিউটাৰ (ব্যক্তি)"
अभिकलित्र कलनविधि,গণনা কৰা এলগৰিদম
अभिकलित्र की अक्रियता,কম্পিউটাৰ নিষ্ক্ৰিয় কৰা
अभिकलित्र संगठन,কম্পিউটাৰ সংস্থা
अभिकलित्र क्रमदेश,কম্পিউটাৰ প্ৰগ্ৰেম
अभिकलित्र क्रमादेशन,কম্পিউটাৰ প্ৰগ্ৰেমিং
अभिकलित्र पुनः व्यवस्थित कुंजिका,কম্পিউটাৰ পুনৰ সাজি উলিওৱা চাবি
अभिकलित्र अनुकार,কম্পিউটাৰ চিমুলেচন
अभिकलित्र अनुकारक,কম্পিউটাৰ চিমুলেটৰ
अभिकलित्र सीमित,কম্পিউটাৰ সীমিত
अभिकलित्र उपयोगिता,গণনা সঁজুলি
अभिकलित्र के उपयुक्त बनाना,কম্পিউটাৰত ফিট কৰক
अभिकलन,গণনা
अभिकलन सूत्र,গণনাৰ সূত্ৰ
अभिकलित्र अनुबंधन,গণনা কৰা বান্ধনি
अभिकलन क्रियाविधि,কম্পিউটিং পদ্ধতি
अभिकलन मापनी,কম্পিউটিং স্কেল
अवतल,অৱতল
अवतल ग्रेटिंग,অৱতল গ্ৰেটিং
अवतल लेन्स,অৱতল লেন্স
अवतल नवचंद्रक,অৱতল মেনিস্কাছ
अवतल दर्पण,অৱতল দাপোন
उन्मुख क्रमादेशन,অভিমুখী প্ৰগ্ৰেমিং
अवतलता,অৱতল
उभयावतल,দ্বি উত্তল
अवतलोत्तल,অৱতল
"सांद्र करना, गाढ़ा करना, संकेन्द्रित करना (क्रि, ), सान्द्र (सं, )","ঘনীভূত কৰা, ঘনীভূত কৰা, ঘনীভূত কৰা (ver, ), ঘনীভূত কৰা (no, )"
"सांद्रित, गाढ़ा, संकेन्द्रित","ঘনীভূত, ঘনীভূত, ঘনীভূত"
संकेन्द्रित आर्क,সমকেন্দ্ৰিক চাপ
संकेन्द्रित बल,ঘনীভূত বল
संकेन्द्रित तात्क्षणिक स्रोत,ঘনীভূত তৎক্ষণাত উৎস
संकेन्द्रित उद्भार,ঘনীভূত বাল্জ
संकेन्द्रित भ्रमिल,concentrated delusional
"सांद्रण, गाढापन, सांद्रता, संकेन्द्रण","ঘনত্ব, ঘনত্ব, ঘনত্ব, ঘনত্ব"
सांद्रण अधिवोल्टता,ঘনত্ব অতিভোল্টেজ
सांद्रता ध्रुवण,ঘনত্ব মেৰুত্ব
एककेन्द्रीय वृताकार वलय,এককেন্দ্ৰিক বৃত্তাকাৰ আঙঠি
संकेन्द्री वितरण,সমকেন্দ্ৰিক বিতৰণ
"संकेन्द्री खांचा, बद्ध खांचा","সমকেন্দ্ৰিক স্লট, বান্ধি ৰখা স্লট"
संकेन्द्री लेन्स,সমকেন্দ্ৰিক লেন্স
संकेन्द्र वलय,সমকেন্দ্ৰিক আঙঠি
संकेन्द्र कुडलन,সমকেন্দ্ৰিক আলিংগন
"संकल्पना, गर्भधारण","গৰ্ভধাৰণ, গৰ্ভাৱস্থা"
संकल्पनात्मक,ধাৰণাগত
संकल्पनात्मक निदर्श,ধাৰণাগত আৰ্হি
कन्सर्ट,সংগীতানুষ্ঠান
कन्सर्टिना,কনচাৰ্টিনা
"सुसंगति, सुश्रवता","সামঞ্জস্যতা, সুস্থতা"
"अनुस्तरता, संवादिता","ঘনিষ্ঠতা, যোগাযোগ"
"सुसंगत, सुस्वर, अनुस्तरी","harmonized, tuned, মানসিক চাপহীন"
संगामी,সমকালীন
संगामी बल,সমকালীন বল
"संगामी तापन, सहतापन",সমকালীন উত্তাপ
संगामी संक्रिया,সমকালীন কাৰ্য্য
अनुगामी प्रकाशिक तंत्र,ট্ৰেইলিং অপটিকেল চিষ্টেম
संगामी संसाधन,সমকালীন সম্পদ
संगामी अभिक्रियाएँ,সমকালীন প্ৰতিক্ৰিয়া
चालन,ড্ৰাইভিং
द्रवणी,তৰল
"संघनन, द्रवण","ঘনীভূতকৰণ, তৰলীকৰণ"
