Odiya,Tamil
ଦ୍ୱାର ପଥ (ନେଟୱର୍କ ପ୍ରସଙ୍ଗରେ),கதவு பாதை (நெட்வொர்க்கின் சூழலில்)
ବିସ୍ତୃତ କାର୍ଯ୍ୟକ୍ରମ |,விரிவான திட்டம்
ବିସ୍ତୃତ କାର୍ଯ୍ୟକ୍ରମ |,விரிவான திட்டம்
ବ୍ୟାପକ ଉଦ୍ଦେଶ୍ୟ କମ୍ପ୍ୟୁଟର |,பரந்த நோக்கம் கொண்ட கணினி
ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ କମ୍ପ୍ୟୁଟର |,பொது நோக்கம் கணினி
ସାଧାରଣ ରେଜିଷ୍ଟର |,பொது பதிவு
ସାଧାରଣକରଣ,பொதுமைப்படுத்தல்
ସାଧାରଣକରଣ,பொதுமைப்படுத்தல்
ବିସ୍ତୃତ ବସ୍ତୁ ଭାଷା |,பரந்த பொருள் மொழி
ବ୍ରଡ୍ ପର୍ପୋଜ୍ ଅପରେସନ୍ ସିଷ୍ଟମ୍ |,பரந்த நோக்க இயக்க முறைமை
ବିସ୍ତୃତ ଉଦ୍ଦେଶ୍ୟ ପଞ୍ଜିକରଣ |,விரிவான நோக்கப் பதிவு
ତ୍ରୁଟି ସୃଷ୍ଟି ହୋଇଛି |,பிழை உருவாக்கப்பட்டது
ପ୍ରଜନନ କାର୍ଯ୍ୟ,இனப்பெருக்க செயல்பாடு
ଶ୍ରେଣୀ ସାଧାରଣ,வகுப்பு பொது
ଶ୍ରେଣୀ କାର୍ଯ୍ୟ,வர்க்க செயல்பாடு
ସାଧାରଣ ଶ୍ରେଣୀ ନାମ,பொதுவான வகுப்பு பெயர்
ଜିଗୋ,ஜிகோ
"1. ୟୁନିଭର୍ସାଲ୍, 2. ଗ୍ଲୋବାଲ୍","1. யுனிவர்சல், 2. குளோபல்"
ସର୍ବଭାରତୀୟ କୋଡ୍ |,உலகளாவிய குறியீடு
ସର୍ବଭାରତୀୟ ଲକ୍ |,உலகளாவிய பூட்டு
"1. ୟୁନିଭର୍ସାଲ୍ ନେଟୱାର୍କ, 2. ୟୁନିଭର୍ସାଲ୍ ନେଟୱାର୍କ |","1. யுனிவர்சல் நெட்வொர்க், 2. யுனிவர்சல் நெட்வொர்க்"
ସର୍ବଭାରତୀୟ ନେଟୱାର୍କ |,உலகளாவிய நெட்வொர்க்
"1. ବିଶ୍ user ବ୍ୟବହାରକାରୀ, 2. ସର୍ବସାଧାରଣ ଉପଭୋକ୍ତା, 3. ସର୍ବଭାରତୀୟ ଉପଭୋକ୍ତା |","1. உலகப் பயனர், 2. பொதுப் பயனர், 3. உலகளாவிய பயனர்"
ଗ୍ଲୋବାଲ୍ ଭେରିଏବଲ୍ |,உலகளாவிய மாறிகள்
"1. ଗ୍ଲୋବାଲାଇଜେସନ୍, 2. ଗ୍ଲୋବାଲାଇଜେସନ୍","1.உலகமயமாக்கல், 2.உலகமயமாக்கல்"
ଗୋଫର୍ (ଏକ ନେଟୱାର୍କରେ ଏକ ପ୍ରୋଟୋକଲ୍),கோபர் (ஒரு நெட்வொர்க்கில் உள்ள ஒரு நெறிமுறை)
ଗୋଫର୍ ରିସେପ୍ଟର୍ |,கோபர் ஏற்பி
"1. ଗୋଫର୍ ସର୍ଭର, 2. ଗୋଫର୍ ସର୍ଭର |","1. கோபர் சர்வர், 2. கோபர் சர்வர்"
ଗୋଫର୍ ସାଇଟ୍ |,கோபர் தளம்
ଗୋଫର୍ ସ୍ପେସ୍ |,கோபர் விண்வெளி
ଆକର୍ଷଣୀୟ ଅବକ୍ଷୟ |,கவர்ச்சிகரமான சீரழிவு
ବ୍ୟାକରଣ ପରିବର୍ତ୍ତନକାରୀ,இலக்கண மாற்றி
ବ୍ୟାକରଣ ହଟ୍ଟି ଏକ୍ସଟ୍ରୋଭର୍ସନ୍ |,grammar hottie extroversion
"ସମୁଦାୟ ସମୁଦାୟ, 2. ବୃହତ୍ ସମୁଦାୟ, 3. ସମୁଦାୟ ସମୁଦାୟ |","1.மொத்தம், 2.மொத்தம், 3.மொத்தம்"
"1. ଗ୍ରାଫ୍, 2. ଗ୍ରାଫ୍","1.வரைபடம், 2.வரைபடம்"
"1. ଗ୍ରାଫ୍ ନୋଟେସନ୍, 2. ଗ୍ରାଫ୍ ନୋଟେସନ୍ |","1.வரைபடக் குறியீடு, 2.வரைபடக் குறியீடு"
"1. ଗ୍ରାଫିକ୍ ଅକ୍ଷର, 2. ଗ୍ରାଫିକାଲ୍ ଅକ୍ଷର |","1. கிராஃபிக் எழுத்துக்கள், 2. வரைகலை எழுத்துக்கள்"
"1. ଗ୍ରାଫିକାଲ୍ କଣ୍ଟ୍ରୋଲର୍, 2. ଗ୍ରାଫିକାଲ୍ କଣ୍ଟ୍ରୋଲର୍ |","1. வரைகலை கட்டுப்படுத்தி, 2. வரைகலை கட்டுப்படுத்தி"
"1. ଆଲେଖୀକ ତଥ୍ୟ ସଂରଚନା, 2. ଆଲେଖୀକ ତଥ୍ୟ ସଂରଚନା |","1. வரைகலை தரவு கட்டமைப்பு, 2. வரைகலை தரவு கட்டமைப்பு"
"1. ଗ୍ରାଫିକ୍ ପ୍ରଦର୍ଶନ ପ୍ରୋଗ୍ରାମ, 2. ଗ୍ରାଫିକାଲ୍ ପ୍ରଦର୍ଶନ ପ୍ରୋଗ୍ରାମ |","1. வரைகலை காட்சி திட்டம், 2. வரைகலை காட்சி திட்டம்"
"1. ଗ୍ରାଫିକାଲ୍ ପ୍ରଦର୍ଶନ ରିଜୋଲ୍ୟୁସନ୍, 2. ଗ୍ରାଫିକ୍ ପ୍ରଦର୍ଶନ |","1.கிராஃபிக் டிஸ்ப்ளே ரெசல்யூஷன், 2.கிராஃபிக் டிஸ்ப்ளே"
"1. ଆଲେଖୀକ ଭାଷା, 2. ଆଲେଖୀକ ଭାଷା |","1. வரைகலை மொழி, 2. வரைகலை மொழி"
"1. ଆଲେଖୀକ ଭାଷା, 2. ଆଲେଖୀକ ଭାଷା |","1. வரைகலை மொழி, 2. வரைகலை மொழி"
"1. ଗ୍ରାଫିକାଲ୍ ପ୍ଲେଟ୍, 2. ଗ୍ରାଫିକାଲ୍ ପ୍ଲେଟ୍ |","1. வரைகலை தட்டு, 2. வரைகலை தட்டு"
"1. ଗ୍ରାଫିକ୍ ଆନିମେସନ୍, 2. ଗ୍ରାଫିକ୍ ଆନିମେସନ୍ |","1.கிராஃபிக் அனிமேஷன், 2.கிராஃபிக் அனிமேஷன்"
ଗ୍ରାଫିକ୍ ସ୍ଥାନାନ୍ତର ଫର୍ମାଟ୍ (GIF),கிராஃபிக் பரிமாற்ற வடிவம் (GIF)
"1. ଗ୍ରାଫିକ୍ ୟୁଜର୍ ଇଣ୍ଟରଫେସ୍ (GUI), 2. ଗ୍ରାଫିକ୍ ୟୁଜର୍ ଇଣ୍ଟରଫେସ୍ |","1.கிராஃபிக் பயனர் இடைமுகம் (GUI), 2.கிராஃபிக் பயனர் இடைமுகம்"
"1. ଗ୍ରାଫିକ୍ସ, 2. ଗ୍ରାଫିକ୍ସ","1.கிராபிக்ஸ், 2.கிராபிக்ஸ்"
"1. ଗ୍ରାଫିକ୍ସ ପ୍ରୟୋଗ, 2. ଗ୍ରାଫିକାଲ୍ ପ୍ରୟୋଗ |","1.கிராபிக்ஸ் அப்ளிகேஷன், 2.கிராஃபிக் அப்ளிகேஷன்"
"1. ଗ୍ରାଫିକ୍ସ କର୍ସର୍, 2. ଗ୍ରାଫିକାଲ୍ କର୍ସର୍ |","1.கிராபிக்ஸ் கர்சர், 2.கிராஃபிக்கல் கர்சர்"
"1. ଗ୍ରାଫିକ୍ସ ମୋଡ୍, 2. ଗ୍ରାଫିକ୍ ମୋଡ୍ |","1.கிராபிக்ஸ் பயன்முறை, 2.கிராஃபிக் முறை"
"1. ଗ୍ରାଫିକ୍ସ ପ୍ୟାକେଜ୍, 2. ଗ୍ରାଫିକ୍ସ ପ୍ୟାକେଜ୍ |","1.கிராபிக்ஸ் தொகுப்பு, 2.கிராபிக்ஸ் தொகுப்பு"
"1. ଗ୍ରାଫିକ୍ସ ସଫ୍ଟୱେର୍, 2. ଗ୍ରାଫିକ୍ସ ସଫ୍ଟୱେର୍ |","1.கிராபிக்ஸ் மென்பொருள், 2.கிராபிக்ஸ் மென்பொருள்"
"1. ଗ୍ରାଫିକ୍ସ ସଫ୍ଟୱେର୍, 2. ଗ୍ରାଫିକ୍ସ ସଫ୍ଟୱେର୍ |","1.கிராபிக்ஸ் மென்பொருள், 2.கிராபிக்ஸ் மென்பொருள்"
"1. ଗ୍ରାଫିକ୍ସ ସଫ୍ଟୱେର୍ ପ୍ୟାକେଜ୍, 2. ଗ୍ରାଫିକାଲ୍ ସଫ୍ଟୱେର୍ ପ୍ୟାକେଜ୍ |","1.கிராபிக்ஸ் மென்பொருள் தொகுப்பு, 2.வரைகலை மென்பொருள் தொகுப்பு"
ଧୂସର ସ୍କେଲ,சாம்பல் அளவு
"ଲୋଭୀ ପଦ୍ଧତି, 2. ଲୋଭୀ ପଦ୍ଧତି |","1. பேராசை முறை, 2. பேராசை முறை"
ଅଙ୍ଗୁର,திராட்சை
ଗ୍ରୀଡ୍,கட்டம்
ଗ୍ରୀଡ୍ ଚାର୍ଟ |,கட்ட விளக்கப்படம்
ଗ୍ରୀଡ୍ ଗଣନା,கட்டம் கணக்கீடு
ଗ୍ରୀଡ୍ ମଡ୍ୟୁଲେସନ୍,கட்டம் பண்பேற்றம்
ଭୂତଳ ତରଙ୍ଗ |,தரை அலை
ଗୋଷ୍ଠୀ,குழு
ଗୋଷ୍ଠୀ ଠିକଣା,குழு முகவரி
ଗୋଷ୍ଠୀ କୋଡ୍,குழு குறியீடு
ଗୋଷ୍ଠୀ ଯୋଗାଯୋଗ |,குழு தொடர்பு
ଗୋଷ୍ଠୀ ଯୋଗାଯୋଗ |,குழு தொடர்பு
"1. ଗୋଷ୍ଠୀ ପରିଚୟ, 2. ଗୋଷ୍ଠୀ ପରିଚୟ |","1.குழு அடையாளம், 2.குழு அடையாளம்"
ଗୋଷ୍ଠୀ ନାମ,குழு பெயர்
ଗୋଷ୍ଠୀ ସଫ୍ଟୱେର୍ |,குழுவேர்
ଅଭିବୃଦ୍ଧି |,வளர்ச்சி
"1. ରାକ୍ଷୀ, 2. ରାକ୍ଷୀ","1.காவலர், 2.காவலர்"
ଗାଇଡ୍ ମିଡିଆ |,வழிகாட்டப்பட்ட ஊடகங்கள்
ବନ୍ଧୁକ,துப்பாக்கி சிப்
ଡିକୋଡ୍ କରନ୍ତୁ |,டிகோட்
କୋଡ୍ ବ୍ରେକର୍,குறிவிலக்கி
ଡିସିଫର୍ମେଣ୍ଟ ଅଭିଧାନ |,குறிவிலக்கி அகராதி
ଅଧା ଆଡର୍ |,அரை சேர்ப்பான்
ଅଧା ସେତୁ |,அரை பாலம்
ଅଧା ଡୁପ୍ଲେକ୍ସ |,அரை இரட்டை
ଅଧା ଡୁପ୍ଲେକ୍ସ ଲାଇନ |,அரை இரட்டை வரி
ଅଧା ଡୁପ୍ଲେକ୍ସ ମୋଡ୍ |,அரை இரட்டை முறை
ଅଧା ତୀବ୍ରତା |,பாதி தீவிரம்
ସେମି ରାଉଟର |,அரை திசைவி
ଅର୍ଦ୍ଧ-ବିଭାଗୀୟ |,அரைப்பிரிவு
ଅଧା ପ୍ରତିଛବି |,பாதி படம்
ଅଧା ଶବ୍ଦ |,அரை வார்த்தை
ହାମିଲଟନିଆନ୍ ଚକ୍ର |,ஹாமில்டோனியன் சக்ரா
ହାମିଂ କୋଡ୍ |,ஹாமிங் குறியீடு
ହାତ,கை
ମୁଦ୍ରିତ କପି,அச்சிடப்பட்ட நகல்
ନିୟନ୍ତ୍ରଣ,கையாளுதல்
ନିୟନ୍ତ୍ରଣ,கையாளுதல்
ନିଲମ୍ବନ,இடைநீக்கம்
ସୁଖଦ ଜାଲ,இனிமையான பொறி
ହାର୍ଡ କପି ଉପକରଣ |,கடின நகல் சாதனம்
"1. ହାର୍ଡ ଡିସ୍କ, 2. ଇନଫ୍ଲେକ୍ସିବଲ୍ ଡିସ୍କ |","1.ஹார்ட் டிஸ்க், 2.இன்ஃப்ளெக்சிபிள் டிஸ்க்"
ଇନଫ୍ଲେକ୍ସିବଲ୍ ଡିସ୍କ ପତନ |,நெகிழ்வற்ற வட்டு சரிவு
କଠିନ ତ୍ରୁଟି |,கடினமான பிழை
ହାର୍ଡୱେର ପ୍ରବାହ ନିୟନ୍ତ୍ରଣ |,வன்பொருள் ஓட்டம் கட்டுப்பாடு
"1. ହାରମୋନିକ୍, 2. ହାରମୋନିକ୍ |","1. இசைவு, 2. இசைவு"
"1. ହାରମୋନିକ୍ ଅର୍ଥ, 2 ହାରମୋନିକ୍ ଅର୍ଥ |","1.ஹார்மோனிக் சராசரி, 2. ஹார்மோனிக் சராசரி"
ହ୍ୟାକିଂ,ஹேக்கிங்
ହ୍ୟାକିଂ ଚିତ୍ର,ஹேக்கிங் வரைபடம்
ଶିମିଙ୍ଗ୍ ଟେବୁଲ୍ |,சிமிங் டேபிள்
ହ୍ୟାକିଂ କ ques ଶଳ |,ஹேக்கிங் நுட்பங்கள்
"1. ହେଡର୍, 2. ସେଣ୍ଟ୍ରି","1.தலைப்பு, 2.நுழைவு"
"1. ଷ୍ଟାକ, 2. ଷ୍ଟାକ","1. அடுக்கு, 2. அடுக்கு"
ଜନ ସର୍ଟିଂ,வெகுஜன வரிசையாக்கம்
ସାହାଯ୍ୟ,உதவி
ହେଲପ୍ ସ୍କ୍ରିନ୍ |,உதவி திரை
"1. ହେଲପ୍ ନେଟୱାର୍କ, 2. ହେଲପ୍ ନେଟୱାର୍କ |","1.உதவி நெட்வொர்க், 2.உதவி நெட்வொர்க்"
ହର୍ଟଜ୍ (ଫ୍ରିକ୍ୱେନ୍ସି / ଫ୍ରିକ୍ୱେନ୍ସିର ଏକକ),ஹெர்ட்ஸ் (அதிர்வெண்/அதிர்வெண் அலகு)
ସ୍ ont ତ aneous ସ୍ପୃତ,தன்னிச்சையான
ପରୀକ୍ଷାମୂଳକ ପଦ୍ଧତି |,அனுபவ முறை
ଷୋଡଶମିକ ସଂଖ୍ୟା |,பதின்ம எண்
ପରୋକ୍ଷ ରେଖା |,மறைமுக வரி
କ୍ରମିକ ତଥ୍ୟ ସଂରକ୍ଷଣ |,படிநிலை தரவு சேமிப்பு
କ୍ରମିକ ଫାଇଲ୍ ବ୍ୟବସାୟ |,படிநிலை கோப்பு வணிகம்
କ୍ରମିକ ବାହ୍ୟରେଖା |,படிநிலை அவுட்லைன்
ଉଚ୍ଚ ସ୍ତରୀୟ ଭାଷା |,உயர் மட்ட மொழி
ଉଚ୍ଚ ସ୍ମୃତି କ୍ଷେତ୍ର,அதிக நினைவக பகுதி
ଉନ୍ନତ ପ୍ରର୍ଦଶନ,உயர் செயல்திறன்
"1. ଅଧିଗ୍ରହଣ, 2. ହିଟ୍, 3. ସମ୍ଭାବନା |","1. கையகப்படுத்தல், 2. வெற்றி, 3. வாய்ப்பு"
ହିଟ୍ ହାର,வீதம்
ହିଟ୍ ଅନୁପାତ |,வெற்றி விகிதம்
"1. ଗର୍ତ୍ତ, ବ୍ୟବଧାନ 2. ଛିଦ୍ର","1. துளை, இடைவெளி 2. துளை"
ହୋମ୍ ଡିରେକ୍ଟୋରୀ |,முகப்பு அடைவு
ମୂଳପୃଷ୍ଠା |,முகப்பு பக்கம்
ଏକମାତ୍ର ସମନ୍ୱୟ,ஒரே மாதிரியான ஒருங்கிணைப்புகள்
ହପ୍,குதிக்க
ହପ୍ ଗଣନା (ନିଟ୍ କାର୍ଯ୍ୟ ଦୃଷ୍ଟିରୁ),ஹாப் எண்ணிக்கை (நெட் ஒர்க் அடிப்படையில்)
ଶିଙ୍ଗ,கொம்பு
ଫିଡର୍ କମ୍ପ୍ୟୁଟର |,ஊட்டி கணினி
ଫିଡର୍ କମ୍ପ୍ୟୁଟର |,ஊட்டி கணினி
ଫିଡର୍ ଭାଷା |,ஊட்டி மொழி
"1. ଆକ୍ଟିଭ୍ କି, 2. ହଟ୍ କି |","1.ஆக்டிவ் கீ, 2.ஹாட் கீ"
ହାଇପର ପାଠ୍ୟ ଚିହ୍ନିତ ଭାଷା (HTML),ஹைப்பர் டெக்ஸ்ட் மார்க் செய்யப்பட்ட மொழி (HTML)
ଅନୁମାନ,கருதுகோள்
ମୁଁ ପୋଡ୍,நான் போட்
ଇନପୁଟ୍ / ଆଉଟପୁଟ୍ ବଫର୍,உள்ளீடு/வெளியீடு தாங்கல்
"1. ଇନପୁଟ୍ / ଆଉଟପୁଟ୍ ଗେଟୱେ, 2.I / O ଗେଟୱେ |","1.இன்புட்/அவுட்புட் கேட்வே, 2.ஐ/ஓ கேட்வே"
ଇନପୁଟ୍ / ଆଉଟପୁଟ୍ ୟୁନିଟ୍,உள்ளீடு/வெளியீட்டு அலகு
ବକ୍ତା,பேச்சாளர்
"1. ପରିଚୟ, 2. ପରିଚୟ, 3. ବ୍ୟକ୍ତିଗତତା, 4. ପରିଚୟ |","1. அடையாளம், 2. அடையாளம், 3. தனித்துவம், 4. அடையாளம்"
