Marathi,Kannada
फिबोनाची क्रम,ಫಿಬೊನಾಕಿ ಅನುಕ್ರಮ
फिबोनाची मालिका,ಫಿಬೊನಾಕಿ ಸರಣಿ
फायबर ऑप्टिक्स,ಫೈಬರ್ ಆಪ್ಟಿಕ್ಸ್
फिडो ट्रॅप,ಫಿಡೋ ಬಲೆ
प्रदेश,ಪ್ರದೇಶ
पाचव्या पिढीचा संगणक,ಐದನೇ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್
"1.फाइल, 2. फाइल","1. ಫೈಲ್, 2. ಕಡತ"
फाइल प्रवेश पद्धत,ಫೈಲ್ ಪ್ರವೇಶ ವಿಧಾನ
फाइल वाटप सारणी,ಫೈಲ್ ಹಂಚಿಕೆ ಕೋಷ್ಟಕ
फाइल कॉम्प्रेशन,ಫೈಲ್ ಕಂಪ್ರೆಷನ್
फाइल कॉपी करणे,ಫೈಲ್ ನಕಲು
फाइल कॉन्फिगरेशन,ಫೈಲ್ ಕಾನ್ಫಿಗರೇಶನ್
फाइल विलीन करा,ಫೈಲ್ ವಿಲೀನ
फाइल पुनर्प्राप्ती,ಫೈಲ್ ಚೇತರಿಕೆ
फाइल स्टोरेज,ಫೈಲ್ ಸಂಗ್ರಹಣೆ
फाइल संरचना,ಫೈಲ್ ರಚನೆ
फाइल सिस्टम,ಕಡತ ವ್ಯವಸ್ಥೆ
फाइल हस्तांतरण,ಫೈಲ್ ವರ್ಗಾವಣೆ
फाइल ट्रान्सफर प्रोटोकॉल (FTP),ಫೈಲ್ ವರ್ಗಾವಣೆ ಪ್ರೋಟೋಕಾಲ್ (FTP)
फिल्टर,ಫಿಲ್ಟರ್
शेवटची स्थिती,ಕೊನೆಯ ಸ್ಥಾನ
शोधा,ಹುಡುಕಿ Kannada
मर्यादित राज्य मशीन,ಸೀಮಿತ ಸ್ಥಿತಿಯ ಯಂತ್ರ
आग भिंत,ಬೆಂಕಿ ಗೋಡೆ
फर्मवेअर,ಫರ್ಮ್ವೇರ್
प्रथम येणाऱ्यास प्रथम सेवा,ಮೊದಲು ಬಂದವರಿಗೆ ಮೊದಲ ಸೇವೆ
पहिल्या पिढीचा संगणक,ಮೊದಲ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್
फर्स्ट इनपुट फर्स्ट इश्यू (FIFO),ಮೊದಲ ಇನ್‌ಪುಟ್ ಮೊದಲ ಸಂಚಿಕೆ (FIFO)
प्रथम ऑर्डर युक्तिवाद,ಮೊದಲ ಆದೇಶದ ವಾದ
प्रथम ऑर्डर तत्त्व,ಮೊದಲ ಆದೇಶದ ತತ್ವ
निश्चित विभागणी,ಸ್ಥಿರ ವಿಭಾಗ
सही करा,ಸಹಿ ಮಾಡಿ
लवचिक डिस्क,ಹೊಂದಿಕೊಳ್ಳುವ ಡಿಸ್ಕ್
फ्लॉपी डिस्क,ಫ್ಲಾಪಿ ಡಿಸ್ಕ್
फ्लॉपी डिस्क ड्राइव्ह (FDD),ಫ್ಲಾಪಿ ಡಿಸ್ಕ್ ಡ್ರೈವ್ (FDD)
प्रवाह चार्ट,ಹರಿವಿನ ಚಾರ್ಟ್
नियंत्रण प्रवाह,ನಿಯಂತ್ರಣ ಹರಿವು
पहाट,ಮುಂಜಾನೆ
फोल्डर,ಫೋಲ್ಡರ್
फॉन्ट,ಫಾಂಟ್
फॉन्ट कुटुंब,ಫಾಂಟ್ ಕುಟುಂಬ
बाह्य की,ಬಾಹ್ಯ ಕೀ
फॉर्म,ಫಾರ್ಮ್
प्रतीकात्मक भाषा,ಸಾಂಕೇತಿಕ ಭಾಷೆ
प्रतीकात्मक पद्धत,ಸಾಂಕೇತಿಕ ವಿಧಾನ
"1.स्वरूप, 2.फॉर्म","1.ಫಾರ್ಮ್ಯಾಟ್, 2.ಫಾರ್ಮ್"
रेखाचित्र,ಚಿತ್ರ
फोर्टॉन,ಫೋರ್ಟ್ರಾನ್
"1. Fortran (एक संगणक भाषा) प्रोग्राम, 2. Fortran प्रोग्रामिंग","1.ಫೋರ್ಟ್ರಾನ್ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ) ಪ್ರೋಗ್ರಾಂ, 2.ಫೋರ್ಟ್ರಾನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್"
पुढे झुकणारी तिरकी रेष,ಫಾರ್ವರ್ಡ್ ಸ್ಲ್ಯಾಷ್
चौथ्या पिढीचा संगणक,4 ನೇ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್
विभाग,ವಿಭಾಗ
फ्रेम,ಚೌಕಟ್ಟು
"1.फ्री नेट, 2.फ्री नेट","1.ಉಚಿತ ನೆಟ್, 2.ಉಚಿತ ನೆಟ್"
मोफत सॉफ्टवेअर ट्रस्ट,ಉಚಿತ ಸಾಫ್ಟ್‌ವೇರ್ ಟ್ರಸ್ಟ್
विनामूल्य संचयन,ಉಚಿತ ಸಂಗ್ರಹಣೆ
फ्रीवेअर,ಫ್ರೀವೇರ್
समोर,ಮುಂಭಾಗ
"1. फ्रंट पॅनल, 2. फ्रंट पॅनल","1.ಮುಂಭಾಗದ ಫಲಕ, 2.ಮುಂಭಾಗದ ಫಲಕ"
"1.कार्ये, 2. कार्य","1.ಕಾರ್ಯಗಳು, 2. ಕಾರ್ಯ"
फंक्शन की,ಕಾರ್ಯ ಕೀ
कार्य संदर्भ,ಕಾರ್ಯ ಉಲ್ಲೇಖ
कार्यात्मक अवलंबित्व,ಕ್ರಿಯಾತ್ಮಕ ಅವಲಂಬನೆ
कार्य चाचणी,ಕಾರ್ಯ ಪರೀಕ್ಷೆ
"1.अस्पष्ट तर्क, 2.अस्पष्ट तर्क","1. ಅಸ್ಪಷ್ಟ ತರ್ಕ, 2. ಅಸ್ಪಷ್ಟ ತರ್ಕ"
"1.अस्पष्ट संच, 2.अस्पष्ट संच","1. ಅಸ್ಪಷ್ಟ ಸೆಟ್, 2. ಅಸ್ಪಷ್ಟ ಸೆಟ್"
मिळवणे,ಲಾಭ
क्रीडा वृक्ष,ಕ್ರೀಡಾ ಮರ
मध्यांतर वर्ण,ಮಧ್ಯಂತರ ಪಾತ್ರ
कचरा,ಕಸ
कचरा गोळा करणे,ಕಸ ಸಂಗ್ರಹಣೆ
कचरा गोळा करणे,ಕಸ ಸಂಗ್ರಹಣೆ
कचरा आत कचरा बाहेर (Gigo),ಕಸದ ಒಳಗೆ ಕಸದ ಹೊರಗೆ (Gigo)
दरवाजा,ಬಾಗಿಲು
दरवाजाचा मार्ग (नेटवर्कच्या संदर्भात),ಡೋರ್ ಪಾತ್ (ನೆಟ್‌ವರ್ಕ್‌ನ ಸಂದರ್ಭದಲ್ಲಿ)
सर्वसमावेशक कार्यक्रम,ಸಮಗ್ರ ಕಾರ್ಯಕ್ರಮ
सर्वसमावेशक कार्यक्रम,ಸಮಗ್ರ ಕಾರ್ಯಕ್ರಮ
व्यापक उद्देश संगणक,ವಿಶಾಲ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್
सामान्य उद्देश संगणक,ಸಾಮಾನ್ಯ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್
सामान्य नोंदणी,ಸಾಮಾನ್ಯ ನೋಂದಣಿ
सामान्यीकरण,ಸಾಮಾನ್ಯೀಕರಣ
सामान्यीकरण,ಸಾಮಾನ್ಯೀಕರಣ
विस्तृत ऑब्जेक्ट भाषा,ವಿಶಾಲ ವಸ್ತು ಭಾಷೆ
ब्रॉड पर्पज ऑपरेशन सिस्टम,ವಿಶಾಲ ಉದ್ದೇಶದ ಕಾರ್ಯಾಚರಣೆ ವ್ಯವಸ್ಥೆ
सर्वसमावेशक उद्देश नोंदणी,ಸಮಗ್ರ ಉದ್ದೇಶದ ನೋಂದಣಿ
त्रुटी निर्माण झाली,ದೋಷ ಸೃಷ್ಟಿಸಲಾಗಿದೆ
पुनरुत्पादक कार्य,ಸಂತಾನೋತ್ಪತ್ತಿ ಕಾರ್ಯ
सामान्य वर्ग,ಸಾಮಾನ್ಯ ವರ್ಗ
वर्ग कार्य,ವರ್ಗ ಕಾರ್ಯ
सामान्य वर्गाचे नाव,ಸಾಮಾನ್ಯ ವರ್ಗದ ಹೆಸರು
gigo,ಗಿಗೋ
"1. युनिव्हर्सल, 2. ग्लोबल","1. ಸಾರ್ವತ್ರಿಕ, 2. ಜಾಗತಿಕ"
सार्वत्रिक कोड,ಸಾರ್ವತ್ರಿಕ ಕೋಡ್
सार्वत्रिक लॉक,ಸಾರ್ವತ್ರಿಕ ಲಾಕ್
"1. युनिव्हर्सल नेटवर्क, 2. युनिव्हर्सल नेटवर्क","1. ಯುನಿವರ್ಸಲ್ ನೆಟ್ವರ್ಕ್, 2. ಯುನಿವರ್ಸಲ್ ನೆಟ್ವರ್ಕ್"
सार्वत्रिक नेटवर्क,ಸಾರ್ವತ್ರಿಕ ನೆಟ್ವರ್ಕ್
"1. जागतिक वापरकर्ता, 2. सार्वजनिक वापरकर्ता, 3. सार्वत्रिक वापरकर्ता","1. ವಿಶ್ವ ಬಳಕೆದಾರ, 2. ಸಾರ್ವಜನಿಕ ಬಳಕೆದಾರ, 3. ಸಾರ್ವತ್ರಿಕ ಬಳಕೆದಾರ"
जागतिक चल,ಜಾಗತಿಕ ಅಸ್ಥಿರ
"1.जागतिकीकरण, 2.जागतिकीकरण","1.ಜಾಗತೀಕರಣ, 2.ಜಾಗತೀಕರಣ"
गोफर (नेटवर्कमधील प्रोटोकॉल),ಗೋಫರ್ (ನೆಟ್‌ವರ್ಕ್‌ನಲ್ಲಿ ಪ್ರೋಟೋಕಾಲ್)
गोफर रिसेप्टर,ಗೋಫರ್ ಗ್ರಾಹಕ
"1. गोफर सर्व्हर, 2. गोफर सर्व्हर","1. ಗೋಫರ್ ಸರ್ವರ್, 2. ಗೋಫರ್ ಸರ್ವರ್"
गोफर साइट,ಗೋಫರ್ ಸೈಟ್
गोफर जागा,ಗೋಫರ್ ಸ್ಪೇಸ್
आकर्षक अध:पतन,ಆಕರ್ಷಕ ಅವನತಿ
व्याकरण सुधारक,ವ್ಯಾಕರಣ ಪರಿವರ್ತಕ
व्याकरण आकर्षक बहिर्मुखता,ವ್ಯಾಕರಣ ಹೊಟ್ಟಿ ಬಹಿರ್ಮುಖತೆ
"1.एकूण एकूण, 2.महान एकूण, 3.एकूण एकूण","1.ಒಟ್ಟು ಒಟ್ಟು, 2.ದೊಡ್ಡ ಒಟ್ಟು, 3.ಒಟ್ಟು ಒಟ್ಟು"
"1. आलेख, 2. आलेख","1.ಗ್ರಾಫ್, 2.ಗ್ರಾಫ್"
"1.ग्राफ नोटेशन, 2.ग्राफ नोटेशन","1.ಗ್ರಾಫ್ ಸಂಕೇತ, 2.ಗ್ರಾಫ್ ಸಂಕೇತ"
"1. ग्राफिक वर्ण, 2. ग्राफिकल वर्ण","1. ಗ್ರಾಫಿಕ್ ಪಾತ್ರಗಳು, 2. ಚಿತ್ರಾತ್ಮಕ ಪಾತ್ರಗಳು"
"1. ग्राफिकल कंट्रोलर, 2. ग्राफिकल कंट्रोलर","1. ಗ್ರಾಫಿಕಲ್ ಕಂಟ್ರೋಲರ್, 2. ಗ್ರಾಫಿಕಲ್ ಕಂಟ್ರೋಲರ್"
"1. ग्राफिकल डेटा स्ट्रक्चर, 2. ग्राफिकल डेटा स्ट्रक्चर","1. ಗ್ರಾಫಿಕಲ್ ಡೇಟಾ ಸ್ಟ್ರಕ್ಚರ್, 2. ಗ್ರಾಫಿಕಲ್ ಡೇಟಾ ಸ್ಟ್ರಕ್ಚರ್"
"1. ग्राफिक डिस्प्ले प्रोग्राम, 2. ग्राफिकल डिस्प्ले प्रोग्राम","1. ಗ್ರಾಫಿಕ್ ಡಿಸ್ಪ್ಲೇ ಪ್ರೋಗ್ರಾಂ, 2. ಗ್ರಾಫಿಕಲ್ ಡಿಸ್ಪ್ಲೇ ಪ್ರೋಗ್ರಾಂ"
"1.ग्राफिकल डिस्प्ले रिझोल्यूशन, 2.ग्राफिक डिस्प्ले","1.ಗ್ರಾಫಿಕಲ್ ಡಿಸ್ಪ್ಲೇ ರೆಸಲ್ಯೂಶನ್, 2.ಗ್ರಾಫಿಕ್ ಡಿಸ್ಪ್ಲೇ"
"1. ग्राफिक भाषा, 2. ग्राफिकल भाषा","1. ಗ್ರಾಫಿಕ್ ಭಾಷೆ, 2. ಚಿತ್ರಾತ್ಮಕ ಭಾಷೆ"
"1. ग्राफिक भाषा, 2. ग्राफिकल भाषा","1. ಗ್ರಾಫಿಕ್ ಭಾಷೆ, 2. ಚಿತ್ರಾತ್ಮಕ ಭಾಷೆ"
"1. ग्राफिकल प्लेट, 2. ग्राफिकल प्लेट","1. ಗ್ರಾಫಿಕಲ್ ಪ್ಲೇಟ್, 2. ಗ್ರಾಫಿಕಲ್ ಪ್ಲೇಟ್"
"1.ग्राफिक अॅनिमेशन, 2.ग्राफिक अॅनिमेशन","1.ಗ್ರಾಫಿಕ್ ಅನಿಮೇಷನ್, 2.ಗ್ರಾಫಿಕ್ ಅನಿಮೇಷನ್"
ग्राफिक ट्रान्सफर फॉरमॅट (GIF),ಗ್ರಾಫಿಕ್ ವರ್ಗಾವಣೆ ಸ್ವರೂಪ (GIF)
"1.ग्राफिक यूजर इंटरफेस (GUI), 2.ग्राफिक यूजर इंटरफेस","1.ಗ್ರಾಫಿಕ್ ಯೂಸರ್ ಇಂಟರ್ಫೇಸ್ (GUI), 2.ಗ್ರಾಫಿಕ್ ಯೂಸರ್ ಇಂಟರ್ಫೇಸ್"
"1.ग्राफिक्स, 2.ग्राफिक्स","1.ಗ್ರಾಫಿಕ್ಸ್, 2.ಗ್ರಾಫಿಕ್ಸ್"
"1.ग्राफिक्स ऍप्लिकेशन, 2.ग्राफिकल ऍप्लिकेशन","1.ಗ್ರಾಫಿಕ್ಸ್ ಅಪ್ಲಿಕೇಶನ್, 2.ಗ್ರಾಫಿಕಲ್ ಅಪ್ಲಿಕೇಶನ್"
"1.ग्राफिक्स कर्सर, 2.ग्राफिकल कर्सर","1.ಗ್ರಾಫಿಕ್ಸ್ ಕರ್ಸರ್, 2.ಗ್ರಾಫಿಕಲ್ ಕರ್ಸರ್"
"1.ग्राफिक्स मोड, 2.ग्राफिक मोड","1.ಗ್ರಾಫಿಕ್ಸ್ ಮೋಡ್, 2.ಗ್ರಾಫಿಕ್ ಮೋಡ್"
"1.ग्राफिक्स पॅकेज, 2.ग्राफिकल पॅकेज","1.ಗ್ರಾಫಿಕ್ಸ್ ಪ್ಯಾಕೇಜ್, 2.ಗ್ರಾಫಿಕ್ಸ್ ಪ್ಯಾಕೇಜ್"
"1.Graphics Software, 2.Graphics Software","1.ಗ್ರಾಫಿಕ್ಸ್ ಸಾಫ್ಟ್‌ವೇರ್, 2.ಗ್ರಾಫಿಕ್ಸ್ ಸಾಫ್ಟ್‌ವೇರ್"
"1.Graphics Software, 2.Graphics Software","1.ಗ್ರಾಫಿಕ್ಸ್ ಸಾಫ್ಟ್‌ವೇರ್, 2.ಗ್ರಾಫಿಕ್ಸ್ ಸಾಫ್ಟ್‌ವೇರ್"
"1.Graphics Software Package, 2.Graphical Software Package","1.ಗ್ರಾಫಿಕ್ಸ್ ಸಾಫ್ಟ್‌ವೇರ್ ಪ್ಯಾಕೇಜ್, 2.ಗ್ರಾಫಿಕಲ್ ಸಾಫ್ಟ್‌ವೇರ್ ಪ್ಯಾಕೇಜ್"
राखाडी स्केल,ಬೂದು ಪ್ರಮಾಣದ
"1. लोभी पद्धत, 2. लोभी पद्धत","1. ದುರಾಸೆಯ ವಿಧಾನ, 2. ದುರಾಸೆಯ ವಿಧಾನ"
द्राक्ष,ದ್ರಾಕ್ಷಿ
ग्रिड,ಗ್ರಿಡ್
ग्रिड चार्ट,ಗ್ರಿಡ್ ಚಾರ್ಟ್
ग्रिड गणना,ಗ್ರಿಡ್ ಲೆಕ್ಕಾಚಾರ
ग्रिड मॉड्यूलेशन,ಗ್ರಿಡ್ ಮಾಡ್ಯುಲೇಶನ್
जमिनीची लाट,ನೆಲದ ಅಲೆ
गट,ಗುಂಪು
गट पत्ता,ಗುಂಪು ವಿಳಾಸ
गट कोड,ಗುಂಪು ಕೋಡ್
गट संवाद,ಗುಂಪು ಸಂವಹನ
गट संवाद,ಗುಂಪು ಸಂವಹನ
"1.ग्रुप आयडेंटिटी, 2.ग्रुप आयडेंटिटी","1.ಗುಂಪು ಗುರುತು, 2.ಗುಂಪು ಗುರುತು"
गटाचे नाव,ತಂಡದ ಹೆಸರು
ग्रुपवेअर,ಗ್ರೂಪ್‌ವೇರ್
वाढ,ಬೆಳವಣಿಗೆ
"१.गार्ड, २.गार्ड","1.ಕಾವಲು, 2.ಕಾವಲು"
मार्गदर्शित माध्यम,ಮಾರ್ಗದರ್ಶಿ ಮಾಧ್ಯಮ
गनझिप,ಗನ್ಜಿಪ್
डीकोड,ಡಿಕೋಡ್
डिकोडर,ಡಿಕೋಡರ್
डिकोडर शब्दकोश,ಅರ್ಥವಿವರಣೆ ನಿಘಂಟು
अर्धा जोडणारा,ಅರ್ಧ ಆಡ್ಡರ್
अर्धा पूल,ಅರ್ಧ ಸೇತುವೆ
अर्धा डुप्लेक्स,ಅರ್ಧ ಡ್ಯುಪ್ಲೆಕ್ಸ್
अर्धा डुप्लेक्स लाइन,ಅರ್ಧ ಡ್ಯುಪ್ಲೆಕ್ಸ್ ಲೈನ್
अर्धा डुप्लेक्स मोड,ಅರ್ಧ ಡ್ಯುಪ್ಲೆಕ್ಸ್ ಮೋಡ್
अर्धी तीव्रता,ಅರ್ಧ ತೀವ್ರತೆ
अर्ध राउटर,ಅರೆ ರೂಟರ್
अर्ध-विभागीय,ಅರೆ-ವಿಭಾಗೀಯ
अर्धी प्रतिमा,ಅರ್ಧ ಚಿತ್ರ
अर्धा शब्द,ಅರ್ಧ ಪದ
हॅमिलटोनियन चक्र,ಹ್ಯಾಮಿಲ್ಟೋನಿಯನ್ ಚಕ್ರ
हॅमिंग कोड,ಹ್ಯಾಮಿಂಗ್ ಕೋಡ್
हात,ಕೈ
छापील प्रत,ಮುದ್ರಿತ ಪ್ರತಿ
हाताळणी,ನಿರ್ವಹಣೆ
हाताळणी,ನಿರ್ವಹಣೆ
निलंबन,ಅಮಾನತು
आनंददायी सापळा,ಆಹ್ಲಾದಕರ ಬಲೆ
हार्ड कॉपी डिव्हाइस,ಹಾರ್ಡ್ ಕಾಪಿ ಸಾಧನ
"1.हार्ड डिस्क, 2.इन्फ्लेक्झिबल डिस्क","1.ಹಾರ್ಡ್ ಡಿಸ್ಕ್, 2.ಇನ್ಫ್ಲೆಕ್ಸಿಬಲ್ ಡಿಸ್ಕ್"
लवचिक डिस्क कोसळणे,ಹೊಂದಿಕೊಳ್ಳುವ ಡಿಸ್ಕ್ ಕುಸಿತ
कठीण त्रुटी,ಕಠಿಣ ದೋಷ
हार्डवेअर प्रवाह नियंत्रण,ಯಂತ್ರಾಂಶ ಹರಿವಿನ ನಿಯಂತ್ರಣ
"1.हार्मोनिक, 2.हार्मोनिक","1.ಹಾರ್ಮೋನಿಕ್, 2.ಹಾರ್ಮೋನಿಕ್"
"1.हार्मोनिक मीन, 2. हार्मोनिक मीन","1.ಹಾರ್ಮೋನಿಕ್ ಮೀನ್, 2. ಹಾರ್ಮೋನಿಕ್ ಸರಾಸರಿ"
हॅकिंग,ಹ್ಯಾಕಿಂಗ್
हॅकिंग आकृती,ಹ್ಯಾಕಿಂಗ್ ರೇಖಾಚಿತ್ರ
चिमिंग टेबल,ಚಿಮಿಂಗ್ ಟೇಬಲ್
हॅकिंग तंत्र,ಹ್ಯಾಕಿಂಗ್ ತಂತ್ರಗಳು
"1.हेडर, 2.एंट्री","1.ಹೆಡರ್, 2.ಪ್ರವೇಶ"
"1.स्टॅक, 2.स्टॅक","1.ಸ್ಟಾಕ್, 2.ಸ್ಟಾಕ್"
वस्तुमान वर्गीकरण,ಸಾಮೂಹಿಕ ವಿಂಗಡಣೆ
मदत,ಸಹಾಯ
मदत स्क्रीन,ಸಹಾಯ ಪರದೆ
"1.help नेटवर्क, 2.help नेटवर्क","1.ಸಹಾಯ ಜಾಲ, 2.ಸಹಾಯ ಜಾಲ"
हर्ट्झ (वारंवारता/वारंवारतेचे एकक),ಹರ್ಟ್ಜ್ (ಆವರ್ತನ/ಆವರ್ತನದ ಘಟಕ)
उत्स्फूर्त,ಸ್ವಾಭಾವಿಕ
प्रायोगिक पद्धत,ಪ್ರಾಯೋಗಿಕ ವಿಧಾನ
हेक्साडेसिमल संख्या,ಹೆಕ್ಸಾಡೆಸಿಮಲ್ ಸಂಖ್ಯೆ
