Malayalam,Hindi
മെറ്റസ്ട്രാസ്,अनुमदकाल
മെറ്റക്സേനിയ,"परागानुप्रभाव, मेटाजीनिया"
കാലാവസ്ഥാ,मौसम विज्ञान
മെഥമോഗ്ലോബിനമിയ,मेटहीमोग्लोबिनीमिया
രീതി പ്രകടനം,विधि प्रदर्शन
മൈക്ക,अभ्रक
മൈക്രോ തടം,लघु द्रोणी
മൈക്രോ മേന,सूक्ष्म प्राणिजात
സൂക്ഷ്മോവിനോടോ,सूक्ष्मजीव
സൂക്ഷ്മജീവ ബയോമാസ് കാർബൺ,सूक्ष्मजीवी जैवभार कार्बन
സൂക്ഷ്മജീവികളമായ അപചയം,सूक्ष्मजीवी निम्नीकरण
സൂക്ഷ്മപരിശോധനയുള്ള കീടനാശിനി,सूक्ष्मजीवी कीटनाशी
മൈക്രോബയോളജി,सूक्ष्मजीव विज्ञान
മൈക്രോബയോട്ടിക്,लघुजीवी
മൈക്രോക്ലൈമേഷൻ,सूक्ष्म जलवायु
മൈക്രോൻവിയോൺമെന്റ്,सूक्ष्म पर्यावरण
മൈക്രോഫ്ലോറ,सूक्ष्म वनस्पतिजात
മൈക്രോകമെറ്റോജെനിസിസ്,लघुयुग्मकजनन
മൈക്രോ സോറിഗേഷൻ,लघु सिंचाई
മൈക്രോമീറ്ററോളജി,सूक्ष्म मौसमविज्ञान
സൂക്ഷ്മ പോഷകൻ,सूक्ष्म पोषक (तत्व)
മൈക്രോപ്ലോട്ട്,लघु क्यारी
മൈക്രോപോറെ,सूक्ष्मरंध्र
സൂക്ഷ്മപരിശോധന,बीजांड द्वार
സൂക്ഷ്മതൈ,सूक्ष्मदर्शिकी
മൈക്രോസ്പോർച്ചർഗ്യം,सूक्ष्म बीजाणुधानी
മൈക്രോ സോസ്പോർ കൾച്ചർ,सूक्ष्मबीजाणु संवर्धन
മൈക്രോസ്പോർഫ് മാതൃ സെൽ,सूक्ष्मबीजाणु मातृ कोशिका
മൈക്രോ സോസ്പോർ,"लघुबीजाणु, माइक्रोस्पोर"
മൈക്രോടോം,"सूक्ष्मकर्तक, माइक्रोटोम"
മൈക്രോടോപ്പോഗ്രാഫി,सूक्ष्म स्थलाकृति
മിഡ് സീസൺ തിരുത്തൽ,मध्य-ऋतु सुधार
കുടിയേറ്റം,"प्रवास, प्रवसन"
പാൽ ധാന്യവേജ്,दाने की दुग्धावस्था
മില്ലിപീഡ്,"मिलीपीड, गोजर"
മില്ലറ്റുകൾ,"मिलेट (ज्वार, बाजरा, आदि)"
വീണ്ടെടുക്കൽ മില്ലിംഗ് വീണ്ടെടുക്കൽ,"पेषण प्राप्ति, पेरना प्राप्ति"
മില്ലിംഗ്,"पेषण, दलना, कूटना, पीसना, पेरना"
ധാതു പോഷകാഹാരം,खनिज पोषण
ധാതു മണ്ണ്,खनिज मृदा
ധാതുവൽക്കരണം,"खनिजीकरण, खनिजीभवन"
ധാതുക്കൾ,खनिज
ഏറ്റവും കുറഞ്ഞ തെർമോമീറ്റർ,न्यूनतम तापमापी
മിനിമം കൃഷി,न्यूनतम कर्षण
ചെറിയ വിളകൾ,गौण फसलें
മയക്കപരിപാലി സൂചിക,समसूत्रणी सूचकांक
മിസ്സൻസ് മ്യൂട്ടേഷൻ,अपार्थक उत्परिवर्तन
മഞ്ഞുമൂടിയ ജലസേചനം,कुहासा सिंचाई
മൂടല്മഞ്ഞ്,कुहासा
മിടോകോൺട്രിയ,"माइटोकॉन्ड्रिया, सूत्रकणिका"
മൈറ്റോസിസ്,समसूत्रण
മിത്സസർലിക്കിന്റെ നിയമം,मित्शेर्लिक का नियम
മിശ്രിത വിളവെടുപ്പ്,मिश्रित सस्यन
സമ്മിശ്ര കൃഷി,"मिश्रित खेती, मिश्रित कृषि"
സമ്മിശ്ര വളം,मिश्रित उर्वरक
സമ്മിശ്ര മേച്ചിൽ,मिश्रित चराई
മിക്സഡ് സ്വാർഡ്,मिश्रित तृणमय भूमि
മാതൃക,"प्रतिरूप, निदर्श"
മോഡലിടല്,प्रतिरूपण
പരിഷ്ക്കരിച്ച അന്തരീക്ഷ പാക്കേജിംഗ്,संशोधित वातावरणीय पैकेजिंग
ഈർപ്പം ലഭ്യത സൂചിക,नमी उपलब्धता सूचकांक
ഈർപ്പം കമ്മി സൂചിക,नमी ह्रास सूचकांक
ഈർപ്പം തുല്യമാണ്,नमी तुल्यांक
ഈർപ്പം ഭരണം,नमी प्रवृत्ति
ഈർപ്പം റിലീസ് കർവ്,नमी मोचन वक्र
ഈർപ്പം നിലനിർത്തൽ,जल धारण-शक्ति
ഈർപ്പം സമ്മർദ്ദം,नमी प्रतिबल
ഈർപ്പം പിരിമുറുക്കം,नमी तनाव
ഈര്പ്പം,नमी
മോളാർ പരിഹാരം,मोलीय विलयन
മോളസ്,शीरा
മോളിലെ ഡ്രെയിനേജ്,मोल अपवाह
മോളിക്യുലർ ബയോളജി,अणु जैविकी
തന്മാത്രാ പ്രജനനം,आणविक प्रजनन
മോളിക്യുലർ ഹൈബ്രിഡൈസേഷൻ,आणविक संकरण
Molluscuidide,मोलस्कनाशी
പണ നേതൃത്വ സൂചിക (MAI),आर्थिक लाभ सूचकांक (एम ए आई)
മോണോക്ലോണൽ ആന്റിബോഡി,एकक्लोनी प्रतिरक्षी
മോണോകോട്ടിഡലുകൾ,एकबीजपत्री
മോണോക്രം (മോണോസുധർ),एकधा सस्यन
മോണോസിഷ്യസ്,उभयलिंगी
മോവോജെനിസിസ്,"अलैंगिक जनन, एकोद्भव वाद"
മോനോഹൈബ്രിഡ്,एकसंकर जनन
മോണോസോസിഗോട്ടിക്,एकयुग्मनज
മൺസൂൺ,मानसून
മോണ്ട്മോറിലോന്യൈറ്റ്,मॉन्टमॉरिलोनाइट
ചതുപ്പുസ്ഥലം,"मूर, ऊसर"
ചീറ,मॉर
മോർഗൻ യൂണിറ്റ്,मॉर्गेन इकाई
മോർഫോജെനിസിസ്,संरचना विकास
മോർഫോളജിക്കൽ അഡാപ്റ്റേഷൻ,आकृतिक अनुकूलन
മോർഫോളജി,आकारिकी
ജാമ്യം,बंधक
ഒട്ടകത്തിൽ,"चितकबरा, बहुरंगी, कर्बुरित"
മോട്ട്ലിംഗ്,कर्बुरण
അച്ചുത,फफूंदी
മറയ്ക്കുക,निर्मोचन
കുന്നു സംസ്കാരം,टीला खेती
കുന്നിൻ കാളിംഗ്,ढेरी दाब
മൊവർ,घासकर्तक
മൊവിംഗ്,घास काटना
കുമാരി,"म्यूसिलेज, श्लेष्मक"
മുക്ക് മണ്ണ്,"मक, मृदा"
ചെളി,"पंकसम, कीचड़युक्त"
Muffle,"मफल, ढांकना"
ചവറുകൾ കൃഷി,पलवार खेती
ചവറുകൾ കൃഷി,पलवार कर्षण
ചവറുകൾ,"मल्च, पलवार"
പൾഷിംഗ്,"पलवारना, मल्च बनाना"
മുൾ,"अंतरीप, मल (ह्यूमस)"
മൾട്ടി സ്റ്റൈ ക്രോപ്പിംഗ്,बहुस्तरीसस्यन
ഒന്നിലധികം പരസ്പരബന്ധം,बहु सहसंबंध
ഒന്നിലധികം ക്രോപ്പിംഗ്,बहु सस्योत्पादन
ഒന്നിലധികം ക്രോപ്പിംഗ് സൂചിക,बहु सस्योत्पादन सूचकांक
