Malayalam,English
ശുചിതപരിപാലനം,Hygiene
അചഞ്ചലമായ,Hypothecation
മനുഷ്യശക്തിയുടെ ഹോർട്ടേജ്,Hortage of manpower
ആശയം,Idea
ആദര്ശപരമായ,Ideal
തുലമായ,Identical
തിരിച്ചറിയല്,Identification
വക്തിതം,Identity
തിരിച്ചറിയല് രേഖ,Identity card
അജ്ഞത,Ignorance
അവഗണിക്കുക,Ignore
നിയമവിരുദ്ധമായ,Illegal
നിയമവിരുദ്ധ പണിമുടക്ക്,Illegal strike
നിയമവിരുദ്ധമായത്,Illegible
അസുഖം,Ill-feeling
നിയമവിരുദ്ധം,Illicit
നിരന്തരമായ,Illiteracy
യുക്തിരഹിതമായ,Illogical
ചിതീകരണം,Illustration
പതിഛായ,Image
അസമതം,Imbalance
അപകമായ,Immature
സതരമായ,Immediate
ഉടനടി പ്രവർത്തനം,Immediate action
ഉടനടി ഉദ്യോഗസ്ഥൻ,Immediate officer
കുടിയേറ്റക്കാരന്,Immigrant
ദുര്മാര്ഗിയായ,Immoral
സ്ഥാവരവു,Immovable
പതിരോധശക്തിയുള്ള,Immune
രോഗപതിരോധശക്തി,Immunity
ആഘാതം,Impact
നിഷ്പക്ഷമായ,Impartial
ഇംപീച്ച്മെന്റ്,Impeachment
ഇംപാനം,Impediment
അത്യതാരവും,Imperative
ആൾമാറാട്ടം,Impersonation
നടപ്പിലാക്കുക,Implement
അടങ്ങിയ,Implicate
വ്യക്തമായ,Implicit
ഇറക്കുമതിച്ചരക്ക്,Import
മുഖമായ,Important
ഇറക്കുമതിക്കാരി,Importer
വസീജം,Impost
കടമ,Impound
തോന്നല്,Impression
പകനാശിനി,Imprest
അനുചിതമായ,Improper
മെച്ചപ്പെടുത്തുക,Improve
അഭിവൃദ്ധി,Improvement
മെച്ചപ്പെടുത്തൽ,Improvisation
കണക്കാക്കുക,Impute
Ausenauts- ൽ,In abeyance
അശക്തി,Inability
അഗമമായ,Inaccessible
അനുവതാണ,Inadmissible
അശദ്ധമായി,Inadvertently
ഉത്ഘാടനം,Inauguration
പണമായി,In cash
പോത്സാഹകമായ,Incentive
ആകസ്മികമായ,Incidental
ചായ്വ്,Inclination
അടങ്ങിയ,Inclusive
ആൾമാറാട്ടം,Incognito
വരുമാനം,Income
ആദായ നികുതി,Income tax
ആദായനികുതി ക്ലിയറൻസ് സർട്ടിഫിക്കറ്റ്,Income tax clearance certificate
ആദായനികുതി റിട്ടേൺ,Income tax return
വരുമാന,Incoming
കഴിവില്ലായ്മ,Incompetency
കഴിവില്ലാത്ത,Incompetent
അപൂര്ണ്ണമായ,Incomplete
നിര്ണ്ണായകമല്ലാത്ത,Inconclusive
പൊരുത്തപ്പെടാത്ത,Incongruous
പൊരുത്തക്കേട്,Inconsistency
അസൌകര്യം,Inconvenience
സംയോജിപ്പിച്ചു,Incorporated
തെറ്റായ,Incorrect
അവിശസനീയമായ,Incredible
ഇൻക്രിമെന്റും,Increment
വകയായ,Incumbent
സംയോജന,Incumbrance
നഷ്ടപരിഹാരം,Indemnification
നിഷേധം,Indent
സ്വാതന്ത്യദിനം,Independence day
സതന്തനായ,Independent
സൂചിക,Index
ഇൻഡക്സ് കാർഡ്,Index card
സൂചന,Indication
കുറ്റപ്പെടുത്തുക,Indict
നിസ്സംഗത,Indifference
പരോക്ഷകാരം,Indirect
വിവേകപൂർണ്ണമായ,Indiscipline
വിവേകശൂന്യത,Indiscretion
വിവേചനരഹിതമായ,Indiscriminate
അനിഷേധ്യമാണ്,Indisputable
വ്യക്തത,Indistinct
ഉപദേശിക്കല്,Indorsement
വ്യക്തി,Individual
ഇൻഡക്ഷൻ,Induction
തനിപ്പകർപ്പ്,In duplicate
വവസായവൽക്കരണം,Industrialization
വ്യാവസായിക സ്റ്റാഫ്,Industrial staff
കഠിനാധ്വാനം,Industrious
വവസായം,Industry
ടിസിയില്ലാത്ത,Inefficiency
അസമമായ,Inequity
അനിവാര്യമായ,Inevitable
വിലത്തത്,Inexpedient
അനുഭവപരിചയമില്ലാത്തത്,Inexperienced
സത്യത്തിൽ,In fact
രോഗസംകമം,Infection
താണതരമായ,Inferior
ബലഹീനത,Infirmity
വിലക്കയറ്റം,Inflation
പണപ്പെരുപ്പ നിരക്ക്,Inflation rate
സ്വാധീനമുള്ള,Influential
അനൗപചാരികമായ,Informal
വിവരം,Information
ഇൻഫ്രാസ്ട്രക്ചർ,Infrastructure
അതിരുകടക്കുക,Infringe
അതിരുകടക്കല്,Infringement
രൂപകൽപ്പന,Infructuous
അന്തർലീനമായ,Inherent
പിന്തുടര്ച്ചയായികിട്ടുക,Inherit
പഥമമായ,Initial
ഇനീച്ചുകൾ,Initials
തുടങ്ങിവയ്ക്കുക,Initiate
പരിഹാരം,Injuction
ഹാനി,Injury
ഉൾനാടൻ കത്ത്,Inland letter
കുത്തിവയ്പ്പ്,Inoculation
നിക്ഷേപതം,Input
അനേഷണം,Inquiry
കൂട്ടിച്ചേര്ക്കുക,Insert
ഉള്ക്കാഴ്ച,Insight
പരിശോധിക്കുക,Inspect
പരിശോധകന്,Inspector
അസ്ഥിരത,Instability
പതിഷ്ഠാപനം,Installation
തവണ,Instalment
ഇണിക്കുക,Instigate
സംഭവനിര്മ്മാണം,Instigation
സ്ഥാപിക്കുക,Institute
നിര്ദ്ദേശം,Instruction
ഉപകരണം,Instrument
ഉന്നമൂഹനം,Insubordination
രക്ഷാഭോഗം,Insurance
നഷ്ടരക്ഷചെയ്യുക,Insure
സമരിധാണാകാരമായ,Integral
സംയോജനം,Integration
ആര്ജ്ജവം,Integrity
ബുദ്ധിഗമമായ,Intelligible
തീവമായ,Intensive
ഉദ്ദേശത്തോടെ,Intent
ഇടപെടല്,Interaction
ഇന്റർലിയ,Inter alia
ഇന്റർ-ഡിപ്പാർട്ട്മെന്റ്,Inter-departmental
പലിശ,Interest
ഇടപെടാൻ,Interfere
ഇടക്കാല,Interim
ഇടക്കാല ഓർഡർ,Interim order
ഇടക്കാല ആശ്വാസം,Interim relief
ഇടക്കാല അവലോകനം,Interim report
ഇന്റർമീഡിയറ്റ്,Intermediate
ഇന്റർമീഡിയറ്റ് കോളേജ്,Intermediate college
തടവുകാരി,Intern
അകത്തെ,Internal
അന്താരാഷ്ട്ര നിയമം,International law
ഇന്ദ്ദിവം,Internship
ഇന്റർപോളേഷൻ,Interpolation
വാഖാനം,Interpretation
ചോദംചെയ്യുക,Interrogate
തടസ്സപ്പെടുത്തുക,Interrupt
തടസ്സം,Interruption
അന്തർ,Inter se
ഇടപെടുക,Intervene
ഇടപെടല്,Intervention
അഭിമുഖം,Interview
അഭിമുഖം,Interviewee
അഭിമുഖം,Interviewer
അറിയുക,Intimate
പൂര്പ്പാക്കുക,Intimation
വിരട്ടല്,Intimidation
അസഹിഷ്ണു,Intolerance
ലഹരി,Intoxication
സങ്കീർണ്ണമായ,Intricacy
സങ്കീര്ണ്ണമായ,Intricate
അവതരിപ്പിക്കുക,Introduce
പരിചയപ്പെടുത്തല്,Introduction
അസാധുവായ,Invalid
അസാധുവായ,Invalidity
സ്ഥിരമായി,Invariably
അനേഷണം,Investigation
മുതല്മുടക്ക്,Investment
ക്ഷണം,Invitation
അനിയന്ത്രിതമായ,Involuntary
ഉൾപ്പെടുന്നു,Involved
Ipsosto,Ipso facto
Ipso jur,Ipso jure
അയുക്തികമായ,Irrational
പരിരാപകമായ,Irrecoverable
കമരഹിതമായ,Irregular
അപസക്തമായ,Irrelevant
നിരുത്തരവാദിയായ,Irresponsible
മാറ്റാനാവാത്ത,Irrevocable
ഇഷ്യൂ,Issue
ഇഷ് ഓർഡർ,Issue order
ഇഷ്യു വില,Issue price
ഇനം,Item
ഉദോഗം,Job
ജോലി വിവരണം,Job description
ജോലി വിലയിരുത്തൽ,Job evaluation
ജോലി മരവിപ്പിക്കുക,Job freeze
തൊഴിൽ അന്വേഷണം,Job hunting
ഉദോഗമില്ലാത്ത,Jobless
ജോലി അടിസ്ഥാനമാക്കിയുള്ളത്,Job-oriented
ജോലി ഭ്രമണം,Job rotation
ജോലി സംതൃപ്തി,Job satisfaction
ജോലി സുരക്ഷ,Job security
ജോലി വിവരണം,Job specification
തൊഴിൽ പഠനം,Job study
ജോലി ജോലി,Job work
യോജിപ്പിക്കുക,Join
ചേരുന്ന തീയതി,Joining date
ശമ്പളം ചേരുമ്പോൾ,Joining pay
ചേരുന്ന കാലയളവ്,Joining period
ചേരുന്ന റിപ്പോർട്ട്,Joining report
ചേരുന്ന സമയത്ത്,Joining time
സന്ധി,Joint
ഒന്നിച്ചുള്ള അക്കൗണ്ട്,Joint account
ജോയിന്റ് കേഡർ,Joint cadre
സംയുക്ത സമിതി,Joint committee
സംയുക്ത കൺസൾട്ടേറ്റീവ് കമ്മിറ്റി,Joint consultative committee
സംയുക്ത കുടുംബം,Joint family
സംയുക്തമായി,Jointly
സംയുക്തമായും കഠിനമായും,Jointly and severally
ജോയിന്റ് ഉടമസ്ഥാവകാശം,Joint ownership
സംയുക്ത ഉത്തരവാദിത്തം,Joint responsibility
സംയുക്ത സംരംഭം,Joint venture
വാര്ത്താപതിക,Journal
പതപവര്ത്തകന്,Journalist
വിധിനായം,Judgement
ജുഡയനായ,Judicial
ജുഡീഷ്യൽ കസ്റ്റഡി,Judicial custody
ജുഡീഷ്യൽ അന്വേഷണം,Judicial enquiry
ജുഡീഷ്യൽ അറിയിപ്പ്,Judicial notice
ജുഡീഷ്യൽ വൈദ്യുതി,Judicial power
ജുഡീഷ്യൽ സേവനം,Judicial service
ജുഡീഷ്യറി,Judiciary
നീതിപൂർവകരമായ,Judicious
ജൂനിയർ അഡ്മിനിസ്ട്രേറ്റീവ് ഗ്രേഡ്,Junior administrative grade
ജൂനിയർ ക്ലർക്ക്,Junior clerk
റാങ്കിലുള്ള ജൂനിയർ,Junior in rank
ജൂനിറിറ്റി,Juniority
ജൂനിയർ ഏറ്റവും കൂടുതൽ,Junior most
ജൂനിയർ സ്കെയിൽ,Junior scale
നീതിനായപരിപാലനം,Jurisdiction
നീതിപൂര്വമായ,Just
നായാധിപതി,Justice
നീതീകരിക്കാവുന്ന,Justiciable
നായീകരിക്കുക,Justify
താക്കോല്,Key
മുഖ്യ പ്രഭാഷണം,Keynote address
തിരികെ പികെ,Kick back
ബന്ധുവിദ,Kin
"കിഥ്, കിൻ",Kith and kin
എങ്ങനെയെന്നറിയുക,Know-how
വിവരമുള്ള,Knowledgeable
തൊഴിലാളി,Labour
തൊഴിൽ ചാർജുകൾ,Labour charges
തൊഴിൽ കരാർ,Labour contract
തൊഴിൽ കോടതി,Labour court
തൊഴിൽ തർക്കം,Labour dispute
തൊഴിൽ സേന,Labour force
തൊഴിൽ നിയമങ്ങൾ,Labour laws
തൊഴിലാളി മുറി,Labour room
തൊഴിലാളി യൂണിയൻ,Labour union
തൊഴിൽ ക്ഷേമം,Labour welfare
ഭൂമി ജന്മലിടം,Land aquisition
ലാൻഡ് മാർക്ക്,Land mark
ഭൂമി രേഖകൾ,Land records
ഭൂപരിഷ്കരണം,Land reforms
ലാൻഡ് റവന്യൂ,Land revenue
ലാൻഡ് സെറ്റിൽമെന്റ്,Land settlement
ഭൂമി കാലാവധി,Land tenure
ലാൻഡ് ഉപയോഗ സർട്ടിഫിക്കറ്റ്,Land use certificate
നഷ്ടം,Lapse
വലിയ സ്കെയിൽ,Large scale
അവസാന തീയതി,Last date
നിലനില്ക്കുന്ന,Lasting
