Kannada,Tamil
ವೈಫಲ್ಯ-ಸುರಕ್ಷತಾ ಕಾರ್ಯಾಚರಣೆ,தோல்வி-பாதுகாப்பு செயல்பாடு
ವಿಫಲತೆಯ ದರ,தோல்வி விகிதம்
ವೈಫಲ್ಯ ವಿಸರ್ಜನೆ,தோல்வி வெளியேற்றம்
ತಪ್ಪು ಕೋಡ್,தவறான குறியீடு
ತಪ್ಪು ದೋಷ,தவறான பிழை
"1.ಹೂಡಿಕೆ, 2.ಹೂಡಿಕೆ ಅಂಕಗಳು","1.முதலீடு, 2.முதலீட்டு புள்ளிகள்"
"1. ಸಂಚಿಕೆ, 2. ಸಂಚಿಕೆ ಸಂಖ್ಯೆ","1. வெளியீடு, 2. வெளியீடு எண்"
"1. ರೆಪ್ಲಿಕೇಶನ್ I/O ಸಾಧನ, 2. ಪ್ರತಿಕೃತಿ ಇನ್‌ಪುಟ್ ಸಾಧನ/ಔಟ್‌ಪುಟ್","1. பிரதி I/O சாதனம், 2. பிரதி உள்ளீட்டு சாதனம்/வெளியீடு"
ಕ್ಷಿಪ್ರ ಫೋರ್ಯರ್ ವರ್ಗಾವಣೆ,விரைவான நான்கு பரிமாற்றம்
ಗಂಭೀರವಾದ ತಪ್ಪು,கொடிய பிழை
ದೋಷ ಪತ್ತೆ,தவறு கண்டறிதல்
ದೋಷ ರೋಗನಿರ್ಣಯ,தவறு கண்டறிதல்
ದೋಷಸಹಿಷ್ಣುತೆ,தவறு சகிப்புத்தன்மை
ಫ್ಯಾಕ್ಸ್,தொலைநகல்
ಫ್ಯಾಕ್ಸ್ ಸಂದೇಶ,தொலைநகல் செய்தி
ಎಫ್ ಡಿಸಿ,எஃப் டிசி
ರೋಗಲಕ್ಷಣ ಪತ್ತೆ,அறிகுறி கண்டறிதல்
ತುಂಬುವ ಚಕ್ರ,நிரப்பு சக்கரம்
ಮರುಹೂಡಿಕೆ,மறு முதலீடு
"1. ಪೂರೈಕೆದಾರ, 2. ಪೋಷಣೆ, 3. ಫೀಡರ್","1.சப்ளையர், 2.ஊட்டச்சத்து, 3.ஊட்டி"
ಯಾವುದೇ,அயன்
ಫಿಬೊನಾಕಿ ಅನ್ವೇಷಣೆ,ஃபைபோனச்சி கண்டுபிடிப்பு
ಫಿಬೊನಾಕಿ ಅನುಕ್ರಮ,ஃபைபோனச்சி வரிசை
ಫಿಬೊನಾಕಿ ಸರಣಿ,ஃபைபோனச்சி தொடர்
ಫೈಬರ್ ಆಪ್ಟಿಕ್ಸ್,ஃபைபர் ஆப்டிக்ஸ்
ಫಿಡೋ ಬಲೆ,ஃபிடோ பொறி
ಪ್ರದೇಶ,பிராந்தியம்
ಐದನೇ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್,ஐந்தாம் தலைமுறை கணினி
"1. ಫೈಲ್, 2. ಕಡತ","1.கோப்பு, 2. கோப்பு"
ಫೈಲ್ ಪ್ರವೇಶ ವಿಧಾನ,கோப்பு அணுகல் முறை
ಫೈಲ್ ಹಂಚಿಕೆ ಕೋಷ್ಟಕ,கோப்பு ஒதுக்கீடு அட்டவணை
ಫೈಲ್ ಕಂಪ್ರೆಷನ್,கோப்பு சுருக்கம்
ಫೈಲ್ ನಕಲು,கோப்பு நகலெடுக்கிறது
ಫೈಲ್ ಕಾನ್ಫಿಗರೇಶನ್,கோப்பு கட்டமைப்பு
ಫೈಲ್ ವಿಲೀನ,கோப்பு ஒன்றிணைத்தல்
ಫೈಲ್ ಚೇತರಿಕೆ,கோப்பு மீட்பு
ಫೈಲ್ ಸಂಗ್ರಹಣೆ,கோப்பு சேமிப்பு
ಫೈಲ್ ರಚನೆ,கோப்பு அமைப்பு
ಕಡತ ವ್ಯವಸ್ಥೆ,கோப்பு முறை
ಫೈಲ್ ವರ್ಗಾವಣೆ,கோப்பு பரிமாற்றம்
ಫೈಲ್ ವರ್ಗಾವಣೆ ಪ್ರೋಟೋಕಾಲ್ (FTP),கோப்பு பரிமாற்ற நெறிமுறை (FTP)
ಫಿಲ್ಟರ್,வடிகட்டி
ಕೊನೆಯ ಸ್ಥಾನ,கடைசி நிலை
ಹುಡುಕಿ Kannada,தேடு
ಸೀಮಿತ ಸ್ಥಿತಿಯ ಯಂತ್ರ,வரையறுக்கப்பட்ட நிலை இயந்திரம்
ಬೆಂಕಿ ಗೋಡೆ,தீ சுவர்
ಫರ್ಮ್ವೇರ್,நிலைபொருள்
ಮೊದಲು ಬಂದವರಿಗೆ ಮೊದಲ ಸೇವೆ,முதலில் வருபவர்களுக்கு முன்னுரிமை
ಮೊದಲ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್,முதல் தலைமுறை கணினி
ಮೊದಲ ಇನ್‌ಪುಟ್ ಮೊದಲ ಸಂಚಿಕೆ (FIFO),முதல் உள்ளீடு முதல் வெளியீடு (FIFO)
ಮೊದಲ ಆದೇಶದ ವಾದ,முதல் வரிசை வாதம்
ಮೊದಲ ಆದೇಶದ ತತ್ವ,முதல் வரிசை கொள்கை
ಸ್ಥಿರ ವಿಭಾಗ,நிலையான பிரிவு
ಸಹಿ ಮಾಡಿ,கையெழுத்து
ಹೊಂದಿಕೊಳ್ಳುವ ಡಿಸ್ಕ್,நெகிழ்வான வட்டு
ಫ್ಲಾಪಿ ಡಿಸ್ಕ್,நெகிழ் வட்டு
ಫ್ಲಾಪಿ ಡಿಸ್ಕ್ ಡ್ರೈವ್ (FDD),பிளாப்பி டிஸ்க் டிரைவ் (FDD)
ಹರಿವಿನ ಚಾರ್ಟ್,ஓட்ட விளக்கப்படம்
ನಿಯಂತ್ರಣ ಹರಿವು,கட்டுப்பாடு ஓட்டம்
ಮುಂಜಾನೆ,முந்தியது
ಫೋಲ್ಡರ್,கோப்புறை
ಫಾಂಟ್,எழுத்துரு
ಫಾಂಟ್ ಕುಟುಂಬ,எழுத்துரு குடும்பம்
ಬಾಹ್ಯ ಕೀ,வெளிப்புற விசை
ಫಾರ್ಮ್,படிவம்
ಸಾಂಕೇತಿಕ ಭಾಷೆ,குறியீட்டு மொழி
ಸಾಂಕೇತಿಕ ವಿಧಾನ,குறியீட்டு முறை
"1.ಫಾರ್ಮ್ಯಾಟ್, 2.ಫಾರ್ಮ್","1.வடிவம், 2.வடிவம்"
ಚಿತ್ರ,வரைதல்
ಫೋರ್ಟ್ರಾನ್,ஃபோர்ட்ரான்
"1.ಫೋರ್ಟ್ರಾನ್ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ) ಪ್ರೋಗ್ರಾಂ, 2.ಫೋರ್ಟ್ರಾನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್","1.Fortran (ஒரு கணினி மொழி) நிரல், 2.Fortran நிரலாக்க"
ಫಾರ್ವರ್ಡ್ ಸ್ಲ್ಯಾಷ್,முன்னோக்கி சாய்வு
4 ನೇ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್,4வது தலைமுறை கணினி
ವಿಭಾಗ,பிரிவு
ಚೌಕಟ್ಟು,சட்டகம்
"1.ಉಚಿತ ನೆಟ್, 2.ಉಚಿತ ನೆಟ್","1.இலவச வலை, 2.இலவச வலை"
ಉಚಿತ ಸಾಫ್ಟ್‌ವೇರ್ ಟ್ರಸ್ಟ್,இலவச மென்பொருள் நம்பிக்கை
ಉಚಿತ ಸಂಗ್ರಹಣೆ,இலவச சேமிப்பு
ಫ್ರೀವೇರ್,இலவச மென்பொருள்
ಮುಂಭಾಗ,முன்
"1.ಮುಂಭಾಗದ ಫಲಕ, 2.ಮುಂಭಾಗದ ಫಲಕ","1.முன் பலகம், 2.முன் பலகம்"
"1.ಕಾರ್ಯಗಳು, 2. ಕಾರ್ಯ","1.செயல்பாடுகள், 2. செயல்பாடு"
ಕಾರ್ಯ ಕೀ,செயல்பாட்டு விசை
ಕಾರ್ಯ ಉಲ್ಲೇಖ,செயல்பாடு குறிப்பு
ಕ್ರಿಯಾತ್ಮಕ ಅವಲಂಬನೆ,செயல்பாட்டு சார்பு
ಕಾರ್ಯ ಪರೀಕ್ಷೆ,செயல்பாடு சோதனை
"1. ಅಸ್ಪಷ್ಟ ತರ್ಕ, 2. ಅಸ್ಪಷ್ಟ ತರ್ಕ","1. தெளிவற்ற தர்க்கம், 2. தெளிவற்ற தர்க்கம்"
"1. ಅಸ್ಪಷ್ಟ ಸೆಟ್, 2. ಅಸ್ಪಷ್ಟ ಸೆಟ್","1. தெளிவற்ற தொகுப்பு, 2. தெளிவற்ற தொகுப்பு"
ಲಾಭ,ஆதாயம்
ಕ್ರೀಡಾ ಮರ,விளையாட்டு மரம்
ಮಧ್ಯಂತರ ಪಾತ್ರ,இடைவெளி பாத்திரம்
ಕಸ,குப்பை
ಕಸ ಸಂಗ್ರಹಣೆ,குப்பை சேகரிப்பு
ಕಸ ಸಂಗ್ರಹಣೆ,குப்பை சேகரிப்பு
ಕಸದ ಒಳಗೆ ಕಸದ ಹೊರಗೆ (Gigo),குப்பை உள்ளே குப்பை வெளியே (ஜிகோ)
ಬಾಗಿಲು,கதவு
ಡೋರ್ ಪಾತ್ (ನೆಟ್‌ವರ್ಕ್‌ನ ಸಂದರ್ಭದಲ್ಲಿ),கதவு பாதை (நெட்வொர்க்கின் சூழலில்)
ಸಮಗ್ರ ಕಾರ್ಯಕ್ರಮ,விரிவான திட்டம்
ಸಮಗ್ರ ಕಾರ್ಯಕ್ರಮ,விரிவான திட்டம்
ವಿಶಾಲ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್,பரந்த நோக்கம் கொண்ட கணினி
ಸಾಮಾನ್ಯ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್,பொது நோக்கம் கணினி
ಸಾಮಾನ್ಯ ನೋಂದಣಿ,பொது பதிவு
ಸಾಮಾನ್ಯೀಕರಣ,பொதுமைப்படுத்தல்
ಸಾಮಾನ್ಯೀಕರಣ,பொதுமைப்படுத்தல்
ವಿಶಾಲ ವಸ್ತು ಭಾಷೆ,பரந்த பொருள் மொழி
ವಿಶಾಲ ಉದ್ದೇಶದ ಕಾರ್ಯಾಚರಣೆ ವ್ಯವಸ್ಥೆ,பரந்த நோக்க இயக்க முறைமை
ಸಮಗ್ರ ಉದ್ದೇಶದ ನೋಂದಣಿ,விரிவான நோக்கப் பதிவு
ದೋಷ ಸೃಷ್ಟಿಸಲಾಗಿದೆ,பிழை உருவாக்கப்பட்டது
ಸಂತಾನೋತ್ಪತ್ತಿ ಕಾರ್ಯ,இனப்பெருக்க செயல்பாடு
ಸಾಮಾನ್ಯ ವರ್ಗ,வகுப்பு பொது
ವರ್ಗ ಕಾರ್ಯ,வர்க்க செயல்பாடு
ಸಾಮಾನ್ಯ ವರ್ಗದ ಹೆಸರು,பொதுவான வகுப்பு பெயர்
ಗಿಗೋ,ஜிகோ
"1. ಸಾರ್ವತ್ರಿಕ, 2. ಜಾಗತಿಕ","1. யுனிவர்சல், 2. குளோபல்"
ಸಾರ್ವತ್ರಿಕ ಕೋಡ್,உலகளாவிய குறியீடு
ಸಾರ್ವತ್ರಿಕ ಲಾಕ್,உலகளாவிய பூட்டு
"1. ಯುನಿವರ್ಸಲ್ ನೆಟ್ವರ್ಕ್, 2. ಯುನಿವರ್ಸಲ್ ನೆಟ್ವರ್ಕ್","1. யுனிவர்சல் நெட்வொர்க், 2. யுனிவர்சல் நெட்வொர்க்"
ಸಾರ್ವತ್ರಿಕ ನೆಟ್ವರ್ಕ್,உலகளாவிய நெட்வொர்க்
"1. ವಿಶ್ವ ಬಳಕೆದಾರ, 2. ಸಾರ್ವಜನಿಕ ಬಳಕೆದಾರ, 3. ಸಾರ್ವತ್ರಿಕ ಬಳಕೆದಾರ","1. உலகப் பயனர், 2. பொதுப் பயனர், 3. உலகளாவிய பயனர்"
ಜಾಗತಿಕ ಅಸ್ಥಿರ,உலகளாவிய மாறிகள்
"1.ಜಾಗತೀಕರಣ, 2.ಜಾಗತೀಕರಣ","1.உலகமயமாக்கல், 2.உலகமயமாக்கல்"
ಗೋಫರ್ (ನೆಟ್‌ವರ್ಕ್‌ನಲ್ಲಿ ಪ್ರೋಟೋಕಾಲ್),கோபர் (ஒரு நெட்வொர்க்கில் உள்ள ஒரு நெறிமுறை)
ಗೋಫರ್ ಗ್ರಾಹಕ,கோபர் ஏற்பி
"1. ಗೋಫರ್ ಸರ್ವರ್, 2. ಗೋಫರ್ ಸರ್ವರ್","1. கோபர் சர்வர், 2. கோபர் சர்வர்"
ಗೋಫರ್ ಸೈಟ್,கோபர் தளம்
ಗೋಫರ್ ಸ್ಪೇಸ್,கோபர் விண்வெளி
ಆಕರ್ಷಕ ಅವನತಿ,கவர்ச்சிகரமான சீரழிவு
ವ್ಯಾಕರಣ ಪರಿವರ್ತಕ,இலக்கண மாற்றி
ವ್ಯಾಕರಣ ಹೊಟ್ಟಿ ಬಹಿರ್ಮುಖತೆ,grammar hottie extroversion
"1.ಒಟ್ಟು ಒಟ್ಟು, 2.ದೊಡ್ಡ ಒಟ್ಟು, 3.ಒಟ್ಟು ಒಟ್ಟು","1.மொத்தம், 2.மொத்தம், 3.மொத்தம்"
"1.ಗ್ರಾಫ್, 2.ಗ್ರಾಫ್","1.வரைபடம், 2.வரைபடம்"
"1.ಗ್ರಾಫ್ ಸಂಕೇತ, 2.ಗ್ರಾಫ್ ಸಂಕೇತ","1.வரைபடக் குறியீடு, 2.வரைபடக் குறியீடு"
"1. ಗ್ರಾಫಿಕ್ ಪಾತ್ರಗಳು, 2. ಚಿತ್ರಾತ್ಮಕ ಪಾತ್ರಗಳು","1. கிராஃபிக் எழுத்துக்கள், 2. வரைகலை எழுத்துக்கள்"
"1. ಗ್ರಾಫಿಕಲ್ ಕಂಟ್ರೋಲರ್, 2. ಗ್ರಾಫಿಕಲ್ ಕಂಟ್ರೋಲರ್","1. வரைகலை கட்டுப்படுத்தி, 2. வரைகலை கட்டுப்படுத்தி"
"1. ಗ್ರಾಫಿಕಲ್ ಡೇಟಾ ಸ್ಟ್ರಕ್ಚರ್, 2. ಗ್ರಾಫಿಕಲ್ ಡೇಟಾ ಸ್ಟ್ರಕ್ಚರ್","1. வரைகலை தரவு கட்டமைப்பு, 2. வரைகலை தரவு கட்டமைப்பு"
"1. ಗ್ರಾಫಿಕ್ ಡಿಸ್ಪ್ಲೇ ಪ್ರೋಗ್ರಾಂ, 2. ಗ್ರಾಫಿಕಲ್ ಡಿಸ್ಪ್ಲೇ ಪ್ರೋಗ್ರಾಂ","1. வரைகலை காட்சி திட்டம், 2. வரைகலை காட்சி திட்டம்"
"1.ಗ್ರಾಫಿಕಲ್ ಡಿಸ್ಪ್ಲೇ ರೆಸಲ್ಯೂಶನ್, 2.ಗ್ರಾಫಿಕ್ ಡಿಸ್ಪ್ಲೇ","1.கிராஃபிக் டிஸ்ப்ளே ரெசல்யூஷன், 2.கிராஃபிக் டிஸ்ப்ளே"
"1. ಗ್ರಾಫಿಕ್ ಭಾಷೆ, 2. ಚಿತ್ರಾತ್ಮಕ ಭಾಷೆ","1. வரைகலை மொழி, 2. வரைகலை மொழி"
"1. ಗ್ರಾಫಿಕ್ ಭಾಷೆ, 2. ಚಿತ್ರಾತ್ಮಕ ಭಾಷೆ","1. வரைகலை மொழி, 2. வரைகலை மொழி"
"1. ಗ್ರಾಫಿಕಲ್ ಪ್ಲೇಟ್, 2. ಗ್ರಾಫಿಕಲ್ ಪ್ಲೇಟ್","1. வரைகலை தட்டு, 2. வரைகலை தட்டு"
"1.ಗ್ರಾಫಿಕ್ ಅನಿಮೇಷನ್, 2.ಗ್ರಾಫಿಕ್ ಅನಿಮೇಷನ್","1.கிராஃபிக் அனிமேஷன், 2.கிராஃபிக் அனிமேஷன்"
ಗ್ರಾಫಿಕ್ ವರ್ಗಾವಣೆ ಸ್ವರೂಪ (GIF),கிராஃபிக் பரிமாற்ற வடிவம் (GIF)
"1.ಗ್ರಾಫಿಕ್ ಯೂಸರ್ ಇಂಟರ್ಫೇಸ್ (GUI), 2.ಗ್ರಾಫಿಕ್ ಯೂಸರ್ ಇಂಟರ್ಫೇಸ್","1.கிராஃபிக் பயனர் இடைமுகம் (GUI), 2.கிராஃபிக் பயனர் இடைமுகம்"
"1.ಗ್ರಾಫಿಕ್ಸ್, 2.ಗ್ರಾಫಿಕ್ಸ್","1.கிராபிக்ஸ், 2.கிராபிக்ஸ்"
"1.ಗ್ರಾಫಿಕ್ಸ್ ಅಪ್ಲಿಕೇಶನ್, 2.ಗ್ರಾಫಿಕಲ್ ಅಪ್ಲಿಕೇಶನ್","1.கிராபிக்ஸ் அப்ளிகேஷன், 2.கிராஃபிக் அப்ளிகேஷன்"
"1.ಗ್ರಾಫಿಕ್ಸ್ ಕರ್ಸರ್, 2.ಗ್ರಾಫಿಕಲ್ ಕರ್ಸರ್","1.கிராபிக்ஸ் கர்சர், 2.கிராஃபிக்கல் கர்சர்"
"1.ಗ್ರಾಫಿಕ್ಸ್ ಮೋಡ್, 2.ಗ್ರಾಫಿಕ್ ಮೋಡ್","1.கிராபிக்ஸ் பயன்முறை, 2.கிராஃபிக் முறை"
"1.ಗ್ರಾಫಿಕ್ಸ್ ಪ್ಯಾಕೇಜ್, 2.ಗ್ರಾಫಿಕ್ಸ್ ಪ್ಯಾಕೇಜ್","1.கிராபிக்ஸ் தொகுப்பு, 2.கிராபிக்ஸ் தொகுப்பு"
"1.ಗ್ರಾಫಿಕ್ಸ್ ಸಾಫ್ಟ್‌ವೇರ್, 2.ಗ್ರಾಫಿಕ್ಸ್ ಸಾಫ್ಟ್‌ವೇರ್","1.கிராபிக்ஸ் மென்பொருள், 2.கிராபிக்ஸ் மென்பொருள்"
"1.ಗ್ರಾಫಿಕ್ಸ್ ಸಾಫ್ಟ್‌ವೇರ್, 2.ಗ್ರಾಫಿಕ್ಸ್ ಸಾಫ್ಟ್‌ವೇರ್","1.கிராபிக்ஸ் மென்பொருள், 2.கிராபிக்ஸ் மென்பொருள்"
"1.ಗ್ರಾಫಿಕ್ಸ್ ಸಾಫ್ಟ್‌ವೇರ್ ಪ್ಯಾಕೇಜ್, 2.ಗ್ರಾಫಿಕಲ್ ಸಾಫ್ಟ್‌ವೇರ್ ಪ್ಯಾಕೇಜ್","1.கிராபிக்ஸ் மென்பொருள் தொகுப்பு, 2.வரைகலை மென்பொருள் தொகுப்பு"
ಬೂದು ಪ್ರಮಾಣದ,சாம்பல் அளவு
"1. ದುರಾಸೆಯ ವಿಧಾನ, 2. ದುರಾಸೆಯ ವಿಧಾನ","1. பேராசை முறை, 2. பேராசை முறை"
ದ್ರಾಕ್ಷಿ,திராட்சை
ಗ್ರಿಡ್,கட்டம்
ಗ್ರಿಡ್ ಚಾರ್ಟ್,கட்ட விளக்கப்படம்
ಗ್ರಿಡ್ ಲೆಕ್ಕಾಚಾರ,கட்டம் கணக்கீடு
ಗ್ರಿಡ್ ಮಾಡ್ಯುಲೇಶನ್,கட்டம் பண்பேற்றம்
ನೆಲದ ಅಲೆ,தரை அலை
ಗುಂಪು,குழு
ಗುಂಪು ವಿಳಾಸ,குழு முகவரி
ಗುಂಪು ಕೋಡ್,குழு குறியீடு
ಗುಂಪು ಸಂವಹನ,குழு தொடர்பு
ಗುಂಪು ಸಂವಹನ,குழு தொடர்பு
