Marathi,Assamese
"घटक, घटक, घटक, खंड,","উপাদান, কাৰক, কাৰক, দফা"
घटक विश्लेषण,কাৰক বিশ্লেষণ
खंडित,খণ্ডিত
तथ्यात्मक,ফেক্টৰিয়েল
एकाधिक घटक डिझाइन,একাধিক কাৰক ডিজাইন
फॅक्टरीकरण,ফ্যাক্টৰাইজেচন
घटक करण्यासाठी,to factor
न्याय खेळ,ন্যায় খেল
"आभासी, खोटे, कोड","ভাৰ্চুৱেল, মিছা, ক&#39;ড"
"कुटुंब, कुटुंब, कुळ, कुटुंब","পৰিয়াল, পৰিয়াল, বংশ, পৰিয়াল"
एकूण वर्तुळ,বৃত্ত মুঠ
वक्र एकूण,বক্ৰ মুঠ
कार्यांचे कुटुंब,কাৰ্য্যসমূহৰ পৰিয়াল
एकूण ओळ,লাইন মুঠ
प्रतिकृती,প্ৰতিৰূপ
F-वितरण,F-বিতৰণ
सातत्यपूर्ण बेस सोल्यूशन,সামঞ্জস্যপূৰ্ণ ভিত্তি সমাধান
सुसंगत समाधान,সামঞ্জস্যপূৰ্ণ সমাধান
"रिचार्ज, पुनर्गुंतवणूक","ৰিচাৰ্জ, পুনৰ বিনিয়োগ"
फर्माचा कायदा,ফাৰ্মাৰ নিয়ম
फर्माचे प्रमेय,ফাৰ্মাৰ উপপাদ্য
फर्मी-डिरॅक-स्टॅटिस्टिक्स,ফাৰ্মি-ডাইৰাক-পৰিসংখ্যা
फिबोनाची संख्या,ফিবোনাচি সংখ্যা
फिबोनाची श्रेणी,ফিবোনাচি ৰেঞ্জ
"फील्ड, फील्ड, फील्ड, फील्ड","ক্ষেত্ৰ, পথাৰ, পথাৰ, পথাৰ"
अंतिम वेग,চূড়ান্ত বেগ
"मर्यादित, मर्यादित","সসীম, সসীম"
मर्यादित आधार,সসীম ভিত্তি
मर्यादित दशांश,সসীম দশমিক
मर्यादित फरक,সসীম পাৰ্থক্য
मर्यादित फरक पद्धत,সসীম পাৰ্থক্য পদ্ধতি
मर्यादित आयामी,সসীম মাত্ৰিক
मर्यादित मितीय वेक्टर,সসীম মাত্ৰিক ভেক্টৰ
मर्यादित खेळ,সসীম খেল
मर्यादित भूमिती,সসীম জ্যামিতি
मर्यादित अविभाज्य,সসীম অখণ্ড
मर्यादितता,সসীমতা
मर्यादित मार्कोव्ह साखळी,সসীম মাৰ্কভ শৃংখল
मर्यादितपणाचा पुरावा,সসীমতা প্ৰমাণ
मर्यादित संख्या,সসীম সংখ্যা
मर्यादित लोकसंख्या,সসীম জনসংখ্যা
मर्यादित संभाव्यता,সসীম সম্ভাৱনা
शेवटचा दर्जा,শেষ গ্ৰেড
मर्यादित संच,সসীম গোট
मर्यादित वेग,সসীম বেগ
मर्यादित खंड,সসীম আয়তন
"मिसळा, समायोजित करा","মিক্স, সামঞ্জস্য"
वक्र समायोजन,বক্ৰ সমন্বয়
सरळ रेषा समायोजन,সৰলৰেখাৰ সমন্বয়
स्थिर बिंदू प्रमेय,স্থিৰ বিন্দু উপপাদ্য
निश्चित नमुना,স্থিৰ নমুনা
उड्डाणाचा वेग,উৰণৰ বেগ
फ्लोटिंग पॉइंट गणना,ভাসমান বিন্দু গণনা
"फ्लोटिंग पॉइंट सिस्टम, फ्लोटिंग पॉइंट सिस्टम","ফ্লটিং পইণ্ট চিষ্টেম, ফ্লটিং পইণ্ট চিষ্টেম"
प्रवाह चार्ट,ফ্ল&#39; চাৰ্ট
प्रवाह वेग,প্ৰবাহৰ বেগ
द्रव गतिशीलता,তৰল গতিবিদ্যা
"फोकल, कॉन्फोकल, फोकल","ফ&#39;কেল, কনফ&#39;কেল, ফ&#39;কেল"
फोकल जीवा,ফোকাচ কৰ্ড
फोकल अंतर,ফোকাচ দূৰত্ব
केंद्रस्थ लांबी,ফোকাচ দৈৰ্ঘ্য
"नाभी, फोकस, मूळ","নাভি, ফোকাচ, উৎপত্তি"
"पाऊल, पाऊल, पाऊल","ভৰি, ভৰি, ভৰি"
ऑर्थोगोनल,অৰ্থগনেল
गुरुत्वाकर्षण शक्ती,মহাকৰ্ষণ বল
अंदाज,পুৰ্বানুমান
सुत्र,সূত্ৰ
थ्रेडिंग,থ্ৰেডিং
"स्वरूपन, स्वरूपन, सूत्रीकरण","ফৰ্মেটিং, ফৰ্মেটিং, প্ৰণয়ন"
पुढे,আগলৈ
फॉरवर्ड इन्सर्शन,আগলৈ সন্নিৱিষ্ট কৰা
गणिताचा पाया,গণিতৰ ভেটি
चौरंग विश्लेषण,fourier বিশ্লেষণ
फोरियर मालिका,fourier শৃংখলা
फोरियर ट्रान्सफॉर्म,ফুৰিয়েৰ ৰূপান্তৰ
वेगळे,অন্য
अपूर्णांक समन्वय,ভগ্নাংশ স্থানাংক
अपूर्णांक संख्या,ভগ্নাংশ সংখ্যা
फ्रॅक्शनल प्रोग्रामिंग,ভগ্নাংশ প্ৰগ্ৰেমিং
मुक्त मार्ग,মুক্ত পথ
फ्री वेक्टर फ्री वेक्टर,মুক্ত ভেক্টৰ মুক্ত ভেক্টৰ
"वारंवारता, वारंवारता","কম্পাঙ্ক, কম্পাঙ্ক"
वारंवारता स्तंभ,কম্পাঙ্ক স্তম্ভ
"वारंवारता वक्र, वारंवारता वक्र","কম্পাঙ্ক বক্ৰ, কম্পাঙ্ক বক্ৰ"
वारंवारता वितरण,কম্পাঙ্ক বিতৰণ
वारंवारता हिस्टोग्राम,কম্পাঙ্ক হিষ্টোগ্ৰাম
घटना वारंवारता,ইনচিডেন্স ফ্ৰিকুৱেন্সি
वारंवारता-बहुभुज,কম্পাঙ্ক-বহুভুজ
वारंवारता सारणी,কম্পাঙ্ক টেবুল
फ्रस्टम,frustum
पिरॅमिड फ्रस्टम,পিৰামিড ফ্ৰষ্টাম
