Kannada,Telugu
ಒಂದು ಬಗೆಯ ಸಿನ್ -ಕಾಲ್ಪನಿಕ,Ctenoplana
ಕೋಗಿಲೆ,కోకిల
ಸೌತೆಕಾಯಿ,దోసకాయ
ಹೆಗಲಮುದಾಯಿ,కుకుర్బిట్
ಸಕರ್ಬಿಟ,కుకుర్బిటా
ಕಸ,కుల్మ్
ತಳಿ,సాగు
ಬೆಳೆದ ಬೆಳೆ,పండించిన పంట
ಕೃಷಿ ಸಸ್ಯ,సాగు మొక్క
ಸಾಂಸ್ಕೃತಿಕ ಅಥವಾ ವೇಗವರ್ಧಿತ ಯುಟ್ರೊಫಿಕೇಶನ್,సాంస్కృతిక లేదా వేగవంతమైన యూట్రోఫికేషన్
ಸಂಸ್ಕೃತಿ,సంస్కృతి
ಕುಲುಮಾರ್ಗ,క్యుములస్ ఓఫోరస్
ಕನಪ್ರೆಸ್ ಟೊರುಲೋಸಾ,కుప్రెసస్ టోరులోసా
ಕೂರ,కుపులా
ಕಪುಲ್,కపుల్
ಕರ್ಕಾ,కర్క్యుమిన్
ಪರ್ಸನ,కర్సర్
ಕರ್ವೆಂಬ್ರಿ,కర్వెంబ్రి
ಕ್ವರ್ಮಿ,కర్వెంబ్రియోనిక్
ಕಸಚೂರಿ,కుస్కుటా
ಕಪಾಟು,కస్పిడేట్
ಹೊರಚರ್ಮ,క్యూటికల్
ಕತ್ತರಿಸುವುದು,కట్టింగ్
ಕತ್ತರಿಸುವುದು,కట్టింగ్
ಕಟವಾ ಮೀನು,నురుగు చేప
ಸೈನಾನೊಬ್ಯಾಕ್ಟರ,సైనోబాక్టీరియా
ಸೈನೊಬ್ಯಾಕ್ಟರ,సైనోబాక్టీరియం
ಸೈನೊಕೊಬಾಲಮಿನ್ (ಬಿ 12),Cyణదణి
ಸೈನಾನೊಫಿಸಿಯನ್ ಹರಳು,సైనోఫైషన్ గ్రాన్యూల్
ಕಟಾವು,సైథియం
ಚಕ್ರ,సైకాడ్
ಸೈಕಾಡೇಸಿ,సైకాడేసి
ಸೈಕಾಡಾಪ್ಸಾ,సైకాడోప్సిడా
ಸೈಕ್ಲಿಕ್ ಗ್ವಾನೋಸಿನ್ ಮೊನೊಫಾಸ್ಫೇಟ್,చక్రీయ గ్వానోసిన్ మోనోఫాస్ఫేట్
ಸೈಕ್ಲಿಕ್ ಫೋಟೊಫಾಸ್ಫೊರಿಲೇಷನ್,చక్రీయ ఫోటోఫాస్ఫోరైలేషన్
ಚಂಡಮಾರುತ ವಿಭಜಕ,సైక్లోనిక్ సెపరేటర్
ಸೈಕ್ಲಾಪ್ಸ್,సైక్లోప్స్
ಸೈಕ್ಲೋಸ್ಪೊರಿನ್ ಎ,సైక్లోస్పోరిన్ a
ಸೈಕ್ಲೋಸ್ಟೊಮಾಟ,సైక్లోస్టోమాటా
ಸೈಕಸ್,సైకస్
ಸಿಮಾನ,సైమోస్
ಸಿಮೋಸ್ ಪ್ರಕಾರ,సైమోస్ రకం
ಸೈಪ್ರೆಸ್,సైప్రస్
ಗಂಟುಮೂಟೆ,సైప్సెలా
ವಿಭಾಗಕ್ಕೆ ಸಂಬಂಧಿಸಿದ,సిస్టీన్
ಸಿಸ್ಟಿಕ್ ಫೈಬ್ರೋಸಿಸ್,సిస్టిక్ ఫైబ్రోసిస్
ಸೈಟೊಕಿನಿಸ್,సైటోకినిసిస్
ಸೈಟೋಕ್ರೋಮ್,సైటోక్రోమ్
ಸೈಟೊಕಿನ್ ತಡೆಗೋಡೆ,సైటోకిన్ అవరోధం
ಸೈಟೊಕಿನಿನ್,సైటోకినిన్
ಸೈದ್ಧಾಂತಿಕ ವಿಜ್ಞಾನ,సైటోలజీ
ಸೈಕಾನ್,సైటన్
ಸೈಟೋಪ್ಲಾಸಂ,సైటోప్లాజమ్
ಸೈಟೋಪ್ಲಾಸ್ಮಿಕ್ ಸೇತುವೆ,సైటోప్లాస్మిక్ వంతెన
ಸೈಟೋಪ್ಲಾಸ್ಮಿಕ್ ಗ್ಲೋಬ್ಯೂಲ್,సైటోప్లాస్మిక్ గ్లోబ్యూల్
ಸೈಟೋಸಿನ್,సైటోసిన్
ಸೈಟೋಸ್ಕೆಲಿಟನ,సైటోస్కెలిటన్
ಸೈಟೋಸೋಲ್,సైటోసోల్
ಸೈಟೊಟಾಕ್ಸಾನಮ್ವೈಮಿ,సైటోటాక్సానమీ
ನಿರ್ಜಲೀಕರಣ,నిర్జలీకరణం
ಡೈರಿ ತಂತ್ರಜ್ಞಾನ,పాడి సాంకేతికత
ದ್ಫ್ನಲ್ಸ್,డాఫ్నాల్స్
ದರ್ಫ್ನಿಯ,డాఫ్నియా
ಡಾರ್ಕ್ ಬ್ಯಾಕ್ ಗ್ರೌಂಡ್,డార్క్ బ్యాక్ గ్రౌండ్
ಕರಾಳ ಕ್ಷೇತ್ರ,డార్క్ ఫీల్డ్ మైక్రోస్కోపీ
ಕರಾಳ ಪ್ರತಿಕ್ರಿಯೆ,చీకటి ప్రతిచర్య
ಡಾರ್ವಿನ್ ವಾದ,డార్వినిజం
ಡಾರ್ವಿನ್ಸ್ ಫಿಂಚ್,డార్విన్ ఫించ్
ದತ್ತಾಂಶ ಕೊರತೆ,డేటా లోపం
ದಿನಾಂಕ ಅಂಗೈ,తేదీ అరచేతి
ದ್ಟುರಾ ಸ್ಟ್ರಾಮೋನಿಯಂ,డాటురా స్ట్రామోనియం
ಮಗಳ ಕೋಶ,కుమార్తె సెల్
ದಿನದ ತಟಸ್ಥ ಸಸ್ಯ,రోజు తటస్థ మొక్క
ಹಗಲಿನ ಉದ್ದದ,రోజు పొడవు
ಡಿಗ್ರೋವ,డెగ్రోత్
ಶೃಂಗಾರ,డెడ్ షూట్
ಕಿವುಡುತನ,చెవుడు
ತಾಣ,దశాబ్దం
ಕೊಳೆಯುತ್ತಿರುವ ಸಾವಯವ ವಸ್ತು,క్షీణిస్తున్న సేంద్రీయ పదార్థం
ದಟ್ಟವಾದ,డెసిబెల్
ಒಂದು ಬಗೆಯ ಬಾಸಲಿಸ್,డెసిడువా బసాలిస్
ಒಂದು ಬಗೆಯ ಶವ,డెసిడువా క్యాప్సులారిస్
ಒಂದು ಬಗೆಯ ಉಕ್ಕಿನ,డెసిడువా
ಪತನಶೀಲ,ఆకురాల్చే
ವಿಭಜಿಸು,కుళ్ళిపోండి
ವಿಭಾಜಕ,డికంపోజర్
ಕೊಳೆತ ಡೆಟ್ರಿಟಸ್,డెట్రిటస్ కుళ్ళిపోవడం
ವಿಭಜನೆಯ ಪ್ರಮಾಣ,కుళ్ళిపోయే రేటు
ನಿಧನವಾದ,డెకుంబెంట్
ಸಜ್ಜು ಕೋಶ,డిడిఫెంటియేటెడ్ సెల్
ಆಳವಾದ ಸಾಗರ ಕಂದಕ,లోతైన సముద్ర కందకం
ಡೀಪ್ ವಾಟರ್ ಬಾಡಿ,లోతైన నీటి శరీరం
ವಿಪುಲೀಕರಣ,డీఫిబ్రిలేషన్
ಯಥೇಚ್ator,డీఫిబ్రిలేటర్
ಕೊರತೆ,లోపం
ಹಣದುಬ್ಬರವಿಳಿತ,ప్రతిరూపం
ವಿಚಲನ ತರಂಗ,విక్షేపం వేవ్
ಅರಣ್ಯ ಪರೀಕ್ಷೆ,అటవీ నిర్మూలన
ಕೋಡಾನ್ ಕ್ಷೀಣತೆ,కోడాన్ యొక్క క్షీణత
ಕ್ಷಯಿಸು,క్షీణించిన
ಕ್ಷೀಣಿಸಿದ ಕೋಡ್,క్షీణించిన కోడ్
ಅವನತಿ,క్షీణత
ಕ್ಷೀಣಿಸುವ ಜಂಟಿ,క్షీణించిన ఉమ్మడి
ಹುಲ್ಲುಗಾವಲಿನ ಅವನತಿ,గడ్డి భూముల క్షీణత
ಡಿಗ್ರೋವ,డెగ్రోత్
ಚಮತ್ಕಾರದ ಹಣ್ಣು,డీహెసిస్ట్ ఫ్రూట్
ನಿರ್ಜಲೀಕರಣ,నిర్జలీకరణం
ಯೆಹಾರಿ,డీహైడ్రో-ఎపియాండ్రోస్టెరాన్
ಗಾತ್ಯರು ಜನಕ,డీహైడ్రోజినేస్
ಅಳಿಸುವುದು,తొలగింపు
ಮೆಂಬರೇನ್ ಅನ್ನು ಬೇರ್ಪಡಿಸುವ,డీలిమిటింగ్ పొర
ಚಿತ್ರಿಸುವುದು,వర్ణించడం
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ,డెల్ఫినస్
ಭರ್ಜರಿ ಮೀನು,డీమెర్సల్ ఫిష్
ಜನಸಂಖ್ಯಾ ಪರಿವರ್ತನೆ,జనాభా పరివర్తన
ಅನುಗ್ರಹಿಸುವ,డీనాటరేషన్
ಭಗ್ನಾದ,డీనాటర్డ్
ಅವನತಿ ಮಾಡುವುದು,DENATURISATION
ವೃಕ್ಷ,డెండ్రైట్
ವೃಕ್ಷ,డెండ్రైట్
ವೃಕ್ಷ,డెండ్రైట్
ವೃಕ್ಷ,డెండ్రోబేట్స్
ವೇಶ್ಯಾಗೃಹ,డెండ్రాన్
ಹಳ್ಳ,డెంగ్యూ
ನಿರಾಕರಣೆ,డెనిట్రిఫికేషన్
ಡಾನಿಟ್ರೈಫಿಕೇಷನ್ ಪ್ರಕ್ರಿಯೆ,డెనిట్రిఫికేషన్ ప్రక్రియ
ದಂತಕರಣಕ,డెంటిట్రిఫైయర్
ಬ್ಯಾಕ್ಟೀರಿಯಾವನ್ನು ನಿರಾಕರಿಸುವುದು,బ్యాక్టీరియాను తిరస్కరించడం
ದಟ್ಟ ಪರಿಹಾರ,దట్టమైన పరిష్కారం
ಸಾಂದ್ರತೆಯ ಗ್ರೇಡಿಯಂಟ್ ಕೇಂದ್ರೀಕರಣ,సాంద్రత ప్రవణత సెంట్రిఫ్యూగేషన్
ಅಮಾನತುಗೊಳಿಸುವಿಕೆಯ ಸಾಂದ್ರತೆ,సస్పెన్షన్ యొక్క సాంద్రత
ದಂತದ್ರವ್ಯ,డెంటేట్
ದಂತ ತಾರೀಖು,డెంటిన్
ಡಿಯೋಕ್ಸಿಯೋಕ್ಸಿಜೆನೇಟೆಡ್ ರಕ್ತ,డియోక్సిజనేటెడ్ రక్తం
ಡಿಯೋಕ್ಸಿರೈಬೊನ್ಯೂಕ್ಲಿಯಿಕ್ ಆಮ್ಲ (ಡಿಎನ್‌ಎ),డీజాతి ఆమ్లము
ಕಸಾಟ,డిపిగ్మెంటేషన్
ಮಣ್ಣಿನ ಫಲವತ್ತತೆಯ ಸವಕಳಿ,నేల సంతానోత్పత్తి క్షీణత
ನವಿಲುೀಕರಣ,డిపోలరైజేషన్
ದಿಗಿಲುಗಾಲೆ,డిపోలిమరైజేషన్
ಖಿನ್ನತೆ,డిప్రెషన్
ಖಿನ್ನತೆ,డిప్రెషన్
ಅಪರಿಣಾಮ,విడదీయబడిన భూమి
ವ್ಯುತ್ಪನ್ನ,డెరివేటివ్ నోవాకైన్
ಒಳಸಂಚಿನ,చర్మశోథ
ಒಳಸೇರಿಕೆ,డెర్మిస్
ವಂಶಸ್ಥ ಜನಸಂಖ್ಯೆ,వారసుల జనాభా
ಅವರೋಹಣ ಕೊಲೊನ್,కోలన్ అవరోహణ
ಅವರೋಹಣ ಅಂಗ,అవరోహణ లింబ్
ಅವರೋಹಣ ಎದೆಗೂಡಿನ ಮಹಾಪಧಮನಿಯ,అవరోహణ థొరాసిక్ బృహద్ధమని
ಇಳಿಯುವುದು,డీసెంట్
ಮರುಭೂಮಿ ಪ್ರದೇಶಗಳು,ఎడారి ప్రాంతాలు
ವೇಷಭೂಷಣ,ఎడారి బయోమ్
ಮರುಭೂಮಿ ಸಮುದಾಯ,ఎడారి సంఘం
ಮರುಭೂಮಿ ಸಸ್ಯ,ఎడారి మొక్క
ಸ ೦ ಶಾಡು,ఎడారి పొద
ಪುನಃಸ್ಥಾಪನೆ ಮಾಡುವುದು,ఎడారీకరణ
ದೇಸಿ -ವೈವಿಧ್ಯ,దేశీ రకం
ಸಣ್ಣ,డెస్మిడ్
Desಮೋಟ್ಯೂಬ್ಯೂಲ್,డెస్మోటూబ్యూల్
ಚೊಕ್ಕೆಯ,డిటర్జెంట్
ನಿರ್ವಿಶೀಕರಣ,నిర్విషీకరణ
ನಿರ್ವಿಶೀಕರಣ,నిర్విషీకరణ
ತೊಂದರೆ,డెట్రిటివోర్
ತೊಂದರೆಗೊಳಗಾದ,తీవ్రమైన
ಭಂಡರ,డెట్రిటస్ ఫీడర్
ಡೆಟ್ರಿಟಸ್ ಫೀಡಿಂಗ್ ಅಕಶೇರುಕ,డెట్రిటస్ ఫీడింగ్ అకశేరుకం
ಅಪಾಯ,డెట్రిటస్ ఫుడ్ చైన్
ಡ್ಯುಟೊಮಿಯ,డ్యూటెరోస్టోమియా
ಅಭಿವೃದ್ಧಿ,అభివృద్ధి
ದೆವ್ವದ ಮೀನು,డెవిల్ ఫిష్
ದೆವ್ವದ ಮೀನು,డెవిల్ ఫిష్
ವಿನಾಶದ ಅವಧಿ,డెవోనియన్ కాలం
ಡಿವ್ರೀಸ್ ಸಿದ್ಧಾಂತ,డి-వ్రీస్ సిద్ధాంతం
ದೀನ್‌ಕಾರ್ಟಿಕೊಸ್ಟೆರಾನ್,డి-xeacerarticosterone
ಹಿಂಸಾತ್ಮಕ,డైహైబ్రిడ్
ಜಗಳ,డైన్యూక్లియోటైడ్
ಡಯಾಬಿಟಿಸ್ ಇನ್ಸಿಪಿಡಸ್,డయాబెటిస్ ఇన్సిపిడస్
ಮಧುಮೇಹ,మధుమేహం
ಡಯಾಸೆಲ್‌ಮಾರ್ಫರ್,డయాసిటైల్మోర్ఫిన్
ರೋಗನರಣೆ,రోగ నిర్ధారణ
ರೋಗನಿರ್ಣಯ ಮತ್ತು ಚಿಕಿತ್ಸಕ,డయాగ్నొస్టిక్ మరియు థెరప్యూటిక్స్
ರೋಗನಿರ್ಣಯದ ಚಿತ್ರಣ,విశ్లేషణ చిత్రం
ರೋಗನಿರ್ಣಯದ ಕಿಟ್,డయాగ్నొస్టిక్ కిట్
ವೇಷಭೂಷಣ,డయాకినాసిస్
ದ್ರವ,డయాలిసింగ్ ద్రవం
ವೇಷ,డయాలసిస్
ಡಿಯಾಂಡ್ರಿಯಾ,డయాంట్రియా
ಎಂಡ್ರೇ,డయాండ్రోస్
ಕಂದಕ,డయాపాజ్
ಅತಿಸಾರ,విరేచనాలు
ಡಯಾಸ್ಟೊಲಿಕ್ ಒತ್ತಡ,డయాస్టొలిక్ పీడనం
ಡಯಾಟಮ್,డయాటమ్
ಡಯಾಟೆಯೇಸಿಯಸ್ ಭೂಮಿ,డయాటోమాసియస్ ఎర్త్
ಡೈಆಕ್ಸಿಲ್ಗ್ಲಿಸೆರಾಲ್ (ಡಿಜಿ),డయామ్సిల్గ్లిసరాల్ (డిజి)
ಡಿಬಾಸಿಕ್ ಫಾಸ್ಫೇಟ್,డైబాసిక్ ఫాస్ఫేట్
ಪಾಕಶಯಾದ,డిచంతియం
ಡಿಕ್ಲೋರೊ ಡಿಫೆನಿಲ್ ಟ್ರೈಕ್ಲೋರೊಥೇನ್ (ಡಿಡಿಟಿ),డైక్లోరో డిఫెనిల్ ట్రైక్లోరోఎథేన్ (డిడిటి)
ದ್ವಂದ್ವ,డైకోటోమస్
ಡಿಕಾಂಡಿಲಿಕ್ ತಲೆಬುರುಡೆ,డికాండిలిక్ పుర్రె
ಡಿಕೋಟೈಲೆಡಾನ್,డికోటిలెడాన్
ಡಿಕ್ಟಿಯೋಸೋಮ್,డిక్టియోసోమ్
ಡಿಕ್ಟಿಯೊಟ,డిక్టియోటా
ಡೈನ್ಸ್ಫಾಲ,డైన్స్ఫలాన్
ಆಹಾರ,ఆహారం
ಭೇದಾತ್ಮಕ ಕೊಡುಗೆ,అవకలన సహకారం
ಡಿಫರೆನ್ಷಿಯಲ್ ಹಸ್ತಕ್ಷೇಪ ಕಾಂಟ್ರಾಸ್ಟ್ ಮೈಕ್ರೋಸ್ಕೋಪ್,భేదాత్మక జోక్యం
ಭೇದ -ಸಂತಾನೋತ್ಪತ್ತಿ,అవకలన పునరుత్పత్తి
ವಿಭಿನ್ನ ಜೀವಕೋಶ,విభిన్న సెల్
ಭಿನ್ನತೆ,భేదం
ವಿವರ್ಟ್ಡ್ ತರಂಗ,డిఫ్రాక్టెడ్ వేవ్
ಪ್ರಸಾರ,వ్యాప్తి
ಹರಡುವ ಸಾಮರ್ಥ್ಯ,విస్తరించే సామర్థ్యం
ಜೀರ್ಣುವುದು,జీర్ణక్రియ
ಜೀರ್ಣಕಾರಿ ರಸ,జీర్ణ రసం
ಜೀರ್ಣಾಂಗ ವ್ಯವಸ್ಥೆ,జీర్ణ వ్యవస్థ
ಜೀರ್ಣಾಂಗವ್ಯೂಹ,జీర్ణ కోశ ప్రాంతము
ಅಂಕ,అంకె
ಡಿಜಿಟಲ್ ವ್ಯವಕಲನ ಆಂಜಿಯೋಗ್ರಫಿ,డిజిటల్ వ్యవకలనం యాంజియోగ్రఫీ
ಪ್ರತಿಷ್ಠೆಯಂತೆ,డిజిటల్‌గా
ಡಿಜಿಟಿಫಾರ್ಮ್ ಗ್ರಂಥಿ,డిజిటిఫార్మ్ గ్రంథి
ಡಿಕೆರಿಯಾನ್,డికారియన్
ಡಿಕೆರಿಯೋಫೇಸ್,డైకారియోఫేస్
ಮಧುರ,డైమర్
ಪ್ರಾಬಲ್ಯದ ಮಾರಕ ಆಲೀಲ್,ఆధిపత్య ప్రాణాంతక యుగ్మ వికల్పం
ದ್ವಿವರ್ಗಣ,డైమోర్ఫిజం
ಇಳಿಜಾರು,డైనిట్రోజెన్
ರಾತ್ರಿಯ ದಿನ,డైనోఫ్లాగెల్లేట్
ದೈವಭಕ್ತ,డైయోసియస్
ಡಯೋಸ್ಪೈರೋಸ್ ಮೆಲನಾಕ್ಸಿಲಾನ್,డయోస్పైరోస్ మెలానాక్సిలాన్
ಪಾಯಿಜಾಲ,డిపెప్టైడ్
ದೀಪದೋಂಟ್,డిఫైయోడాంట్
ದಾಯವಾಷ್ಠಿಕ,డిప్లోబాసిల్లస్
ರಾಯಭಾರಿಗಳ,డిప్లోబ్లాస్టిక్
ಡಿಪ್ಲೊಕೊಕಸ್ ನ್ಯುಮೋನಿಯಾ,డిప్లోకాకస్ న్యుమోనియా
ಡಿಪ್ಜೋಟಿ,డిప్లాయిడ్ దశ
ರಾಜಗೀತೆ,డిప్లొనెమా
ರಾಸಾಯನಿಕ,డిప్లొంట్
ರಾಯಭಾರ,డిప్లొజోమ్
ದಾಯ್ಯಿತ,డిప్లొస్టోమ్
ರಾಜತಕಾಯ,డిప్లోటిన్ స్టేజ్
ದೀಕ್ಷಿ,డిప్టెరా
ದೀಕ್ಷಿ,డిప్టెరాన్
ಡಿಪ್ಟೆರೊಕಾರ್ಪಸ್ ಹೋಪಿಯ,డిప్టెరోకార్పస్ హోపియా
ಹೊರನೋಟ,డిప్టెరియా
ದಿಕ್ಕಿನ ಆಯ್ಕೆ,డైరెక్షనల్ ఎంపిక
ಡೈಸ್ಯಾಮರೈಡ್ ಹೈಲುರಾನಿಕ್ ಆಮ್ಲ,డిసాకరైడ్ హైలురోనిక్ ఆమ్లం
ನಿಷ್ಕ್ರಿಯಗೊಳಿಸು,డిసాకరైడ్
ಗತಿ,డిస్క్
ಡಿಸ್ಕ್,డిస్క్ ఫ్లోరెట్
ಪರಾಗವನ್ನು ಹೊರಹಾಕುವುದು,పుప్పొడి ఉత్సర్గ
