Assamese,English
"বিষমজাতীয়, বিষমজাতীয়, বিষমজাতীয়",heterogeneous
বৈষম্যপূৰ্ণ চিত্ৰ,heterogeneous data
বৈষম্যপূৰ্ণ জনসংখ্যা,heterogeneous population
প্ৰাকৃতিক,heuristic
স্বাভাৱিকতে,heuristically
ষড়ভুজ,hexagon
ষড়ভুজ,hexahedron
স্তৰভিত্তিক উপবিভাজন,hierarchial subdivision
"স্তৰবৃত্ত, উচ্চ পৰম্পৰা",hierarchy
উচ্চ জন্মৰ হাৰ,high birth rate
উচ্চ মৃত্যুৰ হাৰ,high death rate
উচ্চ বয়সৰ গোট,higher - age – group
উচ্চ ক্ৰম,higher order
সৰ্বোচ্চ ক্ৰম,highest order
hilbert ঘনক,Hilbert cube
hilbert জনসংখ্যা,Hilbert space
এইচ-নিশ্চিত,H–invariant
সময়সীমা,historigram
ফুটা শঙ্কু,hollow cone
"সাদৃশ্য, সাদৃশ্য",homeomorphism
"সমতা, সমতা",homogeneity
"সমজাতীয়, সমজাতীয়, সমজাতীয়, সমজাতীয়, সমজাতীয়",homogeneous
সমজাতীয় চিত্ৰ,homogeneous data
সমজাতীয় অৱভেদ্য সমীকৰণ,homogeneous difference equation
সমৰূপতা,homomorphism
অনুভূমিক,horizontal
অনুভূমিক সমতল,horizontal plane
ঘণ্টা,hour
হাইড্ৰ&#39;ডাইনেমিক,hydrodynamic
"হাইড্ৰ’ডাইনেমিক্স, হাইড্ৰ’ডাইনেমিক্স, হাইড্ৰ’ডাইনেমিক্স",hydrodynamics
"হাইড্ৰ&#39;মেকানিক্স, হাইড্ৰ&#39;মেকানিক্স",hydromechanics
হাইড্ৰষ্টেটিক,hydrostatic
buoyant ভাৰসাম্য,hydrostatic balance
"হাইড্ৰষ্টেটিক্স, হাইড্ৰষ্টেটিক্স",hydrostatics
"হাইপাৰবোলা, হাইপাৰবোলা",hyperbola
"হাইপাৰব’লা, হাইপাৰব’ল’ইড",hyperboloid
একক হাইপাৰবোলা,hyperboloid of one sheet
ঘূৰ্ণনশীল হাইপাৰপেৰাবোলা,hyperboloid of revolution
ডাবল হাইপাৰবোলা,hyperboloid of two sheets
হাইপাৰজ্যামিতিক বিতৰণ,hypergeometric distribution
হাইপাৰজ্যামিতিক পৰিসৰ,hypergeometric series
"লোমৰ সমতল, ছুপাৰ সমতল",hyperplane
দোলক,hypersphere
"অভাৰপেজ, অভাৰভিউ পৃষ্ঠা",hyper surface
কাণ,hypotenuse
অনুমান,hypothesis
আদৰ্শ ভিত্তি,ideal basis
আদৰ্শ তৰল,ideal fluid
আদৰ্শ গেছ,ideal gas
অবিচ্ছেদ্য আইজেন মান,identical eigen value
একেবাৰে একে,identically equal
"একে, একে, সাদৃশ্য, ব্যক্তিত্ব",Identity
সংশ্লিষ্ট উপাদান,identity element
পৰিচয় কাৰ্য্য,identity function
একেধৰণৰ সমৰূপতা,identity  homomorphism
একেধৰণৰ মানচিত্ৰ,identity map
একেধৰণৰ মেপিং,identity mapping
একেধৰণৰ মেট্ৰিক্স,identity matrix
গ্ৰুপ এনালগ,identity of a group
ৰিংৰ সৈতে সাদৃশ্যপূৰ্ণ,identity of a ring
একেধৰণৰ অপাৰেটৰ,identity operator
পৰিচয়ৰ সময়সীমা,identity period
পৰিচয় ক্ৰমবিন্যাস,identity permutation
একেধৰণৰ সম্পৰ্ক,identity relation
একেধৰণৰ ৰূপান্তৰসমূহ,identity transformation
যদি আৰু কেৱল যদিহে,if and only if
&#39;if-then&#39; কম্পাইলাৰ,if - then' computer
অসৎ ব্যৱহাৰ,ill condition
maladaptive সমীকৰণ,ill-conditioned equation
ভুল নিষিদ্ধ মেট্ৰিক্স,ill-conditioned matrix
malaadaptive বহুপদ,ill-conditioned polynomial
maladaptive শৰীৰ,ill-conditioned system
অযুক্তিকৰ,illogical
উদাহৰণ দাঙি ধৰা,illustrate
"উদাহৰণ, চিত্ৰণ, ছবি, চিত্ৰণ",illustration
গোটৰ প্ৰতিফলন,image of a set
উপগোটৰ প্ৰতিফলন,image of a subset
বিন্দু প্ৰতিফলন,image of point
ছবিৰ ছেট,image set
"কল্পিত, কাল্পনিক, কল্পিত",Imaginary
ধাৰণা কৰা কোণ,imaginary angle
কল্পিত বৃত্ত,imaginary circle
কাল্পনিক বৃত্তাকাৰ বিন্দু,imaginary circular points
কাল্পনিক সহগ,imaginary coefficient
ধৰি লোৱা স্থানাংক,imaginary coordinate
অনুমান কৰা অৱস্থান,imaginary homothetic
ধৰি লোৱা ছেদক,imaginary intersection
কাল্পনিক ৰেখা,imaginary line
অদ্ভুত সংখ্যা,imaginary number
কাল্পনিক বিন্দু,imaginary point
ধাৰণা কৰা উৎপত্তি,imaginary root
ধাৰণা কৰা ঘূৰ্ণন,imaginary rotation
নিৰ্দিষ্ট এককসমূহ,imaginary unit
"এম্বেডিং, এম্বেডিং",imbedding
ইম্পিডেন্স মেট্ৰিক্স,impedance matrix
তৰংগ,implicit
অস্পষ্ট কাৰ্য্য,implicit function
অস্পষ্ট সংহতি সূত্ৰ,implicit integration formula
অসাধাৰণ,improbable
"অদ্ভুত, অনুপযুক্ত",improper
অনুচিত বিভাজন,improper division
অসীম দ্বৈত অখণ্ড,improper double integral (= infinite double integral)
অদ্ভুত কাৰক,improper factor
অদ্ভুত ভগ্নাংশ,improper fraction
অযুক্তিকৰ সৰ্বোচ্চ,improper maximum
অযুক্তিকৰ সৰ্বনিম্ন,improper minimum
যৌগিক ঘূৰণ,improper rotation
সংশোধন মেট্ৰিক্স,improvement matrix
impulse,impulse
আৱেগিক শক্তি,impulsive force
আৱেগিক চাপ,impulsive pressure
ইম্পলচিভ ষ্ট্ৰেছ,impulsive tension
impulsive ৰেঞ্চ,impulsive wrench
চাৰ্জ কৰা খৰচ,imputed cost
অপৰ্যাপ্ততা,inadequacy
কাণ্ডৰ ঢৌ,incident wave
ভেক্টৰ গ্ৰেডিয়েন্ট,inclination of a vector
ক্লাছ টেম্প,inclination of orbit
"আতি, নাতি",incline
"inclined, হেলনীয়া, বেঁকা",inclined
হেলনীয়া সমতল,inclined plane
"তলত, অন্তৰ্ভুক্ত",included
"অন্তৰ্ভুক্ত, অন্তৰ্ভুক্ত, অন্তৰ্ভুক্ত, অন্তৰ্ভুক্ত, অন্তৰ্ভুক্ত",inclusion
অসম্পূৰ্ণ গামা ফাংচন,incomplete gamma function
অসামঞ্জস্যতা,inconsistency
"অসামঞ্জস্যপূৰ্ণ, বিৰোধী",inconsistent
অসামঞ্জস্যপূৰ্ণ নমুনা,inconsistent statistic
অসামঞ্জস্যপূৰ্ণ শৰীৰ,inconsistent system
"অশুদ্ধ, ভুল",incorrect
ভুল সিদ্ধান্ত,incorrect decision
বৃদ্ধি,increase
বৃদ্ধি কৰা কাৰ্য্য,increasing function
বৃদ্ধি,increment
অনিশ্চয়,indefinite
অনিৰ্দিষ্ট ৰূপ,indefinite form
অনিৰ্দিষ্ট অবিচ্ছেদ্য,indefinite integral
অনিৰ্দিষ্ট মেট্ৰিক্স,indefinite matrix
অনিৰ্দিষ্ট দ্বিধাতুৰ সমতা,indefinite quadratic form
স্বাধীনতা,independence
স্বাধীন অনুষ্ঠান,independent event
স্বাধীন কাৰ্য্য,independent function
স্বাধীন যাদৃচ্ছিক চলক,independent random variable
স্বাধীন চলক,independent variable
মুক্ত চিন্তাবিদ,independent variate
অনিৰ্দিষ্টতা,indeterminacy
"অনিৰ্দিষ্ট, অনিৰ্দিষ্ট, অনিশ্চিত, অসীম",indeterminate
অনিৰ্দিষ্ট সমীকৰণ,indeterminate equation
"অনিৰ্দিষ্ট ৰূপ, অনিৰ্দিষ্ট ৰূপ",indeterminate form
"ঘাত, পইণ্টাৰ, সূচী, পৰিচালক, পইণ্টাৰ (v.)",index
চেটৰ দ্বাৰা অৱগত কৰা হয়,indexed by a set
অৱগত পৰিয়াল,indexed family
সূচী,index number
উপগোট সূচী,index of subgroup
পইণ্টাৰ ছেট,index set
চিহ্ন,indicatrix
ঘাতীয় সমীকৰণ,indicial equation
উদাসীনতা বক্ৰতা,indifference curve
পৰোক্ষ পাৰ্থক্য,indirect differentiation
পৰোক্ষ প্ৰমাণ,indirect proof
মুখ্য,indivisible
"আগমন, প্ৰৰোচনা, প্ৰৰোচনা",induction
ইনডাক্টিভ,inductive
ইনডাক্টিভ ইমেজৰী,inductive assumption
ইনডাক্টিভ সংজ্ঞা,inductive definition
আনুভূতিক অনুমান,inductive inference
"অসমতা, অসমতা",inequality
অসমতা নিষেধাজ্ঞা,inequality constraint
অসমতা,inequation
জড়তা,inertia
জড়তা বল,inrtia force
জড়তা,inertial
অশুদ্ধ পাৰ্থক্য,inexact differential
ৰূপান্তৰ বিন্দু,inflexion points
"সৰ্বনিম্ন, সৰ্ববৃহৎ নিম্ন সীমা",infimum
