English,Telugu
Digital to analog  Converter,డిజిటల్ టు అనలాగ్  కన్వర్టర్
Digital  Transmission,డిజిటల్  ప్రసార
Digit arithmetic,అంకెల అంకగణితం
Digit compression,అంకెల కుదింపు
Digit delay element,డిజిట్ ఆలస్యం మూలకం
Digitization,డిజిటలైజేషన్
Digitization speech,డిజిటలైజేషన్ ప్రసంగం
Digitize,డిజిటలైజ్
Digitizer,డిజిటైజర్
Digit period,అంకెల కాలం
Digit place,అంకెల స్థలం
Digit position,అంకెల స్థానం
Digit punch,అంకె పంచ్
Digit  Rearrangement,అంకె  పునర్వ్యవస్థీకరణ
Digit time,అంకె సమయం
Digit-to-analog  Conversion,డిజిట్-టు-అనలాగ్  మార్పిడి
Digroup,డిగ్రూప్
Dimension,పరిమాణం
Diminished radix  Complement,తగ్గిపోయిన రాడిక్స్  పూరక
Diplexer,డిప్లెక్సర్
Dipole antenna,డైపోల్ యాంటెన్నా
Dipole modulation,డైపోల్ మాడ్యులేషన్
Direct access,ప్రత్యక్ష ప్రాప్యత
Direct access  Arrangement,ప్రత్యక్ష ప్రాప్యత  అమరిక
Direct access  Enquiry,ప్రత్యక్ష ప్రాప్యత  విచారణ
Direct access hash,ప్రత్యక్ష ప్రాప్యత హాష్
Direct access  Method,ప్రత్యక్ష ప్రాప్యత  విధానం
Direct access  Storage,ప్రత్యక్ష ప్రాప్యత  నిల్వ
Direct address,ప్రత్యక్ష చిరునామా
Direct addressing,ప్రత్యక్ష చిరునామా
Direct call,ప్రత్యక్ష కాల్
Direct code,ప్రత్యక్ష కోడ్
Direct coding,ప్రత్యక్ష కోడింగ్
Direct coupled  Flip-flop,ప్రత్యక్ష కపుల్డ్  ఫ్లిప్-ఫ్లాప్
Direct coupling,ప్రత్యక్ష కలపడం
Direct data  Organisation,ప్రత్యక్ష డేటా  సంస్థ
Direct data set,ప్రత్యక్ష డేటా సెట్
Direct device,ప్రత్యక్ష పరికరం
Direct digital  Control,డైరెక్ట్ డిజిటల్  నియంత్రణ
Direct distance  Dialing,ప్రత్యక్ష దూరం  డయలింగ్
Directed beam  Scan,దర్శకత్వం వహించిన పుంజం  స్కాన్
Directed graph,దర్శకత్వం వహించిన గ్రాఫ్
Directed scan,దర్శకత్వం వహించిన స్కాన్
Direct-entry  Terminal,డైరెక్ట్-ఎంట్రీ  టెర్మినల్
Direct hierarchy  Control,ప్రత్యక్ష సోపానక్రమం  నియంత్రణ
Direct insert  Routine,ప్రత్యక్ష చొప్పించు  దినచర్య
Direct insert  Subroutine,ప్రత్యక్ష చొప్పించు  సబ్‌ట్రౌటిన్
Direct instruction,ప్రత్యక్ష సూచన
Directional coupler,డైరెక్షనల్ కప్లర్
Directive,డైరెక్టివ్
Direct keying  Device,ప్రత్యక్ష కీయింగ్  పరికరం
Direct memory  Access,డైరెక్ట్ మెమరీ  యాక్సెస్
Direct numerical   Control,ప్రత్యక్ష సంఖ్యా  నియంత్రణ
Directory,డైరెక్టరీ
Directory  Assistance bureau,డైరెక్టరీ  అసిస్టెన్స్ బ్యూరో
Directory  Assistance  Operator,డైరెక్టరీ  సహాయం  ఆపరేటర్
Directory device,డైరెక్టరీ పరికరం
Direct outward  Dialing,ప్రత్యక్ష బాహ్య  డయలింగ్
Direct percentage,ప్రత్యక్ష శాతం
Direct point  Repeater,ప్రత్యక్ష పాయింట్  రిపీటర్
Direct transmission  Satellite,ప్రత్యక్ష ప్రసారం  ఉపగ్రహ
Direct voice input,ప్రత్యక్ష వాయిస్ ఇన్పుట్
Disabled module,వికలాంగ మాడ్యూల్
Disabling signal,సిగ్నల్‌ను నిలిపివేయడం
Disaggregation,విభజన
Disassembler,విడదీయండి
Disaster dump,విపత్తు డంప్
Discrete data,వివిక్త డేటా
Discrete device,వివిక్త పరికరం
Discrete Fourier  Transform,వివిక్త ఫోరియర్  పరివర్తన
Discrete  Programming,వివిక్త  ప్రోగ్రామింగ్
Discrete  Representation,వివిక్త  ప్రాతినిథ్యం
Discretionary  Hyphen,విచక్షణ  అడ్డగీత
Discretization,వివేచన
Discretization  Error,వివేచన  లోపం
Discriminant  Analysis,వివక్ష  విశ్లేషణ
Discrimination  Instruction,వివక్ష  సూచన
Discriminator,వివక్షత
Disjunction,నిర్విరాశి
Disk accessing,డిస్క్ యాక్సెస్
Disk-based,డిస్క్ ఆధారిత
Disk controller  Card,డిస్క్ కంట్రోలర్  కార్డు
Diskette,డిస్కెట్
Diskette-formatted  Tape,డిస్కెట్-ఫార్మాట్  టేప్
Diskette hard hole,డిస్కెట్ హార్డ్ హోల్
Diskette storage,డిస్కెట్ నిల్వ
Diskette storage  Device,డిస్కెట్ నిల్వ  పరికరం
Disk file,డిస్క్ ఫైల్
Data  Communication  Interface,సమాచారం  కమ్యూనికేషన్  ఇంటర్ఫేస్
Disk operating  System,డిస్క్ ఆపరేటింగ్  వ్యవస్థ
Disk pack,డిస్క్ ప్యాక్
Disk sector,డిస్క్ రంగం
Disk sorting,డిస్క్ సార్టింగ్
Disk storage,డిస్క్ నిల్వ
Disk storage device,డిస్క్ నిల్వ పరికరం
Disk storage  Module,డిస్క్ నిల్వ  మాడ్యూల్
Disk-to-printer  Utility,డిస్క్-టు-ప్రింటర్  వినియోగ
Disk unit,డిస్క్ యూనిట్
Disk volume,డిస్క్ వాల్యూమ్
Dispatch,పంపండి
Dispatcher,డిస్పాచర్
Dispatching area,పంపించే ప్రాంతం
Dispatching  Priority,పంపడం  ప్రాధాన్యత
