English,Hindi
Cup reef,चषकरूपी भित्ति
Curly cannel,कुंची कैनेल
Current,धारा
Current bedding,धारा संस्तरण
Current marks,धारा चिह्न
Current ripple,धारा ऊर्मिका
Current ripple mark,धारा ऊर्मिका चिह्न
Curvature correction,वक्रता संशोधन
Curved lamellar,वक्र पटलित
Curve of erosion,अपरदन वक्र
Cushioning,प्रशमन
Cushioning effect,प्रशामक प्रभाव
Cusp,"उभयाग्र, कस्प, दंताग्र, शिताग्र, वलन"
Cuspate bar,अग्रवर्धी रोधिका
Cuspate delta,अग्रवर्धी डेल्टा
Cuspate fore-land,अग्रवर्धी अंतरीप
Cuspate reef,कस्प भित्ति
Cuspate spit,अग्रवर्धी भूजिह्वा
Cutan,क्यूटन
Cut-off,"छेदक, अंतक, छाड़न"
Cut off lake,"छाड़न, छाड़, चाप-झील"
Cut off meander,छाड़न-विसर्प
Cut off neck,छाड़न-ग्रीवा
Cutter,"कर्तित्र, कर्तक"
Cycle,"चक्र, आवर्तन, साइकिल, ढलाई चक्र, संचन चक्र"
Cycle of denudation,अनाच्छादन-चक्र
Cycle of deposition,निक्षेपण-चक्र
Cycle of erosion,अपरदन-चक्र
Cycle of gradation,तल संतुलन-चक्र
Cycle of sedimentation,अवसादन-चक्र
Cyclic nick,दृश्यभंगस्थल
Cyclic phylogenetic development,चक्रीय जातिवृत्तीय विकास
Cyclic process,चक्रीय प्रक्रम
Cyclic sequence,चक्रीय अनुक्रम
Cyclic series,चक्रीय श्रेणी
Cyclic terrace,चक्रीय वेदिका
Cylindrical,"बेलनाकार, सिलिंडराकार, बेलनी, सिलिंडर"
Cymatogeny,"चापीय पर्वतन, चापपर्वतन"
Dachziegelarstitg,अंर्तग्रथित
Daily variation,दैनिक विचरण
Damp air,आर्द्र वायु
Dander,डैंडर
Danks,डैन्क्स
Dant,डैन्ट
Dark brown soil,गहरी भूरी मृदा
Dark coloured soil,असित मृदा
Dark halo crater,गहरा परिवेश क्रेटर
Data interval,उपात्त अंतराल
Data processing,"दत्त संसाधन, उपात्त संसाधन, न्यास संसाधन"
Date line,दिनांक रेखा
Datum,"दत्त, आधार"
Datum horizon,आधार क्षितिज
Datum level,आधार तल
Datum plane,आधार तल
Datum point,आधार-बिंदु
Daubree,डॉब्री
Daughter particle,मूलज कण
Dawn,उषाकाल
Day level,पृष्ठ एडिट
Day-stone,पृष्ठ-प्रस्तर
Day water,पृष्ठ-जल
Dead,अनुत्पादी
Dead distributory,निष्क्रिय जलवितरिका
Dead beat,रूद्ध दोल
Dead end,"ध्वनि अपरावर्ती सिरा, अंतिम सिरा, अंध अंत"
Dead glacier,फॉसिल हिमनद
Dead ground,"अनुत्पादी भूमि, अदृश्य भूमि"
Dead ice,निष्प्रवाह हिम
Dead lake,विलुप्त झील
Dead moraine,निष्क्रिय हिमोढ़
Dead sea,मृत सागर
Dead trace,मृत अनुरेख
Dead work,अनुत्पादी कार्य
Debacle,"विध्वंसी स्त्रोत, धारा हिम भंजन"
Debouchment,सरित अमिलन
Debouchure,"अंतःस्त्रोतद्वार, डीबाउकुरे"
Debris,मलवा
Debris avalanche,मलवा अवधाव
Debris cone,मलवा शंकु
Debris fall,मलवा पात
Debris flood,मलवा पूर
Debris flow,मलवा प्रवाह
Debris glacier,मलवा हिमनद
Debris ice,मलवा हिम
Debris slide,मलवा स्खलन
Debris slope,मलवा ढाल
Decementation,विसंयोजन
Deck contour,डेक कन्टूर
Declination,"दिक्पात, क्रांति, अपक्रम, डिक्लिनेशन"
Decline curve,अधोनतिक वक्र
Declivity,ढाल
Decolourisation,विरंजीकरण
Decompose,अपघटन होना
Decomposed,अपघटित
Decomposed fragment,अपघटित खंड
Decomposition,"अपघटन, वियोजन"
Decrepitation,"कड़कड़न, कड़कड़ाहट, चटकभर्जन"
Deep,"गभीर, दह"
Deep-basin type estuary,गभीर-द्रोणी ज्वारनदमुख
Deep ground seepage,गभीर भौम निस्यंदन
Deep karst,गभीर कार्स्ट
Deep offshore waters,गभीर अपतट जल
Deep reaching fissure,गभीर गामी विदर
Deep-sea area,गभीर सागर क्षेत्र
Deep-sea channel,गभीर सागर प्रणाल
Deep sea plain,गभीर सागरी मैदान
Deep sea sediment,गभीर सागरी तलछट
Deep seated spring,गभीरस्थ झरना
Deep seated tremor,गभीरस्थ कंप
Deep sea terrace,गभीर सागर वेदिका
Deep water zone,गभीर जल प्रदेश
De-excitation,व्युत्तेजन
De-excitation collision,व्युत्तेजन संघट्ट
Deflation,"अपवाहन, अपस्फीति"
Deflation basin,अपवाहन द्रोणी
Deglaciation,विहिमनदन
Degradation,"निम्नीकरण, तलावचन, अवकर्षण, अवक्षयण"
Degradational work,"निम्नीकरण कार्य, तलावचन कार्य"
Degraded,"निम्नीकृत, निम्नकोटिकृत"
Degrading,तलावचन
Degrading agent,निम्नकारी कारक
Degree of dimorphism,द्विरूपता अंश
