Marathi,English
भूमितीय किरण अनुरेश,Geometric ray tracing
भूस्थिर कक्ष,Geostationary orbit
gerber foment,Gerber format
जर्मेनियम,Germanium
जर्मेनियम डायोड,Germanium diode
getran उपचार,Gettering treatment
गिझर कॅल्क्युलेटर,Ggiger counter
स्यूडो मेमरी रिफ्लेक्स,Ghost memory images
गिब्स इंद्रियगोचर,Gibbs phenomenon
गिगा,Giga
नौटंकी,Gimmick
चमक फिल्टर,Glare filter
ग्लास कॅपेसिटर,Glass capacitor
चूक,Glitch
पृथ्वी स्थिती उपग्रह,Global positioning satellite
तेजस्वी विसर्जन,Glow discharge
शेल कोड,Golay code
गोल्ड कोड,Gold code
goniometer,Goniometer
g-ऑपरेशन,G-parameters
ग्रेड,Grade
अनुक्रमांक फायबर,Graded index fiber
उतार,Gradient
पृथ्वी आवाज निराकरण,Ground noise rejection
कणांचा आवाज,Granular noise
दाणेदार आवाज,Granular noise
कणांचा आवाज,Granulation noise
लेख,Graph
ग्राफिकल डिस्प्ले युनिट,Graphic display unit
ग्राफिकल तुल्यकारक,Graphic equalizer
ग्राफिकल विश्लेषण,Graphical analysis
कृतज्ञता,Graticule
जाळीचे परावर्तक,Grating reflector
एकूण त्रुटी,Gross error
भू-संदर्भित गुंतवणूक,Ground-referenced input
"जमीन, जमीन",Ground
जमिनीचे प्रतिबिंब,Ground reflection
जमीन परतावा,Ground return
जमिनीची लाट,Ground wave
जमिनीची लाट,Ground wave
भूत प्रसार,Ground wave propagation
पृथ्वी कनेक्शन,Groundedinductor
ग्राउंड लोड (लोड),Grounded load
ग्राउंड अँटेना,Grounded vertical antenna
ग्राउंड एमिटर एम्पलीफायर,Grounded-emitter amplifier
ग्राउंड सोर्स एम्पलीफायर,Grounded-source amplifier
ग्राउंड लूप,Ground-loop
जमिनीची पातळी,Ground-plane
गट कोड,Group code
गट विलंब कालावधी,Group delay time
गट निवडकर्ता,Group selector
गट वेग,Group velocity
ग्रोव्हर कुंडलन,Grover winding
बूस्ट जंक्शन ट्रान्झिस्टर,Grown-junction transistor
संरक्षक बँड,Guard band
सुरक्षा सर्किट,Guard circuit
गार्ड रिंग,Guard ring
अतिथी होस्ट एलसीडी,Guest host LCD
निर्देश तरंगलांबी,Guide wavelength
तोफा प्रभाव,Gunn effect
तोफा ओसीलेटर,Gunn oscillator
गायरेटर,Gyrator
"gyro वारंवारता, रोटेशनल वारंवारता",Gyro frequency
रोटेशनल चुंबकीय अनुनाद,Gyromagnetic resonance
क्षैतिज क्षेत्र,H. field
हॉफमन एन्कोडिंग,Haffman encoding
Hagelberger कोड,Hagelbarger code
अर्धा कनेक्टर,Half adder
अर्ध-विभागीय,Half substractor
अर्ध-विभागीय,Half subtractor
अर्ध लहर द्विध्रुव,Half wave dipole
हाफ वेव्ह रेक्टिफायर,Half wave rectifier
अर्धा परिमाण कालावधी,Half-amplitude duration
हॉल गुणांक,Hall co-efficient
हॉल प्रभाव,Hall effect
हॉल इफेक्ट रिले,Hall effect relay
विराम स्थिती,Hall state
हॅमिंग ब्लॉक कोड,Hamming block code
हॅमिंग मर्यादा,Hamming bound
हॅमिंग कोड,Hamming code
हॅमिंग कोड,Hamming code
हॅमिंग अंतर,Hamming distance
हॅमिंग विंडो,Hamming window
हॅनिंग लाइन आकार,Hanning line shapes
हॅनिंग विंडो,Hanning window
लवचिक/हार्ड डिस्क,Hard disk
लवचिकता शीट/हार्ड डिस्क शीट,Hard disk card
स्थायी मर्यादा व्होल्टेज,Hard limit voltage
स्थायी मर्यादा व्होल्टेज,Hard limit voltage
कायम डीकोडिंग,Hard-decision decoding
उपकरणे साहित्य/हार्डवेअर,Hardware
हार्डवेअर अल्गोरिदम,Hardware algorithm
हार्डवेअर अल्गोरिदम,Hardware algorithm
हार्डवेअर वर्णन भाषा,Hardware description language (HDL)
हार्डवेअर वर्णन भाषा,Hardware description language
कायम कनेक्शन,Hard-wiring
कायम कनेक्शन,Hard-wiring
हॅमिंग कोड,Harmming code
हार्मोनिक,Harmonic
हार्मोनिक निरसन,Harmonic cancellation
हार्मोनिक विकृती,Harmonic distortion
हार्मोनिक विकृती,Harmonic distortion
हार्मोनिक मिश्रण,Harmonic mixing
सहानुभूतीपूर्ण संयम,Harmonic restraint
हार्टले नियम,Hartley law
हार्टले शॅनन नियम,Hartley-Shanon law
हात जनरेटर,Hand generator
हेस ट्रान्समिशन ब्रिज,Hays transmission bridge
