Kannada,Malayalam
ಸಾಮಾನ್ಯ ಬಳಕೆದಾರ ಸರ್ಕ್ಯೂಟ್,സാധാരണ ഉപയോക്തൃ സർക്യൂട്ട്
ಸಾಮಾನ್ಯ ಬಳಕೆದಾರ ನೆಟ್‌ವರ್ಕ್,സാധാരണ ഉപയോക്തൃ നെറ്റ്വർക്ക്
ಒಂಟಿಯಾಗಿರುವಿಕೆ,സാമതം
ಪದ-ಸಂಸ್ಕರಣಾ ಸಾಧನಗಳನ್ನು ಸಂವಹನ ಮಾಡುವುದು,വേഡ് പ്രോസസ്സിംഗ് ഉപകരണങ്ങൾ ആശയവിനിമയം നടത്തുന്നു
ಸಂವಹನ,വാര്ത്താവിനിമയം
ಸಂವಹನ ಅಡಾಪ್ಟರ್,ആശയവിനിമയ അഡാപ്റ്റർ
ಸಂವಹನ ಮಾರ್ಗ,ആശയവിനിമയ ചാനൽ
ಸಂವಹನ ಸಾಮಾನ್ಯ ವಾಹಕ,ആശയവിനിമയ പൊതു കാരിയർ
ಸಂವಹನ ನಿಯಂತ್ರಣ ಪಾತ್ರ,ആശയവിനിമയ പ്രതീകം
ಸಂವಹನ ನಿಯಂತ್ರಕ,ആശയവിനിമയ കണ്ട്രോളർ
ಸಂವಹನ ನಿಯಂತ್ರಕ,ആശയവിനിമയ കൺട്രോളർ നോഡ്
ಸಂವಹನ ನಿಯಂತ್ರಣ ಘಟಕ,ആശയവിനിമയ നിയന്ത്രണ യൂണിറ്റ്
ಸಂವಹನ ಡೇಟಾ ವ್ಯವಸ್ಥೆ,ആശയവിനിമയ ഡാറ്റ സിസ്റ്റം
ಸಂವಹನ ಸಂಪರ್ಕ,ആശയവിനിമയ ഇന്റർഫേസ്
ಸಂವಹನ ಮಾರ್ಗ,ആശയവിനിമയ ലൈൻ
ಸಂವಹನ ಮಾರ್ಗ ಅಡಾಪ್ಟರ್,ആശയവിനിമയ ലൈൻ അഡാപ്റ്റർ
ಸಂವಹನ ರೇಖೆಯ ವಿಶಿಷ್ಟ,ആശയവിനിമയ ലൈൻ സ്വഭാവം
ಸಂವಹನ ಲಿಂಕ್,ആശയവിനിമയ ലിങ്ക്
ಸಂವಹನ ಮಿಶ್ರಣ,ആശയവിനിമയ മിശ്രിതം
ಸಂವಹನ ಮೋಡ್ ನಿಯಂತ್ರಣ,ആശയവിനിമയ മോഡ് നിയന്ത്രണം
ಸಂವಹನ ಮೋಡೆಮ್,ആശയവിനിമയ മോഡം
ಸಂವಹನ ಜಾಲ,ആശയവിനിമയ ശൃംഖല
ಸಂವಹನ ಕೇಂದ್ರ,കമ്മ്യൂണിക്കേഷൻ സെന്റർ
ಸಂವಹನ ಕಂಪ್ಯೂಟರ್,ആശയവിനിമയ കമ്പ്യൂട്ടർ
ಸಂವಹನ ನಿಯಂತ್ರಕ,കമ്മ്യൂണിക്കേഷൻ കണ്ട്രോളർ
ಸಂವಹನ ಉಪಗ್ರಹ,ആശയവിനിമയ ഉപഗ്രഹം
ಸಂವಹನ ಭದ್ರತಾ ಸಾಧನಗಳು,ആശയവിനിമയ സുരക്ഷാ ഉപകരണങ്ങൾ
ಸಂವಹನ ಸಾಫ್ಟ್‌ವೇರ್,ആശയവിനിമയ സോഫ്റ്റ്വെയർ
ಸಂವಹನ ಉಪವ್ಯವಸ್ಥೆ,ആശയവിനിമയ സബ്സിസ്റ്റം
ಸಂವಹನ ಟರ್ಮಿನಲ್,ആശയവിനിമയ ടെർമിനൽ
ಸಂವಹನ ಸಿದ್ಧಾಂತ,ആശയവിനിമയ സിദ്ധാന്തം
ಸಮುದಾಯ ಸ್ವಯಂಚಾಲಿತ ವಿನಿಮಯ,കമ്മ്യൂണിറ്റി ഓട്ടോമാറ്റിക് എക്സ്ചേഞ്ച്
ಸಮುದಾಯ ಡಯಲ್ ಆಫೀಸ್,കമ്മ്യൂണിറ്റി ഡയൽ ഓഫീസ്
ಕಮ್ಯುಟೇಟರ್ ನಾಡಿಮಿಡಿತ,കമ്മ്യൂട്ടർ പൾസ്
ಸಂಕೋಚನ ಕ್ರಮಾವಳ,കോംപാക്ഷൻ അൽഗോരിതം
ಸಂಕೋಚನ,സൃഷ്ടിച്ച്
ಕಡ್ಡಾಯ,സാദൃശരകം
ಕಾಂಪ್ಯಾಂಡರ್ ಮಿಸ್ಟಾಕಿಂಗ್,കംപാൻഡർ തെറ്റായിടാക്കൽ
ಒಡನಾಡಿ ಅಂಗಡಿ  ಬಾಗುತ್ತಾ ಹೋಗು,കമ്പാനിയൻറ്  ബാക്കപ്പ്
ಹೋಲಿಸುವವನು,താരതമ്യക്കാരൻ
ಹೋಲಿಸುವವನು ತನಿಖೆ,താരതമ്യ അന്വേഷണം
ಘಟಕವನ್ನು ಹೋಲಿಸುವುದು  (= ಹೋಲಿಕೆದಾರ),യൂണിറ്റ് താരതമ്യം ചെയ്യുന്നു  (= താരതമ്യക്കാരൻ)
ಹೋಲಿಕೆ  ಕಾರ್ಯಾಚರಣೆ,താരതമം  ശസ്തകിയ
ಹೋಲಿಕೆ  ನಿರ್ವಾಹಕ,താരതമം  ടെലഫോണ്ഓപ്പറേറ്റര്
ಹೋಲಿಕೆ ಪರೀಕ್ಷೆ,താരതമ്യ പരിശോധന
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,അനുയോജ്യത
ಹೊಂದಿಕೊಳ್ಳಬಲ್ಲ ಪರೀಕ್ಷೆ,അനുയോജ്യത പരിശോധന
ಹೊಂದಬಲ್ಲ,അനുഗുണമായ
ಹೊಂದಾಣಿಕೆಯ ಸಮಯ  ಹಂಚಿಕೆ ವ್ಯವಸ್ಥೆ,അനുയോജ്യമായ സമയം  പങ്കിടൽ സിസ്റ്റം
ಸಂಕಲೀಕರಣ,സമാഹാരം
ಸಂಕಲನ ನೆರವು,സമാഹരണ സഹായം
ಸಂಕಲಿಸು,സമാഹരിക്കുക
ಕಂಪೈಲ್ ಅವಧಿ,കംപൈൽ കാലയളവ്
ಕಂಪೈಲ್ ಹಂತ,ഘട്ടം കംപൈൽ
ಕೊಲೆಗಡುಕ,കംപൈലർ
ಸಂಕಲನ,കംപൈലർ-കംപൈലർ
ಕಂಪೈಲರ್ ನಿರ್ದೇಶನ ವ್ಯವಸ್ಥೆ,കംപൈലർ ഡയറക്റ്റിംഗ് സിസ്റ്റം
ಕಂಪೈಲರ್ ನಿರ್ದೇಶನ,കംപൈലർ നിർദ്ദേശം
ಕಂಪೈಲರ್ ಜನರೇಟರ್,കംപൈലർ ജനറേറ്റർ
ಕಂಪೈಲರ್ ಇಂಟರ್ಫೇಸ್,കംപൈലർ ഇന്റർഫേസ്
ಕಂಪೈಲರ್ ಭಾಷೆ,കംപൈലർ ഭാഷ
ಕಂಪೈಲರ್ ಆಯ್ಕೆ,കംപൈലർ ഓപ്ഷൻ
ಕಂಪೈಲ್ ಸಮಯ,സമയം കംപൈൽ ചെയ്യുക
ಸಮಯ ರೋಗನಿರ್ಣಯವನ್ನು ಕಂಪೈಲ್ ಮಾಡಿ,സമയ ഡയഗ്നോസ്റ്റിക്സ് കംപൈൽ ചെയ്യുക
ಸಮಯ ಹೇಳಿಕೆಯನ್ನು ಕಂಪೈಲ್ ಮಾಡಿ,സമയ പ്രസ്താവന കംപൈൽ ചെയ്യുക
ಸಂಚಾರದ ಕಂಪೈಲ್,കംപൈൽ കാലയളവ്
ಕಂಪೈಲ್ ಹಂತ,കംപൈൽ ഘട്ടം
ಕಂಪೈಲ್ ಪ್ರೋಗ್ರಾಂ (= ಕಂಪ್ಲೈಯರ್),കംപൈൽ പ്രോഗ്രാം (= അഭിനയം)
ಕಂಪೈಲ್ ಸಮಯ,സമാഹരിക്കുന്നു
ಪೂರಿಸು,പൂരക
ಪೂರಕ ಕಾರ್ಯಾಚರಣೆ,പൂരക പ്രവർത്തനം
ಪೂರಕ ಆಪರೇಟರ್,പൂരക ഓപ്പറേറ്റർ
ಪೂರಕ ಮೂಲ,പൂരക അടിത്തറ
ಪೂರಕ ಸಂಖ್ಯೆ ವ್ಯವಸ್ಥೆ,പൂർത്തീകരിക്കപ്പെട്ട നമ്പർ സിസ്റ്റം
ಪೂರಕ,പൂരകൻ
ಪೂರಕವಾಗಿ,പൂരകമാണ്
ಪೂರಕ-ಒಂಬತ್ತು,പൂരക-ഒൻപത്
ಒಂದರಲ್ಲಿ ಪೂರಕ,ഒരെണ്ണത്തിൽ പൂരകൻ
ಪೂರಕ ಹತ್ತು,പൂരക-ഓൺ പത്ത്
ಪೂರಕ-ಎರಡು,പൂരകൻ-ഓൺ-ഓൺ
ಸಂಪೂರ್ಣ ಕ್ಯಾರಿ,പൂർത്തിയാക്കുക
ಸಂಪೂರ್ಣತೆ ಪರಿಶೀಲನೆ,സമ്പൂർണ്ണ പരിശോധന
ಸಂಪೂರ್ಣ ಕಾರ್ಯಾಚರಣೆ,പൂർത്തിയാക്കുക
ಸಂಪೂರ್ಣ ದಿನಚರಿ,പൂർണ്ണ പതിവ്
ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ ಕೋಡ್,പൂർത്തീകരണ കോഡ്
ಸಂಕೀರ್ಣ ಸ್ಥಿರ,സങ്കീർണ്ണമായ സ്ഥിരാങ്കം
ಸಂಕೀರ್ಣ ದತ್ತ,സങ്കീർണ്ണമായ ഡാറ്റ
ಸಂಕೀರ್ಣ ದತ್ತಾಂಶ ಪ್ರಕಾರ,സങ്കീർണ്ണമായ ഡാറ്റ തരം
ಸಂಕೀರ್ಣ ನಿರ್ಧಾರ ತೆಗೆದುಕೊಳ್ಳುವ ಸಿಮ್ಯುಲೇಶನ್,സങ്കീർണ്ണമായ തീരുമാനം സിമുലേഷൻ
ಸಂಕೀರ್ಣತೆ ಸಿದ್ಧಾಂತ,സങ്കീർണ്ണ സിദ്ധാന്തം
ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆ,സങ്കീർണ്ണ സംഖ്യ
ಅಂಶ,ഘടകം
ಘಟಕ ವಿಳಾಸ,ഘടക വിലാസം
ಕಾಂಪೊಯಾಂಟ್ ಪ್ರೊಸೆಸರ್,ഘടക പ്രോസസർ
ಸಂಯೋಜಿತ ಕನ್ಸೋಲ್,സംയോജിത കൺസോൾ
ಸಂಯೋಜಿತ ಸರ್ಕ್ಯೂಟ್,സംയോജിത സർക്യൂട്ട്
ಸಂಯೋಜಿತ ಬಾಹ್ಯ ಚಿಹ್ನೆ ನಿಘಂಟು,സംയോജിത ബാഹ്യ ചിഹ്ന നിഘണ്ടു
ಸಂಯೋಜಿತ ಮಾಡ್ಯೂಲ್,സംയോജിത മൊഡ്യൂൾ
ಸಂಯೋಜಿತ ಮಾಡ್ಯೂಲ್ ಡೇಟಾ ಸೆಟ್,സംയോജിത മൊഡ്യൂൾ ഡാറ്റ സെറ്റ്
ಸಂಯೋಜಿತ ನಿರ್ವಾಹಕ,സംയോജിത ഓപ്പറേറ്റർ
ಸಂಯೋಜನೆ ಕೋಲಾಹಲ,കോമ്പോസിഷൻ ഫയൽ
ಕಾಂಪೌಂಡ್ ಸ್ಥಿತಿ,സംയുക്ത നില
ಸಂಯೋಗದ ಅಂಶ,സംയുക്ത ലോജിക്കൽ ഘടകം
ಸಂಯೋಗದ ಹೇಳಿಕೆ,സംയുക്ത പ്രസ്താവന
ಸಂಕುಚಿತಗೊಳಿಸು,ഞെക്കുക
ಜೋಪಾನದವ,കംപ്രർ
ನಿವ್ವಳವನ್ನು ರಾಜಿ ಮಾಡಿ,വലയിൽ വിട്ടുവീഴ്ച ചെയ്യുക
ಲೆಕ್ಕಾಚಾರ,കേന്ദ്രം
ಲೆಕ್ಕಾಚಾರ ಮಾಡಬಹುದಾದ ಕಾರ್ಯ,കമ്പ്യൂട്ടർ ചെയ്യാവുന്ന പ്രവർത്തനം
ಗಣನೆ,കണക്കുകൂട്ടൽ
ಗಣನ ಸಂಕೀರ್ಣತೆ,കമ്പ്യൂട്ടേഷണൽ സങ്കീർണ്ണത
ಕಂಪ್ಯೂಟೇಶನಲ್ ಭಾಷಾಶಾಸ್ತ್ರ,കമ്പ്യൂട്ടേഷണൽ ഭാഷാശാസ്ത്രം
ಕಂಪ್ಯೂಟೇಶನಲ್ ರಾಶಿ,കമ്പ്യൂട്ടേഷണൽ മോഡൽ
ಕಂಪ್ಯೂಟೇಶನಲ್ ಸ್ಥಿರತೆ,കമ്പ്യൂട്ടേഷണൽ സ്ഥിരത
ಕಂಪ್ಯೂಟ್ ಲಿಮಿಟೆಡ್,പരിമിതപ്പെടുത്തിയിരിക്കുന്നു
ಲೆಕ್ಕಾಚಾರ,കണക്കുകൂട്ടുക മോഡ്
ಕಂಪ್ಯೂಟರ್,കന്വൂട്ടര്
ಕಂಪ್ಯೂಟರ್ ಆಡಳಿತ ದಾಖಲೆ,കമ്പ്യൂട്ടർ അഡ്മിനിസ്ട്രേറ്റീവ് റെക്കോർഡ്
ಕಂಪ್ಯೂಟರ್ ನೆರವಿನ ವಿನ್ಯಾಸ,കമ്പ്യൂട്ടർ എയ്ഡഡ് ഡിസൈൻ
ಕಂಪ್ಯೂಟರ್ ನೆರವಿನ ಎಂಜಿನಿಯರಿಂಗ್,കമ്പ്യൂട്ടർ-എയ്ഡഡ് എഞ്ചിനീയറിംഗ്
ಕಂಪ್ಯೂಟರ್ ನೆರವಿನ ಉತ್ಪಾದನೆ,കമ്പ്യൂട്ടർ എയ്ഡഡ് നിർമ്മാണം
ಕಂಪ್ಯೂಟರ್ ವಾಸ್ತುಶಿಲ್ಪ,കമ്പ്യൂട്ടർ വാസ്തുവിദ്യ
ಕಂಪ್ಯೂಟರ್ ಅಂಕಗಣಿತ,കമ്പ്യൂട്ടർ ഗണിതം
ಕಂಪ್ಯೂಟರ್ ಕಲೆ,കമ്പ്യൂട്ടർ ആർട്ട്
ಕಂಪ್ಯೂಟರ್ ನೆರವಿನ ಶಿಕ್ಷಣ,കമ്പ്യൂട്ടർ അസിസ്റ്റഡ് വിദ്യാഭ്യാസം
ಕಂಪ್ಯೂಟರ್ ನೆರವಿನ ಸೂಚನೆ,കമ്പ്യൂട്ടർ സഹായ നിർദ്ദേശം
ಕಂಪ್ಯೂಟರ್ ನೆರವಿನ ಕಲಿಕೆ,കമ്പ്യൂട്ടർ പഠനത്തെ സഹായിക്കുന്നു
ಕಂಪ್ಯೂಟರ್ ನೆರವಿನ ನಿರ್ವಹಣೆ,കമ്പ്യൂട്ടർ അസിസ്റ്റഡ് മാനേജുമെന്റ്
ಕಂಪ್ಯೂಟರ್ ನೆರವಿನ ಬೋಧನೆ,കമ്പ്യൂട്ടർ അസിസ്റ്റഡ് ടീച്ചിംഗ്
ಕಂಪ್ಯೂಟರ್ ಆಧಾರಿತ ಯಾಂತ್ರೀಕೃತಗೊಂಡ,കമ്പ്യൂട്ടർ ആസ്ഥാനമായുള്ള ഓട്ടോമേഷൻ
ಕಂಪ್ಯೂಟರ್ ಆಧಾರಿತ ಶಿಕ್ಷಣ,കമ്പ്യൂട്ടർ ആസ്ഥാനമായുള്ള വിദ്യാഭ്യാസം
ಕಂಪ್ಯೂಟರ್ ಆಧಾರಿತ ಕಲಿಕೆ,കമ്പ്യൂട്ടർ അടിസ്ഥാനമാക്കിയുള്ള പഠനം
ಕಂಪ್ಯೂಟರ್ ಬ್ಯೂರೋ,കമ്പ്യൂട്ടർ ബ്യൂറോ
ಕಂಪ್ಯೂಟರ್ ಸರ್ಕಿ,കമ്പ്യൂട്ടർ സർക്യൂട്ട്
ಕಂಪ್ಯೂಟರ್ ಕೋಡ್,കമ്പ്യൂട്ടർ കോഡ്
ಕಂಪ್ಯೂಟರ್ ಸಂವಹನ,കമ്പ്യൂട്ടർ ആശയവിനിമയം
ಕಂಪ್ಯೂಟರ್ ಕಾನ್ಫರೆನ್ಸಿಂಗ್,കമ്പ്യൂട്ടർ കോൺഫറൻസിംഗ്
ಕಂಪ್ಯೂಟರ್ ಸಂರಚನೆ,കമ്പ്യൂട്ടർ കോൺഫിഗറേഷൻ
ಕಂಪ್ಯೂಟರ್ ಕನ್ಸೋಲ್,കമ്പ്യൂട്ടർ കൺസോൾ
ಕಂಪ್ಯೂಟರ್ ನಿಯಂತ್ರಣ,കമ്പ്യൂട്ടർ നിയന്ത്രണം
ಕಂಪ್ಯೂಟರ್ ಅಪರಾಧ,കമ്പ്യൂട്ടർ കുറ്റകൃത്യം
ಕಂಪ್ಯೂಟರ್ ಕ್ರಿಪ್ಟೋಗ್ರಫಿ,കമ്പ്യൂട്ടർ ക്രിപ്റ്റോഗ്രഫി
ಕಂಪ್ಯೂಟರ್-ಅವಲಂಬಿತ ಭಾಷೆ,കമ്പ്യൂട്ടർ ആശ്രിതനായ ഭാഷ
ಕಂಪ್ಯೂಟರ್ ಡೊಮೇನ್,കമ്പ്യൂട്ടർ ഡൊമെയ്ൻ
ಕಂಪ್ಯೂಟರ್ ಡ್ಯುಪ್ಲೆ,കമ്പ്യൂട്ടർ ഡ്യുപ്ലെക്സ്
ಕಂಪ್ಯೂಟರ್ ಸಮೀಕರಣ,കമ്പ്യൂട്ടർ സമവാക്യം
ಕಂಪ್ಯೂಟರ್ ತಜ್ಞ,കമ്പ്യൂട്ടർ വിദഗ്ദ്ധൻ
ಕಂಪ್ಯೂಟರ್ ಫಾರ್ಮ್ಯಾಟಿಂಗ್,കമ്പ്യൂട്ടർ ഫോർമാറ്റിംഗ്
ಕಂಪ್ಯೂಟರ್ ಆಟ,കമ്പ്യൂട്ടർ ഗെയിം
ಕಂಪ್ಯೂಟರ್-ರಚಿತ ನಕ್ಷೆ,കമ്പ്യൂട്ടർ സൃഷ്ടിച്ച മാപ്പ്
ಕಂಪ್ಯೂಟರ್ ಉತ್ಪಾದನೆ,കമ്പ്യൂട്ടർ തലമുറ
ಕಂಪ್ಯೂಟರ್ ಗ್ರಾಫಿಕ್ಸ್,കമ്പ്യൂട്ടർ ഗ്രാഫിക്സ്
ಕಂಪ್ಯೂಟರ್ ಯಂತ್ರ,കമ്പ്യൂട്ടർ ഹാർഡ്വെയർ
ಕಂಪ್ಯೂಟರ್ ಸ್ವತಂತ್ರ ಭಾಷೆ,കമ്പ്യൂട്ടർ സ്വതന്ത്ര ഭാഷ
ಕಂಪ್ಯೂಟರ್ ಸೂಚನೆ,കമ്പ്യൂട്ടർ നിര്ദ്ദേശം
ಕಂಪ್ಯೂಟರ್  ಸೂಚನಾ ಸಂಕೇತ,കന്വൂട്ടര്  ഇൻസ്ട്രക്ഷൻ കോഡ്
ಕಂಪ್ಯೂಟರ್  ಬೋಧನಾ ನಿಗದಿ,കന്വൂട്ടര്  നിർദ്ദേശ സെറ്റ്
ಕಂಪ್ಯೂಟರ್  ಇಂಟರ್ಫೇಸ್ ಘಟಕ,കന്വൂട്ടര്  ഇന്റർഫേസ് യൂണിറ്റ്
ಗಣಕವಾದಿ,കമ്പ്യൂട്ടറിസ്റ്റ്
ಗಣಕೀಕರಣ,കമ്പ്യൂട്ടറൈസേഷൻ
ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ,കമ്പ്യൂട്ടർ ഭാഷ
ಕಂಪ್ಯೂಟರ್  ಭಾಷಾ ಚಿಹ್ನೆ,കന്വൂട്ടര്  ഭാഷാ ചിഹ്നം
ಕಂಪ್ಯೂಟರ್ ಕಲಿಕೆ,കമ്പ്യൂട്ടർ പഠനം
ಕಂಪ್ಯೂಟರ್ ಅಕ್ಷರ,കമ്പ്യൂട്ടർ കത്ത്
ಕಂಪ್ಯೂಟರ್ ಲಿಮಿಟೆಡ್,കമ്പ്യൂട്ടർ പരിമിത
ಕಂಪ್ಯೂಟರ್  ನಿರ್ವಹಣೆ,കന്വൂട്ടര്  പരിപാലനം
ಕಂಪ್ಯೂಟರ್  ನಿರ್ವಹಿಸಿದ  ಸೂಚನಾ,കന്വൂട്ടര്  ചുറ്റിനടന്നത്  നിര്ദ്ദേശം
ಕಂಪ್ಯೂಟರ್  ಮೈಕ್ರೋಗ್ರಾಫಿಕ್ಸ್,കന്വൂട്ടര്  മൈക്രോഗ്രാഫിക്സ്
ಕಂಪ್ಯೂಟರ್ ಸಂಗೀತ,കമ്പ്യൂട്ടർ സംഗീതം
ಗಣಕಯಂತ್ರದ ಜಾಲ,കമ്പ്യൂട്ടർ ശൃംഖല
ಕಂಪ್ಯೂಟರ್ ಸಂಖ್ಯಾ ನಿಯಂತ್ರಣ,കമ്പ്യൂട്ടർ സംഖ്യാ നിയന്ത്രണം
ಕಂಪ್ಯೂಟರ್ ಕಾರ್ಯಾಚರಣೆ,കമ്പ്യൂട്ടർ പ്രവർത്തനം
ಕಂಪ್ಯೂಟರ್ ಆಧಾರಿತ ಭಾಷೆ,കമ്പ്യൂട്ടർ ഓറിയന്റഡ് ഭാഷ
ಕಂಪ್ಯೂಟರ್ output ಟ್ಪುಟ್,കമ്പ്യൂട്ടർ .ട്ട്പുട്ട്
ಕಂಪ್ಯೂಟರ್ output ಟ್ಪುಟ್ ಮೈಕ್ರೋಫಿಲ್ಮ್,കമ്പ്യൂട്ടർ output ട്ട്പുട്ട് മൈക്രോഫിലിം
ಕಂಪ್ಯೂಟರ್ ಪರ್ಫಾರ್ಮೆನ್ಸ್,കമ്പ്യൂട്ടർ പ്രകടനം
ಕಂಪ್ಯೂಟರ್ ಮುದ್ರಕ,കമ്പ്യൂട്ടർ പ്രിന്റർ
ಕಂಪ್ಯೂಟರ್ ಕಾರ್ಯಕ್ರಮ,കമ്പ്യൂട്ടർ പ്രോഗ്രാം
ಕಂಪ್ಯೂಟರ್ ಪ್ರೋಗ್ರಾಂ ಟಿಪ್ಪಣಿ,കമ്പ്യൂട്ടർ പ്രോഗ്രാം വ്യാഖ്യാനം
ಕಂಪ್ಯೂಟರ್ ಪ್ರೋಗ್ರಾಂ ಮೂಲ,കമ്പ്യൂട്ടർ പ്രോഗ്രാം ഉത്ഭവം
ಗಣಕ ಯಂತ್ರ ವಿಜ್ಞಾನ,കമ്പ്യൂട്ടർ സയൻസ്
ಕಂಪ್ಯೂಟರ್ ಸುರಕ್ಷತೆ,കമ്പ്യൂട്ടർ സുരക്ഷ
ಕಂಪ್ಯೂಟರ್ ಹಂಚಿಕೆ,കമ്പ്യൂട്ടർ പങ്കിടൽ
ಕಂಪ್ಯೂಟರ್ ಸಿಮ್ಯುಲೇಶನ್,കമ്പ്യൂട്ടർ സിമുലേഷൻ
ಕಂಪ್ಯೂಟರ್ ಸಿಮ್ಯುಲೇಟರ್,കമ്പ്യൂട്ടർ സിമുലേറ്റർ
ಕಂಪ್ಯೂಟರ್ ಸಾಫ್ಟ್‌ವೇರ್,കമ്പ്യൂട്ടർ സോഫ്റ്റ് വെയർ
ಕಂಪ್ಯೂಟರ್ ತಜ್ಞ,കമ്പ്യൂട്ടർ സ്പെഷ്യലിസ്റ്റ്
ಗಣಕಯಂತ್ರ ವ್ಯವಸ್ಥೆ,കമ്പ്യൂട്ടർ സിസ്റ്റം
