English,Tamil
Granulation noise,துகள் சத்தம்
Graph,கட்டுரை
Graphic display unit,வரைகலை காட்சி அலகு
Graphic equalizer,வரைகலை சமநிலைப்படுத்தி
Graphical analysis,வரைகலை பகுப்பாய்வு
Graticule,நன்றி
Grating reflector,தட்டு பிரதிபலிப்பான்
Gross error,மொத்த பிழை
Ground-referenced input,புவிசார்ந்த முதலீடு
Ground,"நிலம், நிலம்"
Ground reflection,தரையில் பிரதிபலிப்பு
Ground return,நிலம் திரும்ப
Ground wave,தரை அலை
Ground wave,தரை அலை
Ground wave propagation,பேய் பரவுதல்
Groundedinductor,பூமி இணைப்பு
Grounded load,தரையிறக்கப்பட்ட சுமை (சுமை)
Grounded vertical antenna,தரை ஆண்டெனா
Grounded-emitter amplifier,நிலத்தடி உமிழ்ப்பான் பெருக்கி
Grounded-source amplifier,அடிப்படை மூல பெருக்கி
Ground-loop,தரை வளையம்
Ground-plane,தரை மட்டம்
Group code,குழு குறியீடு
Group delay time,குழு தாமத காலம்
Group selector,குழு தேர்வாளர்
Group velocity,குழு வேகம்
Grover winding,குரோவர் குண்டலன்
Grown-junction transistor,பூஸ்ட் சந்தி டிரான்சிஸ்டர்
Guard band,பாதுகாப்பு இசைக்குழு
Guard circuit,பாதுகாப்பு சுற்று
Guard ring,பாதுகாப்பு வளையம்
Guest host LCD,கெஸ்ட் ஹோஸ்ட் எல்சிடி
Guide wavelength,அறிவுறுத்தல் அலைநீளம்
Gunn effect,துப்பாக்கி விளைவு
Gunn oscillator,துப்பாக்கி ஆஸிலேட்டர்
Gyrator,கைரேட்டர்
Gyro frequency,"கைரோ அலைவரிசை, சுழற்சி அதிர்வெண்"
Gyromagnetic resonance,சுழற்சி காந்த அதிர்வு
H. field,கிடைமட்ட பகுதி
Haffman encoding,ஹாஃப்மேன் குறியாக்கம்
Hagelbarger code,ஹெகல்பெர்கர் குறியீடு
Half adder,அரை இணைப்பான்
Half substractor,அரைப்பிரிவு
Half subtractor,அரைப்பிரிவு
Half wave dipole,அரை அலை இருமுனை
Half wave rectifier,அரை அலை திருத்தி
Half-amplitude duration,அரை பரிமாண இடைவெளி
Hall co-efficient,ஹால் குணகம்
Hall effect,ஹால் விளைவு
Hall effect relay,ஹால் விளைவு ரிலே
Hall state,இடைநிறுத்தம் நிலை
Hamming block code,தடை குறியீடு
Hamming bound,தடை வரம்பு
Hamming code,ஹாமிங் குறியீடு
Hamming code,ஹாமிங் குறியீடு
Hamming distance,அடிக்கும் தூரம்
Hamming window,ஹாமிங் ஜன்னல்
Hanning line shapes,hanning வரி வடிவம்
Hanning window,தொங்கும் ஜன்னல்
Hard disk,நெகிழ்வற்ற/வன் வட்டு
Hard disk card,நெகிழ்வின்மை தாள்/வன் வட்டு தாள்
Hard limit voltage,நிலையான வரம்பு மின்னழுத்தம்
Hard limit voltage,நிலையான வரம்பு மின்னழுத்தம்
Hard-decision decoding,நிரந்தர டிகோடிங்
Hardware,உபகரணப் பொருள்/வன்பொருள்
Hardware algorithm,வன்பொருள் அல்காரிதம்
Hardware algorithm,வன்பொருள் அல்காரிதம்
Hardware description language (HDL),வன்பொருள் விளக்க மொழி
Hardware description language,வன்பொருள் விளக்க மொழி
Hard-wiring,நிரந்தர இணைப்பு
Hard-wiring,நிரந்தர இணைப்பு
Harmming code,ஹாமிங் குறியீடு
Harmonic,இசைவான
Harmonic cancellation,ஹார்மோனிக் ரத்து
Harmonic distortion,ஹார்மோனிக் சிதைவு
Harmonic distortion,ஹார்மோனிக் சிதைவு
Harmonic mixing,ஹார்மோனிக் கலவை
Harmonic restraint,அனுதாபக் கட்டுப்பாடு
Hartley law,ஹார்ட்லி ஆட்சி
Hartley-Shanon law,ஹார்ட்லி ஷானன் விதி
Hand generator,கை ஜெனரேட்டர்
Hays transmission bridge,ஹெஸ் டிரான்ஸ்மிஷன் பாலம்
HDVT,உயர் அடர்த்தி மின்னழுத்த மின்மாற்றி
Head,மேல்
Head end cable,தலை முனை கேபிள்
Hearing response,செவிவழி பதில்
Heat coil,வெப்ப ஜாதகம்
Heat sink,வெப்ப அணுகல்
Helical antenna,குண்டலினி ஆண்டெனா
Helical recording,குண்டலினி பதிவு
Hertz,ஹெர்ட்ஸ்
Heterodyne receiver,அதிர்வெண் கலவை பெறுதல்
Heteroepitaxy,heteroepitaxy
Hexadecimal coding,ஹெக்ஸாடெசிமல் குறியீட்டு முறை
Hexadecimal coding,ஹெக்ஸாடெசிமல் குறியீட்டு முறை
Hexadecimal numbers,பதின்ம எண்
High approximation,உயர் Q தோராயம்
High circuit,உயர் சுற்று
High current transducer,உயர் மின்னோட்ட மின்மாற்றி
High cutoff frequency,உயர் இறுதியில் அதிர்வெண்
High definition television (HDTV),உயர் தெளிவுத்திறன் தொலைக்காட்சி (HD TV)
