Hindi,English
द्वि-गामा-दिष्टकारी परिपथ,Double-gamma-rectifier circuit
द्विसंकलन जाइरो,Double-intergrating gyro
द्विरेखीय स्पेक्ट्रमी युग्मतारा,Double-line spectroscopic binary
द्वि-दिष्टकारी परिपथ,Double-rectifier circuit
द्वि-अपवर्ती,Double-refracting
द्विस्लाइड सूक्ष्ममापी,Double-slide micrometer
द्विक,Doublet
अवर्णक लेन्स-युग्म,Doublet achromat
द्विक ऐन्टेना,Doublet antenna
द्विक कूट,Doublet code
द्विक नियम,Doublet law
द्विक लेन्स,Doublet lens
द्विक स्तर,Doublet level
द्विक बंधता,Doublet linkage
द्विक विधि,Doublet method
द्विक अंतराल,Doublet separation
द्विक विपाटन,Doublet splitting
द्विरंगी,Doubletone
"द्विभवन, द्विस्तरण",Doubling
द्वितः आवेशित कण,Doubly charged particles
द्विधा अपभ्रष्ट,Doubly degenerate
"युग्म बन्धित, युग्म बद्ध",Doubly llinked
द्वि-आवर्ती,Doubly periodic
द्वि-अपवर्तक,Doubly refracting
टोराइड डोनट,Doughnut
टोराइडी प्रकार,Doughnut pattern
द्विपृष्ठीय संघनित्र,Douyble surface condenser
"डोवेप, डाप्लर वेज स्थानित्र",Dovap
डव-प्रिज़्म,Dove prism
आयनमंडलीय तरंग,Down coming wave (=ionospheric wave)
अधः कर्षण,Down drag
अधः प्रवर्णता,Down gradient
व्यवरोध काल,Down time
अनुपरास,Downrange
अधः प्रवाह,Downstreaming
अधोमुखी विस्थापन,Downward displacement
अधोमुखी माडुलन,Downward modulation
अधोमुखी गति,Downward motion
अधोमुखी वेग,Downward velocity
अधोधावन,Downwash
अधोधावन कोण,Downwash angle
"ड्राफ्टिंग मशीन, आरेखन यंत्र",Drafting machine
"कर्षण, कर्षज अयस्क, अर्ध संच",Drag
अनुगामी ऐन्टेना,Drag antenna
कर्ष गुणांक,Drag coefficient
कर्ष-नति,Drag dip
कर्षण गुणक,Drag factor
कर्षण-बल,Drag force
कर्षण ध्रुवी,Drag polar
संकर्षण अनुपात,Drag ration
कर्षण-भार अनुपात,Drag-weight ratio
संकर्षण गुणांक,Dragging coefficient
फ्रेम विभाजक,Drame divider
"वाह, अपवाहक, अपोढ़, ड्रिफ़्ट (खनन), पाँझ (खाद्य), विस्थापन",Drift
अपवाह कोण,Drift angle
अपवाह संशोधन-कोण,Drift correction angle
अपवाह धारा,Drift current
अपवाह धारा घनत्व,Drift current density
अपवाह ऊर्जा,Drift energy
अपवाह क्षेत्र,Drift field
अपवहन कक्षा,Drift orbit
अपवाह प्रदेश,Drift space
अपवाह सिद्धांत,Drift theory
अपवाह काल,Drift time
अपवाह ट्रांजिस्टर,Drift transistor
अपवाह नलिका,Drift tube
अपवाह सुरंग,Drift tunnel
अपवाह वेग,Drift velocity
अपवाह गतिशीलता,Drift-mobility
प्रणोद परिचालन,Drive
परिचालन पिन,Drive pin
परिचालन पिन छिद्र,Drive pin hole
परिचालित ऐन्टेना,Driven antenna
परिचालित अवयव,Driven element
प्रणोदित गैस,Driven gas
परिचालित गियर,Driven gear
परिचालन चित्राम,Driven pattern
परिचालक परिपथ,Driver circuite
प्रणोदक गैस,Driver gas
परिचालक गियर,Driver gear
परिचालक चरण,Driver stage
