Marathi,Malayalam
पुनरुत्पादक कार्य,പ്രത്യുൽപാദന പ്രവർത്തനം
सामान्य वर्ग,ക്ലാസ് ജനറൽ
वर्ग कार्य,ക്ലാസ് ഫംഗ്ഷൻ
सामान्य वर्गाचे नाव,പൊതു ക്ലാസ് പേര്
gigo,ജിഗോ
"1. युनिव्हर्सल, 2. ग्लोबल","1. യൂണിവേഴ്സൽ, 2. ഗ്ലോബൽ"
सार्वत्रिक कोड,സാർവത്രിക കോഡ്
सार्वत्रिक लॉक,സാർവത്രിക ലോക്ക്
"1. युनिव्हर्सल नेटवर्क, 2. युनिव्हर्सल नेटवर्क","1. യൂണിവേഴ്സൽ നെറ്റ്വർക്ക്, 2. യൂണിവേഴ്സൽ നെറ്റ്വർക്ക്"
सार्वत्रिक नेटवर्क,സാർവത്രിക ശൃംഖല
"1. जागतिक वापरकर्ता, 2. सार्वजनिक वापरकर्ता, 3. सार्वत्रिक वापरकर्ता","1. ലോക ഉപയോക്താവ്, 2. പൊതു ഉപയോക്താവ്, 3. സാർവത്രിക ഉപയോക്താവ്"
जागतिक चल,ആഗോള വേരിയബിളുകൾ
"1.जागतिकीकरण, 2.जागतिकीकरण","1.ആഗോളവൽക്കരണം, 2.ആഗോളവൽക്കരണം"
गोफर (नेटवर्कमधील प्रोटोकॉल),ഗോഫർ (ഒരു നെറ്റ്‌വർക്കിലെ ഒരു പ്രോട്ടോക്കോൾ)
गोफर रिसेप्टर,ഗോഫർ റിസപ്റ്റർ
"1. गोफर सर्व्हर, 2. गोफर सर्व्हर","1. ഗോഫർ സെർവർ, 2. ഗോഫർ സെർവർ"
गोफर साइट,ഗോഫർ സൈറ്റ്
गोफर जागा,ഗോഫർ സ്പേസ്
आकर्षक अध:पतन,ആകർഷകമായ അപചയം
व्याकरण सुधारक,വ്യാകരണ പരിഷ്കരണം
व्याकरण आकर्षक बहिर्मुखता,വ്യാകരണ ഹോട്ടി എക്‌സ്‌ട്രോവേർഷൻ
"1.एकूण एकूण, 2.महान एकूण, 3.एकूण एकूण","1.ആകെ മൊത്തം, 2.മഹത്തായ ആകെ, 3.ആകെ"
"1. आलेख, 2. आलेख","1.ഗ്രാഫ്, 2.ഗ്രാഫ്"
"1.ग्राफ नोटेशन, 2.ग्राफ नोटेशन","1.ഗ്രാഫ് നോട്ടേഷൻ, 2.ഗ്രാഫ് നോട്ടേഷൻ"
"1. ग्राफिक वर्ण, 2. ग्राफिकल वर्ण","1. ഗ്രാഫിക് പ്രതീകങ്ങൾ, 2. ഗ്രാഫിക്കൽ പ്രതീകങ്ങൾ"
"1. ग्राफिकल कंट्रोलर, 2. ग्राफिकल कंट्रोलर","1. ഗ്രാഫിക്കൽ കൺട്രോളർ, 2. ഗ്രാഫിക്കൽ കൺട്രോളർ"
"1. ग्राफिकल डेटा स्ट्रक्चर, 2. ग्राफिकल डेटा स्ट्रक्चर","1. ഗ്രാഫിക്കൽ ഡാറ്റ ഘടന, 2. ഗ്രാഫിക്കൽ ഡാറ്റ ഘടന"
"1. ग्राफिक डिस्प्ले प्रोग्राम, 2. ग्राफिकल डिस्प्ले प्रोग्राम","1. ഗ്രാഫിക് ഡിസ്പ്ലേ പ്രോഗ്രാം, 2. ഗ്രാഫിക്കൽ ഡിസ്പ്ലേ പ്രോഗ്രാം"
"1.ग्राफिकल डिस्प्ले रिझोल्यूशन, 2.ग्राफिक डिस्प्ले","1.ഗ്രാഫിക്കൽ ഡിസ്പ്ലേ റെസല്യൂഷൻ, 2.ഗ്രാഫിക് ഡിസ്പ്ലേ"
"1. ग्राफिक भाषा, 2. ग्राफिकल भाषा","1. ഗ്രാഫിക് ഭാഷ, 2. ഗ്രാഫിക്കൽ ഭാഷ"
"1. ग्राफिक भाषा, 2. ग्राफिकल भाषा","1. ഗ്രാഫിക് ഭാഷ, 2. ഗ്രാഫിക്കൽ ഭാഷ"
"1. ग्राफिकल प्लेट, 2. ग्राफिकल प्लेट","1. ഗ്രാഫിക്കൽ പ്ലേറ്റ്, 2. ഗ്രാഫിക്കൽ പ്ലേറ്റ്"
"1.ग्राफिक अॅनिमेशन, 2.ग्राफिक अॅनिमेशन","1.ഗ്രാഫിക് ആനിമേഷൻ, 2.ഗ്രാഫിക് ആനിമേഷൻ"
ग्राफिक ट्रान्सफर फॉरमॅट (GIF),ഗ്രാഫിക് ട്രാൻസ്ഫർ ഫോർമാറ്റ് (GIF)
"1.ग्राफिक यूजर इंटरफेस (GUI), 2.ग्राफिक यूजर इंटरफेस","1.ഗ്രാഫിക് യൂസർ ഇന്റർഫേസ് (GUI), 2.ഗ്രാഫിക് യൂസർ ഇന്റർഫേസ്"
"1.ग्राफिक्स, 2.ग्राफिक्स","1.ഗ്രാഫിക്സ്, 2.ഗ്രാഫിക്സ്"
"1.ग्राफिक्स ऍप्लिकेशन, 2.ग्राफिकल ऍप्लिकेशन","1.ഗ്രാഫിക്സ് ആപ്ലിക്കേഷൻ, 2.ഗ്രാഫിക്കൽ ആപ്ലിക്കേഷൻ"
"1.ग्राफिक्स कर्सर, 2.ग्राफिकल कर्सर","1.ഗ്രാഫിക്സ് കഴ്സർ, 2.ഗ്രാഫിക്കൽ കഴ്സർ"
"1.ग्राफिक्स मोड, 2.ग्राफिक मोड","1.ഗ്രാഫിക് മോഡ്, 2.ഗ്രാഫിക് മോഡ്"
"1.ग्राफिक्स पॅकेज, 2.ग्राफिकल पॅकेज","1.ഗ്രാഫിക്സ് പാക്കേജ്, 2.ഗ്രാഫിക്കൽ പാക്കേജ്"
"1.Graphics Software, 2.Graphics Software","1.ഗ്രാഫിക്സ് സോഫ്റ്റ്വെയർ, 2.ഗ്രാഫിക്സ് സോഫ്റ്റ്വെയർ"
"1.Graphics Software, 2.Graphics Software","1.ഗ്രാഫിക്സ് സോഫ്റ്റ്വെയർ, 2.ഗ്രാഫിക്സ് സോഫ്റ്റ്വെയർ"
"1.Graphics Software Package, 2.Graphical Software Package","1.ഗ്രാഫിക്സ് സോഫ്റ്റ്‌വെയർ പാക്കേജ്, 2.ഗ്രാഫിക്കൽ സോഫ്റ്റ്‌വെയർ പാക്കേജ്"
राखाडी स्केल,ഗ്രേ സ്കെയിൽ
"1. लोभी पद्धत, 2. लोभी पद्धत","1. അത്യാഗ്രഹ രീതി, 2. അത്യാഗ്രഹ രീതി"
द्राक्ष,മുന്തിരി
ग्रिड,ഗ്രിഡ്
ग्रिड चार्ट,ഗ്രിഡ് ചാർട്ട്
ग्रिड गणना,ഗ്രിഡ് കണക്കുകൂട്ടൽ
ग्रिड मॉड्यूलेशन,ഗ്രിഡ് മോഡുലേഷൻ
जमिनीची लाट,ഗ്രൗണ്ട് വേവ്
गट,ഗ്രൂപ്പ്
गट पत्ता,ഗ്രൂപ്പ് വിലാസം
गट कोड,ഗ്രൂപ്പ് കോഡ്
गट संवाद,ഗ്രൂപ്പ് ആശയവിനിമയം
गट संवाद,ഗ്രൂപ്പ് ആശയവിനിമയം
"1.ग्रुप आयडेंटिटी, 2.ग्रुप आयडेंटिटी","1.ഗ്രൂപ്പ് ഐഡന്റിറ്റി, 2.ഗ്രൂപ്പ് ഐഡന്റിറ്റി"
गटाचे नाव,ഗ്രൂപ്പ് പേര്
ग्रुपवेअर,ഗ്രൂപ്പ്വെയർ
वाढ,വളർച്ച
"१.गार्ड, २.गार्ड","1.കാവൽ, 2.കാവൽ"
मार्गदर्शित माध्यम,മാർഗനിർദേശം നൽകിയ മാധ്യമങ്ങൾ
गनझिप,വെടിയുണ്ട
डीकोड,ഡീകോഡ്
डिकोडर,ഡീകോഡർ
डिकोडर शब्दकोश,ഡീകോഡർ നിഘണ്ടു
अर्धा जोडणारा,പകുതി ആഡർ
अर्धा पूल,പകുതി പാലം
अर्धा डुप्लेक्स,പകുതി ഡ്യൂപ്ലക്സ്
अर्धा डुप्लेक्स लाइन,പകുതി ഡ്യൂപ്ലെക്സ് ലൈൻ
अर्धा डुप्लेक्स मोड,പകുതി ഡ്യുപ്ലെക്സ് മോഡ്
अर्धी तीव्रता,പകുതി തീവ്രത
अर्ध राउटर,സെമി റൂട്ടർ
अर्ध-विभागीय,സെമി-ഡിവിഷണൽ
अर्धी प्रतिमा,പകുതി ചിത്രം
अर्धा शब्द,പകുതി വാക്ക്
हॅमिलटोनियन चक्र,ഹാമിൽട്ടോണിയൻ ചക്ര
हॅमिंग कोड,ഹാമിംഗ് കോഡ്
हात,കൈ
छापील प्रत,അച്ചടിച്ച കോപ്പി
हाताळणी,കൈകാര്യം ചെയ്യുന്നു
हाताळणी,കൈകാര്യം ചെയ്യുന്നു
निलंबन,സസ്പെൻഷൻ
आनंददायी सापळा,സുഖകരമായ കെണി
हार्ड कॉपी डिव्हाइस,ഹാർഡ് കോപ്പി ഉപകരണം
"1.हार्ड डिस्क, 2.इन्फ्लेक्झिबल डिस्क","1.ഹാർഡ് ഡിസ്ക്, 2.ഇൻഫ്ലെക്സിബിൾ ഡിസ്ക്"
लवचिक डिस्क कोसळणे,വഴക്കമില്ലാത്ത ഡിസ്ക് തകർച്ച
कठीण त्रुटी,കഠിനമായ പിശക്
हार्डवेअर प्रवाह नियंत्रण,ഹാർഡ്‌വെയർ ഫ്ലോ നിയന്ത്രണം
"1.हार्मोनिक, 2.हार्मोनिक","1.ഹാർമോണിക്, 2.ഹാർമോണിക്"
"1.हार्मोनिक मीन, 2. हार्मोनिक मीन","1. ഹാർമോണിക് ശരാശരി, 2. ഹാർമോണിക് അർത്ഥം"
हॅकिंग,ഹാക്കിംഗ്
हॅकिंग आकृती,ഹാക്കിംഗ് ഡയഗ്രം
चिमिंग टेबल,മണിനാദം
हॅकिंग तंत्र,ഹാക്കിംഗ് ടെക്നിക്കുകൾ
"1.हेडर, 2.एंट्री","1.തലക്കെട്ട്, 2.പ്രവേശനം"
"1.स्टॅक, 2.स्टॅक","1. സ്റ്റാക്ക്, 2. സ്റ്റാക്ക്"
वस्तुमान वर्गीकरण,ബഹുജന തരംതിരിക്കൽ
मदत,സഹായം
