Kannada,Assamese
"1. ಡಿಸ್ಕ್ ವಿಳಾಸ, 2. ಡಿಸ್ಕ್ ವಿಳಾಸ","1. ডিষ্কৰ ঠিকনা, 2. ডিষ্কৰ ঠিকনা"
"1. ಡಿಸ್ಕ್ ಅರೇ, 2. ಡಿಸ್ಕ್ ಅರೇ","1. ডিস্ক এৰে, 2. ডিস্ক এৰে"
"1. ಡಿಸ್ಕ್ ಸಾಮರ್ಥ್ಯ, 2. ಡಿಸ್ಕ್ ಸಾಮರ್ಥ್ಯ","1. ডিস্ক ক্ষমতা, 2. ডিস্ক ক্ষমতা"
"1. ಡಿಸ್ಕ್ ಡ್ರೈವರ್, 2. ಡಿಸ್ಕ್ ಡ್ರೈವ್","1. ডিস্ক ড্ৰাইভাৰ, 2. ডিস্ক ড্ৰাইভ"
ಡಿಸ್ಕ್ ಫೈಲ್,ডিস্ক নথিপত্ৰ
"1. ಡಿಸ್ಕ್ ಮೆಮೊರಿ, 2. ಡಿಸ್ಕ್ ಮೆಮೊರಿ, 3. ಡಿಸ್ಕ್ ಮೆಮೊರಿ, 4. ಡಿಸ್ಕ್ ಮೆಮೊರಿ","1. ডিস্ক মেমৰি, 2. ডিস্ক মেমৰি, 3. ডিস্ক মেমৰি, 4. ডিষ্ক মেমৰি"
ಡಿಸ್ಕ್ ಆಪರೇಟಿಂಗ್ ಸಿಸ್ಟಮ್ (DoS),ডিস্ক অপাৰেটিং চিস্টেম (DoS)
ಡಿಸ್ಕ್ ಪ್ಯಾಕೇಜ್,ডিস্ক পেকেজ
"1.ಚಕ್ರಿಕಾ ಸರ್ವರ್, 2.ಡಿಸ್ಕ್ ಸರ್ವರ್","1.চকৰিকা চাৰ্ভাৰ, 2.ডিস্ক চাৰ্ভাৰ"
"1. ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ, 2. ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ","1. ডিষ্ক সংৰক্ষণ, 2. ডিষ্ক সংৰক্ষণ"
ಡಿಸ್ಕೆಟ್,ডিস্কেট
ಪ್ರದರ್ಶನ ಫೈಲ್,ফাইল প্ৰদৰ্শন কৰক
ಚಿತ್ರವನ್ನು ಪ್ರದರ್ಶಿಸಿ,ছবি প্ৰদৰ্শন কৰক
ವಿಲೇವಾರಿ,নিষ্পত্তি
ದೂರ,দূৰত্ব
ದೂರ ಕಾರ್ಯ,দূৰত্বৰ ফলন
ಅಸ್ಪಷ್ಟತೆ,বিকৃতি
ವಿತರಿಸಲಾಯಿತು,বিলি কৰা হ’ল
ವಿತರಿಸಿದ ಡೇಟಾ,বিতৰণ কৰা তথ্য
ವಿತರಿಸಿದ ಸರ್ವರ್,বিতৰণ কৰা চাৰ্ভাৰ
"1.ಡಿಸ್ಟ್ರಿಬ್ಯೂಟೆಡ್ ಸಿಸ್ಟಮ್, 2.ಡಿಸ್ಟ್ರಿಬ್ಯೂಟೆಡ್ ಸಿಸ್ಟಮ್","1.বিতৰিত ব্যৱস্থা, 2.বিতৰিত ব্যৱস্থা"
ವಿತರಕ,বিতৰক
ದಾಖಲೆ,নথিপত্ৰ
ಡಾಕ್ಯುಮೆಂಟ್ ಮಾನ್ಯತೆ ಪಡೆದಿದೆ,নথিপত্ৰ স্বীকৃতিপ্ৰাপ্ত
"1. ಡಾಕ್ಯುಮೆಂಟ್ ವಿಂಡೋ, 2. ಡಾಕ್ಯುಮೆಂಟ್ ವಿಂಡೋ","1. দস্তাবেজ উইন্ডো, 2. দস্তাবেজ উইন্ডো"
ದಸ್ತಾವೇಜನ್ನು,নথিপত্ৰ
"ಡೊಮೇನ್, ಡೊಮೇನ್","ডমেইন, ডমেইন"
ಕಾರ್ಯಕ್ಷೇತ್ರದ ಹೆಸರು,ডমেইনৰ নাম
"1. ಡಾಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್, 2. ಡಾಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್","1. ডট মেট্ৰিক্স প্ৰিন্টাৰ, 2. ডট মেট্ৰিক্স প্ৰিন্টাৰ"
"ಕೆಳಗೆ, ಕೆಳಗೆ","তলত, তলত"
"1.ಅವಲಿಂಕ್, 2.ಚದರ","১.এভালিংক, ২.বৰ্গ"
ಡೌನ್ಲೋಡ್,ডাউনল’ড
ಡೌನ್‌ಲೋಡ್ ಸಮಯ,ডাউনলোড সময়
ಎಳೆತ,ট্ৰেকচন
DRAM (ಡೈನಾಮಿಕ್ RAM),DRAM (ডাইনামিক ৰেম)
ಹರಿವು,ৰানঅফ
ಚಾಲಕ,ড্ৰাইভাৰ
ಎಲೆಗಳು,পাত
ಡ್ರಾಪ್ ಪಟ್ಟಿ ಬಾಕ್ಸ್,তালিকা বাকচ ড্ৰপ কৰক
ಡ್ರಮ್ ಡ್ರೈವ್,ড্ৰাম ড্ৰাইভ
"1.ಡ್ರಮ್ ಪ್ರಿಂಟರ್, 2.ಡ್ರಮ್ ಪ್ರಿಂಟರ್","1.ড্ৰাম প্ৰিন্টাৰ, 2.ড্ৰাম প্ৰিন্টাৰ"
"1. ಇಮ್ ಘಟಕ, 2. ಡ್ರಮ್ ಘಟಕ","১.ইম ইউনিট, ২.ড্ৰাম ইউনিট"
"1. ದ್ವಂದ್ವತೆ, 2. ದ್ವಿ","১.দ্বৈততা, ২. bi"
ಉಭಯ ಸಾಂದ್ರತೆ,দ্বৈত ঘনত্ব
"1. ಮೌನ ವಿಳಾಸ, 2. ನಕಲಿ ವಿಳಾಸ","১/ নিৰৱ ঠিকনা, ২/ ভুৱা ঠিকনা"
ಡಂಪ್,ভাণ্ডাৰ
ಡಬಲ್ ಸರ್ಕ್ಯೂಟ್,ডুপ্লেক্স বৰ্তনী
ಕಾನೂನುಬದ್ಧಗೊಳಿಸುವಿಕೆ,বৈধকৰণ
ಪ್ರಮುಖ ಕೀ,কি&#39; কি&#39;
"1.ಡಿ ವಿ ಡಿ ಆರ್./ಡಬ್ಲ್ಯೂ, 2. ಡಿವಿಡಿ ಓದುವಿಕೆ, 3. ಬರವಣಿಗೆ","১.ডি ভি ডি আৰ./ডব্লিউ, ২. ডিভিডি পঢ়া, ৩. লিখা"
ಡಿವಿಡಿ ರಾಮ್,DVD ROM
ಡೈನಾಮಿಕ್ ಸೂಚನೆ,গতিশীল নিৰ্দেশনা
"1.ಡೈನಾಮಿಕ್ ಮೆಮೊರಿ, 2.ಡೈನಾಮಿಕ್ ಮೆಮೊರಿ","1.ডাইনামিক মেমৰি, 2.ডাইনামিক মেমৰি"
"1. ಡೈನಾಮಿಕ್ಸ್, 2. ಡೈನಾಮಿಕ್ಸ್","১.গতিবিদ্যা, ২.গতিশীলতা"
ಇ ಬಿ ಸಿ ಡಿ ಐ ಸಿ,ই খ গ ঘ আই চি
ಇ-ವ್ಯವಹಾರ,ই-ব্যৱসায়
ಪ್ರತಿಧ್ವನಿ,প্ৰতিধ্বনি
"1.ಇ-ಕಾಮರ್ಸ್, 2.ಇ-ಕಾಮರ್ಸ್","১.ই-কমাৰ্চ, ২.ই-কমাৰ্চ"
ಸಂಪಾದನೆ,সম্পাদনা কৰা
ಸಂಪಾದಕ,সম্পাদক
ಶೈಕ್ಷಣಿಕ ತಂತ್ರಜ್ಞಾನ,শিক্ষাগত প্ৰযুক্তি
ಇ ಇ ಪಿ ರೋಮ್,ই ই প ৰম
"1. ಅರ್ಥಪೂರ್ಣ ವಿಳಾಸ, 2. ಪರಿಣಾಮಕಾರಿ ವಿಳಾಸ","১/ অৰ্থপূৰ্ণ ঠিকনা, ২/ ফলপ্ৰসূ ঠিকনা"
ಅರ್ಥಪೂರ್ಣ ಕಾರ್ಯನಿರ್ವಹಣಾ ವಿಳಾಸ,অৰ্থপূৰ্ণ অপাৰেণ্ড ঠিকনা
ಪರಿಣಾಮಕಾರಿ ಕ್ರಮ,ফলপ্ৰসূ কাৰ্য্য
ಪರಿಣಾಮಕಾರಿ UID,ফলপ্ৰসূ UID
ಪರಿಣಾಮಕಾರಿ ಪ್ರಸರಣ ಕಾರ್ಯಾಚರಣೆ,ফলপ্ৰসূ সংক্ৰমণ কাৰ্য্য
ಆಕ್ಟಲ್ ಬೈಟ್,অক্টল বাইট
"ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕಲಿಕೆ, ಇ-ಕಲಿಕೆ","ইলেক্ট্ৰনিক লাৰ্নিং, ই-লাৰ্নিং"
ಚುನಾವಣಾ ಅಲ್ಗಾರಿದಮ್,নিৰ্বাচন এলগৰিদম
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಮೇಲ್ ಸೇವೆ (ಇ-ಮೇಲ್),ইলেক্ট্ৰনিক মেইল সেৱা (ই-মেইল)
"1.ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಪ್ರಿಂಟಿಂಗ್, 2.ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಪ್ರಿಂಟರ್","১.ইলেক্ট্ৰনিক প্ৰিন্টিং, ২.ইলেক্ট্ৰনিক প্ৰিণ্টাৰ"
ವಿದ್ಯುತ್ ಲೆಕ್ಕಪತ್ರ ಯಂತ್ರ,বৈদ্যুতিক একাউণ্টিং মেচিন
ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್,ইলেক্ট্ৰনিক্স
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಎಕ್ಸಾಸ್ಟ್ ಸಿಸ್ಟಮ್ (ECS),ইলেক্ট্ৰনিক এক্সজেষ্ট চিষ্টেম (ECS)
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ವಿನಿಮಯ (EDI),ইলেক্ট্ৰনিক ডাটা এক্সচেঞ্জ (EDI)
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಸಂಸ್ಕರಣೆ,ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕರಪತ್ರ,ইলেক্ট্ৰনিক ব্ৰ&#39;চাৰ
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಫಂಡ್ ಟ್ರಾನ್ಸ್ಫರ್ ಮೆಕ್ಯಾನಿಸಂ (EFTS),ইলেক্ট্ৰনিক ধন হস্তান্তৰ ব্যৱস্থা (EFTS)
"1.ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಜರ್ನಲ್, 2.ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಜರ್ನಲ್","১.ইলেক্ট্ৰনিক জাৰ্নেল, ২.ইলেক্ট্ৰনিক জাৰ্নেল"
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಪ್ರಕಟಣೆ,ইলেক্ট্ৰনিক প্ৰকাশন
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸ್ವಿಚ್,ইলেক্ট্ৰনিক চুইচ
"ಅಂಶ, ಅಂಶ","উপাদান, উপাদান"
ಇ-ಮೇಲ್,ই-মেইল
"1. ಇಮೇಲ್ ವಿಳಾಸ, 2. ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಮೇಲಿಂಗ್ ವಿಳಾಸ","১/ ই-মেইল ঠিকনা, ২/ ইলেক্ট্ৰনিক মেইলিং ঠিকনা"
ಎಂಬೆಡೆಡ್ ಸಿಸ್ಟಮ್,এম্বেডেড চিস্টেম
ಎಂಬೆಡಿಂಗ್,এম্বেডিং
ಹೊರಸೂಸುವ ಕಪಲ್ಡ್ ಲಾಜಿಕ್ (ECL),এমিটাৰ সংযুক্ত লজিক (ECL)
ಖಾಲಿ ಜಾಗ,খালী ঠাই
"1. ಖಾಲಿ ಸರಪಳಿ, 2. ಖಾಲಿ ಸರಪಳಿ","১.উকা শিকলি, ২.উকা শিকলি"
ಯಾಂತ್ರೀಕರಣ,যান্ত্ৰিকীকৰণ
"1.ಕ್ಯಾಪ್ಸುಲೇಶನ್, 2.ಕ್ಯಾಪ್ಸುಲೇಶನ್","১.কেপচুলেচন, ২.কেপচুলেচন"
ಡಿಕೋಡರ್,ডিকোডাৰ
ಎನ್ಕೋಡಿಂಗ್,এনকোডিং
"1. ಎನ್‌ಕೋಡರ್, 2. ಕೊಡಾಕ್","১.এনকোডাৰ, ২.কোডাক"
ಗುಪ್ತ ಡೇಟಾ,লুকাই থকা তথ্য
ಗುಪ್ತ ಫೈಲ್ ಸಿಸ್ಟಮ್,লুকাই থকা নথিপত্ৰপ্ৰণালী
"1. ಎನ್‌ಕ್ರಿಪ್ಶನ್, 2. ಕೋಡಿಂಗ್, 3. ಎನ್‌ಕೋಡಿಂಗ್","1. এনক্ৰিপচন, 2. ক&#39;ডিং, 3. এনকোডিং"
ಬ್ಲಾಕ್ ಅಂತ್ಯ,ব্লকৰ শেষ
ಕಡತ-ಅಂತ್ಯ,ফাইল-অন্ত
ಬಳಕೆದಾರ,ব্যৱহাৰকাৰী
ನಮೂದಿಸಿ,প্ৰৱেশদ্বাৰ
ಪ್ರವೇಶ ಕೀ,প্ৰৱেশ চাবি
"1. ಉದ್ಯಮ ಸರ್ವರ್, 2. ಉದ್ಯಮ ಸೇವಕ","১.উদ্যম সৰৱাৰ, ২.উদ্যম সেৱক"
ಉದ್ಯಮ ವ್ಯವಸ್ಥೆ,উদ্যোগ ব্যৱস্থা
ಶಕ್ತಿ,ক্ষমতা
ಶಕ್ತಿ ಬಾಂಧವ್ಯ,ক্ষমতা আত্মীয়তা
ಪ್ರವೇಶ ಸಮಯ,প্ৰৱেশৰ সময়
ಇನ್ಪುಟ್ ವೇರಿಯಬಲ್,ইনপুট ভেৰিয়েবল
ಎಣಿಸಬಹುದಾದ,গণনাযোগ্য
ಪರಿಸರ,পৰিৱেশ
"1.ಯುಗ, 2. ಯುಗ, 3. ಸೂಚನೆಯ ಕ್ಷಣ","১.যুগ, ২. যুগ, ৩. নিৰ্দেশনা মুহূৰ্ত"
EPRAM (ಹಣಕಾಸು ಪ್ರೋಗ್ರಾಮೆಬಲ್ ಓದಲು-ಮಾತ್ರ ಮೆಮೊರಿ),EPRAM (বিত্তীয় প্ৰগ্ৰেমেবল কেৱল পঢ়িব পৰা মেমৰি)
ಎಪ್ಸಿಲಾನ್ ಸಂಕೋಚಕ,এপ্সিলন কনষ্ট্ৰিক্টৰ
ಈಕ್ವಲೈಜರ್,ইকুৱেলাইজাৰ
ಉಪಕರಣ,সঁজুলি
ಸಮಾನತೆಯ ವರ್ಗ,সমতুল্যতা শ্ৰেণী
ಸಮಾನ ಸಂಬಂಧ,সমতুল্য সম্পৰ্ক
"1. ಅಳಿವು, 2. ನಿರ್ಮೂಲನೆ","১/ বিলুপ্তি, ২) নিৰ্মূল"
ದೋಷ ತಿದ್ದುಪಡಿ ಕೋಡ್,ভুল সংশোধন ক&#39;ড
ದೋಷ ತಿದ್ದುಪಡಿ,ভুল সংশোধন
ದೋಷ ಪತ್ತೆ,ভুল ধৰা পেলোৱা
ದೋಷ ನಿರ್ವಹಣೆ,ভুল নিয়ন্ত্ৰণ
ತಪ್ಪು ಸಂದೇಶ,ত্ৰুটি বাৰ্তা
ದೋಷ ದರ,ভুলৰ হাৰ
ದೋಷ ಚೇತರಿಕೆ,ত্ৰুটি পুনৰুদ্ধাৰ
ದೋಷ ಹೆಸರು,ভুলৰ নাম
ಪಾರು ಚಿಹ್ನೆ,পলায়ন চিহ্ন
ಈಥರ್ನೆಟ್,ইথাৰনেট
ಈವೆಂಟ್,কাৰ্যক্ৰম
ಈವೆಂಟ್ ಸರಣಿ,ইভেন্ট শৃংখল
ಈವೆಂಟ್ ನಿಯಂತ್ರಣ,ইভেন্ট নিয়ন্ত্ৰণ
ಈವೆಂಟ್ ಕೌಂಟರ್,ইভেন্ট কাউণ্টাৰ
ವಿನಾಯಿತಿ ನಿರ್ವಹಣೆ,ব্যতিক্ৰম নিয়ন্ত্ৰণ
ವಿನಿಮಯ ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ,বিনিময় ডিষ্ক সংৰক্ষণ
ಹೊರಗಿಡುವಿಕೆ,বৰ্জন
ವಿಶೇಷ ಮತ್ತು (x ಅಥವಾ),একচেটিয়া আৰু (x বা)
ಕಾರ್ಯಗತಗೊಳಿಸಬಹುದಾದ ಪ್ರೋಗ್ರಾಂ,এক্সিকিউটেবল প্ৰগ্ৰেম
ಮರಣದಂಡನೆ ಹೇಳಿಕೆ,এক্সিকিউচন ষ্টেটমেন্ট
ಆಯ್ದ ಹುಡುಕಾಟ,নিৰ্বাচিত অনুসন্ধান
ಅಸ್ತಿತ್ವದಲ್ಲಿರುವ,বিদ্যমান
ಸಮಸ್ಯೆ,সমস্যা
ತಜ್ಞ ವ್ಯವಸ್ಥೆ,বিশেষজ্ঞ ব্যৱস্থা
"1. ಅಭಿವ್ಯಕ್ತಿ, 2. ಅಭಿವ್ಯಕ್ತಿ","১.প্ৰকাশ, ২. অভিব্যক্তি"
ವಿಸ್ತೃತ ಗ್ರಾಫಿಕಲ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ (x g a),সম্প্ৰসাৰিত চিত্ৰাঙ্কিত মেট্ৰিক্স (x g a)
ವಿಸ್ತೃತ ಕೈಗಾರಿಕಾ ಮಾನದಂಡಗಳು (EIS),বৰ্ধিত ঔদ্যোগিক মানদণ্ড (EIS)
ಓವರ್ಲೋಡ್ ಯಂತ್ರ,অভাৰলোড মেচিন
ವಿಸ್ತೃತ ಸ್ಮರಣೆ,বৰ্ধিত স্মৃতিশক্তি
"1. ವಿಸ್ತೃತ ನಿಖರತೆ, 2. ವಿಸ್ತೃತ ನಿಖರತೆ","১/ বৰ্ধিত নিখুঁততা, ২) বৰ্ধিত সঠিকতা"
"1.ವಿಸ್ತರಿತ ವಿಂಗಡಣೆ, 2.ವಿಸ್ತರಿತ ಪ್ರತ್ಯೇಕತೆ","1.Extended Sorting, 2.Extended পৃথকীকৰণ"
ಕರೆ ಮಾಡಿ,কল আউট কৰক
ಬಾಹ್ಯ ದೋಷ,বাহ্যিক ভুল
ಬಾಹ್ಯ ಕಾರ್ಯ,বাহিৰৰ কাৰ্য্য
ಬಾಹ್ಯ ಅಡಚಣೆ,বাহ্যিক বাধা
"1.ಬಾಹ್ಯ ಸ್ಮರಣೆ, 2.ಬಾಹ್ಯ ಸ್ಮರಣೆ","1.বাহ্যিক স্মৃতিশক্তি, 2.বাহ্যিক স্মৃতিশক্তি"
ಬಾಹ್ಯ ಸ್ಮರಣೆ,বাহ্যিক স্মৃতিশক্তি
ಬಾಹ್ಯ ಮೋಡೆಮ್,বাহ্যিক মডেম
ಬಾಹ್ಯ ಉಲ್ಲೇಖ,বাহ্যিক উল্লেখ
ಬಾಹ್ಯ ಹುಡುಕಾಟ,বাহ্যিক অনুসন্ধান
ಬಾಹ್ಯ ಶೇಖರಣಾ ಸಾಧನ,বাহ্যিক সংৰক্ষণ ডিভাইচ
ಹೊರತೆಗೆಯುವಿಕೆ,নিষ্কাশন
ಹೊರತೆಗೆಯುವಿಕೆ,বহিঃপ্ৰক্ষেপণ
ಫಲಕ ಅಕ್ಷರ ಮುದ್ರಕ,পেনেল আখৰ প্ৰিন্টাৰ
ವೈಫಲ್ಯ-ಸುರಕ್ಷತಾ ಕಾರ್ಯಾಚರಣೆ,বিফল-নিৰাপদ কাৰ্য্য
ವಿಫಲತೆಯ ದರ,বিফলতাৰ হাৰ
ವೈಫಲ್ಯ ವಿಸರ್ಜನೆ,বিফলতা নিৰ্গমন
ತಪ್ಪು ಕೋಡ್,মিছা ক&#39;ড
ತಪ್ಪು ದೋಷ,মিছা ভুল
"1.ಹೂಡಿಕೆ, 2.ಹೂಡಿಕೆ ಅಂಕಗಳು","১.বিনিয়োগ, ২.বিনিয়োগ পইণ্ট"
"1. ಸಂಚಿಕೆ, 2. ಸಂಚಿಕೆ ಸಂಖ್ಯೆ","1. ইছ্যু, 2. ইছ্যু নম্বৰ"
"1. ರೆಪ್ಲಿಕೇಶನ್ I/O ಸಾಧನ, 2. ಪ್ರತಿಕೃತಿ ಇನ್‌ಪುಟ್ ಸಾಧನ/ಔಟ್‌ಪುಟ್","1. প্ৰতিলিপি I/O ডিভাইচ, 2. প্ৰতিলিপি ইনপুট ডিভাইচ/আউটপুট"
ಕ್ಷಿಪ್ರ ಫೋರ್ಯರ್ ವರ್ಗಾವಣೆ,দ্ৰুত ফোৰিয়াৰ স্থানান্তৰ
ಗಂಭೀರವಾದ ತಪ್ಪು,মাৰাত্মক ভুল
ದೋಷ ಪತ್ತೆ,ত্ৰুটি ধৰা পেলোৱা
ದೋಷ ರೋಗನಿರ್ಣಯ,দোষ নিদান
ದೋಷಸಹಿಷ್ಣುತೆ,দোষ সহনশীলতা
ಫ್ಯಾಕ್ಸ್,ফেক্স
ಫ್ಯಾಕ್ಸ್ ಸಂದೇಶ,ফেক্স বাৰ্তা
ಎಫ್ ಡಿಸಿ,f dc
ರೋಗಲಕ್ಷಣ ಪತ್ತೆ,লক্ষণ ধৰা পেলোৱা
ತುಂಬುವ ಚಕ್ರ,ফিল চকা
ಮರುಹೂಡಿಕೆ,পুনৰ বিনিয়োগ
"1. ಪೂರೈಕೆದಾರ, 2. ಪೋಷಣೆ, 3. ಫೀಡರ್","1.যোগানকাৰী, 2.পুষ্টি, 3.ফিডাৰ"
ಯಾವುದೇ,আনন
ಫಿಬೊನಾಕಿ ಅನ್ವೇಷಣೆ,ফিবোনাচি আৱিষ্কাৰ
ಫಿಬೊನಾಕಿ ಅನುಕ್ರಮ,ফিবোনাচি ক্ৰম
ಫಿಬೊನಾಕಿ ಸರಣಿ,ফিবোনাচি ছিৰিজ
ಫೈಬರ್ ಆಪ್ಟಿಕ್ಸ್,ফাইবাৰ অপটিক্স
ಫಿಡೋ ಬಲೆ,ফিডো ফান্দ
ಪ್ರದೇಶ,অঞ্চল
ಐದನೇ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್,পঞ্চম প্ৰজন্মৰ কম্পিউটাৰ
"1. ಫೈಲ್, 2. ಕಡತ","1.ফাইল, 2. ফাইল"
ಫೈಲ್ ಪ್ರವೇಶ ವಿಧಾನ,ফাইল অভিগম পদ্ধতি
ಫೈಲ್ ಹಂಚಿಕೆ ಕೋಷ್ಟಕ,ফাইল আবণ্টন টেবুল
ಫೈಲ್ ಕಂಪ್ರೆಷನ್,ফাইল সংকোচন
ಫೈಲ್ ನಕಲು,ফাইল কপি কৰা
ಫೈಲ್ ಕಾನ್ಫಿಗರೇಶನ್,নথিপত্ৰ বিন্যাস
ಫೈಲ್ ವಿಲೀನ,ফাইল মাৰ্জ কৰক
ಫೈಲ್ ಚೇತರಿಕೆ,ফাইল পুনৰুদ্ধাৰ
ಫೈಲ್ ಸಂಗ್ರಹಣೆ,নথিপত্ৰ সংৰক্ষণ
ಫೈಲ್ ರಚನೆ,নথিপত্ৰ গঠন
ಕಡತ ವ್ಯವಸ್ಥೆ,নথিপত্ৰপ্ৰণালী
ಫೈಲ್ ವರ್ಗಾವಣೆ,ফাইল স্থানান্তৰ
ಫೈಲ್ ವರ್ಗಾವಣೆ ಪ್ರೋಟೋಕಾಲ್ (FTP),নথিপত্ৰ স্থানান্তৰ প্ৰটোকল (FTP)
ಫಿಲ್ಟರ್,ফিল্টাৰ
ಕೊನೆಯ ಸ್ಥಾನ,শেষৰ স্থান
ಹುಡುಕಿ Kannada,সন্ধান
ಸೀಮಿತ ಸ್ಥಿತಿಯ ಯಂತ್ರ,সসীম অৱস্থাৰ যন্ত্ৰ
ಬೆಂಕಿ ಗೋಡೆ,জুইৰ দেৱাল
ಫರ್ಮ್ವೇರ್,ফাৰ্মৱেৰ
ಮೊದಲು ಬಂದವರಿಗೆ ಮೊದಲ ಸೇವೆ,প্ৰথমে আহক প্ৰথমে পৰিবেশন কৰক
ಮೊದಲ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್,প্ৰথম প্ৰজন্মৰ কম্পিউটাৰ
ಮೊದಲ ಇನ್‌ಪುಟ್ ಮೊದಲ ಸಂಚಿಕೆ (FIFO),প্ৰথম ইনপুট প্ৰথম সংখ্যা (FIFO)
ಮೊದಲ ಆದೇಶದ ವಾದ,প্ৰথম ক্ৰমৰ যুক্তি
ಮೊದಲ ಆದೇಶದ ತತ್ವ,প্ৰথম ক্ৰমৰ নীতি
ಸ್ಥಿರ ವಿಭಾಗ,ফিক্সড ডিভিজন
