Marathi,Bengali
अननुभवी,অনভিজ্ঞ
खरं तर,আসলে
संसर्ग,সংক্রমণ
निकृष्ट,নিকৃষ্ট
अशक्तपणा,অসুস্থতা
चलनवाढ,মুদ্রাস্ফীতি
चलनवाढीचा दर,মুদ্রাস্ফিতির হার
प्रभावशाली,প্রভাবশালী
अनौपचारिक,অনানুষ্ঠানিক
माहिती,তথ্য
पायाभूत सुविधा,অবকাঠামো
उल्लंघन,লঙ্ঘন
उल्लंघन,লঙ্ঘন
अवरोधक,অবিচ্ছিন্ন
अंतर्निहित,সহজাত
वारसा,উত্তরাধিকারী
प्रारंभिक,প্রাথমিক
आद्याक्षरे,আদ্যক্ষর
आरंभ करा,শুরু করুন
इंजेक्शन,আহত
इजा,আঘাত
अंतर्देशीय पत्र,অভ্যন্তরীণ চিঠি
रोगप्रतिबंधक लस टोच,ইনোকুলেশন
इनपुट,ইনপুট
चौकशी,অনুসন্ধান
घाला,.োকান
अंतर्दृष्टी,অন্তর্দৃষ্টি
तपासणी,পরিদর্শন করুন
निरीक्षक,পরিদর্শক
अस्थिरता,অস্থিরতা
स्थापना,স্থাপন
हप्ता,কিস্তি
चिथावणी द्या,প্ররোচিত
चिथावणी,প্ররোচনা
संस्था,ইনস্টিটিউট
सूचना,নির্দেশ
साधन,যন্ত্র
अनिवार्य,ইনসুবর্ডিনেশন
विमा,বীমা
विमा,বীমা
अविभाज्य,ইন্টিগ্রাল
एकत्रीकरण,মিশ্রণ
सचोटी,অখণ্ডতা
सुगम,বোধগম্য
गहन,নিবিড়
हेतू,অভিপ্রায়
परस्परसंवाद,মিথষ্ক্রিয়া
इन अलिया,আন্তঃ আলিয়া
आंतर-विभागीय,আন্তঃ বিভাগীয়
व्याज,স্বার্থ
हस्तक्षेप,হস্তক্ষেপ
अंतरिम,অন্তর্বর্তী
अंतरिम ऑर्डर,অন্তর্বর্তীকালীন আদেশ
अंतरिम मदत,অন্তর্বর্তীকালীন ত্রাণ
अंतरिम अहवाल,অন্তর্বর্তীকালীন রিপোর্ট
दरम्यानचे,মধ্যবর্তী
इंटरमीडिएट कॉलेज,ইন্টারমিডিয়েট কলেজ
इंटर्न,ইন্টার্ন
अंतर्गत,অভ্যন্তরীণ
आंतरराष्ट्रीय कायदा,আন্তর্জাতিক আইন
इंटर्नशिप,ইন্টার্নশীপ
इंटरपोलेशन,ইন্টারপোলেশন
व्याख्या,ব্যাখ্যা
चौकशी,জিজ্ঞাসাবাদ
व्यत्यय,বাধা
व्यत्यय,বাধা
आंतर,আন্তঃ সে
हस्तक्षेप,হস্তক্ষেপ
हस्तक्षेप,হস্তক্ষেপ
मुलाखत,সাক্ষাত্কার
मुलाखत,ইন্টারভিউ
मुलाखत घेणारा,সাক্ষাত্কার
जिव्हाळ्याचा,অন্তরঙ্গ
माहिती,অন্তর্দৃষ্টি
धमकी,ভয় দেখানো
असहिष्णुता,অসহিষ্ণুতা
नशा,নেশা
गुंतागुंत,জটিলতা
गुंतागुंत,জটিল
परिचय,পরিচয় করিয়ে দিন
परिचय,ভূমিকা
अवैध,অবৈধ
अवैधता,অবৈধতা
नेहमीच,অবিচ্ছিন্নভাবে
तपास,তদন্ত
गुंतवणूक,বিনিয়োগ
आमंत्रण,আমন্ত্রণ
अनैच्छिक,অনৈচ্ছিক
सहभागी,জড়িত
इप्सो फॅक्टो,ইপসো ফ্যাক্টো
इप्सो ज्यूर,ইপসো জুরে
तर्कहीन,অযৌক্তিক
अपरिवर्तनीय,অপ্রয়োজনীয়
अनियमित,অনিয়মিত
असंबद्ध,অপ্রাসঙ্গিক
बेजबाबदार,দায়িত্বহীন
अपरिवर्तनीय,অপরিবর্তনীয়
मुद्दा,সমস্যা
जारी ऑर्डर,ইস্যু অর্ডার
जारी किंमत,ইস্যু মূল্য
आयटम,আইটেম
नोकरी,কাজ
कामाचे स्वरूप,কাজের বিবরণী
नोकरी मूल्यांकन,কাজ মূল্যায়ন
जॉब फ्रीझ,কাজ হিমশীতল
