Bengali,Marathi
ফিডার তার,फीडर वायर
ফাইবার,फायबर
ফাইবার অপটিক,फायबर ऑप्टिक्स
বিশ্বস্ততা,निष्ठा
বিশ্বস্ততা পরিসীমা এক্সটেনশন,निष्ठा श्रेणी विस्तार
ক্ষেত্র,फील्ड
ফিল্ড ড্রাইভ,फील्ड ड्राइव्ह
ফিল্ড এফেক্ট ট্রানজিস্টর,फील्ड इफेक्ट ट्रान्झिस्टर
ক্ষেত্রের শক্তি,फील्ड सामर्थ्य
ক্ষেত্র শক্তি মিটার,फील्ड सामर्थ्य मीटर
ক্ষেত্র শক্তি জরিপ,फील्ड सामर्थ्य सर्वेक्षण
চিত্র,आकृती
মেধার চিত্র,गुणवत्तेची आकृती
ফিলামেন্ট,फिलामेंट
ফাইল,फाईल
ফাইল সার্ভার,फाइल सर्व्हर
নথি ব্যবস্থা,फाईल सिस्टम
ফিলার,फिलर
ফিল্ম রেকর্ডার,फिल्म रेकॉर्डर
ফিল্মের গতি,चित्रपटाचा वेग
ছাঁকনি,फिल्टर
ফিল্টার চোক,फिल्टर चोक
ফিল্টার সার্কিট,फिल्टर सर्किट
ফিল্টারিং,फिल्टरिंग
ফাইন টিউনিং নিয়ন্ত্রণ,ललित ट्यूनिंग नियंत्रण
সীমাবদ্ধ ক্ষেত্র,मर्यादित फील्ड
আগুনের প্রাচীর,अग्नीची भिंत
ফায়ারফক্স,फायरफॉक्स
ফায়ারিং কোণ,फायरिंग कोन
ফার্মওয়্যার,फर्मवेअर
ফিটিংস,फिटिंग्ज
স্থির পয়েন্ট চার্ট,निश्चित बिंदू चार्ट
স্থির পয়েন্ট আইটেম,निश्चित बिंदू आयटम
ফ্ল্যাশ,फ्लॅश
সমান,फ्लॅट
ঝাঁকুনি,फ्लिकर
ফ্লিপ ফ্লপ,फ्लिप फ्लॉप
ভাসমান ভালভ,फ्लोट वाल्व्ह
ভাসমান,तरंगत
ভাসমান ব্যাটারি,फ्लोटिंग बॅटरी
ভাসমান পয়েন্ট,फ्लोटिंग पॉईंट
ভাসমান বন্দর,फ्लोटिंग पोर्ट
বন্যার আলো,पूर प्रकाश
বন্যার আলো,पूर प्रकाश
মেঝে,मजला
ফ্লপি,फ्लॉपी
প্রবাহ চার্ট,प्रवाह चार्ट
ওঠানামা,चढ - उतार
তরল,द्रवपदार्थ
প্রতিপ্রভ বাতি,फ्लोरोसेंट दिवा
প্রতিপ্রভ টিউব,फ्लोरोसेंट ट्यूब
ঝাপটায়,फडफड
ফ্লাক্স,प्रवाह
ফ্লাক্স লিঙ্কেজ,फ्लक्स लिंकेज
এফএম নেটওয়ার্ক,एफएम नेटवर्क
এফএম টাওয়ার,एफएम टॉवर
ফোকাস,फोकस
ফোকাস নিয়ন্ত্রণ,फोकस नियंत्रण
ফোকাসিং,फोकसिंग
ফোকাসিং চৌম্বক,फोकसिंग मॅग्नेट
কুয়াশা,धुके
ফয়েল,फॉइल
ভাজ করা,परत फोल्ड करा
ভাঁজ ডিপোল,दुमडलेला द्विध्रुवीय
ফোল্ডার,फोल्डर
ফুটেজ,फुटेज
ফুটার,तळटीप
জোর করে দোলনা,सक्तीने दोलन
জোর করে বায়ুচলাচল,सक्तीने वायुवीजन
জোর করে কম্পন,सक्तीने कंप
জাল,बनावट
ফর্ম্যাট,स्वरूप
ফর্ম্যাট শিফটিং,स्वरूप शिफ्टिंग
ফর্ম্যাট সুর,स्वरूप सूर
ফর্ম্যাটিং,स्वरूपन
এগিয়ে পক্ষপাত,अग्रेषित पूर्वाग्रह
ফরোয়ার্ড পক্ষপাতদুষ্ট,पुढे पक्षपाती
ফরোয়ার্ড বর্তমান,पुढे चालू
ফরোয়ার্ড দিক,पुढे दिशा
ফরোয়ার্ড প্রতিরোধ,अग्रेषित प्रतिकार
ফুরিয়ার রুপান্তর,फूरियर ट्रान्सफॉर्म
ফ্র্যাক্টাল,भग्न
খণ্ডন,विखंडन
ফ্রেম,फ्रेम
ফ্রেম ফর্ম্যাটিং,फ्रेम स्वरूपन
ফ্রেম সিঙ্ক্রোনাইজার,फ्रेम सिंक्रोनिझर
ফ্রেমিং,फ्रेमिंग
বিনামূল্যে ইলেক্ট্রন,विनामूल्य इलेक्ट्रॉन
