Gujarati,Tamil
ઈથરનેટ,ஈதர்நெட்
ઘટના,நிகழ்வு
ઘટના સાંકળ,நிகழ்வு சங்கிலி
ઘટના નિયંત્રણ,நிகழ்வு கட்டுப்பாடு
ઇવેન્ટ કાઉન્ટર,நிகழ்வு கவுண்டர்
અપવાદ હેન્ડલિંગ,விதிவிலக்கு கையாளுதல்
એક્સચેન્જ ડિસ્ક સ્ટોરેજ,பரிமாற்ற வட்டு சேமிப்பு
બાકાત,விலக்குதல்
વિશિષ્ટ અને (x અથવા),பிரத்தியேக மற்றும் (x அல்லது)
એક્ઝિક્યુટેબલ પ્રોગ્રામ,இயங்கக்கூடிய நிரல்
અમલ નિવેદન,மரணதண்டனை அறிக்கை
પસંદગીયુક્ત શોધ,தேர்ந்தெடுக்கப்பட்ட தேடல்
અસ્તિત્વમાં છે,இருக்கும்
મુદ્દો,பிரச்சினை
નિષ્ણાત સિસ્ટમ,நிபுணர் அமைப்பு
"1. અભિવ્યક્તિ, 2. અભિવ્યક્તિ","1. வெளிப்பாடு, 2. வெளிப்பாடு"
વિસ્તૃત ગ્રાફિકલ મેટ્રિક્સ (x g a),விரிவாக்கப்பட்ட வரைகலை அணி (x g a)
વિસ્તૃત ઔદ્યોગિક ધોરણો (EIS),விரிவாக்கப்பட்ட தொழில்துறை தரநிலைகள் (EIS)
ઓવરલોડ મશીન,அதிக சுமை கொண்ட இயந்திரம்
વિસ્તૃત મેમરી,நீட்டிக்கப்பட்ட நினைவகம்
"1. વિસ્તૃત ચોકસાઇ, 2. વિસ્તૃત ચોકસાઈ","1. விரிவாக்கப்பட்ட துல்லியம், 2. விரிவாக்கப்பட்ட துல்லியம்"
"1.વિસ્તૃત સૉર્ટિંગ, 2.વિસ્તૃત વિભાજન","1. விரிவாக்கப்பட்ட வரிசையாக்கம், 2. விரிவாக்கப்பட்ட பிரித்தல்"
કૉલ કરો,கூப்பிடு
બાહ્ય ભૂલ,வெளிப்புற பிழை
બાહ્ય કાર્ય,வெளிப்புற செயல்பாடு
બાહ્ય વિક્ષેપ,வெளிப்புற குறுக்கீடு
"1.એક્સ્ટર્નલ મેમરી, 2.એક્સટર્નલ મેમરી","1.புற நினைவகம், 2.புற நினைவகம்"
બાહ્ય મેમરી,வெளிப்புற நினைவகம்
બાહ્ય મોડેમ,வெளிப்புற மோடம்
બાહ્ય સંદર્ભ,வெளிப்புற குறிப்பு
બાહ્ય શોધ,வெளிப்புற தேடல்
બાહ્ય સંગ્રહ ઉપકરણ,வெளிப்புற சேமிப்பக சாதனம்
નિષ્કર્ષણ,பிரித்தெடுத்தல்
એક્સ્ટ્રાપોલેશન,எக்ஸ்ட்ராபோலேஷன்
પેનલ અક્ષર પ્રિન્ટર,பேனல் எழுத்து அச்சுப்பொறி
નિષ્ફળ-સુરક્ષા કામગીરી,தோல்வி-பாதுகாப்பு செயல்பாடு
નિષ્ફળતા દર,தோல்வி விகிதம்
નિષ્ફળતા સ્રાવ,தோல்வி வெளியேற்றம்
ખોટો કોડ,தவறான குறியீடு
ખોટી ભૂલ,தவறான பிழை
"1.રોકાણ, 2.રોકાણ પોઈન્ટ્સ","1.முதலீடு, 2.முதலீட்டு புள்ளிகள்"
"1. અંક, 2. અંક નંબર","1. வெளியீடு, 2. வெளியீடு எண்"
"1. પ્રતિકૃતિ I/O ઉપકરણ, 2. પ્રતિકૃતિ ઇનપુટ ઉપકરણ/આઉટપુટ","1. பிரதி I/O சாதனம், 2. பிரதி உள்ளீட்டு சாதனம்/வெளியீடு"
ઝડપી ફોરિયર ટ્રાન્સફર,விரைவான நான்கு பரிமாற்றம்
જીવલેણ ભૂલ,கொடிய பிழை
ખામી શોધ,தவறு கண்டறிதல்
ખામી નિદાન,தவறு கண்டறிதல்
સહનશીલતા દોષ,தவறு சகிப்புத்தன்மை
ફેક્સ,தொலைநகல்
ફેક્સ સંદેશ,தொலைநகல் செய்தி
f dc,எஃப் டிசி
લક્ષણ શોધ,அறிகுறி கண்டறிதல்
ફિલ વ્હીલ,நிரப்பு சக்கரம்
પુનઃરોકાણ,மறு முதலீடு
"1.સપ્લાયર, 2.પોષણ, 3.ફીડર","1.சப்ளையர், 2.ஊட்டச்சத்து, 3.ஊட்டி"
કોઈપણ,அயன்
ફિબોનાકી શોધ,ஃபைபோனச்சி கண்டுபிடிப்பு
ફિબોનાકી ક્રમ,ஃபைபோனச்சி வரிசை
ફિબોનાકી શ્રેણી,ஃபைபோனச்சி தொடர்
ફાઇબર ઓપ્ટિક્સ,ஃபைபர் ஆப்டிக்ஸ்
ફિડો ટ્રેપ,ஃபிடோ பொறி
પ્રદેશ,பிராந்தியம்
પાંચમી પેઢીનું કમ્પ્યુટર,ஐந்தாம் தலைமுறை கணினி
"1.ફાઈલ, 2. ફાઇલ","1.கோப்பு, 2. கோப்பு"
ફાઇલ એક્સેસ પદ્ધતિ,கோப்பு அணுகல் முறை
ફાઈલ ફાળવણી ટેબલ,கோப்பு ஒதுக்கீடு அட்டவணை
ફાઇલ કમ્પ્રેશન,கோப்பு சுருக்கம்
ફાઇલ નકલ,கோப்பு நகலெடுக்கிறது
ફાઇલ રૂપરેખાંકન,கோப்பு கட்டமைப்பு
ફાઇલ મર્જ,கோப்பு ஒன்றிணைத்தல்
ફાઇલ પુનઃપ્રાપ્તિ,கோப்பு மீட்பு
ફાઇલ સંગ્રહ,கோப்பு சேமிப்பு
ફાઇલ માળખું,கோப்பு அமைப்பு
ફાઇલ સિસ્ટમ,கோப்பு முறை
ફાઇલ ટ્રાન્સફર,கோப்பு பரிமாற்றம்
ફાઇલ ટ્રાન્સફર પ્રોટોકોલ (FTP),கோப்பு பரிமாற்ற நெறிமுறை (FTP)
ફિલ્ટર,வடிகட்டி
છેલ્લી સ્થિતિ,கடைசி நிலை
શોધો,தேடு
મર્યાદિત રાજ્ય મશીન,வரையறுக்கப்பட்ட நிலை இயந்திரம்
આગ દિવાલ,தீ சுவர்
ફર્મવેર,நிலைபொருள்
વહેલા તે પહેલાં,முதலில் வருபவர்களுக்கு முன்னுரிமை
પ્રથમ પેઢીના કમ્પ્યુટર,முதல் தலைமுறை கணினி
ફર્સ્ટ ઇનપુટ ફર્સ્ટ ઇશ્યુ (FIFO),முதல் உள்ளீடு முதல் வெளியீடு (FIFO)
પ્રથમ ઓર્ડર દલીલ,முதல் வரிசை வாதம்
પ્રથમ ઓર્ડર સિદ્ધાંત,முதல் வரிசை கொள்கை
નિશ્ચિત વિભાજન,நிலையான பிரிவு
હસ્તાક્ષર,கையெழுத்து
લવચીક ડિસ્ક,நெகிழ்வான வட்டு
ફ્લોપી ડિસ્ક,நெகிழ் வட்டு
ફ્લોપી ડિસ્ક ડ્રાઇવ (FDD),பிளாப்பி டிஸ்க் டிரைவ் (FDD)
ફ્લો ચાર્ટ,ஓட்ட விளக்கப்படம்
નિયંત્રણ પ્રવાહ,கட்டுப்பாடு ஓட்டம்
વહેલી સવાર,முந்தியது
ફોલ્ડર,கோப்புறை
ફોન્ટ,எழுத்துரு
ફોન્ટ કુટુંબ,எழுத்துரு குடும்பம்
બાહ્ય કી,வெளிப்புற விசை
ફોર્મ,படிவம்
સાંકેતિક ભાષા,குறியீட்டு மொழி
પ્રતીકાત્મક પદ્ધતિ,குறியீட்டு முறை
"1.ફોર્મેટ, 2.ફોર્મ","1.வடிவம், 2.வடிவம்"
ચિત્ર,வரைதல்
ફોર્ટન,ஃபோர்ட்ரான்
"1.ફોર્ટ્રાન (કોમ્પ્યુટર ભાષા) પ્રોગ્રામ, 2.ફોર્ટ્રાન પ્રોગ્રામિંગ","1.Fortran (ஒரு கணினி மொழி) நிரல், 2.Fortran நிரலாக்க"
