Marathi,Gujarati
कोड की,સંકેત
कोड पातळी,સંકેત સ્તર
कोड लाइन,સંકેત -રેખા
कोड लाइन इंडेक्स,સંકેત સંકેત
कोड पॉईंट अनुवादक,સંકેત -અનુવાદક
कोड स्थिती,સંકેત -સ્થિતિ
कोडर,કોડ
कोड-संवेदनशील प्रणाली (= कोड-आधारित प्रणाली),કોડ-સંવેદનશીલ સિસ્ટમ (= કોડ-આધારિત સિસ્ટમ)
कोड सेट,સંકેત
कोड- पारदर्शक डेटा संप्रेषण,પારદર્શક ડેટા સંદેશાવ્યવહાર
कोड-पारदर्शक प्रणाली (= कोड अवलंबून आहे  प्रणाली),કોડ-પારદર્શક સિસ્ટમ (= કોડ આશ્રિત  સિસ્ટમ)
कोड मूल्य,સંકેત મૂલ્ય
कोड शब्द,સંકેત -શબ્દ
कोडिंग,સંજ્ codા
कोडिंग चेक,સંજ્ codા તપાસ
कोडिंग फॉर्म,સંજ્ formાન સ્વરૂપ
कोडिंग योजना,સંજ્ schemeાન યોજના
कोडिंग पत्रक,કોડિંગ શીટ
गुणांक युनिट,ગુણાંક એકમ
सुसंगत मॉड्युलेशन सिस्टम,સુસંગત મોડ્યુલેશન પદ્ધતિ
सुसंगत फेज शिफ्ट की,સુસંગત તબક્કો શિફ્ટ કી
योगायोग सर्किट (= आणि घटक),સંયોગ સર્કિટ (= અને તત્વ)
योगायोग घटक (= आणि घटक),સંયોગ તત્વ (= અને તત્વ)
योगायोग त्रुटी,સંયોગ ભૂલ
योगायोग गेट (आणि घटक,સંયોગ ગેટ (અને તત્વ
योगायोग-वर्तमान निवड,યોગાનુયોગ
कोल्ड फॉल्ट,ઠંડા દોષ
कोल्ड स्टार्ट (= प्रारंभ),ઠંડા પ્રારંભ (= પ્રારંભ)
कोलेट,સામર્થ્ય
कोलिंग सीक्वेन्स,એકલતા
कोलेंग सॉर्टिंग,સંયોગ
कोलेटर,સંલગ્ન
टक्कर,ટક્કર
स्तंभ,કોલમ
स्तंभ बायनरी,સ્તંભ
स्तंभ हलवा,સ્તંભ
संयोजन,સંયોજન
संयोजन  सर्किट,સંવાદિતા  સરકીટ
संयोजन  तर्कशास्त्र,સંવાદિતા  તર્કશાસ્ત્ર
संयोजन  तर्कशास्त्र घटक,સંવાદિતા  તર્ક તત્વ
संयोजन केंद्र,સંયોજન કેન્દુ
कॉम्बिनेटरियल नेटवर्क,સમયાવાધિક નેટવર્ક
संयोजक  सर्किट,સંયોજકને લગતું  સરકીટ
एकत्रित  वितरण  फ्रेम,સંયુક્ત  વિતરણ  ક્રમાંક
एकत्रित डोके,સંયુક્ત માથું
एकत्रित वाचन/लेखन हेड,સંયુક્ત વાંચો/લખો માથું
एकत्रित स्टेशन,સંયુક્ત મથક
संयोजक,વારાફરતી
आज्ञा,આદેશ આપવો
आज्ञा आणि  नियंत्रण यंत्रणा,આદેશ અને  નિયંત્રણ પદ્ધતિ
कमांड चेन,સભ્ય સાંકળ
कमांड कंट्रोल प्रोग्राम,આદેશ નિયંત્રણ કાર્યક્રમ
कमांड डबल वर्ड,આદેશ -ડબલ શબ્દ
कमांड फंक्शन,આદેશ
कमांड इंटरप्रिटर,દુભાષિયા
आज्ञा भाषा,ભાષા
आज्ञा यादी,આદેશ -યાદી
आज्ञा नाव,આદેશ નામ
कमांड पॉईंटर,આદેશ આપનાર
आज्ञा  प्रक्रिया,આદેશ આપવો  પ્રક્રિયા
कमांड प्रोसेसर,કમાન્ડ પ્રોસેસર
कमांड पुन्हा प्रयत्न करा,આદેશ ફરી પ્રયાસ કરો
कमांड स्टेटमेंट,આદેશ
कमांड सिस्टम,આદેશ પદ્ધતિ
टिप्पणी,ટીકા
टिप्पणी फील्ड,ટિપ્પણી ક્ષેત્ર
टिप्पणी विधान,ટિપ્પણીનો કથન
व्यावसायिक अनुप्रयोग,વેપારી અરજી
व्यावसायिक वर्ण,વાણિજ્યિક
व्यावसायिक सूचना सेट,વેપારી સૂચના સમૂહ
सामान्य क्षेत्र,સામાન્ય વિસ્તાર
सामान्य ब्लॉक,સામાન્ય અવરોધ
सामान्य व्यवसाय-केंद्रित (कोबोल),સામાન્ય વ્યવસાયલક્ષી (COBOBL)
सामान्य वाहक,સામાન્ય માલવાહક
कॉमन कॅरियर ब्यूरो,સામાન્ય વાહક કાર્યાલય
सामान्य आज्ञा भाषा,સામાન્ય આદેશ
सामान्य संप्रेषण अ‍ॅडॉप्टर,સામાન્ય સંચાર એડેપ્ટર
सामान्य नियंत्रण,સામાન્ય નિયંત્રણ
सामान्य नियंत्रण स्विचिंग व्यवस्था,સામાન્ય નિયંત્રણ ફેરબદલ
सामान्य नियंत्रण प्रणाली,સામાન્ય નિયંત્રણ પદ્ધતિ
सामान्य त्रुटी,સામાન્ય ભૂલ
सामान्य फील्ड,સામાન્ય ક્ષેત્ર
सामान्य हब,સામાન્ય હબ
सामान्य भाषा,સામાન્ય ભાષા
सामान्य भाषा कोड,સામાન્ય ભાષા સંહિતા
सामान्य दिनचर्या,સામાન્ય દિનચર્યા
सामान्य विभाग,સામાન્ય વર્ગ
सामान्य सॉफ्टवेअर,સામાન્ય સોફ્ટવેર
सामान्य संचयन क्षेत्र,સામાન્ય સંગ્રહ -ક્ષેત્ર
