Telugu,Bengali
ఎక్స్‌ట్రావర్ట్,এক্সট্রোভার্ট
కంటి సాక్షి,চোখের সাক্ষী
కల్పించండి,বানোয়াট
ముఖ విలువ,পরিচিতি
సులభతరం,সহজতর করা
సౌకర్యం,সুবিধা
ఫేస్‌సిమైల్,ফ্যাসিমাইল
వాస్తవం,সত্য
కక్షవాదం,দলীয়তা
కారకం,ফ্যাক্টর
ఫ్యాక్టరీ,কারখানা
వాస్తవం,সত্য
అధ్యాపకులు,অনুষদ
విఫలం,ব্যর্থ
ఫెయిర్,মেলা
విశ్వాసం,বিশ্বাস
నకిలీ,নকল
కుటుంబం,পরিবার
కరువు,দুর্ভিক্ষ
ఛార్జీల,ভাড়া
వీడ్కోలు,বিদায়কালীন অনুষ্ঠান
వ్యవసాయం,কৃষিকাজ
అలసట,ক্লান্তি
తప్పు,দোষ
అనుకూలంగా,আনুকূল্য
సాధ్యత,সম্ভাব্যতা
సమాఖ్య,ফেডারেশন
రుసుము,ফি
తిరిగి ఫీడ్ చేయండి,ফিরে ফিড
భావన,অনুভূতি
ఫెసిట్,ফেলিসিট
తోటి,ফেলো
ఫెలోషిప్,ফেলোশিপ
స్త్రీ,মহিলা
సారవంతమైన,উর্বর
కల్పిత,কল্পিত
విశ్వసనీయత,বিশ্বস্ততা
ఫీల్డ్,ক্ষেত্র
మూర్తి,চিত্র
ఫైల్,ফাইল
దాఖలు,ফাইলিং
చిత్రం,ফিল্ম
చివరి,চূড়ান্ত
ఫైనాన్స్,অর্থায়ন
ఆర్థిక,আর্থিক
ఫైనాన్షియర్,ফিনান্সার
కనుగొన్నవి,অনুসন্ধান
మంచిది,ভাল
లలిత కళలు,চারুকলা
ఫింగర్ ప్రింట్,আঙুলের মুদ্রণ
తయారైన వస్తువులు,সমাপ্ত পণ্য
అగ్ని,আগুন
కాల్పులు,গুলি চালানো
సంస్థ,দৃঢ়
ప్రథమ చికిత్స,প্রাথমিক চিকিৎসা
మొదటి తరగతి,প্রথম শ্রেণি
మొదటి విభాగం,প্রথম বিভাগ
మొదటి సమాచార నివేదిక,প্রথম তথ্য প্রতিবেদন
ఆర్థిక,রাজকোষ
మత్స్య సంపద,ফিশারি
సరిపోతుంది,ফিট
ఫిట్‌నెస్,ফিটনেস
పరిష్కరించండి,ঠিক আছে
స్థిరీకరణ,স্থিরকরণ
స్థిర,স্থির
జెండా,পতাকা
ఫ్లాప్,ফ্ল্যাপ
ఫ్లాట్,সমান
నౌకాదళం,বহর
వశ్యత,নমনীয়তা
ఫ్లైట్,ফ্লাইট
వరద ఉపశమనం,বন্যা ত্রাণ
అంతస్తు,মেঝে
ప్రవాహం,প্রবাহ
హెచ్చుతగ్గులు,ওঠানামা
ఫెసిడ్,ভ্রূণের
ఫోల్డర్,ফোল্ডার
ఫోలియో,ফোলিও
అనుసరించండి,অনুসরণ করুন
క్రింది,অনুসরণ
అనుచరుడు,অনুগামী
ఫోమెంట్,Foment
ఫుట్ నోట్,পা নোট
బలవంతపు శ్రమ,জোরকৃত দিনমজুর
సూచన,পূর্বাভাস
ముందస్తు తీర్మానం,পুর্বসিদ্ধান্ত
విదేశీ,বিদেশী
ఫోర్‌మాన్,ফোরম্যান
మధ్యాహ్నం,ফরেনুন
దూరదృష్టి,দূরদর্শিতা
ముందుమాట,ফোরওয়ার্ড
ఓడిపోండి,জালিয়াতি
నకిలీ,জাল
ఫోర్జరీ,জালিয়াতি
రూపం,ফর্ম
ఫార్మల్,আনুষ্ঠানিক
ఫార్మాట్,ফর্ম্যাট
మాజీ,প্রাক্তন
ఫార్ములా,সূত্র
వెంటనే,অবিলম্বে
ముందుకు,ফরোয়ার্ড
ఫార్వార్డింగ్ లెటర్,ফরোয়ার্ডিং লেটার
ఫౌండేషన్,ভিত্তি
భిన్నం,ভগ্নাংশ
ఫ్రాంచైజ్,ফ্র্যাঞ্চাইজি
మోసం,জালিয়াতি
ఉచితం,বিনামূল্যে
ఫ్రీజ్,বরফে পরিণত করা
సరుకు,ফ্রেইট
తరచుదనం,ফ্রিকোয়েন্সি
ఇంధనం,জ্বালানী
పూర్తి స్థాయిలో,পূর্ণ-স্কেল
ఫంక్షన్,ফাংশন
ఫండ్,তহবিল
ఫండమెంటలిజం,মৌলবাদ
ఫర్నిష్,সজ্জিত
తరువాతి చర్య,আরও কর্ম
లాభదాయకమైన ఉపాధి,লাভজনক কর্মসংস্থান
లాభదాయకమైన వృత్తి,লাভজনক পেশা
ప్రవేశ అనుమతి,গেট পাস
గెజిట్,গেজেটেড
గెజిటెడ్ హాలిడే,গেজেটেড ছুটি
జనరల్,সাধারণ
సాధారణ పరిపాలన,সাধারণ প্রশাসন
సాధారణ శరీరం,সাধারণ দেহ
సాధారణ ఎన్నికలు,সাধারণ নির্বাচন
సాధారణ సమావేశం,সাধারন সভা
సాధారణ అభ్యాసం,সাধারণ অভ্যাস
సాధారణ విధానం,সাধারণ পদক্ষেপ
సాధారణ నియమం,সাধারণ নিয়ম
జనరల్ వార్డ్,জেনারেল ওয়ার্ড
తరం,প্রজন্ম
మేధావి,প্রতিভা
నిజమైన,অকৃত্রিম
బహుమతి,উপহার
సారాంశం,গিস্ট
గ్లోబల్ టెండర్,গ্লোবাল টেন্ডার
పదకోశం,শব্দকোষ
లక్ష్యం,লক্ষ্য
కిందికి వెళ్ళు,নামা
గోల్డెన్ హ్యాండ్‌షేక్ (= గోల్డెన్ పారాచూట్),গোল্ডেন হ্যান্ডশেক (= গোল্ডেন প্যারাসুট)
మంచిది,ভাল
మంచి ప్రవర్తన,ভাল ব্যবহার
