Tamil,Assamese
கோப்பு ஒன்றிணைத்தல்,ফাইল মাৰ্জ কৰক
கோப்பு மீட்பு,ফাইল পুনৰুদ্ধাৰ
கோப்பு சேமிப்பு,নথিপত্ৰ সংৰক্ষণ
கோப்பு அமைப்பு,নথিপত্ৰ গঠন
கோப்பு முறை,নথিপত্ৰপ্ৰণালী
கோப்பு பரிமாற்றம்,ফাইল স্থানান্তৰ
கோப்பு பரிமாற்ற நெறிமுறை (FTP),নথিপত্ৰ স্থানান্তৰ প্ৰটোকল (FTP)
வடிகட்டி,ফিল্টাৰ
கடைசி நிலை,শেষৰ স্থান
தேடு,সন্ধান
வரையறுக்கப்பட்ட நிலை இயந்திரம்,সসীম অৱস্থাৰ যন্ত্ৰ
தீ சுவர்,জুইৰ দেৱাল
நிலைபொருள்,ফাৰ্মৱেৰ
முதலில் வருபவர்களுக்கு முன்னுரிமை,প্ৰথমে আহক প্ৰথমে পৰিবেশন কৰক
முதல் தலைமுறை கணினி,প্ৰথম প্ৰজন্মৰ কম্পিউটাৰ
முதல் உள்ளீடு முதல் வெளியீடு (FIFO),প্ৰথম ইনপুট প্ৰথম সংখ্যা (FIFO)
முதல் வரிசை வாதம்,প্ৰথম ক্ৰমৰ যুক্তি
முதல் வரிசை கொள்கை,প্ৰথম ক্ৰমৰ নীতি
நிலையான பிரிவு,ফিক্সড ডিভিজন
கையெழுத்து,চহী
நெகிழ்வான வட்டு,নমনীয় ডিস্ক
நெகிழ் வட்டு,ফ্লপি ডিস্ক
பிளாப்பி டிஸ்க் டிரைவ் (FDD),ফ্লপি ডিস্ক ড্ৰাইভ (FDD)
ஓட்ட விளக்கப்படம்,ফ্ল&#39; চাৰ্ট
கட்டுப்பாடு ஓட்டம்,নিয়ন্ত্ৰণ প্ৰবাহ
முந்தியது,predawn
கோப்புறை,ফোল্ডাৰ
எழுத்துரு,ফন্ট
எழுத்துரு குடும்பம்,ফন্ট পৰিয়াল
வெளிப்புற விசை,বাহ্যিক কি&#39;
படிவம்,প্ৰপত্ৰ
குறியீட்டு மொழி,প্ৰতীকী ভাষা
குறியீட்டு முறை,প্ৰতীকী পদ্ধতি
"1.வடிவம், 2.வடிவம்","1.ফৰ্মেট, 2.ফৰ্ম"
வரைதல்,অংকন কৰি থকা
ஃபோர்ட்ரான்,fortron
"1.Fortran (ஒரு கணினி மொழி) நிரல், 2.Fortran நிரலாக்க","1.Fortran (এটা কম্পিউটাৰ ভাষা) প্ৰগ্ৰেম, 2.Fortran প্ৰগ্ৰেমিং"
முன்னோக்கி சாய்வு,ফৰৱাৰ্ড স্লেছ
4வது தலைமுறை கணினி,৪ৰ্থ প্ৰজন্মৰ কম্পিউটাৰ
பிரிவு,শাখা
சட்டகம்,ফ্ৰেম
"1.இலவச வலை, 2.இலவச வலை","1.মুক্ত নেট, 2.মুক্ত নেট"
இலவச மென்பொருள் நம்பிக்கை,মুক্ত চফ্টৱেৰ বিশ্বাস
இலவச சேமிப்பு,বিনামূলীয়া সংৰক্ষণ
இலவச மென்பொருள்,ফ্ৰীৱেৰ
முன்,সন্মুখৰ
"1.முன் பலகம், 2.முன் பலகம்","1.ফ্ৰন্ট পেনেল, 2.ফ্ৰন্ট পেনেল"
"1.செயல்பாடுகள், 2. செயல்பாடு","1.কাৰ্য্যসমূহ, 2. অনুষ্ঠান"
செயல்பாட்டு விசை,ফাংচন কি&#39;
செயல்பாடு குறிப்பு,ফাংচন ৰেফাৰেন্স
செயல்பாட்டு சார்பு,কাৰ্য্যকৰী নিৰ্ভৰশীলতা
செயல்பாடு சோதனை,কাৰ্য্য পৰীক্ষা
"1. தெளிவற்ற தர்க்கம், 2. தெளிவற்ற தர்க்கம்","১.অস্পষ্ট যুক্তি, ২.অস্পষ্ট যুক্তি"
"1. தெளிவற்ற தொகுப்பு, 2. தெளிவற்ற தொகுப்பு","1.অস্পষ্ট ছেট, 2.অস্পষ্ট ছেট"
ஆதாயம்,লাভ কৰা
விளையாட்டு மரம்,ক্ৰীড়া গছ
இடைவெளி பாத்திரம்,ব্যৱধানৰ আখৰ
குப்பை,আৱৰ্জনা
குப்பை சேகரிப்பு,জাবৰ সংগ্ৰহ
குப்பை சேகரிப்பு,জাবৰ সংগ্ৰহ
குப்பை உள்ளே குப்பை வெளியே (ஜிகோ),Trash Inside আবর্জনা আউট (Gigo)
கதவு,দুৱাৰ
கதவு பாதை (நெட்வொர்க்கின் சூழலில்),দুৱাৰৰ পথ (নেটৱাৰ্কৰ প্ৰসংগত)
விரிவான திட்டம்,বিস্তৃত কাৰ্যসূচী
விரிவான திட்டம்,বিস্তৃত কাৰ্যসূচী
பரந்த நோக்கம் கொண்ட கணினி,বহল উদ্দেশ্যৰ কম্পিউটাৰ
பொது நோக்கம் கணினி,সাধাৰণ উদ্দেশ্যৰ কম্পিউটাৰ
பொது பதிவு,সাধাৰণ পঞ্জীয়ন
பொதுமைப்படுத்தல்,সাধাৰণীকৰণ
பொதுமைப்படுத்தல்,সাধাৰণীকৰণ
பரந்த பொருள் மொழி,বহল বস্তু ভাষা
பரந்த நோக்க இயக்க முறைமை,বহল উদ্দেশ্যৰ অপাৰেচন চিষ্টেম
விரிவான நோக்கப் பதிவு,বিস্তৃত উদ্দেশ্য পঞ্জীয়ন
பிழை உருவாக்கப்பட்டது,ত্ৰুটি সৃষ্টি কৰা হৈছে
இனப்பெருக்க செயல்பாடு,প্ৰজনন কাৰ্য্য
வகுப்பு பொது,ক্লাছ জেনেৰেল
வர்க்க செயல்பாடு,ক্লাছ ফাংচন
பொதுவான வகுப்பு பெயர்,সাধাৰণ শ্ৰেণীৰ নাম
ஜிகோ,gigo
"1. யுனிவர்சல், 2. குளோபல்","১.ইউনিভাৰ্চেল, ২.গ্লোবেল"
உலகளாவிய குறியீடு,ইউনিভাৰ্চেল কোড
உலகளாவிய பூட்டு,ইউনিভাৰ্চেল লক
"1. யுனிவர்சல் நெட்வொர்க், 2. யுனிவர்சல் நெட்வொர்க்","1. ইউনিভাৰ্চেল নেটৱৰ্ক, 2. ইউনিভাৰ্চেল নেটৱৰ্ক"
உலகளாவிய நெட்வொர்க்,ইউনিভাৰ্চেল নেটৱৰ্ক
"1. உலகப் பயனர், 2. பொதுப் பயனர், 3. உலகளாவிய பயனர்","1. বিশ্ব ব্যৱহাৰকাৰী, 2. ৰাজহুৱা ব্যৱহাৰকাৰী, 3. সাৰ্বজনীন ব্যৱহাৰকাৰী"
உலகளாவிய மாறிகள்,গোলকীয় চলকসমূহ
"1.உலகமயமாக்கல், 2.உலகமயமாக்கல்","১.গোলকীকৰণ, ২.গোলকীকৰণ"
கோபர் (ஒரு நெட்வொர்க்கில் உள்ள ஒரு நெறிமுறை),Gopher (এটা নেটৱাৰ্কত এটা প্ৰটোকল)
கோபர் ஏற்பி,gopher ৰিচেপ্টৰ
"1. கோபர் சர்வர், 2. கோபர் சர்வர்","1. gopher চাৰ্ভাৰ, 2. gopher চাৰ্ভাৰ"
கோபர் தளம்,gopher চাইট
கோபர் விண்வெளி,gopher স্থান
கவர்ச்சிகரமான சீரழிவு,আকৰ্ষণীয় অৱক্ষয়
இலக்கண மாற்றி,ব্যাকৰণ পৰিৱৰ্তক
grammar hottie extroversion,ব্যাকৰণ hottie বহিৰ্মুখীতা
"1.மொத்தம், 2.மொத்தம், 3.மொத்தம்","1.মুঠ মুঠ, 2.মহান মুঠ, 3.মুঠ মুঠ"
"1.வரைபடம், 2.வரைபடம்","১.গ্ৰাফ, ২.গ্ৰাফ"
"1.வரைபடக் குறியீடு, 2.வரைபடக் குறியீடு","১.গ্ৰাফ সংকেত, ২.গ্ৰাফ সংকেত"
"1. கிராஃபிக் எழுத்துக்கள், 2. வரைகலை எழுத்துக்கள்","১.গ্ৰাফিক আখৰ, ২.গ্ৰাফিক আখৰ"
"1. வரைகலை கட்டுப்படுத்தி, 2. வரைகலை கட்டுப்படுத்தி","১.গ্ৰাফিক নিয়ন্ত্ৰক, ২.গ্ৰাফিক নিয়ন্ত্ৰক"
