Bengali,Hindi
ফাংশন বিশ্লেষণ,फलन विश्लेषण
"মূল, মূল","मूल, मौलिक"
মৌলিক উপপাদ্য,मूल प्रमेय
বীজগণিতের মৌলিক উপপাদ্য,बीजगणित का मूल प्रमेय
"গ্যালাক্সি, আকাশ-গঙ্গা","गैलेक्सी, आकाश-गंगा"
গ্যালো অঞ্চল,गाल्वा क्षेत्र
গ্যালোস গ্রুপ,गाल्वा समूह
জুয়াড়ির আর্থিক,जुआरी का वित्तनाश
গেম এবং কৌশল,खेल और चाल
সুযোগের খেলা,संयोग का खेल
পাশা খেলা,"पाशक क्रीड़ा, पासे का खेल"
খেলা তত্ত্ব,खेल सिद्‌धांत
নিখুঁত মেমরি গেম,पूर्ण स्मरण वाले खेल
খেলার মান,खेल मान
গামা ফাংশন,गामा-फलन
গাউস-আর্গন সমতল,गाउस-आरगाँ समतल
গাউস-বক্ররেখা,गाउस-वक्र
গাউসিয়ান সমাধান,गाउसीय निराकरण
গাউস-বিমান,गाउस-समतल
গাউস-জোর সমন্বয়,गाउस-जोरदाँ समानयन
বিস্তৃত অবস্থান,व्यापक स्थिति
সাধারণ অভিসার তত্ত্ব,व्यापक अभिसरण प्रमेय
সাধারণ সমীকরণ,व्यापक समीकरण
ব্যাপক ফ্যাক্টর,व्यापक उपादान
"সাধারণ ফর্ম, বিস্তৃত","सामान्य रूप, व्यापक रूप"
সাধারণ সূত্র,सामान्य सूत्र
প্রশস্ত খেলা,व्यापक खेल
সাধারণ অনুমান,सामान्य अनुमान
ব্যাপক অবিচ্ছেদ্য,व्यापक समाकल
সাধারণীকরণ,व्यापकीकरण
সাধারণীকৃত সহযোগী নিয়ম,व्यापकीकृत साहचर्य नियम
সাধারণীকৃত ধারাবাহিক অনুমান,व्यापकीकृत सांतत्यक परिकल्पना
সাধারণীকৃত অবরোহী ফাংশন,व्यापकीकृत अवमुख फलन
সাধারণীকৃত স্থানাঙ্ক,व्यापकीकृत निर्देशांक
সাধারণীকৃত eigen মান সমস্যা,व्यापकीकृत आइगन मान समस्या
সাধারণ অভিসার তত্ত্ব,व्यापक अभिसरण प्रमेय
সাধারণ সমীকরণ,व्यापक समीकरण
ব্যাপক ফ্যাক্টর,व्यापक उपादान
"সাধারণ ফর্ম, বিস্তৃত","सामान्य रूप, व्यापक रूप"
সাধারণ সূত্র,सामान्य सूत्र
প্রশস্ত খেলা,व्यापक खेल
সাধারণ অনুমান,सामान्य अनुमान
ব্যাপক অবিচ্ছেদ্য,व्यापक समाकल
সাধারণীকরণ,व्यापकीकरण
সাধারণীকৃত সহযোগী নিয়ম,व्यापकीकृत साहचर्य नियम
সাধারণীকৃত ধারাবাহিক অনুমান,व्यापकीकृत सांतत्यक परिकल्पना
সাধারণীকৃত অবরোহী ফাংশন,व्यापकीकृत अवमुख फलन
সাধারণীকৃত স্থানাঙ্ক,व्यापकीकृत निर्देशांक
