Hindi,Gujarati
सेतु परिपथ,બ્રિજ સર્કિટ
सेतु संबंधन,પુલ જોડાણ
सेतु युग्मित प्रवर्धक,પુલ જોડી એમ્પ્લીફાયર
"सेतु विधि, ब्रिज-विधि","પુલ પદ્ધતિ, પુલ પદ્ધતિ"
सेतु माडुलक,બ્રિજ મોડ્યુલેટર
सेतु विपाटन सिद्धान्त,પુલ વિભાજન સિદ્ધાંત
सेतुबद्ध 'T' क्षीणकारी,બ્રિજ્ડ &#39;T&#39; એટેન્યુએટર
सेतु बद्धान्त लाइन,પુલ લિંક લાઇન
सेतु-बंधन,બ્રિજ બોન્ડ
सेतुबंधन प्रवर्धक,બ્રિજ એમ્પ્લીફાયર
सेतुबंधन लब्धि,પુલ લાભ
सेतुबंध समूह,પુલ જૂથ
सेतुबंधन हानि,બ્રિજિંગ નુકશાન
ब्रिजमान प्रभाव,બ્રિજમેન અસર
"दीप्त, द्युतिमान, चमकीला","તેજસ્વી, તેજસ્વી, ચમકદાર"
प्रभास फिल्म,પ્રભાસ ફિલ્મ
दीप्त रेखा स्पेक्ट्रम,તેજસ્વી રેખા સ્પેક્ટ્રમ
"दीप्त-बैंड् प्रतिरूप, दीप्त बैन्ड इको","લાઇટ-બેન્ડ મોડેલ, લાઇટ-બેન્ડ ઇકો"
प्रदीपक स्पंद,પ્રકાશિત પલ્સ
"द्युति, प्रभा","દ્યુતિ, પ્રભા"
द्युति नियंत्रण,તેજ નિયંત્રણ
प्रतिबंध की द्युति,પ્રતિબંધનો પ્રકાશ
द्युति मापक्रम,તેજ સ્કેલ
द्युति ताप,તેજસ્વી ગરમી
ब्रिलुवां प्रवाह,બ્રિલુવન પ્રવાહ
ब्रिलुवां फलन,બ્રિલુવાન કાર્ય
ब्रिलुवां प्रकीर्णन,બ્રિલુવન સ્કેટરિંગ
ब्रिलुवां क्षेत्र,બ્રિલુવાન વિસ્તાર
ब्रिकमैन स्पाइक,બ્રિકમેન સ્પાઇક
ब्रिटिश मानक कैंडिल,બ્રિટિશ સ્ટાન્ડર્ડ મીણબત્તી
भंगुर,બરડ
भंगुर विभंग,બરડ અસ્થિભંગ
भंगुर पदार्थ,બરડ સામગ્રી
भंगुर ताप,બરડ ગરમી
भंगुरता,બરડપણું
स्टूडिओ प्रकाश पट्ट,સ્ટુડિયો લાઇટિંગ
विस्तृत बैंड प्रवर्धक,વિશાળ બેન્ડ એમ્પ્લીફાયર
विस्तृत बैंड क्लाइस्ट्रान,વિશાળ બેન્ડ klystran
"पृथु बैंड एन. एम. आर. स्पेक्ट्रममापी, पृथुबैंड एन. एम. आर. स्पेक्ट्रोमीटर","પૃથુ બેન્ડ એન. શ્રીમાન. સ્પેક્ટ્રોમીટર, અર્થબેન્ડ એન. શ્રીમાન. સ્પેક્ટ્રોમીટર"
विस्तृत विकिरण पुंज अवशोषण,વિશાળ રેડિયેશન બીમ શોષણ
पृथु किरणपुंज क्षयन,પૃથ્વીના કિરણનો ક્ષય
विस्तृत स्पंद,વિશાળ પલ્સ
विस्तृत अनुनाद,વિશાળ પડઘો
निरक्षीय स्थिति (बी-स्थिति),ઇક્વિરેક્ટેન્ગ્યુલર પોઝિશન (બી-પોઝિશન)
विस्तृत समस्वरण,વિગતવાર ટ્યુનિંગ
विस्तृत आनमन,વ્યાપક આનંદ
प्रसारण अनुप्रयोग,પ્રસારણ કાર્યક્રમો
प्रसार क्षेत्र,ફેલાવો વિસ્તાર
प्रसारण दिन,પ્રસારણ દિવસ
प्रसारण,પ્રસારણ
विस्तृत अवशोषण रेखा,વિશાળ શોષણ રેખા
विस्तृत स्तर,વિગતવાર સ્તર
पार्श्वाभिमुखी,બાજુમાં
निरक्षीय ऐन्टेना व्यूह,ત્રાંસી એન્ટેના એરે
"अनुप्रस्थ संघट्टन, पर्श्वाभिमुखी संघट्टन","ટ્રાંસવર્સ અથડામણ, બાજુની અસર"
ब्रोग्ली सूत्र,બ્રોગલી ફોર્મ્યુલા
खंडित वक्र,વિભાજિત વળાંક
"खंडित रेखा, विच्छिन्न रेखा",તૂટેલી લાઇન
ब्राउन ऊष्मा संपरीक्षण,બ્રાઉન હીટ ટેસ્ટ
ब्राउनी गति,બ્રાઉની ગતિ
ब्राउनी-गति,બ્રાઉની ઝડપ
ब्राउनी कण,બ્રાઉની કણો
"भंग, भंजन","વિરામ, વિરામ"
प्रजनन अनुपात,પ્રજનન ગુણોત્તર
"उल्टा ऐन्टेना, ब्रूस ऐन्टेना","રિવર્સ એન્ટેના, બ્રુસ એન્ટેના"
"कूची, बुरूश, कूर्च, गुल्म","કુચી, બુરુશ, કુર્ચ, ગુલમ"
बुरूश संपर्क हानि,બરશ સંપર્ક નુકશાન
"कूर्च संपर्क प्रतिरोध, बुरूश संपर्क प्रतिरोध","કોર્ચ સંપર્ક પ્રતિકાર, બુરુશ સંપર્ક પ્રતિકાર"
"कूर्च तुषारण मशीन, बुरूश तुषारण यंत्र","કુર્ચ બ્લાઈટ મશીન, બુરુશ બ્લાઈટ મશીન"
बुरूश विसर्जन,બુરુશ નિમજ્જન
"बुरूश-धारक, कूर्च धारक","બુરુશ ધારક, કુર્ચ ધારક"
"कूर्च मशीन, बुरूश मशीन","કુર્ચ મશીન, બુરુશ મશીન"
"कूर्च चिह्न, बुरूश चिह्न","કચ્છ ચિહ્ન, બુરુશ ચિહ્ન"
