Odiya,Bengali
ଭେଦଭାବ,বৈষম্য
ଆଲୋଚନା,আলোচনা
ଅସାଧୁ,অসাধু
ଅପମାନ,অসম্মান
ବିଚ୍ଛିନ୍ନତା,বিভাজন
ଡିସ୍କ,ডিস্ক
ସ୍ଥାନାନ୍ତର,স্থানচ্যুতি
ଅବିଶ୍ୱାସ,অসাধু
ବରଖାସ୍ତ,বরখাস্ত
ବରଖାସ୍ତ,বরখাস্ত
ବରଖାସ୍ତ ପଦ୍ଧତି |,বরখাস্ত পদ্ধতি
ଅବମାନନା,অমান্য
ବିଶୃଙ୍ଖଳା |,ব্যাধি
ଅବସାନିଜଜ୍,বিশৃঙ্খলা
ପାର୍ଥକ୍ୟ,বৈষম্য
ପଠାଇବା ବିଭାଗ |,প্রেরণ বিভাগ
ବିତରଣ ଯୋଗ୍ୟ,বিতরণযোগ্য
ବିସର୍ଜନ କର |,ছড়িয়ে ছিটিয়ে
ବିସ୍ଥାପିତ |,বাস্তুচ্যুত
ପ୍ରଦର୍ଶନ,প্রদর্শন
ଅସଦାଚରଣ,অসন্তুষ্টি
ଚିହ୍ନ,নিষ্পত্তি
ବିସର୍ଜନ କରନ୍ତୁ |,নিষ্পত্তি
ମାନ୍ୟତା,স্বভাব
ଅବସାଦ,নিষ্পত্তি
ବିବାଦ,বিতর্ক
ଅଯୋଗ୍ୟତା,অযোগ্যতা
ଅବମାନନା,উপেক্ষা
ବ୍ୟାଘାତ,ভাঙ্গন
ଅସନ୍ତୋଷ,অসন্তুষ্টি
ଅସଂଗୁଣିତ,মতবিরোধ
ବିକଶିତ,বিপর্যয়
ବିସୟରେ,বিচ্ছিন্ন
ବିସର୍ଜନ,দ্রবীভূত
ଦ୍ରବଣ,দ্রবীভূত
ଦୂରତା ଶିକ୍ଷା,দূর শিক্ষন
ଡିଷ୍ଟିଲାରୀ |,ডিস্টিলি
ଭିନ୍ନ,স্বতন্ত্র
ପୃଥକ କର |,পার্থক্য
ବିକୃତି,বিকৃতি
ଦୁ distress ଖ,সঙ্কট
ବଣ୍ଟନ କର |,বিতরণ
ବଣ୍ଟନ,বিতরণ
ଜିଲ୍ଲା,জেলা
ଜିଲ୍ଲା କେନ୍ଦ୍ର,জেলা কেন্দ্র
ବିଶୃଙ୍ଖଳା,ঝামেলা
ଡିଟ୍ଟୋ |,ডিট্টো
ଡାଇଭର୍ସନ,ডাইভার্সন
ଡିଭିଡେଣ୍ଡ,লভ্যাংশ
ବିଭାଜନ,বিভাগ
ଛାଡପତ୍ର,বিবাহবিচ্ছেদ
ଡକେଟ୍,ডকেট
ଡାକ୍ତର,ডাক্তার
ଡକ୍ୟୁମେଣ୍ଟ୍,নথি
ଡକ୍ୟୁମେଣ୍ଟ୍ ପ୍ରମାଣପତ୍ର |,দালিলিক প্রমাণ
ଡକ୍ୟୁମେଣ୍ଟେସନ୍,ডকুমেন্টেশন
ବାସସ୍ଥାନ,আবাস
ଡୋମିକାଇଲ୍ ସାର୍ଟିଫିକେଟ୍ |,আবাসিক শংসাপত্র
ପ୍ରାଧାନ୍ୟ,প্রভাবশালী
ଦାନ,অনুদান
ସ୍ଥାନ,ডসিয়ার
ସନ୍ଦେହଜନକ |,সন্দেহজনক
କପୋତ ଲାଙ୍ଗୁଳ |,ডোভ টেলিং
ତଳକୁ ଗ୍ରେଡ୍,ডাউন গ্রেড
ଡ୍ରଫ୍ଟ,খসড়া
ଡ୍ରାଫ୍ଟ ଉତ୍ତର |,খসড়া উত্তর
କଠୋର ପରିମାପ |,কঠোর পরিমাপ
ଡ୍ର,অঙ্কন
ଡ୍ରୟର,ড্রয়ার
ଚିତ୍ରାଙ୍କନ,অঙ্কন
ମରୁଡ଼ି,খরা
ଶୁଖିଲା ପଦୋନ୍ନତି |,শুকনো প্রচার
ଦ୍ୱ ual ତା,দ্বৈত চার্জ
ଦ୍ୱ ual ତିହାସିକ ନାଗରିକତା |,দ্বৈত নাগরিকত্ব
ଧାର୍ଯ୍ୟାର କାରଣ |,বাকি
ଧ୍ୟାନର ସହ,যথাযথ পরিশ্রম
ଦେୟ,বকেয়া
ଯଥାର୍ଥ,যথাযথভাবে
ନକଲ,নকল
ଅବଧି,সময়কাল
Dueves,ডুরেস
କର୍ତ୍ତବ୍ୟ,ডিউটি
କର୍ତ୍ତବ୍ୟ ଭତ୍ତା,শুল্ক ভাতা
ଡ୍ୟୁଟି ଚାର୍ଟ |,ডিউটি ​​চার্ট
କର୍ତ୍ତବ୍ୟ ଛୁଟି,শুল্ক ছুটি
ଡ୍ୟୁଟି ରୁମ୍ |,ডিউটি ​​রুম
ମରିବା ଘୋଷଣା,মারা যাওয়ার ঘোষণা
ଗତିଶୀଳତା,গতিশীলতা
ପ୍ରମାଣିତ |,ইয়ারমার্ক
ରୋଜଗାର,অর্জিত ছুটি
ରୋଜଗାର,উপার্জন
ଇକୋ-ଫ୍ରେଣ୍ଡଲି |,পরিবেশ বান্ধব
ପରିବେଶ,বাস্তুশাস্ত্র
ଅର୍ଥନ .ତିକ |,অর্থনৈতিক
ଅର୍ଥନ ଶତକ୍ୱିକତା |,অর্থনৈতিক শোষণ
ଅର୍ଥନୀତି,অর্থনীতি
ଅର୍ଥନୀତି ଶ୍ରେଣୀ,অর্থনীতি শ্রেণি
ସମ୍ପାଦନା,সম্পাদনা
ସଂସ୍କରଣ,সংস্করণ
ସମ୍ପାଦନା,সম্পাদকীয়
ଶିକ୍ଷା,শিক্ষা
ଶିକ୍ଷାଗତ କ୍ୟାରିୟର |,শিক্ষামূলক ক্যারিয়ার
ଶିକ୍ଷାନୁଷ୍ଠାନ ଅନୁଷ୍ଠାନ,শিক্ষা প্রতিষ্ঠান
ଶିକ୍ଷାଗତ ଯୋଗ୍ୟତା |,শিক্ষাগত যোগ্যতা
ପ୍ରଭାବ,প্রভাব
ପ୍ରଭାବଶାଳୀ |,কার্যকর
ପ୍ରଭାବଶାଳୀ ତାରିଖ,কার্যকর দিন
ପ୍ରଭାବ,প্রভাব
ଦକ୍ଷତା,কার্যকারিতা
ଦକ୍ଷତା,দক্ষতা
ଦକ୍ଷ,দক্ষ
ନିର୍ବାଚନ,বহিষ্কার
ବିସ୍ତୃତ,বিস্তৃত
Elapse,Elapse
ମନୋନୀତ ପ୍ରତିନିଧୀ |,নির্বাচিত প্রতিনিধি
ନିର୍ବାଚନ,নির্বাচন
ନିର୍ବାଚନ କଲେଜ |,নির্বাচনী কলেজ
ନିର୍ବାହୀ,ভোটার
ବିକାଶ,বিদ্যুতায়ন
ଇଲେକ୍ଟ୍ରୋନିକ୍ ମିଡିଆ |,ইলেকট্রনিক মিডিয়া
ପ୍ରାଥମିକ,প্রাথমিক
ଯୋଗ୍ୟତା |,যোগ্যতা
ଯୋଗ୍ୟତା ପରୀକ୍ଷା,যোগ্যতা পরীক্ষা
ବିଲୋପ,নির্মূল
Eloquent,স্পষ্টতা
ଲଜ୍ଜାଜନକ |,বিব্রত করা
ନିର୍ବୋଧ,আত্মসাৎ
ପ୍ରତୀକ,প্রতীক
ସିଲ୍ ସିଲ୍ |,এমবসিং সিল
ଜରୁରୀକାଳୀନ ପରିସ୍ଥିତି,জরুরী
ଜରୁରୀକାଳୀନ ରିଲିଫ୍ |,জরুরী ত্রাণ
ଅସମର୍ଥ,জরুরী
ସ୍ଥାନାନ୍ତରଣ,অভিবাসন
ଇମେଲମେଣ୍ଟଗୁଡିକ |,ইমোলমেন্টস
ନମୁନା,এম্প্যানেলমেন্ট
ସହାନୁଭୂତି,সহমর্মিতা
ନିଯୁକ୍ତି,নিয়োগ
କର୍ମଚାରୀ,কর্মচারী
କର୍ମଚାରୀଙ୍କ ଅଂଶଗ୍ରହଣ,কর্মচারী অংশগ্রহণ
କର୍ମଚାରୀଙ୍କ ଅବଦାନ |,কর্মচারীর অবদান
କର୍ମଚାରୀଙ୍କ ପ୍ରୋଭିଜ୍ ପାଣ୍ଠି |,কর্মচারীর প্রভিডেন্ট ফান্ড
ନିଯୁକ୍ତିଦାତା |,নিয়োগকর্তা
ରୋଜଗାର,কর্মসংস্থান
ରୋଜଗାର ବିନିମୟ,কর্মসংস্থান বিনিময়
ରୋଜଗାର ବିଜ୍ଞପ୍ତି |,কর্মসংস্থান বিজ্ঞপ্তি
ନିଯୁକ୍ତି କାର୍ଯ୍ୟାଳୟ,কর্মসংস্থান অফিস
ସଶକ୍ତିକରଣ,ক্ষমতায়ন
ସଶକ୍ତିକରଣ,ক্ষমতায়ন
ଆରମ୍ଭ କରନ୍ତୁ |,আইন
ସଂସ୍ଥାର,আইন
En ବ୍ଲକ୍ |,সব একসাথে
ଏନକାଉଣ୍ଟର କର |,এনক্যাশ
ଆବଦ୍ଧ,ঘিরা
ଉତ୍ସାହ,উত্সাহ
ଏନକାଉଣ୍ଟର,সীমালঙ্ঘন
ଏନକୁମ୍ବନ |,Encumbrance
ସମର୍ଥନ କରନ୍ତୁ,অনুমোদন করা
ଅନୁଦାନ,এন্ডোমেন্ট
ଶେଷ ଉତ୍ପାଦ |,শেষ পণ্য
ଶକ୍ତି,শক্তি
ବାଧ୍ୟତାମୂଳକ କର |,প্রয়োগ
Jective,জড়িত
ଉନ୍ନତି,বর্ধন
ତା ଦିଅ,নির্দেশ দিন
ମେସ୍,En মাস
ଅନୁସନ୍ଧାନ,অনুসন্ধান
ନାମ ଲେଖାନ୍ତୁ |,তালিকাভুক্ত
ନାମଲେଖା (= ନାମଲେଖା),তালিকাভুক্তি (= তালিকাভুক্তি)
ନାମଲେଖା ସଂଖ୍ୟା |,তালিকাভুক্তি নম্বর
ରାସ୍ତା ରେ,Enroute
ଭବିଷ୍ୟବାଣୀ,আগত
ନିଶ୍ଚିତ କରନ୍ତୁ |,নিশ্চিত করা
ପ୍ରବେଶ କର,প্রবেশ করুন
ଉଦ୍ୟମ୍,এন্টারপ্রাইজ
ଚିତ୍ତାକର୍ଷକ |,বিনোদন
ମନୋରଞ୍ଜନ,বিনোদন
ଅଧିକାର,এনটাইটেল
ଅଧିକାର,অধিকারী
ଅଧିକାର,এনটাইটেলমেন্ট
ପ୍ରବେଶ,প্রবেশদ্বার
ପ୍ରବେଶ,প্রবেশকারী
ପ୍ରବେଶ,প্রবেশ
ପ୍ରବେଶ ସ୍ତର କାର୍ଯ୍ୟ,অনভিজ্ঞ স্তরের চাকরি
ଗଣିତ,গণনা
ପରିବେଶ,পরিবেশ
ଏନଭୋଇ |,দূত
ମହାମାରୀ,মহামারী
Esitomen,এপিটোম
ସମାନତା,সমতা
ସନ୍ତୁଳନ,ভারসাম্য
ଉପକରଣ,সরঞ্জাম
ଇକ୍ୱିଟି |,ইক্যুইটি
ସମାନ,সমতুল্য
ସମକକ୍ଷ,সমতুল্য
ବିଲାତି,নির্মূল
ଏରାଟା,এরতা
ତ୍ରୁଟି,ত্রুটি
ବୃଦ୍ଧି ପାଇଲା |,ক্রমবর্ধমান
ଏସକର୍ଟ,এসকর্ট
ଜରୁରୀ |,অপরিহার্য
ସ୍ଥାପନା,প্রতিষ্ঠা
ଆକଳନ,অনুমান
ଆନୁମାନିକ ମୂଲ୍ୟ,আনুমানিক খরচ
ନ ics ତିକତା,নীতিশাস্ত্র
ଶ iqu ଳୀ,শিষ্টাচার
ସ୍ଥାନାନ୍ତର,অপসারণ
ପଳାୟନ କର |,এড়ানো
ମୂଲ୍ୟାଙ୍କନ,মূল্যায়ন
ଯୁଗ୍ମ ସଂଖ୍ୟା,জোড় সংখ্যা
ପରିଶେଷରେ,শেষ
ବହିଷ୍କାର,উচ্ছেদ
ପ୍ରମାଣ,প্রমান
ବିକାଶ,বিবর্তিত
ସଠିକ୍,ঠিক
ପରୀକ୍ଷା,পরীক্ষা
ପରୀକ୍ଷା କର,পরীক্ষা
ପରୀକ୍ଷକ,পরীক্ষক
ଉଦାହରଣ |,উদাহরণ
ଖନନ,খনন
ଉତ୍କୃଷ୍ଟ,দুর্দান্ত
ବ୍ୟତିକ୍ରମ |,ব্যতিক্রম
ବ୍ୟତିକ୍ରମ |,ব্যতিক্রমী
ଅତ୍ୟଧିକ,অতিরিক্ত
ବିନିମୟ,বিনিময়
ବଂଶଧର,এক্সিকিউয়ার
ଏକ୍ସାଇଜ୍ (= ଏକ୍ସାଇଜ୍ ଡ୍ୟୁଟି),আবগারি (= আবগারি শুল্ক)
ବାଦ ଦିଅନ୍ତୁ,বাদ দিন
ସ୍ୱତନ୍ତ୍ର,এক্সক্লুসিভ
ବାହାନା,ক্ষমা
ଏକଜେକ୍ୟୁଟ୍ କର,এক্সিকিউট
କାର୍ଯ୍ୟନିର୍ବାହୀ,কার্যনির্বাহী
କାର୍ଯ୍ୟନିର୍ବାହୀ କମିଟି |,কার্যনির্বাহী কমিটি
କାର୍ଯ୍ୟନିର୍ବାହୀ ଶକ୍ତି |,নির্বাহী ক্ষমতা
ନିର୍ବାହର,এক্সিকিউটিভস
କାର୍ଯ୍ୟନିର୍ବାହୀ କର୍ମଚାରୀ |,এক্সিকিউটিভ স্টাফ
ମୁକ୍ତ,ছাড়
ଛାଡ,ছাড়
ବ୍ୟାୟାମ,অনুশীলন
ପୂର୍ବ-ଗ୍ରାଟିସିଆ |,প্রাক্তন গ্র্যাটিয়া
ପୂର୍ବ-ଗ୍ରାଟିଆ ଦେୟ |,প্রাক্তন গ্রেটিয়া পেমেন্ট
ନିଷ୍କାସନ,নিষ্কাশন
ସମ୍ପ୍ରସାରିତ |,সম্পূর্ণ
ପ୍ରଦର୍ଶନ,প্রদর্শন
ଅବସିଜୀ,এক্সিজেন্সি
ନିର୍ବୋଧ ନୀତି,এক্সিম নীতি
ପ୍ରସ୍ଥାନ,প্রস্থান
ସାକ୍ଷାତକାର ଛାଡନ୍ତୁ,প্রস্থান সাক্ষাত্কার
ପୁରଣ କରନ୍ତୁ ନୀତି,প্রস্থান নীতি
ପୋଲରୁ ବାହାରକୁ ଯାଆନ୍ତୁ |,প্রস্থান জরিপ
ପୂର୍ବ-ଅଧିକାରୀ |,পদাধিকারবলে
ଉତ୍ତେଜିତ,বহিষ্কার
ବିସ୍ତାର,সম্প্রসারণ
ପୂର୍ବ ଭାଗ,প্রাক্তন অংশ
ବାହୁବଳୀ,প্রবাসী
ଉତ୍ତମ,সমীচীন
ତ୍ୱରାନ୍ୱିତ କର |,ত্বরান্বিত করা
ବହିଷ୍କାର,বহিষ্কার করা
ଖର୍ଚ୍ଚ,ব্যয়
ଅଭିଜ୍ଞତା,অভিজ্ঞতা
ପରୀକ୍ଷଣ |,পরীক্ষা
ବିଶେଷଜ୍ଞ,বিশেষজ্ঞ
ସମାପ୍ତି,মেয়াদোত্তীর্ণ
ସମାପ୍ତି ତାରିଖ,মেয়াদোত্তীর্ণ তারিখ
ବ୍ୟାଖ୍ୟା,ব্যাখ্যা
ସ୍ପଷ୍ଟ ଭାବରେ,স্পষ্ট
ଶୋଷଣ,শোষণ
ଅନୁସନ୍ଧାନ କର |,অন্বেষণ
ବିସ୍ଫୋରଣ,বিস্ফোরণ
ରପ୍ତାନି,রফতানি
ପୂର୍ବ-ପୋଷ୍ଟ ଫ୍ୟାକ୍ଟୋ |,প্রাক্তন পোস্ট ফ্যাক্টো
ଏକ୍ସପ୍ରେସ,প্রকাশ করা
ଅଭିବ୍ୟକ୍ତି,অভিব্যক্তি
ବହିଷ୍କାର,তাড়ানো
ବହିଷ୍କାର,প্রসারণ
ବିସ୍ତାର କର |,প্রসারিত করা
ସୀମା,ব্যাপ্তি
ବାହ୍ୟ,বাহ্যিক
ଚୋରୀ,চাঁদাবাজি
ଅତିରିକ୍ତ,অতিরিক্ত
ବାହାର,নির্যাস
ଅସାଧାରଣ,অসাধারণ
ଅତ୍ୟଧିକ,অসংযত
ଉଗ୍ରବାଦୀ,চরমপন্থী
ଅତିରିକ୍ତ,এক্সট্রোভার্ট
ଆଖି ସାକ୍ଷୀ,চোখের সাক্ষী
କପଡା |,বানোয়াট
ମୁହଁ ମୂଲ୍ୟ,পরিচিতি
ସୁବିଧା,সহজতর করা
ସୁବିଧା,সুবিধা
କାରସିମ୍,ফ্যাসিমাইল
ସତ୍ୟ,সত্য
କ୍ଷେତ୍ରଗୁଡିକ,দলীয়তা
କାରକ,ফ্যাক্টর
କାରଖାନା,কারখানা
ବାସ୍ତବରେ ବାସ୍ତବ,সত্য
ଅଧ୍ୟାପିକା,অনুষদ
ବିଫଳ,ব্যর্থ
ମେଳା,মেলা
ବିଶ୍ୱାସ,বিশ্বাস
ନକଲି,নকল
ପରିବାର,পরিবার
ଦୁର୍ଭିକ୍ଷ,দুর্ভিক্ষ
ଭଡା,ভাড়া
ବିଦାୟ,বিদায়কালীন অনুষ্ঠান
ଚାଷ,কৃষিকাজ
ଥକା,ক্লান্তি
ଦୋଷ,দোষ
ଅନୁଗ୍ରହ,আনুকূল্য
ପ୍ରଭାବସନ୍ତତା |,সম্ভাব্যতা
ଫେଡେରେସନ୍,ফেডারেশন
ଦେୟ,ফি
ଫେରିବା,ফিরে ফিড
ଅନୁଭବ,অনুভূতি
ଫଲିକାଇଟ୍,ফেলিসিট
ସାଥୀ,ফেলো
