Hindi,Gujarati
" प्रक्षेत्र , डोमेन, प्रांत , प्रदेश","ડોમેન, ડોમેન, પ્રાંત, પ્રદેશ"
फलन का प्रांत,કાર્યનું ડોમેન
परिभाषा-प्रांत,વ્યાખ્યા-પ્રાંત
अस्तित्व-प्रांत,અસ્તિત્વની સ્થિતિ
अभिभावी युक्ति,ઓવરરાઇડિંગ ઉપકરણ
डॉप्लर प्रभाव,ડોપ્લર અસર
"बिन्दु-गुणनफल, अदिशगुणनफल","બિંદુ ઉત્પાદન, સ્કેલર ઉત્પાદન"
बिन्दुकित वक्र,ડોટેડ વળાંક
द्विशः अवकलन,બેવડા તફાવત
द्विक चरघातांकीय बंटन,ડબલ ઘાતાંકીય વિતરણ
द्विकुंडली,ડબલ કોઇલ
द्विशः समाकल,દ્વિસંગી અભિન્ન
द्विशः समाकलन,દ્વિસંગી એકીકરણ
द्विक सीमा,ડબલ મર્યાદા
द्विशः प्रतिचयन आयोजन,ડબલ સેમ્પલિંગ ઇવેન્ટ
द्विक अनुक्रम,ડબલ ક્રમ
द्विक श्रेणी,ડબલ શ્રેણી
द्वि-अनुलग्नी संकेतन,ડબલ-જોડાયેલ નોટેશન
द्विक संकलन,ડબલ સંકલન
अधोमुखी त्वरण,નીચે તરફ પ્રવેગક
अधोमुखी विस्थापन,નીચે તરફનું વિસ્થાપન
अधोमुखी गति,નીચેની ગતિ
अधोमुखी वेग,નીચે તરફનો વેગ
कर्षण,ટ્રેક્શન
कर्षण-बल,ટ્રેક્શન બળ
"द्वैती द्वैती,",બેવડી દ્વૈતતા
द्वैत आधार,ડ્યુઅલ બેઝ
द्वैत आंतरिक गुणनफल,દ્વિ આંતરિક ઉત્પાદન
द्वैती रैखिक प्रोग्रामन समस्या,ડ્યુઅલ રેખીય પ્રોગ્રામિંગ સમસ્યા
" द्वि प्रचालन , द्वैती संक्रिया","ડબલ ઓપરેશન, ડ્યુઅલ ઓપરેશન"
द्वैत समस्या,બેવડી સમસ્યા
द्वैत एकल कलन-विधि,ડ્યુઅલ સિંગલ અલ્ગોરિધમ
द्वैत एकल प्रविधि,ડ્યુઅલ સિંગલ પદ્ધતિ
द्वैत समष्टि,બેવડી જગ્યા
द्वैत चर,દ્વિ ચલ
द्वैत सदिश समष्टि,ડ્યુઅલ વેક્ટર જગ્યા
मूक सूचकांक,મૌન અનુક્રમણિકા
मूक पादांक,મૌન ફૂટર
मूक अनुबंध,મૌન કરાર
मूक चर,શાંત ચલ
अनुलिपि-प्रक्रम,ડુપ્લિકેશન
गतिकीय,ગતિશીલ
गतिकीय तंत्र,ગતિશીલ સિસ્ટમ
गतिक मांग फलन,ગતિશીલ માંગ કાર્ય
गत्यात्मक निदर्श,ગતિશીલ મોડેલ
गत्यात्मक प्रोग्रामन,ગતિશીલ પ્રોગ્રામિંગ
गतिशील प्रोग्रामन उपगमन,ગતિશીલ પ્રોગ્રામિંગ અભિગમ
गतिशील प्रोग्रामन प्रविधि,ગતિશીલ પ્રોગ્રામિંગ તકનીકો
"गतिविज्ञान, गतिकी","ગતિશીલતા, ગતિશીલતા"
कण-गतिकी,કણ ગતિશીલતા
दृढ़ पिंड गतिकी,સખત શરીરની ગતિશીલતા
" भू, पृथ्वी, भूमि , मत्तिृ का, मदृा , भू संपर्कित करना, भूसंपर्क करना (क्रि.)","પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી સંપર્ક (ver.)"
भूकंप तीव्रता,ભૂકંપની તીવ્રતા
उत्केंद्रता,તરંગીતા
ग्रहण,ધારણા
अर्थमितीय पूर्वानुमान,ઇકોનોમેટ્રિક આગાહી
अर्थमितिज्ञ,અર્થશાસ્ત્રી
अर्थमिति,અર્થશાસ્ત્ર
अर्थशास्त्र,અર્થશાસ્ત્ર
"कोर, किनारा, अश्रि","કોર, ધાર, આંસુ"
अवमुख समुच्चय कोर,એકંદર કોરનો સામનો કરવો
दक्षतांक,કાર્યક્ષમતા સૂચકાંક
अभिलक्षणिक अवयव,લાક્ષણિક તત્વ
अभिलक्षणिक फलन,લાક્ષણિક કાર્ય
"आइगेन मान, अभिलक्षणिक मान","eigen મૂલ્ય, લાક્ષણિકતા મૂલ્ય"
