Punjabi,Marathi
ਗਤੀਸ਼ੀਲ ਰੇਂਜ,डायनॅमिक श्रेणी
ਗਤੀਸ਼ੀਲ ਰੇਂਜ ਕੰਟਰੋਲ,डायनॅमिक श्रेणी नियंत्रण
ਡਾਇਨਾਮੋ,डायनामो
ਕੰਨ ਦਾ ਫੋਨ,कान फोन
ਧਰਤੀ,पृथ्वी
ਧਰਤੀ ਦਾ ਬਲੇਜ,पृथ्वी बल्ज
ਧਰਤੀ ਦਾ ਵਿਰੋਧ,पृथ्वी प्रतिकार
ਧਰਤੀ ਦੀ ਰਾਡ,पृथ्वी रॉड
ਧਰਤੀ ਸੈਟੇਲਾਈਟ,पृथ्वी उपग्रह
ਧਰਤੀ ਸਟੇਸ਼ਨ,पृथ्वी स्टेशन
ਧਰਤੀ ਦਾ ਟਰਮੀਨਲ,पृथ्वी टर्मिनल
ਕਮਾਈ,अर्थिंग
ਗੂੰਜ,प्रतिध्वनी
ਏਕੋ ਚੈਂਬਰ,इको चेंबर
ਐਡੀ ਮੌਜੂਦਾ,एडी करंट
ਐਡੀ ਮੌਜੂਦਾ ਨੁਕਸਾਨ,एडी चालू तोटा
ਕਿਨਾਰੇ ਦਾ ਮੀਟਰ,एजवाइज मीटर
ਸੰਪਾਦਨ,संपादन
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਐਂਟੀਨਾ ਉਚਾਈ,प्रभावी अँटेना उंची
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਐਂਟੀਨਾ ਦੀ ਲੰਬਾਈ,प्रभावी अँटेना लांबी
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਵੋਲਟੇਜ,प्रभावी व्होल्टेज
ਕੁਸ਼ਲਤਾ,कार्यक्षमता
ਲਚਕੀਲਾ,लवचिकता
ਇਲੈਕਟ੍ਰਿਕ ਡਿਸਚਾਰਜ,इलेक्ट्रिक डिस्चार्ज
ਇਲੈਕਟ੍ਰਿਕ ਖੇਤਰ,विद्युत क्षेत्र
ਇਲੈਕਟ੍ਰਿਕ ਫਲੈਸ਼,इलेक्ट्रिक फ्लॅश
ਇਲੈਕਟ੍ਰਿਕ ਹੀਟਰ,विद्युत उष्मक
ਇਲੈਕਟ੍ਰਿਕ ਮੀਟਰ,इलेक्ट्रिक मीटर
ਇਲੈਕਟ੍ਰਿਕ ਮੋਟਰ,विद्युत मोटर
ਇਲੈਕਟ੍ਰਿਕ ਸਦਮਾ,विजेचा धक्का
ਇਲੈਕਟ੍ਰਿਕ ਸਪਾਰਕ,इलेक्ट्रिक स्पार्क
ਇਲੈਕਟ੍ਰੀਕਲ ਉਪਕਰਣ,विद्युत उपकरण
ਇਲੈਕਟ੍ਰੀਕਲ ਸ਼ੋਰ,विद्युत आवाज
ਇਲੈਕਟ੍ਰੀਕਲ ਤੂਫਾਨ,विद्युत वादळ
ਇਲੈਕਟਰੇਟਡ ਸੰਗੀਤ ਦੇ ਸਾਧਨ,इलेक्ट्रिकली ऑपरेट केलेले संगीत वाद्य
ਬਿਜਲੀ,वीज
ਬਿਜਲੀ ਸਪਲਾਈ,वीजपुरवठा
ਇਲੈਕਟ੍ਰੋਡਾਇਨਾਮਿਕ,इलेक्ट्रोडायनामिक
ਇਲੈਕਟ੍ਰੋਲਾਈਟਿਕ ਕੈਪਸੀਟਰ,इलेक्ट्रोलाइटिक कॅपेसिटर
ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ,इलेक्ट्रोमॅग्नेटिक
ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਗੜਬੜੀ,इलेक्ट्रोमॅग्नेटिक त्रास
ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਇੰਟਰਫ੍ਰੈਂਸ,इलेक्ट्रोमॅग्नेटिक इंटरफेरेन्स
ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਸਪੈਕਟ੍ਰਮ,इलेक्ट्रोमॅग्नेटिक स्पेक्ट्रम
ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਵੇਵ,इलेक्ट्रोमॅग्नेटिक वेव्ह
ਇਲੈਕਟ੍ਰੋਮੈਗਨੈਟਿਕ ਵੇਵ ਪ੍ਰਾਪਰ,इलेक्ट्रोमॅग्नेटिक वेव्ह प्रसार
ਇਲੈਕਟ੍ਰਾਨ ਮਲਟੀਪਲ ਪੋਸਟੋਟਿ .ਬ,इलेक्ट्रॉन एकाधिक फोटोट्यूब
ਇਲੈਕਟ੍ਰਾਨਿਕ ਕੈਲਕੁਲੇਟਰ,इलेक्ट्रॉनिक कॅल्क्युलेटर
ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ (ਏਡੀਪੀ),इलेक्ट्रॉनिक डेटा प्रक्रिया (ईडीपी)
ਇਲੈਕਟ੍ਰਾਨਿਕ ਮੇਲ (ਈ-ਮੇਲ),इलेक्ट्रॉनिक मेल (ई-मेल)
ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਵਿਚਿੰਗ ਸਿਸਟਮ,इलेक्ट्रॉनिक स्विचिंग सिस्टम
ਇਲੈਕਟ੍ਰਾਨਿਕਸ,इलेक्ट्रॉनिक्स
ਇਲੈਕਟ੍ਰੋਲੇਟਿੰਗ,इलेक्ट्रोप्लेटिंग
ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ,इलेक्ट्रोस्टेटिक
ਉੱਚਾਈ,उत्थान
ਏਮਬੇਡਡ,एम्बेड केलेले
ਏਮਬੇਡਡ ਆਡੀਓ,एम्बेड केलेले ऑडिओ
ਏਮਬੇਡਡ ਸਿਸਟਮ,एम्बेडेड प्रणाली
ਚਿੰਨ੍ਹ,प्रतीक
ਉਭਰ ਰਹੇ ਰੁਝਾਨ,उदयोन्मुख ट्रेंड
ਨਿਕਾਸ,उत्सर्जन
ਐਟਟਰ,एमिटर
Emetter ਅਨੁਯਾਈ,एमिटर अनुयायी
ਐਮੀਟਰ ਟਰਮੀਨਲ,एमिटर टर्मिनल
ਐਮੀਟਰ-ਬੇਸ-ਜੰਕਸ਼ਨ,एमिटर-बेस-जंक्शन
ਯੋਗ,सक्षम करा
Enamelled ਤਾਰ,Enamelled वायर
ਐਨਕਾਈਰ,एन्किफर
ਦੀਵਾਰ,संलग्न
ਏਨਕੋਡ,एन्कोड
ਏਨਕੋਡਰ,एन्कोडर
ਏਨਕੋਡਿੰਗ,एन्कोडिंग
ਐਨਕ੍ਰਿਪਸ਼ਨ,कूटबद्धीकरण
ਅੰਤ ਦਾ ਨਿਸ਼ਾਨ,शेवटचा चिन्ह
ਆਖਰੀ ਉਪਭੋਗਤਾ,अंतिम वापरकर्ता
Energy ਰਜਾ,ऊर्जा
Energy ਰਜਾ ਫੈਲਾਉਣ,उर्जा विखुरलेले
Energy ਰਜਾ ਵੰਡ,उर्जा वितरण
ਲਾਗੂ ਕਰਨ ਵਾਲਾ,अंमलबजावणी
ਇੰਜਣ,इंजिन
ਇੰਜੀਨੀਅਰ,अभियंता
ਇੰਜੀਨੀਅਰਿੰਗ,अभियांत्रिकी
ਇੰਜੀਨੀਅਰਿੰਗ ਸਟੋਰ,अभियांत्रिकी स्टोअर
ਉੱਕਰੀ,खोदकाम
ਵਧਾਓ,वाढविण्यासाठी
Encemmle,एकत्रित
ਕੁੰਜੀ ਕੁੰਜੀ ਦਿਓ,की प्रविष्ट करा
ਐਂਟਰਪ੍ਰਾਈਜ਼ ਆਰਕੀਟੈਕਚਰ,एंटरप्राइझ आर्किटेक्चर
Allhalp,एन्थॅल्पी
ਐਂਟਰੋਪੀ,एन्ट्रोपी
ਐਂਟਰੋਪੀ ਕੋਡਿੰਗ,एन्ट्रोपी कोडिंग
ਐਂਟਰੋਪੀ ਰਿਡੰਡੈਂਸੀ,एन्ट्रोपी रिडंडंसी
ਬਰਾਬਰੀ,समतुल्य
ਬਰਾਬਰੀ,समानता
ਬਰਾਬਰੀ,इक्वेलायझर
ਉਪਕਰਣ,उपकरणे
ਉਪਕਰਣ ਕਵਰ,उपकरणे कव्हर
ਬਰਾਬਰ,समतुल्य
ਮਿਟਾਓ,मिटवा
ਸਿਰ,डोके मिटवा
Ro ਿੱਜ,इरोशन
ਗਲਤ,अनियमित
ਗਲਤੀ,त्रुटी
ਕੰਟਰੋਲ ਕੋਡਿੰਗ ਨੂੰ ਕੰਟਰੋਲ,त्रुटी नियंत्रण कोडिंग
ਗਲਤੀ ਸੁਧਾਰ,त्रुटी सुधारणे
ਗਲਤੀ ਖੋਜ,त्रुटी शोध
ਗਲਤੀ ਨਾਲ ਸੰਭਾਲਣਾ,त्रुटी हाताळणी
ਗਲਤੀ ਦੀ ਸੰਭਾਵਨਾ,त्रुटी संभाव्यता
ਈਥਰਨੈੱਟ,इथरनेट
ਈਥਰਨੈੱਟ ਕੇਬਲ,इथरनेट केबल
ਯੂਗੇਨਿਕਸ,युजेनिक्स
ਖਾਲੀ ਕਰਦਾ ਹਾਂ,खाली करा
ਐਕਸਚੇਂਜ,एक्सचेंज
ਬਾਹਰ ਕੱ .ੋ,एक्झिटर
ਚਲਾਓ,अंमलबजावणी
ਚੱਲਣ ਦਾ ਸਮਾਂ,अंमलबजावणीची वेळ
ਨਿਕਾਸ,दमट
ਨਿਕਾਸ,बाहेर पडा
ਫੈਲਿਆ,विस्तारित
ਫੈਲਾਅ ਵਾਲਵ,विस्तार वाल्व
ਪ੍ਰਯੋਗ,प्रयोग
ਮਾਹਰ ਪ੍ਰਣਾਲੀ,तज्ञ प्रणाली
ਪੜਚੋਲ,अन्वेषण
ਐਕਸਪਲੋਰਰ,एक्सप्लोरर
ਐਕਸਪੋ (ਪ੍ਰਦਰਸ਼ਨੀ),एक्सपो (प्रदर्शन)
ਬਿਜਲੀ ਸਪਲਾਈ ਦਾ ਵਿਸਥਾਰ,वीजपुरवठा वाढवणे
ਬਾਹਰੀ ਨਿਯੰਤਰਣ,बाह्य नियंत्रण
ਬਾਹਰੀ ਮੈਮੋਰੀ,बाह्य मेमरी
ਬਾਹਰੀ ਸਟੋਰੇਜ,बाह्य संचय
ਬਾਹਰੀ ਧਾਗਾ,बाह्य धागा
ਐਬਸਟਰੈਕਟ,काढा
ਐਕਸਟ੍ਰੋਨੈੱਟ,बाह्य
ਮਨਘੜਤ,बनावट
ਪਹਿਲੂ,पैलू
ਪੱਖ,फॅसिमिले
ਕਾਰਕ,घटक
ਫੇਡ,फिकट
ਮਧਮ ਪੈ ਜਾਣਾ,ठळक होत जाणे
ਫਿੱਕਾ ਪੈ ਜਾਣਾ,फिकट बाहेर
Fder,फॅडर
ਫੇਡਿੰਗ,लुप्त होत आहे
ਫੇਡਿੰਗ ਜ਼ੋਨ,फिकट झोन
ਫੈਨਟਮ (= ਫੈਂਟਮ),फॅन्टॉम (= फॅंटम)
ਫਾਸਟ ਫਾਰਿਅਰ ਟਰਾਂਸਫਾਰਮ (ਐਫਐਫਟੀ) ਐਲਗੋਰਿਦਮ,फास्ट फुरियर ट्रान्सफॉर्म (एफएफटी) अल्गोरिदम
ਘਾਤਕ ਗਲਤੀ,गंभीर त्रुटी
ਨੁਕਸ,दोष
ਵਿਸ਼ੇਸ਼ਤਾ,वैशिष्ट्य
ਫੀਡ,अन्न देणे
ਸੁਝਾਅ,अभिप्राय
ਫੀਡਬੈਕ ਐਂਪਲੀਫਾਇਰ,अभिप्राय एम्पलीफायर
ਫੀਡਬੈਕ ਸਰਕਟ,अभिप्राय सर्किट
ਫੀਡਬੈਕ ਵੋਲਟੇਜ,अभिप्राय व्होल्टेज
ਫੀਡਰ,फीडर
ਫੀਡਰ ਕੇਬਲ,फीडर केबल
ਫੀਡਰ ਝੌਂਪੜੀ,फीडर झोपडी
ਫੀਡਰ ਲਾਈਨ,फीडर लाइन
ਫੀਡਰ ਸਿਸਟਮ,फीडर सिस्टम
ਫੀਡਰ ਤਾਰ,फीडर वायर
ਫਾਈਬਰ,फायबर
ਫਾਈਬਰ ਆਪਟਿਕਸ,फायबर ऑप्टिक्स
ਵਫ਼ਾਦਾਰੀ,निष्ठा
ਵਫ਼ਾਦਾਰੀ ਸੀਮਾ ਦਾ ਵਾਧਾ,निष्ठा श्रेणी विस्तार
ਖੇਤਰ,फील्ड
ਫੀਲਡ ਡਰਾਈਵ,फील्ड ड्राइव्ह
ਫੀਲਡ ਪ੍ਰਭਾਵ ਟ੍ਰਾਂਸਿਸਟੋਰ,फील्ड इफेक्ट ट्रान्झिस्टर
ਖੇਤ ਦੀ ਤਾਕਤ,फील्ड सामर्थ्य
ਫੀਲਡ ਤਾਕਤ ਮੀਟਰ,फील्ड सामर्थ्य मीटर
ਫੀਲਡ ਪਾਵਰ ਸਰਵੇਖਣ,फील्ड सामर्थ्य सर्वेक्षण
ਚਿੱਤਰ,आकृती
ਮੈਰਿਟ ਦਾ ਚਿੱਤਰ,गुणवत्तेची आकृती
ਤੰਦੂਰ,फिलामेंट
ਫਾਈਲ,फाईल
ਫਾਈਲ ਸਰਵਰ,फाइल सर्व्हर
ਫਾਈਲ ਸਿਸਟਮ,फाईल सिस्टम
ਫਿਲਰ,फिलर
ਫਿਲਮ ਰਿਕਾਰਡਰ,फिल्म रेकॉर्डर
ਫਿਲਮ ਦੀ ਗਤੀ,चित्रपटाचा वेग
ਫਿਲਟਰ,फिल्टर
ਫਿਲਟਰ ਚੋਕ,फिल्टर चोक
ਫਿਲਟਰ ਸਰਕਟ,फिल्टर सर्किट
ਫਿਲਟਰਿੰਗ,फिल्टरिंग
ਵਧੀਆ ਟਿ ing ਨਿੰਗ ਨਿਯੰਤਰਣ,ललित ट्यूनिंग नियंत्रण
ਸੀਮਤ ਖੇਤਰ,मर्यादित फील्ड
ਅੱਗ ਦੀ ਕੰਧ,अग्नीची भिंत
ਫਾਇਰਫਾਕਸ,फायरफॉक्स
ਫਾਇਰਿੰਗ ਕੋਣ,फायरिंग कोन
ਫਰਮਵੇਅਰ,फर्मवेअर
ਫਿਟਿੰਗਜ਼,फिटिंग्ज
ਸਥਿਰ ਬਿੰਦੂ ਚਾਰਟ,निश्चित बिंदू चार्ट
ਸਥਿਰ ਬਿੰਦੂ ਆਈਟਮ,निश्चित बिंदू आयटम
ਫਲੈਸ਼,फ्लॅश
ਫਲੈਟ,फ्लॅट
ਫਲਿੱਕਰ,फ्लिकर
ਫਲਿਪ ਫਲਾਪ,फ्लिप फ्लॉप
ਫਲੋਟ ਵਾਲਵ,फ्लोट वाल्व्ह
ਫਲੋਟਿੰਗ,तरंगत
ਫਲੋਟਿੰਗ ਬੈਟਰੀ,फ्लोटिंग बॅटरी
ਫਲੋਟਿੰਗ ਪੁਆਇੰਟ,फ्लोटिंग पॉईंट
ਫਲੋਟਿੰਗ ਪੋਰਟ,फ्लोटिंग पोर्ट
ਹੜ੍ਹ ਦੀ ਰੌਸ਼ਨੀ,पूर प्रकाश
ਹੜ੍ਹ ਦੀ ਰੋਸ਼ਨੀ,पूर प्रकाश
ਫਲੋਰ,मजला
ਫਲਾਪੀ,फ्लॉपी
ਫਲੋ ਚਾਰਟ,प्रवाह चार्ट
ਉਤਰਾਅ-ਚੜ੍ਹਾਅ,चढ - उतार
ਤਰਲ,द्रवपदार्थ
ਫਲੋਰੋਸੈਂਟ ਲੈਂਪ,फ्लोरोसेंट दिवा
ਫਲੋਰੋਸੈਂਟ ਟਿ .ਬ,फ्लोरोसेंट ट्यूब
ਖੜੋਕ,फडफड
ਫਲੈਕਸ,प्रवाह
ਫਲੈਕਸ ਲਿੰਕਜ,फ्लक्स लिंकेज
ਐਫਐਮ ਨੈੱਟਵਰਕ,एफएम नेटवर्क
Fm ਟਾਵਰ,एफएम टॉवर
ਫੋਕਸ,फोकस
ਫੋਕਸ ਨਿਯੰਤਰਣ,फोकस नियंत्रण
ਫੋਕਸਿੰਗ,फोकसिंग
ਫੋਕਸਿੰਗ ਚੁੰਬਕ,फोकसिंग मॅग्नेट
ਧੁੰਦ,धुके
ਫੁਆਇਲ,फॉइल
ਵਾਪਸ ਫੋਲਡ ਕਰੋ,परत फोल्ड करा
ਫੋਲਡ ਡਿਪੋਲ,दुमडलेला द्विध्रुवीय
ਫੋਲਡਰ,फोल्डर
ਫੁਟੇਜ,फुटेज
ਫੁੱਟਰ,तळटीप
ਜ਼ਬਰਦਸਤੀ,सक्तीने दोलन
ਜ਼ਬਰਦਸਤੀ ਹਵਾਦਾਰੀ,सक्तीने वायुवीजन
ਜ਼ਬਰਦਸਤੀ ਵਾਈਬ੍ਰੇਸ਼ਨ,सक्तीने कंप
ਫੋਰਜ,बनावट
ਫਾਰਮੈਟ,स्वरूप
ਫਾਰਮੈਟ ਬਦਲਣਾ,स्वरूप शिफ्टिंग
ਫਾਰਮੈਟ ਧੁਨਾਂ,स्वरूप सूर
ਫਾਰਮੈਟਿੰਗ,स्वरूपन
ਅੱਗੇ ਬਿਆਸ,अग्रेषित पूर्वाग्रह
ਅੱਗੇ ਪੱਖਪਾਤ,पुढे पक्षपाती
ਅੱਗੇ ਵਰਤਮਾਨ,पुढे चालू
ਅੱਗੇ ਦਿਸ਼ਾ,पुढे दिशा
ਅੱਗੇ ਦਾ ਵਿਰੋਧ,अग्रेषित प्रतिकार
ਫੌਰਿਅਰ ਟਰਾਂਸਫਾਰਮ,फूरियर ट्रान्सफॉर्म
ਫ੍ਰੈਕਟਲ,भग्न
ਟੁੱਟਣਾ,विखंडन
ਫਰੇਮ ਫਰੇਮ,फ्रेम
ਫਰੇਮ ਫਾਰਮੈਟਿੰਗ,फ्रेम स्वरूपन
ਸਮਕਾਲੀ ਸਮਾਵਾਸ,फ्रेम सिंक्रोनिझर
ਫਰੇਮਿੰਗ,फ्रेमिंग
ਮੁਫਤ ਇਲੈਕਟ੍ਰੌਨ,विनामूल्य इलेक्ट्रॉन
ਖਾਲੀ ਥਾਂ ਦਾ ਨੁਕਸਾਨ,मोकळी जागा तोटा
ਖਾਲੀ ਥਾਂ ਦਾ ਰੋਕਥਾਮ ਦਾ ਨੁਕਸਾਨ,मोकळ्या जागेचा मार्ग तोटा
ਬਾਰੰਬਾਰਤਾ,वारंवारता
ਬਾਰੰਬਾਰਤਾ ਅਲਾਟਮੈਂਟ,वारंवारता वाटप
ਬਾਰੰਬਾਰਤਾ ਤਬਦੀਲੀ,वारंवारता चेंजर
ਬਾਰੰਬਾਰਤਾ ਕਨਵਰਟਰ,वारंवारता कन्व्हर्टर
ਬਾਰੰਬਾਰਤਾ ਕਾ ter ਂਟਰ,वारंवारता काउंटर
ਬਾਰੰਬਾਰਤਾ ਵਿਗਾੜ,वारंवारता विकृती
ਬਾਰੰਬਾਰਤਾ ਡਿਵਾਈਡਰ,वारंवारता विभाजक
ਬਾਰੰਬਾਰਤਾ ਡੋਮੇਨ,वारंवारता डोमेन
ਬਾਰੰਬਾਰਤਾ ਡਬਲਰ,वारंवारता दुहेरी
ਬਾਰੰਬਾਰਤਾ ਸੰਚਾਲਨ,वारंवारता मॉड्यूलेशन
ਬਾਰੰਬਾਰਤਾ ਮਾਨੀਟਰ,वारंवारता मॉनिटर
ਬਾਰੰਬਾਰਤਾ ਮਲਟੀਪਲੈਕਸ,वारंवारता मल्टिप्लेक्स
ਬਾਰੰਬਾਰਤਾ ਗੁਣਕ,वारंवारता गुणक
ਬਾਰੰਬਾਰਤਾ ਦੀ ਰੇਂਜ,वारंवारता श्रेणी
ਬਾਰੰਬਾਰਤਾ ਜਵਾਬ,वारंवारता प्रतिसाद
ਬਾਰੰਬਾਰਤਾ ਸ਼ਿਫਟ,वारंवारता शिफ्ट
ਬਾਰੰਬਾਰਤਾ ਸਪੈਕਟ੍ਰਮ,वारंवारता स्पेक्ट्रम
ਬਾਰੰਬਾਰਤਾ ਸਿੰਥੇਸਾਈਜ਼ਰ,वारंवारता सिंथेसाइझर
ਬਾਰੰਬਾਰਤਾ ਸਹਿਣਸ਼ੀਲਤਾ,वारंवारता सहनशीलता
ਫ੍ਰੀਕੁਐਂਸੀ ਅਨੁਵਾਦਕ ਬਾਕਸ,वारंवारता अनुवादक बॉक्स
ਬਾਰੰਬਾਰਤਾ ਪਰਿਵਰਤਨ,वारंवारता भिन्नता
ਫ੍ਰੇਸਨਲਜ਼ ਜ਼ੋਨ,फ्रेस्नेल झोन
ਫਰਿੰਜ-ਖੇਤਰ,फ्रिंज-एरिया
ਸਾਹਮਣੇ ਦੇ ਦਲਾਨ,फ्रंट पोर्च
ਪੂਰਾ ਖੇਤਰ,पूर्ण अ‍ॅडर
ਪੂਰੀ ਵੇਵ ਮੁੜ ਸਥਾਪਨਾ,पूर्ण वेव्ह सुधारणे
ਪੂਰੀ ਵੇਵ ਰੀਐਕਟਫਾਇਰ,पूर्ण वेव्ह रेक्टिफायर
ਫੰਕਸ਼ਨ,कार्य
ਫੰਕਸ਼ਨ ਕੁੰਜੀ,फंक्शन की
ਕਾਰਜਸ਼ੀਲ ਟੈਸਟਿੰਗ,कार्यात्मक चाचणी
ਬੁਨਿਆਦੀ,मूलभूत
ਬੁਨਿਆਦੀ ਬਾਰੰਬਾਰਤਾ,मूलभूत वारंवारता
ਬੁਨਿਆਦੀ ਵੇਗ,मूलभूत वेग
ਫੈਨਲ,फनेल
ਫਿ .ਜ਼,फ्यूज
ਫਿ use ਜ਼ ਤਾਰ,फ्यूज वायर
ਫਜ਼ੀ ਤਰਕ,अस्पष्ट तर्कशास्त्र
ਲਾਭ,मिळवा
ਲਾਭ ਪ੍ਰਾਪਤ ਕਰੋ,नियंत्रण मिळवा
ਗੈਲੋਸ ਫੀਲਡ,गॅलोइस फील्ड
ਗਾਮਟ,गर्दी
ਗੈਂਗ ਕੰਡੈਂਸਰ,गँग कंडेन्सर
