Odiya,Tamil
ପିରାମିଡ୍ ଫ୍ରଷ୍ଟମ୍ |,பிரமிட் விரக்தி
ଶେଲ୍ ଫ୍ରଷ୍ଟମ୍ |,ஷெல் விரக்தி
ପୂର୍ଣ୍ଣ ବିସ୍ତାର,முழு பரவல்
"କାର୍ଯ୍ୟ, କାର୍ଯ୍ୟ, ଗୁଣ (ଗୋଷ୍ଠୀ)","செயல்பாடுகள், செயல்பாடுகள், பண்புகள் (குழுக்கள்)"
କାର୍ଯ୍ୟ ବିଶ୍ଳେଷଣ |,செயல்பாடு பகுப்பாய்வு
"ମୂଳ, ମୂଳ","அசல், அசல்"
ମ basic ଳିକ ତତ୍ତ୍। |,அடிப்படை தேற்றம்
ବୀଜ ବିବେଚନାର ମ fundamental ଳିକ ତତ୍ତ୍। |,இயற்கணிதத்தின் அடிப்படை தேற்றம்
"ଗାଲାକ୍ସି, ସ୍କାଏ-ଗଙ୍ଗା |","கேலக்ஸி, ஸ்கை-கங்கா"
ଗାଲୋଇସ୍ ଅଞ୍ଚଳ |,கலோயிஸ் பகுதி
ଗାଲୋଇସ୍ ଗ୍ରୁପ୍ |,கலோயிஸ் குழு
ଜୁଆ ଖେଳାଳିଙ୍କ ଆର୍ଥିକ,சூதாட்டக்காரரின் நிதி
ଖେଳ ଏବଂ କ icks ଶଳ |,விளையாட்டுகள் மற்றும் தந்திரங்கள்
ସୁଯୋଗର ଖେଳ |,வாய்ப்பு விளையாட்டு
ଡାଏସ୍ ଖେଳ |,பகடை விளையாட்டு
ଖେଳ ସିଦ୍ଧାନ୍ତ,விளையாட்டு கோட்பாடு
ସଂପୂର୍ଣ୍ଣ ସ୍ମୃତି ଖେଳ,சரியான நினைவக விளையாட்டுகள்
ଖେଳ ମୂଲ୍ୟ,விளையாட்டு மதிப்பு
ଗାମା କାର୍ଯ୍ୟ,காமா செயல்பாடு
ଗସ୍-ଆର୍ଗନ୍ ଫ୍ଲାଟ |,காஸ்-ஆர்கான் பிளாட்
ଗସ୍-ବକ୍ର,காஸ்-வளைவு
ଗାଉସିଆନ୍ ସମାଧାନ |,காஸியன் தீர்வு
ଗସ୍-ପ୍ଲେନ୍ |,காஸ்-விமானம்
ଗସ୍-ଗୁରୁତ୍ୱ ଆଡଜଷ୍ଟମେଣ୍ଟ୍ |,காஸ்-முக்கியத்துவம் சரிசெய்தல்
ବିସ୍ତୃତ ଅବସ୍ଥାନ |,பரந்த நிலை
ସାଧାରଣ ସମ୍ମିଶ୍ରଣ ତତ୍ତ୍ୱ |,பொது ஒருங்கிணைப்பு தேற்றம்
ସାଧାରଣ ସମୀକରଣ |,பொது சமன்பாடு
ବିସ୍ତୃତ କାରକ |,விரிவான காரணி
"ସାଧାରଣ ଫର୍ମ, ପ୍ରଶସ୍ତ |","பொது வடிவம், பரந்த"
ସାଧାରଣ ସୂତ୍ର,பொது சூத்திரம்
ପ୍ରଶସ୍ତ ଖେଳ |,பரந்த விளையாட்டு
ସାଧାରଣ ଆକଳନ |,பொது மதிப்பீடு
ବିସ୍ତୃତ ଅବିଚ୍ଛେଦ୍ୟ |,விரிவான ஒருங்கிணைந்த
ସାଧାରଣକରଣ,பொதுமைப்படுத்தல்
ସାଧାରଣ ଆସୋସିଏଟିଭ୍ ନିୟମ |,பொதுவான துணை விதி
ସାଧାରଣକରଣ ନିରନ୍ତର ଅନୁମାନ |,பொதுவான தொடர்ச்சியான கருதுகோள்
ସାଧାରଣ ଅବତରଣ କାର୍ଯ୍ୟ,பொதுவான இறங்கு செயல்பாடு
ସାଧାରଣ ସଂଯୋଜନା,பொதுவான ஆயத்தொகுப்புகள்
ସାଧାରଣ ଇଜେନ ମୂଲ୍ୟ ସମସ୍ୟା |,பொதுவான ஈஜென் மதிப்பு சிக்கல்
ସାଧାରଣ ସମ୍ମିଶ୍ରଣ ତତ୍ତ୍ୱ |,பொது ஒருங்கிணைப்பு தேற்றம்
ସାଧାରଣ ସମୀକରଣ |,பொது சமன்பாடு
ବିସ୍ତୃତ କାରକ |,விரிவான காரணி
"ସାଧାରଣ ଫର୍ମ, ପ୍ରଶସ୍ତ |","பொது வடிவம், பரந்த"
ସାଧାରଣ ସୂତ୍ର,பொது சூத்திரம்
ପ୍ରଶସ୍ତ ଖେଳ |,பரந்த விளையாட்டு
ସାଧାରଣ ଆକଳନ |,பொது மதிப்பீடு
ବିସ୍ତୃତ ଅବିଚ୍ଛେଦ୍ୟ |,விரிவான ஒருங்கிணைந்த
ସାଧାରଣକରଣ,பொதுமைப்படுத்தல்
ସାଧାରଣ ଆସୋସିଏଟିଭ୍ ନିୟମ |,பொதுவான துணை விதி
ସାଧାରଣକରଣ ନିରନ୍ତର ଅନୁମାନ |,பொதுவான தொடர்ச்சியான கருதுகோள்
ସାଧାରଣ ଅବତରଣ କାର୍ଯ୍ୟ,பொதுவான இறங்கு செயல்பாடு
ସାଧାରଣ ସଂଯୋଜନା,பொதுவான ஆயத்தொகுப்புகள்
ସାଧାରଣ ଇଜେନ ମୂଲ୍ୟ ସମସ୍ୟା |,பொதுவான ஈஜென் மதிப்பு சிக்கல்
"ବଂଶ ନାମ, ଶ୍ରେଣୀ ନାମ, ଜାତି ନାମ |","குலப் பெயர், வர்க்கப் பெயர், சாதிப் பெயர்"
ପୃଷ୍ଠା ସଂଖ୍ୟା,பக்க எண்
"ବିକଳ୍ପ, ଜିଓଡେସିକ୍ |","மாற்று, புவிசார்"
ଜ୍ୟାମିତିକ,வடிவியல்
ଜ୍ୟାମିତିକ ଡିଜାଇନ୍ |,வடிவியல் வடிவமைப்பு
ଜ୍ୟାମିତିକ ଅର୍ଥ |,வடிவியல் சராசரி
ଜ୍ୟାମିତିକ ଗୁଣନ |,வடிவியல் பெருக்கம்
ଜ୍ୟାମିତିକ ସମ୍ଭାବନା |,வடிவியல் நிகழ்தகவு
ଜ୍ୟାମିତିକ ପ୍ରଗତି |,வடிவியல் முன்னேற்றம்
ଜ୍ୟାମିତିକ କ୍ରମ |,வடிவியல் தொடர்
ଜ୍ୟାମିତିକ ଚିତ୍ର,வடிவியல் உருவம்
ଜ୍ୟାମିତିକ ଗଣିତ କ୍ରମ |,வடிவியல் எண்கணித தொடர்
"ଜ୍ୟାମିତି, ଜ୍ୟାମିତି |","வடிவியல், வடிவியல்"
ସର୍ବଭାରତୀୟ ସର୍ବାଧିକ |,உலகளாவிய அதிகபட்சம்
ସର୍ବଭାରତୀୟ ସର୍ବନିମ୍ନ ସମ୍ପତ୍ତି |,உலகளாவிய குறைந்தபட்ச சொத்து
ସର୍ବଭାରତୀୟ ସର୍ବନିମ୍ନ,உலகளாவிய குறைந்தபட்சம்
ସର୍ବଭାରତୀୟ ସର୍ବୋତ୍କୃଷ୍ଟ |,உலகளாவிய உகந்தது
ସର୍ବଭାରତୀୟ ସମ୍ପତ୍ତି |,உலகளாவிய சொத்து
ସର୍ବଭାରତୀୟ ପ୍ରବେଶ ବିନ୍ଦୁ |,உலகளாவிய அணுகல் புள்ளி
ସରଳତା,வழுவழுப்பு
ର୍ୟାଙ୍କ୍ ସମ୍ପର୍କ,தரவரிசை தொடர்பு
ବର୍ଗୀକୃତ ତଥ୍ୟ |,வகைப்படுத்தப்பட்ட தரவு
"ope ୁଲା, ଗ୍ରେଡିଏଣ୍ଟ୍ |","சாய்வு, சாய்வு"
ope ାଲର ଘନତା |,சாய்வு அடர்த்தி
ରେଖା ope ୁଲା |,வரி சாய்வு
ବେଗ ଗ୍ରେଡିଏଣ୍ଟ୍,வேகம் சாய்வு
ope ୁଲା ଭେକ୍ଟର |,சாய்வு திசையன்
ope ୁଲା ବେଗ,சாய்வு வேகம்
"ଗ୍ରେଡିଂ, ଗ୍ରେଡିଂ, ଗ୍ରେଡିଂ, ସ୍ତର ସନ୍ତୁଳନ |","கிரேடிங், கிரேடிங், கிரேடிங், லெவல் பேலன்சிங்"
ଗ୍ରେଡିଂ ବିଶ୍ଳେଷଣ |,தர பகுப்பாய்வு
ଗ୍ରାମ,கிராம்
ଗ୍ରାମ ଭେଦ,கிராம் வகுத்தல்
ଗ୍ରାମ-ଶିମିଡଙ୍କ ସଂଗ୍ରହ ପ୍ରକ୍ରିୟା |,கிராம்-ஷ்மிட் அணிதிரட்டல் செயல்முறை
ମହତ୍ mean ପୂର୍ଣ୍ଣ ଅର୍ଥ |,பெரிய சராசரி
ସରଭାୟୋଗା |,சர்வயோகம்
"ଗ୍ରାଫ୍, ଗ୍ରାଫ୍, ଗ୍ରାଫ୍","வரைபடம், வரைபடம், வரைபடம்"
ଗ୍ରାଫିକ୍,வரைகலை
"ଗ୍ରାଫିକ୍, ଗ୍ରାଫ୍","வரைகலை, வரைபடம்"
ଆଲେଖୀକ ଗଣନା,வரைகலை கணக்கீடு
"ଗ୍ରାଫିକ୍ ଡିଜାଇନ୍, ଗ୍ରାଫିକ୍ ଡିଜାଇନ୍ |","வரைகலை வடிவமைப்பு, வரைகலை வடிவமைப்பு"
ଆଲେଖୀକ ଏକୀକରଣ,வரைகலை ஒருங்கிணைப்பு
ଆଲେଖୀକ ସନ୍ନିବେଶ,வரைகலை செருகல்
ଗ୍ରାଫିକ୍ ପଦ୍ଧତି |,கிராஃபிக் முறை
"ଆଲେଖୀକ ଉପସ୍ଥାପନା, ଆଲେଖୀକ ଉପସ୍ଥାପନା |","வரைகலை பிரதிநிதித்துவம், வரைகலை பிரதிநிதித்துவம்"
"ଗ୍ରାଫିକ୍ ରେସିପି, ଗ୍ରାଫିକ୍ |","கிராஃபிக் ரெசிபிகள், கிராஃபிக்"
"ଗ୍ରାଫ୍ ପେପର, ସ୍କ୍ୱାର୍ଡ ପେପର, ଗ୍ରାଫ୍ ପେପର |","வரைபடத் தாள், சதுரக் காகிதம், வரைபடத் தாள்"
"ମାଧ୍ୟାକର୍ଷଣ, ମାଧ୍ୟାକର୍ଷଣ |","ஈர்ப்பு, ஈர்ப்பு"
ମାଧ୍ୟାକର୍ଷଣ ତ୍ୱରଣ |,ஈர்ப்பு முடுக்கம்
"ମାଧ୍ୟାକର୍ଷଣ, ମାଧ୍ୟାକର୍ଷଣ ଆକର୍ଷଣ |","ஈர்ப்பு, ஈர்ப்பு ஈர்ப்பு"
ମାଧ୍ୟାକର୍ଷଣ ସ୍ଥିର |,ஈர்ப்பு மாறிலி
ମାଧ୍ୟାକର୍ଷଣ ବକ୍ରତା |,ஈர்ப்பு வளைவு
ମାଧ୍ୟାକର୍ଷଣ ଶକ୍ତି |,புவியீர்ப்பு விசை
ମାଧ୍ୟାକର୍ଷଣ ଟାଣ |,ஈர்ப்பு விசை
ମାଧ୍ୟାକର୍ଷଣ,புவியீர்ப்பு
saptarshi,சப்தர்ஷி
ବଡ ବୃତ୍ତ |,பெரிய வட்டம்
ବଡ଼ ବୃତ୍ତ ବିମାନ |,பெரிய வட்ட விமானம்
ପ୍ରଶସ୍ତ ବୃତ୍ତ |,பரந்த வட்டம்
ସର୍ବଶ୍ରେଷ୍ଠ କାରକ |,மிகப்பெரிய காரணி
ଶୀର୍ଷ ଉପାଦାନ |,மேல் உறுப்பு
ସର୍ବ ବୃହତ ନିମ୍ନ ସୀମା |,மிகப் பெரிய கீழ் எல்லை
ବଡ ସଂଖ୍ୟା,பெரிய எண்
ବହୁଭୂଜ,பலகோணம்
ଗ୍ରେଗୋରିଆନ୍ କ୍ୟାଲେଣ୍ଡର |,கிரேக்க நாட்காட்டி
ଗ୍ରେଗୋରିଆନ୍ ସଂଶୋଧନ |,கிரிகோரியன் திருத்தம்
ଗ୍ରେଗୋରିଆନ୍ ସୂତ୍ର |,கிரிகோரியன் சூத்திரம்
ଗ୍ରେଗୋରୀ-ନ୍ୟୁଟନ୍ ସୂତ୍ର |,கிரிகோரி-நியூட்டன் சூத்திரம்
ଗ୍ରେଗୋରିଆନ୍ ବର୍ଗ |,கிரிகோரியன் வகை
"ମୋଟ, ସମୁଦାୟ (v।) ମୋଟ (n।)","மொத்த, மொத்தம் (v.) மொத்த (n.)"
ମୋଟ ସମ୍ପର୍କ,மொத்த தொடர்பு
ମୋଟ ତ୍ରୁଟି,மொத்த பிழை
ମୋଟ ଆୟ,மொத்த வருமானம் ரூ
"ଶ୍ରେଣୀ, ଗୋଷ୍ଠୀ, ସଙ୍ଗଠନ |","வர்க்கம், குழு, சங்கம்"
ଗୋଷ୍ଠୀ ଗ୍ରହଣ,குழு ஏற்பு
ଗୋଷ୍ଠୀ axiom |,குழு கோட்பாடு
ଗୋଷ୍ଠୀ ନିୟନ୍ତ୍ରଣ |,குழு கட்டுப்பாடு
ଗୋଷ୍ଠୀଭୁକ୍ତ ବର୍ଗ |,தொகுக்கப்பட்ட வகை
ସମୃଦ୍ଧତାର ସେଟ୍ |,சமச்சீர்களின் தொகுப்பு
ରୂପାନ୍ତର ଗୋଷ୍ଠୀ |,மாற்று குழு
ସମ୍ମିଳନୀ,கூட்டு
ଗୋଷ୍ଠୀ ସିଦ୍ଧାନ୍ତ ଧାରଣା |,குழு கோட்பாடு யோசனை
ଗୋଷ୍ଠୀ ସିଦ୍ଧାନ୍ତ |,குழு கோட்பாடு
ଅଭିବୃଦ୍ଧି |,வளர்ச்சி
ଅଭିବୃଦ୍ଧି ସୂତ୍ର,வளர்ச்சி சூத்திரம்
ଅଭିବୃଦ୍ଧି ହାର,வளர்ச்சி விகிதம்
g- ନମୁନା |,g-மாதிரி
ଆନୁମାନିକ ଅର୍ଥ,மதிப்பிடப்பட்ட சராசரி
ଅଧା ଆଡର୍ |,அரை சேர்ப்பான்
ଅର୍ଦ୍ଧ ବନ୍ଦ ବ୍ୟବଧାନ |,அரை மூடிய இடைவெளி
ଅଧା ଜନସଂଖ୍ୟା |,பாதி மக்கள் தொகை
ହାମିଲଟନ୍ କେଲି ଥିଓରେମ୍ |,ஹாமில்டன் கெல்லி தேற்றம்
ହାମିଲଟୋନି ଅପରେଟର |,ஹாமில்டோனி ஆபரேட்டர்
ହାମିଲଟନ୍ ର ଚତୁର୍ଭୁଜ |,ஹாமில்டனின் நான்கு மடங்கு
"ହାରମୋନିକ୍, ହାରମୋନିକ୍, ହାରମୋନିକ୍, ହାରମୋନିକ୍ |","ஹார்மோனிக், ஹார்மோனிக், ஹார்மோனிக், ஹார்மோனிக்"
ହରମୋନିକ୍ କଭର |,ஹார்மோனிக் கவர்
ହାରମୋନିକ୍ ଅର୍ଥ |,ஹார்மோனிக் சராசரி
ହାରମୋନିକ୍ ପ୍ରଗତି |,ஹார்மோனிக் முன்னேற்றம்
"ପାରସ୍ପରିକ ବିଶ୍ଳେଷଣ, ଗୁଣବତ୍ତା |","ஊடாடும் பகுப்பாய்வு, தரம்"
ହାରମୋନିକ୍ ପରିସର |,ஹார்மோனிக் வரம்பு
"ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା |","உயரம், உயரம், உயரம்"
"ଗୋଲାର୍ଦ୍ଧ, ଗୋଲାର୍ଦ୍ଧ","அரைக்கோளம், அரைக்கோளம்"
ଗୋଲାର୍ଦ୍ଧ,அரைக்கோளமானது
hemispherical projection,அரைக்கோளத் திட்டம்
