Kannada,Telugu
ಡಿಜಿಟಲ್ ಸಿಗ್ನಲ್ ಸಂಸ್ಕರಣೆ (ಡಿಎಸ್ಪಿ),డిజిటల్ సిగ్నల్ ప్రాసెసింగ్ (DSP)
ಡಿಜಿಟಲ್ ಸಹಿ,డిజిటల్ సంతకం
ಡಿಜಿಟಲ್ ತಂತ್ರಜ್ಞಾನ,డిజిటల్ టెక్నాలజీ
ಡಿಜಿಟಲ್ ಟು ಅನಲಾಗ್ ಪರಿವರ್ತಕ,డిజిటల్ టు అనలాగ్ కన్వర్టర్
ಅಂಕಿ,డిజిటల్ వీడియో
ಡಿಫೀಸು,డిజిటల్ వోల్టమీటర్
ಡಿಪಾಂಡೀಕರಣ,డిజిటలైజేషన్
ಡಿಜೈಟಲೀಕರಣ,డిజిటలైజేషన్
ಡಿಜಿಟಲೀಕರಣಗೊಳಿಸಿದ ವೀಡಿಯೊ,డిజిటలైజ్డ్ వీడియో
ಡಿಜೀಜರ್,డిజిటైజర్
ಮಂದ,మసక
ಆಯಾಮ,పరిమాణం
.,మసకబారిన
ಡಯೀಡೆ,డయోడ్
ಮುಳುಗಿಸು,ముంచు
ಸಜ್ಜು,డిప్లెక్సర్
ದ್ವಿಧ್ರುವಿ ಆಂಟೆನಾ,డైపోల్ యాంటెన్నా
ನೇರ ಪ್ರಸಾರ,ప్రత్యక్ష ప్రసారం
ನೇರ ಪ್ರವಾಹ (ಡಿ ಸಿ),ప్రత్యక్ష కరెంట్
ನೇರ ಪಿಕ್ ಅಪ್,ప్రత్యక్ష పికప్
ನೇರ ಓದುವ ಸಾಧನ,ప్రత్యక్ష పఠన పరికరం
ನೇರ ರೆಕಾರ್ಡಿಂಗ್,ప్రత్యక్ష రికార్డింగ్
ದಿಕ್ಕಿನ ಆಂಟೆನಾ,డైరెక్షనల్ యాంటెన్నా
ದಿಕ್ಕಿನ,డైరెక్షనల్ కప్లర్
ದಿಕ್ಕಿನ ಮೈಕ್ರೋಫೋನ್,డైరెక్షనల్ మైక్రోఫోన్
ನಿರ್ದೇಶನ,డైరెక్టివిటీ
ನಿರ್ದೇಶಕ,డైరెక్టరీ
ನಿಷ್ಪಲಿತಿ,డిసేబుల్
ಡಿಸ್ಕ್ ಆಂಟೆನಾ,డిస్క్ యాంటెన్నా
ಡಿಸ್ಕ್ ಆಧಾರಿತ ಸಂಗ್ರಹಣೆ,డిస్క్ ఆధారిత నిల్వ
ಪ್ರತ್ಯೇಕವಾದ,వివిక్త
ಕೊರೆ,డిస్క్
ಡಿಸ್ಕ್ ಡ್ರೈವ್,డిస్క్ డ్రైవ్
ಡಿಸ್ಕ್ ಕೋಟ,డిస్క్ కోటా
ವೇಶ್ಯೆ,డిస్కెట్
ಸ್ಥಳಾಂತರಿಸುವುದು,తొలగుట
ಪ್ರಸರಣ,చెదరగొట్టడం
ಸ್ಥಳಾಂತರ,స్థానభ్రంశం
ಪ್ರದರ್ಶನ,ప్రదర్శన
ಪ್ರದರ್ಶನ ಘಟಕ (ಕನ್ಸೋಲ್),ప్రదర్శన యూనిట్ (కన్సోల్)
ಹರಡುವುದು,వెదజల్లడం
ಅಪಶ್ರುತನ,వైరుధ్యం
ಭಟ್ಟಿ ಇಳಿಸಿದ ನೀರು,పరిశుద్ధమైన నీరు
ಅಸ್ಪಷ್ಟತೆ,వక్రీకరణ
ವಿತರಣೆ,పంపిణీ
ವಿತರಣಾ ವರ್ಧಕ,పంపిణీ యాంప్లిఫైయర్
ವಿಭಾಗ,విభజన
ವಿಭಜಕ,విభజన
ದಾಖಲೆಗಳು,పత్రం
ಡಾಲ್ಬಿ ಡಿಜಿಟಲ್,డాల్బీ డిజిటల్
ರೂಪ,డొమైన్
ಡೊಮೇನ್ ನಿಯಂತ್ರಕ,డొమైన్ కంట్రోలర్
ಡಾಪ್ಲರ್ ಪರಿಣಾಮ,డాప్లర్ ప్రభావం
ಡಬಲ್ ಧ್ರುವ (ದ್ವಿಧ್ರುವಿ),ద్వారం)
ಡಬಲ್ ಪೋಲ್ ಸಿಂಗಲ್ ಥ್ರೋ ಸ್ವಿಚ್,డబుల్ పోల్ సింగిల్ త్రో స్విచ్
ಎರಡು ಬದಿಯ ಡಿಸ್ಕ್,డబుల్ సైడెడ్ డిస్క్
ದ್ವಾರಪಾಲಕ,డబుల్
ಕೆಳಗೆ ಬರುವ ತರಂಗ,డౌన్ రాబోయే వేవ్
ಕೆಳಗಡೆ,డౌన్ స్ట్రీమ్
ಕೆಳಕ್ಕೆ ಇಳಿಸು,డౌన్‌లింక్
ಡೌನ್‌ಲೋಡ್,డౌన్‌లోడ్
ಡೌನ್‌ಲೋಡ್ ಮಾಡಲಾಗುತ್ತಿದೆ,డౌన్‌లోడ్
ಚಿತ್ರ,డ్రాయింగ్
ಕೊರೆಯುವ ಬಿಟ್,డ్రిల్లింగ్ బిట్
ಕೊರೆಯುವ ಯಂತ್ರ,డ్రిల్లింగ్ మెషిన్
ಚಾಲನೆ,డ్రైవ్
ನಾಟಕ,డ్రమ్
ಒಣ ಬಲ್ಬ್ ತಾಪಮಾನ,పొడి బల్బ్ ఉష్ణోగ్రత
ಒಣ ಕೋಶ,పొడి సెల్
ಒಣ ಬೆಸುಗೆ,డ్రై టంకము
ಡ್ಯುಯಲ್ ಚಾನೆಲ್ ಮೋಡ್,ద్వంద్వ ఛానల్ మోడ్
ನಾಚಿಕೆಗೇಡು,డబ్బింగ్
ದರ್ಜೆ,డడ్
ಬ ೦ ದಿಸು,డంప్
ಡ್ಯುಪ್ಲೆಕ್ಸ್,డ్యూప్లెక్స్
ಅವಧಿ,వ్యవధి
ಧೂಳು,దుమ్ము
ಧೂಳು ದೋಷ,డస్ట్ బగ్
ಧೂಳು ಪ್ರೂಫ್,డస్ట్ ప్రూఫ్
ಡಸ್ಟರ್,డస్టర్
ಕ್ರಿಯಾಶೀಲ,డైనమిక్
ಡೈನಾಮಿಕ್ ಬಿಟ್ ಹಂಚಿಕೆ,డైనమిక్ బిట్ కేటాయింపు
ಡೈನಾಮಿಕ್ ಇಂಟರ್ಮೋಡ್ಯುಲೇಷನ್ ಅಸ್ಪಷ್ಟತೆ (ಮಂದ),డైనమిక్ ఇంటర్మోడ్యులేషన్ వక్రీకరణ (DIM)
ಡೈನಾಮಿಕ್ ಪ್ರಮಾಣೀಕರಣ,డైనమిక్ పరిమాణీకరణ
ಕ್ರಿಯಾತ್ಮಕ ವ್ಯಾಪ್ತಿಯನ್ನು,డైనమిక్ పరిధి
ಡೈನಾಮಿಕ್ ಶ್ರೇಣಿ ನಿಯಂತ್ರಣ,డైనమిక్ పరిధి నియంత్రణ
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ,డైనమో
ಕಿವಿ ಫೋನ್,చెవి ఫోన్
ಭೂಮಿ,భూమి
ಭೂಮಿಯ ಉಬ್ಬು,భూమి ఉబ్బెత్తు
ಭೂಮಿಯ ಪ್ರತಿರೋಧ,భూమి నిరోధకత
ಭೂಮಿ,ఎర్త్ రాడ్
ಭೂಮಿಯ ಉಪಗ್ರಹ,ఎర్త్ ఉపగ్రహం
ಭೂಶಕ್ತಿ,ఎర్త్ స్టేషన్
ಭೂಕಂಪನ,ఎర్త్ టెర్మినల్
ಜರಡಿ,ఎర్తింగ్
ಪ್ರತಿಧ್ವನಿ,ఎకో
ಪ್ರತಿಧ್ವನಿ ಕೊಠಡಿ,ఎకో చాంబర్
ಎಡ್ಡಿ ಕರೆಂಟ್,ఎడ్డీ కరెంట్
ಎಡ್ಡಿ ಪ್ರಸ್ತುತ ನಷ್ಟ,ఎడ్డీ కరెంట్ నష్టం
ಅಂಚಿಗೆ ತಿರುಗಿ,ఎడ్జ్వైస్ మీటర్
ಸಂಪಾದನೆ,ఎడిటింగ్
ಪರಿಣಾಮಕಾರಿ ಆಂಟೆನಾ ಎತ್ತರ,ప్రభావవంతమైన యాంటెన్నా ఎత్తు
ಪರಿಣಾಮಕಾರಿ ಆಂಟೆನಾ ಉದ್ದ,ప్రభావవంతమైన యాంటెన్నా పొడవు
ಪರಿಣಾಮಕಾರಿ ವೋಲ್ಟೇಜ್,ప్రభావవంతమైన వోల్టేజ్
ಅಖಂಡತೆ,సామర్థ్యం
ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,స్థితిస్థాపకత
ವಿದ್ಯುತ್ ವಿಸರ್ಜನೆ,విద్యుత్ ఉత్సర్గ
ವಿದ್ಯುತ್ ಕ್ಷೇತ್ರ,ఎలక్ట్రిక్ ఫీల్డ్
ವಿದ್ಯುದಳ ಸಂಚಿಕೆ,ఎలక్ట్రిక్ ఫ్లాష్
ವಿದ್ಯುತ್ ಹೀಟರ್,విద్యుత్ హీటర్
ವಿದ್ಯುತ್ಮಾಪಕ,ఎలక్ట్రిక్ మీటర్
ವಿದ್ಯುತ್ ಮೋಟಾರ್,విద్యుత్ మోటారు
ವಿದ್ಯುತ್ ಆಘಾತ,విద్యుదాఘాతం
ವಿದ್ಯುತ್ ಕಂಡಿ,ఎలక్ట్రిక్ స్పార్క్
ವಿದ್ಯುತ್ ಉಪಕರಣ,విద్యుత్ ఉపకరణం
ವಿದ್ಯುತ್ ಶಬ್ದ,విద్యుత్ శబ్దం
ವಿದ್ಯುತ್ ಬಿರುಗಾಳಿ,విద్యుత్ తుఫాను
ವಿದ್ಯುತ್ ಚಾಲಿತ ಸಂಗೀತ ವಾದ್ಯ,విద్యుత్తుతో పనిచేసే సంగీత పరికరం
ವಿದ್ಯುತ್‌,విద్యుత్
ವಿದ್ಯುತ್ ಸರಬರಾಜು,విద్యుత్ సరఫరా
ವಿದ್ಯುದ್ವೋಗದ,ఎలెక్ట్రోడైనమిక్
ವಿದ್ಯುದ್ವಿಚ್ticೇದಕ,ఎలక్ట్రోలైటిక్ కెపాసిటర్
ವಿದ್ಯುತ್ಕಾಂತೀಯ,విద్యుదయస్కాంత
ವಿದ್ಯುತ್ಕಾಂತದ ಅಡಚಣೆ,విద్యుదయస్కాంత భంగం
ವಿದ್ಯುತ್ಕಾಂತದ ಮಧ್ಯಪ್ರವೇಶ,విద్యుదయస్కాంత ఇంటర్‌ఫెరెన్స్
ವಿದ್ಯುತ್ಕಾಂತೀಯ ತರಂಗಾಂತರ,విద్యుదయస్కాంత వర్ణపటం
ವಿದ್ಯುತ್ಕಾಂತೀಯ ತರಂಗ,విద్యుదయస్కాంత తరంగం
ವಿದ್ಯುತ್ಕಾಂತೀಯ ತರಂಗ ಪ್ರಸಾರ,విద్యుదయస్కాంత తరంగ ప్రచారం
ಎಲೆಕ್ಟ್ರಾನ್ ಬಹು ಫೋಟೊಟ್ಯೂಬ್,ఎలక్ట్రాన్ మల్టిపుల్ ఫోటోట్యూబ్
ವಿದ್ಯುನ್ಮಾನಿನ ಕ್ಯಾಲ್ಕುಂಡರ್,ఎలక్ట్రానిక్ కాలిక్యులేటర్
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಸಂಸ್ಕರಣೆ (ಇಡಿಪಿ),ఎలక్ట్రనిక్ డేటా ప్రాసెసింగ్ (ఇడిపి)
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಮೇಲ್ (ಇ-ಮೇಲ್),ఇ-మెయిల్
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸ್ವಿಚಿಂಗ್ ವ್ಯವಸ್ಥೆ,ఎలక్ట్రానిక్ స్విచింగ్ సిస్టమ్
ವಿದ್ಯುದರ್ಚಿ,ఎలక్ట్రానిక్స్
ವಿದ್ಯುದುಜ್ಞಾನಿಕ,ఎలక్ట్రోప్లేటింగ్
ಸ್ಥಾಯೀ,ఎలెక్ట్రోస్టాటిక్
ಎತ್ತರ,ఎలివేషన్
ಹುದುಗಿಸಿದ,పొందుపరచబడింది
ಎಂಬೆಡೆಡ್ ಆಡಿಯೊ,పొందుపరిచిన ఆడియో
ಹತೋಟಿ ವ್ಯವಸ್ಥೆ,పొందుపర్చిన వ్యవస్థ
ಲಾಂblemನ,చిహ్నం
ಉದಯೋನ್ಮುಖ ಪ್ರವೃತ್ತಿಗಳು,అభివృద్ధి చెందుతున్న పోకడలు
ಹೊರಸೂಸುವಿಕೆ,ఉద్గార
ಹೊರಸೂಸುವಿಕೆ,ఉద్గారిణి
ಹೊರಸೂಸುವ ಅನುಪಾತ,ఉద్గారిణి అనుచరుడు
ಹೊರಸೂಸುವ ಟರ್ಮಿನಲ್,ఉద్గారిణి టెర్మినల్
ಹೊರಸೂಸುವಿಕೆ,ఉద్గారిణి-బేస్-జంక్షన్
ಸಕ್ರಿಯಗೊಳಿಸು,ఎనేబుల్
ಎನಾಮೆಲ್ಡ್ ತಂತಿ,ఎనామెల్డ్ వైర్
ಬೇಟೆಯಾಡುವ,ఎన్‌సిఫర్
ಆವರಣ,ఆవరణ
ಎನಿಮಿ,ఎన్కోడ్
ಸ್ಥಳಾಂತರಕ,ఎన్కోడర్
ಎನ್‌ಕೋಡಿಂಗ್,ఎన్కోడింగ్
ಗೂ ry ಕತಿದ್ದು,గుప్తీకరణ
ಅಂತ್ಯ,ముగింపు గుర్తు
ಬಳಕೆದಾರ,తుది వినియోగదారుడు
ಶಕ್ತಿ,శక్తి
ಶಕ್ತಿ ಪ್ರಸರಣ,శక్తి వ్యాప్తి
ಶಕ್ತಿ ವಿತರಣೆ,శక్తి పంపిణీ
ಜಾರಿಗೊಳಿಸುವಿಕೆ,అమలు
ಎಂಜಿನ್,ఇంజిన్
ಎಂಜಿನಿಯರ್,ఇంజనీర్
ಎಂಜಿನಿಯರಿಂಗ್,ఇంజనీరింగ్
ಎಂಜಿನಿಯರಿಂಗ್ ಅಂಗಡಿ,ఇంజనీరింగ్ స్టోర్
ಕೆತ್ತನೆ,చెక్కడం
ವರ್ಧಿಸು,మెరుగుపరచండి
ತುತ್ತಾಗಿಸು,సమిష్టి
ಕೀಲಿಯನ್ನು ನಮೂದಿಸಿ,కీని నమోదు చేయండి
ಎಂಟರ್‌ಪ್ರೈಸ್ ವಾಸ್ತುಶಿಲ್ಪ,ఎంటర్ప్రైజ్ ఆర్కిటెక్చర్
ಸುಲಿಗೆ,ఎంథాల్పీ
ಎಳೆಯ,ఎంట్రోపీ
ಎಂಟ್ರೊಪಿ ಕೋಡಿಂಗ್,ఎంట్రోపీ కోడింగ్
ಎಂಟ್ರೊಪಿ ಪುನರುಕ್ತಿ,ఎంట్రోపీ రిడెండెన్సీ
ಸಮ,సమం
ಸಮೀಕರಣ,ఈక్వలైజేషన్
ಸಮಾನ ವ್ಯಕ್ತಿ,ఈక్వలైజర్
ಉಪಕರಣ,పరికరాలు
ಸಲಕರಣೆಗಳ ಕವರ್,పరికరాల కవర్
ಸಮಾನ,సమానం
ಅಳಿಸು,చెరిపివేయండి
ತಲೆ ಅಳಿಸಿ,తల తొలగించండి
ಸವೆನ,ఎరోషన్
ಅನಿಯಮಿತ,అవాంఛనీయ
ದೋಷ,లోపం
ದೋಷ ನಿಯಂತ್ರಣ ಕೋಡಿಂಗ್,లోపం నియంత్రణ కోడింగ్
ದೋಷ ತಿದ್ದುಪಡಿ,లోపం దిద్దుబాటు
ದೋಷ ಪತ್ತೆಹಚ್ಚುವಿಕೆ,లోపం గుర్తించడం
ದೋಷ ನಿರ್ವಹಣೆ,లోపం నిర్వహణ
ದೋಷ ಸಂಭವನೀಯತೆ,లోపం సంభావ్యత
ಈಥರ್ನೆಟ್,ఈథర్నెట్
ಈಥರ್ನೆಟ್ ಕೇಬಲ್,ఈథర్నెట్ కేబుల్
ಸುಜನನಶಾಸ್ತ್ರ,యూజెనిక్స్
ವಿಲೇವಾರಿ,ఖాళీ చేయండి
ವಿನಿಮಯ,మార్పిడి
ಅಚಾತುರ್ಯ,ఎక్సైటర్
ಕಾರ್ಯಚೇಳಿಸು,అమలు చేయండి
ಕಾರ್ಯಗತಗೊಳಿಸುವ ಸಮಯ,అమలు సమయం
ನಿಷ್ಕಾಸ,ఎగ్జాస్ట్
ನಿರ್ಗಮನ,బయటకి దారి
ವಿಸ್ತರಿಸಿದ,విస్తరించబడింది
ವಿಸ್ತರಣ ಕವಾಟ,విస్తరణ వాల్వ్
ಪ್ರಯೋಗ,ప్రయోగం
ಪರಿಣಿತ ವ್ಯವಸ್ಥೆ,నిపుణుల వ్యవస్థ
ಅನ್ವೇಷಿಸು,అన్వేషించండి
ಪರಿಶೋಧಕ,ఎక్స్‌ప్లోరర్
ಎಕ್ಸ್‌ಪೋ (ಪ್ರದರ್ಶನ),గుడ్డ
ವಿದ್ಯುತ್ ಸರಬರಾಜಿನ ವಿಸ್ತರಣೆ,విద్యుత్ సరఫరా పొడిగింపు
ಬಾಹ್ಯ ನಿಯಂತ್ರಣ,బాహ్య నియంత్రణ
ಬಾಹ್ಯ ಸ್ಮರಣೆ,బాహ్య మెమరీ
ಬಾಹ್ಯ ಸಂಗ್ರಹ,బాహ్య నిల్వ
ಬಾಹ್ಯ ದಾರ,బాహ్య థ్రెడ్
ಹೊರಡಿಸಿಕೊ,సారం
ಶೃಂಗಾರ,ఎక్స్‌ట్రానెట్
ತಯಾರಿಸು,కల్పించండి
ಮುಖ,ముఖభాగం
ಮುಖದ,ఫేస్‌సిమైల్
ಅಂಶ,కారకం
ಮಸುಕಿಸು,వాడిపోవు
ಮಸುಕಾದ,ఫేడ్ ఇన్
ಮಾಸು,వెళ్లి పోవడం
ಗಲಾಟೆ,ఫేడర్
ಮರೆಯಾಗುವುದು,క్షీణించడం
ಮರೆಯಾಗುತ್ತಿರುವ ವಲಯ,క్షీణిస్తున్న జోన్
ಫ್ಯಾಂಟಮ್ (= ಫ್ಯಾಂಟಮ್),ఫాంటమ్
ಫಾಸ್ಟ್ ಫೋರಿಯರ್ ಟ್ರಾನ್ಸ್‌ಫಾರ್ಮ್ (ಎಫ್‌ಎಫ್‌ಟಿ) ಅಲ್ಗಾರಿದಮ್,ఫాస్ట్ ఫోరియర్ ట్రాన్స్ఫార్మ్ (FFT) అల్గోరిథం
ಗಂಭೀರವಾದ ತಪ್ಪು,తీవ్రమైన దోషం
ತಪ್ಪು,తప్పు
ವೈಶಿಷ್ಟ್ಯ,లక్షణం
ಆಹಾರ,ఫీడ్
ಪ್ರತಿಕ್ರಿಯೆ,అభిప్రాయం
ಪ್ರತಿಕ್ರಿಯೆ ವರ್ಧಕ,ఫీడ్‌బ్యాక్ యాంప్లిఫైయర్
ಪ್ರತಿಕ್ರಿಯೆ ಸರ್ಕ್ಯೂಟ್,ఫీడ్‌బ్యాక్ సర్క్యూట్
ಪ್ರತಿಕ್ರಿಯೆ ವೋಲ್ಟೇಜ್,ఫీడ్‌బ్యాక్ వోల్టేజ్
ಆಹಾರ ನೀಡುವವನು,ఫీడర్
ಫೀಡರ್ ಕೇಬಲ್,ఫీడర్ కేబుల్
ಫೀಡರ್ ಗುಡಿಸಲು,ఫీడర్ హట్
ಫೀಡರ್ ಮಾರ್ಗ,ఫీడర్ లైన్
ಫೀಡರ್ ವ್ಯವಸ್ಥೆ,ఫీడర్ వ్యవస్థ
ಫೀಡರ್ ತಂತಿ,ఫీడర్ వైర్
ನಾರು,ఫైబర్
ನಾರಿನ ದೃಗ್ವಿಜ್ಞಾನ,ఫైబర్ ఆప్టిక్స్
ನಿಷ್ಠೆ,విశ్వసనీయత
ನಿಷ್ಠೆ ಶ್ರೇಣಿ ವಿಸ್ತರಣೆ,విశ్వసనీయత పరిధి పొడిగింపు
ಹೊಲತು,ఫీల్డ్
ಕ್ಷೇತ್ರ ಚಾಲನೆ,ఫీల్డ్ డ్రైవ్
ಕ್ಷೇತ್ರ ಪರಿಣಾಮ ಟ್ರಾನ್ಸಿಸ್ಟರ್,ఫీల్డ్ ఎఫెక్ట్ ట్రాన్సిస్టర్
ಕ್ಷೇತ್ರ ಶಕ್ತಿ,క్షేత్ర బలం
ಕ್ಷೇತ್ರ ಶಕ್ತಿ ಮೀಟರ್,ఫీల్డ్ బలం మీటర్
