Punjabi,Bengali
ਮੰਜ਼ਿਲ ਦਾ ਖੇਤਰ,গন্তব্য ক্ষেত্র
ਮੰਜ਼ਿਲ ਫਾਈਲ,গন্তব্য ফাইল
ਮੰਜ਼ਿਲ ਦਾ ਸਟੇਸ਼ਨ,গন্তব্য স্টেশন
ਵਿਨਾਸ਼ਕਾਰੀ,ধ্বংস
ਵਿਨਾਸ਼ਕਾਰੀ ਕਰਸਰ,ধ্বংসাত্মক কার্সার
ਵਿਨਾਸ਼ਕਾਰੀ ਪੜ੍ਹੋ,ধ্বংসাত্মক পড়া
ਵਿਨਾਸ਼ਕਾਰੀ ਸਟੋਰੇਜ,ধ্বংসাত্মক স্টোরেজ
ਅਲੱਗ,ডিটাব
ਵੇਰਵਾ ਕਾਰਡ,বিশদ কার্ড
ਵੇਰਵਾ ਫਾਈਲ,বিশদ ফাইল
ਪਤਲੇ,ডিট্যাপ
ਖੋਜਣਯੋਗ ਤੱਤ,সনাক্তকরণযোগ্য উপাদান
ਨਿਰਧਾਰਤ  ਆਟੋਮੈਟਾ,ডিটারমিনিস্টিক  অটোমেটা
ਨਿਰਧਾਰਤ  ਮਸ਼ੀਨ,ডিটারমিনিস্টিক  মেশিন
ਨਿਰਧਾਰਤ  ਮਾਡਲ,ডিটারমিনিস্টিক  মডেল
ਨਿਰਧਾਰਤ  ਸਮੱਸਿਆ,ডিটারমিনিস্টিক  সমস্যা
ਨਿਰਧਾਰਤ  ਪ੍ਰਕਿਰਿਆ,ডিটারমিনিস্টিক  প্রক্রিয়া
ਨਿਰਧਾਰਤ  ਪ੍ਰੋਗਰਾਮ,ডিটারমিনিস্টিক  কার্যক্রম
ਨਿਰਧਾਰਤ  ਪ੍ਰੋਗਰਾਮਿੰਗ,ডিটারমিনিস্টিক  প্রোগ্রামিং
ਨਿਰਧਾਰਤ  ਸੀਕੁਵੈਨਿੰਗ  ਸਮੱਸਿਆ,ডিটারমিনিস্টিক  সিকোয়েন্সিং  সমস্যা
ਨਿਰਧਾਰਤ  ਸਥਿਤੀ,ডিটারমিনিস্টিক  অবস্থা
ਵਿਕਾਸ  ਸਿਸਟਮ,উন্নয়ন  পদ্ধতি
ਵਿਕਾਸ ਦਾ ਸਮਾਂ,উন্নয়নের সময়
ਵਿਕਾਸ ਸੰਦ,উন্নয়ন সরঞ্জাম
ਤੋਂ ਭਟਕਣਾ  ਰੇਖਾ,থেকে বিচ্যুতি  লিনিয়ারিটি
ਜੰਤਰ,যন্ত্র
ਜੰਤਰ ਦਾ ਪਤਾ,ডিভাইস ঠিকানা
ਜੰਤਰ ਬੈਕਅਪ,ডিভাইস ব্যাকআপ
ਡਿਵਾਈਸ ਕੰਟਰੋਲ  ਅੱਖਰ,ডিভাইস নিয়ন্ত্রণ  চরিত্র
ਡਿਵਾਈਸ ਕੰਟਰੋਲਰ,ডিভাইস নিয়ামক
ਡਿਵਾਈਸ ਕੰਟਰੋਲ ਯੂਨਿਟ,ডিভাইস নিয়ন্ত্রণ ইউনিট
ਜੰਤਰ ਕੋਆਰਡੀਨੇਟ,ডিভাইস সমন্বয়
ਡਿਵਾਈਸ-ਨਿਰਭਰ,ডিভাইস-নির্ভর
ਉਪਕਰਣ ਨਿਰਭਰ  ਪ੍ਰੋਗਰਾਮ,ডিভাইস নির্ভর  কার্যক্রম
ਜੰਤਰ ਝੰਡਾ,ডিভাইস পতাকা
ਜੰਤਰ  ਆਜ਼ਾਦੀ,যন্ত্র  স্বাধীনতা
ਜੰਤਰ  ਸੁਤੰਤਰ,যন্ত্র  স্বতন্ত্র
ਜੰਤਰ  ਆਜ਼ਾਦੀ  ਪ੍ਰੋਗਰਾਮ,যন্ত্র  স্বাধীনতা  কার্যক্রম
ਜੰਤਰ ਲਾਈਨ  (= ਡਿਸਪਲੇਅ ਲਾਈਨ),ডিভাইস লাইন  (= প্রদর্শন লাইন)
ਡਿਵਾਈਸ ਮੀਡੀਆ  ਕੰਟਰੋਲ ਭਾਸ਼ਾ,ডিভাইস মিডিয়া  নিয়ন্ত্রণ ভাষা
ਜੰਤਰ ਦਾ ਨਾਮ,ডিভাইসের নাম
ਜੰਤਰ ਨੰਬਰ,ডিভাইস সংখ্যা
ਜੰਤਰ ਕਤਾਰ,ডিভাইস সারি
ਜੰਤਰ ਸਥਿਤੀ ਸ਼ਬਦ,ডিভাইসের স্থিতি শব্দ
ਜੰਤਰ ਕਿਸਮ,ডিভাইসের ধরন
ਡੱਡੀਿਕ ਬੂਲੀਅਨ  ਓਪਰੇਸ਼ਨ,ডায়ডিক বুলিয়ান  অপারেশন
ਨਿਦਾਨ,রোগ নির্ণয়
ਡਾਇਗਨੌਸਟਿਕ ਚੈੱਕ,ডায়াগনস্টিক চেক
ਡਾਇਗਨੋਸਟਿਕ ਫੰਕਸ਼ਨ  ਟੈਸਟ,ডায়াগনস্টিক ফাংশন  পরীক্ষা
ਡਾਇਗਨੌਸਟਿਕ ਵਿਧੀ,ডায়াগনস্টিক মেকানিজম
ਡਾਇਗਨੌਸਟਿਕ  ਸੁਨੇਹਾ,ডায়াগনস্টিক  বার্তা
ਡਾਇਗਨੌਸਟਿਕ  ਪ੍ਰੋਗਰਾਮ,ডায়াগনস্টিক  কার্যক্রম
ਡਾਇਗਨੋਸਟਿਕ ਰੁਟੀਨ,ডায়াগনস্টিক রুটিন
ਨਿਦਾਨ,কারণ নির্ণয়
ਡਾਇਗਨੌਸਟਿਕ  ਤਕਨੀਕ,ডায়াগনস্টিক  প্রযুক্তি
ਡਾਇਗਨੌਸਟਿਕ ਟੈਸਟ,ডায়গনিস্টিক পরীক্ষা
ਚਿੱਤਰ,চিত্র
ਡਾਇਲ,ডায়াল
ਡਾਇਲਡ ਲਾਈਨ,ডায়াল লাইন
ਡਾਇਲ ਐਕਸਚੇਂਜ,ডায়াল এক্সচেঞ্জ
ਡਾਇਲਿੰਗ,ডায়ালিং
ਡਾਇਲ ਲਾਈਨ,ডায়াল লাইন
ਵਾਰਤਾਲਾਪ,কথোপকথন
ਡਾਇਲ ਨਬਜ਼,ডাল ডাল
ਦੁਹਰਾਉਣਾ  ਤਣੇ,ডায়াল পুনরাবৃত্তি  ট্রাঙ্ক
ਡਾਇਲ ਟੋਨ,ডায়াল টোন
ਡਾਇਲ ਟੋਨ ਦੇਰੀ,ডায়াল টোন বিলম্ব
ਡਾਇਲ ਟ੍ਰਾਂਸਫਰ,ডায়াল স্থানান্তর
ਡਾਇਲ ਕਰੋ,ডায়াল-আপ
ਡਾਇਲ-ਅਪ ਟਰਮੀਨਲ,ডায়াল-আপ টার্মিনাল
Dibit,ডিবিট
Dichotoming ਖੋਜ,ডাইকোটমাইজিং অনুসন্ধান
Dichotomy,দ্বৈতত্ত্ব
ਸ਼ਬਦਕੋਸ਼,অভিধান
ਅੰਤਰ ਇੰਜਣ,পার্থক্য ইঞ্জিন
ਅੰਤਰ  ਓਪਰੇਸ਼ਨ,পার্থক্য  অপারেশন
ਅੰਤਰ ਰਿਪੋਰਟ,পার্থক্য প্রতিবেদন
ਵੱਖਰਾ  ਵਿਸ਼ਲੇਸ਼ਕ,ডিফারেনশিয়াল  বিশ্লেষক
ਵੱਖਰੀ ਦੇਰੀ,ডিফারেনশিয়াল বিলম্ব
ਵੱਖਰਾ ਗੇਅਰ,ডিফারেনশিয়াল গিয়ার
ਵੱਖਰਾ  ਸੋਧ,ডিফারেনশিয়াল  মড্যুলেশন
ਵੱਖਰਾ,পার্থক্যকারী
ਅੰਕ,অঙ্ক
ਡਿਜੀਟਲ ਬਲਾਕ,ডিজিটাল ব্লক
ਡਿਜੀਟਲ ਕੈਰੀਅਰ  ਸਿਸਟਮ,ডিজিটাল ক্যারিয়ার  পদ্ধতি
ਡਿਜੀਟਲ  ਗੁਣ,ডিজিটাল  বৈশিষ্ট্য
ਡਿਜੀਟਲ ਕੰਪਿਟਰ,ডিজিটাল কম্পিউটার
ਡਿਜੀਟਲ ਡਾਟਾ,ডিজিটাল ডেটা `
ਡਿਜੀਟਲ ਡਾਟਾ  ਬਦਲਣਾ,ডিজিটাল ডেটা  স্যুইচিং
ਡਿਜੀਟਲ ਡਾਟਾ ਸਿਸਟਮ,ডিজিটাল ডেটা সিস্টেম
ਡਿਜੀਟਲ ਸਹੂਲਤ,ডিজিটাল সুবিধা
ਡਿਜੀਟਲ ਸਹੂਲਤ  ਅਖੀਰੀ ਸਟੇਸ਼ਨ,ডিজিটাল সুবিধা  টার্মিনাল
ਡਿਜੀਟਲ ਫਿਲਟਰ,ডিজিটাল ফিল্টার
ਡਿਜੀਟਲ ਗ੍ਰਾਫਿਕਸ,ডিজিটাল গ্রাফিক্স
ਡਿਜੀਟਲ ਵਾਧਾ  ਪਲਾਟਰ,ডিজিটাল ইনক্রিমেন্টাল  চক্রান্তকারী
ਡਿਜੀਟਲ ਲਾਈਨ ਮਾਰਗ,ডিজিটাল লাইন পাথ
ਡਿਜੀਟਲ ਲਾਈਨ ਸੈਕਸ਼ਨ,ডিজিটাল লাইন বিভাগ
ਡਿਜੀਟਲ ਮਲਟੀਪਲੈਕਸ  ਉਪਕਰਣ,ডিজিটাল মাল্টিপ্লেক্স  সরঞ্জাম
ਡਿਜੀਟਲ ਆਪਟੀਕਲ  ਰਿਕਾਰਡਿੰਗ,ডিজিটাল অপটিক্যাল  রেকর্ডিং
ਡਿਜੀਟਲ ਤਸਵੀਰ,ডিজিটাল ছবি
ਡਿਜੀਟਲ ਰੇਡੀਓ ਮਾਰਗ,ডিজিটাল রেডিও পাথ
ਡਿਜੀਟਲ ਰੇਡੀਓ ਭਾਗ,ডিজিটাল রেডিও বিভাগ
ਡਿਜੀਟਲ ਰੀਡ-ਆਉਟ,ডিজিটাল রিড-আউট
ਡਿਜੀਟਲ ਰਿਕਾਰਡਰ,ডিজিটাল রেকর্ডার
ਡਿਜੀਟਲ  ਪ੍ਰਤੀਨਿਧਤਾ,ডিজিটাল  প্রতিনিধিত্ব
ਡਿਜੀਟਲ ਭਾਗ,ডিজিটাল বিভাগ
ਡਿਜੀਟਲ ਸਿਗਨਲ,ডিজিটাল সিগন্যাল
ਡਿਜੀਟਲ ਦਸਤਖਤ,ডিজিটাল স্বাক্ষর
ਡਿਜੀਟਲ ਲੜੀਬੱਧ,ডিজিটাল বাছাই
ਡਿਜੀਟਲ ਸਟੋਰੇਜ  ਤੱਤ,ডিজিটাল স্টোরেজ  উপাদান
ਡਿਜੀਟਲ ਸਟੋਰੇਜ  ਮੀਡੀਆ,ডিজিটাল স্টোরেজ  মিডিয়া
ਡਿਜੀਟਲ ਸਵਿਚਿੰਗ,ডিজিটাল স্যুইচিং
ਡਿਜੀਟਲ ਸਮਾਪਤੀ  ਸਿਸਟਮ,ডিজিটাল সমাপ্তি  পদ্ধতি
ਐਨਾਲਾਗ ਤੋਂ ਡਿਜੀਟਲ  ਕਨਵਰਟਰ,অ্যানালগ থেকে ডিজিটাল  রূপান্তরকারী
ਡਿਜੀਟਲ  ਸੰਚਾਰ,ডিজিটাল  সংক্রমণ
ਅੰਕ ਦਾ ਹਿਸਾਬ,অঙ্ক গাণিতিক
ਅੰਕ ਦੇ ਸੰਕੁਚਨ,অঙ্ক সংকোচনের
ਅੰਕ ਦੇ ਦੇਰੀ ਤੱਤ,ডিজিট বিলম্বের উপাদান
ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ,ডিজিটাইজেশন
ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ ਭਾਸ਼ਣ,ডিজিটাইজেশন বক্তৃতা
ਡਿਜੀਟਾਈਜ਼,ডিজিটাইজ
ਡਿਡੀਕਿਜ਼ਰ,ডিজিটাইজার
ਅੰਕ ਦੀ ਮਿਆਦ,অঙ্কের সময়কাল
ਅੰਕ ਦਾ ਸਥਾਨ,অঙ্কের জায়গা
ਅੰਕ ਦੀ ਸਥਿਤੀ,অঙ্কের অবস্থান
ਅੰਕ ਪੰਚ,অঙ্ক পাঞ্চ
ਅੰਕ  ਪੁਨਰ ਵਿਵਸਥਾ,অঙ্ক  পুনর্বিন্যাস
ਅੰਕ ਦਾ ਸਮਾਂ,অঙ্কের সময়
ਅੰਕ-ਤੋਂ-ਐਨਾਲਾਗ  ਤਬਦੀਲੀ,ডিজিট-টু-অ্যানালগ  রূপান্তর
ਪੈਦਾਵਾਰ,ডিগ্রুপ
ਮਾਪ,মাত্রা
ਘਟੀਆ ਰੈਡਿਕਸ  ਸਹਾਇਕਣ,হ্রাস রেডিক্স  পরিপূরক
ਡੀਪਲੈਕਸਰ,ডিপ্লেক্সার
ਡਿਪੋਲ ਐਂਟੀਨਾ,ডিপোল অ্যান্টেনা
ਡਿਪੋਲ ਇਨਫਰਮੇਸ਼ਨ,ডিপোল মড্যুলেশন
ਸਿੱਧੀ ਪਹੁੰਚ,সরাসরি অ্যাক্সেস
ਸਿੱਧੀ ਪਹੁੰਚ  ਪ੍ਰਬੰਧ,সরাসরি অ্যাক্সেস  ব্যবস্থা
ਸਿੱਧੀ ਪਹੁੰਚ  ਪੜਤਾਲ,সরাসরি অ্যাক্সেস  অনুসন্ধান
ਸਿੱਧੀ ਪਹੁੰਚ ਹੈਸ਼,সরাসরি অ্যাক্সেস হ্যাশ
ਸਿੱਧੀ ਪਹੁੰਚ  ਵਿਧੀ,সরাসরি অ্যাক্সেস  পদ্ধতি
ਸਿੱਧੀ ਪਹੁੰਚ  ਸਟੋਰੇਜ,সরাসরি অ্যাক্সেস  স্টোরেজ
ਸਿੱਧਾ ਪਤਾ,সরাসরি ঠিকানা
ਸਿੱਧਾ ਪਤਾ,সরাসরি ঠিকানা
ਸਿੱਧੀ ਕਾਲ,সরাসরি কল
ਸਿੱਧਾ ਕੋਡ,সরাসরি কোড
ਸਿੱਧੀ ਕੋਡਿੰਗ,সরাসরি কোডিং
ਸਿੱਧਾ ਜੋੜ  ਫਲਿਪ ਫਲਾਪ,সরাসরি মিলিত  ফ্লিপ-ফ্লপ
ਸਿੱਧਾ ਜੋੜ,সরাসরি কাপলিং
ਸਿੱਧਾ ਡਾਟਾ  ਸੰਗਠਨ,সরাসরি ডেটা  সংগঠন
ਸਿੱਧਾ ਡਾਟਾ ਸੈਟ,সরাসরি ডেটা সেট
ਸਿੱਧੀ ਡਿਵਾਈਸ,সরাসরি ডিভাইস
ਸਿੱਧਾ ਡਿਜੀਟਲ  ਨਿਯੰਤਰਣ,সরাসরি ডিজিটাল  নিয়ন্ত্রণ
ਸਿੱਧੀ ਦੂਰੀ  ਡਾਇਲਿੰਗ,সরাসরি দূরত্ব  ডায়ালিং
ਨਿਰਦੇਸ਼ਤ ਬੀਮ  ਸਕੈਨ,নির্দেশিত মরীচি  স্ক্যান
ਨਿਰਦੇਸ਼ਿਤ ਗ੍ਰਾਫ,নির্দেশিত গ্রাফ
ਨਿਰਦੇਸ਼ਿਤ ਸਕੈਨ,নির্দেশিত স্ক্যান
ਸਿੱਧੀ-ਦਾਖਲਾ  ਅਖੀਰੀ ਸਟੇਸ਼ਨ,ডাইরেক্ট-এন্ট্রি  টার্মিনাল
ਸਿੱਧੀ ਲੜੀ  ਨਿਯੰਤਰਣ,সরাসরি শ্রেণিবিন্যাস  নিয়ন্ত্রণ
ਸਿੱਧਾ ਸੰਮਿਲਨ  ਰੁਟੀਨ,সরাসরি সন্নিবেশ  রুটিন
ਸਿੱਧਾ ਸੰਮਿਲਨ  ਸਬਬਰੋਟਾਈਨ,সরাসরি সন্নিবেশ  Subroutine
ਸਿੱਧੀ ਹਦਾਇਤ,সরাসরি নির্দেশ
ਦਿਸ਼ਾ ਨਿਰਦੇਸ਼ਕ,দিকনির্দেশক কাপলার
ਨਿਰਦੇਸ਼,নির্দেশ
ਸਿੱਧੀ ਵੈਲਿੰਗ  ਜੰਤਰ,ডাইরেক্ট কেইং  যন্ত্র
ਸਿੱਧੀ ਯਾਦਦਾਸ਼ਤ  ਪਹੁੰਚ,সরাসরি স্মৃতি  অ্যাক্সেস
ਸਿੱਧਾ ਸੰਖਿਆਤਮਕ  ਨਿਯੰਤਰਣ,সরাসরি সংখ্যা  নিয়ন্ত্রণ
ਡਾਇਰੈਕਟਰੀ,ডিরেক্টরি
ਡਾਇਰੈਕਟਰੀ  ਸਹਾਇਤਾ ਬਿ Bureau ਰੋ,ডিরেক্টরি  সহায়তা ব্যুরো
ਡਾਇਰੈਕਟਰੀ  ਸਹਾਇਤਾ  ਓਪਰੇਟਰ,ডিরেক্টরি  সহায়তা  অপারেটর
ਡਾਇਰੈਕਟਰੀ ਜੰਤਰ,ডিরেক্টরি ডিভাইস
ਸਿੱਧਾ ਬਾਹਰ ਵੱਲ  ਡਾਇਲਿੰਗ,সরাসরি বাহ্যিক  ডায়ালিং
ਸਿੱਧੀ ਪ੍ਰਤੀਸ਼ਤਤਾ,প্রত্যক্ষ শতাংশ
ਸਿੱਧਾ ਬਿੰਦੂ  ਰੀਪੀਟਰ,সরাসরি পয়েন্ট  রিপিটার
ਸਿੱਧਾ ਪ੍ਰਸਾਰਣ  ਸੈਟੇਲਾਈਟ,সরাসরি সংক্রমণ  স্যাটেলাইট
ਸਿੱਧਾ ਵੌਇਸ ਇੰਪੁੱਟ,সরাসরি ভয়েস ইনপুট
ਅਯੋਗ ਮੋਡੀ .ਲ,অক্ষম মডিউল
ਸਿਗਨਲ ਨੂੰ ਅਸਮਰੱਥ ਬਣਾਉਣਾ,অক্ষম সংকেত
ਵਿਗੜਨਾ,একীকরণ
ਡਿਸਸਿਬਲਰ,ডিসসেম্বলার
ਬਿਪਤਾ ਡੰਪ,বিপর্যয় ডাম্প
ਡੈਟਾ ਡੇਟਾ,পৃথক ডেটা
ਵਿਪਰੀਤ ਉਪਕਰਣ,পৃথক ডিভাইস
ਚਾਰ  ਤਬਦੀਲੀ,বিচ্ছিন্ন ফুরিয়ার  রূপান্তর
ਵੱਖਰਾ  ਪ੍ਰੋਗਰਾਮਿੰਗ,বিচ্ছিন্ন  প্রোগ্রামিং
ਵੱਖਰਾ  ਪ੍ਰਤੀਨਿਧਤਾ,বিচ্ছিন্ন  প্রতিনিধিত্ব
ਵਿਵੇਕਸ਼ੀਲ  ਹਾਈਫਨ,বিচক্ষণ  হাইফেন
ਵਿਵੇਕਸ਼ੀਲਤਾ,বিচক্ষণতা
ਵਿਵੇਕਸ਼ੀਲਤਾ  ਗਲਤੀ,বিচক্ষণতা  ত্রুটি
ਪੱਖਪਾਤ  ਵਿਸ਼ਲੇਸ਼ਣ,বৈষম্যমূলক  বিশ্লেষণ
ਵਿਤਕਰਾ  ਹਦਾਇਤ,বৈষম্য  নির্দেশ
ਵਿਤਕਰਾ ਕਰਨ ਵਾਲਾ,বৈষম্যমূলক
ਡਿਸਜੈਕਸ਼ਨ,বিচ্ছিন্নতা
ਡਿਸਕ ਪਹੁੰਚ,ডিস্ক অ্যাক্সেস
ਡਿਸਕ-ਅਧਾਰਤ,ডিস্ক ভিত্তিক
ਡਿਸਕ ਕੰਟਰੋਲਰ  ਕਾਰਡ,ডিস্ক কন্ট্রোলার  কার্ড
ਡਿਸਕੀਟ,ডিস্কেট
ਡਿਸਕੇਟ-ਫੌਰਮੈਟਡ  ਚੇਪੀ,ডিস্কেট-ফর্ম্যাটেড  টেপ
ਕਠੋਰ ਮੋਰੀ,ডিস্কেট হার্ড গর্ত
ਡਿਸਕੀਟ ਸਟੋਰੇਜ,ডিসকেট স্টোরেজ
ਡਿਸਕੀਟ ਸਟੋਰੇਜ  ਜੰਤਰ,ডিসকেট স্টোরেজ  যন্ত্র
ਡਿਸਕ ਫਾਈਲ,ডিস্ক ফাইল
ਡਾਟਾ  ਸੰਚਾਰ  ਇੰਟਰਫੇਸ,ডেটা  যোগাযোগ  ইন্টারফেস
ਡਿਸਕ ਓਪਰੇਟਿੰਗ  ਸਿਸਟਮ,ডিস্ক অপারেটিং  পদ্ধতি
ਡਿਸਕ ਪੈਕ,ডিস্ক প্যাক
ਡਿਸਕ ਸੈਕਟਰ,ডিস্ক সেক্টর
ਡਿਸਕ ਛਾਂਟੀ,ডিস্ক বাছাই
ਡਿਸਕ ਸਟੋਰੇਜ,ডিস্ক স্টোরেজ
ਡਿਸਕ ਸਟੋਰੇਜ਼ ਡਿਵਾਈਸ,ডিস্ক স্টোরেজ ডিভাইস
ਡਿਸਕ ਸਟੋਰੇਜ  ਮੋਡੀ ule ਲ,ডিস্ক স্টোরেজ  মডিউল
ਡਿਸਕ-ਟੂ-ਪ੍ਰਿੰਟਰ  ਸਹੂਲਤ,ডিস্ক-টু-প্রিন্টার  ইউটিলিটি
ਡਿਸਕ ਇਕਾਈ,ডিস্ক ইউনিট
ਡਿਸਕ ਵਾਲੀਅਮ,ডিস্ক ভলিউম
ਭੇਜਣ,প্রেরণ
ਡਿਸਪੈਚਰ,প্রেরণকারী
ਭੇਜਣਾ ਖੇਤਰ,প্রেরণ অঞ্চল
ਭੇਜਣਾ  ਤਰਜੀਹ,প্রেরণ  অগ্রাধিকার
ਖਿੰਡਾ ਦਿੱਤਾ  ਬੁੱਧੀਮਾਨ,ছত্রভঙ্গ  বুদ্ধি
ਫੈਲਾਅ,বিচ্ছুরণ
ਪ੍ਰਦਰਸ਼ਿਤ ਕਰੋ ਅਤੇ  ਛਪਾਈ  ਕੈਲਕੁਲੇਟਰ,প্রদর্শন এবং  মুদ্রণ  ক্যালকুলেটর
ਡਿਸਪਲੇਅ ਗੁਣ,প্রদর্শন বৈশিষ্ট্য
ਡਿਸਪਲੇਅ  ਪਿਛੋਕੜ,প্রদর্শন  পটভূমি
ਡਿਸਪਲੇਅ ਕੈਲਕੁਲੇਟਰ,ক্যালকুলেটর প্রদর্শন করুন
ਡਿਸਪਲੇਅ ਸੈਂਟਰ,প্রদর্শন কেন্দ্র
ਡਿਸਪਲੇਅ ਅੱਖਰ  ਜੇਨਰੇਟਰ,প্রদর্শন চরিত্র  জেনারেটর
ਡਿਸਪਲੇਅ ਕਾਲਮ,প্রদর্শন কলাম
ਡਿਸਪਲੇਅ ਕਮਾਂਡ,প্রদর্শন কমান্ড
ਡਿਸਪਲੇਅ ਕੰਪੋਨੈਂਟ,প্রদর্শন উপাদান
ਡਿਸਪਲੇਅ ਕੰਸੋਲ,কনসোল প্রদর্শন
ਡਿਸਪਲੇਅ ਚੱਕਰ,প্রদর্শন চক্র
ਡਿਸਪਲੇਅ ਸਾਈਕਲ ਟਾਈਮ,চক্র সময় প্রদর্শন
ਡਿਸਪਲੇਅ ਡਿਵਾਈਸ,প্রদর্শনকারী যন্ত্র
ਡਿਸਪਲੇਅ ਡਰੱਮ,ড্রাম প্রদর্শন
ਡਿਸਪਲੇ ਐਲੀਮੈਂਟ,প্রদর্শন উপাদান
ਪ੍ਰਦਰਸ਼ਿਤ ਖੇਤਰ,প্রদর্শন ক্ষেত্র
