Punjabi,English
ਪੇਰੈਂਟਲ,Parental
ਪੇਰੈਂਟ ਦਫਤਰ,Parent office
ਬਰਾਬਰ ਦੀ ਉੱਤਮਤਾ,Par excellence
ਪਾਰਿ ਪੇਸੂ,Pari passu
ਸਮਾਨਤਾ,Parity
ਸੰਸਦ,Parliament
ਹਿੱਸਾ,Part
ਭਾਗ ਫਾਈਲ,Part file
ਅੰਸ਼ਕ,Partial
ਭਾਗ ਲਓ,Participate
ਖਾਸ,Particular
ਵੇਰਵੇ,Particulars
ਭਾਗ,Partition
ਸਾਥੀ,Partner
ਭਾਈਵਾਲੀ ਦਾ ਕੰਮ,Partnership deed
ਭਾਗ ਭੁਗਤਾਨ,Part payment
ਥੋੜਾ ਸਮਾਂ,Part-time
ਪਾਰਟੀ,Party
ਬਰਾਬਰ ਮੁੱਲ,Par value
ਪਾਸ,Pass
ਬੀਤਣ,Passage
ਪਾਸਵਰਡ,Password
ਪੇਟੈਂਟ,Patent
ਸਰਪ੍ਰਸਤ,Patron
ਤਨਖਾਹ,Pay
ਭੁਗਤਾਨ ਬਿੱਲ,Pay bill
ਭੁਗਤਾਨ ਦਾ ਭੁਗਤਾਨ,Pay certificate
ਤਨਖਾਹ ਦਿਵਸ,Pay day
ਭੁਗਤਾਨ ਕਰਨ ਵਾਲੇ,Payee
ਭੁਗਤਾਨ ਕਰਨ ਵਾਲਾ,Payer
ਭੁਗਤਾਨ,Payment
ਅਦਾ ਕਰ ਦਿਓ,Pay off
ਭੁਗਤਾਨ ਆਰਡਰ,Pay order
ਤਨਖਾਹ ਰੋਲ,Pay roll
ਤਨਖਾਹ ਸਕੇਲ,Pay scale
ਚਿੰਤਤ,Pecuniary
ਪੈਨਲ,Penal
ਪੈਨਲ ਕੋਡ,Penal code
ਜ਼ੁਰਮਾਨਾ,Penal interest
ਜ਼ੁਰਮਾਨਾ,Penalize
ਜ਼ੁਰਮਾਨਾ,Penalty
ਬਕਾਇਆ,Pending
ਕਲਮ ਹੜਤਾਲ,Pen down strike
ਪੈਨਸ਼ਨ,Pension
ਪੈਨਸ਼ਨਯੋਗ,Pensionable
ਪੈਨਸ਼ਨਰ,Pensioner
ਪੈਨਸ਼ਨ ਸਕੀਮ,Pension scheme
ਪ੍ਰਤੀ ਵਰ੍ਹਾ,Per annum
ਪ੍ਰਤੀ ਧਾਰਕ,Per bearer
ਪ੍ਰਤੀ ਕੈਪੀਟਾ (= ਪ੍ਰਤੀ ਸਿਰ),Per capita (=per head)
ਪ੍ਰਤੀਸ਼ਤ,Percent
ਸਦੀਵੀ,Perennial
ਤਰਜੀਹੀ ਖਰੀਦ,Preferential purchase
ਪ੍ਰਦਰਸ਼ਨ,Perform
ਪ੍ਰਦਰਸ਼ਨ,Performance
ਪੀਰੀਅਡ,Period
ਸਮੇਂ-ਸਮੇਂ ਤੇ,Periodical
ਸਮੀਖਿਆ ਅਧੀਨ ਪੀਰੀਅਡ,Period under review
Jejury,Perjury
ਭੱਤਾ,Perks
ਸਥਾਈ,Permanent
ਪ੍ਰਤੀ ਪੁਰਸ਼,Per mensem
ਇਜਾਜ਼ਤ,Permissible
ਇਜਾਜ਼ਤ,Permission
ਪਰਮਿਟ,Permit
ਇਜਾਜ਼ਤ,Permitted
ਸਦੀਵੀ,Perpetual
ਸਦੀਵੀ,Perpetuity
ਪਰਕੀਸਾਈਟਸ (= ਪਰਕਸ),Perquisites (=perks)
ਨਿੱਜੀ,Personal
ਨਿੱਜੀ ਜਾਇਦਾਦ,Personal assets
ਨਿੱਜੀ ਬਾਂਡ,Personal bond
ਸ਼ਖਸੀਅਤ,Personality
ਵਿਅਕਤੀਗਤ ਗੈਰ ਗ੍ਰਾਟਾ,Persona non grata
ਕਰਮਚਾਰੀ,Personnel
ਕਰਮਚਾਰੀ ਨੀਤੀ,Personnel policy
ਪਰਿਪੇਖ,Perspective
ਦ੍ਰਿੜਤਾ,Persuasion
Person ੁਕਵਾਂ,Pertinent
ਸਜਾਵਟ,Perusal
ਪਟੀਸ਼ਨ,Petition
ਪਟੀਸ਼ਨਰ,Petitioner
ਪੜਾਅ,Phase
ਫੋਟੋ,Photograph
ਫੋਟੋਸਟੈਟ,Photostat
ਸਰੀਰਕ ਚੈਕਿੰਗ,Physical checking
ਸਰੀਰਕ ਨੁਕਸ,Physical defect
ਕਸਰਤ ਸਿੱਖਿਆ,Physical education
ਸਰੀਰਕ ਤੌਰ 'ਤੇ ਅਪਾਹਜ,Physically handicapped
ਸਰੀਰਕ ਤਸਦੀਕ,Physical verification
ਟੁਕੜੇ,Piecemeal
ਟੁਕੜਾ ਦਰ,Piece rate
ਤੀਰਥ ਯਾਤਰੀ,Pilgrim
ਪਾਇਲਟ ਪ੍ਰੋਗਰਾਮ,Pilot programme
ਪਿੰਨ,PIN
ਪਲੇਸਮੈਂਟ ਸੇਵਾ,Placement service
ਜਨਮ ਸਥਾਨ,Place of birth
ਕੰਮ ਦੀ ਜਗ੍ਹਾ,Place of work
ਮੁਦਈ,Plaintiff
ਯੋਜਨਾ,Plan
ਯੋਜਨਾਬੰਦੀ,Planning
ਪੌਦਾ,Plant
ਖਿਡਾਰੀ,Player
ਪਟੀਸ਼ਨ,Plea
ਪਰਦਾਤਾ,Pleader
ਪਲੇਸਸੀਟ,Plebiscite
ਵਾਅਦਾ,Pledge
ਪੂਰਵਜ ਸੈਸ਼ਨ,Plenary session
Planpootentiary,Plenipotentiary
ਪਲਿੰਥ ਖੇਤਰ,Plinth area
ਨੀਤੀ ਨੂੰ,Policy
ਰਾਜਨੀਤਿਕ ਗਤੀਵਿਧੀ,Political activity
ਚੋਣ,Poll
ਪ੍ਰਦੂਸ਼ਣ,Pollution
ਰਾਜਨੀਤਿਕ,Political
ਪੂਲ,Pool
ਪੋਰਟਫੋਲੀਓ,Portfolio
ਸਥਿਤੀ,Position
ਸਕਾਰਾਤਮਕ,Positive
ਪੋਸਟ,Post
ਪੋਸਟ-ਮਿਤੀ,Post-dated
ਪੋਸਟ-ਫੈਕਟਰੀ ਦੀ ਮਨਜ਼ੂਰੀ,Post-facto sanction
ਪੋਸਟ ਗ੍ਰੈਜੂਏਟ,Postgraduate
ਦੁਖਦਾਈ,Posthumous
ਪੋਸਟਿੰਗ,Posting
ਪੋਸਟ ਮਾਰਟਮ ਇਮਤਿਹਾਨ,Post mortem examination
ਪੋਸਟਪੋਨ,Postpone
ਪੋਸਟਸਕ੍ਰਿਪਟ (ਪੀ.ਐੱਸ.),Postscript (P.S.)
ਤਾਕਤ,Power
ਮੁਖਤਿਆਰਨਾਮਾ,Power of attorney
ਅਭਿਆਸਯੋਗ,Practicable
ਅਭਿਆਸ,Practice
ਪ੍ਰੀ-ਆਡਿਟ,Pre-audit
ਸਾਵਧਾਨੀ,Precaution
ਉਦਾਹਰਣ,Precedent
ਨਿਰਮਾਤਾ,Precis
ਸਹੀ,Precise
ਬੰਦ ਕਰੋ,Preclude
ਪੂਰਕ,Preconception
ਪੂਰਵਗਾਮੀ,Predecessor
ਪ੍ਰਮੁੱਖ,Predominant
ਪ੍ਰੀਫੇਸ,Preface
ਨੂੰ ਤਰਜੀਹ,Prefer
ਪੱਖਪਾਤ,Prejudice
ਮੁ nextmininary ਲੀ,Preliminary
ਅਚਨਚੇਤੀ,Premature
ਅਹਾਤੇ,Premises
ਪ੍ਰੀਮੀਅਮ,Premium
ਪ੍ਰੀਪੇਡ,Prepaid
ਪ੍ਰੀਪੇਡ ਕਾਰਡ,Prepaid card
ਪ੍ਰੀ-ਯੋਜਨਾਬੱਧ,Pre-planned
ਪ੍ਰੀਪਲੋਨ,Prepone
ਪ੍ਰੀ-ਰਿਆਇਤੀ ਬਿੱਲ,Pre-receipted bill
ਰੋਕਥਾਮ,Prerogative
ਤਜਵੀਜ਼ਵੀ,Prescribe
ਨਿਰਧਾਰਤ,Prescribed
ਨਿਰਧਾਰਤ ਫਾਰਮ,Prescribed form
ਪੇਸ਼ਕਾਰੀ,Presentation
ਸਿਧਾਂਤ,Preside
ਰਾਸ਼ਟਰਪਤੀ,President
ਪ੍ਰੈਸ,Press
ਦਬਾਓ ਕਾੱਪੀ,Press copy
ਪ੍ਰੈਸ ਗੈਲਰੀ ਦਬਾਓ,Press gallery
ਮੰਨਿਆ,Presumed
ਤੂਫਾਨੀ ਤਨਖਾਹ,Presumptive pay
ਅਨੁਮਾਨ ਲਗਾਇਆ,Presupposed
ਬਹਾਨਾ,Pretext
ਪ੍ਰਬਲ,Prevail
ਰੋਕਣ,Prevent
ਰੋਕਥਾਮ,Prevention
ਰੋਕਥਾਮ,Preventive
ਕੀਮਤ ਦਾ ਉਤਰਾਅ (= ਕੀਮਤ ਦੀਆਂ ਹਰਕਤਾਂ),Price fluctuation (=price movements)
ਕੀਮਤ,Pricing
ਪ੍ਰਿਮਾ ਪੱਖ,Prima facie
ਮੁੱਖ ਤੌਰ ਤੇ,Primarily
ਪ੍ਰਾਇਮਰੀ,Primary
ਪ੍ਰਾਇਮਰੀ ਰਸੀਦ,Primary receipt
ਪ੍ਰਿੰਸੀਪਲ,Principal
ਪ੍ਰਿੰਸੀਪਲ ਕਰਜ਼ਟਰ,Principal debtor
ਪ੍ਰਿੰਟਰ,Printer
ਛਪਾਈ,Printing
ਪਹਿਲਾਂ ਸੰਕੇਤ,Prior indication
ਪ੍ਰਾਥਮਿਕਤਾ ਗ੍ਰੇਡਿੰਗ,Priority grading
ਜੇਲ੍ਹ,Prison
ਕੈਦੀ,Prisoner
ਗੋਪਨੀਯਤਾ,Privacy
ਨਿਜੀ ਅਤੇ ਗੁਪਤ,Private and confidential
ਅਧਿਕਾਰ,Privilege
ਵਿਸ਼ੇਸ਼ ਅਧਿਕਾਰ ਕਮੇਟੀ,Privilege committee
ਇਨਾਮ,Prize
ਸੰਭਾਵਨਾ,Probability
ਪ੍ਰੋਬੇਟ,Probate
ਪ੍ਰੋਬੇਸ਼ਨ,Probation
ਪ੍ਰੋਬੇਸ਼ਨਰੀ,Probationary
ਪ੍ਰੋਬੇਸ਼ਨਰ,Probationer
ਪੜਤਾਲ,Probe
ਕਾਰਜਪ੍ਰਣਾਲੀ ਨਿਯਮ,Procedural rules
ਵਿਧੀ,Procedure
ਕਾਰਵਾਈ,Proceedings
ਪ੍ਰਕਿਰਿਆ,Process
ਕਾਰਵਾਈ,Processing
ਜਲੂਸ,Procession
ਘੋਸ਼ਣਾ,Proclaim
ਘੋਸ਼ਣਾ,Proclamation
ਖਰੀਦ,Procurement
ਉਤਪਾਦ,Product
ਉਤਪਾਦਨ,Production
ਪੇਸ਼ੇ,Profession
ਪੇਸ਼ੇਵਰ ਪ੍ਰਾਪਤੀ,Professional achievement
ਨਿਪਟਾਰਾ ਸਰਟੀਫਿਕੇਟ,Proficiency certificate
ਪਰੋਫਾਈਲ,Profile
ਲਾਭ,Profit
ਪ੍ਰੋਗਰਾਮ,Programme
ਪ੍ਰੋਗਰਾਮ ਦਾ ਸਮਾਂ-ਤਹਿ,Programme schedule
ਪ੍ਰੋਗਰਾਮਿੰਗ,Programming
ਤਰੱਕੀ,Progress
ਪ੍ਰਗਤੀਸ਼ੀਲ,Progressive
ਵਰਜਿਤ,Prohibited
ਵਰਜਿਤ ਖੇਤਰ,Prohibited area
ਮਨਾਹੀ,Prohibition
ਮਨਾਹੀ ਆਰਡਰ,Prohibitory order
ਪ੍ਰੋਜੈਕਟ,Project
ਪ੍ਰੋਜੈਕਸ਼ਨ,Projection
ਪ੍ਰਮੁੱਖ,Prominent
ਵਾਅਦਾ ਕਰੋ,Promise
ਪ੍ਰੋਮਸਰੀ ਨੋਟ,Promissory note
ਨੂੰ ਉਤਸ਼ਾਹਿਤ,Promote
ਪ੍ਰਮੋਟਰ,Promoter
ਤਰੱਕੀ,Promotion
ਪ੍ਰੋਮੇਟ,Promt
ਪ੍ਰਸਤੁਤ,Promulgate
ਉਚਾਰੇ ਹੋਏ,Pronounce
ਐਲਾਨ,Pronouncement
ਸਬੂਤ,Proof
ਭੇਜਣ ਦਾ ਸਬੂਤ,Proof of despatch
ਸਬੂਤ ਪੜ੍ਹਨ,Proof reading
ਪ੍ਰਚਾਰ,Propagate
ਪ੍ਰਸਾਰ,Propagation
ਸਹੀ,Proper
ਜਾਇਦਾਦ,Property
ਪ੍ਰਸਤਾਵ,Proposal
ਪ੍ਰਸਤਾਵ,Propose
ਪ੍ਰੋਵੈਂਟ,Propound
ਮਲਕੀਅਤ,Proprietary
ਮਲਕੀਅਤ,Propriety
ਪ੍ਰੋ ਰਾਟਾ,Pro-rata
ਪ੍ਰੋ-ਰਾਏ ਕੋਟੇ,Pro-rata quota
ਪ੍ਰੋਟੋਗ੍ਰਾ,Prorogue
ਲਾਭ ਅਤੇ ਹਾਨੀਆਂ,Pros and cons
ਪ੍ਰੋਵਾਈਸਗੀ,Proscribe
ਮੁਕੱਦਮਾ ਚਲਾਉਣ ਵਾਲਾ,Prosecution
ਪ੍ਰਾਸਪੈਕਟਸ,Prospectus
ਪ੍ਰੋਟੈਂਪੋਰ ਮੁਲਾਕਾਤ,Protempore appointment
ਪ੍ਰੋਟੋਕੋਲ,Protocol
ਸਾਬਤ ਕਰੋ,Prove
ਪ੍ਰਦਾਨ ਕੀਤੀ ਗਈ,Provided
ਪ੍ਰੋਵੀਡੈਂਟ ਫੰਡ,Provident fund
ਪ੍ਰਬੰਧ,Provision
ਆਰਜ਼ੀ,Provisional
ਆਰਜ਼ੀ ਸੂਚੀ,Provisional list
ਪ੍ਰੋਵੀਸੋ,Proviso
ਨੇੜਤਾ,Proximity
ਪਰਾਕਸੀ,Proxy
ਜਨਤਕ,Public
ਪ੍ਰਕਾਸ਼ਨ,Publication
ਜਨਤਕ ਫਰਜ਼,Public duty
ਜਨਤਕ ਵਿਆਜ ਮੁਕੱਦਮੇਬਾਜ਼ੀ,Public interest litigation
ਪ੍ਰਚਾਰ,Publicity
ਪ੍ਰਕਾਸ਼ਤ,Publish
ਪਾਬੰਦ,Punctual
ਸਜ਼ਾ,Punishment
ਖਰੀਦ,Purchase
ਪੂਰੀ ਤਰ੍ਹਾਂ ਅਸਥਾਈ,Purely temporary
ਉਦੇਸ਼,Purpose
ਪਿੱਛਾ ਕਰੋ,Pursue
ਪਿੱਛਾ,Pursuit
ਪਿਯੋ,Purview
ਪੇਸ਼ ਕਰੋ,Put up
ਪੁਟ-ਅਪ ਸਲਿੱਪ,Put-up slip
ਯੋਗਤਾ,Qualification
ਯੋਗ ਉਮੀਦਵਾਰ,Qualified candidate
ਯੋਗਤਾ ਪੂਰੀ ਕਰੋ,Qualify
ਯੋਗਤਾ ਪ੍ਰੀਖਿਆ,Qualifying examination
ਯੋਗਤਾ ਪਰਖ,Qualifying test
ਗੁਣਾਤਮਕ ਤਕਨੀਕ,Qualitative techniques
ਗੁਣਵੱਤਾ,Quality
ਗੁਣਵੱਤਾ ਕੰਟਰੋਲ,Quality control
ਮਾਤਰਾ,Quantity
ਕੁਆਰੰਟੀਨ ਛੁੱਟੀ,Quarantine leave
ਤਿਮਾਹੀ,Quarterly
ਕਥਾ,Quash
Quashi,Quasi
ਕਾਸੀ-ਸਥਾਸਗੀ,Quasi-permanency
ਸਵਾਲ,Query
ਸਵਾਲ,Question
ਪ੍ਰਸ਼ਨ,Questionable
ਪ੍ਰਸ਼ਨ ਘੰਟਾ,Question hour
ਪ੍ਰਸ਼ਨਾਵਲੀ,Questionnaire
ਛੱਡੋ,Quit
ਕੋਰਮ,Quorum
ਕੋਟਾ,Quota
ਹਵਾਲਾ,Quotation
ਹਵਾਲਾ,Quote
ਦੌੜ,Race
ਨਸਲੀ ਵਿਤਕਰੇ,Racial discrimination
ਰੈਕ,Rack
ਰੇਡ,Raid
ਰੇਲਵੇ,Railway
ਵਧਾਓ,Raise
ਬੇਤਰਤੀਬ,Random
ਬੇਤਰਤੀਬੇ ਨਮੂਨਾ,Random sampling
ਸੀਮਾ,Range
ਦਰਜਾ,Rank
ਦਰਜਾ ਅਤੇ ਫਾਈਲ,Rank and file
ਰੈਂਕਿੰਗ,Ranking
ਰੈਪਿਡ ਐਕਸ਼ਨ ਫੋਰਸ,Rapid action force
ਦੁਰਲੱਭ,Rare
ਧੱਫੜ,Rash
ਕਠੋਰ ਮੁੱਲ,Ratable value
ਰੇਟ,Rate
ਰੇਟ ਇਕਰਾਰਨਾਮਾ,Rate contract
ਰੇਟ ਲਿਸਟ,Rate list
ਅਨੁਪ੍ਰਤਾ,Ratification
ਰੇਟਿੰਗ,Rating
ਅਨੁਪਾਤ,Ratio
ਰਾਸ਼ਨ,Ration
ਤਰਕਸ਼ੀਲ,Rational
ਤਰਕਸ਼ੀਲਤਾ,Rationalization
ਰਾਸ਼ਨ ਭੱਤਾ,Ration allowance
ਅੱਲ੍ਹੀ ਮਾਲ,Raw material
ਕੱਚੇ ਉਤਪਾਦ,Raw product
ਪ੍ਰਤੀਕਰਮ,Reaction
ਪੜ੍ਹਨਾ,Reading
ਗੁਪਤ,Readjust
ਤਿਆਰ ਕੀਤੀ ਯੋਜਨਾ,Ready-made plan
ਤਿਆਰ ਹਿਸਾਬ,Ready reckoner
ਅਸਲ,Real
ਅਸਲ ਕਮਾਈ,Real earning
ਅਚਲ ਜਾਇਦਾਦ,Real estate
ਹਕੀਕਤ,Reality
ਅਹਿਸਾਸ,Realization
ਅਹਿਸਾਸ ਕਰੋ,Realize
ਮੁੜ ਅਰਜ਼ੀ ਦਿੱਤੀ ਗਈ,Reappointment
ਦੁਬਾਰਾ ਅਰਜ਼ੀ ਦਿਓ,Reappropriation
ਕਾਰਨ,Reason
ਮੁੜ ਮੁਲਾਂਕਣ,Reassessment
ਛੂਟ,Rebate
ਯਾਦ,Recall
ਰੀਤ,Recede
ਰਸੀਦ,Receipt
ਰਸੀਦ ਕਿਤਾਬ,Receipt book
ਰਸੀਦਾਂ ਅਤੇ ਵੰਡ,Receipts and disbursements
ਪ੍ਰਾਪਤ ਕਰੋ,Receive
ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ,Receiver
ਹਾਲ ਹੀ,Recent
ਰਿਸੈਪਸ਼ਨ,Reception
ਗ੍ਰਹਿਣਸ਼ੀਲ,Receptive
ਛੁੱਟੀ,Recess
ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ,Recipient
ਪਰਸਪਰ,Reciprocal
ਪਰਸਪਰ ਦੀ ਮੰਗ,Reciprocal demand
ਮੁੜ ਪ੍ਰਾਪਤ ਕਰੋ,Reciprocate
ਅਵਿਸ਼ਵਾਸ,Reciprocity
ਲਾਪਰਵਾਹੀ,Reckless
ਹਿਸਾਬ,Reckon
ਰੀਕੌਨੇਟੇਬਲ ਸੇਵਾ,Reckonable service
ਮੁੜ ਆਤਮਕ,Reclamation
ਮਾਨਤਾ,Recognition
ਮਾਨਤਾ ਪ੍ਰਾਪਤ,Recognized
ਯਾਦ ਕਰੋ,Recollect
ਸਿਫਾਰਸ਼,Recommend
ਸਿਫਾਰਸ਼,Recommendation
ਸਿਫਾਰਸ਼ੀ ਪੱਤਰ,Recommendatory letter
ਮੁੜ ਮੇਲ,Reconcile
ਮੇਲ-ਮਿਲਾਪ,Reconciliation
ਮੁੜ ਵਿਚਾਰ ਕਰੋ,Reconsideration
ਪੁਨਰਗਠਨ,Reconstitution
ਪੁਨਰ ਨਿਰਮਾਣ,Reconstruction
ਫਾਈਲ ਦੀ ਪੁਨਰ ਨਿਰਮਾਣ,Reconstruction of file
ਰਿਕਾਰਡ,Record
ਰਿਕਾਰਡ ਕਿਤਾਬ,Record book
ਸੇਵਾ ਦਾ ਰਿਕਾਰਡ,Record of service
ਮੁੜ ਆਉਣਾ,Recourse
ਮੁੜ ਪ੍ਰਾਪਤ ਕਰੋ,Recover
ਰਿਕਵਰੀ,Recovery
ਮਨੋਰੰਜਨ,Recreation
ਭਰਤੀ,Recruit
ਭਰਤੀ ਅਧਿਕਾਰ,Recruiting authority
ਭਰਤੀ,Recruitment
ਭਰਤੀ ਨਿਯਮ,Recruitment rules
ਸੁਧਾਰ,Rectification
ਆਵਰਤੀ,Recurring
ਛੁਟਕਾਰਾ,Redeem
ਛੁਟਕਾਰਾ,Redemption
ਦਿਸ਼ਾ ਨਿਰਦੇਸ਼ਿਤ,Redirected
ਨਿਵਾਰਣ,Redress
ਨਿਵਾਰਣ,Redressal
ਲਾਲ-ਟਿਪਵਾਦ,Red-tapism
ਕਮੀ,Reduction
ਰਿਡੰਡੈਂਟ,Redundant
ਦੁਬਾਰਾ ਰੁਜ਼ਗਾਰ,Re-employment
ਦੁਬਾਰਾ ਦਾਖਲਾ,Re-entry
ਵੇਖੋ,Refer
ਹਵਾਲਾ,Reference
ਰੈਫਰਲ,Referral
ਤਨਖਾਹ ਦਾ ਬੰਦਰਗਾਨਾ,Refixation of pay
ਸੁਧਾਰ,Reform
ਤੋਂ ਪਰਹੇਜ਼ ਕਰੋ,Refrain from
ਤਾਜ਼ਗੀ,Refreshment
ਰਿਫੰਡ,Refund
ਵਾਪਸੀਯੋਗ,Refundable
ਇਨਕਾਰ,Refusal
ਇਨਕਾਰ,Refuse
ਇਨਕਾਰ ਕਰ ਦਿੱਤਾ,Refused leave
ਇਨਕਾਰ,Refutation
ਸਮਝੋ,Regard
ਖੇਤਰ,Region
ਖੇਤਰੀ,Regional
ਰਜਿਸਟਰ,Register
ਰਜਿਸਟਰਡ,Registered
ਰਜਿਸਟਰਡ ਦਫਤਰ,Registered office
ਅਧਿਕਾਰ ਰਜਿਸਟਰ ਕਰਨਾ,Registering authority
ਰਜਿਸਟਰੀ ਫੀਸ,Registration fee
ਰਜਿਸਟ੍ਰੇਸ਼ਨ ਫਾਰਮ,Registration form
ਰਜਿਸਟਰੀ,Registry
ਅਫਸੋਸ,Regret
ਮੁੜ ਸੰਗਠਿਤ,Regrouping
ਰੋਜਾਨਾ,Regular
ਨਿਯਮਤ cadre,Regular cadre
ਰੈਗੂਲਰਾਈਜ਼ੇਸ਼ਨ,Regularization
ਨਿਯਮਤ ਸੇਵਾ,Regular service
ਨਿਯਮ,Regulations
ਮੁੜ ਵਸੇਬਾ,Rehabilitation
ਰਿਹਰਸਲ,Rehearsal
ਰੀਮਜ,Reimburse
ਮੁੜ ਬਹਾਲ ਕਰੋ,Reinstate
ਦੁਹਰਾਇਆ,Reiterate
ਰੱਦ ਕਰੋ,Reject
ਰੱਦ,Rejection
ਮੁੜ ਭਰਨਾ,Rejoinder
ਸਬੰਧ,Relation
ਰਿਸ਼ਤੇਦਾਰ,Relative
ਰਿਸ਼ਤੇਦਾਰ ਮੁੱਲ,Relative valuation
ਮਨੋਰੰਜਨ,Relaxation
ਨਿਯਮਾਂ ਦੀ ਅਰਾਮ,Relaxation of rules
ਜਾਰੀ ਕਰੋ,Release
ਰਿਹਾਈ ਤਾਰੀਖ,Release date
ਸੰਬੰਧਿਤ,Relevant
ਸੰਬੰਧਿਤ ਕਾਗਜ਼ਾਤ,Relevant papers
ਭਰੋਸੇਯੋਗ,Reliable
ਰਾਹਤ,Relief
ਰਾਹਤ ਅਤੇ ਮੁੜ ਵਸੇਬਾ,Relief and rehabilitation
ਰਾਹਤ ਸੂਚੀ,Relief list
ਰਾਹਤ ਕੰਮ,Relief works
ਰਾਹਤ,Relieve
ਰਿਲੀਵਰ,Reliever
ਤਿਆਗ,Relinquishment
ਚਾਰਜ ਦੀ ਤਿਆਗ,Relinquishment of charge
ਮੁੜ ਵਸਣਾ,Relocation
ਝਿਜਕ,Reluctance
ਟਿੱਪਣੀ,Remark
ਟਿੱਪਣੀ ਕਾਲਮ,Remarks column
ਉਪਚਾਰੀ ਕਾਰਵਾਈ,Remedial action
ਉਪਚਾਰੀ ਉਪਾਅ,Remedial measures
ਉਪਚਾਰੀ ਟ੍ਰਾਂਸਫਰ,Remedial transfer
ਯਾਦ,Reminder
ਮੁਆਫੀ,Remission
ਰਵਾਇਤੀ,Remit
ਯਾਦ,Remitee
ਰਿਲੀਜ਼,Remittance
ਰਿਮੋਟ,Remote
ਰਿਮੋਟ ਕੰਟਰੋਲ,Remote control
ਹਟਾਉਣ,Removal
ਮਿਹਨਤਾਨਾ,Remuneration
ਦੇਣਾ ਹੈ,Render
ਨਵੀਨੀਕਰਣ,Renewal
ਮੰਗ ਦਾ ਨਵੀਨੀਕਰਣ,Renewal of demand
ਤਿਆਗ,Renounce
ਨਵੀਨੀਕਰਣ,Renovation
ਕਿਰਾਇਆ,Rent
ਕਿਰਾਏ ਦੀ ਜਗ੍ਹਾ,Rented space
ਦੁਬਾਰਾ ਖੋਲ੍ਹਣਾ,Reopening
ਪੁਨਰਗਠਨ,Reorganization
ਪੁਨਰ-ਸੰਵੇਦਨਸ਼ੀਲਤਾ,Reorientation
ਮੁਰੰਮਤ,Repairable
ਮੈਂ ਦੇਸ਼ ਵਾਪਸ ਆਇਆ,Repatriate
ਸੇਵਾਵਾਂ ਦੀ ਮੁੜ ਅਦਾਇਗੀ,Repatriation of services
ਮੁੜ ਭੁਗਤਾਨ ਕਰੋ,Repay
ਮੁੜ ਭੁਗਤਾਨਯੋਗ,Repayable
ਰੱਦ,Repeal
ਦੁਹਰਾਓ ਆਰਡਰ,Repeat order
ਦੁਹਰਾਓ ਕੰਮ,Repetitive work
ਬਦਲੋ,Replace
ਤਬਦੀਲੀ,Replacement
ਦੁਬਾਰਾ ਭਰਨਾ,Replenishment
ਰਿਪੋਰਟ,Report
ਰਿਪੋਜ਼ਟਰੀ,Repository
ਪ੍ਰਤੀਨਿਧਤਾ,Representation
ਪ੍ਰਤੀਨਿਧ,Representative
ਝਿੜਕਣਾ,Reprimand
ਦੁਬਾਰਾ ਛਾਪਣਾ,Reprint
ਬਦਲਾ,Reprisal
ਦੁਬਾਰਾ ਪੈਦਾ ਕਰੋ,Reproduce
ਪ੍ਰਜਨਨ,Reproduction
ਗਣਤੰਤਰ ਦਿਵਸ,Republic day
ਉਲੰਘਣਾ,Repudiate
Repunant,Repugnant
ਦੁਬਾਰਾ ਖਰੀਦ,Repurchase
ਵੱਕਾਰ,Reputation
ਲੋੜ,Requirement
ਲੋੜੀਂਦਾ,Requisite
ਲੋੜੀਂਦੀ ਜਾਣਕਾਰੀ,Requisite information
ਲੋੜੀਂਦੀਆਂ ਜ਼ਰੂਰਤਾਂ,Requisites
ਮੰਗ,Requisition
ਮੰਗ ਦਾ ਰੂਪ,Requisition form
ਬੇਨਤੀ ਤਿਲਕ,Requisition slip
ਬਚਾਅ,Rescue
ਖੋਜ ਕੰਮ,Research work
ਨਾਰਾਜ਼ਗੀ,Resentment
ਰਿਜ਼ਰਵੇਸ਼ਨ,Reservation
ਰਿਜ਼ਰਵੇਸ਼ਨ ਫੀਸ,Reservation fee
ਪੋਸਟ ਦਾ ਰਿਜ਼ਰਵੇਸ਼ਨ,Reservation of post
ਰਿਜ਼ਰਵ,Reserve
ਰਿਜ਼ਰਵਡ ਰਿਹਾਇਸ਼,Reserved accommodation
ਰਾਖਵੇਂ ਹਲਕੇ,Reserved constituency
ਰਿਜ਼ਰਵ ਕੀਮਤ,Reserve price
ਮੁੜ ਵਸੇਬਾ,Resettlement
ਫੇਰ,Reshuffle
ਨਿਵਾਸ,Residence
ਨਿਵਾਸੀ ਪਰਮਿਟ,Resident permit
ਨਿਵਾਸੀ,Resident
ਰਿਹਾਇਸ਼ੀ,Residential
ਰਿਹਾਇਸ਼ੀ ਰਿਹਾਇਸ਼,Residential accommodation
ਰਿਹਾਇਸ਼ੀ ਪਤੇ,Residential address
ਰਿਹਾਇਸ਼ੀ ਤਿਮਾਹੀ,Residential quarter
ਮੌਤ,Residuary
ਰੈਜ਼ੀਡਿਥਜ਼ ਪੈਨਸ਼ਨ,Residuary pension
