English,Tamil
internet hunt,இணைய ஆய்வு
internet monthly report,இணைய மாத அறிக்கை
internet packet exchange,இணைய பாக்கெட் பரிமாற்றம்
internet protocol (IP),இணைய நெறிமுறை (IP)
internet protocol remove (IP),"1.இன்டர்நெட் மேனுவல், 2.இன்டர்நெட் புரோட்டோகால்"
internet relay chat (IRC),இணைய ஒலிபரப்பு உரையாடல் (IRC)
internet service provider,இணைய சேவை வழங்குபவர்
internet services list,இணைய சேவை பட்டியல்
internet society,இணைய சமூகம்
internet tools,"1. இணைய சாதனம், 2. சாதனம்"
internet working,இணைய செயல்பாடு
internet working,இணைய செயல்பாடு
Interpolation,இடைச்செருகல்
Interpret,விளக்கம்
Interpreter,"1. மொழிபெயர்ப்பாளர், 2. பாகுபாடு செய்பவர், 3. நினைவூட்டல் பரிமாற்றம் செய்பவர்"
interprocess communication,இடைச்செயல் தொடர்பு
Interrupt,அந்தரயக்
interrupt handler,குறுக்கீடு கையாளுபவர்
interrupt mask,குறுக்கீடு கவர்
interrupt signal,குறுக்கீடு சமிக்ஞை
interrupt vector,குறுக்கீடு திசையன்
Interruption,குறுக்கீடு
Intersect,குறுக்குவெட்டு
Intranet,"1.இணையம், 2.இன்ட்ராநெட்"
Invariant,மாறாத
inventory master file,சரக்கு முக்கிய கோப்பு
inverse multiplexer,தலைகீழ் மல்டிபிளெக்சர்
inverse scanning,தலைகீழ் ஸ்கேனிங்
inverted file,தலைகீழ் கோப்பு
inverted list file,தலைகீழ் பட்டியல் கோப்பு
inverted page table,தலைகீழ் பக்க அட்டவணை
Inverter,"1. பரிமாற்றி, 2. சின்னம்"
internet working,இணைய செயல்பாடு
Interpolation,இடைச்செருகல்
Interpret,விளக்கம்
Interpreter,"1. மொழிபெயர்ப்பாளர், 2. பாகுபாடு செய்பவர், 3. நினைவூட்டல் பரிமாற்றம் செய்பவர்"
interprocess communication,இடைச்செயல் தொடர்பு
Interrupt,அந்தரயக்
interrupt handler,குறுக்கீடு கையாளுபவர்
interrupt mask,குறுக்கீடு கவர்
interrupt signal,குறுக்கீடு சமிக்ஞை
interrupt vector,குறுக்கீடு திசையன்
Interruption,குறுக்கீடு
Intersect,குறுக்குவெட்டு
Intranet,"1.இணையம், 2.இன்ட்ராநெட்"
Invariant,மாறாத
inventory master file,சரக்கு முக்கிய கோப்பு
inverse multiplexer,தலைகீழ் மல்டிபிளெக்சர்
inverse scanning,தலைகீழ் ஸ்கேனிங்
inverted file,தலைகீழ் கோப்பு
inverted list file,தலைகீழ் பட்டியல் கோப்பு
inverted page table,தலைகீழ் பக்க அட்டவணை
Inverter,"1. பரிமாற்றம் செய்பவர், 2. சின்னம்"
job management,பணி மேலாண்மை
job oriented language,செயல் சார்ந்த மொழி
job priority,பணி முன்னுரிமை
job scheduling,வேலை திட்டமிடல்
job sequencing,பணி வரிசைப்படுத்துதல்
job table,வேலை திட்டம்
join (JOIN),செருகல்
joint photographic group (jpg),கூட்டு புகைப்படக் குழு (JPG)
Journal,இதழ்
joy stick,மகிழ்ச்சி குச்சி
Judgement,"1.மதிப்பீடு, 2.முடிவு"
Jump,குதிக்க
jump instruction,குதிக்கும் அறிவுறுத்தல்
Jumper,குதிப்பவர்
Junction,"1. சங்கமம், 2. ஒப்பந்தம், 3. கூட்டு"
Junk,குப்பை
Justification,நியாயப்படுத்துதல்
k bytes,கிலோ பைட்
karnaugh map,கர்னாஃப் வரைபடம்
karnaugh map,கர்னாஃப் படம்
KB (Kilo Byte),KB (கிலோகிராம் பைட்)
Kernel,"1. அஸ்தி, 2. கர்னல்கள், 3. கர்னல்"
kernel mode,எட்டு முறை
Kerning,பழக்கப்படுத்துதல்
Key,முக்கிய
key board,விசைப்பலகை
key bounce,"1.விசை துள்ளல், 2.விசை நிராகரிப்பு"
