Marathi,Assamese
"1.इलेक्ट्रॉनिक प्रिंटिंग, 2.इलेक्ट्रॉनिक प्रिंटर","১.ইলেক্ট্ৰনিক প্ৰিন্টিং, ২.ইলেক্ট্ৰনিক প্ৰিণ্টাৰ"
इलेक्ट्रिकल अकाउंटिंग मशीन,বৈদ্যুতিক একাউণ্টিং মেচিন
इलेक्ट्रॉनिक्स,ইলেক্ট্ৰনিক্স
इलेक्ट्रॉनिक एक्झॉस्ट सिस्टम (ECS),ইলেক্ট্ৰনিক এক্সজেষ্ট চিষ্টেম (ECS)
इलेक्ट्रॉनिक डेटा एक्सचेंज (EDI),ইলেক্ট্ৰনিক ডাটা এক্সচেঞ্জ (EDI)
इलेक्ट्रॉनिक डेटा प्रोसेसिंग,ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং
इलेक्ट्रॉनिक ब्रोशर,ইলেক্ট্ৰনিক ব্ৰ&#39;চাৰ
इलेक्ट्रॉनिक निधी हस्तांतरण यंत्रणा (EFTS),ইলেক্ট্ৰনিক ধন হস্তান্তৰ ব্যৱস্থা (EFTS)
"1.इलेक्ट्रॉनिक जर्नल, 2.इलेक्ट्रॉनिक जर्नल","১.ইলেক্ট্ৰনিক জাৰ্নেল, ২.ইলেক্ট্ৰনিক জাৰ্নেল"
इलेक्ट्रॉनिक प्रकाशन,ইলেক্ট্ৰনিক প্ৰকাশন
इलेक्ट्रॉनिक स्विच,ইলেক্ট্ৰনিক চুইচ
"घटक, घटक","উপাদান, উপাদান"
ई-मेल,ই-মেইল
"1. ई-मेल पत्ता, 2. इलेक्ट्रॉनिक मेलिंग पत्ता","১/ ই-মেইল ঠিকনা, ২/ ইলেক্ট্ৰনিক মেইলিং ঠিকনা"
एम्बेडेड प्रणाली,এম্বেডেড চিস্টেম
एम्बेडिंग,এম্বেডিং
एमिटर कपल्ड लॉजिक (ECL),এমিটাৰ সংযুক্ত লজিক (ECL)
मोकळी जागा,খালী ঠাই
"1. कोरी साखळी, 2. कोरी साखळी","১.উকা শিকলি, ২.উকা শিকলি"
यांत्रिकीकरण,যান্ত্ৰিকীকৰণ
"1.कॅप्सुलेशन, 2.कॅप्सुलेशन","১.কেপচুলেচন, ২.কেপচুলেচন"
डिकोडर,ডিকোডাৰ
एन्कोडिंग,এনকোডিং
"1. एन्कोडर, 2. कोडॅक","১.এনকোডাৰ, ২.কোডাক"
लपलेला डेटा,লুকাই থকা তথ্য
लपलेली फाइल सिस्टम,লুকাই থকা নথিপত্ৰপ্ৰণালী
"1. एन्क्रिप्शन, 2. कोडिंग, 3. एन्कोडिंग","1. এনক্ৰিপচন, 2. ক&#39;ডিং, 3. এনকোডিং"
ब्लॉक एंड,ব্লকৰ শেষ
फाइल-एंड,ফাইল-অন্ত
वापरकर्ता,ব্যৱহাৰকাৰী
प्रविष्ट करा,প্ৰৱেশদ্বাৰ
एंट्री की,প্ৰৱেশ চাবি
"१.उद्यम सरवर, २.उद्यम सेवक","১.উদ্যম সৰৱাৰ, ২.উদ্যম সেৱক"
एंटरप्राइझ प्रणाली,উদ্যোগ ব্যৱস্থা
शक्ती,ক্ষমতা
शक्ती आत्मीयता,ক্ষমতা আত্মীয়তা
प्रवेश वेळ,প্ৰৱেশৰ সময়
इनपुट व्हेरिएबल,ইনপুট ভেৰিয়েবল
मोजण्यायोग्य,গণনাযোগ্য
वातावरण,পৰিৱেশ
"1.युग, 2. युग, 3. सूचना क्षण","১.যুগ, ২. যুগ, ৩. নিৰ্দেশনা মুহূৰ্ত"
EPRAM (फायनान्स प्रोग्राम करण्यायोग्य वाचनीय मेमरी),EPRAM (বিত্তীয় প্ৰগ্ৰেমেবল কেৱল পঢ়িব পৰা মেমৰি)
एप्सिलॉन कन्व्हेक्टर,এপ্সিলন কনষ্ট্ৰিক্টৰ
तुल्यकारक,ইকুৱেলাইজাৰ
उपकरणे,সঁজুলি
समतुल्य वर्ग,সমতুল্যতা শ্ৰেণী
समतुल्य संबंध,সমতুল্য সম্পৰ্ক
"1. विलोपन, 2. निर्मूलन","১/ বিলুপ্তি, ২) নিৰ্মূল"
त्रुटी सुधारणे कोड,ভুল সংশোধন ক&#39;ড
त्रुटी सुधारणे,ভুল সংশোধন
त्रुटी शोधणे,ভুল ধৰা পেলোৱা
त्रुटी हाताळणी,ভুল নিয়ন্ত্ৰণ
त्रुटी संदेश,ত্ৰুটি বাৰ্তা
त्रुटी दर,ভুলৰ হাৰ
त्रुटी पुनर्प्राप्ती,ত্ৰুটি পুনৰুদ্ধাৰ
त्रुटी नाव,ভুলৰ নাম
सुटका प्रतीक,পলায়ন চিহ্ন
इथरनेट,ইথাৰনেট
कार्यक्रम,কাৰ্যক্ৰম
कार्यक्रम साखळी,ইভেন্ট শৃংখল
घटना नियंत्रण,ইভেন্ট নিয়ন্ত্ৰণ
कार्यक्रम काउंटर,ইভেন্ট কাউণ্টাৰ
अपवाद हाताळणी,ব্যতিক্ৰম নিয়ন্ত্ৰণ
एक्सचेंज डिस्क स्टोरेज,বিনিময় ডিষ্ক সংৰক্ষণ
बहिष्कार,বৰ্জন
अनन्य आणि (x किंवा),একচেটিয়া আৰু (x বা)
एक्झिक्युटेबल प्रोग्राम,এক্সিকিউটেবল প্ৰগ্ৰেম
अंमलबजावणी विधान,এক্সিকিউচন ষ্টেটমেন্ট
निवडक शोध,নিৰ্বাচিত অনুসন্ধান
विद्यमान,বিদ্যমান
समस्या,সমস্যা
तज्ञ प्रणाली,বিশেষজ্ঞ ব্যৱস্থা
"1. अभिव्यक्ती, 2. अभिव्यक्ती","১.প্ৰকাশ, ২. অভিব্যক্তি"
विस्तारित ग्राफिकल मॅट्रिक्स (x g a),সম্প্ৰসাৰিত চিত্ৰাঙ্কিত মেট্ৰিক্স (x g a)
विस्तारित औद्योगिक मानके (EIS),বৰ্ধিত ঔদ্যোগিক মানদণ্ড (EIS)
ओव्हरलोड मशीन,অভাৰলোড মেচিন
विस्तारित मेमरी,বৰ্ধিত স্মৃতিশক্তি
"1. विस्तारित अचूकता, 2. विस्तारित अचूकता","১/ বৰ্ধিত নিখুঁততা, ২) বৰ্ধিত সঠিকতা"
"1.विस्तारित वर्गीकरण, 2.विस्तारित पृथक्करण","1.Extended Sorting, 2.Extended পৃথকীকৰণ"
कॉल करा,কল আউট কৰক
बाह्य त्रुटी,বাহ্যিক ভুল
बाह्य कार्य,বাহিৰৰ কাৰ্য্য
बाह्य व्यत्यय,বাহ্যিক বাধা
"1.बाह्य मेमरी, 2.बाह्य मेमरी","1.বাহ্যিক স্মৃতিশক্তি, 2.বাহ্যিক স্মৃতিশক্তি"
बाह्य मेमरी,বাহ্যিক স্মৃতিশক্তি
बाह्य मोडेम,বাহ্যিক মডেম
बाह्य संदर्भ,বাহ্যিক উল্লেখ
बाह्य शोध,বাহ্যিক অনুসন্ধান
बाह्य स्टोरेज डिव्हाइस,বাহ্যিক সংৰক্ষণ ডিভাইচ
काढणे,নিষ্কাশন
एक्सट्रापोलेशन,বহিঃপ্ৰক্ষেপণ
पॅनेल वर्ण प्रिंटर,পেনেল আখৰ প্ৰিন্টাৰ
अयशस्वी-सुरक्षा ऑपरेशन,বিফল-নিৰাপদ কাৰ্য্য
अपयशाचा दर,বিফলতাৰ হাৰ
अयशस्वी डिस्चार्ज,বিফলতা নিৰ্গমন
खोटा कोड,মিছা ক&#39;ড
खोटी चूक,মিছা ভুল
"1.गुंतवणूक, 2.गुंतवणुकीचे गुण","১.বিনিয়োগ, ২.বিনিয়োগ পইণ্ট"
"1. अंक, 2. अंक क्रमांक","1. ইছ্যু, 2. ইছ্যু নম্বৰ"
"1. प्रतिकृती I/O डिव्हाइस, 2. प्रतिकृती इनपुट डिव्हाइस/आउटपुट","1. প্ৰতিলিপি I/O ডিভাইচ, 2. প্ৰতিলিপি ইনপুট ডিভাইচ/আউটপুট"
जलद फोरियर हस्तांतरण,দ্ৰুত ফোৰিয়াৰ স্থানান্তৰ
गंभीर त्रुटी,মাৰাত্মক ভুল
दोष शोधणे,ত্ৰুটি ধৰা পেলোৱা
दोष निदान,দোষ নিদান
चुकीची सहनशीलता,দোষ সহনশীলতা
फॅक्स,ফেক্স
फॅक्स संदेश,ফেক্স বাৰ্তা
f dc,f dc
लक्षण शोधणे,লক্ষণ ধৰা পেলোৱা
चाक भरणे,ফিল চকা
पुनर्गुंतवणूक,পুনৰ বিনিয়োগ
"1.पुरवठादार, 2.पोषण, 3.फीडर","1.যোগানকাৰী, 2.পুষ্টি, 3.ফিডাৰ"
