Tamil,Hindi
கருதப்பட்ட பல்கலைக்கழகம்,मानित विश्‍वविद्‌यालय
தூக்கி எறியுங்கள்,"विरूपित करना, विकृत करना"
நடைமுறையில்,वस्तुतः
Defalcation,ग़बन
அவதூறு,मानहानि
இயல்புநிலை,"चूक, व्यतिक्रम, बक़ाया"
தவறியவர்,"चूक करने वाला, बक़ायादार, बाक़ीदार"
குறைபாடுள்ள,"सदोष, त्रुटिपूर्ण"
பாதுகாப்பு,"रक्षा, बचाव, प्रतिवाद"
பாதுகாப்பு ஆலோசகர்,बचाव काउंसेल
பாதுகாப்பு உற்பத்தி,रक्षा-उत्पादन
பிரதிவாதி,प्रतिवादी
அவிழ்த்து விடுங்கள்,आस्थगित करना
ஒத்திவைக்கப்பட்ட செலவு,आस्थगित व्यय
மீறுதல்,अवज्ञा
பற்றாக்குறை,"घाटा, कमी"
பற்றாக்குறை பட்ஜெட்,घाटे का बजट
வரையறு,"निश्‍चित करना, परिभाषा देना"
மீறுகின்றனர்,अवज्ञा करना
சீரழிவு,"पद घटाना, ग्रेड घटाना, निम्नीकरण"
பட்டம்,"डिग्री, उपाधि, उपाधिपत्र, मात्रा, अंश, कोटि, घात"
டிஜூர்,विधितः
தாமதம்,विलंब
பிரதிநிதி,"प्रतिनिधि, प्रत्यायोजित करना"
ஒப்படைக்கப்பட்ட அதிகாரம்,प्रत्यायोजित प्राधिकार
தூதுக்குழு,"प्रतिनिधि मंडल, शिष्‍टमंडल, प्रत्यायोजन"
அதிகாரங்களின் பிரதிநிதிகள்,शक्‍तियों का प्रत्यायोजन
அழி,"हटाना, निकालना"
நீக்குதல்,"लोप, हटा दिया जाना"
வேண்டுமென்றே,जानबूझकर
விவாதம்,विचार-विमर्श
டெலிசென்சிங்,"लाइसेंस रद्‌द करना, लाइसेंस हटाना"
