Hindi,Punjabi
धावी,ਮੁਸ਼ਕਿਲ
कर्वेम्ब्री,ਕਰਵੰਬਰਸੀ
वक्रभ्रूणी,ਕਰਵਬੇਰੀੋਨਿਕ
"अमरबेल, आकाशबेल",ਕੁਸਕਤਾ
"निशिताग्र, वलनी",Cuspidate
"उपत्वचा, उपचर्म",ਕਟੀਲ
कर्तन,ਕੱਟਣਾ
कलम,ਕੱਟਣਾ
"सुफेनक, कटलफिश",ਕਟਲਫਿਸ਼
सायनोजीवाणु,ਸਾਈਨੋਬੈਟਰੀਆ
सायनोजीवाणु,ਸਿਨੋਬੈਕਟਰੀ
सायनोकोबालेमिन,ਸਾਈਨੋਕੋਬਲੈਮਿਨ (ਬੀ 12)
साइनोफाइसीय कणिका,ਸਿਨੋਫਾਈਸੈਨ ਗ੍ਰੇਨੀਲੇ
साऐथियम,ਸਾਈਥਿਅਮ
साइकैड,ਸਾਈਕੈਡ
साइकैडेसी,ਸਾਈਕਡੇਸੀਸੀ
साइकैडोप्सिडा,ਸਾਈਕਾਡੋਪਸਡਾ
चक्रीय ग्वानोसीन मोनोफॉस्फेट,ਚੱਕਰਵਾਤੀ ਗੋਨੋਸਾਈਨ ਮੋਨੋਫੋਸਫੇਟ
चक्रीय प्रकाशफॉस्फोरिलन,ਚੱਕਰਵਾਤ ਫੋਟੋਫ਼ੋਫੋਸੋਰੀਲੇਸ਼ਨ
चक्रवाती पृथक्कारी,ਚੱਕਰਵਾਤੂਨਿਕ ਸਪੈਰੇਟਰ
साइक्लॉप्स,ਸਾਈਕਲੋਪਸ
साइक्लोस्पोरिन-A,ਸਾਈਕਲੋਸਪੋਰਿਨ ਏ
साइक्लोस्टोमैटा,ਸਾਈਕਲੋਸਟੋਮੈਟੋਟਾ
साइकस,ਸਾਈਕਲ
ससीमाक्षी,ਸਾਈਮੋਜ਼
ससीमाक्ष प्रकार,ਸਾਈਮੋਜ਼ ਦੀ ਕਿਸਮ
साइप्रेस,ਸਾਈਪਰਸ
सिप्सेला,ਸਾਈਪਸਲਾ
सिस्टीन,Catsine
"पुटीय तंतुमयता, पुटीय रेशमयता",ਸਿਸਟਿਕ ਫਾਈਬਰੋਸੀਸ
कोशिका-द्रव्य विभाजन,ਸਾਇਟੋਕਿਨੇਸਿਸ
साइटोक्रोम,Cytochromo
साइटोकाइन अवरोध,ਸਾਇਟੋਕਾਈਨ ਬੈਰੀਅਰ
साइटोकाइनिन,ਸਾਇਟੋਕਿਨਿਨ
कोशिकाविज्ञान,ਸਾਇਟੋਲੋਜੀ
तंत्रिकाय,ਸਾਈਓਟਨ
कोशिका-द्रव्य,ਸਾਇਟੋਪਲਾਜ਼ਮ
कोशिकाद्रव्यी सेतु,ਸਾਇਟੋਪਲਾਸਮੀ ਬ੍ਰਿਜ
कोशिकाद्रव्यी गोलिका,ਸਾਇਟੋਪਲਾਸਮਿਕ ਗਲੋਬੂਲ
साइटोसीन,ਸਾਇਟੋਸਾਈਨ
कोशिका-पंजर,ਸਾਇਟੋਸਕੇਲੇਟਨ
"कोशिकाविलेय, साइटोसोल",ਸਾਇਟੋਸੋਲ
कोशिकावर्गिकी,ਸਾਇਟੋਟੈਕਸੋਨੋਮੀ
निर्जलीकरण,ਡੀਹਾਈਡਰੇਸ਼ਨ
डेरी प्रौद्योगिकी,ਡੇਅਰੀ ਟੈਕਨੋਲੋਜੀ
डैफ्नेलीज,ਡੈਫਨੇਲੇਸ
डैफ्निया (जल पिस्सू),ਡੂੰਨੀਆ
अदीप्त पृष्ठभूमि,ਹਨੇਰਾ ਬੈਕ ਗਰਾਉਂਡ
अदीप्त क्षेत्र सूक्ष्मदर्शिकी,ਡਾਰਕ ਫੀਲਡ ਮਾਈਕਰੋਸਕੋਪੀ
अप्रकाशिक अभिक्रिया,ਹਨੇਰਾ ਪ੍ਰਤੀਕਰਮ
डार्विनवाद,ਡਾਰਵਿਨਿਜ਼ਮ
"डार्विन कुलिंग (पक्षी), डार्विन फिंच",ਡਾਰਵਿਨ ਦਾ ਫਿੰਚ
आँकड़े अपूर्ण,ਡੇਟਾ ਦੀ ਘਾਟ
खजूर वृक्ष,ਡੇਟਿੰਗ ਹਥੇਲੀ
डाटूरा स्ट्रेमोनियम (धतूरा),ਡੈਟੂਰਾ ਸਟ੍ਰੈਲੋਨੀਅਮ
संतति कोशिका,ਧੀ ਸੈੱਲ
दिवस-निरपेक्ष पादप,ਦਿਨ ਨਿਰਪੱਖ ਪੌਦਾ
दिन-अवधि,ਦਿਨ ਦੀ ਲੰਬਾਈ
विवृद्धि,ਡੀਗੈਥ
मृत प्ररोह,ਡੈੱਡ ਸ਼ੂਟ
बधिरता,ਬੋਲ਼ਾਪਨ
दशतय,ਡੀਕਮਰ
क्षयशील जैव पदार्थ,ਜੈਵਿਕ ਪਦਾਰਥ
डेसिबेल,ਡੈਸੀਬੈਲ
पाती आधार,ਡਸੀਡੁਆ ਬਾਸਾਲੀ
पाती संपुट,ਡੀਲਿਡੁਆ ਕੈਪਸੂਲਿਸ
"पतनिका, पाती",ਡਿਸਿਡੁਆ
पर्णपाती,ਪਤਝੜ
अपघटित होना,ਕੰਪੋਜ਼
अपघटक,ਕੰਪੋਜ਼ਰ
अपघटनी अपरद,ਡੀਟਰਿਟਸ ਨੂੰ ਕੰਪੋਜ਼ ਕਰਨਾ
अपघटन दर,ਸੜਨ ਦੀ ਦਰ
उत्शयान,ਵਿਗਾੜ
निर्विभेदित कोशिका,ਸਮਰਪਿਤ ਸੈੱਲ
गभीर महासागर खाई,ਦੀਪ ਸਮੁੰਦਰ ਦੀ ਖਾਈ
गभीर जलाशय,ਡੂੰਘਾ ਪਾਣੀ ਸਰੀਰ
विरेशकीयन,Defibbriletlation
विरेशकित्र,ਡਿਫਿਬ੍ਰਿਲੇਟਰ
"न्यूनता, हीनता, अपूर्णता, ह्रास",ਘਾਟ
अपस्फीति,ਦ੍ਰਿੜਤਾ
विक्षेप तरंग,ਬਦਨਾਮ ਵੇਵ
"वनोन्मूलन, निर्वनन",ਕਟਾਈ
"प्रकूट अपह्रासिता, कोडॉन अपह्रासिता",ਕੋਡਨ ਦੀ ਡੀਜਨਰਸੀ
अपह्रासित,ਪਤਿਤ
अपह्रासित कूट,ਡੀਜਨਰੇਟ ਕੋਡ
अपह्रासन,ਡੀਜਨਰੇਸ਼ਨ
अपह्रासी संधि,ਡੀਜਨਰੇਟਿਵ ਜੋੜ
घासस्थल का निम्नीकरण,ਘਾਹ ਦੇ ਘੇਰੇ ਦਾ ਵਿਗਾੜ
अपवृद्धि,ਡੀਗੈਥ
स्फुटनशील फल,ਡੀਹਿਸੈਂਟ ਫਲ
निर्जलीकरण,ਡੀਹਾਈਡਰੇਸ਼ਨ
डिहाइड्रो-एपीऐन्ड्रोस्टेरॉन,ਡੀਹਾਈਡ੍ਰੋ-ਐਪੀਡ੍ਰੋਸਟੀਰੋਨ
डिहाइड्रोजनेज,ਡੀਹਾਈਡ੍ਰੋਜਨਸ
"विलोपन, विलोप",ਹਟਾਉਣਾ
परिसीमन झिल्ली,ਖਤਰਨਾਕ ਝਿੱਲੀ
(वि) निरूपक,ਡੀਲਲਾਈਨ
डेल्फाइनस,ਡੇਲਫਿਨਸ
"तलमज्जी मीन, तलमज्जी मछली",ਡੈਮਰਸੈਲ ਮੱਛੀ
जनसांख्यिकीय संक्रमण,ਡੈਮੋਗ੍ਰਾਫਿਕ ਤਬਦੀਲੀ
"विकृतन, विकृतीयन",ਗਿਰਾਵਟ
"विकृतीयित, विकृतीकृत",ਨਿੰਦਿਆ
"विकृतीकरण, विकृतियन",ਨਾਪਸੰਦ
द्रुमाकृति,ਡੈਂਡਰਾਈਟ
द्रुमिका,ਡੈਂਡਰਾਈਟ
पार्श्वतंतु,ਡੈਂਡਰਾਈਟ
डेन्ड्रोबेटीज,Dendrobates
द्रुमवर्ध,ਡੈਂਡਰੋਨ
डेंगू,ਡੇਂਗੂ
विनाइट्रीकरण,ਇਨਕਾਰ
विनाइट्रीकरण प्रक्रम,ਇਨਕਾਰ ਪ੍ਰਕਿਰਿਆ
विनाइट्रीकारक,ਡੈਂਟਿਟ੍ਰਿਫਾਇਰ
विनाइट्रीकारी जीवाणु,ਬੈਕਟੀਰੀਆ ਨੂੰ ਨਕਾਰੋ
सघन विलयन,ਸੰਘਣਾ ਹੱਲ
घनत्व प्रवणता अपकेंद्रण,ਘਣਤਾ ਗਰੇਡੀਐਂਟ ਸੈਂਟਰਿਫੁਗਾਸ਼ਨ
निलंबन का घनत्व,ਮੁਅੱਤਲ ਦੀ ਘਣਤਾ
दंतुर,ਦੰਦ
"दंतधातु, डेन्टीन",ਦੰਦ
वि-ऑक्सीजनित रुधिर,ਡੀਕੋਸੀਜੈਜੈਂਟ ਲਹੂ
डिऑक्सी राइबोन्यूक्लीक अम्ल,ਡੀਓਕਸੀਰੀਬੋਨਯੂਕਲਿਕ ਐਸਿਡ (ਡੀਐਨਏ)
विवर्णकता,ਸੰਜਮ
मृदा उर्वरता ह्रास,ਮਿੱਟੀ ਦੀ ਉਪਜਾ. ਸ਼ਕਤੀ ਦੀ ਕਮੀ
विध्रुवण,ਵਡਿਆਨੀ
वि-बहुलकन,ਨਿਪੁੰਨਤਾ
अवसाद,ਉਦਾਸੀ
गर्त,ਉਦਾਸੀ
परित्यक्त भूमि,ਡੀਰੀਲਿਕਟ ਜ਼ਮੀਨ
व्युत्पन्न नोवाकेन,ਡੈਰੀਵੇਟਿਵ ਨੋਵਾਸੀਨ
त्वचाजन,ਡਰਮੇਟੋਜਨ
चर्म,Dermis
वंशज समष्टि,ਵੰਸ਼ਜੈਂਟ ਆਬਾਦੀ
अवरोही वृहदांत्र,ਉਤਰਦਾ ਕਾਲਨ
"अवरोही पाद, अवरोही शाखा, अवरोही अंग",ਉਤਰਦੇ ਅੰਗ
अवरोही वक्ष महाधमनी,ਥੋਰਸਿਕ ਅਨਾਥ
अवरोहण,ਉਤਰਾਈ
"मरुक्षेत्र, मरुस्थल",ਮਾਰੂਥਲ ਦੇ ਖੇਤਰ
"मरप जीवोम, मरु बायोम",ਮਾਰੂਥਲ ਬਾਇਓਮ
मरु समुदाय,ਮਾਰੂਥਲ ਕਮਿ Community ਨਿਟੀ
मरुपादप,ਮਾਰੂਥਲ ਦਾ ਪੌਦਾ
मरु क्षुप,ਮਾਰੂਥਲ ਝਾੜੀ
मरूभवन,ਉਜਾੜਤਾ
देसी किस्म,ਦੇਸੀ ਕਿਸਮ
डेस्मिड,ASMID
बंधनलिका,Dismotubule
अपमार्जक,ਡਿਟਰਜੈਂਟ
निराविषन,ਡੀਟੌਕਸਕਸ਼ਨ
निराविषीकरण,ਡੀਟੌਕਸਫਿਕੇਸ਼ਨ
अपरदाहारी,ਡੈਟ੍ਰੇਟਿਵੋਰ
अपरदाहारी,ਡੀਟ੍ਰੇਟਵਾਇਰਸ
अपरद भक्षी,ਡੀਟਰਿਟਸ ਫੀਡਰ
अपरद भोजी अकशेरुकी प्राणी,ਡੈਟ੍ਰਿਟਸ ਨੂੰ ਬਰਬਾਦ ਕਰਨਾ
अपरद खाद्य शृंखला,ਡੈਟ੍ਰਿਟਸ ਫੂਡ ਚੇਨ
ड्यूटेरोस्टोमिया,ਡੀਵਰਸਟੋਮੀਆ
परिवर्धन,ਵਿਕਾਸ
शृंगी (शृंगमीन),ਸ਼ੈਤਾਨ ਮੱਛੀ
डेविल मीन,ਸ਼ੈਤਾਨ ਮੱਛੀ
डिवोनी कल्प,ਡੇਵਨੀਅਨ ਅਵਧੀ
डी-व्रीज सिद्धांत,ਡੀ-ਵੀਰੀਆਂ ਸਿਧਾਂਤ
डि-ऑक्सीकॉर्टिकोस्टेरोन,ਡੀ-ਜ਼ੈਕੌਰਟਰੋਸਟਟਰੋਨ
द्विसंकर,ਡਾਇਲਬ੍ਰਿਡ
डाइन्यूक्लिओटाइड,ਡਾਇਨਯੂਕਲੋਟਾਈਡ
"डायाबिटीज इन्सिपिडस, उदकमेह",ਸ਼ੂਗਰ ਰੋਗ ਇਨਸਿਪਿਡਸ
"डायाबिटीज मेलिटस, मधुमेह",ਸ਼ੂਗਰ ਰੋਗ mellitus
डाइऐसिटिलमॉर्फिन,ਡਾਇਸੈਟਿਕਲਮੋਰਫਿਨ
"निदान, रोगनिदान",ਨਿਦਾਨ
नैदानिक एवं चिकित्सीय,ਡਾਇਗਨੋਸਟਿਕ ਅਤੇ ਇਲਾਜ
नैदानिक प्रतिबिंब,ਡਾਇਗਨੌਸਟਿਕ ਚਿੱਤਰ
नैदानिक किट,ਡਾਇਗਨੋਸਟਿਕ ਕਿੱਟ
डायकाइनेसिस,ਡਾਇਕੀਨੇਸਿਸ
अपोहन-तरल,ਡਾਲੀਸਿੰਗ ਤਰਲ
अपोहन,ਡਾਇਲਸਿਸ
द्विपुंकेसरधारिता,ਡੈਂਡਰੀਆ
"द्विपुंकेसरी, द्विपुमंगी",ਡੈਂਡਰਸ
उपरति,ਪਰਿਵਰਤਨ
"प्रवाहिका, दस्त",ਦਸਤ
अनुशिथिलन दाब,ਡਾਇਸਟੋਲਿਕ ਦਬਾਅ
डायटम,ਡਾਇਟੋਮ
डायटमी मृत्तिका,ਡਾਇਟੋਮੈਸੀਅਸ ਧਰਤੀ
डाइऑक्सिलग्लिसरॉल,Dioxylglycerl (dg)
द्विक्षारकी फॉस्फेट,Dibasic ਫਾਸਫੇਟ
डाइकैन्थियम,ਦਿਕਾਂਤਿਅਮ
डाइक्लोरो डाइफेनिल ट्राइक्लोरोईथेन,Diclero diphenyl trikhloethene (ddt)
द्विभाजी,Dichotomous
"द्विकंदीय करोटि, द्विकंदीय खोपड़ी",ਡਿਕਨਡਿਕ ਖੋਪੜੀ
द्विबीजपत्र,ਡਿਕੋਟੀਕਲੋਨ
जालिकाय,Dictyosome
डिक्टिओटा,ਡਿਕਟੋਟਾ
अग्रमस्तिष्कपश्च,ਮਨੀਫਲੌਲਾ
"आहारी, आहार-संबंधी",ਖੁਰਾਕ ਸੰਬੰਧੀ
विभेदक योगदान,ਵੱਖਰਾ ਯੋਗਦਾਨ
विभेदी व्यतिकरण विपर्यास सूक्ष्मदर्शी,ਸੂਤਰ ਦਖਲ ਦੇ ਵਿਪਰੀਤ
विभेदक जनन,ਵੱਖਰਾ ਪ੍ਰਜਨਨ
विभेदित कोशिका,ਵੱਖਰਾ ਸੈੱਲ
विभेदन,ਭਿੰਨਤਾ
विवर्तित तरंग,ਵੱਖ-ਵੱਖ ਵੇਵ
"विसरित करना, विसरित होना",ਫੈਲਾਓ
विसरण क्षमता,ਵੱਖ-ਵੱਖ ਸਮਰੱਥਾ
पाचन,ਹਜ਼ਮ
पाचक रस,ਪਾਚਨ ਦਾ ਜੂਸ
पाचन तंत्र,ਪਾਚਨ ਸਿਸਟਮ
पाचन पथ,ਪਾਚਕ ਟ੍ਰੈਕਟ
अंगुलि,ਅੰਕ
अंकीय व्यवकलन वाहिकाचित्रण,ਡਿਜੀਟਲ ਘਟਾਓ ਐਂਜੀਓਗ੍ਰਾਫੀ
"अंकीय रूप से, अंकत",ਡਿਜੀਟਲ
अंगुलिरूप ग्रंथि,ਡਿਡੀਫਾਰਮ ਗਲੈਂਡ
केंद्रकयुग्म,ਡਾਈਕਰੀਓਨ
"द्विकेंद्रक प्रावस्था, केंद्रकयुग्म प्रावस्था",ਡਿਕਰੀਘਰੇ
द्वितय,ਡਾਈਮਰ
प्रभावी घातक विकल्पी,ਪ੍ਰਮੁੱਖ ਮਾਰੂ ਐਲੀ
द्विरूपता,ਡਾਈਮੋਰਫਿਜ਼ਮ
डाइनाइट्रोजन,ਡਾਇਨਾਈਟ੍ਰੋਜਨ
"घूर्णीकशाभ, डाइनोफ्लैजेलेट प्राणी",ਡਾਇਨਫਲੇਜਲੇਟ
"एकलिंगाशृयी, पृथक्लिंगी",Dioeous
डाइओस्पाइरस मेलैनोजाइलोन,DiuspyroS Melocylon
डाइपेप्टाइड,ਡੇਟੈਪਟਾਈਡ
द्विबारदंती,Diphyontont
डिप्लोबैसिलस,ਡਿਪਲੋਬਿਲਸ
द्विकोरकी,ਡਿਪਲੋਬਲੇਸਟਿਕ
डिप्लोकोकस न्यूमोनी,ਡਿਪਲੋਕੋਕਸ ਨਮੂਨੀਆ
द्विगुणित अवस्था,ਡਿਪਲੋਇਡ ਪੜਾਅ
द्विसूत्रावस्था,ਡਿਪਲੋਨੀਮਾ
द्विगुणितीय,ਡਿਪਲੋਨਿਕ
डिप्लोसोम,ਡਿਪਲੋਸੋਮ
द्विक्चूषक,ਡਿਪਲੋਸਟੋਮ
द्विपट्ट अवस्था,ਡਿਪਲੋਟਿਨ ਸਟੇਜ
"द्विपंखीगण, डिप्टेरा",ਡਿਪਟੇਰਾ
द्विपंखी,ਡਿਪਟਰਾਨ
डिप्टैरोकार्पस होपिआ,ਡਿਪਟਰੋਕਾਰਪਸ ਹੋਪ
डिप्थीरिया,ਡਿਪੰਡਟਰੀਆ
दिशिक वरण,ਦਿਸ਼ਾਵੀ ਚੋਣ
डाइसैकेराइड हायल्यूरॉनिक अम्ल,DisCharide ਹਾਈਲੂਰੋਨਿਕ ਐਸਿਡ
डाइसैकेराइड,ਡਿਸਕਾੱਰਾਈਡ
"चक्रिका, डिस्क, बिंब, मंडक",ਡਿਸਕ
बिंब पुष्पक,ਡਿਸਕ ਫਲੋਰੈਟ
पराग विसर्जन,ਬੂਰ ਦਾ ਡਿਸਚਾਰਜ
असंतत विभिन्नता,ਬੰਦ ਕਰਨ ਵਾਲਾ ਪਰਿਵਰਤਨ
असंतत उत्परिवर्तन,ਵਿਗੜ
रोग,ਰੋਗ
विषमकारी प्रभाव,ਨਿਰਾਸ਼ਾਜਨਕ ਪ੍ਰਕਿਰਿਆ
विसंक्रामक,ਕੀਟਾਣੂਨਾਸ਼ਕ
विसंक्रमित,ਕੀਟਿਆ ਹੋਇਆ ਹੈ
अस्थि विकार,ਹੱਡੀ ਦੇ ਵਿਗਾੜ
प्रकीर्णन,ਪ੍ਰਸਾਰ
दूरस्थ,ਦੂਰ
दूरस्थ संवलित,ਦੂਰ ਦਾ ਦੋਸ਼ੀ
दूरस्थ वृक्काणु,ਡਿਸਟਲ ਨੇਫ੍ਰੋਨ
दूरस्थ अंगुलास्थि,ਡਿਸਟਲ ਸਟੈਨੈਕਸ
दूरस्थ वर्णक,ਦੂਰ ਦਾ ਰੰਗਤ
दिवाचर,ਦਸ਼ੁਰ
द्विसंयोजी धनायन,ਦੇਣਾ
द्विसंयोजक,ਵੰਡ
अलग-अलग होना,ਡਾਈਵਰਜ
"अपसरण, अपसारिता",ਭਟਕਣਾ
विविधता,ਵਿਭਿੰਨਤਾ
श्रम विभाजन,ਕਿਰਤ ਦੀ ਵੰਡ
विभाजन,ਵੰਡ
"भाग, प्रभाग",ਵੰਡ
डी.एन.ए.आश्रित आर.एन.ए. पॉलिमरेज,ਡੀ ਐਨ ਏ ਨਿਰਭਰ ਆਰ ਐਨ ਏ ਪੋਲੀਮਰੇਜ
डी.एन.ए.शोषण,ਡੀ ਐਨ ਏ ਧੱਬੇ
डी. एन. ए. विदलन,ਡੀ ਐਨ ਏ ਕਲੀਅਵੇਜ
डी. एन. ए. क्लोनन,ਡੀ ਐਨ ਏ ਕਲੋਨਿੰਗ
डी. एन. ए. - चालित संकरण,ਡੀ ਐਨ ਏ ਡਰਾਈਵਿੰਗ ਹਾਈਬ੍ਰਿਡਾਈਜ਼ੇਸ਼ਨ
डी. एन. ए. फिंगरप्रिंटिंग,ਡੀ ਐਨ ਏ ਫਿੰਗਰਪ੍ਰਿੰਟਿੰਗ
डी. एन. ए. संग्रह,ਡੀ ਐਨ ਏ ਲਾਇਬ੍ਰੇਰੀ
