Malayalam,Hindi
"1. ഗ്രാഫിക് ഭാഷ, 2. ഗ്രാഫിക്കൽ ഭാഷ","1.ग्राफीय भाषा, 2.आलेखीय भाषा"
"1. ഗ്രാഫിക്കൽ പ്ലേറ്റ്, 2. ഗ്രാഫിക്കൽ പ്ലേറ്റ്","1.ग्राफीय पट्टिका, 2.आलेखीय पट्टिका"
"1.ഗ്രാഫിക് ആനിമേഷൻ, 2.ഗ്രാഫിക് ആനിമേഷൻ","1.ग्राफी एनीमेशन, 2.आलेखी एनीमेशन"
ഗ്രാഫിക് ട്രാൻസ്ഫർ ഫോർമാറ്റ് (GIF),ग्राफी अन्तरण फारमेट (जीाईेफ)
"1.ഗ്രാഫിക് യൂസർ ഇന്റർഫേസ് (GUI), 2.ഗ്രാഫിക് യൂസർ ഇന്റർഫേസ്","1.ग्राफी प्रयोक्ता इंटरफेस (जीयूाई), 2.ग्राफीय प्रयोक्ता अंतरापृष्ठ"
"1.ഗ്രാഫിക്സ്, 2.ഗ്രാഫിക്സ്","1.आलेखी, 2.ग्राफिक्स"
"1.ഗ്രാഫിക്സ് ആപ്ലിക്കേഷൻ, 2.ഗ്രാഫിക്കൽ ആപ്ലിക്കേഷൻ","1.ग्राफिक्स अनुप्रयोग, 2.आलेखीय अनुप्रयोग"
"1.ഗ്രാഫിക്സ് കഴ്സർ, 2.ഗ്രാഫിക്കൽ കഴ്സർ","1.ग्राफिक्स कर्सर, 2.आलेखी कर्सर"
"1.ഗ്രാഫിക് മോഡ്, 2.ഗ്രാഫിക് മോഡ്","1.ग्राफिक्स मोड, 2.आलेखी विधा"
"1.ഗ്രാഫിക്സ് പാക്കേജ്, 2.ഗ്രാഫിക്കൽ പാക്കേജ്","1.ग्राफिक्स पैकेज, 2.आलेखी पैकेज"
"1.ഗ്രാഫിക്സ് സോഫ്റ്റ്വെയർ, 2.ഗ്രാഫിക്സ് സോഫ്റ്റ്വെയർ","1.ग्राफिक्स सॉफ्टवेयर, 2.आलेखी सॉफ्टवेयर"
"1.ഗ്രാഫിക്സ് സോഫ്റ്റ്വെയർ, 2.ഗ്രാഫിക്സ് സോഫ്റ്റ്വെയർ","1.ग्राफिक्स सॉफ्टवेयर, 2.आलेखी सॉफ्टवेयर"
"1.ഗ്രാഫിക്സ് സോഫ്റ്റ്‌വെയർ പാക്കേജ്, 2.ഗ്രാഫിക്കൽ സോഫ്റ്റ്‌വെയർ പാക്കേജ്","1.ग्राफिक्स सॉफ्टवेयर पैकेज, 2.आलेखीय सॉफ्टवेयर पैकेज"
ഗ്രേ സ്കെയിൽ,ग्रे स्केल
"1. അത്യാഗ്രഹ രീതി, 2. അത്യാഗ്രഹ രീതി","1.लालची विधि, 2.ग्रीडी विधि"
മുന്തിരി,ग्रेप
ഗ്രിഡ്,ग्रिड
ഗ്രിഡ് ചാർട്ട്,ग्रिड संचित्र
ഗ്രിഡ് കണക്കുകൂട്ടൽ,ग्रिड अभिकलन
ഗ്രിഡ് മോഡുലേഷൻ,ग्रिड मॉडुलन
ഗ്രൗണ്ട് വേവ്,भू-तरंग
ഗ്രൂപ്പ്,समूह
ഗ്രൂപ്പ് വിലാസം,समूह पता
ഗ്രൂപ്പ് കോഡ്,समूह कूट
ഗ്രൂപ്പ് ആശയവിനിമയം,समूह संचार
ഗ്രൂപ്പ് ആശയവിനിമയം,समूह संचार
"1.ഗ്രൂപ്പ് ഐഡന്റിറ്റി, 2.ഗ്രൂപ്പ് ഐഡന്റിറ്റി","1.समूह पहचान, 2.समूह अभिज्ञान"
ഗ്രൂപ്പ് പേര്,समूह नाम
ഗ്രൂപ്പ്വെയർ,समूहवेयर
വളർച്ച,वृद्धि
"1.കാവൽ, 2.കാവൽ","1.रक्षक, 2.गार्ड"
മാർഗനിർദേശം നൽകിയ മാധ്യമങ്ങൾ,निर्देशित माध्यम
വെടിയുണ്ട,गनजिप
ഡീകോഡ്,कूट विच्छेदन
ഡീകോഡർ,कूट विच्छेदक
ഡീകോഡർ നിഘണ്ടു,कूट विच्छेदक शब्द कोश
പകുതി ആഡർ,अर्ध योजक
പകുതി പാലം,अर्ध सेतु
പകുതി ഡ്യൂപ്ലക്സ്,अर्ध द्वैध
പകുതി ഡ്യൂപ്ലെക്സ് ലൈൻ,अर्ध द्वैध लाइन
പകുതി ഡ്യുപ്ലെക്സ് മോഡ്,अर्ध द्वैध विधा
പകുതി തീവ്രത,अर्ध तीव्रता
സെമി റൂട്ടർ,अर्ध अनुमार्गक
സെമി-ഡിവിഷണൽ,अर्ध व्यवकलक
പകുതി ചിത്രം,अर्ध छविकरण
പകുതി വാക്ക്,अर्ध शब्द
ഹാമിൽട്ടോണിയൻ ചക്ര,हेमिलटोनी चक्र
ഹാമിംഗ് കോഡ്,हैमिंग कूट
കൈ,हस्त
അച്ചടിച്ച കോപ്പി,मुद्रित प्रति
കൈകാര്യം ചെയ്യുന്നു,प्रहस्तन
കൈകാര്യം ചെയ്യുന്നു,प्रहस्तन
സസ്പെൻഷൻ,निलंबन
സുഖകരമായ കെണി,सुखद जाल
ഹാർഡ് കോപ്പി ഉപകരണം,हार्ड कापी युक्ति
"1.ഹാർഡ് ഡിസ്ക്, 2.ഇൻഫ്ലെക്സിബിൾ ഡിസ്ക്","1.हार्ड डिस्क, 2.अनम्य डिस्क"
വഴക്കമില്ലാത്ത ഡിസ്ക് തകർച്ച,अनम्य डिस्क ध्वंस
കഠിനമായ പിശക്,कठिन त्रुटि
ഹാർഡ്‌വെയർ ഫ്ലോ നിയന്ത്രണം,हार्डवेयर प्रवाह नियंत्रण
"1.ഹാർമോണിക്, 2.ഹാർമോണിക്","1.हरात्मक, 2.हार्मोनिक"
"1. ഹാർമോണിക് ശരാശരി, 2. ഹാർമോണിക് അർത്ഥം","1.हरात्मक माध्य, 2. हार्मानिक माध्य"
ഹാക്കിംഗ്,द्रुतान्वेषण
ഹാക്കിംഗ് ഡയഗ്രം,द्रुतान्वेषण आरेख
മണിനാദം,द्रुतान्वेषण सारणी
ഹാക്കിംഗ് ടെക്നിക്കുകൾ,द्रुतान्वेषण तकनीक
"1.തലക്കെട്ട്, 2.പ്രവേശനം","1.हैडर, 2.प्रवेशिका"
"1. സ്റ്റാക്ക് , 2. സ്റ്റാക്ക്","1.पुंज, 2.ढेर"
ബഹുജന തരംതിരിക്കൽ,पुंज छंटाई
സഹായം,सहायता
സഹായ സ്ക്രീൻ,सहायता स्क्रीन
"1.സഹായ ശൃംഖല, 2.സഹായ ശൃംഖല","1.हैल्पजाल, 2.सहायता संजाल"
ഹെർട്സ് (ആവൃത്തിയുടെ / ആവൃത്തിയുടെ യൂണിറ്റ്),हर्टज (फ्रीक्वेंसी/आवृति की यूनिट)
സ്വതസിദ്ധമായ,स्वानुभावी
അനുഭവപരമായ രീതി,स्वानुभावी विधि
ഹെക്സാഡെസിമൽ നമ്പർ,षोडश आधारी संख्या
പരോക്ഷ ലൈൻ,अप्रत्यक्ष रेखा
ശ്രേണിപരമായ ഡാറ്റ സംഭരണം,पदानुक्रमित आँकड़आ संचय
ശ്രേണിപരമായ ഫയൽ ബിസിനസ്സ്,पदानुक्रमित संचिका व्यवसाय
ശ്രേണിപരമായ രൂപരേഖ,पदानुक्रमित रूपरेखा
ഉയർന്ന തലത്തിലുള്ള ഭാഷ,उच्च स्तरीय भाषा
ഉയർന്ന മെമ്മറി ഏരിയ,उच्चस्मृति क्षेत्र
ഉയർന്ന പ്രകടനം,उच्च निष्पादन
"1. ഏറ്റെടുക്കൽ, 2. ഹിറ്റ്, 3. അവസരം","1.प्राप्ति, 2.हिट, 3.संभावना"
ഹിറ്റ് നിരക്ക്,हिट रेट
ഹിറ്റ് അനുപാതം,हिट अनुपात
"1. ദ്വാരം, സ്പെയ്സിംഗ് 2. ദ്വാരം","1. छिद्र, रिक्ती 2. होल"
ഹോം ഡയറക്ടറി,आमुख निर्देशिका
ഹോം പേജ്,आमुख पृष्ठ
ഏകതാനമായ കോർഡിനേറ്റുകൾ,समांगी निर्देशांक
ചാടുക,हॉप
ഹോപ്പ് കൗണ്ട് (നെറ്റ് വർക്കിന്റെ കാര്യത്തിൽ),हॉप काउन्ट (नेट वर्क के संदर्भ में)
കൊമ്പ്,हॉर्न
ഫീഡർ കമ്പ്യൂട്ടർ,पोषक कंप्यूटर
ഫീഡർ കമ്പ്യൂട്ടർ,पोषक कंप्यूटर
ഫീഡർ ഭാഷ,पोषक भाषा
"1.ആക്ടീവ് കീ, 2.ഹോട്ട് കീ","1.सक्रिय कुंजी, 2.हॉट कुंजी"
ഹൈപ്പർ ടെക്സ്റ്റ് അടയാളപ്പെടുത്തിയ ഭാഷ (HTML),हाइपर पाठ्य चिहिनित भाषा (एच टी एम एल)
അനുമാനം,परिकल्पना
ഞാൻ പോഡ്,आई पॉड
ഇൻപുട്ട്/ഔട്ട്പുട്ട് ബഫർ,निवेश/निर्गम बफर
"1.ഇൻപുട്ട്/ഔട്ട്‌പുട്ട് ഗേറ്റ്‌വേ, 2.I/O ഗേറ്റ്‌വേ","1.निवेश/निर्गम द्वारक, 2. आई/ओ द्वारक"
ഇൻപുട്ട്/ഔട്ട്പുട്ട് യൂണിറ്റ്,निवेश/निर्गम इकाई
സ്പീക്കർ,परिज्ञापक
"1. ഐഡന്റിറ്റി, 2. ഐഡന്റിറ്റി, 3. വ്യക്തിത്വം, 4. ഐഡന്റിറ്റി","1.तत्समक, 2.सर्वसमिका, 3.व्यष्टित्व, 4.पहचान"
പ്രതിഫലനം,प्रतिबिंब
പ്രതിഫലന സെൻസർ,प्रतिबिंब संवेदक
