Gujarati,Punjabi
ઇલેક્ટ્રોનિક એક્ઝોસ્ટ સિસ્ટમ (ECS),ਇਲੈਕਟ੍ਰਾਨਿਕ ਐਗਜ਼ੌਸਟ ਸਿਸਟਮ (ECS)
ઇલેક્ટ્રોનિક ડેટા એક્સચેન્જ (EDI),ਇਲੈਕਟ੍ਰਾਨਿਕ ਡੇਟਾ ਐਕਸਚੇਂਜ (EDI)
ઇલેક્ટ્રોનિક ડેટા પ્રોસેસિંગ,ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
ઇલેક્ટ્રોનિક બ્રોશર,ਇਲੈਕਟ੍ਰਾਨਿਕ ਬਰੋਸ਼ਰ
ઇલેક્ટ્રોનિક ફંડ ટ્રાન્સફર મિકેનિઝમ (EFTS),ਇਲੈਕਟ੍ਰਾਨਿਕ ਫੰਡ ਟ੍ਰਾਂਸਫਰ ਮਕੈਨਿਜ਼ਮ (EFTS)
"1.ઈલેક્ટ્રોનિક જર્નલ, 2.ઈલેક્ટ્રોનિક જર્નલ","1.ਇਲੈਕਟ੍ਰਾਨਿਕ ਜਰਨਲ, 2.ਇਲੈਕਟ੍ਰਾਨਿਕ ਜਰਨਲ"
ઇલેક્ટ્રોનિક પ્રકાશન,ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਕਾਸ਼ਨ
ઇલેક્ટ્રોનિક સ્વીચ,ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਵਿੱਚ
"તત્વ, તત્વ","ਤੱਤ, ਤੱਤ"
ઈ-મેલ,ਈ - ਮੇਲ
"1. ઈ-મેલ સરનામું, 2. ઈલેક્ટ્રોનિક મેઈલિંગ સરનામું","1. ਈ-ਮੇਲ ਪਤਾ, 2. ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਕ ਪਤਾ"
એમ્બેડેડ સિસ્ટમ,ਏਮਬੈਡਡ ਸਿਸਟਮ
એમ્બેડિંગ,ਏਮਬੈਡਿੰਗ
એમિટર કમ્પલ્ડ લોજિક (ECL),ਐਮੀਟਰ ਕਪਲਡ ਤਰਕ (ECL)
ખાલી જગ્યા,ਖਾਲੀ ਥਾਂ
"1. ખાલી સાંકળ, 2. ખાલી સાંકળ","1. ਖਾਲੀ ਚੇਨ, 2. ਖਾਲੀ ਚੇਨ"
યાંત્રિકરણ,ਮਸ਼ੀਨੀਕਰਨ
"1.કેપ્સ્યુલેશન, 2.કેપ્સ્યુલેશન","1.ਕੈਪਸੂਲੇਸ਼ਨ, 2.ਕੈਪਸੂਲੇਸ਼ਨ"
ડીકોડર,ਡੀਕੋਡਰ
એન્કોડિંગ,ਇੰਕੋਡਿੰਗ
"1. એન્કોડર, 2. કોડક","1. ਏਨਕੋਡਰ, 2. ਕੋਡਕ"
છુપાયેલ ડેટા,ਲੁਕਿਆ ਡਾਟਾ
છુપાયેલ ફાઇલ સિસ્ટમ,ਲੁਕਿਆ ਹੋਇਆ ਫਾਈਲ ਸਿਸਟਮ
"1. એન્ક્રિપ્શન, 2. કોડિંગ, 3. એન્કોડિંગ","1. ਏਨਕ੍ਰਿਪਸ਼ਨ, 2. ਕੋਡਿੰਗ, 3. ਏਨਕੋਡਿੰਗ"
બ્લોક અંત,ਬਲਾਕ ਅੰਤ
ફાઇલ-એન્ડ,ਫਾਈਲ-ਐਂਡ
વપરાશકર્તા,ਉਪਭੋਗਤਾ
દાખલ કરો,ਦਾਖਲ ਕਰੋ
એન્ટ્રી કી,ਇੰਦਰਾਜ਼ ਕੁੰਜੀ
"1. ઉદ્યમ સરવર, 2. ઉદ્યમ સેવક","1. ਉਦਯਮ ਸਰਵਰ, 2. ਉਦਯਮ ਸੇਵਕ"
એન્ટરપ્રાઇઝ સિસ્ટમ,ਐਂਟਰਪ੍ਰਾਈਜ਼ ਸਿਸਟਮ
શક્તિ,ਤਾਕਤ
શક્તિ આકર્ષણ,ਸ਼ਕਤੀ ਸਬੰਧ
પ્રવેશ સમય,ਦਾਖਲਾ ਸਮਾਂ
ઇનપુટ ચલ,ਇਨਪੁਟ ਵੇਰੀਏਬਲ
ગણતરીપાત્ર,ਗਿਣਨਯੋਗ
પર્યાવરણ,ਵਾਤਾਵਰਣ
"1.યુગ, 2. યુગ, 3. સૂચના ક્ષણ","1.ਯੁਗ, 2. ਯੁੱਗ, 3. ਹਦਾਇਤ ਦਾ ਪਲ"
EPRAM (ફાઇનાન્સ પ્રોગ્રામેબલ રીડ-ઓન્લી મેમરી),EPRAM (ਵਿੱਤ ਪ੍ਰੋਗਰਾਮੇਬਲ ਰੀਡ-ਓਨਲੀ ਮੈਮੋਰੀ)
એપ્સીલોન કન્સ્ટ્રક્ટર,epsilon constrictor
બરાબરી,ਬਰਾਬਰੀ ਕਰਨ ਵਾਲਾ
સાધનસામગ્રી,ਉਪਕਰਨ
સમાનતા વર્ગ,ਸਮਾਨਤਾ ਵਰਗ
સમાન સંબંધ,ਬਰਾਬਰ ਦਾ ਰਿਸ਼ਤਾ
"1. લુપ્તતા, 2. નાબૂદી","1. ਵਿਨਾਸ਼ਕਾਰੀ, 2. ਖਾਤਮਾ"
ભૂલ સુધારણા કોડ,ਗਲਤੀ ਸੁਧਾਰ ਕੋਡ
ભૂલ સુધારણા,ਗਲਤੀ ਸੁਧਾਰ
ભૂલ શોધ,ਗਲਤੀ ਖੋਜ
ભૂલ હેન્ડલિંગ,ਗਲਤੀ ਹੈਂਡਲਿੰਗ
ક્ષતી સંદેશ,ਗਲਤੀ ਸੁਨੇਹਾ
ભૂલ દર,ਗਲਤੀ ਦਰ
ભૂલ પુનઃપ્રાપ્તિ,ਗਲਤੀ ਰਿਕਵਰੀ
ભૂલ નામ,ਗਲਤੀ ਦਾ ਨਾਮ
એસ્કેપ પ્રતીક,ਬਚਣ ਦਾ ਪ੍ਰਤੀਕ
ઈથરનેટ,ਈਥਰਨੈੱਟ
ઘટના,ਘਟਨਾ
ઘટના સાંકળ,ਘਟਨਾ ਲੜੀ
ઘટના નિયંત્રણ,ਘਟਨਾ ਨਿਯੰਤਰਣ
ઇવેન્ટ કાઉન્ટર,ਘਟਨਾ ਕਾਊਂਟਰ
અપવાદ હેન્ડલિંગ,ਅਪਵਾਦ ਹੈਂਡਲਿੰਗ
એક્સચેન્જ ડિસ્ક સ્ટોરેજ,ਐਕਸਚੇਂਜ ਡਿਸਕ ਸਟੋਰੇਜ਼
બાકાત,ਬੇਦਖਲੀ
વિશિષ્ટ અને (x અથવા),ਵਿਸ਼ੇਸ਼ ਅਤੇ (x ਜਾਂ)
એક્ઝિક્યુટેબલ પ્રોગ્રામ,ਚੱਲਣਯੋਗ ਪ੍ਰੋਗਰਾਮ
અમલ નિવેદન,ਐਗਜ਼ੀਕਿਊਸ਼ਨ ਸਟੇਟਮੈਂਟ
પસંદગીયુક્ત શોધ,ਚੋਣਵੀਂ ਖੋਜ
અસ્તિત્વમાં છે,ਮੌਜੂਦਾ
મુદ્દો,ਮੁੱਦੇ
નિષ્ણાત સિસ્ટમ,ਮਾਹਰ ਸਿਸਟਮ
"1. અભિવ્યક્તિ, 2. અભિવ્યક્તિ","1. ਸਮੀਕਰਨ, 2. ਸਮੀਕਰਨ"
વિસ્તૃત ગ્રાફિકલ મેટ્રિક્સ (x g a),ਵਿਸਤ੍ਰਿਤ ਗ੍ਰਾਫਿਕਲ ਮੈਟ੍ਰਿਕਸ (x g a)
વિસ્તૃત ઔદ્યોગિક ધોરણો (EIS),ਵਿਸਤ੍ਰਿਤ ਉਦਯੋਗਿਕ ਮਿਆਰ (EIS)
ઓવરલોડ મશીન,ਓਵਰਲੋਡ ਮਸ਼ੀਨ
વિસ્તૃત મેમરી,ਵਿਸਤ੍ਰਿਤ ਮੈਮੋਰੀ
"1. વિસ્તૃત ચોકસાઇ, 2. વિસ્તૃત ચોકસાઈ","1. ਵਿਸਤ੍ਰਿਤ ਸ਼ੁੱਧਤਾ, 2. ਵਿਸਤ੍ਰਿਤ ਸ਼ੁੱਧਤਾ"
"1.વિસ્તૃત સૉર્ટિંગ, 2.વિસ્તૃત વિભાજન","1. ਵਿਸਤ੍ਰਿਤ ਛਾਂਟੀ, 2. ਵਿਸਤ੍ਰਿਤ ਵਿਭਾਜਨ"
કૉલ કરો,ਦੂਜਿਆਂ ਦਾ ਧਿਆਨ ਖਿੱਚਣ ਲਈ ਅਵਾਜ ਦੇਣਾ
બાહ્ય ભૂલ,ਬਾਹਰੀ ਗਲਤੀ
બાહ્ય કાર્ય,ਬਾਹਰੀ ਫੰਕਸ਼ਨ
બાહ્ય વિક્ષેપ,ਬਾਹਰੀ ਰੁਕਾਵਟ
"1.એક્સ્ટર્નલ મેમરી, 2.એક્સટર્નલ મેમરી","1. ਬਾਹਰੀ ਮੈਮੋਰੀ, 2. ਬਾਹਰੀ ਮੈਮੋਰੀ"
બાહ્ય મેમરી,ਬਾਹਰੀ ਮੈਮੋਰੀ
બાહ્ય મોડેમ,ਬਾਹਰੀ ਮਾਡਮ
બાહ્ય સંદર્ભ,ਬਾਹਰੀ ਹਵਾਲਾ
બાહ્ય શોધ,ਬਾਹਰੀ ਖੋਜ
બાહ્ય સંગ્રહ ઉપકરણ,ਬਾਹਰੀ ਸਟੋਰੇਜ਼ ਜੰਤਰ
નિષ્કર્ષણ,ਕੱਢਣਾ
એક્સ્ટ્રાપોલેશન,ਐਕਸਟਰਪੋਲੇਸ਼ਨ
પેનલ અક્ષર પ્રિન્ટર,ਪੈਨਲ ਅੱਖਰ ਪ੍ਰਿੰਟਰ
નિષ્ફળ-સુરક્ષા કામગીરી,ਅਸਫਲ-ਸੁਰੱਖਿਆ ਕਾਰਵਾਈ
નિષ્ફળતા દર,ਅਸਫਲਤਾ ਦੀ ਦਰ
નિષ્ફળતા સ્રાવ,ਅਸਫਲਤਾ ਡਿਸਚਾਰਜ
ખોટો કોડ,ਗਲਤ ਕੋਡ
ખોટી ભૂલ,ਗਲਤ ਗਲਤੀ
"1.રોકાણ, 2.રોકાણ પોઈન્ટ્સ","1.ਨਿਵੇਸ਼, 2.ਨਿਵੇਸ਼ ਪੁਆਇੰਟ"
"1. અંક, 2. અંક નંબર","1. ਮੁੱਦਾ, 2. ਮੁੱਦਾ ਨੰਬਰ"
"1. પ્રતિકૃતિ I/O ઉપકરણ, 2. પ્રતિકૃતિ ઇનપુટ ઉપકરણ/આઉટપુટ","1. ਪ੍ਰਤੀਕ੍ਰਿਤੀ I/O ਡਿਵਾਈਸ, 2. ਪ੍ਰਤੀਕ੍ਰਿਤੀ ਇਨਪੁਟ ਡਿਵਾਈਸ/ਆਊਟਪੁੱਟ"
ઝડપી ફોરિયર ટ્રાન્સફર,ਤੇਜ਼ ਫੋਰੀਅਰ ਟ੍ਰਾਂਸਫਰ
જીવલેણ ભૂલ,ਘਾਤਕ ਗਲਤੀ
ખામી શોધ,ਨੁਕਸ ਖੋਜ
ખામી નિદાન,ਨੁਕਸ ਨਿਦਾਨ
સહનશીલતા દોષ,ਨੁਕਸ ਸਹਿਣਸ਼ੀਲਤਾ
ફેક્સ,ਫੈਕਸ
ફેક્સ સંદેશ,ਫੈਕਸ ਸੁਨੇਹਾ
f dc,f dc
લક્ષણ શોધ,ਲੱਛਣ ਖੋਜ
ફિલ વ્હીલ,ਭਰਨ ਵਾਲਾ ਚੱਕਰ
પુનઃરોકાણ,ਮੁੜ ਨਿਵੇਸ਼
"1.સપ્લાયર, 2.પોષણ, 3.ફીડર","1.ਸਪਲਾਇਰ, 2.ਪੋਸ਼ਣ, 3.ਫੀਡਰ"
કોઈપણ,anyan
ફિબોનાકી શોધ,ਫਿਬੋਨਾਚੀ ਖੋਜ
ફિબોનાકી ક્રમ,ਫਿਬੋਨਾਚੀ ਕ੍ਰਮ
ફિબોનાકી શ્રેણી,ਫਿਬੋਨਾਚੀ ਲੜੀ
ફાઇબર ઓપ્ટિક્સ,ਫਾਈਬਰ ਆਪਟਿਕਸ
ફિડો ટ્રેપ,ਫਿਡੋ ਜਾਲ
પ્રદેશ,ਖੇਤਰ
પાંચમી પેઢીનું કમ્પ્યુટર,ਪੰਜਵੀਂ ਪੀੜ੍ਹੀ ਦਾ ਕੰਪਿਊਟਰ
"1.ફાઈલ, 2. ફાઇલ","1.ਫਾਇਲ, 2. ਫਾਈਲ"
ફાઇલ એક્સેસ પદ્ધતિ,ਫਾਇਲ ਪਹੁੰਚ ਵਿਧੀ
ફાઈલ ફાળવણી ટેબલ,ਫਾਇਲ ਵੰਡ ਸਾਰਣੀ
ફાઇલ કમ્પ્રેશન,ਫਾਈਲ ਕੰਪਰੈਸ਼ਨ
ફાઇલ નકલ,ਫਾਇਲ ਦੀ ਨਕਲ
ફાઇલ રૂપરેખાંકન,ਫਾਇਲ ਸੰਰਚਨਾ
ફાઇલ મર્જ,ਫਾਈਲ ਅਭੇਦ
ફાઇલ પુનઃપ્રાપ્તિ,ਫਾਈਲ ਰਿਕਵਰੀ
ફાઇલ સંગ્રહ,ਫਾਇਲ ਸਟੋਰੇਜ਼
ફાઇલ માળખું,ਫਾਇਲ ਬਣਤਰ
ફાઇલ સિસ્ટમ,ਫਾਇਲ ਸਿਸਟਮ
ફાઇલ ટ્રાન્સફર,ਫਾਈਲ ਟ੍ਰਾਂਸਫਰ
ફાઇલ ટ્રાન્સફર પ્રોટોકોલ (FTP),ਫਾਈਲ ਟ੍ਰਾਂਸਫਰ ਪ੍ਰੋਟੋਕੋਲ (FTP)
ફિલ્ટર,ਫਿਲਟਰ
છેલ્લી સ્થિતિ,ਆਖਰੀ ਸਥਿਤੀ
શોધો,ਖੋਜ
મર્યાદિત રાજ્ય મશીન,ਸੀਮਿਤ ਰਾਜ ਮਸ਼ੀਨ
આગ દિવાલ,ਅੱਗ ਦੀ ਕੰਧ
ફર્મવેર,ਫਰਮਵੇਅਰ
વહેલા તે પહેલાં,ਪਹਿਲਾਂ ਆਓ ਪਹਿਲਾਂ ਸੇਵਾ ਕਰੋ
પ્રથમ પેઢીના કમ્પ્યુટર,ਪਹਿਲੀ ਪੀੜ੍ਹੀ ਦਾ ਕੰਪਿਊਟਰ
ફર્સ્ટ ઇનપુટ ફર્સ્ટ ઇશ્યુ (FIFO),ਪਹਿਲਾ ਇਨਪੁਟ ਪਹਿਲਾ ਮੁੱਦਾ (FIFO)
પ્રથમ ઓર્ડર દલીલ,ਪਹਿਲੇ ਆਰਡਰ ਦੀ ਦਲੀਲ
પ્રથમ ઓર્ડર સિદ્ધાંત,ਪਹਿਲੇ ਆਰਡਰ ਦੇ ਸਿਧਾਂਤ
નિશ્ચિત વિભાજન,ਸਥਿਰ ਵੰਡ
હસ્તાક્ષર,ਸਾਈਨ
લવચીક ડિસ્ક,ਲਚਕਦਾਰ ਡਿਸਕ
ફ્લોપી ડિસ્ક,ਫਲਾਪੀ ਡਿਸਕ
ફ્લોપી ડિસ્ક ડ્રાઇવ (FDD),ਫਲਾਪੀ ਡਿਸਕ ਡਰਾਈਵ (FDD)
ફ્લો ચાર્ટ,ਵਹਾਅ ਚਾਰਟ
નિયંત્રણ પ્રવાહ,ਕੰਟਰੋਲ ਵਹਾਅ
વહેલી સવાર,ਤੜਕੇ
ફોલ્ડર,ਫੋਲਡਰ
ફોન્ટ,ਫੌਂਟ
ફોન્ટ કુટુંબ,ਫੌਂਟ ਪਰਿਵਾਰ
બાહ્ય કી,ਬਾਹਰੀ ਕੁੰਜੀ
ફોર્મ,ਫਾਰਮ
સાંકેતિક ભાષા,ਪ੍ਰਤੀਕ ਭਾਸ਼ਾ
પ્રતીકાત્મક પદ્ધતિ,ਪ੍ਰਤੀਕ ਢੰਗ
"1.ફોર્મેટ, 2.ફોર્મ","1.ਫਾਰਮੈਟ, 2.ਫਾਰਮ"
ચિત્ર,ਡਰਾਇੰਗ
ફોર્ટન,fortron
"1.ફોર્ટ્રાન (કોમ્પ્યુટર ભાષા) પ્રોગ્રામ, 2.ફોર્ટ્રાન પ્રોગ્રામિંગ","1.ਫੋਰਟਰਨ (ਇੱਕ ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ) ਪ੍ਰੋਗਰਾਮ, 2.ਫੋਰਟਰਨ ਪ੍ਰੋਗਰਾਮਿੰਗ"
ફોરવર્ડ સ્લેશ,ਅੱਗੇ ਸਲੈਸ਼
4થી પેઢીના કમ્પ્યુટર,4ਵੀਂ ਪੀੜ੍ਹੀ ਦਾ ਕੰਪਿਊਟਰ
વિભાગ,ਅਨੁਭਾਗ
ફ્રેમ,ਫਰੇਮ
"1.ફ્રી નેટ, 2.ફ્રી નેટ","1.ਮੁਫ਼ਤ ਜਾਲ, 2.ਮੁਫ਼ਤ ਜਾਲ"
મફત સોફ્ટવેર ટ્રસ્ટ,ਮੁਫਤ ਸਾਫਟਵੇਅਰ ਟਰੱਸਟ
મફત સંગ્રહ,ਮੁਫ਼ਤ ਸਟੋਰੇਜ਼
ફ્રીવેર,ਮੁਫ਼ਤਵੇਅਰ
આગળ,ਸਾਹਮਣੇ
"1.ફ્રન્ટ પેનલ, 2.ફ્રન્ટ પેનલ","1. ਫਰੰਟ ਪੈਨਲ, 2. ਫਰੰਟ ਪੈਨਲ"
"1.કાર્યો, 2. કાર્ય","1.ਫੰਕਸ਼ਨ, 2. ਫੰਕਸ਼ਨ"
કાર્ય કી,ਫੰਕਸ਼ਨ ਕੁੰਜੀ
કાર્ય સંદર્ભ,ਫੰਕਸ਼ਨ ਦਾ ਹਵਾਲਾ
કાર્યાત્મક નિર્ભરતા,ਕਾਰਜਾਤਮਕ ਨਿਰਭਰਤਾ
કાર્ય પરીક્ષણ,ਫੰਕਸ਼ਨ ਟੈਸਟ
"1.અસ્પષ્ટ તર્ક, 2.અસ્પષ્ટ તર્ક","1.ਫਜ਼ੀ ਤਰਕ, 2.ਫਜ਼ੀ ਤਰਕ"
"1.ફઝી સેટ, 2.ફઝી સેટ","1.ਫਜ਼ੀ ਸੈੱਟ, 2.ਫਜ਼ੀ ਸੈੱਟ"
લાભ,ਲਾਭ
રમતગમતનું વૃક્ષ,ਖੇਡ ਰੁੱਖ
અંતરાલ પાત્ર,ਅੰਤਰਾਲ ਅੱਖਰ
કચરો,ਕੂੜਾ
કચરો સંગ્રહ,ਕੂੜਾ ਇਕੱਠਾ ਕਰਨਾ
કચરો સંગ્રહ,ਕੂੜਾ ਇਕੱਠਾ ਕਰਨਾ
ટ્રૅશ ઇનસાઇડ ટ્રૅશ આઉટ (ગીગો),ਰੱਦੀ ਦੇ ਅੰਦਰ ਰੱਦੀ ਬਾਹਰ (Gigo)
દરવાજો,ਦਰਵਾਜ਼ਾ
ડોર પાથ (નેટવર્કના સંદર્ભમાં),ਡੋਰ ਪਾਥ (ਨੈੱਟਵਰਕ ਦੇ ਸੰਦਰਭ ਵਿੱਚ)
વ્યાપક કાર્યક્રમ,ਵਿਆਪਕ ਪ੍ਰੋਗਰਾਮ
વ્યાપક કાર્યક્રમ,ਵਿਆਪਕ ਪ੍ਰੋਗਰਾਮ
વ્યાપક હેતુ કમ્પ્યુટર,ਵਿਆਪਕ ਮਕਸਦ ਕੰਪਿਊਟਰ
સામાન્ય હેતુ કમ્પ્યુટર,ਆਮ ਮਕਸਦ ਕੰਪਿਊਟਰ
સામાન્ય રજીસ્ટર,ਆਮ ਰਜਿਸਟਰ
સામાન્યીકરણ,ਸਧਾਰਣਕਰਨ
સામાન્યીકરણ,ਸਧਾਰਣਕਰਨ
વ્યાપક પદાર્થ ભાષા,ਵਿਆਪਕ ਵਸਤੂ ਭਾਸ਼ਾ
વ્યાપક હેતુ ઓપરેશન સિસ્ટમ,ਵਿਆਪਕ ਉਦੇਸ਼ ਓਪਰੇਸ਼ਨ ਸਿਸਟਮ
વ્યાપક હેતુ રજીસ્ટર,ਵਿਆਪਕ ਮਕਸਦ ਰਜਿਸਟਰ
ભૂલ જનરેટ,ਗਲਤੀ ਤਿਆਰ ਕੀਤੀ ਗਈ
પ્રજનન કાર્ય,ਪ੍ਰਜਨਨ ਫੰਕਸ਼ਨ
વર્ગ સામાન્ય,ਕਲਾਸ ਜਨਰਲ
વર્ગ કાર્ય,ਕਲਾਸ ਫੰਕਸ਼ਨ
સામાન્ય વર્ગનું નામ,ਆਮ ਕਲਾਸ ਦਾ ਨਾਮ
ગીગો,gigo
"1. યુનિવર્સલ, 2. વૈશ્વિક","1. ਯੂਨੀਵਰਸਲ, 2. ਗਲੋਬਲ"
સાર્વત્રિક કોડ,ਯੂਨੀਵਰਸਲ ਕੋਡ
સાર્વત્રિક લોક,ਯੂਨੀਵਰਸਲ ਲਾਕ
"1. યુનિવર્સલ નેટવર્ક, 2. યુનિવર્સલ નેટવર્ક","1. ਯੂਨੀਵਰਸਲ ਨੈੱਟਵਰਕ, 2. ਯੂਨੀਵਰਸਲ ਨੈੱਟਵਰਕ"
સાર્વત્રિક નેટવર્ક,ਯੂਨੀਵਰਸਲ ਨੈੱਟਵਰਕ
"1. વિશ્વ વપરાશકર્તા, 2. જાહેર વપરાશકર્તા, 3. સાર્વત્રિક વપરાશકર્તા","1. ਵਿਸ਼ਵ ਉਪਭੋਗਤਾ, 2. ਜਨਤਕ ਉਪਭੋਗਤਾ, 3. ਯੂਨੀਵਰਸਲ ਉਪਭੋਗਤਾ"
વૈશ્વિક ચલો,ਗਲੋਬਲ ਵੇਰੀਏਬਲ
"1.વૈશ્વિકીકરણ, 2.વૈશ્વિકીકરણ","1.ਵਿਸ਼ਵੀਕਰਨ, 2.ਵਿਸ਼ਵੀਕਰਨ"
ગોફર (નેટવર્કમાં પ્રોટોકોલ),ਗੋਫਰ (ਇੱਕ ਨੈਟਵਰਕ ਵਿੱਚ ਇੱਕ ਪ੍ਰੋਟੋਕੋਲ)
ગોફર રીસેપ્ટર,ਗੋਫਰ ਰੀਸੈਪਟਰ
"1. ગોફર સર્વર, 2. ગોફર સર્વર","1. ਗੋਫਰ ਸਰਵਰ, 2. ਗੋਫਰ ਸਰਵਰ"
ગોફર સાઇટ,ਗੋਫਰ ਸਾਈਟ
ગોફર જગ્યા,ਗੋਫਰ ਸਪੇਸ
આકર્ષક અધોગતિ,ਆਕਰਸ਼ਕ ਗਿਰਾਵਟ
વ્યાકરણ સુધારક,ਵਿਆਕਰਣ ਸੋਧਕ
વ્યાકરણ હોટી બહિર્મુખતા,ਵਿਆਕਰਨ ਦੀ ਸ਼ਾਨਦਾਰ ਐਕਸਟ੍ਰੋਵਰਸ਼ਨ
"1.કુલ કુલ, 2.મહાન કુલ, 3.કુલ કુલ","1.ਕੁੱਲ ਕੁੱਲ, 2.ਮਹਾਨ ਕੁੱਲ, 3.ਕੁੱਲ ਕੁੱਲ"
"1.ગ્રાફ, 2.ગ્રાફ","1.ਗ੍ਰਾਫ਼, 2.ਗ੍ਰਾਫ਼"
"1.ગ્રાફ નોટેશન, 2.ગ્રાફ નોટેશન","1.ਗ੍ਰਾਫ ਸੰਕੇਤ, 2.ਗ੍ਰਾਫ ਸੰਕੇਤ"
"1. ગ્રાફિક અક્ષરો, 2. ગ્રાફિકલ અક્ષરો","1. ਗ੍ਰਾਫਿਕ ਅੱਖਰ, 2. ਗ੍ਰਾਫਿਕ ਅੱਖਰ"
"1. ગ્રાફિકલ કંટ્રોલર, 2. ગ્રાફિકલ કંટ્રોલર","1. ਗ੍ਰਾਫਿਕਲ ਕੰਟਰੋਲਰ, 2. ਗ੍ਰਾਫਿਕਲ ਕੰਟਰੋਲਰ"
"1. ગ્રાફિકલ ડેટા સ્ટ્રક્ચર, 2. ગ્રાફિકલ ડેટા સ્ટ્રક્ચર","1. ਗ੍ਰਾਫਿਕਲ ਡਾਟਾ ਸਟ੍ਰਕਚਰ, 2. ਗ੍ਰਾਫਿਕਲ ਡਾਟਾ ਸਟ੍ਰਕਚਰ"
"1. ગ્રાફિક ડિસ્પ્લે પ્રોગ્રામ, 2. ગ્રાફિકલ ડિસ્પ્લે પ્રોગ્રામ","1. ਗ੍ਰਾਫਿਕ ਡਿਸਪਲੇ ਪ੍ਰੋਗਰਾਮ, 2. ਗ੍ਰਾਫਿਕ ਡਿਸਪਲੇ ਪ੍ਰੋਗਰਾਮ"
"1.ગ્રાફિકલ ડિસ્પ્લે રિઝોલ્યુશન, 2.ગ્રાફિક ડિસ્પ્લે","1.ਗ੍ਰਾਫਿਕ ਡਿਸਪਲੇ ਰੈਜ਼ੋਲਿਊਸ਼ਨ, 2.ਗ੍ਰਾਫਿਕ ਡਿਸਪਲੇ"
"1. ગ્રાફિકલ ભાષા, 2. ગ્રાફિકલ ભાષા","1. ਗ੍ਰਾਫਿਕ ਭਾਸ਼ਾ, 2. ਗ੍ਰਾਫਿਕਲ ਭਾਸ਼ਾ"
"1. ગ્રાફિક ભાષા, 2. ગ્રાફિકલ ભાષા","1. ਗ੍ਰਾਫਿਕ ਭਾਸ਼ਾ, 2. ਗ੍ਰਾਫਿਕਲ ਭਾਸ਼ਾ"
"1. ગ્રાફિકલ પ્લેટ, 2. ગ્રાફિકલ પ્લેટ","1. ਗ੍ਰਾਫਿਕਲ ਪਲੇਟ, 2. ਗ੍ਰਾਫਿਕਲ ਪਲੇਟ"
"1.ગ્રાફિક એનિમેશન, 2.ગ્રાફિક એનિમેશન","1.ਗ੍ਰਾਫਿਕ ਐਨੀਮੇਸ਼ਨ, 2.ਗ੍ਰਾਫਿਕ ਐਨੀਮੇਸ਼ਨ"
ગ્રાફિક ટ્રાન્સફર ફોર્મેટ (GIF),ਗ੍ਰਾਫਿਕ ਟ੍ਰਾਂਸਫਰ ਫਾਰਮੈਟ (GIF)
"1.ગ્રાફિક યુઝર ઈન્ટરફેસ (GUI), 2.ગ્રાફિક યુઝર ઈન્ટરફેસ","1. ਗ੍ਰਾਫਿਕ ਯੂਜ਼ਰ ਇੰਟਰਫੇਸ (GUI), 2. ਗ੍ਰਾਫਿਕ ਯੂਜ਼ਰ ਇੰਟਰਫੇਸ"
"1.ગ્રાફિક્સ, 2.ગ્રાફિક્સ","1.ਗ੍ਰਾਫਿਕਸ, 2.ਗ੍ਰਾਫਿਕਸ"
"1.ગ્રાફિક્સ એપ્લિકેશન, 2.ગ્રાફિકલ એપ્લિકેશન","1.ਗ੍ਰਾਫਿਕਸ ਐਪਲੀਕੇਸ਼ਨ, 2.ਗ੍ਰਾਫਿਕਲ ਐਪਲੀਕੇਸ਼ਨ"
"1.ગ્રાફિક્સ કર્સર, 2.ગ્રાફિકલ કર્સર","1.ਗ੍ਰਾਫਿਕਸ ਕਰਸਰ, 2.ਗ੍ਰਾਫਿਕਲ ਕਰਸਰ"
"1.ગ્રાફિક્સ મોડ, 2.ગ્રાફિક મોડ","1.ਗ੍ਰਾਫਿਕਸ ਮੋਡ, 2.ਗ੍ਰਾਫਿਕ ਮੋਡ"
"1.ગ્રાફિક્સ પેકેજ, 2.ગ્રાફિકલ પેકેજ","1.ਗ੍ਰਾਫਿਕਸ ਪੈਕੇਜ, 2.ਗ੍ਰਾਫਿਕਸ ਪੈਕੇਜ"
"1.ગ્રાફિક્સ સોફ્ટવેર, 2.ગ્રાફિક્સ સોફ્ટવેર","1.ਗਰਾਫਿਕਸ ਸਾਫਟਵੇਅਰ, 2.ਗਰਾਫਿਕਸ ਸਾਫਟਵੇਅਰ"
