Marathi,Bengali
"1.ग्राफिक यूजर इंटरफेस (GUI), 2.ग्राफिक यूजर इंटरफेस","1.গ্রাফিক ইউজার ইন্টারফেস (GUI), 2.গ্রাফিক ইউজার ইন্টারফেস"
"1.ग्राफिक्स, 2.ग्राफिक्स","1.গ্রাফিক্স, 2.গ্রাফিক্স"
"1.ग्राफिक्स ऍप्लिकेशन, 2.ग्राफिकल ऍप्लिकेशन","1.গ্রাফিক্স অ্যাপ্লিকেশন, 2.গ্রাফিকাল অ্যাপ্লিকেশন"
"1.ग्राफिक्स कर्सर, 2.ग्राफिकल कर्सर","1.গ্রাফিক্স কার্সার, 2.গ্রাফিকাল কার্সার"
"1.ग्राफिक्स मोड, 2.ग्राफिक मोड","1.গ্রাফিক্স মোড, 2.গ্রাফিক মোড"
"1.ग्राफिक्स पॅकेज, 2.ग्राफिकल पॅकेज","1.গ্রাফিক্স প্যাকেজ, 2.গ্রাফিকাল প্যাকেজ"
"1.Graphics Software, 2.Graphics Software","1.গ্রাফিক্স সফটওয়্যার, 2.গ্রাফিক্স সফটওয়্যার"
"1.Graphics Software, 2.Graphics Software","1.গ্রাফিক্স সফটওয়্যার, 2.গ্রাফিক্স সফটওয়্যার"
"1.Graphics Software Package, 2.Graphical Software Package","1.গ্রাফিক্স সফটওয়্যার প্যাকেজ, 2.গ্রাফিকাল সফটওয়্যার প্যাকেজ"
राखाडी स्केल,ধূসর স্কেল
"1. लोभी पद्धत, 2. लोभी पद्धत","1. লোভী পদ্ধতি, 2. লোভী পদ্ধতি"
द्राक्ष,আঙ্গুর
ग्रिड,গ্রিড
ग्रिड चार्ट,গ্রিড চার্ট
ग्रिड गणना,গ্রিড গণনা
ग्रिड मॉड्यूलेशन,গ্রিড মড্যুলেশন
जमिनीची लाट,স্থল তরঙ্গ
गट,দল
गट पत्ता,গ্রুপ ঠিকানা
गट कोड,শঙ্ঘবদ্ধ কোড
गट संवाद,গ্রুপ যোগাযোগ
गट संवाद,গ্রুপ যোগাযোগ
"1.ग्रुप आयडेंटिटी, 2.ग्रुप आयडेंटिटी","1.গ্রুপ আইডেন্টিটি, 2.গ্রুপ আইডেন্টিটি"
गटाचे नाव,দলের নাম
ग्रुपवेअर,গ্রুপওয়্যার
वाढ,বৃদ্ধি
"१.गार्ड, २.गार्ड","1.গার্ড, 2.গার্ড"
मार्गदर्शित माध्यम,নির্দেশিত মিডিয়া
गनझिप,বন্দুক
डीकोड,ডিকোড
डिकोडर,ডিকোডার
डिकोडर शब्दकोश,ডিকোডার অভিধান
अर्धा जोडणारा,অর্ধেক যোগকারী
अर्धा पूल,অর্ধেক সেতু
अर्धा डुप्लेक्स,অর্ধেক দ্বৈত
अर्धा डुप्लेक्स लाइन,হাফ ডুপ্লেক্স লাইন
अर्धा डुप्लेक्स मोड,হাফ ডুপ্লেক্স মোড
अर्धी तीव्रता,অর্ধেক তীব্রতা
अर्ध राउटर,আধা রাউটার
अर्ध-विभागीय,আধা-বিভাগীয়
अर्धी प्रतिमा,অর্ধেক ছবি
अर्धा शब्द,অর্ধেক শব্দ
हॅमिलटोनियन चक्र,হ্যামিলটোনিয়ান চক্র
हॅमिंग कोड,হ্যামিং কোড
हात,হাত
छापील प्रत,মুদ্রিত কপি
हाताळणी,হ্যান্ডলিং
हाताळणी,হ্যান্ডলিং
निलंबन,সাসপেনশন
आनंददायी सापळा,আনন্দদায়ক ফাঁদ
हार्ड कॉपी डिव्हाइस,হার্ড কপি ডিভাইস
"1.हार्ड डिस्क, 2.इन्फ्लेक्झिबल डिस्क","1.হার্ড ডিস্ক, 2.ইনফ্লেক্সিবল ডিস্ক"
लवचिक डिस्क कोसळणे,অনমনীয় ডিস্ক পতন
कठीण त्रुटी,কঠিন ত্রুটি
हार्डवेअर प्रवाह नियंत्रण,হার্ডওয়্যার প্রবাহ নিয়ন্ত্রণ
"1.हार्मोनिक, 2.हार्मोनिक","1.হারমোনিক, 2.হারমোনিক"
"1.हार्मोनिक मीन, 2. हार्मोनिक मीन","1.হারমোনিক গড়, 2. সুরেলা গড়"
हॅकिंग,হ্যাকিং
हॅकिंग आकृती,হ্যাকিং ডায়াগ্রাম
चिमिंग टेबल,চিমিং টেবিল
हॅकिंग तंत्र,হ্যাকিং কৌশল
"1.हेडर, 2.एंट्री","1.হেডার, 2.এন্ট্রি"
"1.स्टॅक, 2.स्टॅक","1.স্ট্যাক, 2.স্ট্যাক"
वस्तुमान वर्गीकरण,ভর বাছাই
मदत,সাহায্য
मदत स्क्रीन,সাহায্য পর্দা
"1.help नेटवर्क, 2.help नेटवर्क","1.help নেটওয়ার্ক, 2.help নেটওয়ার্ক"
हर्ट्झ (वारंवारता/वारंवारतेचे एकक),হার্টজ (কম্পাঙ্ক/ফ্রিকোয়েন্সির একক)
उत्स्फूर्त,স্বতঃস্ফূর্ত
प्रायोगिक पद्धत,পরীক্ষামূলক পদ্ধতি
हेक्साडेसिमल संख्या,হেক্সাডেসিমেল সংখ্যা
अप्रत्यक्ष रेषा,পরোক্ষ লাইন
श्रेणीबद्ध डेटा स्टोरेज,অনুক্রমিক তথ্য সঞ্চয়স্থান
श्रेणीबद्ध फाइल व्यवसाय,অনুক্রমিক ফাইল ব্যবসা
श्रेणीबद्ध रूपरेषा,অনুক্রমিক রূপরেখা
उच्च स्तरीय भाषा,উচ্চ স্তরের ভাষা
उच्च मेमरी क्षेत्र,উচ্চ মেমরি এলাকা
उच्च कार्यक्षमता,উচ্চ পারদর্শিতা
"1. संपादन, 2. हिट, 3. संधी","1. অধিগ্রহণ, 2. আঘাত, 3. সম্ভাবনা"
