Malayalam,Bengali
ഡിപോളറൈസ്ഡ്,depolarized
ഡിപോളറൈസർ,ডিপোলারাইজার
"ഫീൽഡിന്റെ ആഴം, ഫീൽഡിന്റെ തീവ്രത","ক্ষেত্রের গভীরতা, ক্ষেত্রের তীব্রতা"
"ഉരുത്തിരിഞ്ഞ പോളറോഗ്രാം, ഉരുത്തിരിഞ്ഞ ധ്രുവഗ്രാം","derived polarogram, derived polarogram"
ഉരുത്തിരിഞ്ഞത്,উদ্ভূত
"ഇറക്കം, ഇറക്കം","descending, descending"
"ഇറക്കം, ഇറക്കം","descent, decent"
"വിവരിക്കുക, നിർമ്മിക്കുക, വരയ്ക്കുക","বর্ণনা, নির্মাণ, আঁকা"
ഡിനോമിനേറ്റർ,হর
"രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (n.) രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (n.)","ডিজাইন করা, ডিজাইন করা (n.) ডিজাইন করা, ডিজাইন করা (n.)"
നാശം,ধ্বংস
വിനാശകരമായ ഇടപെടൽ,ধ্বংসাত্মক হস্তক্ষেপ
"വിനാശകരമായ, വിനാശകരമായ","ধ্বংসাত্মক, ধ্বংসাত্মক"
"തിരിച്ചറിയൽ, കണ്ടെത്തൽ","সনাক্তকরণ, সনাক্তকরণ"
കളക്ടർ,সংগ্রাহক
നിർണായകവാദം,নির্ণয়বাদ
നിർണ്ണയിക്കുന്നയാൾ,নির্ধারক
ദൃഢനിശ്ചയം,সংকল্প
നിർണ്ണയിക്കാൻ,নির্ধারণ
നിശ്ചയിച്ചു,নির্ধারিত
ഡ്യൂറ്ററോൺ,ডিউটরন
"പ്രകടിപ്പിക്കുക, വികസിപ്പിക്കുക, വികസിപ്പിക്കുക","প্রকাশ করা, বিকাশ করা, বিকাশ করা"
"ഡെവലപ്പർ, ഡെവലപ്പർ","বিকাশকারী, বিকাশকারী"
"വികസനം, വികസനം","উন্নয়ন, উন্নয়ন"
വ്യതിയാനം,বিচ্যুতি
മഞ്ഞു,শিশির
മഞ്ഞു പോയിന്റ്,শিশির বিন্দু
ദക്ഷിണ ധ്രുവീകരണം,দক্ষিণ মেরুকরণকারী
ഡയഗ്നോസ്റ്റിക് ടെസ്റ്റ്,ডায়গনিস্টিক পরীক্ষা
ഡയഗണൽ,তির্যক
ഡയഗ്രം,চিত্র
ഡയഗ്രം,চিত্র
ഡയൽ ചെയ്യുക,ডায়াল
ഡയമാഗ്നറ്റിക്,ডায়ম্যাগনেটিক
"ഡയമാഗ്നറ്റോളജി, ഡയമാഗ്നറ്റിക് മെറ്റീരിയൽ","ডায়ম্যাগনেটোলজি, ডায়ম্যাগনেটিক উপাদান"
ഡയമാഗ്നെറ്റിസം,diamagnetism
വ്യാസം,ব্যাস
വിപരീതമായി,diametrically বিপরীত
"വജ്രം, വജ്രം","হীরা, হীরা"
"ഡയഫ്രം, ഡയഫ്രം",মধ্যচ্ছদা ডায়াফ্রাম
ചൂട് എക്സ്ചേഞ്ച്,তাপ বিনিময় করা
ചൂട് എക്സ്ചേഞ്ച്,তাপ বিনিময় করা
"ഡയറ്റോണിക് സ്വരഗ്രാം, ഡയറ്റോണിക് സ്വരഗ്രാം","ডায়াটোনিক স্বরগ্রাম, ডায়াটোনিক স্বরাগ্রাম"
"വിഭജനം, അർദ്ധകല","বিভাজন, আধা শিল্প"
ഡൈക്രോമേറ്റ് സെൽ,ডাইক্রোমেট কোষ
"ദ്വിമുഖം, വിഷ്വൽ ദ്വിമുഖം, ലെവൽ ദ്വിമുഖം","দ্বিধাবিভক্তি, ভিজ্যুয়াল ডিকোটমি, লেভেল ডিকোটমি"
ഡിക്ടഫോൺ,ডিক্টাফোন
വൈദ്യുതചാലകം,অস্তরক
വൈദ്യുതചാലകങ്ങൾ,ডাইলেট্রিক্স
ഡീസൽ സൈക്കിൾ,ডিজেল চক্র
വിടവ്,ফাঁক
"ഡിഫറൻഷ്യൽ ഫ്രീക്വൻസി, വ്യവകലന ആവൃത്തി","ডিফারেনশিয়াল ফ্রিকোয়েন্সি, ডিভিয়েশন ফ্রিকোয়েন্সি"
"വ്യത്യസ്‌ത, വ്യത്യസ്‌ത, വ്യത്യസ്‌ത, വ്യത്യസ്‌ത, ഇന്റർസ്റ്റീഷ്യൽ, ഡിഫറൻഷ്യൽ","ডিফারেনশিয়াল, ডিফারেনশিয়াল, ডিফারেনশিয়াল, ডিফারেনশিয়াল, ইন্টারস্টিশিয়াল, ডিফারেনশিয়াল"
ഡിഫറൻഷ്യൽ ആഗിരണം,ডিফারেনশিয়াল শোষণ
വ്യതിരിക്ത ആംപ്ലിഫയർ,পার্থক্য পরিবর্ধক
"പെനിട്രേറ്റീവ് കലോറിമീറ്റർ, പെനിട്രേറ്റീവ് കലോറിമീറ്റർ","অনুপ্রবেশকারী ক্যালোরিমিটার, অনুপ্রবেশকারী ক্যালোরিমিটার"
ഡിഫറൻഷ്യൽ കപ്പാസിറ്റർ,ডিফারেনশিয়াল ক্যাপাসিটর
ഡിഫറൻഷ്യൽ സോൺ,ডিফারেনশিয়াল জোন
ഡിഫറൻഷ്യൽ ഡിഫ്യൂഷൻ,ডিফারেনশিয়াল ডিফিউশন
ഡിഫറൻഷ്യൽ സമവാക്യം,আঙ্গক
ഡിഫറൻഷ്യൽ എക്സിറ്റിൻഷൻ കോഫിഫിഷ്യന്റ്,ডিফারেনশিয়াল বিলুপ্তি সহগ
ഇന്റർമീറ്റർ അയോണൈസേഷൻ ചേമ്പർ,ইন্টারমিটার আয়নকরণ চেম্বার
ഡിഫറൻഷ്യൽ ഐസോടോപ്പ് രീതി,ডিফারেনশিয়াল আইসোটোপ পদ্ধতি
ഡിഫറൻഷ്യൽ പ്രവേഗം,ডিফারেনশিয়াল বেগ
വേർതിരിക്കുക,পার্থক্য করা
"വ്യത്യസ്തമായ, വ്യത്യസ്തമായ","পার্থক্য করা, পার্থক্য করা"
"വ്യത്യാസം, വ്യത്യാസം","পার্থক্য, পার্থক্য"
ഡിഫ്രാക്ഷൻ,বিবর্তন
ഡിഫ്രാക്റ്റോമീറ്റർ,ডিফ্র্যাক্টোমিটার
"വ്യാപിച്ച, വ്യാപിച്ച","diffused, diffused"
വ്യാപിച്ചു,বিচ্ছুরিত
വ്യാപനം,বিস্তার
ഡിഫ്യൂസിവിറ്റി,diffusivity
"അക്കം, വ്യാസം, വിരൽ","অঙ্ক, ব্যাস, আঙুল"
ഡിജിറ്റൽ റെക്കോർഡിംഗ്,ডিজিটাল রেকর্ডিং
ഡിജിറ്റൽ വോൾട്ട്മീറ്റർ,ডিজিটাল ভোল্টমিটার
ദ്വി-ഐസോടോപിക് മൂലകങ്ങൾ,দ্বি-আইসোটোপিক উপাদান
വ്യാപനം,বিস্তার
വികാസ വൈകല്യം,সম্প্রসারণ বিকৃতি
എക്സോമീറ്റർ,এক্সোমিটার
വിസ്ഫരിണി,ভিসফারিনি
"വിപുലീകരണം, നീളം-വീതി, അളവ്, ശക്തി","এক্সটেনশন, দৈর্ঘ্য-প্রস্থ, মাত্রা, শক্তি"
ഡൈമൻഷണൽ,মাত্রিক
മാനം,মাত্রিকতা
ഇൻഷുറൻസ് യൂണിറ്റ്,বীমা ইউনিট
അളവില്ലാത്ത മാനം,মাত্রাহীন মাত্রা
"മൂല്യത്തകർച്ച, കുറവ്","অবচয়, হ্রাস"
പ്രസരിപ്പുള്ള,উজ্জ্বল
ഡയോഡ്,ডায়োড
ഡയോപ്റ്റർ,diopter
അപവർത്തന മേഖല,প্রতিসরণ জোন
റിഫ്രാക്റ്റിംഗ് ലെൻസ്,প্রতিসরণকারী লেন্স
"കുമ്പിടുക, കുമ്പിടുക, തൊട്ടി","bow down, bow down, trough"
വീഴ്ചയുടെ ആംഗിൾ,পতনের কোণ
ദ്വിധ്രുവം,ডাইপোল
ബൈപോളാർ പാളി,বাইপোলার স্তর
dirac delta ഫംഗ്ഷൻ,ডিরাক ডেল্টা ফাংশন
"നേരായ, നേരായ, നേരായ, നേരിട്ടുള്ള, എതിർ","সোজা, সোজা, সোজা, সরাসরি, বিপরীত"
അനുലോം പരസ്പരബന്ധം,অনুলোম পারস্পরিক সম্পর্ক
നേരിട്ടുള്ള കറന്റ്,সরাসরি বর্তমান
നേരിട്ട്,সরাসরি
"നേരിട്ടുള്ള അടി, നേരായ അടി","সরাসরি প্রভাব, সরাসরি প্রভাব"
"ദിശ, ദിശ","দিক, দিক"
ദിശാസൂചന,নির্দেশমূলক
ബഹിരാകാശ സ്ഥിരത,স্থান স্থিতিশীলতা
"ഡിക്കോസിൻ, ഡിക്കോസിൻ","ডিকোসিন, ডিকোসিন"
"ദിശാസൂചകമായ, ദിശാസൂചകമായ, ദിശാസൂചകമായ","দিকনির্দেশনামূলক, দিকনির্দেশক, দিকনির্দেশনামূলক"
ദിശാബോധം,দিকনির্দেশনা
സാധാരണ ലാറ്റിസ്,সাধারণ জালি
നേർരേഖ,সোজা লাইন
തുടർച്ചയായ അനുപാതം,অনুক্রমিক অনুপাত
നേരിട്ടുള്ള രീതി,সরাসরি পদ্ধতি
