Odiya,Telugu
ସ୍ୱଳ୍ପ ତରଙ୍ଗ ବିକିରଣ |,స్వల్ప-తరంగ రేడియేషన్
ଶଟଲ୍ ଭେକ୍ଟର |,షటిల్ వెక్టర్
ଭାଇଭଉଣୀ |,తోబుట్టువు
ଅସୁସ୍ଥ ସେଲ୍ ଆନେମିଆ |,కొడవలి కణ రక్తహీనత
ସିଗମାଇଡ୍ ବକ୍ର |,సిగ్మోయిడ్ కర్వ్
ସଙ୍କେତ ଅନୁମାନ |,సిగ్నల్ పరికల్పన
ମହତ୍ତ୍ୱ ପରୀକ୍ଷା |,ప్రాముఖ్యత పరీక్ష
ସିଲେଜ୍,సైలేజ్
ସିଲୋ,గొయ్యి
ସିଲ୍ଟ,సిల్ట్
ସିଲ୍ଟ ଲୋମ୍ |,సిల్ట్ లోమ్
ସିଲଭିକ୍ୟୁଚର,సిల్వికల్చర్
ବୁଡ଼ିଯିବା |,సింక్
ସିଙ୍କ କ୍ଷମତା |,సింక్ సామర్థ్యం
ଭଉଣୀ କ୍ରୋମାମାଏଡ୍ |,సిస్టర్ క్రోమాటిడ్
ସାଇଟ୍ ନିର୍ଦ୍ଦିଷ୍ଟ ପୁଷ୍ଟିକର ପରିଚାଳନା |,సైట్-నిర్దిష్ట పోషక నిర్వహణ
Skewd ବଣ୍ଟନ |,వక్రీకృత పంపిణీ
ଧାଡି ରୋପଣକୁ ଛାଡିଦିଅ |,వరుస నాటడం దాటవేయండి
ସ୍ଲିମ୍ ଛାଞ୍ଚ |,బురద అచ్చు
ଧୀର-ରିଲିଜ୍ ସାର |,స్లో-రిలీజ్ ఎరువులు
ସ୍ଲୋଜ୍ |,బురద
ସ୍ଲୁରି,ముద్ద
ଧୂମପାନ ଫସଲ |,సున్నితమైన పంటలు
ସାମାଜିକ ବନରରେ |,సామాజిక అటవీ
Sood ସଂସ୍କୃତି |,పచ్చిక సంస్కృతి
ଦୁର୍ଗ,పచ్చిక
ସୋଡିକ୍ ମାଟି |,సోడిక్ నేల
ସୋଡିୟମ୍ ଅବଶୋଷକ ଅନୁପାତ |,సోడియం శోషణ నిష్పత్తి
ସୋଡିୟମ୍ ପମ୍ପ |,సోడియం పంప్
ନରମ କାଠ ଗ୍ରାଫ୍ଟିଙ୍ଗ୍ |,సాఫ్ట్-వుడ్ అంటుకట్టుట
ମାଟି ଆଡଫିସନ୍ |,నేల సంశ్లేషణ
ମାଟି ଆରେସନ |,నేల వాయువు
ମାଟି ଏଗ୍ରିଗେଟ୍ |,నేల మొత్తం
ମାଟି ଆଲକାଲିନିଟି |,నేల క్షారత
ମାଟି ସଂଶୋଧନ |,నేల సవరణ
ମାଟି ବିଶ୍ଳେଷଣ |,నేల విశ్లేషణ
ମାଟି ଜ odi ବ ବିବିଧତା |,నేల జీవవైవిధ్యం
ମାଟି ଜୀବବିଜ୍ଞାନ |,నేల జీవశాస్త్రం
ମାଟି ଶ୍ରେଣୀକରଣ |,నేల వర్గీకరణ
ମାଟି କୋଲଏଡ୍ |,నేల ఘర్షణ
ମାଟି ସଙ୍କୋଚନ,నేల సంపీడనం
ମାଟି କଣ୍ଡିସନର |,నేల కండిషనర్లు
ମାଟି ସଂରକ୍ଷଣ |,నేల పరిరక్షణ
ମାଟି ଭୂତଳ |,నేల క్రస్ట్
ମାଟି ଡିଗାଡିସନ୍ |,నేల క్షీణత
ମାଟି ପଳାୟନ କାରକ |,నేల ఎరోడిబిలిటీ కారకం
ମାଟି ଉର୍ବରତା |,నేల సంతానోత్పత్తి
ମାଟି ଆଦି |,నేల ఆదికాండము
ମାଟି ସ୍ୱାସ୍ଥ୍ୟ,నేల ఆరోగ్యం
ମାଟି ରାଶି |,నేల హోరిజోన్
ମାଟି ମାକ୍ରୋଗର୍ମିମ୍ |,నేల స్థూల ఆర్గనైజమ్స్
ମାଟି ମ୍ୟାନେଜମେଣ୍ଟ |,నేల నిర్వహణ
ମାଟି ମାଇକ୍ରୋବିସିଓଲିଓଲୋଜି |,నేల మైక్రోబయాలజీ
ମୃତ୍ତିକୀ ମାଇକ୍ରୋ ଅର୍ଗାନାଇଜ୍ |,నేల సూక్ష్మజీవులు
ମାଟି ଆର୍ଦ୍ରତା ନିଅଣ୍ଟ |,నేల తేమ లోటు
ମାଟି ଜ organic ବ ପଦାର୍ଥ |,నేల సేంద్రియ పదార్థం
ମାଟି ପୋରୋସିଂ |,నేల సచ్ఛిద్రత
ମୃତ୍ତିକା ଉତ୍ପାଦକତା |,నేల ఉత్పాదకత
ମାଟି ପ୍ରୋଫାଇଲ୍ |,నేల ప్రొఫైల్
ମାଟି ଗୁଣ,నేల నాణ్యత
ମାଟି ପ୍ରତିକ୍ରିୟା,నేల ప్రతిచర్య
ମୃତ୍ତିକା ପ୍ରତିରୋଧ,నేల నిరోధకత
ମାଟି ସାଲିଟିଙ୍ଗ୍ |,నేల లవణీయత
ମାଟି ବିଜ୍ଞାନ ବିଜ୍ଞାନ |,నేల శాస్త్రం
ମାଟି ଅସୁସ୍ଥତା |,నేల అనారోగ్యం
ମୃତ୍ତିକାର ଶିକାର,నేల జల్లెడ
ମାଟି ସମାଧାନ |,నేల ద్రావణం
ମାଟି ନିର୍ଗତ କରେ |,నేల స్టెరిలెంట్
ମାଟି ଗଠନ |,నేల నిర్మాణం
ମାଟି ନିଲମ୍ବନ |,నేల సస్పెన్షన్
ମାଟି ପରୀକ୍ଷା,నేల పరీక్ష
ମାଟି ଗଠନ |,నేల ఆకృతి
ମୃତ୍ତିକ ଜଳ ସମ୍ଭାବନା |,నేల నీటి సామర్థ్యం
ମୃତ୍ତିକା ଜଳ,నేల నీరు
ସ ar ର ନିରନ୍ତର |,సౌర స్థిరాంకం
ସ ar ର ବିକିରଣ |,సౌర వికిరణం
ସୋଲାର୍ ସ୍ପେକ୍ଟ୍ରମ୍ |,సౌర స్పెక్ట్రం
ସୋଲାରାଇଜେସନ୍,సౌరీకరణ
ଏକମାତ୍ର ଫସଲ |,ఏకైక పంట
ଦ୍ରବୀଭୂତ ସୋଡିୟମ୍ ପ୍ରତିଶତ |,కరిగే సోడియం శాతం
ସୋମାଟିକ୍ କକ୍ଷ |,సోమాటిక్ సెల్
ସୋମାଟିକ୍ ଭ୍ରୁଣ |,సోమాటిక్ పిండం
ସୋମାଟିକ୍ ହାଇବ୍ରିଡାଇଜେସନ୍ |,సోమాటిక్ హైబ్రిడైజేషన్
ସୋରଗମ୍ ଆଘାତ |,జొన్న గాయం
SOS ଜିନ୍ |,SOS జన్యువు
ସାଉଥ୍ ବ୍ଲୋଟିଂ |,సదరన్ బ్లాటింగ్
ବ୍ୟବଧାନ (ଉଦ୍ଭିଦ),అంతరం (మొక్క)
ସ୍ପିଲେକ୍ସ |,స్పాడిక్స్
ସ୍ପାମା,స్పాట్
ବିଶେଷ ବ୍ୟବସ୍ଥା |,ప్రత్యేక అమరిక
ବିଶେଷ କ୍ରପ୍ |,ప్రత్యేక పంట
ବିଶେଷ ଚାଷ,ప్రత్యేక వ్యవసాయం
ପ୍ରଜାତି,జాతులు
ନିର୍ଦ୍ଦିଷ୍ଟ ଫସଲ ତୀବ୍ରତା ସୂଚକାଙ୍କ |,నిర్దిష్ట పంట తీవ్రత సూచిక
ନିର୍ଦ୍ଦିଷ୍ଟ ମାଧ୍ୟାକର୍ଷଣ |,నిర్దిష్ట ఆకర్షణ
ନିର୍ଦ୍ଦିଷ୍ଟ ଆର୍ଦ୍ରତା |,నిర్దిష్ట తేమ
ନିର୍ଦ୍ଦିଷ୍ଟ ପତ୍ର କ୍ଷେତ୍ର |,నిర్దిష్ట ఆకు ప్రాంతం
SpermaTogenesisis,స్పెర్మాటోజెనిసిస్
S-hease,ఎస్-ఫేజ్
ସ୍ପାଇକ୍,స్పైక్
ସ୍ପିଲେଲେଟ୍ |,స్పైక్లెట్
ସ୍ପିଣ୍ଡଲ୍ ବୁଦା |,స్పిండిల్ బుష్
ସ୍ପ୍ଲାସ୍ କ୍ଷୟ |,స్ప్లాష్ కోత
ସ୍ପ୍ଲୋର୍ସିଂ |,స్ప్లికింగ్
ସ୍ପ୍ଲିଟ୍ ପ୍ରୟୋଗ |,స్ప్లిట్ అప్లికేషన్
ଜିନ୍ ବିଭାଜିତ |,స్ప్లిట్ జన్యువులు
ସ୍ପ୍ଲିଟ୍ ପ୍ଲଟ୍ ଡିଜାଇନ୍ |,స్ప్లిట్ ప్లాట్ డిజైన్
ସ୍ପଞ୍ଜୀ ଟିସୁ |,స్పాంజి టిష్యూ
ସ୍ୱତ aneous ପ୍ରବୃତ୍ତ ପରିବର୍ତ୍ତନ |,ఆకస్మిక మ్యుటేషన్
ସ୍ପୋର,బీజాంశం
ସ୍ପ୍ରିଙ୍କଲର ଜଳସେଚନ |,స్ప్రింక్లర్ ఇరిగేషన్
ଖରାପ,స్పడ్డింగ్
ଉପରୁକୁ,స్పర్
ବେଗ ବହନ କରିବା |,స్పర్ బేరింగ్
ଚପଲ,స్క్వాల్
ଏଜେଣ୍ଟକୁ ସ୍ଥିର କରିବା |,స్థిరీకరణ ఏజెంట్
ମାନଦଣ୍ଡ ବିଚ୍ୟୁତି,ప్రామాణిక విచలనం
Stape ଫସଲ,ప్రధాన పంట
କୋଡନ୍ ଆରମ୍ଭ କରନ୍ତୁ |,ప్రారంభ కోడాన్
ଷ୍ଟାର୍ଟର ସମାଧାନ |,స్టార్టర్ పరిష్కారం
ଷ୍ଟେମ୍ ବୋରର୍ |,కాండం బోరర్
ଷ୍ଟେମ୍-ଏଣ୍ଡ୍ |,కాండం-ముగింపు
ଷ୍ଟେନୋସପରମୋକାରପିର |,స్టెనోస్పెర్మోకార్పీ
ପାହାଘ,స్టెప్పీ
ନିରୂପଣ,స్టెరిలైజేషన్
କଳଙ୍କ ଗ୍ରହଣ,స్టిగ్మా గ్రహణశక్తి
କଳହ,కళంకం
ବିଲେଇ ମୂଳ,స్టిల్ట్ రూట్
ଉପନ୍ଲୋନ |,స్టోలన్
ଷ୍ଟୋମାଟା,స్టోమాటా
ଚମକାଇବା,మలం
କୋଡନ୍ ବନ୍ଦ କରନ୍ତୁ |,కోడాన్ ఆపు
ଚାପୁଡ଼ାଯୁକ୍ତ,స్ట్రాటిఫైడ్
ଚାପରିଫିକେସନ୍,స్ట్రాటిఫికేషన్
ନଡ଼ା,గడ్డి
ଚାପ,ఒత్తిడి
ଷ୍ଟ୍ରିପ୍ ଫସଲ,స్ట్రిప్ పంట
ଷ୍ଟ୍ରିପ୍ ଆନ୍ତରିକତା |,స్ట్రిప్ ఇంటర్‌క్రాపింగ్
ଷ୍ଟ୍ରୋମା,స్ట్రోమా
ଷ୍ଟକ୍,మొండి
ଷ୍ଟକ୍ ମଲଚିଂ |,మొద్దు మల్చింగ్
ଶ style ଳୀ,శైలి
ସବ୍ ଆର୍ଦ୍ର |,ఉప తేమ
ସବ୍ବେରିକେସନ୍,సబరేషన్
ଗଣ୍ଡମାଳାଣିଗୁଡିକ,మునిగిపోవడం
ସବଷ୍ଟାଣ୍ଟ ଫାର୍ମିଂ |,జీవనాధార వ్యవసాయం
ସ୍ଥଗିତ,సబ్‌సూలింగ్
ସବ୍-ପ୍ରଜାତି |,ఉప జాతులు
ପ୍ରତିସ୍ଥାପନ କ୍ରପ୍ କରିବା |,ప్రత్యామ్నాయ పంట
ସବଷ୍ଟ୍ରେଟ୍,ఉపరితలం
ସବସର୍ଫେସ୍ ଜଳସେଚନ |,ఉపరితల నీటిపారుదల
ଉତ୍ତରାଧିକାରୀ,వారసత్వం
ସଫଳତା,రసంతో
ସୁପର୍,సక్కర్
ସୁଇ-ଜେରୀସ୍ |,సుయి-జెనెరిస్
ସୂର୍ଯ୍ୟକିରଣ,సన్-క్యూరింగ్
ସପ୍ଲିମେଣ୍ଟାରୀ ଜଳସେଚନ |,అనుబంధ నీటిపారుదల
ସପ୍ଲିମେଣ୍ଟାରୀ ଉଦ୍ୟୋଗ ଉଦ୍ୟୋଗ,అనుబంధ సంస్థ
ସପ୍ଲିମେଣ୍ଟାରୀ ପାରସ୍ପରିକ କ୍ରିୟା |,అనుబంధ పరస్పర చర్య
Suprassor ଜିନ୍ |,సప్రెజర్ జన్యువు
ସୁରଫାକ୍ଟାଣ୍ଟ |,సర్ఫ్యాక్టెంట్
ସଂକ୍ରମିତ |,అవకాశం
ନିଲମ୍ବନ ସଂସ୍କୃତି |,సస్పెన్షన్ సంస్కృతి
ସ୍ଥାୟୀ କୃଷି,స్థిరమైన వ్యవసాయం
ସ୍ଥାୟୀ ବିକାଶ |,స్థిరమైన అభివృద్ధి
ସଜ୍ଜିତ,సమూహ
ଖଣ୍ଡା ପତ୍ର,కత్తి ఆకు
ସିନୋକସିୟାମ,సైకియం
ସେମ୍ବଏସ୍ସ,సహజీవనం
ସିନ୍ମାମି |,సింగామి
ଚାଉଳ ତୀବ୍ରତାର ବ୍ୟବସ୍ଥା |,బియ్యం తీవ్రత యొక్క వ్యవస్థ
ସିଷ୍ଟମିକ୍ ହର୍ମିଚାଡ୍ |,దైహిక హెర్బిసైడ్
ସଫମୋକର୍,కుసుమ
ସାଫ୍ରନ୍ |,కుంకుమ
ଗୁମ୍ଫା,సేజ్
ସାଲ,సాల్
ସାଲଭିଆ,సాల్వియా
ସାଣ୍ଡଲ୍ କାଠ |,చెప్పు కలప
ସାମାପୋଟା |,సపోటా
Splewewine,స్క్రూపైన్
ସମୁଦ୍ର କୂଳ |,సీబక్‌హార్న్
ସିନ୍ନା |,సెన్నా
ସର୍ପାଇନ୍ କାଠ |,పాము కలప
ସମ୍ପତ୍ତିଗୁଡ଼ିକ,నువ్వులు
ସାପ ଗୋଡବ୍ଲୁ |,పాము పొట్లకాయ
ସ୍ନାପ ମଲନ,పుచ్చకాయ స్నాప్
ସାବୁନଟ୍,సబ్బు నట్
ସାନ୍ତ୍ୱମଗ,జొన్న
ସୋୟାବିନ୍ |,సోయాబీన్
ସ୍ପାନିସ୍ ଚେରି |,స్పానిష్ చెర్రీ
ପାଳଙ୍ଗ |,బచ్చలికూర
ସ୍ପିଣ୍ଡଲ୍ କାଠ |,కుదురు కలప
ସ୍ପଞ୍ଜ ଗୁଣ୍ଡ |,స్పాంజ్ పొట్లకాయ
ଷ୍ଟିଭିଆ,స్టెవియా
ନାଟଲ୍ ଷ୍ଟିଙ୍ଗ୍ |,స్టింగ్ రేగుట
ପଥର ଫୁଲ |,రాతి పువ్వు
ଷ୍ଟ୍ରବେରୀ |,స్ట్రాబెర్రీ
ସୁଦାନ ଘାସ |,సుడాన్ గడ్డి
ଆଖୁ,చెరుకుగడ
ଗ୍ରୀଷ୍ମ ସ୍କ୍ୱାସ୍ |,సమ్మర్ స్క్వాష్
ସୂର୍ଯ୍ୟମୁଖୀ,పొద్దుతిరుగుడు
ସୁମମ୍ପ |,సన్‌హెంప్
ମିଠା କ୍ଲୋଭର |,తీపి క్లోవర్
ମିଠା ଗୁଣ୍ଡ |,తీపి పొట్లకాయ
ମିଠା ଆଳୁ,తీపి బంగాళాదుంప
ମିଠା ବାଇଗଣୀ |,తీపి వైలెట్
ସାପ ସୁକର୍ |,సాప్ సక్కర్
ଉଡାଇଲା,చూసింది ఫ్లై
ଶତକଡ଼ା କୀଟ,స్కేల్ క్రిమి
ସେମିଲୋର,సెమిలూపర్
ଶଟ ବୋଇର,షూట్ బోరర్
ରେଶମ କୀଟ |,పట్టు పురుగు
ଶାବକ,నత్త
ଚାରା,స్పారో
ସ୍ପାଇଡର୍,సాలీడు
ଗୋଲମରିଚ |,ఉడుత
ଷ୍ଟଲ୍କ ବୋରର୍ |,కొమ్మ బోర్
ଷ୍ଟେମ୍ ବୋରର୍ |,కాండం బోరర్
ଷ୍ଟେମ୍ ଗାର୍ଡର୍ |,కాండం గిర్డ్లర్
ପଥର ୱେବ,స్టోన్ వీవిల్
ମାଟି ବ scientist ଜ୍ଞାନିକ |,నేల శాస్త్రవేత్త
କ act ଶଳ ଆନ୍ଦୋଳନ |,వ్యూహాత్మక ఉద్యమం
ଟ୍ୟାଗିଂ (ଲେବଲ୍),ట్యాగింగ్
ଟ୍ୟାଙ୍କ ସିଲ୍ଟ |,ట్యాంక్ సిల్ట్
ମୂଳ ଟ୍ୟାପ୍ କରନ୍ତୁ |,రూట్ నొక్కండి
ତସେଲ୍ (ମ୍ୟାକ୍ସ),మొక్క
ଟ୍ୟାକୋନୋମି,వర్గీకరణ
ଟେକ୍ନୋଲୋଜି,సాంకేతికం
ସ୍ୱଭାବିକ ଜୋନ୍ |,సమశీతోష్ణ జోన్
ଅସ୍ଥାୟୀ ୱିଲିଙ୍ଗ୍ |,తాత్కాలిక విల్టింగ్
ଟେଣ୍ଡ୍ରିଲ୍,టెండ్రిల్
ତ୍ୱସବାଳ,టెన్సియోమీటర్
TESE,టెపాల్
ଟେରାପୋଜେନି |,టెరాటోజెని
ସମାପ୍ତ ଗନ୍ଧର କୋଡନ୍ |,ముగింపు కోడాన్
ଟେରାସ୍ |,టెర్రేస్
ଟେରାସ ବ୍ୟବଧାନ,టెర్రస్ విరామం
ପୃଥିବୀ ବିକିରଣ |,భూగోళ రేడియేషన్
ଟର୍ସର ତୃଣକ |,భూసంబంధమైన కలుపు మొక్కలు
ପରୀକ୍ଷା କ୍ରସ୍,టెస్ట్ క్రాస్
ପରୀକ୍ଷା ଓଜନ,పరీక్ష బరువు
ଟେସାଟା |,టెస్టా
ଟେଟ୍ରାଡ୍ |,టెట్రాడ్
ଟେଟ୍ରାପର୍ଡ |,టెట్రాప్లాయిడ్
ଟେଟ୍ରାପ୍ଲାଏଡ୍ |,టెట్రాప్లాయిడి
ଥାମସ୍ସସ୍ |,థాలమస్
ଥର୍ମାଲ୍ ଆଚରଣ,ఉష్ణ వాహకత
ଥର୍ମାଲ୍ ଡିସଫୁସଭିଟି |,థర్మల్ డిఫ్యూసివిటీ
ଥର୍ମାଲ୍ ଇନଡକ୍ସନ୍ |,థర్మల్ ఇండక్షన్
ଥର୍ମୋକଲ୍,థర్మోకపుల్
ଥର୍ମୋଗ୍ରାଫ୍,థర్మోగ్రాఫ్
ଥର୍ମେକର୍ଡିଟିଟି |,థర్మోపెడిసిటీ
ଥର୍ମୋପେଡିଆଇ ଏବଂ,థర్మోపెరియోడిజం
ଥର୍ମୋଫାଇଲ୍ |,థర్మోఫైల్
ଥର୍ମୋଟାକ୍ାଇସ୍,థర్మోటాక్సిస్
ପତଳା ଆଉଟ୍ |,సన్నబడటం
ଖଳା,నూర్పిడి
Ti plasemid,టి ప్లాస్మిడ్
ଜୁଆର ଜଳାଶୟ |,టైడల్ చిత్తడి నేలలు
ଟାଇଲ୍ ଡ୍ରେନେଜ୍ |,టైల్ డ్రైనేజ్
ଟିଲେଇ |,టిల్లియబిలిటీ
ଟିଲେଜ୍,పండించడం
ଟିଲର୍ (ଉଦ୍ଭିଦ),టిల్లర్ (మొక్క)
ଟିଲାରୀ,టిల్లరింగ్
ଟିଲାରୀ ପର୍ଯ୍ୟାୟ |,టిల్లరింగ్ దశ
ତୀଥ,టిల్త్
ଟିସୁ ପରୀକ୍ଷା,కణజాల పరీక్ష
ଚତୁର,పసిపిల్లలు
ସହନଶୀଳତା,ఓరిమి
ଟପ୍ ମାଟି |,పై నేల
ଟୋପାଟୋ |,టోపాటో
ଟପ୍-ଡ୍ରେସିଂ |,టాప్-డ్రెస్సింగ్
ଟପୋକିମ୍ଲୋଜୋଲୋଜି |,టోపోక్లిమాటాలజీ
ଟପିଂ (ତମାଖୁ),పైన ఉండిపోయిన పొగాకు)
ସମୁଦାୟ ହତ୍ୟାକାରୀ ପୁଷ୍ଟିକର |,మొత్తం జీర్ణమయ్యే పోషకం
ସମୁଦାୟ ଫ୍ୟାକ୍ଟର୍ ଉତ୍ପାଦକତା |,మొత్తం కారకాల ఉత్పాదకత
ସମୁଦାୟ ଦ୍ରବୀଭଲ୍ସ କଠିନ |,మొత్తం కరిగే ఘనపదార్థాలు
ଟଟାଇପାଇଟ୍ |,టోటిపోటెన్సీ
ବିଷାକ୍ତତା,విషపూరితం
ବିଷାକ୍ତ,టాక్సిన్
ଟ୍ରାକ୍ ଉପାଦାନଗୁଡିକ,ట్రేస్ ఎలిమెంట్స్
ଟ୍ରେସର୍ ଉପାଦାନଗୁଡିକ |,ట్రేసర్ ఎలిమెంట్స్
କାରବାର,లావాదేవీలు
ଟ୍ରାନ୍ସକ୍ରିପସନ୍,ట్రాన్స్క్రిప్షన్
ସଂକ୍ରମଣ,పరివర్తన
ଟ୍ରାନ୍ସଜେନିକ୍,ట్రాన్స్‌జెనిక్
ଅନୁବାଦ,అనువాదం
ସ୍ଥାନାନ୍ତର,ట్రాన్స్‌లోకేషన్
ସଂସାଜ୍,ప్రసారం
ଟ୍ରାନ୍ସପେଣ୍ଡ କୋଏଫିସିଏଣ୍ଟ୍ |,ట్రాన్స్పిరేషన్ గుణకం
ଟ୍ରାନ୍ସପିଆସନ୍ ଟାଣ |,ట్రాన్స్పిరేషన్ పుల్
ଟ୍ରାନ୍ସଫର୍ରେସନ୍ ଅନୁପାତ,ట్రాన్స్పిరేషన్ నిష్పత్తి
ଟ୍ରାନ୍ସପ୍ଲାଣ୍ଟ ଶକ୍ |,మార్పిడి షాక్
ଟ୍ରାନ୍ସଲିଟର୍,మార్పిడి
ପ୍ରତିରୋପଣ,మార్పిడి
ମାଟି ପରିବହନ |,రవాణా చేసిన నేల
ସ୍ଥାନାନ୍ତର,ట్రాన్స్‌పోసన్
ଟ୍ରାନ୍ସଭର୍ସ ଡ୍ରେନେଜ୍ |,విలోమ పారుదల
ଫାନ୍ଦ ଫସଲ,ఉచ్చు పంటలు
ଅଳସମ,చెత్త
ଚିକିତ୍ସା,చికిత్స
ଗଛ କ୍ରପ୍ କରିବା |,చెట్టు పంట
ଗଛ ରିଙ୍ଗ,చెట్టు ఉంగరం
ପରୀକ୍ଷା,ట్రయల్
ଚତୁର ଜଳସେଚନ |,ఇరిగేషన్ మోసగించండి
ଟ୍ରିଗର ଫ୍ୟାକ୍ଟର୍ |,ట్రిగ్గర్ కారకం
ଟ୍ରିପ୍ଲାଇଡ୍,ట్రిప్లాయిడ్
ଟ୍ରିପଲ୍ କ୍ରପ୍ |,ట్రిపుల్ క్రాపింగ్
ଟ୍ରଫିକ୍ ସ୍ତର |,ట్రోఫిక్ స్థాయి
ଟ୍ରପିକ୍ ଗତିବିଧି |,ట్రాపిక్ కదలికలు
ଟ୍ରପିକାଲ୍ ଅଞ୍ଚଳ |,ఉష్ణమండల ప్రాంతం
ଟ୍ରପିଜିମ୍,ఉష్ణమండల
ପ୍ରକୃତ ଘନତା |,నిజమైన సాంద్రత
ପ୍ରକୃତ ହଜମ କରିବା |,నిజమైన డైజెస్టిబిలిటీ
ଛୋଟ ପ୍ରୋଫାଇଲ୍ |,కత్తిరించబడిన ప్రొఫైల్
ଛୋଟ ମାଟି |,కత్తిరించిన నేల
ସୁନାମି |,సునామి
ଟ୍ୟୁବର ଫସଲ,గడ్డ దినుసు పంటలు
ତୁ,ట్యూబర్
ଟ୍ୟୁମର୍,కణితి
ମାଟିର ଟ୍ୟୁନାକ୍ସନ୍ |,మట్టి యొక్క పంక్తి
ତୁଣ୍ଡ୍ରା |,టండ్రా
ତୁରଫ୍,మట్టిగడ్డ
ଟଗିଦ୍,టర్గిడ్
ତୁଘମ ଆନ୍ଦୋଳନ,టర్గర్ ఉద్యమం
ତୁଗର ଚାପ,టర్గర్ పీడనం
ତୁଗରଯୁକ୍ତ,టర్గర్
ଟର୍ନର ସିଣ୍ଡ୍ରୋମ |,టర్నర్ సిండ్రోమ్
ଟାଇପ୍ (ଉଦ୍ଭିଦ),రకం (మొక్క)
ମୁଁ ତ୍ରୁଟି ଟାଇପ୍ କର |,టైప్ I లోపం
II ତ୍ରୁଟି ଟାଇପ୍ କରନ୍ତୁ |,టైప్ II లోపం
ଟାଇଫୋଟନ୍ |,టైఫూన్
ତାମରିନ୍ଦ |,చింతపండు
ତାରାଗନ୍ |,టార్రాగన్
ମନ୍ଦିର କିମ୍ବା ପାଗୋଡା ଗଛ |,ఆలయం లేదా పుచ్చోమ చెట్టు
କଣ୍ଟା,తిస్టిల్
ଥୁଜା |,థుజా
ଥିମ୍,థైమ్
ତମାଖୁ,పొగాకు
ଟମାଟୋ |,టమోటా
ଦୁ orrow ଖର ବୃକ୍ଷ |,దు orrow ఖం చెట్టు
ଟ୍ରାଇଟିଭାଲ୍,ట్రిటికేల్
ତୂରୀ ବା ଦ୍ରାକ୍ଷାଲତା |,ట్రంపెట్ వైన్
Tubeuberose,ట్యూబెరోస్
କଦଳୀ,పసుపు
ଶାଗୁଣା |,టర్నిప్
ସିଙ୍ଗାପୁର (ଭାରତୀୟ ରେଡ୍ ମ୍ୟାଚ୍),భారతీయుగపు ఎర్ర ఖున్నము
ଚା ମଶା,టీ దోమ
ଟର୍ମାଇଟ୍ସ (ଧଳା ପିମ୍ପୁଡ଼ି),చెంప
ଥ୍ରିପ୍ସ |,త్రిప్స్
ଅଲଟ୍ରିକେଣ୍ଡ୍ରିଫୁଗେସନ୍ |,అల్ట్రాసెంట్రిఫ్యూగేషన్
ଅଲଟ୍ରାସାଉଣ୍ଡ,అల్ట్రాసౌండ్
ଉମ୍ବେଲ |,అంబెల్
ଅସମ୍ମାନ,అన్‌కౌప్లింగ్
ଫଳପ୍ରଦତା |,అవాంఛనీయమైనది
ଏକତ୍ର,వివేకం
ୟୁନିଭର୍ସାଲ୍ ଜେନେଟିକ୍ କୋଡ୍ |,యూనివర్సల్ జన్యు కోడ్
ୟୁନିଭର୍ସାଲ୍ ମୃତ୍ତିକା କ୍ଷତି ସମୀକରଣ |,సార్వత్రిక నేల నష్టం
ଅସନ୍ତୁଷ୍ଟ ଫ୍ୟାଟି ଏସିଡ୍ |,అసంతృప్త కొవ్వు ఆమ్లాలు
ଉପରକୁ ଚାଉଳ,అప్‌ల్యాండ్ రైస్
ଉପରକୁ,ఎత్తైన చోటు
ସହରୀ କମ୍ପୋଷ୍ଟ |,పట్టణ కంపోస్ట్
Urea,యూరియా
Ureas,యూరియా
ଉଲାଲା ଘାସ |,ఉల్లా గడ్డి
ଟିକା,టీకా
ଭାଲୁଓଲ୍,వాక్యూల్
ମୂଲ୍ୟ-ଯୋଗଦାନ କୃଷି |,విలువ-ఆధారిత వ్యవసాయం
ମୂଲ୍ୟ ଯୋଗଦାନ ଉତ୍ପାଦ |,విలువ జోడించిన ఉత్పత్తి
ମୂଲ୍ୟ ଯୋଗ,విలువ అదనంగా
ମୂଲ୍ୟ ମୂଲ୍ୟର ଅନୁପାତ |,విలువ ఖర్చు నిష్పత్తి
VAM (ଭେସିକୁଲାର୍ ଆରବ୍ୟୁସ୍କୁଲାର),దవడ ఎముక
ବାଷ୍ପ ଉତ୍ତାପ ଚିକିତ୍ସା |,ఆవిరి వేడి చికిత్స
ବାଷ୍ପ ଚାପ,ఆవిరి పీడనం
ଭେରିଏବଲ୍ ମୂଲ୍ୟ,వేరియబుల్ ఖర్చు
ଭେରିଏବଲ୍ ଜିନ୍ |,వేరియబుల్ జన్యువు
ଭେରିଏବଲ୍ ରେଟ୍ ଟେକ୍ନୋଲୋଜି |,వేరియబుల్ రేట్ టెక్నాలజీ
ଭିନ୍ନତା,వ్యత్యాసం
ପରିବର୍ତ୍ତନ,వైవిధ్యం
ବିଭିନ୍ନତା |,వెరైటీ
ଭେକ୍ଟର,వెక్టర్
ଉଦ୍ଭିଦ,వృక్ష సంపద
ଉଦ୍ଭିଦ ଅବନତି |,వృక్షసంపద క్షీణత
ପନିପରିବା ପ୍ରତିବନ୍ଧକ |,ఏపుగా ఉండే అవరోధం
ଶାକାହାରୀ କଭର |,ఏపుగా కవర్
