Marathi,English
गॅव्हियालिस,Gavialis
गिटोनोगामी,Geitonogamy
जेल फिल्ट्रेशन क्रोमॅटोग्राफी,Gel filtration chromatography
जिलेटिनस लेयर,Gelatinous layer
जेलिडियम,Gelidium
जेम्मा,Gemma
रत्न,Gemmule
जीन बँक,Gene bank
जीन क्लोनिंग,Gene cloning
जनुक अभिव्यक्ती,Gene expression
जीन गन,Gene gun
जनुक अंतर्भूत,Gene insertion
जनुक परिचय,Gene introduction
जीन लाख,Gene lac
जीन लायब्ररी (जीन बँक),Gene library (gene bank)
जनुक नकाशा,Gene map
जनुक स्थलांतर,Gene migration
जीन पूल,Gene pool
जीन स्प्लिंग,Gene splicing
जनुक प्रतीक,Gene symbol
जीन थेरपी,Gene therapy
जीन,Gene
सामान्य शरीरविज्ञान,General physiology
सामान्यीकरण,Generalisation
सामान्य नाव,Generic name
सामान्य नाव,Generic name
सामान्य नाव,Generic name
अनुवांशिक अडथळा,Genetic barrier
अनुवांशिक आधार,Genetic basis
अनुवांशिक ब्लॉक,Genetic block
अनुवांशिक कोड,Genetic code
अनुवांशिक सातत्य,Genetic continuity
अनुवांशिक समुपदेशन,Genetic counseling
अनुवांशिक डिसऑर्डर,Genetic disorder
अनुवांशिक विविधता,Genetic diversity
अनुवांशिक प्रवाह,Genetic drift
अनुवांशिक अभियांत्रिकी,Genetic engineering
अनुवांशिक समतोल,Genetic equilibrium
अनुवांशिक माहिती,Genetic information
अनुवांशिक पातळी,Genetic level
अनुवांशिक पातळी,Genetic level
अनुवांशिक नकाशा,Genetic map
अनुवांशिक सामग्री,Genetic material
अनुवांशिक आई,Genetic mother
अनुवांशिक परिवर्तन,Genetic transformation
अनुवांशिक परिवर्तनशीलता,Genetic variability
अनुवांशिक भिन्नता,Genetic variation
अनुवांशिकदृष्ट्या रुपांतरित,Genetically adapted
अनुवांशिकरित्या इंजिनियर केलेले,Genetically engineered
अनुवांशिकरित्या सुधारित पीक (जीएमसी),Genetically modified crop (GMC)
अनुवांशिकरित्या सुधारित अन्न,Genetically modified food
अनुवांशिकरित्या सुधारित जीव,Genetically modified organism
अनुवंशशास्त्रज्ञ,Geneticist
अनुवांशिक,Genetics
जेनिक बॅलन्स सिद्धांत,Genic balance theory
जननेंद्रिय,Genital
जननेंद्रियाच्या नागीण,Genital herpes
जननेंद्रियाचे पेपिला,Genital papilla
जननेंद्रियाचे पाउच,Genital pouch
जीनोम,Genome
जीनोमिक्स,Genomics
जीनोटाइप,Genotype
जेंटियानलेस,Gentianales
वंश,Genus
भौगोलिक परिसर,Geographical locality
भूगर्भीय एचएसटरी,Geological hsitory
भौगोलिक रेकॉर्ड,Geological record
भौगोलिक वेळ स्केल,Geological time scale
भूमिती,Geometry
भूगर्भीय ऊर्जा,Geothermal energy
भौगोलिकता,Geotropism
GERANIALES,Geraniales
अंकुर,Germ
जंतू (लिंग) सेल,Germ (sex) cell
जंतू ओळ दोष,Germ line defect
जंतू थोरॉय,Germ theroy
जंतू ट्यूब,Germ tube
जंतुनाशक ऊतक,Germinal tissue
उगवण,Germination
जर्मप्लाझम,Germplasm
जर्मप्लाझम संग्रह,Germplasm collection
जीरंटोलॉजिस्ट,Gerontologist
जीरंटोलॉजी,Gerontology
गर्भधारणा (गर्भधारणेचा कालावधी),Gestation (gestation period)
भूत,Ghost
राक्षस सिलेंडर एल्कट्रोमॅग्नेट,Giant cylinder elctromagnet
राक्षस न्यूक्लियस,Giant nucleus
राक्षस कासव,Giant tortoise
गिआर्डिया,Giardia
गिब्बेन रिंग,Gibbane ring
गिब्बेरल्ला फुजीकुरोई,Gibberalla fujikuroi
गिब्बरेलिन,Gibberellin
गिब्बन,Gibbon
गिल,Gill
गिल फिलामेंट,Gill filament
गिल फिल्टर फीडिंग,Gill filter feeding
गिल स्लिट,Gill slit
जिन्कगो,Ginkgo
कमरपट्टी,Girdle
कमरपट्टी हाड,Girdle bone
गिर्लिंग,Girdling
गिझार्ड,Gizzard
ग्लॅब्रस,Glabrous
हिमनदी ठेव,Glacial deposit
ग्लेशियल मोरेन,Glacial moraine
ग्रंथी,Gland
ग्रंथी,Glandiferous
ग्रंथीचा उपकला,Glandular epithelium
ग्रंथीचा केस,Glandular hair
ग्लान्स क्लीटोरिडिस,Glans clitoridis
ग्लान्स पुरुषाचे जननेंद्रिय,Glans penis
ग्लास आणि सिरेमिक कचरा,Glass and ceramic waste
ग्लेनोइड पोकळी,Glenoid cavity
ग्लिया,Glia
ग्लिअल सेल (न्यूरोग्लिया सेल),Glial cell (neuroglia cell)
ग्लिअल ग्रोथ फॅक्टर (जीजीएफ),Glial growth factor (GGF)
ग्लाइडिंग,Gliding
ग्लाइडिंग संयुक्त,Gliding joint
जागतिक जैवविविधता,Global biodiversity
जागतिक तापमानवाढ,Global warming
ग्लोब्युलर गर्भ,Globular embryo
ग्लोब्युलर प्रोटीन,Globular protein
ग्लोब्यूल,Globule
ग्लोबुलिन,Globulin
ग्लोमेरुलर फिल्ट्रेशन,Glomerular filtration
ग्लोमेरुलोनेफ्रायटिस,Glomerulonephritis
ग्लोमेरुलस,Glomerulus
ग्लोमस,Glomus
ग्लोरिओसा,Gloriosa
ग्लोसोबालनम,Glossobalanum
ग्लोटिस,Glottis
ग्लायकोजेन ग्रॅन्यूल,Glycogen granule
ग्लुकोकोर्टिकॉइड,Glucocorticoid
ग्लूकागॉन,Glucagon
ग्लुकोसामाइन,Glucosamine
ग्लूकोज,Glucose
ग्लूकोसिनोलेट,Glucosinolate
ग्लुमासी,Glumaceae
ग्लूम,Glume
ग्लूटामेट डिहायड्रोजनेस,Glutamate dehydrogenase
ग्लूटामिक acid सिड,Glutamic acid
ग्लूटामाइन सिंथेथेस,Glutamine synthetase
ग्लूटामाइन,Glutamine
ग्लायकॅन स्ट्रँड,Glycan strand
ग्लिसरॉल,Glycerol
ग्लायकोकॅलेक्स,Glycocalyx
ग्लायकोजेन,Glycogen
ग्लायकोजेनेसिस,Glycogenesis
ग्लायकोजेनोलिसिस,Glycogenolysis
ग्लायकोलिपिड,Glycolipid
ग्लायकोलिसिस,Glycolysis
ग्लायकोप्रोटीन,Glycoprotein
ग्लायकोसामिनोग्लाइकन,Glycosaminoglycan
ग्लायकोसुरिना,Glycosurina
ग्लायओक्सिलेट सायकल,Glyoxylate cycle
Glyoxysome,Glyoxysome
Gnaphalium (cud तण),Gnaphalium (cud weed)
Gnathostomata,Gnathostomata
Gnetaceae,Gnetaceae
Gnetales,Gnetales
Gnetopsida,Gnetopsida
Gnetum,Gnetum
चंबूकार पेशी,Goblet cell
Goiter,Goiter
गोलगी उपकरणे,Golgi apparatus
गोलगी बॉडीज,Golgi bodies
गोनॅड,Gonad
