Punjabi,Marathi
ਗਰੁੱਪਵੇਅਰ,ग्रुपवेअर
ਵਾਧਾ,वाढ
ਗਾਰਡ,रक्षक
ਨਿਰਦੇਸ਼ਿਤ ਮੀਡੀਆ,मार्गदर्शित माध्यम
ਬੰਦੂਕ,गनझिप
ਹੈਕ,खाच
ਹੈਕਰ,हॅकर
ਹੈਕਰ ਦਾ ਸ਼ਬਦਕੋਸ਼,हॅकरचा शब्दकोश
ਅੱਧਾ ਜੋੜਨ ਵਾਲਾ,अर्धा जोडणारा
ਅੱਧਾ ਪੁਲ,अर्धा पूल
ਅੱਧਾ ਡੁਪਲੈਕਸ,अर्धा डुप्लेक्स
ਅੱਧੀ ਡੁਪਲੈਕਸ ਲਾਈਨ,अर्धा डुप्लेक्स लाइन
ਅੱਧਾ ਡੁਪਲੈਕਸ ਮੋਡ,अर्धा डुप्लेक्स मोड
ਅੱਧੀ ਤੀਬਰਤਾ,अर्धी तीव्रता
ਅੱਧਾ ਰਾਊਟਰ,अर्धा राउटर
ਅੱਧਾ ਘਟਾਓ,अर्धा वजा करणारा
ਅੱਧਾ ਟੋਨਿੰਗ,अर्धा टोनिंग
ਅੱਧਾ ਸ਼ਬਦ,अर्धा शब्द
ਮਿਲਟੋਨਿਅਸ ਚੱਕਰ,मिल्टोनियस सायकल
ਹੈਮਿੰਗ ਕੋਡ,हॅमिंग कोड
ਹੱਥ,हात
ਹੱਥ ਕਾਪੀ,हात प्रत
ਹੈਂਡਲ,हाताळणे
ਹੈਂਡਲਿੰਗ,हाताळणी
ਲਟਕਣਾ,फाशी देणे
ਖੁਸ਼ ਜਾਲ,आनंदी नेट
ਹਾਰਡ ਕਾਪੀ ਜੰਤਰ,हार्ड कॉपी डिव्हाइस
ਹਾਰਡ ਡਿਸਕ,हार्ड डिस्क
ਹਾਰਡ ਡਿਸਕ ਕਰੈਸ਼,हार्ड डिस्क क्रॅश
ਸਖ਼ਤ ਗਲਤੀ,कठीण त्रुटी
ਹਾਰਡਵੇਅਰ ਵਹਾਅ ਕੰਟਰੋਲ,हार्डवेअर प्रवाह नियंत्रण
ਹਾਰਮੋਨਿਕ,हार्मोनिक
ਹਾਰਮੋਨਿਕ ਮਤਲਬ,हार्मोनिक मध्यम
ਹੈਸ਼,हॅश
ਹੈਸ਼ ਚਿੱਤਰ,हॅश आकृती
ਹੈਸ਼ ਟੇਬਲ,हॅश टेबल
ਹੈਸ਼ਿੰਗ ਤਕਨੀਕ,हॅशिंग तंत्र
ਸਿਰਲੇਖ,शीर्षलेख
ਢੇਰ,ढीग
ਢੇਰ ਲੜੀਬੱਧ,ढीग क्रमवारी
ਮਦਦ ਕਰੋ,मदत
ਮਦਦ ਸਕਰੀਨ,मदत स्क्रीन
ਹੈਲਪਨੈੱਟ,हेल्पनेट
ਹਰਟਜ਼,हर्ट्झ
ਖੋਜੀ,ह्युरिस्टिक
heuristic ਢੰਗ,ह्युरिस्टिक पद्धत
ਹੈਕਸਾਡੈਸੀਮਲ ਨੰਬਰ,हेक्साडेसिमल संख्या
ਲੁਕਵੀਂ ਲਾਈਨ,लपलेली ओळ
ਲੜੀਵਾਰ ਡਾਟਾ ਬੇਸ,श्रेणीबद्ध डेटा बेस
ਲੜੀਵਾਰ ਫਾਇਲ ਸਿਸਟਮ,श्रेणीबद्ध फाइल सिस्टम
ਲੜੀਵਾਰ ਟੌਪੋਗ੍ਰਾਫੀ,श्रेणीबद्ध स्थलाकृति
ਉੱਚ ਪੱਧਰੀ ਭਾਸ਼ਾ,उच्च स्तरीय भाषा
ਉੱਚ ਮੈਮੋਰੀ ਖੇਤਰ,उच्च मेमरी क्षेत्र
ਉੱਚ ਪ੍ਰਦਰਸ਼ਨ,उच्च कार्यक्षमता
ਹਿੱਟ,दाबा
ਹਿੱਟ ਰੇਟ,हिट दर
ਹਿੱਟ ਅਨੁਪਾਤ,हिट प्रमाण
ਮੋਰੀ,छिद्र
ਘਰ ਦੀ ਡਾਇਰੈਕਟਰੀ,होम डिरेक्टरी
ਮੁੱਖ ਪੰਨਾ,मुख्यपृष्ठ
ਸਮਰੂਪ ਤਾਲਮੇਲ,एकसंध समन्वय
ਹੌਪ,हॉप
ਹੌਪ ਗਿਣਤੀ,हॉप संख्या
ਸਿੰਗ,हॉर्न
ਹੋਸਟ ਕੰਪਿਊਟਰ,होस्ट संगणक
ਹੋਸਟ ਕੰਪਿਊਟਰ,होस्ट संगणक
ਮੇਜ਼ਬਾਨ ਭਾਸ਼ਾ,होस्ट भाषा
ਗਰਮ ਕੁੰਜੀ,गरम की
ਹਾਈਪਰ ਟੈਕਸਟ ਮਾਰਕਅੱਪ ਭਾਸ਼ਾ (HTML),हायपर टेक्स्ट मार्कअप भाषा (HTML)
ਪਰਿਕਲਪਨਾ,गृहीतक
ਮੈਂ ਪੋਡ,मी पॉड
I/O ਬਫਰ,I/O बफर
I/O ਪੋਰਟ,I/O पोर्ट
I/O ਯੂਨਿਟ,I/O युनिट
ਪਛਾਣਕਰਤਾ,ओळखकर्ता
ਪਛਾਣ,ओळख
ਚਿੱਤਰ,प्रतिमा
ਚਿੱਤਰ ਸੂਚਕ,प्रतिमा सेन्सर
ਪ੍ਰਭਾਵ ਪ੍ਰਿੰਟਰ,प्रभाव प्रिंटर
ਰੁਕਾਵਟ,अडथळा
ਜ਼ਰੂਰੀ ਪ੍ਰੋਗਰਾਮ ਭਾਸ਼ਾ,अत्यावश्यक कार्यक्रम भाषा
ਜ਼ਰੂਰੀ ਬਿਆਨ,अनिवार्य विधान
ਅਟੱਲ ਪਤਾ,अंतर्निहित पत्ता
ਅਸੰਭਵ ਘਟਨਾ,अशक्य घटना
ਅਕਿਰਿਆਸ਼ੀਲ ਨੋਡ,निष्क्रिय नोड
ਅਸੰਗਤਤਾ,विसंगती
ਵਾਧਾ,वाढ
ਸੂਚਕਾਂਕ,निर्देशांक
ਸੂਚਕਾਂਕ ਡਾਟਾ ਆਈਟਮ,निर्देशांक डेटा आयटम
ਇੰਡੈਕਸ ਫਾਈਲ,अनुक्रमणिका फाइल
ਸੂਚਕਾਂਕ ਰਜਿਸਟਰ,इंडेक्स रजिस्टर
ਸੂਚਕਾਂਕ ਕ੍ਰਮਵਾਰ,अनुक्रमणिका
ਇੰਡੈਕਸਡ ਐਡਰੈਸਿੰਗ,अनुक्रमित पत्ता
ਸੂਚੀਬੱਧ ਭਾਸ਼ਾ,अनुक्रमित भाषा
ਇੰਡੈਕਸਡ ਕ੍ਰਮ ਫਾਈਲ,अनुक्रमित अनुक्रम फाइल
ਇੰਡੈਕਸਡ ਕ੍ਰਮਵਾਰ ਸਕੈਸ ਵਿਧੀ (ISAM),अनुक्रमित अनुक्रमिक sccess पद्धत (ISAM)
ਅਸਿੱਧੇ ਸੰਬੋਧਨ,अप्रत्यक्ष संबोधन
ਸੂਚਨਾ ਵਿਗਿਆਨ,माहितीशास्त्र
ਜਾਣਕਾਰੀ,माहिती
ਜਾਣਕਾਰੀ ਬਿੱਟ,माहिती बिट
ਜਾਣਕਾਰੀ ਪ੍ਰਬੰਧਨ,माहिती व्यवस्थापन
ਸੂਚਨਾ ਪ੍ਰਬੰਧਨ ਸਿਸਟਮ (IMS),माहिती व्यवस्थापन प्रणाली (IMS)
ਜਾਣਕਾਰੀ ਪ੍ਰਾਪਤੀ,माहिती उत्खनन
ਜਾਣਕਾਰੀ ਸਿਸਟਮ,माहिती प्रणाली
ਸੂਚਨਾ ਤਕਨਾਲੋਜੀ (IT),माहिती तंत्रज्ञान (IT)
ਬੁਨਿਆਦੀ ਢਾਂਚਾ ਪ੍ਰਬੰਧਨ,पायाभूत सुविधा व्यवस्थापन
ਵਿਰਾਸਤ,वारसा
ਵਿਰਾਸਤ ਵਿੱਚ ਮਿਲੀ ਗਲਤੀ,अनुवांशिक त्रुटी
ਸ਼ੁਰੂਆਤੀ,आरंभिक
ਸ਼ੁਰੂਆਤੀ ਪਤਾ,प्रारंभिक पत्ता
ਸ਼ੁਰੂਆਤੀ ਸਥਿਤੀ,प्रारंभिक अवस्था
ਸ਼ੁਰੂਆਤ,आरंभ करणे
ਸਿਆਹੀ ਜੈੱਟ ਪ੍ਰਿੰਟਰ,इंक जेट प्रिंटर
ਅਣਗਿਣਤ,असंख्य
i-ਨੋਡ ਟੇਬਲ,i-node टेबल
ਅਯੋਗ ਸਮਾਂ,अकार्यक्षम वेळ
ਇੰਪੁੱਟ ਬਫਰ ਰਜਿਸਟਰ,इनपुट बफर रजिस्टर
ਇਨਪੁਟ ਆਉਟਪੁੱਟ ਪ੍ਰੋਸੈਸਰ (I/O ਪ੍ਰੋਸੈਸਰ),इनपुट आउटपुट प्रोसेसर (I/O प्रोसेसर)
ਇਨਪੁਟ ਆਉਟਪੁੱਟ ਰਜਿਸਟਰ (I/O ਰਜਿਸਟਰ),इनपुट आउटपुट रजिस्टर (I/O रजिस्टर)
ਇਨਪੁਟ ਆਉਟਪੁੱਟ ਸਟੇਟਮੈਂਟ (I/O ਸਟੇਟਮੈਂਟ),इनपुट आउटपुट स्टेटमेंट (I/O स्टेटमेंट)
ਇਨਪੁਟ/ਆਊਟਪੁੱਟ (I/O),इनपुट/आउटपुट (I/O)
ਇਨਪੁਟ/ਆਊਟਪੁੱਟ ਬਫਰ (I/O ਬਫਰ),इनपुट/आउटपुट बफर (I/O बफर)
ਇਨਪੁਟ/ਆਊਟਪੁੱਟ ਡਿਵਾਈਸ (I/O ਡਿਵਾਈਸ),इनपुट/आउटपुट डिव्हाइस (I/O डिव्हाइस)
ਪਾਓ,घाला
ਸੰਮਿਲਨ ਲੜੀਬੱਧ,प्रवेश क्रमवारी
ਇੰਸਟਾਲੇਸ਼ਨ ਵਾਰ,स्थापना वेळ
ਉਦਾਹਰਨ,उदाहरण
ਹਦਾਇਤ,सूचना
ਹਦਾਇਤ ਕਾਊਂਟਰ,सूचना काउंटर
ਹਦਾਇਤ ਚੱਕਰ,सूचना चक्र
ਹਦਾਇਤ ਸੈੱਟ,सूचना संच
ਪੂਰਨ ਅੰਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,पूर्णांक प्रोग्रामिंग
ਪੂਰਨ ਅੰਕ ਵੇਰੀਏਬਲ,पूर्णांक व्हेरिएबल
ਏਕੀਕ੍ਰਿਤ ਮਾਡਮ,एकात्मिक मोडेम
ਏਕੀਕ੍ਰਿਤ ਸੇਵਾਵਾਂ ਡਿਜੀਟਲ ਨੈੱਟਵਰਕ (ISDN),एकात्मिक सेवा डिजिटल नेटवर्क (ISDN)
ਇਮਾਨਦਾਰੀ,सचोटी
ਬੁੱਧੀਮਾਨ ਕੰਟਰੋਲਰ,बुद्धिमान नियंत्रक
ਬੁੱਧੀਮਾਨ ਟਰਮੀਨਲ,बुद्धिमान टर्मिनल
ਅੰਤਰ ਬਲਾਕ,इंटर ब्लॉक
ਅੰਤਰ ਬਲਾਕ ਅੰਤਰ,आंतर ब्लॉक अंतर
ਅੰਤਰ ਸੰਚਾਰ ਸਿਸਟਮ,इंटर कम्युनिकेशन सिस्टम
ਗੱਲਬਾਤ ਕਰਨੀ,परस्परसंवाद
ਇੰਟਰਐਕਟਿਵ ਗਰਾਫਿਕਸ,परस्पर ग्राफिक्स
ਇੰਟਰਐਕਟਿਵ ਕੀਬੋਰਡ ਪ੍ਰਿੰਟਰ,परस्परसंवादी कीबोर्ड प्रिंटर
ਇੰਟਰਕਾਮ ਸੇਵਾ,इंटरकॉम सेवा
ਇੰਟਰਫੇਸ,इंटरफेस
ਇੰਟਰਲੀਵਿੰਗ,इंटरलीव्हिंग
ਵਿਚਕਾਰਲੇ ਬਫਰ,इंटरमीडिएट बफर
ਅੰਦਰੂਨੀ ਬਲਾਕ,अंतर्गत ब्लॉक
ਅੰਦਰੂਨੀ ਸੰਚਾਰ,अंतर्गत संवाद
ਅੰਦਰੂਨੀ ਵਿਖੰਡਨ,अंतर्गत विखंडन
ਅੰਦਰੂਨੀ ਮੈਮੋਰੀ,अंतर्गत मेमरी
ਅੰਦਰੂਨੀ ਲੜੀ,अंतर्गत क्रमवारी
ਅੰਦਰੂਨੀ ਟਾਈਮਰ,अंतर्गत टाइमर
ਮਾਨਕੀਕਰਨ ਲਈ ਅੰਤਰਰਾਸ਼ਟਰੀ ਸੰਗਠਨ (ISO),आंतरराष्ट्रीय मानकीकरण संस्था (ISO)
ਅੰਤਰਰਾਸ਼ਟਰੀ ਤਕਨੀਕੀ ਸਹਾਇਤਾ ਸੰਗਠਨ,आंतरराष्ट्रीय तांत्रिक समर्थन संस्था
ਇੰਟਰਨੈੱਟ,इंटरनेट
ਇੰਟਰਨੈਟ ਇੰਜੀਨੀਅਰਿੰਗ ਟਾਸਕ ਫੋਰਸ (IETF),इंटरनेट अभियांत्रिकी टास्क फोर्स (IETF)
ਇੰਟਰਨੈੱਟ ਐਕਸਪਲੋਰਰ,इंटरनेट एक्सप्लोरर
ਇੰਟਰਨੈੱਟ ਦੀ ਭਾਲ,इंटरनेट शोधाशोध
ਇੰਟਰਨੈੱਟ ਮਾਸਿਕ ਰਿਪੋਰਟ,इंटरनेट मासिक अहवाल
ਇੰਟਰਨੈਟ ਪੈਕੇਟ ਐਕਸਚੇਂਜ,इंटरनेट पॅकेट एक्सचेंज
ਇੰਟਰਨੈੱਟ ਪ੍ਰੋਟੋਕੋਲ (IP),इंटरनेट प्रोटोकॉल (IP)
ਇੰਟਰਨੈਟ ਪ੍ਰੋਟੋਕੋਲ ਹਟਾਓ (ਆਈਪੀ),इंटरनेट प्रोटोकॉल रिमूव्ह (आयपी)
ਇੰਟਰਨੈੱਟ ਰੀਲੇਅ ਚੈਟ (IRC),इंटरनेट रिले चॅट (IRC)
ਇੰਟਰਨੈੱਟ ਸੇਵਾ ਪ੍ਰਦਾਤਾ,इंटरनेट सेवा प्रदाता
ਇੰਟਰਨੈਟ ਸੇਵਾਵਾਂ ਦੀ ਸੂਚੀ,इंटरनेट सेवा यादी
ਇੰਟਰਨੈੱਟ ਸਮਾਜ,इंटरनेट सोसायटी
ਇੰਟਰਨੈੱਟ ਟੂਲ,इंटरनेट साधने
ਇੰਟਰਨੈੱਟ ਕੰਮ ਕਰ ਰਿਹਾ ਹੈ,इंटरनेट काम करत आहे
ਇੰਟਰਨੈੱਟ ਕੰਮ ਕਰ ਰਿਹਾ ਹੈ,इंटरनेट काम करत आहे
ਇੰਟਰਪੋਲੇਸ਼ਨ,इंटरपोलेशन
ਵਿਆਖਿਆ ਕਰੋ,अर्थ लावणे
ਦੁਭਾਸ਼ੀਏ,दुभाषी
ਇੰਟਰਪ੍ਰੋਸੈੱਸ ਸੰਚਾਰ,आंतरप्रक्रिया संप्रेषण
ਵਿਘਨ,व्यत्यय आणणे
ਰੁਕਾਵਟ ਹੈਂਡਲਰ,व्यत्यय हँडलर
ਰੁਕਾਵਟ ਮਾਸਕ,व्यत्यय मास्क
ਰੁਕਾਵਟ ਸਿਗਨਲ,व्यत्यय सिग्नल
ਰੁਕਾਵਟ ਵੈਕਟਰ,व्यत्यय वेक्टर
ਰੁਕਾਵਟ,व्यत्यय
ਕੱਟਦੇ ਹਨ,छेदतात
ਇੰਟਰਾਨੈੱਟ,इंट्रानेट
ਅਸਥਿਰ,अपरिवर्तनीय
ਇਨਵੈਂਟਰੀ ਮਾਸਟਰ ਫਾਈਲ,इन्व्हेंटरी मास्टर फाइल
ਉਲਟ ਮਲਟੀਪਲੈਕਸਰ,व्यस्त मल्टीप्लेक्सर
ਉਲਟ ਸਕੈਨਿੰਗ,व्यस्त स्कॅनिंग
ਉਲਟ ਫਾਇਲ,उलटी फाइल
ਉਲਟ ਸੂਚੀ ਫਾਇਲ,उलटी यादी फाइल
ਉਲਟਾ ਪੰਨਾ ਸਾਰਣੀ,उलटे पृष्ठ सारणी
ਇਨਵਰਟਰ,इन्व्हर्टर
ਇੰਟਰਨੈੱਟ ਕੰਮ ਕਰ ਰਿਹਾ ਹੈ,इंटरनेट काम करत आहे
ਇੰਟਰਪੋਲੇਸ਼ਨ,इंटरपोलेशन
ਵਿਆਖਿਆ ਕਰੋ,अर्थ लावणे
ਦੁਭਾਸ਼ੀਏ,दुभाषी
ਇੰਟਰਪ੍ਰੋਸੈੱਸ ਸੰਚਾਰ,आंतरप्रक्रिया संप्रेषण
ਵਿਘਨ,व्यत्यय आणणे
ਰੁਕਾਵਟ ਹੈਂਡਲਰ,व्यत्यय हँडलर
ਰੁਕਾਵਟ ਮਾਸਕ,व्यत्यय मास्क
ਰੁਕਾਵਟ ਸਿਗਨਲ,व्यत्यय सिग्नल
ਰੁਕਾਵਟ ਵੈਕਟਰ,व्यत्यय वेक्टर
ਰੁਕਾਵਟ,व्यत्यय
ਕੱਟਦੇ ਹਨ,छेदतात
ਇੰਟਰਾਨੈੱਟ,इंट्रानेट
ਅਸਥਿਰ,अपरिवर्तनीय
ਇਨਵੈਂਟਰੀ ਮਾਸਟਰ ਫਾਈਲ,इन्व्हेंटरी मास्टर फाइल
ਉਲਟ ਮਲਟੀਪਲੈਕਸਰ,व्यस्त मल्टीप्लेक्सर
ਉਲਟ ਸਕੈਨਿੰਗ,व्यस्त स्कॅनिंग
ਉਲਟ ਫਾਇਲ,उलटी फाइल
ਉਲਟ ਸੂਚੀ ਫਾਇਲ,उलटी यादी फाइल
ਉਲਟਾ ਪੰਨਾ ਸਾਰਣੀ,उलटे पृष्ठ सारणी
ਇਨਵਰਟਰ,इन्व्हर्टर
ਨੌਕਰੀ ਪ੍ਰਬੰਧਨ,नोकरी व्यवस्थापन
ਨੌਕਰੀ-ਮੁਖੀ ਭਾਸ਼ਾ,नोकरी देणारी भाषा
ਨੌਕਰੀ ਦੀ ਤਰਜੀਹ,नोकरीला प्राधान्य
ਨੌਕਰੀ ਦੀ ਸਮਾਂ-ਸਾਰਣੀ,नोकरीचे वेळापत्रक
ਨੌਕਰੀ ਦੀ ਲੜੀ,काम क्रम
ਨੌਕਰੀ ਦੀ ਸਾਰਣੀ,नोकरी टेबल
ਸ਼ਾਮਲ ਹੋਵੋ (ਸ਼ਾਮਲ ਹੋਵੋ),सामील व्हा (सामील व्हा)
ਸੰਯੁਕਤ ਫੋਟੋਗ੍ਰਾਫਿਕ ਗਰੁੱਪ (jpg),संयुक्त छायाचित्रण गट (jpg)
ਰਸਾਲਾ,जर्नल
ਖੁਸ਼ੀ ਦੀ ਸੋਟੀ,आनंदाची काठी
ਨਿਰਣਾ,निवाडा
ਛਾਲ ਮਾਰੋ,उडी
ਛਾਲ ਮਾਰਨ ਦੀ ਹਦਾਇਤ,उडी सूचना
ਜੰਪਰ,जम्पर
ਜੰਕਸ਼ਨ,जंक्शन
ਜੰਕ,जंक
ਜਾਇਜ਼ਤਾ,औचित्य
k ਬਾਈਟ,k बाइट्स
karnaugh ਨਕਸ਼ਾ,karnaugh नकाशा
karnaugh ਨਕਸ਼ਾ,karnaugh नकाशा
KB (ਕਿਲੋ ਬਾਈਟ),KB (किलो बाइट)
ਕਰਨਲ,कर्नल
ਕਰਨਲ ਮੋਡ,कर्नल मोड
ਕੇਰਨਿੰਗ,केर्निंग
ਕੁੰਜੀ,की
ਕੁੰਜੀ ਬੋਰਡ,की बोर्ड
ਕੁੰਜੀ ਉਛਾਲ,की बाउन्स
ਕੁੰਜੀ ਕਲਿੱਕ,की क्लिक
ਕੁੰਜੀ ਕੰਪਰੈਸ਼ਨ,की कॉम्प्रेशन
ਕੁੰਜੀ ਡਿਸਕ,की डिस्क
ਕੁੰਜੀ ਇਨਕ੍ਰਿਪਸ਼ਨ,की एनक्रिप्शन
ਕੁੰਜੀ ਖੇਤਰ,की फील्ड
ਕੁੰਜੀ ਫਾਇਲ,की फाइल
ਕੁੰਜੀ ਫਰੇਮ,की फ्रेम
ਕੁੰਜੀ ਪ੍ਰਬੰਧਨ,मुख्य व्यवस्थापन
ਕੁੰਜੀ ਪੈਡ,की पॅड
ਕੁੰਜੀ ਪੈਡ,की पॅड
ਮੁੱਖ ਵਾਕਾਂਸ਼,मुख्य वाक्यांश
ਕੁੰਜੀ ਨਬਜ਼,की नाडी
ਕੁੰਜੀ ਪੰਚ,की पंच
ਕੁੰਜੀ ਲੜੀਬੱਧ,की वर्गीकरण
ਕੁੰਜੀ ਸਟਰੋਕ,की स्ट्रोक
ਪਤਾ ਪਰਿਵਰਤਨ ਲਈ ਕੁੰਜੀ,पत्ता परिवर्तनाची गुरुकिल्ली
ਡਿਸਕ ਦੀ ਕੁੰਜੀ,डिस्कची किल्ली
ਫਲਾਪੀ ਲਈ ਕੁੰਜੀ,फ्लॉपी की
ਟੇਪ ਦੀ ਕੁੰਜੀ,टेपची किल्ली
ਮੁੱਖ ਸ਼ਬਦ,मुख्य शब्द
ਕਿੱਕ,लाथ मारणे
ਮਾਰ,मारणे
ਕਿਲੋਬਿਟ,किलोबिट
ਗੰਢਾਂ,गाठी
ਗਿਆਨ ਅਧਾਰਤ ਜਾਣਕਾਰੀ ਸੇਵਾਵਾਂ,ज्ञान आधारित माहिती सेवा
ਗਿਆਨ ਦੀ ਖੋਜ,ज्ञानाचा शोध
ਗਿਆਨ ਖੋਜ ਡੇਟਾਬੇਸ (KDD),ज्ञान शोध डेटाबेस (KDD)
ਗਿਆਨ ਇੰਜੀਨੀਅਰਿੰਗ,ज्ञान अभियांत्रिकी
ਗਿਆਨ ਪ੍ਰਬੰਧਨ,ज्ञान व्यवस्थापन
ਗਿਆਨ ਕਰਮਚਾਰੀ,ज्ञान कार्यकर्ता
ਲੈਨ ਅਡਾਪਟਰ,लॅन अडॅप्टर
ਲੈਨ ਸਰਵਰ,लॅन सर्व्हर
LAN ਕੰਮ ਵਾਲੀ ਥਾਂ,LAN कामाची जागा
ਲੈਂਡਸਕੇਪ,लँडस्केप
ਲੈਂਡਸਕੇਪ,लँडस्केप
ਭਾਸ਼ਾ,इंग्रजी
