Tamil,Hindi
fortran நிரலாக்க,"1.फोरट्रॉन (एक कंप्यूटर भाषा) प्रोग्राम, 2.फोरट्रान क्रमादेशन"
முன்னோக்கி சாய்வு,अग्रतिर्यक स्लैश
நான்காம் தலைமுறை கணினி,चतुर्थ पीढ़ी कंप्यूटर
துண்டு,खंड
சட்டகம்,फ्रेम
இலவச வலை,"1.मुक्त नेट, 2.मुक्त जाल"
இலவச மென்பொருள் அடித்தளம்,मुक्त सॉफ्टवेयर न्यास
இலவச சேமிப்பு,मुक्त भंडारण
இலவச மென்பொருள்,फ्रीवेयर
முன் முனை,अग्रांत
முன் குழு,"1.अग्र पट्टिका, 2.अग्र पैनल"
செயல்பாடு,"1.प्रकार्य,2. फलन"
செயல்பாட்டு விசை,प्रकार्य कुंजी
செயல்பாடு குறிப்பு,प्रकार्य संदर्भ
செயல்பாட்டு சார்பு,प्रकार्यात्मक निर्भरता
செயல்பாட்டு சோதனை,प्रकार्य परीक्षण
தெளிவற்ற தர்க்கம்,"1.अस्पष्ट तर्क, 2.फज्जी लॉजिक"
தெளிவற்ற தொகுப்பு,"1.अस्पष्ट समुच्चय, 2.फज्जी सेट"
ஆதாயம்,लब्धि
விளையாட்டு மரம்,खेल तरू
இடைவெளி பாத்திரம்,अंतराल संप्रतीक
குப்பை,कचरा
குப்பை சேகரிப்பு,कचरा संग्रहण
குப்பை சேகரிப்பு,कचरा संग्रहण
குப்பையில் குப்பை (GIGO),कचरा अंदर कचरा बाहर (गीगो)
வாயில்,द्वार
நுழைவாயில்,दवार पथ (नेटवर्क के संदर्भ में)
பொது திட்டம்,व्यापक क्रमादेश
பொது திட்டம்,व्यापक क्रमादेश
பொது நோக்கம் கணினி,व्यापक उद्देश्य कंप्यूटर
பொது நோக்கம் கணினி,व्यापकीकृत उद्देश्य कंप्यूटर
பொது பதிவு,सामान्य पंजी
பொதுமைப்படுத்தல்,व्यापकीकरण
பொதுமைப்படுத்தல்,व्यापकीकरण
பொது நோக்க மொழி,व्यापक उद्देशीय भाषा
பொது நோக்க இயக்க முறைமை,व्यापक उद्देश्य संक्रिया प्रणाली
பொது நோக்கப் பதிவேடு,व्यापक उद्देश्य पंजी
உருவாக்கப்பட்ட பிழை,जनित त्रुटि
செயல்பாடு உருவாக்கும்,जनन प्रकार्य
பொதுவான வகுப்பு,वर्ग सामान्य
பொதுவான செயல்பாடு,वर्ग प्रकार्य
பொதுப்பெயர்,सामान्य वर्गनाम
ஜிகோ,गीगो
உலகளாவிய,"1.सार्वत्रिक, 2.वैश्विक"
உலகளாவிய குறியீடு,सार्वत्रिक कूट
உலகளாவிய பூட்டு,सार्वत्रिक ताला
உலகளாவிய நெட்வொர்க்,"1.सार्वत्रिक जालक्रम,2.सार्वत्रिक नेटवर्क"
உலகளாவிய நெட்வொர்க்,सार्वत्रिक जालक्रम
உலகளாவிய பயனர்,"1.विश्व प्रयोक्ता, 2.सार्व प्रयोक्ता, 3.सार्वत्रिक प्रयोगकर्ता"
உலகளாவிய மாறி,सार्वत्रिक चर
உலகமயமாக்கல்,"1.वैश्वीकरण, 2.भूमण्डलीकरण"
கோபர்,गोफर (नेटवर्क में एक प्रोटोकॉल)
கோபர் வாடிக்கையாளர்,गोफर ग्राही
