Hindi,Kannada
संदर्भात्मक घोषणा,ಸಂದರ್ಭೋಚಿತ ಘೋಷಣೆ
आसंग क्रियाविधि,ಆಕಸ್ಮಿಕ ವಿಧಾನ
सांतत्य पत्रक,ಮುಂದುವರಿಕೆ ಚೀಟಿ
सांतत्य जाँच,ನಿರಂತರ ಪರಿಶೀಲನೆ
संतत फार्म,ನಿರಂತರ ರೂಪ
संतत फार्म पत्रक,ನಿರಂತರ ಫಾರ್ಮ್ ಕಾರ್ಡ್
संतत फार्म कागज,ನಿರಂತರ ರೂಪಗಳ ಕಾಗದ
संतत प्रक्रम नियंत्रण,ನಿರಂತರ ಪ್ರಕ್ರಿಯೆ ನಿಯಂತ್ರಣ
संतत अनुकार,ನಿರಂತರ ಸಿಮ್ಯುಲೇಶನ್
संतत तंत्र निदर्शन क्रमादेश,ನಿರಂತರ ಸಿಸ್ಟಮ್ ಮಾಡೆಲಿಂಗ್ ಪ್ರೋಗ್ರಾಂ
संतत तंत्र अनुकरण भाषा,ನಿರಂತರ ಸಿಸ್ಟಮ್ ಸಿಮ್ಯುಲೇಶನ್ ಭಾಷೆ
कन्टूर निदर्श,ಬಾಹ್ಯರೇಖೆಯ ಮಾದರಿ
"विपर्यास, व्यतिरेक",ಇದಕ್ಕೆ ವಿರುದ್ಧವಾಗಿ
विपर्यास तीव्रता,ವ್ಯತಿರಿಕ್ತ ತೀಕ್ಷ್ಣಗೊಳಿಸುವಿಕೆ
नियंत्रण,ನಿಯಂತ್ರಣ
नियंत्रण क्षेत्र,ನಿಯಂತ್ರಣ ಪ್ರದೇಶ
नियंत्रण द्वयंक,ನಿಯಂತ್ರಣ ಬಿಟ್
नियंत्रण खंडक,ನಿಯಂತ್ರಣ ಬ್ಲಾಕ್
नियंत्रण बस,ನಿಯಂತ್ರಣ ಬಸು
नियंत्रण बाइट,ನಿಯಂತ್ರಣ ಬೈಟ್
नियंत्रक पत्रक,ನಿಯಂತ್ರನೆ
नियंत्रण संप्रतीक,ನಿಯಂತ್ರಣ ಅಕ್ಷರ
नियंत्रण परिपथ,ನಿಯಂತ್ರಣ ವಿವರಣೆ
नियंत्रण लिपिक,ನಿಯಂತ್ರಣ ಗುಮಾಸ್ತ
नियंत्र समादेश भाषा,ಆಜ್ಞಾ ಭಾಷೆ
नियंत्रण अभिकलित्र,ನಿಯಂತ್ರಣ ಕಂಪ್ಯೂಟರ್
नियंत्रण गणित्र,ನಿಯಂತ್ರಣ ಕೇಂದ್ರ
नियंत्रण चक्र,ನಿಯಂತ್ರಣ ಚಕ್ರ
नियंत्रण आँकड़े,ನಿಯಂತ್ರಣ ದತ್ತಾಂಶ
नियंत्रण कोश,ನಿಯಂತ್ರಣ ನಿಘಂಟು
नियंत्रण इंजीनियरी,ನಿಯಂತ್ರಣ ಎಂಜಿನಿಯರಿಂಗ್
नियंत्रण क्षेत्र,ನಿಯಂತ್ರಣ ಕ್ಷೇತ್ರ
नियंत्रण संरूप मद,ನಿಯಂತ್ರಣ ಸ್ವರೂಪ ಐಟಂ
नियंत्रण फलन,ನಿಯಂತ್ರಣ ಕಾರ್ಯ
नियंत्रण शीर्षक,ನಿಯಂತ್ರಣ ಶೀರ್ಷಿಕೆ
नियंत्रण छिद्र,ನಿಯಂತ್ರಣ ರಂಧ್ರ
नियंत्रण अनुदेश,ನಿಯಂತ್ರಣ ಸೂಚನೆ
नियंत्रण अनुदेश पंजी,ನಿಯಂತ್ರಣ ಸೂಚನಾ ರಿಜಿಸ್ಟರ್
नियंत्रण भाषा,ನಿಯಂತ್ರಣ ಭಾಷೆ
नियंत्रित प्राचल,ನಿಯಂತ್ರಿತ ನಿಯತಾಂಕ
नियंत्रित भंडारण नियतन,ನಿಯಂತ್ರಿತ ಶೇಖರಣಾ ಹಂಚಿಕೆ
नियंत्रित चर,ನಿಯಂತ್ರಿತ ವೇರಿಯಬಲ್
नियंत्रित शब्द सूची,ನಿಯಂತ್ರಿತ ಶಬ್ದಕೋಶ
"नियंत्रित्र, नियंत्रक",ನಿಯಂತ್ರಕ
नियंत्रित्र कार्य,ನಿಯಂತ್ರಕ ಕಾರ್ಯ
नियंत्रण लाइन,ನಿಯಂತ್ರಣ ಮಾರ್ಗ
नियंत्रण तर्क,ನಿಯಂತ್ರಣ ತರ್ಕ
नियंत्रण पाश,ನಿಯಂತ್ರಣ ಲೂಪ್
नियंत्रण चिह्न,ನಿಯಂತ್ರಣ ಗುರುತು
नियंत्रण संदेश प्रदर्श,ನಿಯಂತ್ರಣ ಮಸುಕಾದ ಪ್ರದರ್ಶನ
नियंत्रण सूक्ष्म क्रमादेशन,ಮೈಕ್ರೊಪ್ರೋಗ್ರಾಮಿಂಗ್ ಅನ್ನು ನಿಯಂತ್ರಿಸಿ
नियंत्रण विधा,ನಿಯಂತ್ರಣ ವಿಧಾನ
नियंत्रण संख्या,ನಿಯಂತ್ರಣ ಸಂಖ್ಯೆ
नियंत्रण उद्देश्य,ನಿಯಂತ್ರಣ ಉದ್ದೇಶ
नियंत्रण प्रचालन,ನಿಯಂತ್ರಣ ಕಾರ್ಯಾಚರಣೆ
नियंत्रण प्रचालक,ನಿಯಂತ್ರಣ ನಿರ್ವಾಹಕ
नियंत्रण प्रचालक अंतक,ನಿಯಂತ್ರಣ ಆಪರೇಟರ್‌ನ ಟರ್ಮಿನಲ್
नियंत्रण पट्टिका,ನಿಯಂತ್ರಣಫಲಕ
नियंत्रण बिंदु,ನಿಯಂತ್ರಣ ಬಿಂದು
नियंत्रण मुद्रण,ನಿಯಂತ್ರಣ ಮುದ್ರಣ
नियंत्रण क्रमादेश,ನಿಯಂತ್ರಣ ಕಾರ್ಯಕ್ರಮ
नियंत्रण छिद्र,ನಿಯಂತ್ರಣ ಪಂಚ್
नियंत्रण अभिलेख,ನಿಯಂತ್ರಣ ದಾಖಲೆ
नियंत्रण पंजी,ನಿಯಂತ್ರಣ ನೋಂದಣಿ
नियंत्रण नेमका,ನಿಯಂತ್ರಣ ದಿನಚರಿ
नियंत्रण अनुभाग,ನಿಯಂತ್ರಣ ವಿಭಾಗ
नियंत्रण अनुक्रम,ನಿಯಂತ್ರಣ ಅನುಕ್ರಮ
नियंत्रण विनिर्देश,ನಿಯಂತ್ರಣ ವಿವರಣೆ
नियंत्रण चित्ति,ನಿಯಂತ್ರಣ ಸ್ಟ್ಯಾಕ್
नियंत्रण मानक,ನಿಯಂತ್ರಣ ಮಾನದಂಡ
नियंत्रण कथन,ನಿಯಂತ್ರಣ ಹೇಳಿಕೆ
नियंत्रण केंन्द्र,ನಿಯಂತ್ರಣ ಕೇಂದ್ರ
नियंत्रण भंडारण,ನಿಯಂತ್ರಣ ಸಂಗ್ರಹಣೆ
नियंत्रण भंडारण रक्षण,ನಿಯಂತ್ರಣ ಸಂಗ್ರಹ ಉಳಿಸಿ
नियंत्रण स्विच,ನಿಯಂತ್ರಣ ಬದಲಾಯಿಸು
नियंत्रण तंत्र,ನಿಯಂತ್ರಣ ವ್ಯವಸ್ಥೆಯ
नियंत्रण टेप,ನಿಯಂತ್ರಣ ಟೇಲ್
नियंत्रण तकनीक,ನಿಯಂತ್ರಣ ತಂತ್ರ
नियंत्रण अंतक,ನಿಯಂತ್ರಣ ಟರ್ಮಿನಲ್
नियंत्रण योग,ನಿಯಂತ್ರಣ ಒಟ್ಟು
नियंत्रण स्थानांतरण कथन,ನಿಯಂತ್ರಣ ವರ್ಗಾವಣೆ ಹೇಳಿಕೆ
नियंत्रण एकक,ನಿಯಂತ್ರಣ ಘಟಕ
नियंत्रण चर,ನಿಯಂತ್ರಣ ವೇರಿಯಬಲ್
नियंत्रण खंड,ನಿಯಂತ್ರಣ ಪ್ರಮಾಣ
नियंत्रण शब्द,ನಿಯಂತ್ರಣ ಪದ
"रूढ़ि, परिपाटी",ಸಮಾವೇಶ
रूढ़ि उपकरण,ಸಮಾವೇಶ ಸಾಧನ
अभिसारिता,ಒಮ್ಮುಖವಾಗುವಿಕೆ
संवाद,ಸಂಭಾಷಣೆ
संवादी,ಸಂಭಾಷಣಾ
संवादी बीजीय भाषा,ಸಂಭಾಷಣಾ ಬೀಜಗಣಿತದ ಭಾಷೆ
संवादी अनुभाषक,ಸಂಭಾಷಣಕ
संवादी अभिकलन,ಸಂವಾದಾತ್ಮಕ ಕಂಪ್ಯೂಟಿಂಗ್
संवादी भाषा,ಸಂಭಾಷಣಾ ಭಾಷೆ
संवादी विथा,ಸಂವಾದಾತ್ಮಕ ಕ್ರಮ
संवादी तंत्र,ಸಂಭಾಷಣೆ
संवादी अंतक,ಸಂವಾದಾತ್ಮಕ ಟರ್ಮಿನಲ್
संवादी काल भाजन,ಸಂವಾದಾತ್ಮಕ ಸಮಯ ಹಂಚಿಕೆ
रूपांतरण,ಪರಿವರ್ತನೆ
रूपांतरण लागत,ಪರಿವರ್ತನೆ ವೆಚ್ಚ
रूपांतरण युक्ति,ಪರಿವರ್ತನೆ ಸಾಧನ
रूपांतरण विधा,ಪರಿವರ್ತನೆ ಕ್ರಮ
रूपांतरण नेमका,ಪರಿವರ್ತನೆ ದಿನಚರಿ
रूपांतरण,ಪರಿವರ್ತಿಸು
परिवर्तक,ಪರಿವರ್ತಕ
अवमुख प्रोग्रामन,ಪೀನ ಪ್ರೋಗ್ರಾಮಿಂಗ್
निर्देशांक पता स्मृति,ವಿಳಾಸದ ಮೆಮೊರಿಯನ್ನು ಸಂಯೋಜಿಸಿ
निर्देशांक आँकड़े,ಡೇಟಾವನ್ನು ಸಂಯೋಜಿಸಿ
निर्देशांक ज्यामिति भाषा,ಜ್ಯಾಮಿತಿ ಭಾಷೆಯನ್ನು ಸಂಯೋಜಿಸಿ
निर्देशांक आलेखिकी,ಗ್ರಾಫಿಕ್ಸ್ ಅನ್ನು ಸಂಯೋಜಿಸಿ
निर्देशांक जालक्रम,ನೆಟ್‌ವರ್ಕ್ ಅನ್ನು ಸಂಯೋಜಿಸಿ
समन्वयित काल मापक्रम,ಸಮಯದ ಪ್ರಮಾಣವನ್ನು ಸಂಯೋಜಿಸಿ
प्रतिलिपि,ನಕಲು
रज्जुहीन प्लग,ಕಾರ್ಡ್‌ಲೆಸ್ ಪ್ಲಗ್
पीक ए बू प्रणाली,ಕಾರ್ಡೋನಿಯರ್ ವ್ಯವಸ್ಥೆ
क्रोड,ಮೂಲ
क्रोड सन्निक्षेप,ಕೋರಿಕ ಡಂಪ್
क्रोड प्रतिबिंब,ಕೋರಿಮ್ಯ
क्रोड प्रतिबिंब क्रमादेश संग्रह,ಕೋರ್ ಇಮೇಜ್ ಲೈಬ್ರರಿ
क्रोड स्मृति,ಕೋರ್ ಸ್ಮರಣೆ
क्रोड जालक्रम,ಕೋರ ನೆಟ್ವರ್ಕ
सह निवासी,ಸಹ-ನಿವಾಸಿ
क्रोड भंडारण,ಕೋರ ಸಂಗ್ರಹ
क्रोड तंत्र,ಕೋರ್ -ವ್ಯವಸ್ಥ
सहनेमका,ಸಹಕಾಯ
संशोधन और प्रतिलिपीयन,ಸರಿಯಾದ ಮತ್ತು ನಕಲು
संशोधी लक्षण,ವೈಶಿಷ್ಟ್ಯವನ್ನು ಸರಿಪಡಿಸುವುದು
संशोधन,ತಿದ್ದುಪಡಿ
संशोधन सूचना,ತಿದ್ದುಪಡಿ ಮಾಹಿತಿ
संशोधी अनुरक्षण,ಸರಿಪಡಿಸುವ ನಿರ್ವಹಣೆ
संशोधी अनुरक्षण काल,ಸರಿಪಡಿಸುವ ನಿರ್ವಹಣೆ ಸಮಯ
लागत विश्लेषण,ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ
लागत केन्द्र लेखा,ವೆಚ್ಚ-ಮಧ್ಯದ ಲೆಕ್ಕಪತ್ರ ನಿರ್ವಹಣೆ
"गिनती, गणना, गणनांक",ಎಣಿಕೆ
गणित्र,ಪ್ರತಿಕೂಲತೆ
गणित्रीय संदमन,ಕೌಂಟರ್ ಪ್ರತಿಬಂಧಿಸಿ
गणना कुंजी आँकड़ा युक्ति,ಎಣಿಕೆ-ಡೇಟಾ ಸಾಧನ
देश कूट,ದೇಶದ ಕೋಡ್
क्रांतिक पथ विधि,ವಿಮರ್ಶಾತ್ಮಕ ಮಾರ್ಗ ವಿಧಾನ
क्रास बार स्विच,ಕ್ರಾಸ್ ಬಾರ್ ಸ್ವಿಚ್
क्रास बार तंत्र,ಅಡ್ಡಕಾರ್ತಿ
तिर्यक जाँच,ಹೋಲಿಸಿ ನೋಡು
व्यति अनुभाषक,ಅಡ್ಡ ಕಂಪೈಲರ್
तिर्यक प्रांत संचार,ಕ್ರಾಸ್ ಡೊಮೇನ್ ಸಂವಹನ
अप्रासंगिक सिग्नल,ಅಡ್ಡ -ಬೆಂಕಿ
अन्योन्य पाद,ಅಡ್ಡ ಕಾಲು
अन्योन्य पादी परीक्षण,ಕ್ರಾಸ್ ಫುಟಿಂಗ್ ಟೆಸ್ಟ್
प्रतिच्छेद बिंदु सरणी,ಕ್ರಾಸ್ ಪಾಯಿಂಟ್ ರಚನೆ
अनु परिच्छेद परीक्षण,ಅಡ್ಡ ವಿಭಾಗೀಯ ಪರೀಕ್ಷೆ
सरणी का अनुपरिच्छेद,ಒಂದು ಶ್ರೇಣಿಯ ಅಡ್ಡ ವಿಭಾಗ
व्यति प्रक्रिया सामग्री,ಅಡ್ಡ ಸಾಫ್ಟ್‌ವೇರ್
अनुप्रस्थ उपक्षेत्र शृंखला,ಕ್ರಾಸ್ ಸಬರಿಯಾ ಲಿಂಕ್
अप्रांसगिक सिग्नल,ಅಡ್ಡ ಮಾತುಕತೆ
तिर्यक मार्गण,ಅಡ್ಡಕೂಟ
अधिसंख्यन,ಜನಸಮೂಹ
निम्नतापिकी,ಕ್ರೈನೊಜೆನಿಕ್ಸ್
निम्नताप भंडारण,ಕ್ರಯೋಜೆನಿಯ ಸಂಗ್ರಹ
निम्नताप भंडार,ಕ್ರಯೀಜಿ ಅಂಗಡಿ
निम्नतापस्थापी,ರ್ಯಾಡೋಯುಲು
"क्रायोट्रान, निम्नतापी स्चिव",ಕಾಮಾಸಕ್ತಿ
गूढ़ालेखी,ಕ್ರಿಪ್ಟಿನ
गूढ़ालेखी कलन विधि,ಕ್ರಿಪ್ಟೋಗ್ರಾಫಿಕ್ ಅಲ್ಗಾರಿದಮ್
"गूढ़लेखन, गूढ़लेखिकी",ಕ್ರಿಪ್ಟೋಗ್ರಫಿ
संचयी सूचक,ಸಂಚಿತ ಸೂಚಿಕೆ
मुद्रा प्रतीक,ಕರೆನ್ಸಿ ಚಿಹ್ನೆ
धारा पुंज स्थिति,ಪ್ರಸ್ತುತ ಕಿರಣದ ಸ್ಥಾನ
धारा संबंधन समूह,ಪ್ರಸ್ತುತ ಸಂಪರ್ಕ ಗುಂಪು
वर्तमान पीढ़ी,ಪ್ರಸ್ತುತ ಪೀಳಿಗ
वर्तमान अनुदेश पंजी,"ಪ್ರಸ್ತುತ ಸೂಚನೆ
 ನೋಂದಣಿ"
धारा रेखा सूचक,"ಪ್ರಸ್ತುತ
 ಮೊಳಕೆ"
धारा प्रस्पंद,"ಪ್ರಸ್ತುತ ಲೂಪ್ (=
 ಪ್ರಸ್ತುತ ಆಂಟಿನೋಡ್)"
धारा विधा तर्क,ಪ್ರಸ್ತುತ ಮೋಡ್ ತರ್ಕ
धारा अभिलेख,ಪ್ರಸ್ತುತ ದಾಖಲೆ
प्रसंकेतक,ಕರ್ಸರ್
प्रसंकेतक नियंत्रण कुंजी,ಕರ್ಸರ್ ನಿಯಂತ್ರಣ ಕೀ
लध्वक्ष,ತಟ್ಟಿಸು
वक्र पठित्र,ಕರ್ವ್ ಅನುಯಾಯಿ
तल्प,ಮೆತ್ತನೆಯ
ग्राहक अभिगम क्षेत्र,ಗ್ರಾಹಕ ಪ್ರವೇಶ ಪ್ರದೇಶ
ग्राहक सूचना नियंत्रण तंत्र,ಗ್ರಾಹಕ ಮಾಹಿತಿ ನಿಯಂತ್ರಣ ವ್ಯವಸ್ಥೆ
ग्राहक क्षेत्र उपकरण,ಗ್ರಾಹಕ ಆವರಣ ಉಪಕರಣಗಳು
ग्राहक स्विचन तंत्र,ಗ್ರಾಹಕ ಸ್ವಿಚಿಂಗ್ ವ್ಯವಸ್ಥೆ
कटा फॉर्म,ಕತ್ತರಿಸಿದ ರೂಪ
कटा फॉर्म विधा,ಫಾರ್ಮ್ಸ್ ಮೋಡ್ ಅನ್ನು ಕತ್ತರಿಸಿ
काट विधि,ಕಡಿತ ವಿಧಾನ
विच्छेदन,ಕತ್ತರಿಸಿದ
"साइबरनेशन, अभिकलित्री स्वचलन",ಸೈಬರ್ನೇಶನ್
"साइबरनेटिक्स, सूचना प्रभाविकी",ಸೈಬರ್ನೆಟಿಕ್ಸ್
चक्र,ಚಕ್ರ
चक्र गणन,ಚಕ್ರದ ಲೆಕ್ಕ
चक्र सूचकांक,ಚಕ್ರ ಸೂಚ್ಯಂಕ
चक्र स्मृति,ಚಕ್ರ ನೆನಪು
चक्र सूक्ष्म क्रमादेशन,ಚಕ್ರ ಮೈಕ್ರೊಪ್ರೋಗ್ರಾಮಿಂಗ್
चक्र पुनः आरंभन,ಚಕ್ರ ಮರುಹೊಂದಿಸು
चक्र सहभाजन,ಚಕ್ರ ಹಂಚಿಕೆ
चक्र हरण,ಸೈಕಲ್ ಸ್ಟೀಲ್
चक्र हरण,ಸೈಕಲ್ ಕದಿಯುವ
चक्र काल,ಚಕ್ರ ಸಮಯ
चक्रीय कूट,ಆವರ್ತಕ ಸಂಕೇತ
