Marathi,Odiya
स्टार्टर सोल्यूशन,ଷ୍ଟାର୍ଟର ସମାଧାନ |
स्टेम बोरर,ଷ୍ଟେମ୍ ବୋରର୍ |
स्टेम-एंड,ଷ୍ଟେମ୍-ଏଣ୍ଡ୍ |
स्टेनोस्पर्मोकार्पी,ଷ୍ଟେନୋସପରମୋକାରପିର |
स्टेप,ପାହାଘ
निर्जंतुकीकरण,ନିରୂପଣ
कलंक रिसेप्टिव्हिटी,କଳଙ୍କ ଗ୍ରହଣ
कलंक,କଳହ
स्टिल्ट रूट,ବିଲେଇ ମୂଳ
स्टॉलोन,ଉପନ୍ଲୋନ |
स्टोमाटा,ଷ୍ଟୋମାଟା
स्टूलिंग,ଚମକାଇବା
कोडन थांबवा,କୋଡନ୍ ବନ୍ଦ କରନ୍ତୁ |
स्तरीकृत,ଚାପୁଡ଼ାଯୁକ୍ତ
स्तरीकरण,ଚାପରିଫିକେସନ୍
पेंढा,ନଡ଼ା
ताण,ଚାପ
पट्टी पीक,ଷ୍ଟ୍ରିପ୍ ଫସଲ
स्ट्रिप इंटरकॉपिंग,ଷ୍ଟ୍ରିପ୍ ଆନ୍ତରିକତା |
स्ट्रॉमा,ଷ୍ଟ୍ରୋମା
स्टबल,ଷ୍ଟକ୍
हलक्या गवताचे गवत,ଷ୍ଟକ୍ ମଲଚିଂ |
शैली,ଶ style ଳୀ
सब दमट,ସବ୍ ଆର୍ଦ୍ର |
सुबरिकेशन,ସବ୍ବେରିକେସନ୍
बुडवणे,ଗଣ୍ଡମାଳାଣିଗୁଡିକ
निर्वाह शेती,ସବଷ୍ଟାଣ୍ଟ ଫାର୍ମିଂ |
सबसिलिंग,ସ୍ଥଗିତ
उप-प्रजाती,ସବ୍-ପ୍ରଜାତି |
प्रतिस्थापन पीक,ପ୍ରତିସ୍ଥାପନ କ୍ରପ୍ କରିବା |
सब्सट्रेट,ସବଷ୍ଟ୍ରେଟ୍
उप -पृष्ठभाग सिंचन,ସବସର୍ଫେସ୍ ଜଳସେଚନ |
उत्तराधिकार,ଉତ୍ତରାଧିକାରୀ
रसदार,ସଫଳତା
शोषक,ସୁପର୍
सुई-जनरिस,ସୁଇ-ଜେରୀସ୍ |
सूर्यप्रकाश,ସୂର୍ଯ୍ୟକିରଣ
पूरक सिंचन,ସପ୍ଲିମେଣ୍ଟାରୀ ଜଳସେଚନ |
पूरक उद्योग,ସପ୍ଲିମେଣ୍ଟାରୀ ଉଦ୍ୟୋଗ ଉଦ୍ୟୋଗ
पूरक संवाद,ସପ୍ଲିମେଣ୍ଟାରୀ ପାରସ୍ପରିକ କ୍ରିୟା |
सुपरप्रेसर जनुक,Suprassor ଜିନ୍ |
सर्फॅक्टंट,ସୁରଫାକ୍ଟାଣ୍ଟ |
संवेदनाक्षम,ସଂକ୍ରମିତ |
निलंबन संस्कृती,ନିଲମ୍ବନ ସଂସ୍କୃତି |
शाश्वत शेती,ସ୍ଥାୟୀ କୃଷି
शाश्वत विकास,ସ୍ଥାୟୀ ବିକାଶ |
स्वर्मिंग,ସଜ୍ଜିତ
तलवार पान,ଖଣ୍ଡା ପତ୍ର
सायकोनियम,ସିନୋକସିୟାମ
सहजीवन,ସେମ୍ବଏସ୍ସ
Syngamy,ସିନ୍ମାମି |
तांदळाची तीव्रता,ଚାଉଳ ତୀବ୍ରତାର ବ୍ୟବସ୍ଥା |
सिस्टीमिक हर्बिसाईड,ସିଷ୍ଟମିକ୍ ହର୍ମିଚାଡ୍ |
केशर,ସଫମୋକର୍
केशर,ସାଫ୍ରନ୍ |
ऋषी,ଗୁମ୍ଫା
साल,ସାଲ
साल्विया,ସାଲଭିଆ
चप्पल लाकूड,ସାଣ୍ଡଲ୍ କାଠ |
सपोटा,ସାମାପୋଟା |
स्क्रूपाइन,Splewewine
सीबकॉर्न,ସମୁଦ୍ର କୂଳ |
सेना,ସିନ୍ନା |
सर्प लाकूड,ସର୍ପାଇନ୍ କାଠ |
तीळ,ସମ୍ପତ୍ତିଗୁଡ଼ିକ
साप भडकणे,ସାପ ଗୋଡବ୍ଲୁ |
स्नॅप खरबूज,ସ୍ନାପ ମଲନ
साबण,ସାବୁନଟ୍
ज्वारी,ସାନ୍ତ୍ୱମଗ
सोयाबीन,ସୋୟାବିନ୍ |
स्पॅनिश चेरी,ସ୍ପାନିସ୍ ଚେରି |
पालक,ପାଳଙ୍ଗ |
स्पिंडल लाकूड,ସ୍ପିଣ୍ଡଲ୍ କାଠ |
स्पंज गॉर्ड,ସ୍ପଞ୍ଜ ଗୁଣ୍ଡ |
स्टीव्हिया,ଷ୍ଟିଭିଆ
स्टिंगिंग नेटटल,ନାଟଲ୍ ଷ୍ଟିଙ୍ଗ୍ |
स्टोन फ्लॉवर,ପଥର ଫୁଲ |
स्ट्रॉबेरी,ଷ୍ଟ୍ରବେରୀ |
सुदान गवत,ସୁଦାନ ଘାସ |
ऊस,ଆଖୁ
उन्हाळा स्क्वॅश,ଗ୍ରୀଷ୍ମ ସ୍କ୍ୱାସ୍ |
सूर्यफूल,ସୂର୍ଯ୍ୟମୁଖୀ
सनहॅम्प,ସୁମମ୍ପ |
गोड क्लोव्हर,ମିଠା କ୍ଲୋଭର |
गोड खोडकर,ମିଠା ଗୁଣ୍ଡ |
रताळे,ମିଠା ଆଳୁ
गोड व्हायोलेट,ମିଠା ବାଇଗଣୀ |
एसएपी शोषक,ସାପ ସୁକର୍ |
सॉ फ्लाय,ଉଡାଇଲା
स्केल कीटक,ଶତକଡ଼ା କୀଟ
सेमीलूपर,ସେମିଲୋର
बोरर शूट करा,ଶଟ ବୋଇର
रेशीम किडा,ରେଶମ କୀଟ |
गोगलगाय,ଶାବକ
चिमणी,ଚାରା
कोळी,ସ୍ପାଇଡର୍
गिलहरी,ଗୋଲମରିଚ |
देठ बोरर,ଷ୍ଟଲ୍କ ବୋରର୍ |
स्टेम बोरर,ଷ୍ଟେମ୍ ବୋରର୍ |
स्टेम गर्डलर,ଷ୍ଟେମ୍ ଗାର୍ଡର୍ |
दगड भुंगा,ପଥର ୱେବ
माती वैज्ञानिक,ମାଟି ବ scientist ଜ୍ଞାନିକ |
युक्ती चळवळ,କ act ଶଳ ଆନ୍ଦୋଳନ |
टॅगिंग (लेबलिंग),ଟ୍ୟାଗିଂ (ଲେବଲ୍)
टँक गाळ,ଟ୍ୟାଙ୍କ ସିଲ୍ଟ |
रूट टॅप करा,ମୂଳ ଟ୍ୟାପ୍ କରନ୍ତୁ |
तसेल (मका),ତସେଲ୍ (ମ୍ୟାକ୍ସ)
वर्गीकरण,ଟ୍ୟାକୋନୋମି
तंत्रज्ञान,ଟେକ୍ନୋଲୋଜି
समशीतोष्ण झोन,ସ୍ୱଭାବିକ ଜୋନ୍ |
तात्पुरते विल्टिंग,ଅସ୍ଥାୟୀ ୱିଲିଙ୍ଗ୍ |
टेंड्रिल,ଟେଣ୍ଡ୍ରିଲ୍
टेन्सिओमीटर,ତ୍ୱସବାଳ
Tepal,TESE
टेराटोजेनी,ଟେରାପୋଜେନି |
टर्मिनेशन कोडन,ସମାପ୍ତ ଗନ୍ଧର କୋଡନ୍ |
टेरेस,ଟେରାସ୍ |
टेरेस मध्यांतर,ଟେରାସ ବ୍ୟବଧାନ
स्थलीय रेडिएशन,ପୃଥିବୀ ବିକିରଣ |
स्थलीय तण,ଟର୍ସର ତୃଣକ |
चाचणी क्रॉस,ପରୀକ୍ଷା କ୍ରସ୍
चाचणी वजन,ପରୀକ୍ଷା ଓଜନ
टेस्टा,ଟେସାଟା |
टेट्रॅड,ଟେଟ୍ରାଡ୍ |
टेट्राप्लॉइड,ଟେଟ୍ରାପର୍ଡ |
टेट्राप्लॉईड,ଟେଟ୍ରାପ୍ଲାଏଡ୍ |
थॅलेमस,ଥାମସ୍ସସ୍ |
औष्मिक प्रवाहकता,ଥର୍ମାଲ୍ ଆଚରଣ
औष्णिक भिन्नता,ଥର୍ମାଲ୍ ଡିସଫୁସଭିଟି |
थर्मल इंडक्शन,ଥର୍ମାଲ୍ ଇନଡକ୍ସନ୍ |
थर्माकोपल,ଥର୍ମୋକଲ୍
थर्मोग्राफ,ଥର୍ମୋଗ୍ରାଫ୍
थर्मोपेरिओडिटी,ଥର୍ମେକର୍ଡିଟିଟି |
थर्मोपेरिओडिझम,ଥର୍ମୋପେଡିଆଇ ଏବଂ
थर्मोफाइल,ଥର୍ମୋଫାଇଲ୍ |
थर्मोटॅक्सिस,ଥର୍ମୋଟାକ୍ାଇସ୍
पातळ बाहेर,ପତଳା ଆଉଟ୍ |
मळणी,ଖଳା
टीआय प्लाझमिड,Ti plasemid
भरतीसंबंधी दलदल,ଜୁଆର ଜଳାଶୟ |
टाइल ड्रेनेज,ଟାଇଲ୍ ଡ୍ରେନେଜ୍ |
टिलबिलिटी,ଟିଲେଇ |
नांगरलेली जमीन,ଟିଲେଜ୍
टिलर (वनस्पती),ଟିଲର୍ (ଉଦ୍ଭିଦ)
टिलरिंग,ଟିଲାରୀ
टिलरिंग स्टेज,ଟିଲାରୀ ପର୍ଯ୍ୟାୟ |
Tilth,ତୀଥ
ऊतक चाचणी,ଟିସୁ ପରୀକ୍ଷା
टॉडी,ଚତୁର
सहिष्णुता,ସହନଶୀଳତା
शीर्ष माती,ଟପ୍ ମାଟି |
टोपाटो,ଟୋପାଟୋ |
टॉप-ड्रेसिंग,ଟପ୍-ଡ୍ରେସିଂ |
टोपोक्लीमॅटोलॉजी,ଟପୋକିମ୍ଲୋଜୋଲୋଜି |
टॉपिंग (तंबाखू),ଟପିଂ (ତମାଖୁ)
एकूण पचण्यायोग्य पोषक,ସମୁଦାୟ ହତ୍ୟାକାରୀ ପୁଷ୍ଟିକର |
एकूण घटक उत्पादकता,ସମୁଦାୟ ଫ୍ୟାକ୍ଟର୍ ଉତ୍ପାଦକତା |
एकूण विद्रव्य घन,ସମୁଦାୟ ଦ୍ରବୀଭଲ୍ସ କଠିନ |
TOTIPOTENCY,ଟଟାଇପାଇଟ୍ |
विषारीपणा,ବିଷାକ୍ତତା
विष,ବିଷାକ୍ତ
कमी प्रमाणात असलेले घटक,ଟ୍ରାକ୍ ଉପାଦାନଗୁଡିକ
ट्रेसर घटक,ଟ୍ରେସର୍ ଉପାଦାନଗୁଡିକ |
व्यवहार,କାରବାର
लिप्यंतरण,ଟ୍ରାନ୍ସକ୍ରିପସନ୍
परिवर्तन,ସଂକ୍ରମଣ
ट्रान्सजेनिक,ଟ୍ରାନ୍ସଜେନିକ୍
अनुवाद,ଅନୁବାଦ
लिप्यंतरण,ସ୍ଥାନାନ୍ତର
संक्रमण,ସଂସାଜ୍
रक्तवाहिन्यासंबंधी गुणांक,ଟ୍ରାନ୍ସପେଣ୍ଡ କୋଏଫିସିଏଣ୍ଟ୍ |
ट्रान्सपायरी पुल,ଟ୍ରାନ୍ସପିଆସନ୍ ଟାଣ |
संक्रमण प्रमाण,ଟ୍ରାନ୍ସଫର୍ରେସନ୍ ଅନୁପାତ
प्रत्यारोपणाचा धक्का,ଟ୍ରାନ୍ସପ୍ଲାଣ୍ଟ ଶକ୍ |
प्रत्यारोपण,ଟ୍ରାନ୍ସଲିଟର୍
प्रत्यारोपण,ପ୍ରତିରୋପଣ
वाहतूक माती,ମାଟି ପରିବହନ |
ट्रान्सपोजॉन,ସ୍ଥାନାନ୍ତର
ट्रान्सव्हर्स ड्रेनेज,ଟ୍ରାନ୍ସଭର୍ସ ଡ୍ରେନେଜ୍ |
सापळा पिके,ଫାନ୍ଦ ଫସଲ
कचरा,ଅଳସମ
उपचार,ଚିକିତ୍ସା
झाडाचे पीक,ଗଛ କ୍ରପ୍ କରିବା |
झाडाची अंगठी,ଗଛ ରିଙ୍ଗ
चाचणी,ପରୀକ୍ଷା
ट्रिकल सिंचन,ଚତୁର ଜଳସେଚନ |
ट्रिगर फॅक्टर,ଟ୍ରିଗର ଫ୍ୟାକ୍ଟର୍ |
ट्रिपलॉइड,ଟ୍ରିପ୍ଲାଇଡ୍
ट्रिपल पीक,ଟ୍ରିପଲ୍ କ୍ରପ୍ |
ट्रॉफिक पातळी,ଟ୍ରଫିକ୍ ସ୍ତର |
उष्णकटिबंधीय हालचाली,ଟ୍ରପିକ୍ ଗତିବିଧି |
उष्णकटिबंधीय प्रदेश,ଟ୍ରପିକାଲ୍ ଅଞ୍ଚଳ |
उष्णकटिबंधीय,ଟ୍ରପିଜିମ୍
खरी घनता,ପ୍ରକୃତ ଘନତା |
खरी पचनक्षमता,ପ୍ରକୃତ ହଜମ କରିବା |
काटलेला प्रोफाइल,ଛୋଟ ପ୍ରୋଫାଇଲ୍ |
कापलेली माती,ଛୋଟ ମାଟି |
त्सुनामी,ସୁନାମି |
कंद पिके,ଟ୍ୟୁବର ଫସଲ
कंद,ତୁ
ट्यूमर,ଟ୍ୟୁମର୍
मातीचा ट्यूनेशन,ମାଟିର ଟ୍ୟୁନାକ୍ସନ୍ |
टुंड्रा,ତୁଣ୍ଡ୍ରା |
टर्फ,ତୁରଫ୍
टर्गिड,ଟଗିଦ୍
टर्गोर चळवळ,ତୁଘମ ଆନ୍ଦୋଳନ
टर्गर प्रेशर,ତୁଗର ଚାପ
टर्गोर,ତୁଗରଯୁକ୍ତ
टर्नर सिंड्रोम,ଟର୍ନର ସିଣ୍ଡ୍ରୋମ |
प्रकार (वनस्पती),ଟାଇପ୍ (ଉଦ୍ଭିଦ)
टाइप I त्रुटी,ମୁଁ ତ୍ରୁଟି ଟାଇପ୍ କର |
प्रकार II त्रुटी,II ତ୍ରୁଟି ଟାଇପ୍ କରନ୍ତୁ |
टायफून,ଟାଇଫୋଟନ୍ |
चिंचे,ତାମରିନ୍ଦ |
टेरॅगॉन,ତାରାଗନ୍ |
मंदिर किंवा मूर्तिपूजक वृक्ष,ମନ୍ଦିର କିମ୍ବା ପାଗୋଡା ଗଛ |
थिस्सल,କଣ୍ଟା
थुजा,ଥୁଜା |
एक वनस्पती (हिची पाने स्वयंपाकात वापरतात),ଥିମ୍
तंबाखू,ତମାଖୁ
टोमॅटो,ଟମାଟୋ |
दु: खाचे झाड,ଦୁ orrow ଖର ବୃକ୍ଷ |
Tritical,ଟ୍ରାଇଟିଭାଲ୍
रणशिंग द्राक्षांचा वेल,ତୂରୀ ବା ଦ୍ରାକ୍ଷାଲତା |
क्षय,Tubeuberose
हळद,କଦଳୀ
सलगम,ଶାଗୁଣା |
टायफा (भारतीय रीड मेस),ସିଙ୍ଗାପୁର (ଭାରତୀୟ ରେଡ୍ ମ୍ୟାଚ୍)
चहा डास,ଚା ମଶା
दीमक (पांढरा मुंगी),ଟର୍ମାଇଟ୍ସ (ଧଳା ପିମ୍ପୁଡ଼ି)
थ्रीप्स,ଥ୍ରିପ୍ସ |
अल्ट्रासेन्ट्रीफ्यूगेशन,ଅଲଟ୍ରିକେଣ୍ଡ୍ରିଫୁଗେସନ୍ |
अल्ट्रासाऊंड,ଅଲଟ୍ରାସାଉଣ୍ଡ
उंबेल,ଉମ୍ବେଲ |
अनियंत्रित,ଅସମ୍ମାନ
निष्प्रभ,ଫଳପ୍ରଦତା |
युनिव्हॅलंट,ଏକତ୍ର
युनिव्हर्सल अनुवांशिक कोड,ୟୁନିଭର୍ସାଲ୍ ଜେନେଟିକ୍ କୋଡ୍ |
सार्वत्रिक माती तोटा समीकरण,ୟୁନିଭର୍ସାଲ୍ ମୃତ୍ତିକା କ୍ଷତି ସମୀକରଣ |
असंतृप्त फॅटी ids सिडस्,ଅସନ୍ତୁଷ୍ଟ ଫ୍ୟାଟି ଏସିଡ୍ |
उंच भात,ଉପରକୁ ଚାଉଳ
उंच,ଉପରକୁ
शहरी कंपोस्ट,ସହରୀ କମ୍ପୋଷ୍ଟ |
युरिया,Urea
मूत्र,Ureas
उल्ला गवत,ଉଲାଲା ଘାସ |
लस,ଟିକା
व्हॅक्यूओल,ଭାଲୁଓଲ୍
मूल्यवर्धित शेती,ମୂଲ୍ୟ-ଯୋଗଦାନ କୃଷି |
मूल्यवर्धित उत्पादन,ମୂଲ୍ୟ ଯୋଗଦାନ ଉତ୍ପାଦ |
मूल्य व्यतिरिक्त,ମୂଲ୍ୟ ଯୋଗ
मूल्य मूल्य प्रमाण,ମୂଲ୍ୟ ମୂଲ୍ୟର ଅନୁପାତ |
व्हीएएम (वेसिक्युलर आर्बस्क्युलर),VAM (ଭେସିକୁଲାର୍ ଆରବ୍ୟୁସ୍କୁଲାର)
वाफ उष्णता उपचार,ବାଷ୍ପ ଉତ୍ତାପ ଚିକିତ୍ସା |
वाष्प दबाव,ବାଷ୍ପ ଚାପ
बदलणारा खर्च,ଭେରିଏବଲ୍ ମୂଲ୍ୟ
व्हेरिएबल जनुक,ଭେରିଏବଲ୍ ଜିନ୍ |
चल दर तंत्रज्ञान,ଭେରିଏବଲ୍ ରେଟ୍ ଟେକ୍ନୋଲୋଜି |
भिन्नता,ଭିନ୍ନତା
भिन्नता,ପରିବର୍ତ୍ତନ
विविधता,ବିଭିନ୍ନତା |
वेक्टर,ଭେକ୍ଟର
वनस्पती,ଉଦ୍ଭିଦ
वनस्पती अधोगती,ଉଦ୍ଭିଦ ଅବନତି |
वनस्पतिवत् होणारी अडथळा,ପନିପରିବା ପ୍ରତିବନ୍ଧକ |
वनस्पतिवत् होणारी कव्हर,ଶାକାହାରୀ କଭର |
वनस्पतीचा प्रसार,ଶାକାହାରୀ ପ୍ରଚାର
वनस्पतिवत् होणारी अवस्था,ଶାକାହାରୀ ପର୍ଯ୍ୟାୟ |
व्हेनेशन,ଭେନସନ୍
गांडूळ,ଭ୍ରମକାକାରୀ
वर्मीकॉम्पोस्ट,ଭର୍ମିକୋମ୍ପୋଷ୍ଟ |
व्हॅरनालायझेशन,ଭର୍ନାଲ୍ ଆକୀକରଣ |
अनुलंब मलचिंग,ଭୂଲମ୍ବ ମଲଚିଂ |
व्हर्टिसॉल,Vertisool
व्यवहार्यता (बियाणे),କାର୍ଯ୍ୟକ୍ଷମତା (ବିହନ)
द्राक्षांचा वेल,ଦ୍ରାକ୍ଷାଲତା
व्हिनेगर,ଭିନେଗାର |
Vir जनुक,ପ୍ରାଚୀନ ଜିନ୍
व्हर्जिन लँड,କୁମାରୀ ଜମି
व्हर्जिन माती,କୁମାରୀ ମୃତ୍ତିକା |
व्हायरलन्स,କୁମାରୀ
विषाणू,ଜୀବାଣୁ
व्हायरस कोट प्रोटीन,ଭାଇରସ୍ କୋଟ୍ ପ୍ରୋଟିନ୍ |
व्हायरस अनुक्रमणिका,ଜୀବାଣୁ ସୂଚକାଙ୍କ |
विस्मयकारकता,ବିଶୃଙ୍ଖଳା |
दृश्यमान रेडिएशन,ଦୃଶ୍ୟମାନ ବିକିରଣ
जीवनसत्त्वे,ଭିଟାମିନ୍ |
वेटिकल्चर,ବଣିକ
Viviparus,ଜୀବାଣୁ
शून्य जागा,ଶୂନ୍ୟ ସ୍ଥାନ
अस्थिरता,ଭୋଲଟିଲାଇଜେସନ୍
स्वयंसेवक वनस्पती,ସ୍ୱେଚ୍ଛାସେବୀ ଉଦ୍ଭିଦ |
व्हॅनिला,ଭାନିଲା |
वेटिव्हर,ଭେଟର
पशुवैद्यकीय डॉक्टर,ଭେରିନାନାନିଆନ୍ ଡାକ୍ତର |
व्हायरलोलॉजिस्ट,ଜୀବାଣୁ
वेतन,ମଜୁରୀ
उबदार रक्ताचा प्राणी,ଉଷ୍ମ ରକ୍ତ ଦିଆଯାଇଥିବା ପଶୁ |
कचरा व्यवस्थापन,ବର୍ଜ୍ୟବସ୍ତୁ ପରିଚାଳନା
कचरा,ବର୍ଜ୍ୟବସ୍ତୁ
पाण्याचे अनुप्रयोग कार्यक्षमता,ଜଳ ଆବେଦନ ଦକ୍ଷତା |
पाणी अर्ज दर,ଜଳ ପ୍ରୟୋଗ ହାର
पाण्याचे शिल्लक,ଜଳ ସନ୍ତୁଳନ
पाणी कॉम्पॅक्शन,ଜଳ ସଙ୍କତ
पाणी संवर्धन,ଜଳ ସଂରକ୍ଷଣ
पाणी वापर,ଜଳ ଖର୍ଚ୍ଚ
पाणी वाहतुकीची कार्यक्षमता,ଜଳ ପରିବହନ ଦକ୍ଷତା |
पाणी संस्कृती,ଜଳ ସଂସ୍କୃତି
पाण्याची तूट,ଜଳ ନିଅଣ୍ଟ
पाणी वितरण कार्यक्षमता,ଜଳ ବଣ୍ଟନ ଦକ୍ଷତା |
पाणी शुल्क,ଜଳ ଡ୍ୟୁଟି
वॉटर फ्यूरो,ଜଳ ଫ୍ରୋ
पाण्याचे दरवाजे,ଜଳ ଦ୍ୱାରକ୍ରା
पाणी लॉगिंग,ଜଳ ଲଗ୍ ଇନ୍
पाणी व्यवस्थापन,ଜଳ ପରିଚାଳନା
पिकांची पाण्याची आवश्यकता,ଫସଲର ଜଳ ଆବଶ୍ୟକତା |
पाण्याची संतृप्ति तूट,ଜଳର ଶ୍ୱାକନ ଅଭାବ |
पाण्याचे टेबल,ଜଳ ସାରଣୀ
पाण्याचा वापर कार्यक्षमता,ଜଳ ବ୍ୟବହାର ଦକ୍ଷତା |
पाणी उत्पन्न,ଜଳ ଅମଳ
पाणी-कापणी,ଜଳ - ଅମଳ
वॉटरशेड,ଜଳସନ୍ତୁମାନେ |
वॉटरशेड मॅनेजमेंट,ଜଳୀୟ ପରିଚାଳନା
पाणलोट उपचार,ଜଳପ୍ରବାହକାରୀ ଚିକିତ୍ସା |
वॉटरशेड-आधारित प्रणाली,ୱାଟରେଡ୍ ଆଧାରିତ ସିଷ୍ଟମ୍ |
जलमार्ग,ଜଳପଥ
वेव्ह-लांबी,ତରଙ୍ଗ-ଲମ୍ବ |
मेणिंग,ମହମ
हवामान,ପାଣିପାଗ
हवामान,ପାଣିପାଗ
तण,ତୃଣକ
तण नियंत्रण,ତୃଣକ ନିୟନ୍ତ୍ରଣ |
तण नियंत्रण कार्यक्षमता,ତୃଣ ନିୟନ୍ତ୍ରଣ ଦକ୍ଷତା |
तण निर्मूलन,ତୃଣକ ବିଲୋପ
वीड इंडेक्स,ତୃଣ ସୂଚକାଙ୍କ |
वेस्टर्न ब्लॉटिंग,ପାଶ୍ଚାତ୍ୟ ବ୍ଲୋଟିଂ |
तण स्पेक्ट्रम,ତୃଣ ନିରୀକ୍ଷା
वीडिंग,ତୃଣକ
ओले-बल्ब नैराश्य,ଓଦା-ବଲ୍ବ ଉଦାସୀନତା |
ओले-बल्ब तापमान,ଓଦା-ବଲ୍ବ ତାପମାତ୍ରା |
ओले-बल्ब थर्मामीटर,ୱେଟ୍-ବଲ୍ବ ଥର୍ମୋମିଟର |
वेटलँड,ୱେଟଲ୍ୟାଣ୍ଡ |
ओले लागवड,ଓଦା ରୋପଣ |
ओला ऋतू,ଓଦା season ତୁ
ओले बियाणे,ବିହନ ବୁଣାକାର |
ओले वर्ष,ଓଦା ବର୍ଷ |
वेटेबल पावडर,ୱେଟେବଲ୍ ପାଉଡର |
ओले एजंट,ଓଦା ଏଜେଣ୍ଟ |
वावटळ सायक्रोमीटर,ଘୁରି ବୁଲୁଥିବା ସାଇକେରୋମିଟର |
पांढरा क्रांती,ଧଳା ବିପ୍ଳବ
संपूर्ण शेती विश्लेषण,ପୁରା ଚାଷ ବିଶ୍ଳେଷଣ |
संपूर्ण शेती दृष्टीकोन,ପୁରା ଫାର୍ମ ଉପାୟ |
व्यापक अनुकूलता,ବ୍ୟାପକ ଆଡାପ୍ଟିଲିଟି |
विल्टिंग पॉईंट,ୱିଲିଂ ପଏଣ୍ଟ
वारा ब्रेक,ପବନ ଭାଙ୍ଗ
पवन ऊर्जा,ପବନ ଶକ୍ତି
वारा इरोशन,ପବନ କ୍ଷୟ
वारा निर्मिती,ପବନ ବଂଶ
पवन मिल,ପବନ ମିଲ୍ |
पवन उर्जा,ପବନ ଶକ୍ତି
वारा वेग,ପବନ ବେଗ
वारा पट्टी पीक,ପବନ ଷ୍ଟ୍ରିପ୍ ଫସଲ
वारा वेग,ପବନ ବେଗ |
वारा,ପବନ
विंडो,ପବନ
विंडरो,ୱିଣ୍ଡ୍ରୋୱର
वारा-वेन,ପବନ ପରି
वि,ୱିଣ୍ଟନୱାର୍ |
Winnowing,ଜ୍ୱଳନ୍ତ
WOBBLE Hypothesis,Woble fpoothasies |
गर्भ,ଗର୍ଭ
लाकूड राख,କାଠ ପାଉଁଶ |
लाकूड गॅस,କାଠ ଗ୍ୟାସ
काम,କାର୍ଯ୍ୟ
अक्रोड,ବାଦାମ |
वॉटर क्रेस,ଜଳ Cress
वॉटर हायसिंथ,ଜଳ ହାଇୟା ବିସିନ୍ |
पाणी खरबूज,ଜଳ ତରଭୁଜ |
पाण्याचे पुदीना,ଜଳ ମେଣ୍ଟ
रडत विलो,କାନ୍ଦିବା ୱାଲୋ |
वेस्ट इंडियन महोगनी,ପଶ୍ଚିମ ଭାରତୀୟ ମାହାନି |
गहू,ଗହମ
पांढरा क्लोव्हर,ଧଳା କ୍ଲୋଭର |
पांढरा मलबेरी,ଧଳା ମଲବେଦି |
पांढरा पोपिनेक,ଧଳା ପପିନେକ୍ |
पांढरा विलो,ଧଳା ୱାଲୋ |
वन्य मार्जोरिम,ୱାଇଲ୍ଡ ମାର୍ଜୋରିମ୍ |
वन्य ओट,ବଣୁଆ ଓଟ |
पंख असलेले बीन,ଡେଣା ବିନ୍
हिवाळ्यातील स्क्वॅश,ଶୀତ ସ୍କିପ୍
WINAANIA,ୱିଥାନିଆ |
"लाकूड सॉरेल, ऑक्सॅलिस","କାଠ ସୋରେଲ, ଅକ୍ଲିସ୍ |"
कचरा,Wasp
विणकर पक्षी,ବୁଣା ପକ୍ଷୀ
भुंगा,ଇଭେଲ
पांढरा ग्रुप,ଧଳା ଗ୍ରୀପ୍ |
वूली ph फिड,ପଶମ ଆପିଡ୍ |
Xanthinuera,Xanthinuriia
झेंथोफिल,Xanthhophilll
एक्स-क्रोमोसोम,X- କ୍ରୋମୋଜୋମ୍ |
झेनिया,ଜେନିଆ
झेरोडर्मा पिग्मेन्टोसम,Xerorderma de degmenttosumum |
झेरोफाइट,Xerophyte
झेरोफाइटिझम,Xeorphyismm
एक्स-रे विवर्तन,ଏକ୍ସ-ରେ ଡିଫ୍ରିମେସନ୍ |
Xylem,Xyllem
Xylofeyte,Xylophyte
Y 'ट्रेलिस,Y 'ଟ୍ରେଲିସ୍ |
वाय-क्रोमोसोम,Y-chromonome
यीस्ट,ଖମୀର |
यीस्ट अर्क,ଖମୀର
पिवळी क्रांती,ହଳଦିଆ ବିପ୍ଳବ
पिवळसर,ହଳଦିଆ
उत्पन्न घटक,ଅମଳ ଉପାଦାନ |
उत्पन्न देखरेख,ଅମଳ ମନିଟରିଂ |
उत्पादन क्षमता,ସମ୍ଭାବ୍ୟ ସମ୍ଭାବନା |
उत्पन्न स्थिरता,ଫଳ ଅନୁଭବ କର |
अंड्यातील पिवळ बलक,ହଳଦିଆ
पिवळ्या बेरीड नाईटशेड,ହଳଦିଆ ବିରି ନାଇଟ୍ଶେଡ୍ |
पिवळा मायरोबालन,ହଳଦିଆ ମାଇରୋବାଲାନ୍ |
झेड,ଜେଡ୍
झेड-क्रोमोसोम,Z-chromomome
झेड-डीएनए,Z-DNA
झीटीन,ଜାଟିନ୍ |
शून्य एनर्जी कूल चेंबर,ଶୂନ୍ୟ ଶକ୍ତି ଶୀତ ଚାମ୍ବର |
शून्य नांगरलेली जमीन,ଜିରୋ ଟିଲଗେଜ୍ |
शून्य सहिष्णुता,ଶିରୋ ସହନଶୀଳତା |
झिंकची कमतरता,ଜିଙ୍କ ଅଭାବ |
झिंक बोट प्रोटीन,ଜିଙ୍କ ଆଙ୍ଗୁଠି ପ୍ରୋଟିନ୍ |
झिंडेटेड युरिया,ଜିଙ୍କିତ ୟୁରିଆ |
